Rank 107641: 104985 - [001, 107638, 000] - HP: 510, STR: 818, VIT: 207, SPD: 15, LUK: 1, Attack: 131804, Defense: 87632, Current HP: 510, A Avg: 1097927, D Avg: 122684, [Tekken[188, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 105074 - [001, 107638, 000] - HP: 1034, STR: 344, VIT: 1123, SPD: 15, LUK: 1, Attack: 131093, Defense: 87911, Current HP: 1034, A Avg: 1092004, D Avg: 123075, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 105075 - [001, 107638, 000] - HP: 946, STR: 407, VIT: 748, SPD: 15, LUK: 2, Attack: 131188, Defense: 87536, Current HP: 946, A Avg: 1092796, D Avg: 122550, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 105076 - [001, 107638, 000] - HP: 760, STR: 344, VIT: 791, SPD: 25, LUK: 1, Attack: 131093, Defense: 87579, Current HP: 760, A Avg: 1092004, D Avg: 122610, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 105077 - [001, 107638, 000] - HP: 703, STR: 818, VIT: 748, SPD: 15, LUK: 1, Attack: 131804, Defense: 87536, Current HP: 703, A Avg: 1097927, D Avg: 122550, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 105078 - [001, 107638, 000] - HP: 740, STR: 716, VIT: 896, SPD: 17, LUK: 1, Attack: 131651, Defense: 87684, Current HP: 740, A Avg: 1096652, D Avg: 122757, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 105079 - [001, 107638, 000] - HP: 798, STR: 570, VIT: 830, SPD: 15, LUK: 1, Attack: 131432, Defense: 87618, Current HP: 798, A Avg: 1094828, D Avg: 122665, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 105080 - [001, 107638, 000] - HP: 703, STR: 445, VIT: 748, SPD: 15, LUK: 2, Attack: 131245, Defense: 87536, Current HP: 703, A Avg: 1093270, D Avg: 122550, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 105081 - [001, 107638, 000] - HP: 986, STR: 492, VIT: 1363, SPD: 18, LUK: 1, Attack: 131315, Defense: 88151, Current HP: 986, A Avg: 1093853, D Avg: 123411, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 105082 - [001, 107638, 000] - HP: 1028, STR: 630, VIT: 881, SPD: 18, LUK: 1, Attack: 131522, Defense: 87669, Current HP: 1028, A Avg: 1095578, D Avg: 122736, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 105083 - [001, 107638, 000] - HP: 1064, STR: 592, VIT: 1466, SPD: 15, LUK: 1, Attack: 131465, Defense: 88254, Current HP: 1064, A Avg: 1095103, D Avg: 123555, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 105084 - [001, 107638, 000] - HP: 924, STR: 384, VIT: 1152, SPD: 15, LUK: 1, Attack: 131153, Defense: 87940, Current HP: 924, A Avg: 1092504, D Avg: 123115, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 105085 - [001, 107638, 000] - HP: 798, STR: 625, VIT: 791, SPD: 15, LUK: 1, Attack: 131515, Defense: 87579, Current HP: 798, A Avg: 1095519, D Avg: 122610, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 105086 - [001, 107638, 000] - HP: 874, STR: 787, VIT: 943, SPD: 19, LUK: 1, Attack: 131758, Defense: 87731, Current HP: 874, A Avg: 1097544, D Avg: 122823, [Tekken[188, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 105087 - [001, 107638, 000] - HP: 237, STR: 459, VIT: 1442, SPD: 15, LUK: 1, Attack: 131266, Defense: 87112, Current HP: 237, A Avg: 1093445, D Avg: 121956, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 105088 - [001, 107638, 000] - HP: 228, STR: 371, VIT: 1442, SPD: 15, LUK: 1, Attack: 131134, Defense: 87112, Current HP: 228, A Avg: 1092346, D Avg: 121956, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 105089 - [001, 107638, 000] - HP: 348, STR: 410, VIT: 983, SPD: 15, LUK: 1, Attack: 131192, Defense: 86653, Current HP: 348, A Avg: 1092829, D Avg: 121314, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 105090 - [001, 107638, 000] - HP: 266, STR: 360, VIT: 983, SPD: 29, LUK: 1, Attack: 131117, Defense: 86653, Current HP: 266, A Avg: 1092204, D Avg: 121314, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 105091 - [001, 107638, 000] - HP: 247, STR: 360, VIT: 993, SPD: 25, LUK: 1, Attack: 131117, Defense: 86663, Current HP: 247, A Avg: 1092204, D Avg: 121328, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 105092 - [001, 107638, 000] - HP: 228, STR: 371, VIT: 1472, SPD: 15, LUK: 1, Attack: 131134, Defense: 87142, Current HP: 228, A Avg: 1092346, D Avg: 121998, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 105093 - [001, 107638, 000] - HP: 247, STR: 382, VIT: 993, SPD: 15, LUK: 2, Attack: 131150, Defense: 86663, Current HP: 247, A Avg: 1092479, D Avg: 121328, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 105094 - [001, 107638, 000] - HP: 228, STR: 588, VIT: 993, SPD: 15, LUK: 1, Attack: 131459, Defense: 86663, Current HP: 228, A Avg: 1095053, D Avg: 121328, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 105095 - [001, 107638, 000] - HP: 493, STR: 473, VIT: 1004, SPD: 15, LUK: 1, Attack: 131287, Defense: 86674, Current HP: 493, A Avg: 1093620, D Avg: 121343, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 105096 - [001, 107638, 000] - HP: 415, STR: 426, VIT: 983, SPD: 15, LUK: 1, Attack: 131216, Defense: 86653, Current HP: 415, A Avg: 1093029, D Avg: 121314, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 105097 - [001, 107638, 000] - HP: 484, STR: 360, VIT: 1472, SPD: 15, LUK: 1, Attack: 131117, Defense: 87142, Current HP: 484, A Avg: 1092204, D Avg: 121998, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 105098 - [001, 107638, 000] - HP: 396, STR: 426, VIT: 973, SPD: 15, LUK: 2, Attack: 131216, Defense: 86643, Current HP: 396, A Avg: 1093029, D Avg: 121300, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 105099 - [001, 107638, 000] - HP: 285, STR: 360, VIT: 1014, SPD: 25, LUK: 1, Attack: 131117, Defense: 86684, Current HP: 285, A Avg: 1092204, D Avg: 121357, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 105100 - [001, 107638, 000] - HP: 228, STR: 844, VIT: 973, SPD: 15, LUK: 1, Attack: 131843, Defense: 86643, Current HP: 228, A Avg: 1098252, D Avg: 121300, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 105101 - [001, 107638, 000] - HP: 240, STR: 739, VIT: 1128, SPD: 17, LUK: 1, Attack: 131686, Defense: 86798, Current HP: 240, A Avg: 1096944, D Avg: 121517, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 105102 - [001, 107638, 000] - HP: 323, STR: 588, VIT: 1052, SPD: 15, LUK: 1, Attack: 131459, Defense: 86722, Current HP: 323, A Avg: 1095053, D Avg: 121410, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 105103 - [001, 107638, 000] - HP: 228, STR: 466, VIT: 973, SPD: 15, LUK: 2, Attack: 131276, Defense: 86643, Current HP: 228, A Avg: 1093529, D Avg: 121300, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 105104 - [001, 107638, 000] - HP: 461, STR: 513, VIT: 1732, SPD: 18, LUK: 1, Attack: 131347, Defense: 87402, Current HP: 461, A Avg: 1094120, D Avg: 122362, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 105105 - [001, 107638, 000] - HP: 503, STR: 649, VIT: 1128, SPD: 18, LUK: 1, Attack: 131551, Defense: 86798, Current HP: 503, A Avg: 1095819, D Avg: 121517, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 105106 - [001, 107638, 000] - HP: 589, STR: 620, VIT: 1805, SPD: 15, LUK: 1, Attack: 131507, Defense: 87475, Current HP: 589, A Avg: 1095453, D Avg: 122464, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 105107 - [001, 107638, 000] - HP: 374, STR: 402, VIT: 1500, SPD: 15, LUK: 1, Attack: 131180, Defense: 87170, Current HP: 374, A Avg: 1092729, D Avg: 122037, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 105108 - [001, 107638, 000] - HP: 323, STR: 644, VIT: 1014, SPD: 15, LUK: 1, Attack: 131543, Defense: 86684, Current HP: 323, A Avg: 1095753, D Avg: 121357, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 105109 - [001, 107638, 000] - HP: 399, STR: 812, VIT: 1159, SPD: 19, LUK: 1, Attack: 131795, Defense: 86829, Current HP: 399, A Avg: 1097852, D Avg: 121560, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 105120 - [001, 107638, 000] - HP: 814, STR: 344, VIT: 341, SPD: 17, LUK: 1, Attack: 131093, Defense: 86219, Current HP: 814, A Avg: 1092004, D Avg: 120706, [Tekken[188, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 105127 - [001, 107638, 000] - HP: 776, STR: 492, VIT: 527, SPD: 19, LUK: 1, Attack: 131315, Defense: 86405, Current HP: 776, A Avg: 1093853, D Avg: 120966, [Tekken[188, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 105129 - [001, 107638, 000] - HP: 874, STR: 592, VIT: 673, SPD: 17, LUK: 1, Attack: 131465, Defense: 86551, Current HP: 874, A Avg: 1095103, D Avg: 121171, [Tekken[188, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 105130 - [001, 107638, 000] - HP: 704, STR: 384, VIT: 368, SPD: 17, LUK: 1, Attack: 131153, Defense: 86246, Current HP: 704, A Avg: 1092504, D Avg: 120744, [Tekken[188, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 105132 - [001, 107638, 000] - HP: 684, STR: 787, VIT: 396, SPD: 20, LUK: 1, Attack: 131758, Defense: 86274, Current HP: 684, A Avg: 1097544, D Avg: 120783, [Tekken[188, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 105133 - [001, 107638, 000] - HP: 670, STR: 442, VIT: 390, SPD: 15, LUK: 1, Attack: 131240, Defense: 86606, Current HP: 670, A Avg: 1093229, D Avg: 121248, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 105134 - [001, 107638, 000] - HP: 661, STR: 354, VIT: 390, SPD: 15, LUK: 1, Attack: 131108, Defense: 86606, Current HP: 661, A Avg: 1092129, D Avg: 121248, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 105135 - [001, 107638, 000] - HP: 1009, STR: 393, VIT: 278, SPD: 15, LUK: 1, Attack: 131167, Defense: 86494, Current HP: 1009, A Avg: 1092621, D Avg: 121091, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 105136 - [001, 107638, 000] - HP: 699, STR: 344, VIT: 278, SPD: 29, LUK: 1, Attack: 131093, Defense: 86494, Current HP: 699, A Avg: 1092004, D Avg: 121091, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 105137 - [001, 107638, 000] - HP: 680, STR: 344, VIT: 289, SPD: 25, LUK: 1, Attack: 131093, Defense: 86505, Current HP: 680, A Avg: 1092004, D Avg: 121106, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 105138 - [001, 107638, 000] - HP: 661, STR: 354, VIT: 422, SPD: 15, LUK: 1, Attack: 131108, Defense: 86638, Current HP: 661, A Avg: 1092129, D Avg: 121293, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 105139 - [001, 107638, 000] - HP: 680, STR: 365, VIT: 289, SPD: 15, LUK: 2, Attack: 131125, Defense: 86505, Current HP: 680, A Avg: 1092271, D Avg: 121106, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 105140 - [001, 107638, 000] - HP: 661, STR: 570, VIT: 289, SPD: 15, LUK: 1, Attack: 131432, Defense: 86505, Current HP: 661, A Avg: 1094828, D Avg: 121106, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 105141 - [001, 107638, 000] - HP: 1154, STR: 456, VIT: 300, SPD: 15, LUK: 1, Attack: 131261, Defense: 86516, Current HP: 1154, A Avg: 1093404, D Avg: 121122, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 105142 - [001, 107638, 000] - HP: 1145, STR: 407, VIT: 278, SPD: 15, LUK: 1, Attack: 131188, Defense: 86494, Current HP: 1145, A Avg: 1092796, D Avg: 121091, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 105143 - [001, 107638, 000] - HP: 985, STR: 344, VIT: 422, SPD: 15, LUK: 1, Attack: 131093, Defense: 86638, Current HP: 985, A Avg: 1092004, D Avg: 121293, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 105144 - [001, 107638, 000] - HP: 897, STR: 407, VIT: 267, SPD: 15, LUK: 2, Attack: 131188, Defense: 86483, Current HP: 897, A Avg: 1092796, D Avg: 121076, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 105145 - [001, 107638, 000] - HP: 718, STR: 344, VIT: 311, SPD: 25, LUK: 1, Attack: 131093, Defense: 86527, Current HP: 718, A Avg: 1092004, D Avg: 121137, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 105146 - [001, 107638, 000] - HP: 661, STR: 818, VIT: 267, SPD: 15, LUK: 1, Attack: 131804, Defense: 86483, Current HP: 661, A Avg: 1097927, D Avg: 121076, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 105147 - [001, 107638, 000] - HP: 696, STR: 716, VIT: 393, SPD: 17, LUK: 1, Attack: 131651, Defense: 86609, Current HP: 696, A Avg: 1096652, D Avg: 121252, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 105148 - [001, 107638, 000] - HP: 756, STR: 570, VIT: 350, SPD: 15, LUK: 1, Attack: 131432, Defense: 86566, Current HP: 756, A Avg: 1094828, D Avg: 121192, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 105149 - [001, 107638, 000] - HP: 661, STR: 445, VIT: 267, SPD: 15, LUK: 2, Attack: 131245, Defense: 86483, Current HP: 661, A Avg: 1093270, D Avg: 121076, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 105150 - [001, 107638, 000] - HP: 940, STR: 492, VIT: 617, SPD: 18, LUK: 1, Attack: 131315, Defense: 86833, Current HP: 940, A Avg: 1093853, D Avg: 121566, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 105151 - [001, 107638, 000] - HP: 982, STR: 630, VIT: 356, SPD: 18, LUK: 1, Attack: 131522, Defense: 86572, Current HP: 982, A Avg: 1095578, D Avg: 121200, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 105152 - [001, 107638, 000] - HP: 1022, STR: 592, VIT: 765, SPD: 15, LUK: 1, Attack: 131465, Defense: 86981, Current HP: 1022, A Avg: 1095103, D Avg: 121773, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 105153 - [001, 107638, 000] - HP: 875, STR: 384, VIT: 450, SPD: 15, LUK: 1, Attack: 131153, Defense: 86666, Current HP: 875, A Avg: 1092504, D Avg: 121332, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 105154 - [001, 107638, 000] - HP: 756, STR: 625, VIT: 311, SPD: 15, LUK: 1, Attack: 131515, Defense: 86527, Current HP: 756, A Avg: 1095519, D Avg: 121137, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 105155 - [001, 107638, 000] - HP: 832, STR: 787, VIT: 463, SPD: 19, LUK: 1, Attack: 131758, Defense: 86679, Current HP: 832, A Avg: 1097544, D Avg: 121350, [Tekken[188, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 105156 - [001, 107638, 000] - HP: 650, STR: 442, VIT: 784, SPD: 15, LUK: 1, Attack: 131240, Defense: 87819, Current HP: 650, A Avg: 1093229, D Avg: 122946, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 105157 - [001, 107638, 000] - HP: 640, STR: 354, VIT: 784, SPD: 15, LUK: 1, Attack: 131108, Defense: 87819, Current HP: 640, A Avg: 1092129, D Avg: 122946, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 105158 - [001, 107638, 000] - HP: 960, STR: 393, VIT: 539, SPD: 15, LUK: 1, Attack: 131167, Defense: 87574, Current HP: 960, A Avg: 1092621, D Avg: 122603, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 105159 - [001, 107638, 000] - HP: 680, STR: 344, VIT: 539, SPD: 29, LUK: 1, Attack: 131093, Defense: 87574, Current HP: 680, A Avg: 1092004, D Avg: 122603, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 105160 - [001, 107638, 000] - HP: 660, STR: 344, VIT: 549, SPD: 25, LUK: 1, Attack: 131093, Defense: 87584, Current HP: 660, A Avg: 1092004, D Avg: 122617, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 105161 - [001, 107638, 000] - HP: 640, STR: 354, VIT: 814, SPD: 15, LUK: 1, Attack: 131108, Defense: 87849, Current HP: 640, A Avg: 1092129, D Avg: 122988, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 105162 - [001, 107638, 000] - HP: 660, STR: 365, VIT: 549, SPD: 15, LUK: 2, Attack: 131125, Defense: 87584, Current HP: 660, A Avg: 1092271, D Avg: 122617, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 105163 - [001, 107638, 000] - HP: 640, STR: 570, VIT: 549, SPD: 15, LUK: 1, Attack: 131432, Defense: 87584, Current HP: 640, A Avg: 1094828, D Avg: 122617, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 105164 - [001, 107638, 000] - HP: 1110, STR: 456, VIT: 560, SPD: 15, LUK: 1, Attack: 131261, Defense: 87595, Current HP: 1110, A Avg: 1093404, D Avg: 122632, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 105165 - [001, 107638, 000] - HP: 1089, STR: 407, VIT: 539, SPD: 15, LUK: 1, Attack: 131188, Defense: 87574, Current HP: 1089, A Avg: 1092796, D Avg: 122603, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 105166 - [001, 107638, 000] - HP: 966, STR: 344, VIT: 814, SPD: 15, LUK: 1, Attack: 131093, Defense: 87849, Current HP: 966, A Avg: 1092004, D Avg: 122988, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 105167 - [001, 107638, 000] - HP: 874, STR: 407, VIT: 529, SPD: 15, LUK: 2, Attack: 131188, Defense: 87564, Current HP: 874, A Avg: 1092796, D Avg: 122589, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 105168 - [001, 107638, 000] - HP: 700, STR: 344, VIT: 570, SPD: 25, LUK: 1, Attack: 131093, Defense: 87605, Current HP: 700, A Avg: 1092004, D Avg: 122646, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 105169 - [001, 107638, 000] - HP: 640, STR: 818, VIT: 529, SPD: 15, LUK: 1, Attack: 131804, Defense: 87564, Current HP: 640, A Avg: 1097927, D Avg: 122589, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 105170 - [001, 107638, 000] - HP: 672, STR: 716, VIT: 663, SPD: 17, LUK: 1, Attack: 131651, Defense: 87698, Current HP: 672, A Avg: 1096652, D Avg: 122777, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 105171 - [001, 107638, 000] - HP: 740, STR: 570, VIT: 607, SPD: 15, LUK: 1, Attack: 131432, Defense: 87642, Current HP: 740, A Avg: 1094828, D Avg: 122698, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 105172 - [001, 107638, 000] - HP: 640, STR: 445, VIT: 529, SPD: 15, LUK: 2, Attack: 131245, Defense: 87564, Current HP: 640, A Avg: 1093270, D Avg: 122589, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 105173 - [001, 107638, 000] - HP: 924, STR: 492, VIT: 1031, SPD: 18, LUK: 1, Attack: 131315, Defense: 88066, Current HP: 924, A Avg: 1093853, D Avg: 123292, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 105174 - [001, 107638, 000] - HP: 968, STR: 630, VIT: 641, SPD: 18, LUK: 1, Attack: 131522, Defense: 87676, Current HP: 968, A Avg: 1095578, D Avg: 122746, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 105175 - [001, 107638, 000] - HP: 1020, STR: 592, VIT: 1146, SPD: 15, LUK: 1, Attack: 131465, Defense: 88181, Current HP: 1020, A Avg: 1095103, D Avg: 123453, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 105176 - [001, 107638, 000] - HP: 851, STR: 384, VIT: 842, SPD: 15, LUK: 1, Attack: 131153, Defense: 87877, Current HP: 851, A Avg: 1092504, D Avg: 123027, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 105177 - [001, 107638, 000] - HP: 740, STR: 625, VIT: 570, SPD: 15, LUK: 1, Attack: 131515, Defense: 87605, Current HP: 740, A Avg: 1095519, D Avg: 122646, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 105178 - [001, 107638, 000] - HP: 820, STR: 787, VIT: 715, SPD: 19, LUK: 1, Attack: 131758, Defense: 87750, Current HP: 820, A Avg: 1097544, D Avg: 122849, [Tekken[188, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 105179 - [001, 107638, 000] - HP: 670, STR: 699, VIT: 408, SPD: 15, LUK: 1, Attack: 131626, Defense: 86520, Current HP: 670, A Avg: 1096444, D Avg: 121127, [Tekken[188, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
