Rank 1000: HP: 1322, STR: 601, VIT: 418412, SPD: 45, LUK: 1, Attack: 86947, Defense: 502216, Current HP: 1322, A Avg: 91294, D Avg: 502216, [Progress[147, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 902: HP: 3716, STR: 2642, VIT: 418510, SPD: 45, LUK: 1, Attack: 88455, Defense: 502373, Current HP: 3716, A Avg: 92877, D Avg: 502373, [Spear of Regression[182, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 901: HP: 1322, STR: 601, VIT: 418487, SPD: 45, LUK: 1, Attack: 86947, Defense: 502376, Current HP: 1322, A Avg: 91294, D Avg: 502376, [Progress[147, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 900: HP: 1658, STR: 466, VIT: 418449, SPD: 45, LUK: 1, Attack: 85509, Defense: 502377, Current HP: 1658, A Avg: 89784, D Avg: 502377, [White Snake[160, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 899: HP: 1175, STR: 239, VIT: 418142, SPD: 45, LUK: 1, Attack: 88406, Defense: 502382, Current HP: 1175, A Avg: 92826, D Avg: 502382, [Basic[169, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 898: HP: 1285, STR: 394, VIT: 418443, SPD: 45, LUK: 1, Attack: 84335, Defense: 502384, Current HP: 1285, A Avg: 88551, D Avg: 502384, [Rusty Knife[156, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 897: HP: 1768, STR: 601, VIT: 418458, SPD: 45, LUK: 1, Attack: 86947, Defense: 502386, Current HP: 1768, A Avg: 91294, D Avg: 502386, [Progress[147, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 896: HP: 1297, STR: 466, VIT: 418464, SPD: 45, LUK: 1, Attack: 85509, Defense: 502392, Current HP: 1297, A Avg: 89784, D Avg: 502392, [White Snake[160, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 895: HP: 1028, STR: 1015, VIT: 418591, SPD: 45, LUK: 1, Attack: 86893, Defense: 502395, Current HP: 1028, A Avg: 91237, D Avg: 502395, [God Hand[179, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 894: HP: 986, STR: 1447, VIT: 418591, SPD: 45, LUK: 1, Attack: 86987, Defense: 502395, Current HP: 986, A Avg: 91336, D Avg: 502395, [Zodiac[184, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 893: HP: 1406, STR: 601, VIT: 418472, SPD: 45, LUK: 1, Attack: 86947, Defense: 502400, Current HP: 1406, A Avg: 91294, D Avg: 502400, [Progress[147, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 892: HP: 1133, STR: 307, VIT: 418168, SPD: 45, LUK: 1, Attack: 84183, Defense: 502408, Current HP: 1133, A Avg: 88392, D Avg: 502408, [Tornado[111, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 891: HP: 1385, STR: 298, VIT: 418168, SPD: 45, LUK: 1, Attack: 84323, Defense: 502408, Current HP: 1385, A Avg: 88539, D Avg: 502408, [Fairy Sword[113, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 890: HP: 1133, STR: 360, VIT: 418168, SPD: 45, LUK: 1, Attack: 84509, Defense: 502408, Current HP: 1133, A Avg: 88734, D Avg: 502408, [Giant Tornado[114, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 889: HP: 1148, STR: 307, VIT: 418168, SPD: 45, LUK: 1, Attack: 84123, Defense: 502408, Current HP: 1148, A Avg: 88329, D Avg: 502408, [Hand Axe[140, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 888: HP: 1154, STR: 342, VIT: 418168, SPD: 45, LUK: 1, Attack: 84335, Defense: 502408, Current HP: 1154, A Avg: 88551, D Avg: 502408, [Wooden Boomerang[167, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 887: HP: 1253, STR: 311, VIT: 418171, SPD: 45, LUK: 1, Attack: 84109, Defense: 502411, Current HP: 1253, A Avg: 88314, D Avg: 502411, [Ninja[135, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 886: HP: 1285, STR: 360, VIT: 418472, SPD: 45, LUK: 1, Attack: 85835, Defense: 502413, Current HP: 1285, A Avg: 90126, D Avg: 502413, [Elemental[121, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 885: HP: 1537, STR: 464, VIT: 418472, SPD: 45, LUK: 1, Attack: 85114, Defense: 502413, Current HP: 1537, A Avg: 89369, D Avg: 502413, [Diamond Knuckle[152, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 884: HP: 1150, STR: 307, VIT: 418174, SPD: 45, LUK: 1, Attack: 84313, Defense: 502414, Current HP: 1150, A Avg: 88528, D Avg: 502414, [Crescent[141, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 883: HP: 797, STR: 550, VIT: 418528, SPD: 45, LUK: 1, Attack: 87078, Defense: 502417, Current HP: 797, A Avg: 91431, D Avg: 502417, [Moon Knuckle[153, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 882: HP: 776, STR: 1663, VIT: 418528, SPD: 45, LUK: 1, Attack: 87541, Defense: 502417, Current HP: 776, A Avg: 91918, D Avg: 502417, [Blue Sword[180, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 881: HP: 1012, STR: 622, VIT: 418478, SPD: 45, LUK: 1, Attack: 85460, Defense: 502419, Current HP: 1012, A Avg: 89733, D Avg: 502419, [Classic[168, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 880: HP: 1486, STR: 466, VIT: 418588, SPD: 45, LUK: 1, Attack: 85509, Defense: 502425, Current HP: 1486, A Avg: 89784, D Avg: 502425, [White Snake[160, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 879: HP: 1243, STR: 550, VIT: 418499, SPD: 45, LUK: 1, Attack: 87078, Defense: 502427, Current HP: 1243, A Avg: 91431, D Avg: 502427, [Moon Knuckle[153, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 878: HP: 1222, STR: 1663, VIT: 418499, SPD: 45, LUK: 1, Attack: 87541, Defense: 502427, Current HP: 1222, A Avg: 91918, D Avg: 502427, [Blue Sword[180, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 877: HP: 3716, STR: 2642, VIT: 418539, SPD: 45, LUK: 1, Attack: 88455, Defense: 502428, Current HP: 3716, A Avg: 92877, D Avg: 502428, [Spear of Regression[182, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 876: HP: 1595, STR: 601, VIT: 418597, SPD: 45, LUK: 1, Attack: 86947, Defense: 502434, Current HP: 1595, A Avg: 91294, D Avg: 502434, [Progress[147, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 875: HP: 1406, STR: 403, VIT: 418197, SPD: 45, LUK: 1, Attack: 85085, Defense: 502437, Current HP: 1406, A Avg: 89339, D Avg: 502437, [Thunder Whip[143, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 874: HP: 4162, STR: 2642, VIT: 418510, SPD: 45, LUK: 1, Attack: 88455, Defense: 502438, Current HP: 4162, A Avg: 92877, D Avg: 502438, [Spear of Regression[182, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 873: HP: 881, STR: 550, VIT: 418513, SPD: 45, LUK: 1, Attack: 87078, Defense: 502441, Current HP: 881, A Avg: 91431, D Avg: 502441, [Moon Knuckle[153, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 872: HP: 860, STR: 1663, VIT: 418513, SPD: 45, LUK: 1, Attack: 87541, Defense: 502441, Current HP: 860, A Avg: 91918, D Avg: 502441, [Blue Sword[180, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 871: HP: 1028, STR: 1015, VIT: 418583, SPD: 45, LUK: 1, Attack: 86893, Defense: 502452, Current HP: 1028, A Avg: 91237, D Avg: 502452, [God Hand[179, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 870: HP: 986, STR: 1447, VIT: 418583, SPD: 45, LUK: 1, Attack: 86987, Defense: 502452, Current HP: 986, A Avg: 91336, D Avg: 502452, [Zodiac[184, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 869: HP: 1679, STR: 376, VIT: 418649, SPD: 45, LUK: 1, Attack: 85084, Defense: 502453, Current HP: 1679, A Avg: 89338, D Avg: 502453, [Thin Blade[158, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 868: HP: 3800, STR: 2642, VIT: 418525, SPD: 45, LUK: 1, Attack: 88455, Defense: 502453, Current HP: 3800, A Avg: 92877, D Avg: 502453, [Spear of Regression[182, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 867: HP: 1285, STR: 723, VIT: 418513, SPD: 45, LUK: 1, Attack: 85561, Defense: 502454, Current HP: 1285, A Avg: 89839, D Avg: 502454, [Willow Blade[157, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 866: HP: 1894, STR: 601, VIT: 418513, SPD: 45, LUK: 1, Attack: 85524, Defense: 502454, Current HP: 1894, A Avg: 89800, D Avg: 502454, [Pangaea[164, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 865: HP: 1553, STR: 2145, VIT: 418214, SPD: 45, LUK: 1, Attack: 92054, Defense: 502454, Current HP: 1553, A Avg: 96656, D Avg: 502454, [Spectral Sword Shigure[172, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 864: HP: 1070, STR: 550, VIT: 418638, SPD: 45, LUK: 1, Attack: 87078, Defense: 502475, Current HP: 1070, A Avg: 91431, D Avg: 502475, [Moon Knuckle[153, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 863: HP: 1049, STR: 1663, VIT: 418638, SPD: 45, LUK: 1, Attack: 87541, Defense: 502475, Current HP: 1049, A Avg: 91918, D Avg: 502475, [Blue Sword[180, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 862: HP: 1427, STR: 298, VIT: 418238, SPD: 45, LUK: 1, Attack: 84154, Defense: 502478, Current HP: 1427, A Avg: 88361, D Avg: 502478, [Emerald Sword[115, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 861: HP: 1402, STR: 554, VIT: 418675, SPD: 45, LUK: 1, Attack: 86198, Defense: 502479, Current HP: 1402, A Avg: 90507, D Avg: 502479, [Gladius[162, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 860: HP: 1679, STR: 637, VIT: 418678, SPD: 45, LUK: 1, Attack: 86489, Defense: 502482, Current HP: 1679, A Avg: 90813, D Avg: 502482, [Santoku[159, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 859: HP: 1369, STR: 446, VIT: 418542, SPD: 45, LUK: 1, Attack: 85778, Defense: 502483, Current HP: 1369, A Avg: 90066, D Avg: 502483, [Tower[149, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 858: HP: 1285, STR: 351, VIT: 418243, SPD: 45, LUK: 1, Attack: 84253, Defense: 502483, Current HP: 1285, A Avg: 88465, D Avg: 502483, [Crossed Shuriken[136, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 857: HP: 3989, STR: 2642, VIT: 418649, SPD: 45, LUK: 1, Attack: 88455, Defense: 502486, Current HP: 3989, A Avg: 92877, D Avg: 502486, [Spear of Regression[182, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 856: HP: 1427, STR: 394, VIT: 418252, SPD: 45, LUK: 1, Attack: 84907, Defense: 502492, Current HP: 1427, A Avg: 89152, D Avg: 502492, [Maximum Iron Mass[123, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 855: HP: 1028, STR: 1015, VIT: 418638, SPD: 45, LUK: 1, Attack: 86893, Defense: 502501, Current HP: 1028, A Avg: 91237, D Avg: 502501, [God Hand[179, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 854: HP: 986, STR: 1447, VIT: 418638, SPD: 45, LUK: 1, Attack: 86987, Defense: 502501, Current HP: 986, A Avg: 91336, D Avg: 502501, [Zodiac[184, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 853: HP: 1679, STR: 376, VIT: 418641, SPD: 45, LUK: 1, Attack: 85084, Defense: 502510, Current HP: 1679, A Avg: 89338, D Avg: 502510, [Thin Blade[158, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 852: HP: 776, STR: 979, VIT: 418731, SPD: 45, LUK: 1, Attack: 85767, Defense: 502535, Current HP: 776, A Avg: 90055, D Avg: 502535, [Pulse Knife[165, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 851: HP: 1402, STR: 554, VIT: 418667, SPD: 45, LUK: 1, Attack: 86198, Defense: 502536, Current HP: 1402, A Avg: 90507, D Avg: 502536, [Gladius[162, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 850: HP: 1679, STR: 637, VIT: 418670, SPD: 45, LUK: 1, Attack: 86489, Defense: 502539, Current HP: 1679, A Avg: 90813, D Avg: 502539, [Santoku[159, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 849: HP: 1448, STR: 484, VIT: 418603, SPD: 45, LUK: 1, Attack: 85527, Defense: 502544, Current HP: 1448, A Avg: 89803, D Avg: 502544, [White Snake[160, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 848: HP: 1196, STR: 255, VIT: 418307, SPD: 45, LUK: 1, Attack: 84443, Defense: 502547, Current HP: 1196, A Avg: 88665, D Avg: 502547, [Cagliostro[133, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 847: HP: 1558, STR: 619, VIT: 418612, SPD: 45, LUK: 1, Attack: 86965, Defense: 502553, Current HP: 1558, A Avg: 91313, D Avg: 502553, [Progress[147, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 846: HP: 1028, STR: 1015, VIT: 418667, SPD: 45, LUK: 1, Attack: 86893, Defense: 502556, Current HP: 1028, A Avg: 91237, D Avg: 502556, [God Hand[179, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 845: HP: 986, STR: 1447, VIT: 418667, SPD: 45, LUK: 1, Attack: 86987, Defense: 502556, Current HP: 986, A Avg: 91336, D Avg: 502556, [Zodiac[184, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 844: HP: 1144, STR: 439, VIT: 418316, SPD: 45, LUK: 1, Attack: 84549, Defense: 502556, Current HP: 1144, A Avg: 88776, D Avg: 502556, [Windmill[137, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 843: HP: 1679, STR: 376, VIT: 418696, SPD: 45, LUK: 1, Attack: 85084, Defense: 502559, Current HP: 1679, A Avg: 89338, D Avg: 502559, [Thin Blade[158, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 842: HP: 1133, STR: 385, VIT: 418319, SPD: 45, LUK: 1, Attack: 84385, Defense: 502559, Current HP: 1133, A Avg: 88604, D Avg: 502559, [Kirisame[129, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 841: HP: 1406, STR: 394, VIT: 418319, SPD: 45, LUK: 1, Attack: 84515, Defense: 502559, Current HP: 1406, A Avg: 88740, D Avg: 502559, [Black Kirisame[130, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 840: HP: 1394, STR: 522, VIT: 418319, SPD: 45, LUK: 1, Attack: 86270, Defense: 502559, Current HP: 1394, A Avg: 90583, D Avg: 502559, [Scythe of the Grim Reaper[148, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 839: HP: 1427, STR: 394, VIT: 418322, SPD: 45, LUK: 1, Attack: 84504, Defense: 502562, Current HP: 1427, A Avg: 88729, D Avg: 502562, [Serpent[144, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 838: HP: 1474, STR: 1015, VIT: 418638, SPD: 45, LUK: 1, Attack: 86893, Defense: 502566, Current HP: 1474, A Avg: 91237, D Avg: 502566, [God Hand[179, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 837: HP: 1432, STR: 1447, VIT: 418638, SPD: 45, LUK: 1, Attack: 86987, Defense: 502566, Current HP: 1432, A Avg: 91336, D Avg: 502566, [Zodiac[184, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 836: HP: 1558, STR: 484, VIT: 418327, SPD: 45, LUK: 1, Attack: 85450, Defense: 502567, Current HP: 1558, A Avg: 89722, D Avg: 502567, [Red Shark[134, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 835: HP: 1637, STR: 385, VIT: 418336, SPD: 45, LUK: 1, Attack: 84703, Defense: 502576, Current HP: 1637, A Avg: 88938, D Avg: 502576, [Ruby Knuckle[151, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 834: HP: 1112, STR: 1015, VIT: 418652, SPD: 45, LUK: 1, Attack: 86893, Defense: 502580, Current HP: 1112, A Avg: 91237, D Avg: 502580, [God Hand[179, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 833: HP: 1070, STR: 1447, VIT: 418652, SPD: 45, LUK: 1, Attack: 86987, Defense: 502580, Current HP: 1070, A Avg: 91336, D Avg: 502580, [Zodiac[184, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 832: HP: 1402, STR: 554, VIT: 418722, SPD: 45, LUK: 1, Attack: 86198, Defense: 502585, Current HP: 1402, A Avg: 90507, D Avg: 502585, [Gladius[162, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 831: HP: 1679, STR: 637, VIT: 418725, SPD: 45, LUK: 1, Attack: 86489, Defense: 502588, Current HP: 1679, A Avg: 90813, D Avg: 502588, [Santoku[159, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 830: HP: 776, STR: 979, VIT: 418722, SPD: 45, LUK: 1, Attack: 85767, Defense: 502591, Current HP: 776, A Avg: 90055, D Avg: 502591, [Pulse Knife[165, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 829: HP: 1033, STR: 568, VIT: 418652, SPD: 45, LUK: 1, Attack: 87096, Defense: 502593, Current HP: 1033, A Avg: 91450, D Avg: 502593, [Moon Knuckle[153, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 828: HP: 1012, STR: 1681, VIT: 418652, SPD: 45, LUK: 1, Attack: 87559, Defense: 502593, Current HP: 1012, A Avg: 91936, D Avg: 502593, [Blue Sword[180, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 827: HP: 1406, STR: 1692, VIT: 418800, SPD: 45, LUK: 1, Attack: 86192, Defense: 502604, Current HP: 1406, A Avg: 90501, D Avg: 502604, [Divine Dragon Sword[181, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 826: HP: 3952, STR: 2660, VIT: 418664, SPD: 45, LUK: 1, Attack: 88473, Defense: 502605, Current HP: 3952, A Avg: 92896, D Avg: 502605, [Spear of Regression[182, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 825: HP: 1406, STR: 655, VIT: 418365, SPD: 45, LUK: 1, Attack: 85389, Defense: 502605, Current HP: 1406, A Avg: 89658, D Avg: 502605, [Irruption[154, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 824: HP: 1301, STR: 1015, VIT: 418777, SPD: 45, LUK: 1, Attack: 86893, Defense: 502614, Current HP: 1301, A Avg: 91237, D Avg: 502614, [God Hand[179, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 823: HP: 1259, STR: 1447, VIT: 418777, SPD: 45, LUK: 1, Attack: 86987, Defense: 502614, Current HP: 1259, A Avg: 91336, D Avg: 502614, [Zodiac[184, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 822: HP: 1679, STR: 376, VIT: 418725, SPD: 45, LUK: 1, Attack: 85084, Defense: 502614, Current HP: 1679, A Avg: 89338, D Avg: 502614, [Thin Blade[158, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 821: HP: 2125, STR: 376, VIT: 418696, SPD: 45, LUK: 1, Attack: 85084, Defense: 502624, Current HP: 2125, A Avg: 89338, D Avg: 502624, [Thin Blade[158, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 820: HP: 1398, STR: 435, VIT: 418388, SPD: 45, LUK: 1, Attack: 84545, Defense: 502628, Current HP: 1398, A Avg: 88772, D Avg: 502628, [Dragon Killer[139, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 819: HP: 1406, STR: 439, VIT: 418388, SPD: 45, LUK: 1, Attack: 84952, Defense: 502628, Current HP: 1406, A Avg: 89199, D Avg: 502628, [Volcano[142, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 818: HP: 1427, STR: 435, VIT: 418391, SPD: 45, LUK: 1, Attack: 86404, Defense: 502631, Current HP: 1427, A Avg: 90724, D Avg: 502631, [Fire Chariot[138, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 817: HP: 1763, STR: 376, VIT: 418710, SPD: 45, LUK: 1, Attack: 85084, Defense: 502638, Current HP: 1763, A Avg: 89338, D Avg: 502638, [Thin Blade[158, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 816: HP: 776, STR: 979, VIT: 418777, SPD: 45, LUK: 1, Attack: 85767, Defense: 502640, Current HP: 776, A Avg: 90055, D Avg: 502640, [Pulse Knife[165, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 815: HP: 1402, STR: 554, VIT: 418751, SPD: 45, LUK: 1, Attack: 86198, Defense: 502640, Current HP: 1402, A Avg: 90507, D Avg: 502640, [Gladius[162, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 814: HP: 1679, STR: 637, VIT: 418754, SPD: 45, LUK: 1, Attack: 86489, Defense: 502643, Current HP: 1679, A Avg: 90813, D Avg: 502643, [Santoku[159, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 813: HP: 1658, STR: 532, VIT: 418406, SPD: 45, LUK: 1, Attack: 85630, Defense: 502646, Current HP: 1658, A Avg: 89911, D Avg: 502646, [Yggdrasil[126, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 812: HP: 1406, STR: 495, VIT: 418406, SPD: 45, LUK: 1, Attack: 85320, Defense: 502646, Current HP: 1406, A Avg: 89586, D Avg: 502646, [Kraken[145, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
