Rank 1000: HP: 247, STR: 278, VIT: 233, SPD: 8, LUK: 1, Attack: 86806, Defense: 90011, Current HP: 247, A Avg: 93316, D Avg: 90011, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 900: HP: 142, STR: 294, VIT: 244, SPD: 8, LUK: 1, Attack: 87345, Defense: 90022, Current HP: 142, A Avg: 91712, D Avg: 90022, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 899: HP: 133, STR: 222, VIT: 244, SPD: 8, LUK: 1, Attack: 87273, Defense: 90022, Current HP: 133, A Avg: 91636, D Avg: 90022, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 898: HP: 142, STR: -6372, VIT: 244, SPD: 8, LUK: 1, Attack: 92894, Defense: 90022, Current HP: 142, A Avg: 97538, D Avg: 90022, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 897: HP: 133, STR: -6364, VIT: 244, SPD: 8, LUK: 1, Attack: 92902, Defense: 90022, Current HP: 133, A Avg: 97547, D Avg: 90022, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 896: HP: 142, STR: 598, VIT: 244, SPD: 8, LUK: 1, Attack: 88259, Defense: 90022, Current HP: 142, A Avg: 92671, D Avg: 90022, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 895: HP: 133, STR: 606, VIT: 244, SPD: 8, LUK: 1, Attack: 88267, Defense: 90022, Current HP: 133, A Avg: 92680, D Avg: 90022, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 894: HP: 288, STR: 220, VIT: 244, SPD: 9, LUK: 1, Attack: 85186, Defense: 90022, Current HP: 288, A Avg: 89445, D Avg: 90022, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 893: HP: 461, STR: 145, VIT: 244, SPD: 9, LUK: 1, Attack: 85620, Defense: 90022, Current HP: 461, A Avg: 89901, D Avg: 90022, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 892: HP: 503, STR: 196, VIT: 244, SPD: 9, LUK: 1, Attack: 84846, Defense: 90022, Current HP: 503, A Avg: 89088, D Avg: 90022, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 891: HP: 262, STR: 127, VIT: 244, SPD: 12, LUK: 1, Attack: 85771, Defense: 90022, Current HP: 262, A Avg: 90059, D Avg: 90022, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 890: HP: 262, STR: 108, VIT: 244, SPD: 8, LUK: 2, Attack: 85752, Defense: 90022, Current HP: 262, A Avg: 90039, D Avg: 90022, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 889: HP: 243, STR: 202, VIT: 244, SPD: 8, LUK: 1, Attack: 85846, Defense: 90022, Current HP: 243, A Avg: 90138, D Avg: 90022, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 888: HP: 140, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 83925, Defense: 90022, Current HP: 140, A Avg: 104906, D Avg: 90022, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 887: HP: 140, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 83964, Defense: 90022, Current HP: 140, A Avg: 104955, D Avg: 90022, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 886: HP: 140, STR: 207, VIT: 244, SPD: 8, LUK: 1, Attack: 83979, Defense: 90022, Current HP: 140, A Avg: 104973, D Avg: 90022, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 885: HP: 140, STR: 224, VIT: 244, SPD: 8, LUK: 1, Attack: 84035, Defense: 90022, Current HP: 140, A Avg: 105043, D Avg: 90022, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 884: HP: 140, STR: 221, VIT: 244, SPD: 8, LUK: 1, Attack: 83993, Defense: 90022, Current HP: 140, A Avg: 104991, D Avg: 90022, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 883: HP: 140, STR: 210, VIT: 244, SPD: 8, LUK: 1, Attack: 84034, Defense: 90022, Current HP: 140, A Avg: 105042, D Avg: 90022, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 882: HP: 140, STR: 234, VIT: 244, SPD: 8, LUK: 1, Attack: 84077, Defense: 90022, Current HP: 140, A Avg: 105096, D Avg: 90022, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 881: HP: 160, STR: 234, VIT: 244, SPD: 8, LUK: 1, Attack: 84123, Defense: 90022, Current HP: 160, A Avg: 105153, D Avg: 90022, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 880: HP: 140, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 83967, Defense: 90022, Current HP: 140, A Avg: 104958, D Avg: 90022, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 879: HP: 140, STR: 261, VIT: 244, SPD: 8, LUK: 1, Attack: 84384, Defense: 90022, Current HP: 140, A Avg: 105480, D Avg: 90022, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 878: HP: 160, STR: 245, VIT: 244, SPD: 8, LUK: 1, Attack: 84251, Defense: 90022, Current HP: 160, A Avg: 105313, D Avg: 90022, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 877: HP: 150, STR: 210, VIT: 244, SPD: 8, LUK: 1, Attack: 84203, Defense: 90022, Current HP: 150, A Avg: 105253, D Avg: 90022, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 876: HP: 200, STR: 270, VIT: 244, SPD: 8, LUK: 1, Attack: 84458, Defense: 90022, Current HP: 200, A Avg: 105572, D Avg: 90022, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 875: HP: 150, STR: 234, VIT: 244, SPD: 8, LUK: 1, Attack: 84233, Defense: 90022, Current HP: 150, A Avg: 105291, D Avg: 90022, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 874: HP: 196, STR: 253, VIT: 244, SPD: 8, LUK: 1, Attack: 84675, Defense: 90022, Current HP: 196, A Avg: 105843, D Avg: 90022, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 873: HP: 160, STR: 226, VIT: 244, SPD: 8, LUK: 1, Attack: 84001, Defense: 90022, Current HP: 160, A Avg: 105001, D Avg: 90022, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 872: HP: 200, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 84101, Defense: 90022, Current HP: 200, A Avg: 105126, D Avg: 90022, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 871: HP: 420, STR: 253, VIT: 244, SPD: 8, LUK: 1, Attack: 85936, Defense: 90022, Current HP: 420, A Avg: 107420, D Avg: 90022, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 870: HP: 140, STR: 345, VIT: 244, SPD: 8, LUK: 1, Attack: 85001, Defense: 90022, Current HP: 140, A Avg: 106251, D Avg: 90022, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 869: HP: 140, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 85040, Defense: 90022, Current HP: 140, A Avg: 106300, D Avg: 90022, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 868: HP: 340, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 85167, Defense: 90022, Current HP: 340, A Avg: 106458, D Avg: 90022, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 867: HP: 740, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 92385, Defense: 90022, Current HP: 740, A Avg: 115481, D Avg: 90022, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 866: HP: 620, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 85252, Defense: 90022, Current HP: 620, A Avg: 106565, D Avg: 90022, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 865: HP: 740, STR: 199, VIT: 244, SPD: 8, LUK: 1, Attack: 86441, Defense: 90022, Current HP: 740, A Avg: 108051, D Avg: 90022, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 864: HP: 140, STR: 1090, VIT: 244, SPD: 8, LUK: 1, Attack: 86019, Defense: 90022, Current HP: 140, A Avg: 107523, D Avg: 90022, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 863: HP: 140, STR: 631, VIT: 244, SPD: 8, LUK: 1, Attack: 85209, Defense: 90022, Current HP: 140, A Avg: 106511, D Avg: 90022, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 862: HP: 140, STR: 523, VIT: 244, SPD: 8, LUK: 1, Attack: 87574, Defense: 90022, Current HP: 140, A Avg: 109467, D Avg: 90022, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 861: HP: 140, STR: -10590, VIT: 244, SPD: 8, LUK: 1, Attack: 88676, Defense: 90022, Current HP: 140, A Avg: 110845, D Avg: 90022, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 860: HP: 140, STR: 1171, VIT: 244, SPD: 8, LUK: 1, Attack: 88832, Defense: 90022, Current HP: 140, A Avg: 111040, D Avg: 90022, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 859: HP: 266, STR: 205, VIT: 246, SPD: 9, LUK: 1, Attack: 84146, Defense: 90024, Current HP: 266, A Avg: 88353, D Avg: 90024, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 858: HP: 296, STR: 202, VIT: 246, SPD: 9, LUK: 1, Attack: 84312, Defense: 90024, Current HP: 296, A Avg: 88527, D Avg: 90024, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 857: HP: 266, STR: 207, VIT: 246, SPD: 9, LUK: 1, Attack: 84720, Defense: 90024, Current HP: 266, A Avg: 88956, D Avg: 90024, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 856: HP: 247, STR: 249, VIT: 246, SPD: 8, LUK: 1, Attack: 86777, Defense: 90024, Current HP: 247, A Avg: 91115, D Avg: 90024, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 855: HP: 572, STR: 110, VIT: 246, SPD: 8, LUK: 2, Attack: 84818, Defense: 90024, Current HP: 572, A Avg: 89058, D Avg: 90024, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 854: HP: 380, STR: 361, VIT: 246, SPD: 8, LUK: 1, Attack: 85069, Defense: 90024, Current HP: 380, A Avg: 89322, D Avg: 90024, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 853: HP: 380, STR: 123, VIT: 246, SPD: 8, LUK: 2, Attack: 84831, Defense: 90024, Current HP: 380, A Avg: 89072, D Avg: 90024, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 852: HP: 418, STR: 150, VIT: 246, SPD: 12, LUK: 1, Attack: 86028, Defense: 90024, Current HP: 418, A Avg: 90329, D Avg: 90024, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 851: HP: 456, STR: 330, VIT: 246, SPD: 8, LUK: 1, Attack: 86208, Defense: 90024, Current HP: 456, A Avg: 92673, D Avg: 90024, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 850: HP: 228, STR: 452, VIT: 246, SPD: 8, LUK: 1, Attack: 86330, Defense: 90024, Current HP: 228, A Avg: 90646, D Avg: 90024, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 849: HP: 380, STR: 254, VIT: 246, SPD: 12, LUK: 1, Attack: 85794, Defense: 90024, Current HP: 380, A Avg: 90083, D Avg: 90024, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 848: HP: 418, STR: 400, VIT: 246, SPD: 8, LUK: 1, Attack: 85940, Defense: 90024, Current HP: 418, A Avg: 92385, D Avg: 90024, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 847: HP: 228, STR: 223, VIT: 246, SPD: 8, LUK: 1, Attack: 85061, Defense: 90024, Current HP: 228, A Avg: 89314, D Avg: 90024, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 846: HP: 285, STR: 259, VIT: 246, SPD: 8, LUK: 1, Attack: 84993, Defense: 90024, Current HP: 285, A Avg: 89242, D Avg: 90024, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 845: HP: 570, STR: 1421, VIT: 246, SPD: 12, LUK: 1, Attack: 91330, Defense: 90024, Current HP: 570, A Avg: 95896, D Avg: 90024, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 844: HP: 608, STR: 1996, VIT: 246, SPD: 8, LUK: 1, Attack: 91905, Defense: 90024, Current HP: 608, A Avg: 98797, D Avg: 90024, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 843: HP: 419, STR: 246, VIT: 248, SPD: 9, LUK: 1, Attack: 86774, Defense: 90026, Current HP: 419, A Avg: 91112, D Avg: 90026, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 842: HP: 398, STR: 464, VIT: 248, SPD: 9, LUK: 1, Attack: 86342, Defense: 90026, Current HP: 398, A Avg: 90659, D Avg: 90026, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 841: HP: 285, STR: 202, VIT: 248, SPD: 9, LUK: 1, Attack: 86171, Defense: 90026, Current HP: 285, A Avg: 90479, D Avg: 90026, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 840: HP: 398, STR: 218, VIT: 248, SPD: 9, LUK: 1, Attack: 85056, Defense: 90026, Current HP: 398, A Avg: 89308, D Avg: 90026, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 839: HP: 461, STR: 257, VIT: 248, SPD: 9, LUK: 1, Attack: 84991, Defense: 90026, Current HP: 461, A Avg: 89240, D Avg: 90026, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 838: HP: 285, STR: 181, VIT: 249, SPD: 9, LUK: 1, Attack: 84499, Defense: 90027, Current HP: 285, A Avg: 88723, D Avg: 90027, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 837: HP: 361, STR: 176, VIT: 249, SPD: 8, LUK: 1, Attack: 85508, Defense: 90027, Current HP: 361, A Avg: 89783, D Avg: 90027, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 836: HP: 348, STR: 286, VIT: 251, SPD: 8, LUK: 1, Attack: 85074, Defense: 90029, Current HP: 348, A Avg: 89327, D Avg: 90029, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 835: HP: 357, STR: 179, VIT: 251, SPD: 8, LUK: 1, Attack: 85222, Defense: 90029, Current HP: 357, A Avg: 89483, D Avg: 90029, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 834: HP: 140, STR: 234, VIT: 251, SPD: 8, LUK: 1, Attack: 84110, Defense: 90029, Current HP: 140, A Avg: 105137, D Avg: 90029, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 833: HP: 180, STR: 221, VIT: 251, SPD: 8, LUK: 1, Attack: 84246, Defense: 90029, Current HP: 180, A Avg: 105307, D Avg: 90029, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 832: HP: 140, STR: 259, VIT: 251, SPD: 8, LUK: 1, Attack: 84408, Defense: 90029, Current HP: 140, A Avg: 105510, D Avg: 90029, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 831: HP: 154, STR: 234, VIT: 251, SPD: 8, LUK: 1, Attack: 84050, Defense: 90029, Current HP: 154, A Avg: 105062, D Avg: 90029, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 830: HP: 160, STR: 232, VIT: 251, SPD: 8, LUK: 1, Attack: 84225, Defense: 90029, Current HP: 160, A Avg: 105281, D Avg: 90029, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 829: HP: 266, STR: 317, VIT: 252, SPD: 9, LUK: 1, Attack: 85155, Defense: 90030, Current HP: 266, A Avg: 89412, D Avg: 90030, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 828: HP: 437, STR: 244, VIT: 252, SPD: 9, LUK: 1, Attack: 85167, Defense: 90030, Current HP: 437, A Avg: 89425, D Avg: 90030, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 827: HP: 545, STR: 168, VIT: 252, SPD: 9, LUK: 1, Attack: 85500, Defense: 90030, Current HP: 545, A Avg: 89775, D Avg: 90030, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 826: HP: 516, STR: 100, VIT: 252, SPD: 8, LUK: 1, Attack: 85744, Defense: 90030, Current HP: 516, A Avg: 90031, D Avg: 90030, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 825: HP: 541, STR: 170, VIT: 253, SPD: 9, LUK: 1, Attack: 85213, Defense: 90031, Current HP: 541, A Avg: 89473, D Avg: 90031, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 824: HP: 174, STR: 240, VIT: 253, SPD: 8, LUK: 1, Attack: 84038, Defense: 90031, Current HP: 174, A Avg: 105047, D Avg: 90031, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 823: HP: 142, STR: 43, VIT: 254, SPD: 8, LUK: 1, Attack: 83919, Defense: 90032, Current HP: 142, A Avg: 88114, D Avg: 90032, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 822: HP: 133, STR: 51, VIT: 254, SPD: 8, LUK: 1, Attack: 83927, Defense: 90032, Current HP: 133, A Avg: 88123, D Avg: 90032, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 821: HP: 180, STR: 35, VIT: 254, SPD: 8, LUK: 1, Attack: 84060, Defense: 90032, Current HP: 180, A Avg: 88263, D Avg: 90032, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 820: HP: 171, STR: 43, VIT: 254, SPD: 8, LUK: 1, Attack: 84068, Defense: 90032, Current HP: 171, A Avg: 88271, D Avg: 90032, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 819: HP: 142, STR: 57, VIT: 254, SPD: 8, LUK: 1, Attack: 84206, Defense: 90032, Current HP: 142, A Avg: 88416, D Avg: 90032, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 818: HP: 133, STR: 65, VIT: 254, SPD: 8, LUK: 1, Attack: 84214, Defense: 90032, Current HP: 133, A Avg: 88424, D Avg: 90032, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 817: HP: 155, STR: 59, VIT: 254, SPD: 8, LUK: 1, Attack: 83875, Defense: 90032, Current HP: 155, A Avg: 88068, D Avg: 90032, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 816: HP: 146, STR: 51, VIT: 254, SPD: 8, LUK: 1, Attack: 83867, Defense: 90032, Current HP: 146, A Avg: 88060, D Avg: 90032, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 815: HP: 161, STR: 41, VIT: 254, SPD: 8, LUK: 1, Attack: 84034, Defense: 90032, Current HP: 161, A Avg: 88235, D Avg: 90032, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 814: HP: 152, STR: 99, VIT: 254, SPD: 8, LUK: 1, Attack: 84092, Defense: 90032, Current HP: 152, A Avg: 88296, D Avg: 90032, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 813: HP: 580, STR: 62, VIT: 254, SPD: 8, LUK: 1, Attack: 84770, Defense: 90032, Current HP: 580, A Avg: 89008, D Avg: 90032, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 812: HP: 418, STR: 62, VIT: 254, SPD: 14, LUK: 1, Attack: 84770, Defense: 90032, Current HP: 418, A Avg: 89008, D Avg: 108038, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 811: HP: 671, STR: 110, VIT: 254, SPD: 8, LUK: 1, Attack: 84818, Defense: 90032, Current HP: 671, A Avg: 89058, D Avg: 90032, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 810: HP: 156, STR: 234, VIT: 255, SPD: 8, LUK: 1, Attack: 84240, Defense: 90033, Current HP: 156, A Avg: 105300, D Avg: 90033, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 809: HP: 180, STR: 251, VIT: 255, SPD: 8, LUK: 1, Attack: 84218, Defense: 90033, Current HP: 180, A Avg: 105272, D Avg: 90033, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 808: HP: 304, STR: 239, VIT: 256, SPD: 9, LUK: 1, Attack: 85337, Defense: 90034, Current HP: 304, A Avg: 89603, D Avg: 90034, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 807: HP: 266, STR: 327, VIT: 256, SPD: 9, LUK: 1, Attack: 85152, Defense: 90034, Current HP: 266, A Avg: 89409, D Avg: 90034, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 806: HP: 323, STR: 205, VIT: 256, SPD: 9, LUK: 1, Attack: 85017, Defense: 90034, Current HP: 323, A Avg: 89267, D Avg: 90034, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 805: HP: 342, STR: 218, VIT: 256, SPD: 8, LUK: 1, Attack: 86564, Defense: 90034, Current HP: 342, A Avg: 90892, D Avg: 90034, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 804: HP: 174, STR: 46, VIT: 257, SPD: 8, LUK: 1, Attack: 83844, Defense: 90035, Current HP: 174, A Avg: 88036, D Avg: 90035, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 803: HP: 165, STR: 74, VIT: 257, SPD: 8, LUK: 1, Attack: 83872, Defense: 90035, Current HP: 165, A Avg: 88065, D Avg: 90035, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 802: HP: 220, STR: 221, VIT: 258, SPD: 8, LUK: 1, Attack: 84077, Defense: 90036, Current HP: 220, A Avg: 105096, D Avg: 90036, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 801: HP: 157, STR: 43, VIT: 259, SPD: 8, LUK: 1, Attack: 84049, Defense: 90037, Current HP: 157, A Avg: 88251, D Avg: 90037, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
