Rank 1000: HP: 840, STR: 626, VIT: 926, SPD: 34, LUK: 1, Attack: 85724, Defense: 90704, Current HP: 840, A Avg: 107155, D Avg: 90704, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 900: HP: 779, STR: 681, VIT: 988, SPD: 38, LUK: 1, Attack: 84557, Defense: 90766, Current HP: 779, A Avg: 88784, D Avg: 90766, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 899: HP: 959, STR: 668, VIT: 988, SPD: 38, LUK: 1, Attack: 84693, Defense: 90766, Current HP: 959, A Avg: 88927, D Avg: 90766, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 898: HP: 779, STR: 743, VIT: 988, SPD: 38, LUK: 1, Attack: 84892, Defense: 90766, Current HP: 779, A Avg: 89136, D Avg: 90766, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 897: HP: 792, STR: 681, VIT: 988, SPD: 38, LUK: 1, Attack: 84497, Defense: 90766, Current HP: 792, A Avg: 88721, D Avg: 90766, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 896: HP: 798, STR: 717, VIT: 988, SPD: 38, LUK: 1, Attack: 84710, Defense: 90766, Current HP: 798, A Avg: 88945, D Avg: 90766, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 895: HP: 868, STR: 686, VIT: 990, SPD: 38, LUK: 1, Attack: 84484, Defense: 90768, Current HP: 868, A Avg: 88708, D Avg: 90768, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 894: HP: 532, STR: 600, VIT: 990, SPD: 32, LUK: 1, Attack: 87128, Defense: 90768, Current HP: 532, A Avg: 91484, D Avg: 90768, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 893: HP: 1397, STR: 254, VIT: 990, SPD: 32, LUK: 2, Attack: 84962, Defense: 90768, Current HP: 1397, A Avg: 89210, D Avg: 90768, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 892: HP: 1092, STR: 595, VIT: 990, SPD: 32, LUK: 1, Attack: 85303, Defense: 90768, Current HP: 1092, A Avg: 89568, D Avg: 90768, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 891: HP: 1092, STR: 315, VIT: 990, SPD: 32, LUK: 2, Attack: 85023, Defense: 90768, Current HP: 1092, A Avg: 89274, D Avg: 90768, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 890: HP: 703, STR: 654, VIT: 990, SPD: 51, LUK: 1, Attack: 86532, Defense: 90768, Current HP: 703, A Avg: 90858, D Avg: 90768, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 889: HP: 741, STR: 1244, VIT: 990, SPD: 32, LUK: 1, Attack: 87122, Defense: 90768, Current HP: 741, A Avg: 93656, D Avg: 90768, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 888: HP: 513, STR: 1856, VIT: 990, SPD: 32, LUK: 1, Attack: 87734, Defense: 90768, Current HP: 513, A Avg: 92120, D Avg: 90768, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 887: HP: 665, STR: 1138, VIT: 990, SPD: 51, LUK: 1, Attack: 86678, Defense: 90768, Current HP: 665, A Avg: 91011, D Avg: 90768, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 886: HP: 703, STR: 1609, VIT: 990, SPD: 32, LUK: 1, Attack: 87149, Defense: 90768, Current HP: 703, A Avg: 93685, D Avg: 90768, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 885: HP: 730, STR: 575, VIT: 991, SPD: 34, LUK: 1, Attack: 85907, Defense: 90769, Current HP: 730, A Avg: 107383, D Avg: 90769, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 884: HP: 794, STR: 681, VIT: 992, SPD: 38, LUK: 1, Attack: 84687, Defense: 90770, Current HP: 794, A Avg: 88921, D Avg: 90770, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 883: HP: 1133, STR: 641, VIT: 993, SPD: 36, LUK: 1, Attack: 85739, Defense: 90771, Current HP: 1133, A Avg: 90025, D Avg: 90771, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 882: HP: 934, STR: 596, VIT: 993, SPD: 36, LUK: 1, Attack: 85421, Defense: 90771, Current HP: 934, A Avg: 89692, D Avg: 90771, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 881: HP: 997, STR: 520, VIT: 993, SPD: 36, LUK: 1, Attack: 85332, Defense: 90771, Current HP: 997, A Avg: 89598, D Avg: 90771, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 880: HP: 1139, STR: 380, VIT: 996, SPD: 32, LUK: 2, Attack: 86024, Defense: 90774, Current HP: 1139, A Avg: 90325, D Avg: 90774, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 879: HP: 870, STR: 985, VIT: 996, SPD: 32, LUK: 1, Attack: 86629, Defense: 90774, Current HP: 870, A Avg: 90960, D Avg: 90774, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 878: HP: 870, STR: 441, VIT: 996, SPD: 32, LUK: 2, Attack: 86085, Defense: 90774, Current HP: 870, A Avg: 90389, D Avg: 90774, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 877: HP: 1014, STR: 534, VIT: 997, SPD: 36, LUK: 1, Attack: 84566, Defense: 90775, Current HP: 1014, A Avg: 88794, D Avg: 90775, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 876: HP: 1667, STR: 206, VIT: 998, SPD: 32, LUK: 1, Attack: 84914, Defense: 90776, Current HP: 1667, A Avg: 89159, D Avg: 90776, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 875: HP: 1130, STR: 206, VIT: 998, SPD: 58, LUK: 1, Attack: 84914, Defense: 90776, Current HP: 1130, A Avg: 89159, D Avg: 108931, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 874: HP: 1871, STR: 254, VIT: 998, SPD: 32, LUK: 1, Attack: 84962, Defense: 90776, Current HP: 1871, A Avg: 89210, D Avg: 90776, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 873: HP: 978, STR: 792, VIT: 1004, SPD: 38, LUK: 1, Attack: 85474, Defense: 90782, Current HP: 978, A Avg: 89747, D Avg: 90782, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 872: HP: 1328, STR: 332, VIT: 1004, SPD: 32, LUK: 1, Attack: 85976, Defense: 90782, Current HP: 1328, A Avg: 90274, D Avg: 90782, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 871: HP: 908, STR: 332, VIT: 1004, SPD: 58, LUK: 1, Attack: 85976, Defense: 90782, Current HP: 908, A Avg: 90274, D Avg: 108938, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 870: HP: 1497, STR: 380, VIT: 1004, SPD: 32, LUK: 1, Attack: 86024, Defense: 90782, Current HP: 1497, A Avg: 90325, D Avg: 90782, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 869: HP: 1111, STR: 206, VIT: 1006, SPD: 51, LUK: 1, Attack: 84914, Defense: 90784, Current HP: 1111, A Avg: 89159, D Avg: 90784, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 868: HP: 1111, STR: 222, VIT: 1006, SPD: 32, LUK: 2, Attack: 84930, Defense: 90784, Current HP: 1111, A Avg: 89176, D Avg: 90784, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 867: HP: 1092, STR: 432, VIT: 1006, SPD: 32, LUK: 1, Attack: 85140, Defense: 90784, Current HP: 1092, A Avg: 89397, D Avg: 90784, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 866: HP: 1397, STR: 446, VIT: 1006, SPD: 32, LUK: 2, Attack: 86298, Defense: 90784, Current HP: 1397, A Avg: 90612, D Avg: 90784, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 865: HP: 1092, STR: 907, VIT: 1006, SPD: 32, LUK: 1, Attack: 86759, Defense: 90784, Current HP: 1092, A Avg: 91096, D Avg: 90784, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 864: HP: 1092, STR: 507, VIT: 1006, SPD: 32, LUK: 2, Attack: 86359, Defense: 90784, Current HP: 1092, A Avg: 90676, D Avg: 90784, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 863: HP: 934, STR: 520, VIT: 1009, SPD: 36, LUK: 1, Attack: 84461, Defense: 90787, Current HP: 934, A Avg: 88684, D Avg: 90787, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 862: HP: 2729, STR: 1491, VIT: 3220, SPD: 36, LUK: 1, Attack: 89319, Defense: 90788, Current HP: 2729, A Avg: 93784, D Avg: 90788, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 861: HP: 889, STR: 457, VIT: 1012, SPD: 51, LUK: 1, Attack: 86101, Defense: 90790, Current HP: 889, A Avg: 90406, D Avg: 90790, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 860: HP: 889, STR: 348, VIT: 1012, SPD: 32, LUK: 2, Attack: 85992, Defense: 90790, Current HP: 889, A Avg: 90291, D Avg: 90790, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 859: HP: 870, STR: 592, VIT: 1012, SPD: 32, LUK: 1, Attack: 86236, Defense: 90790, Current HP: 870, A Avg: 90547, D Avg: 90790, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 858: HP: 1812, STR: 214, VIT: 1014, SPD: 32, LUK: 1, Attack: 84922, Defense: 90792, Current HP: 1812, A Avg: 89168, D Avg: 90792, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 857: HP: 1667, STR: 398, VIT: 1014, SPD: 32, LUK: 1, Attack: 86250, Defense: 90792, Current HP: 1667, A Avg: 90562, D Avg: 90792, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 856: HP: 1130, STR: 398, VIT: 1014, SPD: 58, LUK: 1, Attack: 86250, Defense: 90792, Current HP: 1130, A Avg: 90562, D Avg: 108950, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 855: HP: 1871, STR: 446, VIT: 1014, SPD: 32, LUK: 1, Attack: 86298, Defense: 90792, Current HP: 1871, A Avg: 90612, D Avg: 90792, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 854: HP: 2603, STR: 5014, VIT: 1016, SPD: 32, LUK: 1, Attack: 90827, Defense: 90794, Current HP: 2603, A Avg: 113533, D Avg: 90794, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 853: HP: 786, STR: 618, VIT: 1018, SPD: 34, LUK: 1, Attack: 85661, Defense: 90796, Current HP: 786, A Avg: 107076, D Avg: 90796, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 852: HP: 997, STR: 668, VIT: 1019, SPD: 38, LUK: 1, Attack: 84524, Defense: 90797, Current HP: 997, A Avg: 88750, D Avg: 90797, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 851: HP: 616, STR: 710, VIT: 1019, SPD: 32, LUK: 2, Attack: 85498, Defense: 90797, Current HP: 616, A Avg: 89772, D Avg: 90797, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 850: HP: 418, STR: 1336, VIT: 1019, SPD: 32, LUK: 1, Attack: 86124, Defense: 90797, Current HP: 418, A Avg: 90430, D Avg: 90797, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 849: HP: 418, STR: 771, VIT: 1019, SPD: 32, LUK: 2, Attack: 85559, Defense: 90797, Current HP: 418, A Avg: 89836, D Avg: 90797, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 848: HP: 1473, STR: 340, VIT: 1020, SPD: 32, LUK: 1, Attack: 85984, Defense: 90798, Current HP: 1473, A Avg: 90283, D Avg: 90798, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 847: HP: 887, STR: 730, VIT: 1022, SPD: 38, LUK: 1, Attack: 84632, Defense: 90800, Current HP: 887, A Avg: 88863, D Avg: 90800, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 846: HP: 1149, STR: 206, VIT: 1022, SPD: 51, LUK: 1, Attack: 84914, Defense: 90800, Current HP: 1149, A Avg: 89159, D Avg: 90800, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 845: HP: 1187, STR: 387, VIT: 1022, SPD: 32, LUK: 1, Attack: 85095, Defense: 90800, Current HP: 1187, A Avg: 91477, D Avg: 90800, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 844: HP: 1111, STR: 398, VIT: 1022, SPD: 51, LUK: 1, Attack: 86250, Defense: 90800, Current HP: 1111, A Avg: 90562, D Avg: 90800, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 843: HP: 1111, STR: 414, VIT: 1022, SPD: 32, LUK: 2, Attack: 86266, Defense: 90800, Current HP: 1111, A Avg: 90579, D Avg: 90800, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 842: HP: 1092, STR: 780, VIT: 1022, SPD: 32, LUK: 1, Attack: 86632, Defense: 90800, Current HP: 1092, A Avg: 90963, D Avg: 90800, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 841: HP: 1159, STR: 3140, VIT: 1022, SPD: 38, LUK: 1, Attack: 93049, Defense: 90800, Current HP: 1159, A Avg: 97701, D Avg: 90800, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 840: HP: 860, STR: 780, VIT: 1023, SPD: 34, LUK: 1, Attack: 87126, Defense: 90801, Current HP: 860, A Avg: 108907, D Avg: 90801, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 839: HP: 997, STR: 779, VIT: 1027, SPD: 38, LUK: 1, Attack: 85292, Defense: 90805, Current HP: 997, A Avg: 89556, D Avg: 90805, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 838: HP: 638, STR: 662, VIT: 1027, SPD: 32, LUK: 1, Attack: 85450, Defense: 90805, Current HP: 638, A Avg: 89722, D Avg: 90805, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 837: HP: 456, STR: 662, VIT: 1027, SPD: 58, LUK: 1, Attack: 85450, Defense: 90805, Current HP: 456, A Avg: 89722, D Avg: 108966, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 836: HP: 735, STR: 710, VIT: 1027, SPD: 32, LUK: 1, Attack: 85498, Defense: 90805, Current HP: 735, A Avg: 89772, D Avg: 90805, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 835: HP: 934, STR: 481, VIT: 1027, SPD: 36, LUK: 1, Attack: 85956, Defense: 90805, Current HP: 934, A Avg: 90253, D Avg: 90805, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 834: HP: 1133, STR: 616, VIT: 1027, SPD: 36, LUK: 1, Attack: 85266, Defense: 90805, Current HP: 1133, A Avg: 89529, D Avg: 90805, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 833: HP: 2831, STR: 5003, VIT: 1027, SPD: 32, LUK: 1, Attack: 90816, Defense: 90805, Current HP: 2831, A Avg: 95356, D Avg: 90805, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 832: HP: 927, STR: 395, VIT: 1028, SPD: 51, LUK: 1, Attack: 86039, Defense: 90806, Current HP: 927, A Avg: 90340, D Avg: 90806, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 831: HP: 965, STR: 592, VIT: 1028, SPD: 32, LUK: 1, Attack: 86236, Defense: 90806, Current HP: 965, A Avg: 92703, D Avg: 90806, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 830: HP: 2698, STR: 5682, VIT: 1028, SPD: 32, LUK: 1, Attack: 91495, Defense: 90806, Current HP: 2698, A Avg: 96069, D Avg: 90806, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 829: HP: 1812, STR: 406, VIT: 1030, SPD: 32, LUK: 1, Attack: 86258, Defense: 90808, Current HP: 1812, A Avg: 90570, D Avg: 90808, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 828: HP: 713, STR: 806, VIT: 1031, SPD: 36, LUK: 1, Attack: 85644, Defense: 90809, Current HP: 713, A Avg: 89926, D Avg: 90809, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 827: HP: 437, STR: 662, VIT: 1035, SPD: 51, LUK: 1, Attack: 85450, Defense: 90813, Current HP: 437, A Avg: 89722, D Avg: 90813, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 826: HP: 437, STR: 678, VIT: 1035, SPD: 32, LUK: 2, Attack: 85466, Defense: 90813, Current HP: 437, A Avg: 89739, D Avg: 90813, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 825: HP: 418, STR: 1258, VIT: 1035, SPD: 32, LUK: 1, Attack: 86046, Defense: 90813, Current HP: 418, A Avg: 90348, D Avg: 90813, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 824: HP: 1149, STR: 398, VIT: 1038, SPD: 51, LUK: 1, Attack: 86250, Defense: 90816, Current HP: 1149, A Avg: 90562, D Avg: 90816, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 823: HP: 1187, STR: 699, VIT: 1038, SPD: 32, LUK: 1, Attack: 86551, Defense: 90816, Current HP: 1187, A Avg: 93042, D Avg: 90816, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 822: HP: 460, STR: 731, VIT: 1038, SPD: 34, LUK: 1, Attack: 87259, Defense: 90816, Current HP: 460, A Avg: 109073, D Avg: 90816, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 821: HP: 440, STR: 2035, VIT: 1038, SPD: 34, LUK: 1, Attack: 87913, Defense: 90816, Current HP: 440, A Avg: 109891, D Avg: 90816, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 820: HP: 783, STR: 670, VIT: 1043, SPD: 32, LUK: 1, Attack: 85458, Defense: 90821, Current HP: 783, A Avg: 89730, D Avg: 90821, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 819: HP: 934, STR: 935, VIT: 1044, SPD: 36, LUK: 1, Attack: 85773, Defense: 90822, Current HP: 934, A Avg: 90061, D Avg: 90822, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 818: HP: 1438, STR: 772, VIT: 1044, SPD: 36, LUK: 1, Attack: 85695, Defense: 90822, Current HP: 1438, A Avg: 89979, D Avg: 90822, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 817: HP: 836, STR: 618, VIT: 1049, SPD: 38, LUK: 1, Attack: 84806, Defense: 90827, Current HP: 836, A Avg: 89046, D Avg: 90827, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 816: HP: 475, STR: 662, VIT: 1051, SPD: 51, LUK: 1, Attack: 85450, Defense: 90829, Current HP: 475, A Avg: 89722, D Avg: 90829, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 815: HP: 513, STR: 1128, VIT: 1051, SPD: 32, LUK: 1, Attack: 85916, Defense: 90829, Current HP: 513, A Avg: 92359, D Avg: 90829, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 814: HP: 741, STR: 1115, VIT: 1051, SPD: 32, LUK: 1, Attack: 86993, Defense: 90829, Current HP: 741, A Avg: 91342, D Avg: 90829, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 813: HP: 703, STR: 1609, VIT: 1051, SPD: 32, LUK: 1, Attack: 87149, Defense: 90829, Current HP: 703, A Avg: 91506, D Avg: 90829, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 812: HP: 788, STR: 831, VIT: 1054, SPD: 38, LUK: 1, Attack: 84941, Defense: 90832, Current HP: 788, A Avg: 89188, D Avg: 90832, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 811: HP: 779, STR: 766, VIT: 1056, SPD: 38, LUK: 1, Attack: 84766, Defense: 90834, Current HP: 779, A Avg: 89004, D Avg: 90834, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 810: HP: 978, STR: 779, VIT: 1056, SPD: 38, LUK: 1, Attack: 84900, Defense: 90834, Current HP: 978, A Avg: 89145, D Avg: 90834, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 809: HP: 967, STR: 925, VIT: 1056, SPD: 38, LUK: 1, Attack: 86673, Defense: 90834, Current HP: 967, A Avg: 91006, D Avg: 90834, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 808: HP: 997, STR: 1080, VIT: 1057, SPD: 38, LUK: 1, Attack: 85190, Defense: 90835, Current HP: 997, A Avg: 89449, D Avg: 90835, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 807: HP: 1086, STR: 883, VIT: 1060, SPD: 38, LUK: 1, Attack: 85849, Defense: 90838, Current HP: 1086, A Avg: 90141, D Avg: 90838, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 806: HP: 1018, STR: 588, VIT: 1062, SPD: 36, LUK: 1, Attack: 85920, Defense: 90840, Current HP: 1018, A Avg: 90216, D Avg: 90840, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 805: HP: 427, STR: 63, VIT: 1063, SPD: 32, LUK: 1, Attack: 83789, Defense: 90841, Current HP: 427, A Avg: 87978, D Avg: 90841, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 804: HP: 418, STR: 54, VIT: 1063, SPD: 32, LUK: 1, Attack: 83780, Defense: 90841, Current HP: 418, A Avg: 87969, D Avg: 90841, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 803: HP: 427, STR: 63, VIT: 1063, SPD: 32, LUK: 1, Attack: 83828, Defense: 90841, Current HP: 427, A Avg: 88019, D Avg: 90841, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 802: HP: 418, STR: 54, VIT: 1063, SPD: 32, LUK: 1, Attack: 83819, Defense: 90841, Current HP: 418, A Avg: 88009, D Avg: 90841, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
