Rank 1000: HP: 570, STR: 742, VIT: 697, SPD: 24, LUK: 1, Attack: 85580, Defense: 90475, Current HP: 570, A Avg: 89859, D Avg: 90475, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 900: HP: 776, STR: 456, VIT: 741, SPD: 27, LUK: 1, Attack: 85281, Defense: 90519, Current HP: 776, A Avg: 89545, D Avg: 90519, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 899: HP: 839, STR: 394, VIT: 741, SPD: 27, LUK: 1, Attack: 85206, Defense: 90519, Current HP: 839, A Avg: 89466, D Avg: 90519, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 898: HP: 340, STR: 637, VIT: 741, SPD: 25, LUK: 1, Attack: 85475, Defense: 90519, Current HP: 340, A Avg: 106843, D Avg: 90519, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 897: HP: 437, STR: 483, VIT: 742, SPD: 24, LUK: 1, Attack: 87011, Defense: 90520, Current HP: 437, A Avg: 91361, D Avg: 90520, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 896: HP: 1122, STR: 206, VIT: 742, SPD: 24, LUK: 2, Attack: 84914, Defense: 90520, Current HP: 1122, A Avg: 89159, D Avg: 90520, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 895: HP: 855, STR: 517, VIT: 742, SPD: 24, LUK: 1, Attack: 85225, Defense: 90520, Current HP: 855, A Avg: 89486, D Avg: 90520, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 894: HP: 855, STR: 251, VIT: 742, SPD: 24, LUK: 2, Attack: 84959, Defense: 90520, Current HP: 855, A Avg: 89206, D Avg: 90520, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 893: HP: 608, STR: 486, VIT: 742, SPD: 38, LUK: 1, Attack: 86364, Defense: 90520, Current HP: 608, A Avg: 90682, D Avg: 90520, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 892: HP: 646, STR: 939, VIT: 742, SPD: 24, LUK: 1, Attack: 86817, Defense: 90520, Current HP: 646, A Avg: 93328, D Avg: 90520, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 891: HP: 418, STR: 1388, VIT: 742, SPD: 24, LUK: 1, Attack: 87266, Defense: 90520, Current HP: 418, A Avg: 91629, D Avg: 90520, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 890: HP: 570, STR: 843, VIT: 742, SPD: 38, LUK: 1, Attack: 86383, Defense: 90520, Current HP: 570, A Avg: 90702, D Avg: 90520, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 889: HP: 608, STR: 1206, VIT: 742, SPD: 24, LUK: 1, Attack: 86746, Defense: 90520, Current HP: 608, A Avg: 93251, D Avg: 90520, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 888: HP: 500, STR: 734, VIT: 744, SPD: 25, LUK: 1, Attack: 85572, Defense: 90522, Current HP: 500, A Avg: 106965, D Avg: 90522, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 887: HP: 880, STR: 604, VIT: 744, SPD: 25, LUK: 1, Attack: 85527, Defense: 90522, Current HP: 880, A Avg: 106908, D Avg: 90522, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 886: HP: 3103, STR: 3244, VIT: 744, SPD: 24, LUK: 1, Attack: 89057, Defense: 90522, Current HP: 3103, A Avg: 93509, D Avg: 90522, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 885: HP: 2071, STR: 3244, VIT: 744, SPD: 43, LUK: 1, Attack: 89057, Defense: 90522, Current HP: 2071, A Avg: 93509, D Avg: 108626, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 884: HP: 3455, STR: 3322, VIT: 744, SPD: 24, LUK: 1, Attack: 89135, Defense: 90522, Current HP: 3455, A Avg: 93591, D Avg: 90522, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 883: HP: 835, STR: 408, VIT: 745, SPD: 27, LUK: 1, Attack: 84440, Defense: 90523, Current HP: 835, A Avg: 88662, D Avg: 90523, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 882: HP: 776, STR: 394, VIT: 748, SPD: 27, LUK: 1, Attack: 84335, Defense: 90526, Current HP: 776, A Avg: 88551, D Avg: 90526, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 881: HP: 741, STR: 597, VIT: 748, SPD: 28, LUK: 1, Attack: 85279, Defense: 90526, Current HP: 741, A Avg: 89542, D Avg: 90526, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 880: HP: 1009, STR: 252, VIT: 748, SPD: 24, LUK: 1, Attack: 85896, Defense: 90526, Current HP: 1009, A Avg: 90190, D Avg: 90526, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 879: HP: 699, STR: 252, VIT: 748, SPD: 43, LUK: 1, Attack: 85896, Defense: 90526, Current HP: 699, A Avg: 90190, D Avg: 108631, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 878: HP: 1145, STR: 300, VIT: 748, SPD: 24, LUK: 1, Attack: 85944, Defense: 90526, Current HP: 1145, A Avg: 90241, D Avg: 90526, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 877: HP: 1305, STR: 158, VIT: 750, SPD: 24, LUK: 1, Attack: 84866, Defense: 90528, Current HP: 1305, A Avg: 89109, D Avg: 90528, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 876: HP: 893, STR: 158, VIT: 750, SPD: 43, LUK: 1, Attack: 84866, Defense: 90528, Current HP: 893, A Avg: 89109, D Avg: 108633, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 875: HP: 1471, STR: 206, VIT: 750, SPD: 24, LUK: 1, Attack: 84914, Defense: 90528, Current HP: 1471, A Avg: 89159, D Avg: 90528, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 874: HP: 2052, STR: 3244, VIT: 752, SPD: 38, LUK: 1, Attack: 89057, Defense: 90530, Current HP: 2052, A Avg: 93509, D Avg: 90530, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 873: HP: 2052, STR: 3270, VIT: 752, SPD: 24, LUK: 2, Attack: 89083, Defense: 90530, Current HP: 2052, A Avg: 93537, D Avg: 90530, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 872: HP: 2033, STR: 4945, VIT: 752, SPD: 24, LUK: 1, Attack: 90758, Defense: 90530, Current HP: 2033, A Avg: 95295, D Avg: 90530, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 871: HP: 760, STR: 499, VIT: 755, SPD: 28, LUK: 1, Attack: 84355, Defense: 90533, Current HP: 760, A Avg: 88572, D Avg: 90533, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 870: HP: 506, STR: 582, VIT: 755, SPD: 24, LUK: 2, Attack: 85370, Defense: 90533, Current HP: 506, A Avg: 89638, D Avg: 90533, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 869: HP: 323, STR: 1128, VIT: 755, SPD: 24, LUK: 1, Attack: 85916, Defense: 90533, Current HP: 323, A Avg: 90211, D Avg: 90533, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 868: HP: 323, STR: 627, VIT: 755, SPD: 24, LUK: 2, Attack: 85415, Defense: 90533, Current HP: 323, A Avg: 89685, D Avg: 90533, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 867: HP: 680, STR: 347, VIT: 756, SPD: 38, LUK: 1, Attack: 85991, Defense: 90534, Current HP: 680, A Avg: 90290, D Avg: 90534, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 866: HP: 680, STR: 268, VIT: 756, SPD: 24, LUK: 2, Attack: 85912, Defense: 90534, Current HP: 680, A Avg: 90207, D Avg: 90534, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 865: HP: 661, STR: 462, VIT: 756, SPD: 24, LUK: 1, Attack: 86106, Defense: 90534, Current HP: 661, A Avg: 90411, D Avg: 90534, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 864: HP: 668, STR: 548, VIT: 758, SPD: 28, LUK: 1, Attack: 84450, Defense: 90536, Current HP: 668, A Avg: 88672, D Avg: 90536, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 863: HP: 874, STR: 158, VIT: 758, SPD: 38, LUK: 1, Attack: 84866, Defense: 90536, Current HP: 874, A Avg: 89109, D Avg: 90536, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 862: HP: 874, STR: 174, VIT: 758, SPD: 24, LUK: 2, Attack: 84882, Defense: 90536, Current HP: 874, A Avg: 89126, D Avg: 90536, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 861: HP: 855, STR: 345, VIT: 758, SPD: 24, LUK: 1, Attack: 85053, Defense: 90536, Current HP: 855, A Avg: 89305, D Avg: 90536, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 860: HP: 1122, STR: 358, VIT: 758, SPD: 24, LUK: 2, Attack: 86210, Defense: 90536, Current HP: 1122, A Avg: 90520, D Avg: 90536, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 859: HP: 855, STR: 764, VIT: 758, SPD: 24, LUK: 1, Attack: 86616, Defense: 90536, Current HP: 855, A Avg: 90946, D Avg: 90536, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 858: HP: 855, STR: 403, VIT: 758, SPD: 24, LUK: 2, Attack: 86255, Defense: 90536, Current HP: 855, A Avg: 90567, D Avg: 90536, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 857: HP: 3248, STR: 3257, VIT: 760, SPD: 24, LUK: 1, Attack: 89070, Defense: 90538, Current HP: 3248, A Avg: 93523, D Avg: 90538, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 856: HP: 580, STR: 480, VIT: 761, SPD: 25, LUK: 1, Attack: 85812, Defense: 90539, Current HP: 580, A Avg: 107265, D Avg: 90539, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 855: HP: 760, STR: 584, VIT: 763, SPD: 28, LUK: 1, Attack: 85097, Defense: 90541, Current HP: 760, A Avg: 89351, D Avg: 90541, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 854: HP: 493, STR: 534, VIT: 763, SPD: 24, LUK: 1, Attack: 85322, Defense: 90541, Current HP: 493, A Avg: 89588, D Avg: 90541, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 853: HP: 361, STR: 534, VIT: 763, SPD: 43, LUK: 1, Attack: 85322, Defense: 90541, Current HP: 361, A Avg: 89588, D Avg: 108649, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 852: HP: 575, STR: 582, VIT: 763, SPD: 24, LUK: 1, Attack: 85370, Defense: 90541, Current HP: 575, A Avg: 89638, D Avg: 90541, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 851: HP: 1154, STR: 260, VIT: 764, SPD: 24, LUK: 1, Attack: 85904, Defense: 90542, Current HP: 1154, A Avg: 90199, D Avg: 90542, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 850: HP: 776, STR: 369, VIT: 766, SPD: 27, LUK: 1, Attack: 85844, Defense: 90544, Current HP: 776, A Avg: 90136, D Avg: 90544, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 849: HP: 923, STR: 475, VIT: 766, SPD: 27, LUK: 1, Attack: 85125, Defense: 90544, Current HP: 923, A Avg: 89381, D Avg: 90544, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 848: HP: 1450, STR: 166, VIT: 766, SPD: 24, LUK: 1, Attack: 84874, Defense: 90544, Current HP: 1450, A Avg: 89117, D Avg: 90544, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 847: HP: 1305, STR: 310, VIT: 766, SPD: 24, LUK: 1, Attack: 86162, Defense: 90544, Current HP: 1305, A Avg: 90470, D Avg: 90544, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 846: HP: 893, STR: 310, VIT: 766, SPD: 43, LUK: 1, Attack: 86162, Defense: 90544, Current HP: 893, A Avg: 90470, D Avg: 108652, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 845: HP: 1471, STR: 358, VIT: 766, SPD: 24, LUK: 1, Attack: 86210, Defense: 90544, Current HP: 1471, A Avg: 90520, D Avg: 90544, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 844: HP: 2090, STR: 3244, VIT: 768, SPD: 38, LUK: 1, Attack: 89057, Defense: 90546, Current HP: 2090, A Avg: 93509, D Avg: 90546, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 843: HP: 2128, STR: 4564, VIT: 768, SPD: 24, LUK: 1, Attack: 90377, Defense: 90546, Current HP: 2128, A Avg: 97155, D Avg: 90546, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 842: HP: 608, STR: 610, VIT: 770, SPD: 27, LUK: 1, Attack: 85448, Defense: 90548, Current HP: 608, A Avg: 89720, D Avg: 90548, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 841: HP: 342, STR: 534, VIT: 771, SPD: 38, LUK: 1, Attack: 85322, Defense: 90549, Current HP: 342, A Avg: 89588, D Avg: 90549, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 840: HP: 342, STR: 550, VIT: 771, SPD: 24, LUK: 2, Attack: 85338, Defense: 90549, Current HP: 342, A Avg: 89604, D Avg: 90549, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 839: HP: 323, STR: 1026, VIT: 771, SPD: 24, LUK: 1, Attack: 85814, Defense: 90549, Current HP: 323, A Avg: 90104, D Avg: 90549, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 838: HP: 718, STR: 300, VIT: 772, SPD: 38, LUK: 1, Attack: 85944, Defense: 90550, Current HP: 718, A Avg: 90241, D Avg: 90550, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 837: HP: 756, STR: 462, VIT: 772, SPD: 24, LUK: 1, Attack: 86106, Defense: 90550, Current HP: 756, A Avg: 92563, D Avg: 90550, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 836: HP: 776, STR: 711, VIT: 774, SPD: 27, LUK: 1, Attack: 85549, Defense: 90552, Current HP: 776, A Avg: 89826, D Avg: 90552, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 835: HP: 1175, STR: 576, VIT: 774, SPD: 27, LUK: 1, Attack: 85499, Defense: 90552, Current HP: 1175, A Avg: 89773, D Avg: 90552, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 834: HP: 912, STR: 158, VIT: 774, SPD: 38, LUK: 1, Attack: 84866, Defense: 90552, Current HP: 912, A Avg: 89109, D Avg: 90552, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 833: HP: 950, STR: 309, VIT: 774, SPD: 24, LUK: 1, Attack: 85017, Defense: 90552, Current HP: 950, A Avg: 91393, D Avg: 90552, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 832: HP: 874, STR: 310, VIT: 774, SPD: 38, LUK: 1, Attack: 86162, Defense: 90552, Current HP: 874, A Avg: 90470, D Avg: 90552, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 831: HP: 874, STR: 326, VIT: 774, SPD: 24, LUK: 2, Attack: 86178, Defense: 90552, Current HP: 874, A Avg: 90486, D Avg: 90552, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 830: HP: 855, STR: 620, VIT: 774, SPD: 24, LUK: 1, Attack: 86472, Defense: 90552, Current HP: 855, A Avg: 90795, D Avg: 90552, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 829: HP: 969, STR: 2776, VIT: 774, SPD: 28, LUK: 1, Attack: 92685, Defense: 90552, Current HP: 969, A Avg: 97319, D Avg: 90552, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 828: HP: 646, STR: 462, VIT: 777, SPD: 28, LUK: 1, Attack: 84650, Defense: 90555, Current HP: 646, A Avg: 88882, D Avg: 90555, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 827: HP: 638, STR: 542, VIT: 779, SPD: 24, LUK: 1, Attack: 85330, Defense: 90557, Current HP: 638, A Avg: 89596, D Avg: 90557, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 826: HP: 616, STR: 510, VIT: 780, SPD: 25, LUK: 1, Attack: 85553, Defense: 90558, Current HP: 616, A Avg: 106941, D Avg: 90558, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 825: HP: 598, STR: 623, VIT: 782, SPD: 28, LUK: 1, Attack: 84733, Defense: 90560, Current HP: 598, A Avg: 88969, D Avg: 90560, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 824: HP: 1450, STR: 318, VIT: 782, SPD: 24, LUK: 1, Attack: 86170, Defense: 90560, Current HP: 1450, A Avg: 90478, D Avg: 90560, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 823: HP: 589, STR: 571, VIT: 784, SPD: 28, LUK: 1, Attack: 84571, Defense: 90562, Current HP: 589, A Avg: 88799, D Avg: 90562, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 822: HP: 741, STR: 584, VIT: 784, SPD: 28, LUK: 1, Attack: 84705, Defense: 90562, Current HP: 741, A Avg: 88940, D Avg: 90562, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 821: HP: 729, STR: 691, VIT: 784, SPD: 28, LUK: 1, Attack: 86439, Defense: 90562, Current HP: 729, A Avg: 90760, D Avg: 90562, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 820: HP: 760, STR: 809, VIT: 785, SPD: 28, LUK: 1, Attack: 84919, Defense: 90563, Current HP: 760, A Avg: 89164, D Avg: 90563, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 819: HP: 660, STR: 631, VIT: 785, SPD: 25, LUK: 1, Attack: 86977, Defense: 90563, Current HP: 660, A Avg: 108721, D Avg: 90563, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 818: HP: 380, STR: 534, VIT: 787, SPD: 38, LUK: 1, Attack: 85322, Defense: 90565, Current HP: 380, A Avg: 89588, D Avg: 90565, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 817: HP: 418, STR: 920, VIT: 787, SPD: 24, LUK: 1, Attack: 85708, Defense: 90565, Current HP: 418, A Avg: 92136, D Avg: 90565, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 816: HP: 646, STR: 842, VIT: 787, SPD: 24, LUK: 1, Attack: 86720, Defense: 90565, Current HP: 646, A Avg: 91056, D Avg: 90565, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 815: HP: 608, STR: 1206, VIT: 787, SPD: 24, LUK: 1, Attack: 86746, Defense: 90565, Current HP: 608, A Avg: 91083, D Avg: 90565, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 814: HP: 820, STR: 662, VIT: 788, SPD: 28, LUK: 1, Attack: 85628, Defense: 90566, Current HP: 820, A Avg: 89909, D Avg: 90566, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 813: HP: 332, STR: 52, VIT: 790, SPD: 24, LUK: 1, Attack: 83778, Defense: 90568, Current HP: 332, A Avg: 87966, D Avg: 90568, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 812: HP: 323, STR: 46, VIT: 790, SPD: 24, LUK: 1, Attack: 83772, Defense: 90568, Current HP: 323, A Avg: 87960, D Avg: 90568, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 811: HP: 332, STR: 52, VIT: 790, SPD: 24, LUK: 1, Attack: 83817, Defense: 90568, Current HP: 332, A Avg: 88007, D Avg: 90568, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 810: HP: 323, STR: 46, VIT: 790, SPD: 24, LUK: 1, Attack: 83811, Defense: 90568, Current HP: 323, A Avg: 88001, D Avg: 90568, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 809: HP: 332, STR: 43, VIT: 790, SPD: 24, LUK: 1, Attack: 83815, Defense: 90568, Current HP: 332, A Avg: 88005, D Avg: 90568, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 808: HP: 323, STR: 51, VIT: 790, SPD: 24, LUK: 1, Attack: 83823, Defense: 90568, Current HP: 323, A Avg: 88014, D Avg: 90568, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 807: HP: 332, STR: 68, VIT: 790, SPD: 24, LUK: 1, Attack: 83879, Defense: 90568, Current HP: 332, A Avg: 88072, D Avg: 90568, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 806: HP: 323, STR: 76, VIT: 790, SPD: 24, LUK: 1, Attack: 83887, Defense: 90568, Current HP: 323, A Avg: 88081, D Avg: 90568, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 805: HP: 332, STR: 83, VIT: 790, SPD: 24, LUK: 1, Attack: 83855, Defense: 90568, Current HP: 332, A Avg: 88047, D Avg: 90568, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 804: HP: 323, STR: 91, VIT: 790, SPD: 24, LUK: 1, Attack: 83863, Defense: 90568, Current HP: 323, A Avg: 88056, D Avg: 90568, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 803: HP: 332, STR: 83, VIT: 790, SPD: 24, LUK: 1, Attack: 83907, Defense: 90568, Current HP: 332, A Avg: 88102, D Avg: 90568, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 802: HP: 323, STR: 68, VIT: 790, SPD: 24, LUK: 1, Attack: 83892, Defense: 90568, Current HP: 323, A Avg: 88086, D Avg: 90568, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
