Rank 1000: HP: 1606, STR: 345, VIT: 641949, SPD: 72, LUK: 1, Attack: 84156, Defense: 726189, Current HP: 1606, A Avg: 88363, D Avg: 726189, [Long Sword[104, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 903: HP: 1852, STR: 640, VIT: 642428, SPD: 72, LUK: 1, Attack: 85465, Defense: 726369, Current HP: 1852, A Avg: 89738, D Avg: 726369, [Kraken[145, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 902: HP: 1915, STR: 556, VIT: 642428, SPD: 72, LUK: 1, Attack: 85368, Defense: 726369, Current HP: 1915, A Avg: 89636, D Avg: 726369, [Granada[150, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 901: HP: 2015, STR: 565, VIT: 642434, SPD: 72, LUK: 1, Attack: 84597, Defense: 726375, Current HP: 2015, A Avg: 88826, D Avg: 726375, [Alucard[146, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 900: HP: 6304, STR: 3101, VIT: 642448, SPD: 72, LUK: 1, Attack: 88914, Defense: 726376, Current HP: 6304, A Avg: 93359, D Avg: 726376, [Spear of Regression[182, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 899: HP: 1112, STR: 793, VIT: 642512, SPD: 72, LUK: 1, Attack: 87321, Defense: 726381, Current HP: 1112, A Avg: 91687, D Avg: 726381, [Moon Knuckle[153, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 898: HP: 1749, STR: 682, VIT: 642518, SPD: 72, LUK: 1, Attack: 85725, Defense: 726381, Current HP: 1749, A Avg: 90011, D Avg: 726381, [White Snake[160, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 897: HP: 1091, STR: 2635, VIT: 642512, SPD: 72, LUK: 1, Attack: 88513, Defense: 726381, Current HP: 1091, A Avg: 92938, D Avg: 726381, [Blue Sword[180, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 896: HP: 1952, STR: 898, VIT: 642526, SPD: 72, LUK: 1, Attack: 87244, Defense: 726389, Current HP: 1952, A Avg: 91606, D Avg: 726389, [Progress[147, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 895: HP: 5690, STR: 3101, VIT: 642463, SPD: 72, LUK: 1, Attack: 88914, Defense: 726391, Current HP: 5690, A Avg: 93359, D Avg: 726391, [Spear of Regression[182, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 894: HP: 2057, STR: 406, VIT: 642176, SPD: 72, LUK: 1, Attack: 84262, Defense: 726416, Current HP: 2057, A Avg: 88475, D Avg: 726416, [Emerald Sword[115, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 893: HP: 1852, STR: 486, VIT: 642181, SPD: 72, LUK: 1, Attack: 84388, Defense: 726421, Current HP: 1852, A Avg: 88607, D Avg: 726421, [Crossed Shuriken[136, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 892: HP: 2057, STR: 556, VIT: 642190, SPD: 72, LUK: 1, Attack: 85069, Defense: 726430, Current HP: 2057, A Avg: 89322, D Avg: 726430, [Maximum Iron Mass[123, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 891: HP: 1749, STR: 682, VIT: 642547, SPD: 72, LUK: 1, Attack: 85725, Defense: 726436, Current HP: 1749, A Avg: 90011, D Avg: 726436, [White Snake[160, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 890: HP: 1952, STR: 898, VIT: 642555, SPD: 72, LUK: 1, Attack: 87244, Defense: 726444, Current HP: 1952, A Avg: 91606, D Avg: 726444, [Progress[147, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 889: HP: 2446, STR: 682, VIT: 642518, SPD: 72, LUK: 1, Attack: 85725, Defense: 726446, Current HP: 2446, A Avg: 90011, D Avg: 726446, [White Snake[160, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 888: HP: 1952, STR: 1056, VIT: 642611, SPD: 72, LUK: 1, Attack: 85894, Defense: 726448, Current HP: 1952, A Avg: 90188, D Avg: 726448, [Willow Blade[157, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 887: HP: 2876, STR: 880, VIT: 642611, SPD: 72, LUK: 1, Attack: 85803, Defense: 726448, Current HP: 2876, A Avg: 90093, D Avg: 726448, [Pangaea[164, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 886: HP: 1852, STR: 556, VIT: 642512, SPD: 72, LUK: 1, Attack: 84497, Defense: 726453, Current HP: 1852, A Avg: 88721, D Avg: 726453, [Rusty Knife[156, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 885: HP: 2650, STR: 898, VIT: 642526, SPD: 72, LUK: 1, Attack: 87244, Defense: 726454, Current HP: 2650, A Avg: 91606, D Avg: 726454, [Progress[147, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 884: HP: 1833, STR: 682, VIT: 642532, SPD: 72, LUK: 1, Attack: 85725, Defense: 726460, Current HP: 1833, A Avg: 90011, D Avg: 726460, [White Snake[160, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 883: HP: 2036, STR: 898, VIT: 642541, SPD: 72, LUK: 1, Attack: 87244, Defense: 726469, Current HP: 2036, A Avg: 91606, D Avg: 726469, [Progress[147, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 882: HP: 1112, STR: 793, VIT: 642611, SPD: 72, LUK: 1, Attack: 87321, Defense: 726474, Current HP: 1112, A Avg: 91687, D Avg: 726474, [Moon Knuckle[153, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 881: HP: 1091, STR: 2635, VIT: 642611, SPD: 72, LUK: 1, Attack: 88513, Defense: 726474, Current HP: 1091, A Avg: 92938, D Avg: 726474, [Blue Sword[180, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 880: HP: 2036, STR: 617, VIT: 642640, SPD: 72, LUK: 1, Attack: 85949, Defense: 726477, Current HP: 2036, A Avg: 90246, D Avg: 726477, [Tower[149, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 879: HP: 1852, STR: 495, VIT: 642541, SPD: 72, LUK: 1, Attack: 85970, Defense: 726482, Current HP: 1852, A Avg: 90268, D Avg: 726482, [Elemental[121, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 878: HP: 2261, STR: 653, VIT: 642541, SPD: 72, LUK: 1, Attack: 85303, Defense: 726482, Current HP: 2261, A Avg: 89568, D Avg: 726482, [Diamond Knuckle[152, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 877: HP: 1421, STR: 919, VIT: 642547, SPD: 72, LUK: 1, Attack: 85757, Defense: 726488, Current HP: 1421, A Avg: 90044, D Avg: 726488, [Classic[168, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 876: HP: 6037, STR: 3101, VIT: 642674, SPD: 72, LUK: 1, Attack: 88914, Defense: 726511, Current HP: 6037, A Avg: 93359, D Avg: 726511, [Spear of Regression[182, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 875: HP: 1112, STR: 793, VIT: 642640, SPD: 72, LUK: 1, Attack: 87321, Defense: 726529, Current HP: 1112, A Avg: 91687, D Avg: 726529, [Moon Knuckle[153, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 874: HP: 1091, STR: 2635, VIT: 642640, SPD: 72, LUK: 1, Attack: 88513, Defense: 726529, Current HP: 1091, A Avg: 92938, D Avg: 726529, [Blue Sword[180, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 873: HP: 1669, STR: 336, VIT: 642289, SPD: 72, LUK: 1, Attack: 84524, Defense: 726529, Current HP: 1669, A Avg: 88750, D Avg: 726529, [Cagliostro[133, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 872: HP: 1616, STR: 628, VIT: 642297, SPD: 72, LUK: 1, Attack: 84738, Defense: 726537, Current HP: 1616, A Avg: 88974, D Avg: 726537, [Windmill[137, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 871: HP: 1810, STR: 793, VIT: 642611, SPD: 72, LUK: 1, Attack: 87321, Defense: 726539, Current HP: 1810, A Avg: 91687, D Avg: 726539, [Moon Knuckle[153, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 870: HP: 1789, STR: 2635, VIT: 642611, SPD: 72, LUK: 1, Attack: 88513, Defense: 726539, Current HP: 1789, A Avg: 92938, D Avg: 726539, [Blue Sword[180, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 869: HP: 1606, STR: 547, VIT: 642300, SPD: 72, LUK: 1, Attack: 84547, Defense: 726540, Current HP: 1606, A Avg: 88774, D Avg: 726540, [Kirisame[129, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 868: HP: 2036, STR: 556, VIT: 642300, SPD: 72, LUK: 1, Attack: 84677, Defense: 726540, Current HP: 2036, A Avg: 88910, D Avg: 726540, [Black Kirisame[130, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 867: HP: 2024, STR: 765, VIT: 642300, SPD: 72, LUK: 1, Attack: 86513, Defense: 726540, Current HP: 2024, A Avg: 90838, D Avg: 726540, [Scythe of the Grim Reaper[148, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 866: HP: 2057, STR: 556, VIT: 642303, SPD: 72, LUK: 1, Attack: 84666, Defense: 726543, Current HP: 2057, A Avg: 88899, D Avg: 726543, [Serpent[144, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 865: HP: 2282, STR: 700, VIT: 642309, SPD: 72, LUK: 1, Attack: 85666, Defense: 726549, Current HP: 2282, A Avg: 89949, D Avg: 726549, [Red Shark[134, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 864: HP: 1343, STR: 1582, VIT: 642747, SPD: 72, LUK: 1, Attack: 87460, Defense: 726551, Current HP: 1343, A Avg: 91833, D Avg: 726551, [God Hand[179, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 863: HP: 1301, STR: 2284, VIT: 642747, SPD: 72, LUK: 1, Attack: 87824, Defense: 726551, Current HP: 1301, A Avg: 92215, D Avg: 726551, [Zodiac[184, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 862: HP: 1196, STR: 793, VIT: 642625, SPD: 72, LUK: 1, Attack: 87321, Defense: 726553, Current HP: 1196, A Avg: 91687, D Avg: 726553, [Moon Knuckle[153, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 861: HP: 1175, STR: 2635, VIT: 642625, SPD: 72, LUK: 1, Attack: 88513, Defense: 726553, Current HP: 1175, A Avg: 92938, D Avg: 726553, [Blue Sword[180, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 860: HP: 2425, STR: 547, VIT: 642318, SPD: 72, LUK: 1, Attack: 84865, Defense: 726558, Current HP: 2425, A Avg: 89108, D Avg: 726558, [Ruby Knuckle[151, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 859: HP: 1852, STR: 1074, VIT: 642625, SPD: 72, LUK: 1, Attack: 85912, Defense: 726566, Current HP: 1852, A Avg: 90207, D Avg: 726566, [Willow Blade[157, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 858: HP: 2776, STR: 898, VIT: 642625, SPD: 72, LUK: 1, Attack: 85821, Defense: 726566, Current HP: 2776, A Avg: 90112, D Avg: 726566, [Pangaea[164, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 857: HP: 2179, STR: 682, VIT: 642744, SPD: 72, LUK: 1, Attack: 85725, Defense: 726581, Current HP: 2179, A Avg: 90011, D Avg: 726581, [White Snake[160, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 856: HP: 2036, STR: 952, VIT: 642347, SPD: 72, LUK: 1, Attack: 85686, Defense: 726587, Current HP: 2036, A Avg: 89970, D Avg: 726587, [Irruption[154, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 855: HP: 2383, STR: 898, VIT: 642753, SPD: 72, LUK: 1, Attack: 87244, Defense: 726590, Current HP: 2383, A Avg: 91606, D Avg: 726590, [Progress[147, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 854: HP: 1936, STR: 635, VIT: 642654, SPD: 72, LUK: 1, Attack: 85967, Defense: 726595, Current HP: 1936, A Avg: 90265, D Avg: 726595, [Tower[149, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 853: HP: 1343, STR: 1582, VIT: 642738, SPD: 72, LUK: 1, Attack: 87460, Defense: 726607, Current HP: 1343, A Avg: 91833, D Avg: 726607, [God Hand[179, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 852: HP: 1301, STR: 2284, VIT: 642738, SPD: 72, LUK: 1, Attack: 87824, Defense: 726607, Current HP: 1301, A Avg: 92215, D Avg: 726607, [Zodiac[184, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 851: HP: 2467, STR: 538, VIT: 642805, SPD: 72, LUK: 1, Attack: 85246, Defense: 726609, Current HP: 2467, A Avg: 89508, D Avg: 726609, [Thin Blade[158, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 850: HP: 5936, STR: 3119, VIT: 642689, SPD: 72, LUK: 1, Attack: 88932, Defense: 726630, Current HP: 5936, A Avg: 93378, D Avg: 726630, [Spear of Regression[182, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 849: HP: 2467, STR: 934, VIT: 642834, SPD: 72, LUK: 1, Attack: 86786, Defense: 726638, Current HP: 2467, A Avg: 91125, D Avg: 726638, [Santoku[159, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 848: HP: 1997, STR: 624, VIT: 642413, SPD: 72, LUK: 1, Attack: 84734, Defense: 726653, Current HP: 1997, A Avg: 88970, D Avg: 726653, [Dragon Killer[139, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 847: HP: 2036, STR: 628, VIT: 642413, SPD: 72, LUK: 1, Attack: 85141, Defense: 726653, Current HP: 2036, A Avg: 89398, D Avg: 726653, [Volcano[142, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 846: HP: 2057, STR: 624, VIT: 642416, SPD: 72, LUK: 1, Attack: 86593, Defense: 726656, Current HP: 2057, A Avg: 90922, D Avg: 726656, [Fire Chariot[138, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 845: HP: 2467, STR: 538, VIT: 642796, SPD: 72, LUK: 1, Attack: 85246, Defense: 726665, Current HP: 2467, A Avg: 89508, D Avg: 726665, [Thin Blade[158, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 844: HP: 2446, STR: 775, VIT: 642431, SPD: 72, LUK: 1, Attack: 85873, Defense: 726671, Current HP: 2446, A Avg: 90166, D Avg: 726671, [Yggdrasil[126, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 843: HP: 2036, STR: 711, VIT: 642431, SPD: 72, LUK: 1, Attack: 85536, Defense: 726671, Current HP: 2036, A Avg: 89812, D Avg: 726671, [Kraken[145, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 842: HP: 2099, STR: 626, VIT: 642431, SPD: 72, LUK: 1, Attack: 85438, Defense: 726671, Current HP: 2099, A Avg: 89709, D Avg: 726671, [Granada[150, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 841: HP: 1721, STR: 2232, VIT: 642869, SPD: 72, LUK: 1, Attack: 86732, Defense: 726673, Current HP: 1721, A Avg: 91068, D Avg: 726673, [Divine Dragon Sword[181, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 840: HP: 1543, STR: 793, VIT: 642837, SPD: 72, LUK: 1, Attack: 87321, Defense: 726674, Current HP: 1543, A Avg: 91687, D Avg: 726674, [Moon Knuckle[153, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 839: HP: 1522, STR: 2635, VIT: 642837, SPD: 72, LUK: 1, Attack: 88513, Defense: 726674, Current HP: 1522, A Avg: 92938, D Avg: 726674, [Blue Sword[180, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 838: HP: 2200, STR: 635, VIT: 642437, SPD: 72, LUK: 1, Attack: 84667, Defense: 726677, Current HP: 2200, A Avg: 88900, D Avg: 726677, [Alucard[146, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 837: HP: 2095, STR: 824, VIT: 642874, SPD: 72, LUK: 1, Attack: 86468, Defense: 726678, Current HP: 2095, A Avg: 90791, D Avg: 726678, [Gladius[162, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 836: HP: 2467, STR: 934, VIT: 642825, SPD: 72, LUK: 1, Attack: 86786, Defense: 726694, Current HP: 2467, A Avg: 91125, D Avg: 726694, [Santoku[159, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 835: HP: 2078, STR: 700, VIT: 642758, SPD: 72, LUK: 1, Attack: 85743, Defense: 726699, Current HP: 2078, A Avg: 90030, D Avg: 726699, [White Snake[160, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 834: HP: 1343, STR: 1582, VIT: 642837, SPD: 72, LUK: 1, Attack: 87460, Defense: 726700, Current HP: 1343, A Avg: 91833, D Avg: 726700, [God Hand[179, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 833: HP: 1301, STR: 2284, VIT: 642837, SPD: 72, LUK: 1, Attack: 87824, Defense: 726700, Current HP: 1301, A Avg: 92215, D Avg: 726700, [Zodiac[184, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 832: HP: 2282, STR: 916, VIT: 642767, SPD: 72, LUK: 1, Attack: 87262, Defense: 726708, Current HP: 2282, A Avg: 91625, D Avg: 726708, [Progress[147, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 831: HP: 1721, STR: 2232, VIT: 642860, SPD: 72, LUK: 1, Attack: 86732, Defense: 726729, Current HP: 1721, A Avg: 91068, D Avg: 726729, [Divine Dragon Sword[181, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 830: HP: 2095, STR: 824, VIT: 642866, SPD: 72, LUK: 1, Attack: 86468, Defense: 726735, Current HP: 2095, A Avg: 90791, D Avg: 726735, [Gladius[162, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 829: HP: 1343, STR: 1582, VIT: 642866, SPD: 72, LUK: 1, Attack: 87460, Defense: 726755, Current HP: 1343, A Avg: 91833, D Avg: 726755, [God Hand[179, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 828: HP: 1301, STR: 2284, VIT: 642866, SPD: 72, LUK: 1, Attack: 87824, Defense: 726755, Current HP: 1301, A Avg: 92215, D Avg: 726755, [Zodiac[184, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 827: HP: 2036, STR: 626, VIT: 642515, SPD: 72, LUK: 1, Attack: 84567, Defense: 726755, Current HP: 2036, A Avg: 88795, D Avg: 726755, [Rusty Knife[156, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 826: HP: 2467, STR: 538, VIT: 642895, SPD: 72, LUK: 1, Attack: 85246, Defense: 726758, Current HP: 2467, A Avg: 89508, D Avg: 726758, [Thin Blade[158, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 825: HP: 2041, STR: 1582, VIT: 642837, SPD: 72, LUK: 1, Attack: 87460, Defense: 726765, Current HP: 2041, A Avg: 91833, D Avg: 726765, [God Hand[179, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 824: HP: 1999, STR: 2284, VIT: 642837, SPD: 72, LUK: 1, Attack: 87824, Defense: 726765, Current HP: 1999, A Avg: 92215, D Avg: 726765, [Zodiac[184, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 823: HP: 1091, STR: 1411, VIT: 642973, SPD: 72, LUK: 1, Attack: 86199, Defense: 726777, Current HP: 1091, A Avg: 90508, D Avg: 726777, [Pulse Knife[165, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 822: HP: 1427, STR: 1582, VIT: 642851, SPD: 72, LUK: 1, Attack: 87460, Defense: 726779, Current HP: 1427, A Avg: 91833, D Avg: 726779, [God Hand[179, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 821: HP: 1385, STR: 2284, VIT: 642851, SPD: 72, LUK: 1, Attack: 87824, Defense: 726779, Current HP: 1385, A Avg: 92215, D Avg: 726779, [Zodiac[184, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 820: HP: 2036, STR: 565, VIT: 642544, SPD: 72, LUK: 1, Attack: 86040, Defense: 726784, Current HP: 2036, A Avg: 90342, D Avg: 726784, [Elemental[121, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 819: HP: 2446, STR: 723, VIT: 642544, SPD: 72, LUK: 1, Attack: 85373, Defense: 726784, Current HP: 2446, A Avg: 89641, D Avg: 726784, [Diamond Knuckle[152, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 818: HP: 2467, STR: 934, VIT: 642924, SPD: 72, LUK: 1, Attack: 86786, Defense: 726787, Current HP: 2467, A Avg: 91125, D Avg: 726787, [Santoku[159, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 817: HP: 1606, STR: 990, VIT: 642550, SPD: 72, LUK: 1, Attack: 85828, Defense: 726790, Current HP: 1606, A Avg: 90119, D Avg: 726790, [Classic[168, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 816: HP: 1442, STR: 811, VIT: 642851, SPD: 72, LUK: 1, Attack: 87339, Defense: 726792, Current HP: 1442, A Avg: 91705, D Avg: 726792, [Moon Knuckle[153, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 815: HP: 1421, STR: 2653, VIT: 642851, SPD: 72, LUK: 1, Attack: 88531, Defense: 726792, Current HP: 1421, A Avg: 92957, D Avg: 726792, [Blue Sword[180, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 814: HP: 2467, STR: 538, VIT: 642924, SPD: 72, LUK: 1, Attack: 85246, Defense: 726813, Current HP: 2467, A Avg: 89508, D Avg: 726813, [Thin Blade[158, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 813: HP: 1721, STR: 2232, VIT: 642959, SPD: 72, LUK: 1, Attack: 86732, Defense: 726822, Current HP: 1721, A Avg: 91068, D Avg: 726822, [Divine Dragon Sword[181, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 812: HP: 3164, STR: 538, VIT: 642895, SPD: 72, LUK: 1, Attack: 85246, Defense: 726823, Current HP: 3164, A Avg: 89508, D Avg: 726823, [Thin Blade[158, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
