Rank 1000: HP: 1553, STR: 428, VIT: 477737, SPD: 54, LUK: 1, Attack: 86397, Defense: 561574, Current HP: 1553, A Avg: 90716, D Avg: 561574, [Fire Chariot[138, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 902: HP: 1312, STR: 387, VIT: 477487, SPD: 54, LUK: 1, Attack: 84380, Defense: 561727, Current HP: 1312, A Avg: 88599, D Avg: 561727, [Wooden Boomerang[167, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 901: HP: 1532, STR: 822, VIT: 477891, SPD: 54, LUK: 1, Attack: 85660, Defense: 561728, Current HP: 1532, A Avg: 89943, D Avg: 561728, [Willow Blade[157, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 900: HP: 2246, STR: 682, VIT: 477891, SPD: 54, LUK: 1, Attack: 85605, Defense: 561728, Current HP: 2246, A Avg: 89885, D Avg: 561728, [Pangaea[164, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 899: HP: 1432, STR: 347, VIT: 477490, SPD: 54, LUK: 1, Attack: 84145, Defense: 561730, Current HP: 1432, A Avg: 88352, D Avg: 561730, [Ninja[135, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 898: HP: 1308, STR: 343, VIT: 477493, SPD: 54, LUK: 1, Attack: 84349, Defense: 561733, Current HP: 1308, A Avg: 88566, D Avg: 561733, [Crescent[141, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 897: HP: 1392, STR: 538, VIT: 477856, SPD: 54, LUK: 1, Attack: 85581, Defense: 561745, Current HP: 1392, A Avg: 89860, D Avg: 561745, [White Snake[160, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 896: HP: 1532, STR: 700, VIT: 477864, SPD: 54, LUK: 1, Attack: 87046, Defense: 561753, Current HP: 1532, A Avg: 91398, D Avg: 561753, [Progress[147, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 895: HP: 902, STR: 631, VIT: 477891, SPD: 54, LUK: 1, Attack: 87159, Defense: 561754, Current HP: 902, A Avg: 91516, D Avg: 561754, [Moon Knuckle[153, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 894: HP: 881, STR: 1987, VIT: 477891, SPD: 54, LUK: 1, Attack: 87865, Defense: 561754, Current HP: 881, A Avg: 92258, D Avg: 561754, [Blue Sword[180, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 893: HP: 1921, STR: 538, VIT: 477827, SPD: 54, LUK: 1, Attack: 85581, Defense: 561755, Current HP: 1921, A Avg: 89860, D Avg: 561755, [White Snake[160, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 892: HP: 1616, STR: 457, VIT: 477516, SPD: 54, LUK: 1, Attack: 85139, Defense: 561756, Current HP: 1616, A Avg: 89395, D Avg: 561756, [Thunder Whip[143, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 891: HP: 1616, STR: 491, VIT: 477920, SPD: 54, LUK: 1, Attack: 85823, Defense: 561757, Current HP: 1616, A Avg: 90114, D Avg: 561757, [Tower[149, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 890: HP: 1711, STR: 2316, VIT: 477519, SPD: 54, LUK: 1, Attack: 92225, Defense: 561759, Current HP: 1711, A Avg: 96836, D Avg: 561759, [Spectral Sword Shigure[172, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 889: HP: 1474, STR: 448, VIT: 477821, SPD: 54, LUK: 1, Attack: 84389, Defense: 561762, Current HP: 1474, A Avg: 88608, D Avg: 561762, [Rusty Knife[156, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 888: HP: 4346, STR: 2795, VIT: 477873, SPD: 54, LUK: 1, Attack: 88608, Defense: 561762, Current HP: 4346, A Avg: 93038, D Avg: 561762, [Spear of Regression[182, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 887: HP: 2062, STR: 700, VIT: 477835, SPD: 54, LUK: 1, Attack: 87046, Defense: 561763, Current HP: 2062, A Avg: 91398, D Avg: 561763, [Progress[147, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 886: HP: 1476, STR: 538, VIT: 477841, SPD: 54, LUK: 1, Attack: 85581, Defense: 561769, Current HP: 1476, A Avg: 89860, D Avg: 561769, [White Snake[160, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 885: HP: 4876, STR: 2795, VIT: 477844, SPD: 54, LUK: 1, Attack: 88608, Defense: 561772, Current HP: 4876, A Avg: 93038, D Avg: 561772, [Spear of Regression[182, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 884: HP: 1616, STR: 700, VIT: 477850, SPD: 54, LUK: 1, Attack: 87046, Defense: 561778, Current HP: 1616, A Avg: 91398, D Avg: 561778, [Progress[147, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 883: HP: 4430, STR: 2795, VIT: 477859, SPD: 54, LUK: 1, Attack: 88608, Defense: 561787, Current HP: 4430, A Avg: 93038, D Avg: 561787, [Spear of Regression[182, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 882: HP: 1474, STR: 405, VIT: 477850, SPD: 54, LUK: 1, Attack: 85880, Defense: 561791, Current HP: 1474, A Avg: 90174, D Avg: 561791, [Elemental[121, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 881: HP: 1778, STR: 527, VIT: 477850, SPD: 54, LUK: 1, Attack: 85177, Defense: 561791, Current HP: 1778, A Avg: 89435, D Avg: 561791, [Diamond Knuckle[152, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 880: HP: 1148, STR: 721, VIT: 477856, SPD: 54, LUK: 1, Attack: 85559, Defense: 561797, Current HP: 1148, A Avg: 89836, D Avg: 561797, [Classic[168, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 879: HP: 1133, STR: 1204, VIT: 477998, SPD: 54, LUK: 1, Attack: 87082, Defense: 561802, Current HP: 1133, A Avg: 91436, D Avg: 561802, [God Hand[179, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 878: HP: 1091, STR: 1726, VIT: 477998, SPD: 54, LUK: 1, Attack: 87266, Defense: 561802, Current HP: 1091, A Avg: 91629, D Avg: 561802, [Zodiac[184, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 877: HP: 902, STR: 631, VIT: 477920, SPD: 54, LUK: 1, Attack: 87159, Defense: 561809, Current HP: 902, A Avg: 91516, D Avg: 561809, [Moon Knuckle[153, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 876: HP: 881, STR: 1987, VIT: 477920, SPD: 54, LUK: 1, Attack: 87865, Defense: 561809, Current HP: 881, A Avg: 92258, D Avg: 561809, [Blue Sword[180, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 875: HP: 1637, STR: 334, VIT: 477572, SPD: 54, LUK: 1, Attack: 84190, Defense: 561812, Current HP: 1637, A Avg: 88399, D Avg: 561812, [Emerald Sword[115, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 874: HP: 1474, STR: 396, VIT: 477577, SPD: 54, LUK: 1, Attack: 84298, Defense: 561817, Current HP: 1474, A Avg: 88512, D Avg: 561817, [Crossed Shuriken[136, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 873: HP: 1432, STR: 631, VIT: 477891, SPD: 54, LUK: 1, Attack: 87159, Defense: 561819, Current HP: 1432, A Avg: 91516, D Avg: 561819, [Moon Knuckle[153, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 872: HP: 1411, STR: 1987, VIT: 477891, SPD: 54, LUK: 1, Attack: 87865, Defense: 561819, Current HP: 1411, A Avg: 92258, D Avg: 561819, [Blue Sword[180, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 871: HP: 1637, STR: 448, VIT: 477586, SPD: 54, LUK: 1, Attack: 84961, Defense: 561826, Current HP: 1637, A Avg: 89209, D Avg: 561826, [Maximum Iron Mass[123, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 870: HP: 1717, STR: 538, VIT: 477995, SPD: 54, LUK: 1, Attack: 85581, Defense: 561832, Current HP: 1717, A Avg: 89860, D Avg: 561832, [White Snake[160, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 869: HP: 986, STR: 631, VIT: 477905, SPD: 54, LUK: 1, Attack: 87159, Defense: 561833, Current HP: 986, A Avg: 91516, D Avg: 561833, [Moon Knuckle[153, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 868: HP: 965, STR: 1987, VIT: 477905, SPD: 54, LUK: 1, Attack: 87865, Defense: 561833, Current HP: 965, A Avg: 92258, D Avg: 561833, [Blue Sword[180, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 867: HP: 1858, STR: 700, VIT: 478004, SPD: 54, LUK: 1, Attack: 87046, Defense: 561841, Current HP: 1858, A Avg: 91398, D Avg: 561841, [Progress[147, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 866: HP: 1474, STR: 840, VIT: 477905, SPD: 54, LUK: 1, Attack: 85678, Defense: 561846, Current HP: 1474, A Avg: 89961, D Avg: 561846, [Willow Blade[157, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 865: HP: 2188, STR: 700, VIT: 477905, SPD: 54, LUK: 1, Attack: 85623, Defense: 561846, Current HP: 2188, A Avg: 89904, D Avg: 561846, [Pangaea[164, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 864: HP: 4672, STR: 2795, VIT: 478012, SPD: 54, LUK: 1, Attack: 88608, Defense: 561849, Current HP: 4672, A Avg: 93038, D Avg: 561849, [Spear of Regression[182, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 863: HP: 1133, STR: 1204, VIT: 477989, SPD: 54, LUK: 1, Attack: 87082, Defense: 561858, Current HP: 1133, A Avg: 91436, D Avg: 561858, [God Hand[179, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 862: HP: 1091, STR: 1726, VIT: 477989, SPD: 54, LUK: 1, Attack: 87266, Defense: 561858, Current HP: 1091, A Avg: 91629, D Avg: 561858, [Zodiac[184, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 861: HP: 1942, STR: 430, VIT: 478056, SPD: 54, LUK: 1, Attack: 85138, Defense: 561860, Current HP: 1942, A Avg: 89394, D Avg: 561860, [Thin Blade[158, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 860: HP: 1558, STR: 509, VIT: 477934, SPD: 54, LUK: 1, Attack: 85841, Defense: 561875, Current HP: 1558, A Avg: 90133, D Avg: 561875, [Tower[149, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 859: HP: 1942, STR: 736, VIT: 478085, SPD: 54, LUK: 1, Attack: 86588, Defense: 561889, Current HP: 1942, A Avg: 90917, D Avg: 561889, [Santoku[159, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 858: HP: 1354, STR: 282, VIT: 477656, SPD: 54, LUK: 1, Attack: 84470, Defense: 561896, Current HP: 1354, A Avg: 88693, D Avg: 561896, [Cagliostro[133, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 857: HP: 1228, STR: 631, VIT: 478059, SPD: 54, LUK: 1, Attack: 87159, Defense: 561896, Current HP: 1228, A Avg: 91516, D Avg: 561896, [Moon Knuckle[153, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 856: HP: 1207, STR: 1987, VIT: 478059, SPD: 54, LUK: 1, Attack: 87865, Defense: 561896, Current HP: 1207, A Avg: 92258, D Avg: 561896, [Blue Sword[180, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 855: HP: 1633, STR: 644, VIT: 478096, SPD: 54, LUK: 1, Attack: 86288, Defense: 561900, Current HP: 1633, A Avg: 90602, D Avg: 561900, [Gladius[162, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 854: HP: 1301, STR: 502, VIT: 477664, SPD: 54, LUK: 1, Attack: 84612, Defense: 561904, Current HP: 1301, A Avg: 88842, D Avg: 561904, [Windmill[137, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 853: HP: 1291, STR: 439, VIT: 477667, SPD: 54, LUK: 1, Attack: 84439, Defense: 561907, Current HP: 1291, A Avg: 88660, D Avg: 561907, [Kirisame[129, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 852: HP: 1616, STR: 448, VIT: 477667, SPD: 54, LUK: 1, Attack: 84569, Defense: 561907, Current HP: 1616, A Avg: 88797, D Avg: 561907, [Black Kirisame[130, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 851: HP: 1604, STR: 603, VIT: 477667, SPD: 54, LUK: 1, Attack: 86351, Defense: 561907, Current HP: 1604, A Avg: 90668, D Avg: 561907, [Scythe of the Grim Reaper[148, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 850: HP: 1637, STR: 448, VIT: 477670, SPD: 54, LUK: 1, Attack: 84558, Defense: 561910, Current HP: 1637, A Avg: 88785, D Avg: 561910, [Serpent[144, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 849: HP: 1799, STR: 556, VIT: 477676, SPD: 54, LUK: 1, Attack: 85522, Defense: 561916, Current HP: 1799, A Avg: 89798, D Avg: 561916, [Red Shark[134, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 848: HP: 1942, STR: 430, VIT: 478047, SPD: 54, LUK: 1, Attack: 85138, Defense: 561916, Current HP: 1942, A Avg: 89394, D Avg: 561916, [Thin Blade[158, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 847: HP: 1133, STR: 1204, VIT: 478059, SPD: 54, LUK: 1, Attack: 87082, Defense: 561922, Current HP: 1133, A Avg: 91436, D Avg: 561922, [God Hand[179, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 846: HP: 1091, STR: 1726, VIT: 478059, SPD: 54, LUK: 1, Attack: 87266, Defense: 561922, Current HP: 1091, A Avg: 91629, D Avg: 561922, [Zodiac[184, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 845: HP: 1900, STR: 439, VIT: 477685, SPD: 54, LUK: 1, Attack: 84757, Defense: 561925, Current HP: 1900, A Avg: 88994, D Avg: 561925, [Ruby Knuckle[151, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 844: HP: 1942, STR: 736, VIT: 478076, SPD: 54, LUK: 1, Attack: 86588, Defense: 561945, Current HP: 1942, A Avg: 90917, D Avg: 561945, [Santoku[159, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 843: HP: 1658, STR: 556, VIT: 478009, SPD: 54, LUK: 1, Attack: 85599, Defense: 561950, Current HP: 1658, A Avg: 89878, D Avg: 561950, [White Snake[160, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 842: HP: 1616, STR: 754, VIT: 477714, SPD: 54, LUK: 1, Attack: 85488, Defense: 561954, Current HP: 1616, A Avg: 89762, D Avg: 561954, [Irruption[154, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 841: HP: 1633, STR: 644, VIT: 478088, SPD: 54, LUK: 1, Attack: 86288, Defense: 561957, Current HP: 1633, A Avg: 90602, D Avg: 561957, [Gladius[162, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 840: HP: 1799, STR: 718, VIT: 478018, SPD: 54, LUK: 1, Attack: 87064, Defense: 561959, Current HP: 1799, A Avg: 91417, D Avg: 561959, [Progress[147, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 839: HP: 4613, STR: 2813, VIT: 478027, SPD: 54, LUK: 1, Attack: 88626, Defense: 561968, Current HP: 4613, A Avg: 93057, D Avg: 561968, [Spear of Regression[182, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 838: HP: 881, STR: 1123, VIT: 478166, SPD: 54, LUK: 1, Attack: 85911, Defense: 561970, Current HP: 881, A Avg: 90206, D Avg: 561970, [Pulse Knife[165, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 837: HP: 1133, STR: 1204, VIT: 478088, SPD: 54, LUK: 1, Attack: 87082, Defense: 561977, Current HP: 1133, A Avg: 91436, D Avg: 561977, [God Hand[179, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 836: HP: 1091, STR: 1726, VIT: 478088, SPD: 54, LUK: 1, Attack: 87266, Defense: 561977, Current HP: 1091, A Avg: 91629, D Avg: 561977, [Zodiac[184, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 835: HP: 1942, STR: 430, VIT: 478117, SPD: 54, LUK: 1, Attack: 85138, Defense: 561980, Current HP: 1942, A Avg: 89394, D Avg: 561980, [Thin Blade[158, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 834: HP: 1511, STR: 1872, VIT: 478178, SPD: 54, LUK: 1, Attack: 86372, Defense: 561982, Current HP: 1511, A Avg: 90690, D Avg: 561982, [Divine Dragon Sword[181, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 833: HP: 1663, STR: 1204, VIT: 478059, SPD: 54, LUK: 1, Attack: 87082, Defense: 561987, Current HP: 1663, A Avg: 91436, D Avg: 561987, [God Hand[179, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 832: HP: 1621, STR: 1726, VIT: 478059, SPD: 54, LUK: 1, Attack: 87266, Defense: 561987, Current HP: 1621, A Avg: 91629, D Avg: 561987, [Zodiac[184, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 831: HP: 1598, STR: 498, VIT: 477751, SPD: 54, LUK: 1, Attack: 84608, Defense: 561991, Current HP: 1598, A Avg: 88838, D Avg: 561991, [Dragon Killer[139, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 830: HP: 1616, STR: 502, VIT: 477751, SPD: 54, LUK: 1, Attack: 85015, Defense: 561991, Current HP: 1616, A Avg: 89265, D Avg: 561991, [Volcano[142, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 829: HP: 1637, STR: 498, VIT: 477754, SPD: 54, LUK: 1, Attack: 86467, Defense: 561994, Current HP: 1637, A Avg: 90790, D Avg: 561994, [Fire Chariot[138, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 828: HP: 1217, STR: 1204, VIT: 478073, SPD: 54, LUK: 1, Attack: 87082, Defense: 562001, Current HP: 1217, A Avg: 91436, D Avg: 562001, [God Hand[179, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 827: HP: 1175, STR: 1726, VIT: 478073, SPD: 54, LUK: 1, Attack: 87266, Defense: 562001, Current HP: 1175, A Avg: 91629, D Avg: 562001, [Zodiac[184, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 826: HP: 1921, STR: 613, VIT: 477769, SPD: 54, LUK: 1, Attack: 85711, Defense: 562009, Current HP: 1921, A Avg: 89996, D Avg: 562009, [Yggdrasil[126, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 825: HP: 1616, STR: 567, VIT: 477769, SPD: 54, LUK: 1, Attack: 85392, Defense: 562009, Current HP: 1616, A Avg: 89661, D Avg: 562009, [Kraken[145, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 824: HP: 1679, STR: 500, VIT: 477769, SPD: 54, LUK: 1, Attack: 85312, Defense: 562009, Current HP: 1679, A Avg: 89577, D Avg: 562009, [Granada[150, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 823: HP: 1942, STR: 736, VIT: 478146, SPD: 54, LUK: 1, Attack: 86588, Defense: 562009, Current HP: 1942, A Avg: 90917, D Avg: 562009, [Santoku[159, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 822: HP: 1169, STR: 649, VIT: 478073, SPD: 54, LUK: 1, Attack: 87177, Defense: 562014, Current HP: 1169, A Avg: 91535, D Avg: 562014, [Moon Knuckle[153, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 821: HP: 1148, STR: 2005, VIT: 478073, SPD: 54, LUK: 1, Attack: 87883, Defense: 562014, Current HP: 1148, A Avg: 92277, D Avg: 562014, [Blue Sword[180, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 820: HP: 1738, STR: 509, VIT: 477775, SPD: 54, LUK: 1, Attack: 84541, Defense: 562015, Current HP: 1738, A Avg: 88768, D Avg: 562015, [Alucard[146, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 819: HP: 1633, STR: 644, VIT: 478157, SPD: 54, LUK: 1, Attack: 86288, Defense: 562020, Current HP: 1633, A Avg: 90602, D Avg: 562020, [Gladius[162, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 818: HP: 881, STR: 1123, VIT: 478157, SPD: 54, LUK: 1, Attack: 85911, Defense: 562026, Current HP: 881, A Avg: 90206, D Avg: 562026, [Pulse Knife[165, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 817: HP: 1942, STR: 430, VIT: 478146, SPD: 54, LUK: 1, Attack: 85138, Defense: 562035, Current HP: 1942, A Avg: 89394, D Avg: 562035, [Thin Blade[158, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 816: HP: 1511, STR: 1872, VIT: 478169, SPD: 54, LUK: 1, Attack: 86372, Defense: 562038, Current HP: 1511, A Avg: 90690, D Avg: 562038, [Divine Dragon Sword[181, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 815: HP: 2471, STR: 430, VIT: 478117, SPD: 54, LUK: 1, Attack: 85138, Defense: 562045, Current HP: 2471, A Avg: 89394, D Avg: 562045, [Thin Blade[158, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 814: HP: 2026, STR: 430, VIT: 478131, SPD: 54, LUK: 1, Attack: 85138, Defense: 562059, Current HP: 2026, A Avg: 89394, D Avg: 562059, [Thin Blade[158, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 813: HP: 1616, STR: 500, VIT: 477824, SPD: 54, LUK: 1, Attack: 84441, Defense: 562064, Current HP: 1616, A Avg: 88663, D Avg: 562064, [Rusty Knife[156, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 812: HP: 1942, STR: 736, VIT: 478175, SPD: 54, LUK: 1, Attack: 86588, Defense: 562064, Current HP: 1942, A Avg: 90917, D Avg: 562064, [Santoku[159, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
