Rank 1000: HP: 171, STR: 101, VIT: 48, SPD: 1, LUK: 1, Attack: 84107, Defense: 89826, Current HP: 171, A Avg: 90415, D Avg: 89826, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 901: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 84465, Defense: 89826, Current HP: 152, A Avg: 90799, D Avg: 89826, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 900: HP: 114, STR: 16, VIT: 48, SPD: 2, LUK: 1, Attack: 85069, Defense: 89826, Current HP: 114, A Avg: 89322, D Avg: 89826, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 899: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 85130, Defense: 89826, Current HP: 152, A Avg: 89386, D Avg: 89826, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 898: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 85130, Defense: 89826, Current HP: 152, A Avg: 91514, D Avg: 89826, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 897: HP: 114, STR: 16, VIT: 48, SPD: 2, LUK: 1, Attack: 87898, Defense: 89826, Current HP: 114, A Avg: 92292, D Avg: 89826, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 896: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 87959, Defense: 89826, Current HP: 152, A Avg: 92356, D Avg: 89826, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 895: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 87959, Defense: 89826, Current HP: 152, A Avg: 94555, D Avg: 89826, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 894: HP: 114, STR: 16, VIT: 48, SPD: 2, LUK: 1, Attack: 85660, Defense: 89826, Current HP: 114, A Avg: 89943, D Avg: 89826, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 893: HP: 152, STR: 95, VIT: 48, SPD: 1, LUK: 1, Attack: 85739, Defense: 89826, Current HP: 152, A Avg: 90025, D Avg: 89826, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 892: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 85721, Defense: 89826, Current HP: 152, A Avg: 92150, D Avg: 89826, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 891: HP: 684, STR: 16, VIT: 48, SPD: 2, LUK: 1, Attack: 86258, Defense: 89826, Current HP: 684, A Avg: 90570, D Avg: 89826, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 890: HP: 722, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 86319, Defense: 89826, Current HP: 722, A Avg: 90634, D Avg: 89826, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 889: HP: 722, STR: 87, VIT: 48, SPD: 1, LUK: 1, Attack: 86329, Defense: 89826, Current HP: 722, A Avg: 92803, D Avg: 89826, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 888: HP: 342, STR: 16, VIT: 48, SPD: 2, LUK: 1, Attack: 85894, Defense: 89826, Current HP: 342, A Avg: 90188, D Avg: 89826, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 887: HP: 380, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 85955, Defense: 89826, Current HP: 380, A Avg: 90252, D Avg: 89826, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 886: HP: 380, STR: 87, VIT: 48, SPD: 1, LUK: 1, Attack: 85965, Defense: 89826, Current HP: 380, A Avg: 92412, D Avg: 89826, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 885: HP: 114, STR: 19, VIT: 48, SPD: 2, LUK: 1, Attack: 85897, Defense: 89826, Current HP: 114, A Avg: 90191, D Avg: 89826, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 884: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 85955, Defense: 89826, Current HP: 152, A Avg: 90252, D Avg: 89826, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 883: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 85955, Defense: 89826, Current HP: 152, A Avg: 92401, D Avg: 89826, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 882: HP: 304, STR: 19, VIT: 48, SPD: 2, LUK: 1, Attack: 85559, Defense: 89826, Current HP: 304, A Avg: 89836, D Avg: 89826, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 881: HP: 342, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 85617, Defense: 89826, Current HP: 342, A Avg: 89897, D Avg: 89826, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 880: HP: 342, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 85617, Defense: 89826, Current HP: 342, A Avg: 92038, D Avg: 89826, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 879: HP: 114, STR: 416, VIT: 48, SPD: 2, LUK: 1, Attack: 85345, Defense: 89826, Current HP: 114, A Avg: 89612, D Avg: 89826, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 878: HP: 152, STR: 895, VIT: 48, SPD: 1, LUK: 1, Attack: 85824, Defense: 89826, Current HP: 152, A Avg: 90115, D Avg: 89826, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 877: HP: 152, STR: 727, VIT: 48, SPD: 1, LUK: 1, Attack: 85656, Defense: 89826, Current HP: 152, A Avg: 92080, D Avg: 89826, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 876: HP: 114, STR: 16, VIT: 48, SPD: 2, LUK: 1, Attack: 84594, Defense: 89826, Current HP: 114, A Avg: 88823, D Avg: 89826, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 875: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 84655, Defense: 89826, Current HP: 152, A Avg: 88887, D Avg: 89826, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 874: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 84655, Defense: 89826, Current HP: 152, A Avg: 91004, D Avg: 89826, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 873: HP: 114, STR: 176, VIT: 48, SPD: 2, LUK: 1, Attack: 87227, Defense: 89826, Current HP: 114, A Avg: 91588, D Avg: 89826, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 872: HP: 152, STR: 337, VIT: 48, SPD: 1, LUK: 1, Attack: 87388, Defense: 89826, Current HP: 152, A Avg: 91757, D Avg: 89826, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 871: HP: 152, STR: 377, VIT: 48, SPD: 1, LUK: 1, Attack: 87428, Defense: 89826, Current HP: 152, A Avg: 93985, D Avg: 89826, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 870: HP: 114, STR: 19, VIT: 48, SPD: 2, LUK: 1, Attack: 99285, Defense: 89826, Current HP: 114, A Avg: 104249, D Avg: 89826, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 869: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 99343, Defense: 89826, Current HP: 152, A Avg: 104310, D Avg: 89826, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 868: HP: 152, STR: 77, VIT: 48, SPD: 1, LUK: 1, Attack: 99343, Defense: 89826, Current HP: 152, A Avg: 106793, D Avg: 89826, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 867: HP: 114, STR: 399, VIT: 48, SPD: 2, LUK: 1, Attack: 88060, Defense: 89826, Current HP: 114, A Avg: 92463, D Avg: 89826, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 866: HP: 152, STR: 597, VIT: 48, SPD: 1, LUK: 1, Attack: 88258, Defense: 89826, Current HP: 152, A Avg: 92670, D Avg: 89826, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 865: HP: 152, STR: 597, VIT: 48, SPD: 1, LUK: 1, Attack: 88258, Defense: 89826, Current HP: 152, A Avg: 94877, D Avg: 89826, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 864: HP: 232, STR: 35, VIT: 49, SPD: 1, LUK: 1, Attack: 84002, Defense: 89827, Current HP: 232, A Avg: 88202, D Avg: 89827, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 863: HP: 131, STR: 27, VIT: 49, SPD: 2, LUK: 1, Attack: 83825, Defense: 89827, Current HP: 131, A Avg: 88016, D Avg: 89827, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 862: HP: 169, STR: 96, VIT: 49, SPD: 1, LUK: 1, Attack: 83894, Defense: 89827, Current HP: 169, A Avg: 88088, D Avg: 89827, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 861: HP: 169, STR: 96, VIT: 49, SPD: 1, LUK: 1, Attack: 83894, Defense: 89827, Current HP: 169, A Avg: 90186, D Avg: 89827, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 860: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83750, Defense: 89829, Current HP: 57, A Avg: 87937, D Avg: 89829, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 859: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83742, Defense: 89829, Current HP: 286, A Avg: 87929, D Avg: 89829, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 858: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83758, Defense: 89829, Current HP: 176, A Avg: 105535, D Avg: 89829, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 857: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83789, Defense: 89829, Current HP: 57, A Avg: 87978, D Avg: 89829, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 856: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83781, Defense: 89829, Current HP: 286, A Avg: 87970, D Avg: 89829, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 855: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83797, Defense: 89829, Current HP: 176, A Avg: 105584, D Avg: 89829, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 854: HP: 57, STR: 28, VIT: 51, SPD: 1, LUK: 1, Attack: 83800, Defense: 89829, Current HP: 57, A Avg: 87990, D Avg: 89829, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 853: HP: 286, STR: 20, VIT: 51, SPD: 1, LUK: 1, Attack: 83792, Defense: 89829, Current HP: 286, A Avg: 87981, D Avg: 89829, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 852: HP: 176, STR: 36, VIT: 51, SPD: 1, LUK: 1, Attack: 83808, Defense: 89829, Current HP: 176, A Avg: 105598, D Avg: 89829, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 851: HP: 57, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83843, Defense: 89829, Current HP: 57, A Avg: 88035, D Avg: 89829, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 850: HP: 286, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83835, Defense: 89829, Current HP: 286, A Avg: 88026, D Avg: 89829, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 849: HP: 176, STR: 40, VIT: 51, SPD: 1, LUK: 1, Attack: 83851, Defense: 89829, Current HP: 176, A Avg: 105652, D Avg: 89829, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 848: HP: 57, STR: 33, VIT: 51, SPD: 1, LUK: 1, Attack: 83805, Defense: 89829, Current HP: 57, A Avg: 87995, D Avg: 89829, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 847: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83788, Defense: 89829, Current HP: 286, A Avg: 87977, D Avg: 89829, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 846: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83804, Defense: 89829, Current HP: 176, A Avg: 105593, D Avg: 89829, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 845: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83848, Defense: 89829, Current HP: 57, A Avg: 88040, D Avg: 89829, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 844: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83840, Defense: 89829, Current HP: 286, A Avg: 88032, D Avg: 89829, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 843: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83856, Defense: 89829, Current HP: 176, A Avg: 105658, D Avg: 89829, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 842: HP: 57, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83875, Defense: 89829, Current HP: 57, A Avg: 88068, D Avg: 89829, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 841: HP: 286, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83867, Defense: 89829, Current HP: 286, A Avg: 88060, D Avg: 89829, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 840: HP: 176, STR: 40, VIT: 51, SPD: 1, LUK: 1, Attack: 83883, Defense: 89829, Current HP: 176, A Avg: 105692, D Avg: 89829, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 839: HP: 76, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83921, Defense: 89829, Current HP: 76, A Avg: 88117, D Avg: 89829, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 838: HP: 308, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83913, Defense: 89829, Current HP: 308, A Avg: 88108, D Avg: 89829, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 837: HP: 198, STR: 40, VIT: 51, SPD: 1, LUK: 1, Attack: 83929, Defense: 89829, Current HP: 198, A Avg: 105750, D Avg: 89829, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 836: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83792, Defense: 89829, Current HP: 57, A Avg: 87981, D Avg: 89829, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 835: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83784, Defense: 89829, Current HP: 286, A Avg: 87973, D Avg: 89829, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 834: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83800, Defense: 89829, Current HP: 176, A Avg: 105588, D Avg: 89829, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 833: HP: 76, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83859, Defense: 89829, Current HP: 76, A Avg: 88051, D Avg: 89829, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 832: HP: 66, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83867, Defense: 89829, Current HP: 66, A Avg: 88060, D Avg: 89829, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 831: HP: 57, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83908, Defense: 89829, Current HP: 57, A Avg: 88103, D Avg: 89829, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 830: HP: 286, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83900, Defense: 89829, Current HP: 286, A Avg: 88095, D Avg: 89829, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 829: HP: 176, STR: 40, VIT: 51, SPD: 1, LUK: 1, Attack: 83916, Defense: 89829, Current HP: 176, A Avg: 105734, D Avg: 89829, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 828: HP: 57, STR: 48, VIT: 51, SPD: 1, LUK: 1, Attack: 84171, Defense: 89829, Current HP: 57, A Avg: 88379, D Avg: 89829, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 827: HP: 286, STR: 40, VIT: 51, SPD: 1, LUK: 1, Attack: 84163, Defense: 89829, Current HP: 286, A Avg: 88371, D Avg: 89829, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 826: HP: 176, STR: 56, VIT: 51, SPD: 1, LUK: 1, Attack: 84179, Defense: 89829, Current HP: 176, A Avg: 106065, D Avg: 89829, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 825: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84049, Defense: 89829, Current HP: 57, A Avg: 88251, D Avg: 89829, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 824: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 84041, Defense: 89829, Current HP: 286, A Avg: 88243, D Avg: 89829, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 823: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 84057, Defense: 89829, Current HP: 176, A Avg: 105911, D Avg: 89829, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 822: HP: 57, STR: 40, VIT: 51, SPD: 1, LUK: 1, Attack: 84189, Defense: 89829, Current HP: 57, A Avg: 88398, D Avg: 89829, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 821: HP: 286, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 84181, Defense: 89829, Current HP: 286, A Avg: 88390, D Avg: 89829, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 820: HP: 176, STR: 48, VIT: 51, SPD: 1, LUK: 1, Attack: 84197, Defense: 89829, Current HP: 176, A Avg: 106088, D Avg: 89829, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 819: HP: 95, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83880, Defense: 89829, Current HP: 95, A Avg: 88074, D Avg: 89829, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 818: HP: 330, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83872, Defense: 89829, Current HP: 330, A Avg: 88065, D Avg: 89829, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 817: HP: 220, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 83888, Defense: 89829, Current HP: 220, A Avg: 105698, D Avg: 89829, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 816: HP: 66, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 84100, Defense: 89829, Current HP: 66, A Avg: 88305, D Avg: 89829, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 815: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84108, Defense: 89829, Current HP: 57, A Avg: 88313, D Avg: 89829, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 814: HP: 76, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83888, Defense: 89829, Current HP: 76, A Avg: 88082, D Avg: 89829, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 813: HP: 66, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83896, Defense: 89829, Current HP: 66, A Avg: 88090, D Avg: 89829, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 812: HP: 76, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83915, Defense: 89829, Current HP: 76, A Avg: 88110, D Avg: 89829, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 811: HP: 66, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83923, Defense: 89829, Current HP: 66, A Avg: 88119, D Avg: 89829, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 810: HP: 76, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 83942, Defense: 89829, Current HP: 76, A Avg: 88139, D Avg: 89829, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 809: HP: 66, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 83950, Defense: 89829, Current HP: 66, A Avg: 88147, D Avg: 89829, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 808: HP: 85, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 85507, Defense: 89829, Current HP: 85, A Avg: 89782, D Avg: 89829, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 807: HP: 76, STR: 40, VIT: 51, SPD: 1, LUK: 1, Attack: 85515, Defense: 89829, Current HP: 76, A Avg: 89790, D Avg: 89829, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 806: HP: 76, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 84038, Defense: 89829, Current HP: 76, A Avg: 88239, D Avg: 89829, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 805: HP: 308, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84030, Defense: 89829, Current HP: 308, A Avg: 88231, D Avg: 89829, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 804: HP: 198, STR: 40, VIT: 51, SPD: 1, LUK: 1, Attack: 84046, Defense: 89829, Current HP: 198, A Avg: 105897, D Avg: 89829, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 803: HP: 66, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84017, Defense: 89829, Current HP: 66, A Avg: 88217, D Avg: 89829, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 802: HP: 297, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 84009, Defense: 89829, Current HP: 297, A Avg: 88209, D Avg: 89829, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
