Rank 1000: HP: 1713, STR: 482, VIT: 560065, SPD: 63, LUK: 1, Attack: 84592, Defense: 643902, Current HP: 1713, A Avg: 88821, D Avg: 643902, [Dragon Killer[139, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 902: HP: 1663, STR: 577, VIT: 560097, SPD: 63, LUK: 1, Attack: 85402, Defense: 644038, Current HP: 1663, A Avg: 89672, D Avg: 644038, [Kraken[145, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 901: HP: 1726, STR: 502, VIT: 560097, SPD: 63, LUK: 1, Attack: 85314, Defense: 644038, Current HP: 1726, A Avg: 89579, D Avg: 644038, [Granada[150, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 900: HP: 1742, STR: 799, VIT: 560181, SPD: 63, LUK: 1, Attack: 87145, Defense: 644044, Current HP: 1742, A Avg: 91502, D Avg: 644044, [Progress[147, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 899: HP: 1805, STR: 511, VIT: 560103, SPD: 63, LUK: 1, Attack: 84543, Defense: 644044, Current HP: 1805, A Avg: 88770, D Avg: 644044, [Alucard[146, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 898: HP: 1826, STR: 511, VIT: 559804, SPD: 63, LUK: 1, Attack: 85193, Defense: 644044, Current HP: 1826, A Avg: 89452, D Avg: 644044, [Thunder Whip[143, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 897: HP: 4976, STR: 2948, VIT: 560175, SPD: 63, LUK: 1, Attack: 88761, Defense: 644064, Current HP: 4976, A Avg: 93199, D Avg: 644064, [Spear of Regression[182, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 896: HP: 5590, STR: 2948, VIT: 560146, SPD: 63, LUK: 1, Attack: 88761, Defense: 644074, Current HP: 5590, A Avg: 93199, D Avg: 644074, [Spear of Regression[182, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 895: HP: 1742, STR: 939, VIT: 560251, SPD: 63, LUK: 1, Attack: 85777, Defense: 644088, Current HP: 1742, A Avg: 90065, D Avg: 644088, [Willow Blade[157, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 894: HP: 2561, STR: 781, VIT: 560251, SPD: 63, LUK: 1, Attack: 85704, Defense: 644088, Current HP: 2561, A Avg: 89989, D Avg: 644088, [Pangaea[164, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 893: HP: 5060, STR: 2948, VIT: 560161, SPD: 63, LUK: 1, Attack: 88761, Defense: 644089, Current HP: 5060, A Avg: 93199, D Avg: 644089, [Spear of Regression[182, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 892: HP: 1570, STR: 610, VIT: 560201, SPD: 63, LUK: 1, Attack: 85653, Defense: 644090, Current HP: 1570, A Avg: 89935, D Avg: 644090, [White Snake[160, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 891: HP: 1742, STR: 799, VIT: 560210, SPD: 63, LUK: 1, Attack: 87145, Defense: 644099, Current HP: 1742, A Avg: 91502, D Avg: 644099, [Progress[147, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 890: HP: 2183, STR: 610, VIT: 560172, SPD: 63, LUK: 1, Attack: 85653, Defense: 644100, Current HP: 2183, A Avg: 89935, D Avg: 644100, [White Snake[160, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 889: HP: 1663, STR: 502, VIT: 560166, SPD: 63, LUK: 1, Attack: 84443, Defense: 644107, Current HP: 1663, A Avg: 88665, D Avg: 644107, [Rusty Knife[156, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 888: HP: 2356, STR: 799, VIT: 560181, SPD: 63, LUK: 1, Attack: 87145, Defense: 644109, Current HP: 2356, A Avg: 91502, D Avg: 644109, [Progress[147, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 887: HP: 1007, STR: 712, VIT: 560251, SPD: 63, LUK: 1, Attack: 87240, Defense: 644114, Current HP: 1007, A Avg: 91602, D Avg: 644114, [Moon Knuckle[153, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 886: HP: 986, STR: 2311, VIT: 560251, SPD: 63, LUK: 1, Attack: 88189, Defense: 644114, Current HP: 986, A Avg: 92598, D Avg: 644114, [Blue Sword[180, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 885: HP: 1847, STR: 370, VIT: 559874, SPD: 63, LUK: 1, Attack: 84226, Defense: 644114, Current HP: 1847, A Avg: 88437, D Avg: 644114, [Emerald Sword[115, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 884: HP: 1654, STR: 610, VIT: 560187, SPD: 63, LUK: 1, Attack: 85653, Defense: 644115, Current HP: 1654, A Avg: 89935, D Avg: 644115, [White Snake[160, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 883: HP: 1826, STR: 554, VIT: 560280, SPD: 63, LUK: 1, Attack: 85886, Defense: 644117, Current HP: 1826, A Avg: 90180, D Avg: 644117, [Tower[149, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 882: HP: 1663, STR: 441, VIT: 559879, SPD: 63, LUK: 1, Attack: 84343, Defense: 644119, Current HP: 1663, A Avg: 88560, D Avg: 644119, [Crossed Shuriken[136, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 881: HP: 1826, STR: 799, VIT: 560195, SPD: 63, LUK: 1, Attack: 87145, Defense: 644123, Current HP: 1826, A Avg: 91502, D Avg: 644123, [Progress[147, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 880: HP: 1847, STR: 502, VIT: 559888, SPD: 63, LUK: 1, Attack: 85015, Defense: 644128, Current HP: 1847, A Avg: 89265, D Avg: 644128, [Maximum Iron Mass[123, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 879: HP: 1663, STR: 450, VIT: 560195, SPD: 63, LUK: 1, Attack: 85925, Defense: 644136, Current HP: 1663, A Avg: 90221, D Avg: 644136, [Elemental[121, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 878: HP: 2020, STR: 590, VIT: 560195, SPD: 63, LUK: 1, Attack: 85240, Defense: 644136, Current HP: 2020, A Avg: 89502, D Avg: 644136, [Diamond Knuckle[152, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 877: HP: 1285, STR: 820, VIT: 560201, SPD: 63, LUK: 1, Attack: 85658, Defense: 644142, Current HP: 1285, A Avg: 89940, D Avg: 644142, [Classic[168, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 876: HP: 1007, STR: 712, VIT: 560280, SPD: 63, LUK: 1, Attack: 87240, Defense: 644169, Current HP: 1007, A Avg: 91602, D Avg: 644169, [Moon Knuckle[153, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 875: HP: 986, STR: 2311, VIT: 560280, SPD: 63, LUK: 1, Attack: 88189, Defense: 644169, Current HP: 986, A Avg: 92598, D Avg: 644169, [Blue Sword[180, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 874: HP: 1238, STR: 1393, VIT: 560372, SPD: 63, LUK: 1, Attack: 87271, Defense: 644176, Current HP: 1238, A Avg: 91634, D Avg: 644176, [God Hand[179, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 873: HP: 1196, STR: 2005, VIT: 560372, SPD: 63, LUK: 1, Attack: 87545, Defense: 644176, Current HP: 1196, A Avg: 91922, D Avg: 644176, [Zodiac[184, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 872: HP: 1621, STR: 712, VIT: 560251, SPD: 63, LUK: 1, Attack: 87240, Defense: 644179, Current HP: 1621, A Avg: 91602, D Avg: 644179, [Moon Knuckle[153, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 871: HP: 1600, STR: 2311, VIT: 560251, SPD: 63, LUK: 1, Attack: 88189, Defense: 644179, Current HP: 1600, A Avg: 92598, D Avg: 644179, [Blue Sword[180, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 870: HP: 5354, STR: 2948, VIT: 560343, SPD: 63, LUK: 1, Attack: 88761, Defense: 644180, Current HP: 5354, A Avg: 93199, D Avg: 644180, [Spear of Regression[182, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 869: HP: 1091, STR: 712, VIT: 560265, SPD: 63, LUK: 1, Attack: 87240, Defense: 644193, Current HP: 1091, A Avg: 91602, D Avg: 644193, [Moon Knuckle[153, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 868: HP: 1070, STR: 2311, VIT: 560265, SPD: 63, LUK: 1, Attack: 88189, Defense: 644193, Current HP: 1070, A Avg: 92598, D Avg: 644193, [Blue Sword[180, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 867: HP: 1948, STR: 610, VIT: 560369, SPD: 63, LUK: 1, Attack: 85653, Defense: 644206, Current HP: 1948, A Avg: 89935, D Avg: 644206, [White Snake[160, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 866: HP: 1663, STR: 957, VIT: 560265, SPD: 63, LUK: 1, Attack: 85795, Defense: 644206, Current HP: 1663, A Avg: 90084, D Avg: 644206, [Willow Blade[157, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 865: HP: 2482, STR: 799, VIT: 560265, SPD: 63, LUK: 1, Attack: 85722, Defense: 644206, Current HP: 2482, A Avg: 90008, D Avg: 644206, [Pangaea[164, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 864: HP: 1511, STR: 309, VIT: 559972, SPD: 63, LUK: 1, Attack: 84497, Defense: 644212, Current HP: 1511, A Avg: 88721, D Avg: 644212, [Cagliostro[133, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 863: HP: 2120, STR: 799, VIT: 560378, SPD: 63, LUK: 1, Attack: 87145, Defense: 644215, Current HP: 2120, A Avg: 91502, D Avg: 644215, [Progress[147, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 862: HP: 1459, STR: 565, VIT: 559981, SPD: 63, LUK: 1, Attack: 84675, Defense: 644221, Current HP: 1459, A Avg: 88908, D Avg: 644221, [Windmill[137, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 861: HP: 1448, STR: 493, VIT: 559984, SPD: 63, LUK: 1, Attack: 84493, Defense: 644224, Current HP: 1448, A Avg: 88717, D Avg: 644224, [Kirisame[129, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 860: HP: 1826, STR: 502, VIT: 559984, SPD: 63, LUK: 1, Attack: 84623, Defense: 644224, Current HP: 1826, A Avg: 88854, D Avg: 644224, [Black Kirisame[130, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 859: HP: 1814, STR: 684, VIT: 559984, SPD: 63, LUK: 1, Attack: 86432, Defense: 644224, Current HP: 1814, A Avg: 90753, D Avg: 644224, [Scythe of the Grim Reaper[148, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 858: HP: 1847, STR: 502, VIT: 559987, SPD: 63, LUK: 1, Attack: 84612, Defense: 644227, Current HP: 1847, A Avg: 88842, D Avg: 644227, [Serpent[144, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 857: HP: 2041, STR: 628, VIT: 559992, SPD: 63, LUK: 1, Attack: 85594, Defense: 644232, Current HP: 2041, A Avg: 89873, D Avg: 644232, [Red Shark[134, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 856: HP: 1238, STR: 1393, VIT: 560364, SPD: 63, LUK: 1, Attack: 87271, Defense: 644233, Current HP: 1238, A Avg: 91634, D Avg: 644233, [God Hand[179, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 855: HP: 1196, STR: 2005, VIT: 560364, SPD: 63, LUK: 1, Attack: 87545, Defense: 644233, Current HP: 1196, A Avg: 91922, D Avg: 644233, [Zodiac[184, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 854: HP: 2204, STR: 484, VIT: 560430, SPD: 63, LUK: 1, Attack: 85192, Defense: 644234, Current HP: 2204, A Avg: 89451, D Avg: 644234, [Thin Blade[158, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 853: HP: 1747, STR: 572, VIT: 560294, SPD: 63, LUK: 1, Attack: 85904, Defense: 644235, Current HP: 1747, A Avg: 90199, D Avg: 644235, [Tower[149, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 852: HP: 2162, STR: 493, VIT: 560001, SPD: 63, LUK: 1, Attack: 84811, Defense: 644241, Current HP: 2162, A Avg: 89051, D Avg: 644241, [Ruby Knuckle[151, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 851: HP: 2204, STR: 835, VIT: 560459, SPD: 63, LUK: 1, Attack: 86687, Defense: 644263, Current HP: 2204, A Avg: 91021, D Avg: 644263, [Santoku[159, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 850: HP: 1826, STR: 853, VIT: 560030, SPD: 63, LUK: 1, Attack: 85587, Defense: 644270, Current HP: 1826, A Avg: 89866, D Avg: 644270, [Irruption[154, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 849: HP: 1385, STR: 712, VIT: 560448, SPD: 63, LUK: 1, Attack: 87240, Defense: 644285, Current HP: 1385, A Avg: 91602, D Avg: 644285, [Moon Knuckle[153, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 848: HP: 1364, STR: 2311, VIT: 560448, SPD: 63, LUK: 1, Attack: 88189, Defense: 644285, Current HP: 1364, A Avg: 92598, D Avg: 644285, [Blue Sword[180, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 847: HP: 1864, STR: 734, VIT: 560485, SPD: 63, LUK: 1, Attack: 86378, Defense: 644289, Current HP: 1864, A Avg: 90696, D Avg: 644289, [Gladius[162, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 846: HP: 2204, STR: 484, VIT: 560422, SPD: 63, LUK: 1, Attack: 85192, Defense: 644291, Current HP: 2204, A Avg: 89451, D Avg: 644291, [Thin Blade[158, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 845: HP: 5275, STR: 2966, VIT: 560358, SPD: 63, LUK: 1, Attack: 88779, Defense: 644299, Current HP: 5275, A Avg: 93217, D Avg: 644299, [Spear of Regression[182, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 844: HP: 1238, STR: 1393, VIT: 560448, SPD: 63, LUK: 1, Attack: 87271, Defense: 644311, Current HP: 1238, A Avg: 91634, D Avg: 644311, [God Hand[179, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 843: HP: 1196, STR: 2005, VIT: 560448, SPD: 63, LUK: 1, Attack: 87545, Defense: 644311, Current HP: 1196, A Avg: 91922, D Avg: 644311, [Zodiac[184, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 842: HP: 2204, STR: 835, VIT: 560451, SPD: 63, LUK: 1, Attack: 86687, Defense: 644320, Current HP: 2204, A Avg: 91021, D Avg: 644320, [Santoku[159, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 841: HP: 1797, STR: 561, VIT: 560082, SPD: 63, LUK: 1, Attack: 84671, Defense: 644322, Current HP: 1797, A Avg: 88904, D Avg: 644322, [Dragon Killer[139, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 840: HP: 1826, STR: 565, VIT: 560082, SPD: 63, LUK: 1, Attack: 85078, Defense: 644322, Current HP: 1826, A Avg: 89331, D Avg: 644322, [Volcano[142, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 839: HP: 1868, STR: 628, VIT: 560384, SPD: 63, LUK: 1, Attack: 85671, Defense: 644325, Current HP: 1868, A Avg: 89954, D Avg: 644325, [White Snake[160, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 838: HP: 1847, STR: 561, VIT: 560085, SPD: 63, LUK: 1, Attack: 86530, Defense: 644325, Current HP: 1847, A Avg: 90856, D Avg: 644325, [Fire Chariot[138, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 837: HP: 1616, STR: 2052, VIT: 560523, SPD: 63, LUK: 1, Attack: 86552, Defense: 644327, Current HP: 1616, A Avg: 90879, D Avg: 644327, [Divine Dragon Sword[181, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 836: HP: 2041, STR: 817, VIT: 560393, SPD: 63, LUK: 1, Attack: 87163, Defense: 644334, Current HP: 2041, A Avg: 91521, D Avg: 644334, [Progress[147, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 835: HP: 2183, STR: 694, VIT: 560100, SPD: 63, LUK: 1, Attack: 85792, Defense: 644340, Current HP: 2183, A Avg: 90081, D Avg: 644340, [Yggdrasil[126, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 834: HP: 1826, STR: 639, VIT: 560100, SPD: 63, LUK: 1, Attack: 85464, Defense: 644340, Current HP: 1826, A Avg: 89737, D Avg: 644340, [Kraken[145, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 833: HP: 1889, STR: 563, VIT: 560100, SPD: 63, LUK: 1, Attack: 85375, Defense: 644340, Current HP: 1889, A Avg: 89643, D Avg: 644340, [Granada[150, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 832: HP: 1864, STR: 734, VIT: 560477, SPD: 63, LUK: 1, Attack: 86378, Defense: 644346, Current HP: 1864, A Avg: 90696, D Avg: 644346, [Gladius[162, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 831: HP: 1969, STR: 572, VIT: 560106, SPD: 63, LUK: 1, Attack: 84604, Defense: 644346, Current HP: 1969, A Avg: 88834, D Avg: 644346, [Alucard[146, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 830: HP: 1238, STR: 1393, VIT: 560477, SPD: 63, LUK: 1, Attack: 87271, Defense: 644366, Current HP: 1238, A Avg: 91634, D Avg: 644366, [God Hand[179, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 829: HP: 1196, STR: 2005, VIT: 560477, SPD: 63, LUK: 1, Attack: 87545, Defense: 644366, Current HP: 1196, A Avg: 91922, D Avg: 644366, [Zodiac[184, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 828: HP: 2204, STR: 484, VIT: 560506, SPD: 63, LUK: 1, Attack: 85192, Defense: 644369, Current HP: 2204, A Avg: 89451, D Avg: 644369, [Thin Blade[158, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 827: HP: 986, STR: 1267, VIT: 560570, SPD: 63, LUK: 1, Attack: 86055, Defense: 644374, Current HP: 986, A Avg: 90357, D Avg: 644374, [Pulse Knife[165, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 826: HP: 1852, STR: 1393, VIT: 560448, SPD: 63, LUK: 1, Attack: 87271, Defense: 644376, Current HP: 1852, A Avg: 91634, D Avg: 644376, [God Hand[179, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 825: HP: 1810, STR: 2005, VIT: 560448, SPD: 63, LUK: 1, Attack: 87545, Defense: 644376, Current HP: 1810, A Avg: 91922, D Avg: 644376, [Zodiac[184, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 824: HP: 1616, STR: 2052, VIT: 560514, SPD: 63, LUK: 1, Attack: 86552, Defense: 644383, Current HP: 1616, A Avg: 90879, D Avg: 644383, [Divine Dragon Sword[181, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 823: HP: 1322, STR: 1393, VIT: 560462, SPD: 63, LUK: 1, Attack: 87271, Defense: 644390, Current HP: 1322, A Avg: 91634, D Avg: 644390, [God Hand[179, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 822: HP: 1280, STR: 2005, VIT: 560462, SPD: 63, LUK: 1, Attack: 87545, Defense: 644390, Current HP: 1280, A Avg: 91922, D Avg: 644390, [Zodiac[184, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 821: HP: 2204, STR: 835, VIT: 560535, SPD: 63, LUK: 1, Attack: 86687, Defense: 644398, Current HP: 2204, A Avg: 91021, D Avg: 644398, [Santoku[159, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 820: HP: 1306, STR: 730, VIT: 560462, SPD: 63, LUK: 1, Attack: 87258, Defense: 644403, Current HP: 1306, A Avg: 91620, D Avg: 644403, [Moon Knuckle[153, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 819: HP: 1285, STR: 2329, VIT: 560462, SPD: 63, LUK: 1, Attack: 88207, Defense: 644403, Current HP: 1285, A Avg: 92617, D Avg: 644403, [Blue Sword[180, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 818: HP: 1826, STR: 563, VIT: 560169, SPD: 63, LUK: 1, Attack: 84504, Defense: 644409, Current HP: 1826, A Avg: 88729, D Avg: 644409, [Rusty Knife[156, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 817: HP: 1864, STR: 734, VIT: 560561, SPD: 63, LUK: 1, Attack: 86378, Defense: 644424, Current HP: 1864, A Avg: 90696, D Avg: 644424, [Gladius[162, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 816: HP: 2204, STR: 484, VIT: 560535, SPD: 63, LUK: 1, Attack: 85192, Defense: 644424, Current HP: 2204, A Avg: 89451, D Avg: 644424, [Thin Blade[158, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 815: HP: 986, STR: 1267, VIT: 560561, SPD: 63, LUK: 1, Attack: 86055, Defense: 644430, Current HP: 986, A Avg: 90357, D Avg: 644430, [Pulse Knife[165, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 814: HP: 2818, STR: 484, VIT: 560506, SPD: 63, LUK: 1, Attack: 85192, Defense: 644434, Current HP: 2818, A Avg: 89451, D Avg: 644434, [Thin Blade[158, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 813: HP: 1826, STR: 511, VIT: 560198, SPD: 63, LUK: 1, Attack: 85986, Defense: 644438, Current HP: 1826, A Avg: 90285, D Avg: 644438, [Elemental[121, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 812: HP: 2183, STR: 651, VIT: 560198, SPD: 63, LUK: 1, Attack: 85301, Defense: 644438, Current HP: 2183, A Avg: 89566, D Avg: 644438, [Diamond Knuckle[152, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
