Rank 1000: HP: 2551, STR: 302, VIT: 806495, SPD: 90, LUK: 1, Attack: 86544, Defense: 890735, Current HP: 2551, A Avg: 90871, D Avg: 890735, [Droid Hammer[177, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 902: HP: 2230, STR: 766, VIT: 807090, SPD: 90, LUK: 1, Attack: 85591, Defense: 891031, Current HP: 2230, A Avg: 89870, D Avg: 891031, [Kraken[145, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 901: HP: 2293, STR: 664, VIT: 807090, SPD: 90, LUK: 1, Attack: 85476, Defense: 891031, Current HP: 2293, A Avg: 89749, D Avg: 891031, [Granada[150, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 900: HP: 2477, STR: 664, VIT: 806794, SPD: 90, LUK: 1, Attack: 85177, Defense: 891034, Current HP: 2477, A Avg: 89435, D Avg: 891034, [Maximum Iron Mass[123, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 899: HP: 2435, STR: 673, VIT: 807096, SPD: 90, LUK: 1, Attack: 84705, Defense: 891037, Current HP: 2435, A Avg: 88940, D Avg: 891037, [Alucard[146, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 898: HP: 2372, STR: 567, VIT: 807217, SPD: 90, LUK: 1, Attack: 86042, Defense: 891054, Current HP: 2372, A Avg: 90344, D Avg: 891054, [Elemental[121, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 897: HP: 2887, STR: 761, VIT: 807217, SPD: 90, LUK: 1, Attack: 85411, Defense: 891054, Current HP: 2887, A Avg: 89681, D Avg: 891054, [Diamond Knuckle[152, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 896: HP: 1837, STR: 1099, VIT: 807223, SPD: 90, LUK: 1, Attack: 85937, Defense: 891060, Current HP: 1837, A Avg: 90233, D Avg: 891060, [Classic[168, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 895: HP: 1322, STR: 955, VIT: 807203, SPD: 90, LUK: 1, Attack: 87483, Defense: 891072, Current HP: 1322, A Avg: 91857, D Avg: 891072, [Moon Knuckle[153, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 894: HP: 2106, STR: 826, VIT: 807209, SPD: 90, LUK: 1, Attack: 85869, Defense: 891072, Current HP: 2106, A Avg: 90162, D Avg: 891072, [White Snake[160, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 893: HP: 1301, STR: 3283, VIT: 807203, SPD: 90, LUK: 1, Attack: 89161, Defense: 891072, Current HP: 1301, A Avg: 93619, D Avg: 891072, [Blue Sword[180, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 892: HP: 2372, STR: 1096, VIT: 807217, SPD: 90, LUK: 1, Attack: 87442, Defense: 891080, Current HP: 2372, A Avg: 91814, D Avg: 891080, [Progress[147, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 891: HP: 2106, STR: 826, VIT: 807238, SPD: 90, LUK: 1, Attack: 85869, Defense: 891127, Current HP: 2106, A Avg: 90162, D Avg: 891127, [White Snake[160, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 890: HP: 2372, STR: 1096, VIT: 807246, SPD: 90, LUK: 1, Attack: 87442, Defense: 891135, Current HP: 2372, A Avg: 91814, D Avg: 891135, [Progress[147, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 889: HP: 2971, STR: 826, VIT: 807209, SPD: 90, LUK: 1, Attack: 85869, Defense: 891137, Current HP: 2971, A Avg: 90162, D Avg: 891137, [White Snake[160, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 888: HP: 2230, STR: 664, VIT: 807203, SPD: 90, LUK: 1, Attack: 84605, Defense: 891144, Current HP: 2230, A Avg: 88835, D Avg: 891144, [Rusty Knife[156, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 887: HP: 3238, STR: 1096, VIT: 807217, SPD: 90, LUK: 1, Attack: 87442, Defense: 891145, Current HP: 3238, A Avg: 91814, D Avg: 891145, [Progress[147, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 886: HP: 2190, STR: 826, VIT: 807223, SPD: 90, LUK: 1, Attack: 85869, Defense: 891151, Current HP: 2190, A Avg: 90162, D Avg: 891151, [White Snake[160, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 885: HP: 2456, STR: 1096, VIT: 807232, SPD: 90, LUK: 1, Attack: 87442, Defense: 891160, Current HP: 2456, A Avg: 91814, D Avg: 891160, [Progress[147, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 884: HP: 1984, STR: 390, VIT: 806922, SPD: 90, LUK: 1, Attack: 84578, Defense: 891162, Current HP: 1984, A Avg: 88806, D Avg: 891162, [Cagliostro[133, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 883: HP: 2372, STR: 1290, VIT: 807331, SPD: 90, LUK: 1, Attack: 86128, Defense: 891168, Current HP: 2372, A Avg: 90434, D Avg: 891168, [Willow Blade[157, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 882: HP: 3506, STR: 1078, VIT: 807331, SPD: 90, LUK: 1, Attack: 86001, Defense: 891168, Current HP: 3506, A Avg: 90301, D Avg: 891168, [Pangaea[164, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 881: HP: 1931, STR: 754, VIT: 806930, SPD: 90, LUK: 1, Attack: 84864, Defense: 891170, Current HP: 1931, A Avg: 89107, D Avg: 891170, [Windmill[137, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 880: HP: 2230, STR: 585, VIT: 807232, SPD: 90, LUK: 1, Attack: 86060, Defense: 891173, Current HP: 2230, A Avg: 90363, D Avg: 891173, [Elemental[121, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 879: HP: 2744, STR: 779, VIT: 807232, SPD: 90, LUK: 1, Attack: 85429, Defense: 891173, Current HP: 2744, A Avg: 89700, D Avg: 891173, [Diamond Knuckle[152, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 878: HP: 7402, STR: 3407, VIT: 807336, SPD: 90, LUK: 1, Attack: 89220, Defense: 891173, Current HP: 7402, A Avg: 93681, D Avg: 891173, [Spear of Regression[182, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 877: HP: 1921, STR: 655, VIT: 806933, SPD: 90, LUK: 1, Attack: 84655, Defense: 891173, Current HP: 1921, A Avg: 88887, D Avg: 891173, [Kirisame[129, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 876: HP: 2456, STR: 664, VIT: 806933, SPD: 90, LUK: 1, Attack: 84785, Defense: 891173, Current HP: 2456, A Avg: 89024, D Avg: 891173, [Black Kirisame[130, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 875: HP: 2444, STR: 927, VIT: 806933, SPD: 90, LUK: 1, Attack: 86675, Defense: 891173, Current HP: 2444, A Avg: 91008, D Avg: 891173, [Scythe of the Grim Reaper[148, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 874: HP: 2477, STR: 664, VIT: 806936, SPD: 90, LUK: 1, Attack: 84774, Defense: 891176, Current HP: 2477, A Avg: 89012, D Avg: 891176, [Serpent[144, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 873: HP: 1694, STR: 1117, VIT: 807238, SPD: 90, LUK: 1, Attack: 85955, Defense: 891179, Current HP: 1694, A Avg: 90252, D Avg: 891179, [Classic[168, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 872: HP: 2765, STR: 844, VIT: 806942, SPD: 90, LUK: 1, Attack: 85810, Defense: 891182, Current HP: 2765, A Avg: 90100, D Avg: 891182, [Red Shark[134, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 871: HP: 2950, STR: 655, VIT: 806951, SPD: 90, LUK: 1, Attack: 84973, Defense: 891191, Current HP: 2950, A Avg: 89221, D Avg: 891191, [Ruby Knuckle[151, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 870: HP: 1322, STR: 955, VIT: 807331, SPD: 90, LUK: 1, Attack: 87483, Defense: 891194, Current HP: 1322, A Avg: 91857, D Avg: 891194, [Moon Knuckle[153, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 869: HP: 1301, STR: 3283, VIT: 807331, SPD: 90, LUK: 1, Attack: 89161, Defense: 891194, Current HP: 1301, A Avg: 93619, D Avg: 891194, [Blue Sword[180, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 868: HP: 2456, STR: 743, VIT: 807360, SPD: 90, LUK: 1, Attack: 86075, Defense: 891197, Current HP: 2456, A Avg: 90378, D Avg: 891197, [Tower[149, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 867: HP: 2456, STR: 1150, VIT: 806980, SPD: 90, LUK: 1, Attack: 85884, Defense: 891220, Current HP: 2456, A Avg: 90178, D Avg: 891220, [Irruption[154, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 866: HP: 1322, STR: 955, VIT: 807360, SPD: 90, LUK: 1, Attack: 87483, Defense: 891249, Current HP: 1322, A Avg: 91857, D Avg: 891249, [Moon Knuckle[153, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 865: HP: 1301, STR: 3283, VIT: 807360, SPD: 90, LUK: 1, Attack: 89161, Defense: 891249, Current HP: 1301, A Avg: 93619, D Avg: 891249, [Blue Sword[180, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 864: HP: 2188, STR: 955, VIT: 807331, SPD: 90, LUK: 1, Attack: 87483, Defense: 891259, Current HP: 2188, A Avg: 91857, D Avg: 891259, [Moon Knuckle[153, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 863: HP: 2167, STR: 3283, VIT: 807331, SPD: 90, LUK: 1, Attack: 89161, Defense: 891259, Current HP: 2167, A Avg: 93619, D Avg: 891259, [Blue Sword[180, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 862: HP: 1406, STR: 955, VIT: 807345, SPD: 90, LUK: 1, Attack: 87483, Defense: 891273, Current HP: 1406, A Avg: 91857, D Avg: 891273, [Moon Knuckle[153, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 861: HP: 1385, STR: 3283, VIT: 807345, SPD: 90, LUK: 1, Attack: 89161, Defense: 891273, Current HP: 1385, A Avg: 93619, D Avg: 891273, [Blue Sword[180, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 860: HP: 2230, STR: 1308, VIT: 807345, SPD: 90, LUK: 1, Attack: 86146, Defense: 891286, Current HP: 2230, A Avg: 90453, D Avg: 891286, [Willow Blade[157, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 859: HP: 3364, STR: 1096, VIT: 807345, SPD: 90, LUK: 1, Attack: 86019, Defense: 891286, Current HP: 3364, A Avg: 90319, D Avg: 891286, [Pangaea[164, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 858: HP: 7259, STR: 3425, VIT: 807351, SPD: 90, LUK: 1, Attack: 89238, Defense: 891292, Current HP: 7259, A Avg: 93699, D Avg: 891292, [Spear of Regression[182, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 857: HP: 1553, STR: 1960, VIT: 807496, SPD: 90, LUK: 1, Attack: 87838, Defense: 891300, Current HP: 1553, A Avg: 92229, D Avg: 891300, [God Hand[179, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 856: HP: 1511, STR: 2842, VIT: 807496, SPD: 90, LUK: 1, Attack: 88382, Defense: 891300, Current HP: 1511, A Avg: 92801, D Avg: 891300, [Zodiac[184, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 855: HP: 2314, STR: 761, VIT: 807374, SPD: 90, LUK: 1, Attack: 86093, Defense: 891315, Current HP: 2314, A Avg: 90397, D Avg: 891315, [Tower[149, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 854: HP: 2396, STR: 750, VIT: 807075, SPD: 90, LUK: 1, Attack: 84860, Defense: 891315, Current HP: 2396, A Avg: 89103, D Avg: 891315, [Dragon Killer[139, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 853: HP: 2456, STR: 754, VIT: 807075, SPD: 90, LUK: 1, Attack: 85267, Defense: 891315, Current HP: 2456, A Avg: 89530, D Avg: 891315, [Volcano[142, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 852: HP: 2477, STR: 750, VIT: 807078, SPD: 90, LUK: 1, Attack: 86719, Defense: 891318, Current HP: 2477, A Avg: 91054, D Avg: 891318, [Fire Chariot[138, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 851: HP: 2641, STR: 826, VIT: 807493, SPD: 90, LUK: 1, Attack: 85869, Defense: 891330, Current HP: 2641, A Avg: 90162, D Avg: 891330, [White Snake[160, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 850: HP: 2971, STR: 937, VIT: 807093, SPD: 90, LUK: 1, Attack: 86035, Defense: 891333, Current HP: 2971, A Avg: 90336, D Avg: 891333, [Yggdrasil[126, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 849: HP: 2456, STR: 855, VIT: 807093, SPD: 90, LUK: 1, Attack: 85680, Defense: 891333, Current HP: 2456, A Avg: 89964, D Avg: 891333, [Kraken[145, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 848: HP: 2519, STR: 752, VIT: 807093, SPD: 90, LUK: 1, Attack: 85564, Defense: 891333, Current HP: 2519, A Avg: 89842, D Avg: 891333, [Granada[150, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 847: HP: 2908, STR: 1096, VIT: 807502, SPD: 90, LUK: 1, Attack: 87442, Defense: 891339, Current HP: 2908, A Avg: 91814, D Avg: 891339, [Progress[147, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 846: HP: 2662, STR: 761, VIT: 807099, SPD: 90, LUK: 1, Attack: 84793, Defense: 891339, Current HP: 2662, A Avg: 89032, D Avg: 891339, [Alucard[146, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 845: HP: 1553, STR: 1960, VIT: 807487, SPD: 90, LUK: 1, Attack: 87838, Defense: 891356, Current HP: 1553, A Avg: 92229, D Avg: 891356, [God Hand[179, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 844: HP: 1511, STR: 2842, VIT: 807487, SPD: 90, LUK: 1, Attack: 88382, Defense: 891356, Current HP: 1511, A Avg: 92801, D Avg: 891356, [Zodiac[184, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 843: HP: 2992, STR: 646, VIT: 807554, SPD: 90, LUK: 1, Attack: 85354, Defense: 891358, Current HP: 2992, A Avg: 89621, D Avg: 891358, [Thin Blade[158, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 842: HP: 1931, STR: 2592, VIT: 807560, SPD: 90, LUK: 1, Attack: 87092, Defense: 891364, Current HP: 1931, A Avg: 91446, D Avg: 891364, [Divine Dragon Sword[181, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 841: HP: 2992, STR: 1132, VIT: 807583, SPD: 90, LUK: 1, Attack: 86984, Defense: 891387, Current HP: 2992, A Avg: 91333, D Avg: 891387, [Santoku[159, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 840: HP: 2992, STR: 646, VIT: 807545, SPD: 90, LUK: 1, Attack: 85354, Defense: 891414, Current HP: 2992, A Avg: 89621, D Avg: 891414, [Thin Blade[158, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 839: HP: 1931, STR: 2592, VIT: 807551, SPD: 90, LUK: 1, Attack: 87092, Defense: 891420, Current HP: 1931, A Avg: 91446, D Avg: 891420, [Divine Dragon Sword[181, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 838: HP: 2992, STR: 1132, VIT: 807574, SPD: 90, LUK: 1, Attack: 86984, Defense: 891443, Current HP: 2992, A Avg: 91333, D Avg: 891443, [Santoku[159, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 837: HP: 2456, STR: 752, VIT: 807206, SPD: 90, LUK: 1, Attack: 84693, Defense: 891446, Current HP: 2456, A Avg: 88927, D Avg: 891446, [Rusty Knife[156, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 836: HP: 2498, STR: 844, VIT: 807507, SPD: 90, LUK: 1, Attack: 85887, Defense: 891448, Current HP: 2498, A Avg: 90181, D Avg: 891448, [White Snake[160, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 835: HP: 1858, STR: 955, VIT: 807615, SPD: 90, LUK: 1, Attack: 87483, Defense: 891452, Current HP: 1858, A Avg: 91857, D Avg: 891452, [Moon Knuckle[153, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 834: HP: 1837, STR: 3283, VIT: 807615, SPD: 90, LUK: 1, Attack: 89161, Defense: 891452, Current HP: 1837, A Avg: 93619, D Avg: 891452, [Blue Sword[180, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 833: HP: 2557, STR: 1004, VIT: 807652, SPD: 90, LUK: 1, Attack: 86648, Defense: 891456, Current HP: 2557, A Avg: 90980, D Avg: 891456, [Gladius[162, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 832: HP: 2765, STR: 1114, VIT: 807516, SPD: 90, LUK: 1, Attack: 87460, Defense: 891457, Current HP: 2765, A Avg: 91833, D Avg: 891457, [Progress[147, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 831: HP: 2456, STR: 673, VIT: 807235, SPD: 90, LUK: 1, Attack: 86148, Defense: 891475, Current HP: 2456, A Avg: 90455, D Avg: 891475, [Elemental[121, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 830: HP: 2971, STR: 867, VIT: 807235, SPD: 90, LUK: 1, Attack: 85517, Defense: 891475, Current HP: 2971, A Avg: 89792, D Avg: 891475, [Diamond Knuckle[152, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 829: HP: 1553, STR: 1960, VIT: 807615, SPD: 90, LUK: 1, Attack: 87838, Defense: 891478, Current HP: 1553, A Avg: 92229, D Avg: 891478, [God Hand[179, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 828: HP: 1511, STR: 2842, VIT: 807615, SPD: 90, LUK: 1, Attack: 88382, Defense: 891478, Current HP: 1511, A Avg: 92801, D Avg: 891478, [Zodiac[184, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 827: HP: 1921, STR: 1206, VIT: 807241, SPD: 90, LUK: 1, Attack: 86044, Defense: 891481, Current HP: 1921, A Avg: 90346, D Avg: 891481, [Classic[168, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 826: HP: 1921, STR: 399, VIT: 806637, SPD: 90, LUK: 1, Attack: 84125, Defense: 891501, Current HP: 1921, A Avg: 88331, D Avg: 891501, [Wooden Stick[101, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 825: HP: 1921, STR: 399, VIT: 806637, SPD: 90, LUK: 1, Attack: 84164, Defense: 891501, Current HP: 1921, A Avg: 88372, D Avg: 891501, [Club[102, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 824: HP: 1921, STR: 405, VIT: 806637, SPD: 90, LUK: 1, Attack: 84177, Defense: 891501, Current HP: 1921, A Avg: 88385, D Avg: 891501, [Short Sword[103, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 823: HP: 1921, STR: 496, VIT: 806637, SPD: 90, LUK: 1, Attack: 84307, Defense: 891501, Current HP: 1921, A Avg: 88522, D Avg: 891501, [Long Sword[104, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 822: HP: 1921, STR: 576, VIT: 806637, SPD: 90, LUK: 1, Attack: 84348, Defense: 891501, Current HP: 1921, A Avg: 88565, D Avg: 891501, [Wasp Knife[105, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 821: HP: 1921, STR: 487, VIT: 806637, SPD: 90, LUK: 1, Attack: 84311, Defense: 891501, Current HP: 1921, A Avg: 88526, D Avg: 891501, [Stun Knuckle[106, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 820: HP: 1921, STR: 585, VIT: 806637, SPD: 90, LUK: 1, Attack: 84428, Defense: 891501, Current HP: 1921, A Avg: 88649, D Avg: 891501, [Battle Scythe[107, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 819: HP: 1942, STR: 585, VIT: 806637, SPD: 90, LUK: 1, Attack: 84474, Defense: 891501, Current HP: 1942, A Avg: 88697, D Avg: 891501, [Iron Lumps[108, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 818: HP: 1921, STR: 399, VIT: 806637, SPD: 90, LUK: 1, Attack: 84167, Defense: 891501, Current HP: 1921, A Avg: 88375, D Avg: 891501, [Decorative Swords[109, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 817: HP: 1921, STR: 603, VIT: 806637, SPD: 90, LUK: 1, Attack: 84726, Defense: 891501, Current HP: 1921, A Avg: 88962, D Avg: 891501, [Pinpoint[112, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 816: HP: 1942, STR: 673, VIT: 806637, SPD: 90, LUK: 1, Attack: 84679, Defense: 891501, Current HP: 1942, A Avg: 88912, D Avg: 891501, [Great Iron Mass[122, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 815: HP: 1931, STR: 487, VIT: 806637, SPD: 90, LUK: 1, Attack: 84480, Defense: 891501, Current HP: 1931, A Avg: 88704, D Avg: 891501, [Sword of Wood[124, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 814: HP: 2456, STR: 770, VIT: 806637, SPD: 90, LUK: 1, Attack: 84958, Defense: 891501, Current HP: 2456, A Avg: 89205, D Avg: 891501, [Sword of the Spirit Tree[125, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 813: HP: 1931, STR: 585, VIT: 806637, SPD: 90, LUK: 1, Attack: 84584, Defense: 891501, Current HP: 1931, A Avg: 88813, D Avg: 891501, [Greatsword[127, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 812: HP: 2452, STR: 678, VIT: 806637, SPD: 90, LUK: 1, Attack: 85100, Defense: 891501, Current HP: 2452, A Avg: 89355, D Avg: 891501, [Dreaming Sword[128, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
