Rank 1000: HP: 1249, STR: 691, VIT: 1434, SPD: 54, LUK: 1, Attack: 84812, Defense: 91212, Current HP: 1249, A Avg: 89052, D Avg: 91212, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 902: HP: 1178, STR: 1081, VIT: 1500, SPD: 57, LUK: 1, Attack: 85074, Defense: 91278, Current HP: 1178, A Avg: 89327, D Avg: 91278, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 901: HP: 1371, STR: 786, VIT: 1501, SPD: 54, LUK: 1, Attack: 84818, Defense: 91279, Current HP: 1371, A Avg: 89058, D Avg: 91279, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 900: HP: 1286, STR: 1024, VIT: 1502, SPD: 57, LUK: 1, Attack: 84822, Defense: 91280, Current HP: 1286, A Avg: 89063, D Avg: 91280, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 899: HP: 1586, STR: 302, VIT: 1502, SPD: 77, LUK: 1, Attack: 85010, Defense: 91280, Current HP: 1586, A Avg: 89260, D Avg: 91280, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 898: HP: 1586, STR: 318, VIT: 1502, SPD: 48, LUK: 2, Attack: 85026, Defense: 91280, Current HP: 1586, A Avg: 89277, D Avg: 91280, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 897: HP: 1567, STR: 606, VIT: 1502, SPD: 48, LUK: 1, Attack: 85314, Defense: 91280, Current HP: 1567, A Avg: 89579, D Avg: 91280, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 896: HP: 1947, STR: 622, VIT: 1502, SPD: 48, LUK: 2, Attack: 86474, Defense: 91280, Current HP: 1947, A Avg: 90797, D Avg: 91280, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 895: HP: 1567, STR: 1193, VIT: 1502, SPD: 48, LUK: 1, Attack: 87045, Defense: 91280, Current HP: 1567, A Avg: 91397, D Avg: 91280, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 894: HP: 1567, STR: 715, VIT: 1502, SPD: 48, LUK: 2, Attack: 86567, Defense: 91280, Current HP: 1567, A Avg: 90895, D Avg: 91280, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 893: HP: 1174, STR: 1019, VIT: 1504, SPD: 57, LUK: 1, Attack: 85025, Defense: 91282, Current HP: 1174, A Avg: 89276, D Avg: 91282, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 892: HP: 1133, STR: 1022, VIT: 5616, SPD: 54, LUK: 1, Attack: 87511, Defense: 91286, Current HP: 1133, A Avg: 91886, D Avg: 91286, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 891: HP: 1623, STR: 540, VIT: 1508, SPD: 48, LUK: 2, Attack: 86184, Defense: 91286, Current HP: 1623, A Avg: 90493, D Avg: 91286, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 890: HP: 1288, STR: 1305, VIT: 1508, SPD: 48, LUK: 1, Attack: 86949, Defense: 91286, Current HP: 1288, A Avg: 91296, D Avg: 91286, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 889: HP: 1288, STR: 633, VIT: 1508, SPD: 48, LUK: 2, Attack: 86277, Defense: 91286, Current HP: 1288, A Avg: 90590, D Avg: 91286, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 888: HP: 2537, STR: 310, VIT: 1510, SPD: 48, LUK: 1, Attack: 85018, Defense: 91288, Current HP: 2537, A Avg: 89268, D Avg: 91288, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 887: HP: 2392, STR: 574, VIT: 1510, SPD: 48, LUK: 1, Attack: 86426, Defense: 91288, Current HP: 2392, A Avg: 90747, D Avg: 91288, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 886: HP: 1605, STR: 574, VIT: 1510, SPD: 87, LUK: 1, Attack: 86426, Defense: 91288, Current HP: 1605, A Avg: 90747, D Avg: 109545, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 885: HP: 2671, STR: 622, VIT: 1510, SPD: 48, LUK: 1, Attack: 86474, Defense: 91288, Current HP: 2671, A Avg: 90797, D Avg: 91288, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 884: HP: 1453, STR: 1182, VIT: 1516, SPD: 57, LUK: 1, Attack: 85864, Defense: 91294, Current HP: 1453, A Avg: 90157, D Avg: 91294, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 883: HP: 1966, STR: 492, VIT: 1516, SPD: 48, LUK: 1, Attack: 86136, Defense: 91294, Current HP: 1966, A Avg: 90442, D Avg: 91294, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 882: HP: 1326, STR: 492, VIT: 1516, SPD: 87, LUK: 1, Attack: 86136, Defense: 91294, Current HP: 1326, A Avg: 90442, D Avg: 109552, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 881: HP: 2201, STR: 540, VIT: 1516, SPD: 48, LUK: 1, Attack: 86184, Defense: 91294, Current HP: 2201, A Avg: 90493, D Avg: 91294, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 880: HP: 1624, STR: 302, VIT: 1518, SPD: 77, LUK: 1, Attack: 85010, Defense: 91296, Current HP: 1624, A Avg: 89260, D Avg: 91296, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 879: HP: 1662, STR: 543, VIT: 1518, SPD: 48, LUK: 1, Attack: 85251, Defense: 91296, Current HP: 1662, A Avg: 91644, D Avg: 91296, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 878: HP: 1586, STR: 574, VIT: 1518, SPD: 77, LUK: 1, Attack: 86426, Defense: 91296, Current HP: 1586, A Avg: 90747, D Avg: 91296, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 877: HP: 1586, STR: 590, VIT: 1518, SPD: 48, LUK: 2, Attack: 86442, Defense: 91296, Current HP: 1586, A Avg: 90764, D Avg: 91296, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 876: HP: 1567, STR: 1099, VIT: 1518, SPD: 48, LUK: 1, Attack: 86951, Defense: 91296, Current HP: 1567, A Avg: 91298, D Avg: 91296, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 875: HP: 1539, STR: 3868, VIT: 1518, SPD: 57, LUK: 1, Attack: 93777, Defense: 91296, Current HP: 1539, A Avg: 98465, D Avg: 91296, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 874: HP: 1307, STR: 677, VIT: 1524, SPD: 77, LUK: 1, Attack: 86321, Defense: 91302, Current HP: 1307, A Avg: 90637, D Avg: 91302, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 873: HP: 1307, STR: 508, VIT: 1524, SPD: 48, LUK: 2, Attack: 86152, Defense: 91302, Current HP: 1307, A Avg: 90459, D Avg: 91302, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 872: HP: 1288, STR: 852, VIT: 1524, SPD: 48, LUK: 1, Attack: 86496, Defense: 91302, Current HP: 1288, A Avg: 90820, D Avg: 91302, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 871: HP: 2537, STR: 582, VIT: 1526, SPD: 48, LUK: 1, Attack: 86434, Defense: 91304, Current HP: 2537, A Avg: 90755, D Avg: 91304, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 870: HP: 1249, STR: 772, VIT: 1531, SPD: 54, LUK: 1, Attack: 84713, Defense: 91309, Current HP: 1249, A Avg: 88948, D Avg: 91309, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 869: HP: 660, STR: 974, VIT: 1531, SPD: 51, LUK: 1, Attack: 87502, Defense: 91309, Current HP: 660, A Avg: 109377, D Avg: 91309, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 868: HP: 640, STR: 3007, VIT: 1531, SPD: 51, LUK: 1, Attack: 88885, Defense: 91309, Current HP: 640, A Avg: 111106, D Avg: 91309, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 867: HP: 2111, STR: 500, VIT: 1532, SPD: 48, LUK: 1, Attack: 86144, Defense: 91310, Current HP: 2111, A Avg: 90451, D Avg: 91310, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 866: HP: 1624, STR: 574, VIT: 1534, SPD: 77, LUK: 1, Attack: 86426, Defense: 91312, Current HP: 1624, A Avg: 90747, D Avg: 91312, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 865: HP: 1662, STR: 985, VIT: 1534, SPD: 48, LUK: 1, Attack: 86837, Defense: 91312, Current HP: 1662, A Avg: 93349, D Avg: 91312, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 864: HP: 1345, STR: 585, VIT: 1540, SPD: 77, LUK: 1, Attack: 86229, Defense: 91318, Current HP: 1345, A Avg: 90540, D Avg: 91318, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 863: HP: 1383, STR: 852, VIT: 1540, SPD: 48, LUK: 1, Attack: 86496, Defense: 91318, Current HP: 1383, A Avg: 92983, D Avg: 91318, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 862: HP: 2764, STR: 1416, VIT: 4536, SPD: 48, LUK: 1, Attack: 89244, Defense: 91324, Current HP: 2764, A Avg: 93706, D Avg: 91324, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 861: HP: 2755, STR: 1424, VIT: 4536, SPD: 48, LUK: 1, Attack: 89252, Defense: 91324, Current HP: 2755, A Avg: 93714, D Avg: 91324, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 860: HP: 1472, STR: 1006, VIT: 1547, SPD: 57, LUK: 1, Attack: 84862, Defense: 91325, Current HP: 1472, A Avg: 89105, D Avg: 91325, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 859: HP: 836, STR: 966, VIT: 1547, SPD: 48, LUK: 2, Attack: 85754, Defense: 91325, Current HP: 836, A Avg: 90041, D Avg: 91325, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 858: HP: 608, STR: 1752, VIT: 1547, SPD: 48, LUK: 1, Attack: 86540, Defense: 91325, Current HP: 608, A Avg: 90867, D Avg: 91325, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 857: HP: 608, STR: 1059, VIT: 1547, SPD: 48, LUK: 2, Attack: 85847, Defense: 91325, Current HP: 608, A Avg: 90139, D Avg: 91325, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 856: HP: 1249, STR: 705, VIT: 1549, SPD: 54, LUK: 1, Attack: 86180, Defense: 91327, Current HP: 1249, A Avg: 90489, D Avg: 91327, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 855: HP: 1553, STR: 896, VIT: 1549, SPD: 54, LUK: 1, Attack: 85546, Defense: 91327, Current HP: 1553, A Avg: 89823, D Avg: 91327, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 854: HP: 1324, STR: 1094, VIT: 1550, SPD: 57, LUK: 1, Attack: 84996, Defense: 91328, Current HP: 1324, A Avg: 89245, D Avg: 91328, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 853: HP: 923, STR: 1198, VIT: 1553, SPD: 54, LUK: 1, Attack: 86036, Defense: 91331, Current HP: 923, A Avg: 90337, D Avg: 91331, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 852: HP: 1496, STR: 1632, VIT: 1553, SPD: 48, LUK: 2, Attack: 86132, Defense: 91331, Current HP: 1496, A Avg: 90438, D Avg: 91331, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 851: HP: 1178, STR: 3487, VIT: 1553, SPD: 48, LUK: 1, Attack: 87987, Defense: 91331, Current HP: 1178, A Avg: 92386, D Avg: 91331, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 850: HP: 1178, STR: 1724, VIT: 1553, SPD: 48, LUK: 2, Attack: 86224, Defense: 91331, Current HP: 1178, A Avg: 90535, D Avg: 91331, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 849: HP: 1472, STR: 1169, VIT: 1555, SPD: 57, LUK: 1, Attack: 85682, Defense: 91333, Current HP: 1472, A Avg: 89966, D Avg: 91333, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 848: HP: 928, STR: 918, VIT: 1555, SPD: 48, LUK: 1, Attack: 85706, Defense: 91333, Current HP: 928, A Avg: 89991, D Avg: 91333, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 847: HP: 646, STR: 918, VIT: 1555, SPD: 87, LUK: 1, Attack: 85706, Defense: 91333, Current HP: 646, A Avg: 89991, D Avg: 109599, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 846: HP: 1055, STR: 966, VIT: 1555, SPD: 48, LUK: 1, Attack: 85754, Defense: 91333, Current HP: 1055, A Avg: 90041, D Avg: 91333, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 845: HP: 1798, STR: 1584, VIT: 1561, SPD: 48, LUK: 1, Attack: 86084, Defense: 91339, Current HP: 1798, A Avg: 90388, D Avg: 91339, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 844: HP: 1216, STR: 1584, VIT: 1561, SPD: 87, LUK: 1, Attack: 86084, Defense: 91339, Current HP: 1216, A Avg: 90388, D Avg: 109606, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 843: HP: 2015, STR: 1632, VIT: 1561, SPD: 48, LUK: 1, Attack: 86132, Defense: 91339, Current HP: 2015, A Avg: 90438, D Avg: 91339, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 842: HP: 627, STR: 918, VIT: 1563, SPD: 77, LUK: 1, Attack: 85706, Defense: 91341, Current HP: 627, A Avg: 89991, D Avg: 91341, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 841: HP: 627, STR: 934, VIT: 1563, SPD: 48, LUK: 2, Attack: 85722, Defense: 91341, Current HP: 627, A Avg: 90008, D Avg: 91341, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 840: HP: 608, STR: 1722, VIT: 1563, SPD: 48, LUK: 1, Attack: 86510, Defense: 91341, Current HP: 608, A Avg: 90835, D Avg: 91341, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 839: HP: 1197, STR: 2178, VIT: 1569, SPD: 77, LUK: 1, Attack: 86678, Defense: 91347, Current HP: 1197, A Avg: 91011, D Avg: 91347, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 838: HP: 1197, STR: 1600, VIT: 1569, SPD: 48, LUK: 2, Attack: 86100, Defense: 91347, Current HP: 1197, A Avg: 90405, D Avg: 91347, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 837: HP: 1178, STR: 2625, VIT: 1569, SPD: 48, LUK: 1, Attack: 87125, Defense: 91347, Current HP: 1178, A Avg: 91481, D Avg: 91347, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 836: HP: 1073, STR: 926, VIT: 1571, SPD: 48, LUK: 1, Attack: 85714, Defense: 91349, Current HP: 1073, A Avg: 89999, D Avg: 91349, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 835: HP: 2755, STR: 1424, VIT: 4563, SPD: 48, LUK: 1, Attack: 89252, Defense: 91351, Current HP: 2755, A Avg: 93714, D Avg: 91351, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 834: HP: 3410, STR: 1416, VIT: 4563, SPD: 48, LUK: 1, Attack: 89244, Defense: 91351, Current HP: 3410, A Avg: 93706, D Avg: 91351, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 833: HP: 1943, STR: 1592, VIT: 1577, SPD: 48, LUK: 1, Attack: 86092, Defense: 91355, Current HP: 1943, A Avg: 90396, D Avg: 91355, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 832: HP: 665, STR: 918, VIT: 1579, SPD: 77, LUK: 1, Attack: 85706, Defense: 91357, Current HP: 665, A Avg: 89991, D Avg: 91357, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 831: HP: 703, STR: 1544, VIT: 1579, SPD: 48, LUK: 1, Attack: 86332, Defense: 91357, Current HP: 703, A Avg: 92806, D Avg: 91357, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 830: HP: 931, STR: 1661, VIT: 1579, SPD: 48, LUK: 1, Attack: 87539, Defense: 91357, Current HP: 931, A Avg: 91915, D Avg: 91357, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 829: HP: 893, STR: 2415, VIT: 1579, SPD: 48, LUK: 1, Attack: 87955, Defense: 91357, Current HP: 893, A Avg: 92352, D Avg: 91357, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 828: HP: 1249, STR: 1383, VIT: 1584, SPD: 54, LUK: 1, Attack: 86221, Defense: 91362, Current HP: 1249, A Avg: 90532, D Avg: 91362, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 827: HP: 1963, STR: 1164, VIT: 1584, SPD: 54, LUK: 1, Attack: 86087, Defense: 91362, Current HP: 1963, A Avg: 90391, D Avg: 91362, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 826: HP: 1235, STR: 1881, VIT: 1585, SPD: 77, LUK: 1, Attack: 86381, Defense: 91363, Current HP: 1235, A Avg: 90700, D Avg: 91363, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 825: HP: 1273, STR: 2625, VIT: 1585, SPD: 48, LUK: 1, Attack: 87125, Defense: 91363, Current HP: 1273, A Avg: 93659, D Avg: 91363, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 824: HP: 1216, STR: 930, VIT: 1593, SPD: 57, LUK: 1, Attack: 85118, Defense: 91371, Current HP: 1216, A Avg: 89373, D Avg: 91371, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 823: HP: 1168, STR: 1247, VIT: 1598, SPD: 57, LUK: 1, Attack: 85357, Defense: 91376, Current HP: 1168, A Avg: 89624, D Avg: 91376, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 822: HP: 1159, STR: 1156, VIT: 1600, SPD: 57, LUK: 1, Attack: 85156, Defense: 91378, Current HP: 1159, A Avg: 89413, D Avg: 91378, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 821: HP: 1453, STR: 1169, VIT: 1600, SPD: 57, LUK: 1, Attack: 85290, Defense: 91378, Current HP: 1453, A Avg: 89554, D Avg: 91378, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 820: HP: 1442, STR: 1393, VIT: 1600, SPD: 57, LUK: 1, Attack: 87141, Defense: 91378, Current HP: 1442, A Avg: 91498, D Avg: 91378, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 819: HP: 1472, STR: 1619, VIT: 1601, SPD: 57, LUK: 1, Attack: 85729, Defense: 91379, Current HP: 1472, A Avg: 90015, D Avg: 91379, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 818: HP: 1333, STR: 868, VIT: 1602, SPD: 54, LUK: 1, Attack: 86200, Defense: 91380, Current HP: 1333, A Avg: 90510, D Avg: 91380, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 817: HP: 1618, STR: 1325, VIT: 1604, SPD: 57, LUK: 1, Attack: 86291, Defense: 91382, Current HP: 1618, A Avg: 90605, D Avg: 91382, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 816: HP: 617, STR: 85, VIT: 1609, SPD: 48, LUK: 1, Attack: 83811, Defense: 91387, Current HP: 617, A Avg: 88001, D Avg: 91387, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 815: HP: 608, STR: 70, VIT: 1609, SPD: 48, LUK: 1, Attack: 83796, Defense: 91387, Current HP: 608, A Avg: 87985, D Avg: 91387, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 814: HP: 617, STR: 85, VIT: 1609, SPD: 48, LUK: 1, Attack: 83850, Defense: 91387, Current HP: 617, A Avg: 88042, D Avg: 91387, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 813: HP: 608, STR: 70, VIT: 1609, SPD: 48, LUK: 1, Attack: 83835, Defense: 91387, Current HP: 608, A Avg: 88026, D Avg: 91387, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 812: HP: 617, STR: 67, VIT: 1609, SPD: 48, LUK: 1, Attack: 83839, Defense: 91387, Current HP: 617, A Avg: 88030, D Avg: 91387, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 811: HP: 608, STR: 75, VIT: 1609, SPD: 48, LUK: 1, Attack: 83847, Defense: 91387, Current HP: 608, A Avg: 88039, D Avg: 91387, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 810: HP: 617, STR: 116, VIT: 1609, SPD: 48, LUK: 1, Attack: 83927, Defense: 91387, Current HP: 617, A Avg: 88123, D Avg: 91387, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 809: HP: 608, STR: 124, VIT: 1609, SPD: 48, LUK: 1, Attack: 83935, Defense: 91387, Current HP: 608, A Avg: 88131, D Avg: 91387, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 808: HP: 617, STR: 155, VIT: 1609, SPD: 48, LUK: 1, Attack: 83927, Defense: 91387, Current HP: 617, A Avg: 88123, D Avg: 91387, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 807: HP: 608, STR: 163, VIT: 1609, SPD: 48, LUK: 1, Attack: 83935, Defense: 91387, Current HP: 608, A Avg: 88131, D Avg: 91387, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 806: HP: 617, STR: 149, VIT: 1609, SPD: 48, LUK: 1, Attack: 83973, Defense: 91387, Current HP: 617, A Avg: 88171, D Avg: 91387, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 805: HP: 608, STR: 116, VIT: 1609, SPD: 48, LUK: 1, Attack: 83940, Defense: 91387, Current HP: 608, A Avg: 88137, D Avg: 91387, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
