Rank 1000: HP: 2248, STR: 612, VIT: 6949, SPD: 80, LUK: 1, Attack: 85578, Defense: 92619, Current HP: 2248, A Avg: 89856, D Avg: 92619, [Red Shark[134, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 903: HP: 2166, STR: 436, VIT: 7038, SPD: 80, LUK: 1, Attack: 84338, Defense: 92708, Current HP: 2166, A Avg: 88554, D Avg: 92708, [Daydream[132, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 902: HP: 3230, STR: 1154, VIT: 7038, SPD: 80, LUK: 1, Attack: 86837, Defense: 92708, Current HP: 3230, A Avg: 91178, D Avg: 92708, [Dancing[155, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 901: HP: 2109, STR: 1370, VIT: 7038, SPD: 80, LUK: 1, Attack: 86026, Defense: 92708, Current HP: 2109, A Avg: 90327, D Avg: 92708, [Penetra[161, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 900: HP: 2109, STR: 436, VIT: 7038, SPD: 80, LUK: 1, Attack: 85277, Defense: 92708, Current HP: 2109, A Avg: 89540, D Avg: 92708, [Grand Slam[163, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 899: HP: 2299, STR: 436, VIT: 7038, SPD: 80, LUK: 1, Attack: 85404, Defense: 92708, Current HP: 2299, A Avg: 89674, D Avg: 92708, [Cluster Bomb[170, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 898: HP: 2679, STR: 436, VIT: 7038, SPD: 80, LUK: 1, Attack: 92622, Defense: 92708, Current HP: 2679, A Avg: 97253, D Avg: 92708, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 897: HP: 7695, STR: 436, VIT: 7038, SPD: 80, LUK: 1, Attack: 85489, Defense: 92708, Current HP: 7695, A Avg: 89763, D Avg: 92708, [Common Key[174, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 896: HP: 2679, STR: 436, VIT: 7038, SPD: 80, LUK: 1, Attack: 86678, Defense: 92708, Current HP: 2679, A Avg: 91011, D Avg: 92708, [Droid Hammer[177, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 895: HP: 2109, STR: 2527, VIT: 7038, SPD: 80, LUK: 1, Attack: 87456, Defense: 92708, Current HP: 2109, A Avg: 91828, D Avg: 92708, [Jack Knife[185, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 894: HP: 2109, STR: 3768, VIT: 7038, SPD: 80, LUK: 1, Attack: 88346, Defense: 92708, Current HP: 2109, A Avg: 92763, D Avg: 92708, [Magical[187, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 893: HP: 2109, STR: 1023, VIT: 7038, SPD: 80, LUK: 1, Attack: 88074, Defense: 92708, Current HP: 2109, A Avg: 92477, D Avg: 92708, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 892: HP: 2109, STR: -111997, VIT: 7038, SPD: 80, LUK: 1, Attack: -12731, Defense: 92708, Current HP: 2109, A Avg: -13368, D Avg: 92708, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 891: HP: 2109, STR: 5559, VIT: 7038, SPD: 80, LUK: 1, Attack: 93220, Defense: 92708, Current HP: 2109, A Avg: 97881, D Avg: 92708, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 890: HP: 2479, STR: 2217, VIT: 2932, SPD: 95, LUK: 1, Attack: 87549, Defense: 92710, Current HP: 2479, A Avg: 91926, D Avg: 92710, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 889: HP: 1426, STR: 708, VIT: 7043, SPD: 80, LUK: 1, Attack: 84818, Defense: 92713, Current HP: 1426, A Avg: 89058, D Avg: 92713, [Dragon Killer[139, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 888: HP: 1417, STR: 532, VIT: 7043, SPD: 80, LUK: 1, Attack: 84642, Defense: 92713, Current HP: 1417, A Avg: 88874, D Avg: 92713, [Dragon Killer[139, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 887: HP: 1482, STR: 527, VIT: 7043, SPD: 80, LUK: 1, Attack: 85040, Defense: 92713, Current HP: 1482, A Avg: 89292, D Avg: 92713, [Volcano[142, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 886: HP: 1472, STR: 535, VIT: 7043, SPD: 80, LUK: 1, Attack: 85048, Defense: 92713, Current HP: 1472, A Avg: 89300, D Avg: 92713, [Volcano[142, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 885: HP: 1501, STR: 523, VIT: 7045, SPD: 80, LUK: 1, Attack: 86492, Defense: 92715, Current HP: 1501, A Avg: 90816, D Avg: 92715, [Fire Chariot[138, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 884: HP: 1491, STR: 719, VIT: 7045, SPD: 80, LUK: 1, Attack: 86688, Defense: 92715, Current HP: 1491, A Avg: 91022, D Avg: 92715, [Fire Chariot[138, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 883: HP: 2574, STR: 945, VIT: 7053, SPD: 80, LUK: 1, Attack: 84912, Defense: 92723, Current HP: 2574, A Avg: 89157, D Avg: 92723, [Phantom Sword[117, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 882: HP: 1558, STR: 278, VIT: 5158, SPD: 80, LUK: 1, Attack: 84666, Defense: 92726, Current HP: 1558, A Avg: 88899, D Avg: 92726, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 881: HP: 2024, STR: 270, VIT: 5158, SPD: 80, LUK: 1, Attack: 84658, Defense: 92726, Current HP: 2024, A Avg: 88890, D Avg: 92726, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 880: HP: 7144, STR: 2361, VIT: 5158, SPD: 80, LUK: 1, Attack: 90243, Defense: 92726, Current HP: 7144, A Avg: 94755, D Avg: 92726, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 879: HP: 8492, STR: 2352, VIT: 5158, SPD: 80, LUK: 1, Attack: 90234, Defense: 92726, Current HP: 8492, A Avg: 94745, D Avg: 92726, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 878: HP: 1558, STR: 1729, VIT: 5158, SPD: 80, LUK: 1, Attack: 87373, Defense: 92726, Current HP: 1558, A Avg: 91741, D Avg: 92726, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 877: HP: 2024, STR: 1269, VIT: 5158, SPD: 80, LUK: 1, Attack: 86913, Defense: 92726, Current HP: 2024, A Avg: 91258, D Avg: 92726, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 876: HP: 1947, STR: 700, VIT: 7058, SPD: 80, LUK: 1, Attack: 85798, Defense: 92728, Current HP: 1947, A Avg: 90087, D Avg: 92728, [Yggdrasil[126, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 875: HP: 1938, STR: 708, VIT: 7058, SPD: 80, LUK: 1, Attack: 85806, Defense: 92728, Current HP: 1938, A Avg: 90096, D Avg: 92728, [Yggdrasil[126, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 874: HP: 1320, STR: 283, VIT: 7058, SPD: 80, LUK: 1, Attack: 84471, Defense: 92728, Current HP: 1320, A Avg: 106433, D Avg: 92728, [Cagliostro[133, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 873: HP: 1482, STR: 841, VIT: 7058, SPD: 80, LUK: 1, Attack: 85666, Defense: 92728, Current HP: 1482, A Avg: 89949, D Avg: 92728, [Kraken[145, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 872: HP: 1472, STR: 630, VIT: 7058, SPD: 80, LUK: 1, Attack: 85455, Defense: 92728, Current HP: 1472, A Avg: 89727, D Avg: 92728, [Kraken[145, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 871: HP: 1539, STR: 525, VIT: 7058, SPD: 80, LUK: 1, Attack: 85337, Defense: 92728, Current HP: 1539, A Avg: 89603, D Avg: 92728, [Granada[150, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 870: HP: 1529, STR: 722, VIT: 7058, SPD: 80, LUK: 1, Attack: 85534, Defense: 92728, Current HP: 1529, A Avg: 89810, D Avg: 92728, [Granada[150, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 869: HP: 1083, STR: 1479, VIT: 2952, SPD: 80, LUK: 1, Attack: 87032, Defense: 92730, Current HP: 1083, A Avg: 91383, D Avg: 92730, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 868: HP: 1668, STR: 722, VIT: 7064, SPD: 80, LUK: 1, Attack: 84754, Defense: 92734, Current HP: 1668, A Avg: 88991, D Avg: 92734, [Alucard[146, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 867: HP: 1658, STR: 542, VIT: 7064, SPD: 80, LUK: 1, Attack: 84574, Defense: 92734, Current HP: 1658, A Avg: 88802, D Avg: 92734, [Alucard[146, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 866: HP: 2118, STR: 603, VIT: 7064, SPD: 80, LUK: 1, Attack: 84446, Defense: 92734, Current HP: 2118, A Avg: 88668, D Avg: 92734, [Salamander[110, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 865: HP: 2109, STR: 929, VIT: 7064, SPD: 80, LUK: 1, Attack: 85013, Defense: 92734, Current HP: 2109, A Avg: 89263, D Avg: 92734, [Phantom Scythe[116, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 864: HP: 2118, STR: 603, VIT: 7064, SPD: 80, LUK: 1, Attack: 84475, Defense: 92734, Current HP: 2118, A Avg: 88698, D Avg: 92734, [Undine[118, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 863: HP: 2118, STR: 603, VIT: 7064, SPD: 80, LUK: 1, Attack: 84502, Defense: 92734, Current HP: 2118, A Avg: 88727, D Avg: 92734, [Sylph[119, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 862: HP: 2118, STR: 603, VIT: 7064, SPD: 80, LUK: 1, Attack: 84529, Defense: 92734, Current HP: 2118, A Avg: 88755, D Avg: 92734, [Gnome[120, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 861: HP: 1501, STR: 251, VIT: 2956, SPD: 80, LUK: 1, Attack: 84107, Defense: 92734, Current HP: 1501, A Avg: 88312, D Avg: 92734, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 860: HP: 1491, STR: 259, VIT: 2956, SPD: 80, LUK: 1, Attack: 84115, Defense: 92734, Current HP: 1491, A Avg: 88320, D Avg: 92734, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 859: HP: 1265, STR: 627, VIT: 7066, SPD: 80, LUK: 1, Attack: 84737, Defense: 92736, Current HP: 1265, A Avg: 106768, D Avg: 92736, [Windmill[137, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 858: HP: 1694, STR: 2587, VIT: 2958, SPD: 80, LUK: 1, Attack: 92496, Defense: 92736, Current HP: 1694, A Avg: 116544, D Avg: 92736, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 857: HP: 1254, STR: 533, VIT: 7069, SPD: 80, LUK: 1, Attack: 84533, Defense: 92739, Current HP: 1254, A Avg: 106511, D Avg: 92739, [Kirisame[129, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 856: HP: 1815, STR: 542, VIT: 7069, SPD: 80, LUK: 1, Attack: 84663, Defense: 92739, Current HP: 1815, A Avg: 106675, D Avg: 92739, [Black Kirisame[130, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 855: HP: 1417, STR: 532, VIT: 7069, SPD: 80, LUK: 1, Attack: 84642, Defense: 92739, Current HP: 1417, A Avg: 88874, D Avg: 92739, [Dragon Killer[139, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 854: HP: 1861, STR: 523, VIT: 7069, SPD: 80, LUK: 1, Attack: 84633, Defense: 92739, Current HP: 1861, A Avg: 88864, D Avg: 92739, [Dragon Killer[139, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 853: HP: 1472, STR: 535, VIT: 7069, SPD: 80, LUK: 1, Attack: 85048, Defense: 92739, Current HP: 1472, A Avg: 89300, D Avg: 92739, [Volcano[142, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 852: HP: 1925, STR: 527, VIT: 7069, SPD: 80, LUK: 1, Attack: 85040, Defense: 92739, Current HP: 1925, A Avg: 89292, D Avg: 92739, [Volcano[142, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 851: HP: 1801, STR: 790, VIT: 7069, SPD: 80, LUK: 1, Attack: 86538, Defense: 92739, Current HP: 1801, A Avg: 109037, D Avg: 92739, [Scythe of the Grim Reaper[148, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 850: HP: 1276, STR: 337, VIT: 2961, SPD: 80, LUK: 1, Attack: 84239, Defense: 92739, Current HP: 1276, A Avg: 88450, D Avg: 92739, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 849: HP: 1267, STR: 475, VIT: 2961, SPD: 80, LUK: 1, Attack: 84377, Defense: 92739, Current HP: 1267, A Avg: 88595, D Avg: 92739, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 848: HP: 1491, STR: 532, VIT: 7071, SPD: 80, LUK: 1, Attack: 86501, Defense: 92741, Current HP: 1491, A Avg: 90826, D Avg: 92741, [Fire Chariot[138, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 847: HP: 1947, STR: 523, VIT: 7071, SPD: 80, LUK: 1, Attack: 86492, Defense: 92741, Current HP: 1947, A Avg: 90816, D Avg: 92741, [Fire Chariot[138, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 846: HP: 1837, STR: 542, VIT: 7071, SPD: 80, LUK: 1, Attack: 84652, Defense: 92741, Current HP: 1837, A Avg: 106661, D Avg: 92741, [Serpent[144, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 845: HP: 2138, STR: 712, VIT: 7077, SPD: 80, LUK: 1, Attack: 85678, Defense: 92747, Current HP: 2138, A Avg: 107954, D Avg: 92747, [Red Shark[134, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 844: HP: 2147, STR: 462, VIT: 7077, SPD: 80, LUK: 1, Attack: 88629, Defense: 92747, Current HP: 2147, A Avg: 93060, D Avg: 92747, [Basic[169, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 843: HP: 1501, STR: 572, VIT: 2969, SPD: 80, LUK: 1, Attack: 85085, Defense: 92747, Current HP: 1501, A Avg: 89339, D Avg: 92747, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 842: HP: 1491, STR: 424, VIT: 2969, SPD: 80, LUK: 1, Attack: 84937, Defense: 92747, Current HP: 1491, A Avg: 89183, D Avg: 92747, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 841: HP: 1938, STR: 708, VIT: 7084, SPD: 80, LUK: 1, Attack: 85806, Defense: 92754, Current HP: 1938, A Avg: 90096, D Avg: 92754, [Yggdrasil[126, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 840: HP: 2464, STR: 700, VIT: 7084, SPD: 80, LUK: 1, Attack: 85798, Defense: 92754, Current HP: 2464, A Avg: 90087, D Avg: 92754, [Yggdrasil[126, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 839: HP: 1472, STR: 630, VIT: 7084, SPD: 80, LUK: 1, Attack: 85455, Defense: 92754, Current HP: 1472, A Avg: 89727, D Avg: 92754, [Kraken[145, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 838: HP: 1925, STR: 622, VIT: 7084, SPD: 80, LUK: 1, Attack: 85447, Defense: 92754, Current HP: 1925, A Avg: 89719, D Avg: 92754, [Kraken[145, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 837: HP: 1529, STR: 533, VIT: 7084, SPD: 80, LUK: 1, Attack: 85345, Defense: 92754, Current HP: 1529, A Avg: 89612, D Avg: 92754, [Granada[150, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 836: HP: 1991, STR: 525, VIT: 7084, SPD: 80, LUK: 1, Attack: 85337, Defense: 92754, Current HP: 1991, A Avg: 89603, D Avg: 92754, [Granada[150, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 835: HP: 2332, STR: 533, VIT: 7084, SPD: 80, LUK: 1, Attack: 84851, Defense: 92754, Current HP: 2332, A Avg: 106912, D Avg: 92754, [Ruby Knuckle[151, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 834: HP: 1658, STR: 542, VIT: 7090, SPD: 80, LUK: 1, Attack: 84574, Defense: 92760, Current HP: 1658, A Avg: 88802, D Avg: 92760, [Alucard[146, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 833: HP: 2140, STR: 533, VIT: 7090, SPD: 80, LUK: 1, Attack: 84565, Defense: 92760, Current HP: 2140, A Avg: 88793, D Avg: 92760, [Alucard[146, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 832: HP: 1254, STR: 353, VIT: 2982, SPD: 80, LUK: 1, Attack: 84229, Defense: 92760, Current HP: 1254, A Avg: 106128, D Avg: 92760, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 831: HP: 1793, STR: 345, VIT: 2982, SPD: 80, LUK: 1, Attack: 84370, Defense: 92760, Current HP: 1793, A Avg: 106306, D Avg: 92760, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 830: HP: 1254, STR: 440, VIT: 2982, SPD: 80, LUK: 1, Attack: 84589, Defense: 92760, Current HP: 1254, A Avg: 106582, D Avg: 92760, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 829: HP: 1491, STR: 259, VIT: 2982, SPD: 80, LUK: 1, Attack: 84115, Defense: 92760, Current HP: 1491, A Avg: 88320, D Avg: 92760, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 828: HP: 1947, STR: 251, VIT: 2982, SPD: 80, LUK: 1, Attack: 84107, Defense: 92760, Current HP: 1947, A Avg: 88312, D Avg: 92760, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 827: HP: 1269, STR: 353, VIT: 2982, SPD: 80, LUK: 1, Attack: 84169, Defense: 92760, Current HP: 1269, A Avg: 106052, D Avg: 92760, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 826: HP: 1276, STR: 424, VIT: 2982, SPD: 80, LUK: 1, Attack: 84417, Defense: 92760, Current HP: 1276, A Avg: 106365, D Avg: 92760, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 825: HP: 1489, STR: 356, VIT: 2984, SPD: 80, LUK: 1, Attack: 84154, Defense: 92762, Current HP: 1489, A Avg: 106034, D Avg: 92762, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 824: HP: 2140, STR: 2629, VIT: 2985, SPD: 85, LUK: 1, Attack: 87963, Defense: 92763, Current HP: 2140, A Avg: 109953, D Avg: 92763, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 823: HP: 1267, STR: 345, VIT: 2987, SPD: 80, LUK: 1, Attack: 84247, Defense: 92765, Current HP: 1267, A Avg: 88459, D Avg: 92765, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 822: HP: 1687, STR: 337, VIT: 2987, SPD: 80, LUK: 1, Attack: 84239, Defense: 92765, Current HP: 1687, A Avg: 88450, D Avg: 92765, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 821: HP: 1271, STR: 353, VIT: 2987, SPD: 80, LUK: 1, Attack: 84359, Defense: 92765, Current HP: 1271, A Avg: 106292, D Avg: 92765, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 820: HP: 1491, STR: 424, VIT: 2995, SPD: 80, LUK: 1, Attack: 84937, Defense: 92773, Current HP: 1491, A Avg: 89183, D Avg: 92773, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 819: HP: 1947, STR: 416, VIT: 2995, SPD: 80, LUK: 1, Attack: 84929, Defense: 92773, Current HP: 1947, A Avg: 89175, D Avg: 92773, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 818: HP: 1311, STR: 2393, VIT: 2998, SPD: 80, LUK: 1, Attack: 88882, Defense: 92776, Current HP: 1311, A Avg: 93326, D Avg: 92776, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 817: HP: 1815, STR: 1001, VIT: 7110, SPD: 80, LUK: 1, Attack: 85735, Defense: 92780, Current HP: 1815, A Avg: 108026, D Avg: 92780, [Irruption[154, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 816: HP: 4031, STR: 4442, VIT: 7113, SPD: 90, LUK: 1, Attack: 92270, Defense: 92783, Current HP: 4031, A Avg: 96883, D Avg: 92783, [Stargazer[183, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 815: HP: 2646, STR: 3236, VIT: 3006, SPD: 95, LUK: 1, Attack: 88279, Defense: 92784, Current HP: 2646, A Avg: 92692, D Avg: 92784, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 814: HP: 1815, STR: 518, VIT: 3008, SPD: 80, LUK: 1, Attack: 85200, Defense: 92786, Current HP: 1815, A Avg: 107352, D Avg: 92786, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 813: HP: 2888, STR: 2727, VIT: 3011, SPD: 95, LUK: 1, Attack: 89073, Defense: 92789, Current HP: 2888, A Avg: 93526, D Avg: 92789, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 812: HP: 1595, STR: 3320, VIT: 3016, SPD: 90, LUK: 1, Attack: 89198, Defense: 92794, Current HP: 1595, A Avg: 93657, D Avg: 92794, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 811: HP: 1553, STR: 4692, VIT: 3016, SPD: 90, LUK: 1, Attack: 90232, Defense: 92794, Current HP: 1553, A Avg: 94743, D Avg: 92794, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 810: HP: 1040, STR: 1644, VIT: 3020, SPD: 85, LUK: 1, Attack: 87197, Defense: 92798, Current HP: 1040, A Avg: 108996, D Avg: 92798, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 809: HP: 2489, STR: 4038, VIT: 7142, SPD: 80, LUK: 1, Attack: 93947, Defense: 92812, Current HP: 2489, A Avg: 98644, D Avg: 92812, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 808: HP: 1482, STR: 525, VIT: 7160, SPD: 80, LUK: 1, Attack: 84466, Defense: 92830, Current HP: 1482, A Avg: 88689, D Avg: 92830, [Rusty Knife[156, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
