Rank 1000: HP: 1396, STR: 484, VIT: 418243, SPD: 36, LUK: 1, Attack: 85407, Defense: 502106, Current HP: 1396, A Avg: 89677, D Avg: 502106, [Pangaea[164, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 902: HP: 1606, STR: 194, VIT: 418040, SPD: 36, LUK: 1, Attack: 86436, Defense: 502280, Current HP: 1606, A Avg: 90757, D Avg: 502280, [Droid Hammer[177, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 901: HP: 976, STR: 1328, VIT: 418040, SPD: 36, LUK: 1, Attack: 86257, Defense: 502280, Current HP: 976, A Avg: 90569, D Avg: 502280, [Jack Knife[185, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 900: HP: 976, STR: 1562, VIT: 418040, SPD: 36, LUK: 1, Attack: 86140, Defense: 502280, Current HP: 976, A Avg: 90447, D Avg: 502280, [Magical[187, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 899: HP: 976, STR: 545, VIT: 418040, SPD: 36, LUK: 1, Attack: 87596, Defense: 502280, Current HP: 976, A Avg: 91975, D Avg: 502280, [Tekken[188, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 898: HP: 976, STR: -33972, VIT: 418040, SPD: 36, LUK: 1, Attack: 65294, Defense: 502280, Current HP: 976, A Avg: 68558, D Avg: 502280, [Sword of Evil[189, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 897: HP: 976, STR: 1922, VIT: 418040, SPD: 36, LUK: 1, Attack: 89583, Defense: 502280, Current HP: 976, A Avg: 94062, D Avg: 502280, [Neural Edge[190, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 896: HP: 1054, STR: 469, VIT: 418354, SPD: 36, LUK: 1, Attack: 86997, Defense: 502282, Current HP: 1054, A Avg: 91346, D Avg: 502282, [Moon Knuckle[153, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 895: HP: 1033, STR: 1339, VIT: 418354, SPD: 36, LUK: 1, Attack: 87217, Defense: 502282, Current HP: 1033, A Avg: 91577, D Avg: 502282, [Blue Sword[180, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 894: HP: 1096, STR: 315, VIT: 418342, SPD: 36, LUK: 1, Attack: 85790, Defense: 502283, Current HP: 1096, A Avg: 90079, D Avg: 502283, [Elemental[121, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 893: HP: 1295, STR: 401, VIT: 418342, SPD: 36, LUK: 1, Attack: 85051, Defense: 502283, Current HP: 1295, A Avg: 89303, D Avg: 502283, [Diamond Knuckle[152, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 892: HP: 3086, STR: 2489, VIT: 418423, SPD: 36, LUK: 1, Attack: 88302, Defense: 502286, Current HP: 3086, A Avg: 92717, D Avg: 502286, [Spear of Regression[182, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 891: HP: 875, STR: 523, VIT: 418348, SPD: 36, LUK: 1, Attack: 85361, Defense: 502289, Current HP: 875, A Avg: 89629, D Avg: 502289, [Classic[168, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 890: HP: 923, STR: 826, VIT: 418423, SPD: 36, LUK: 1, Attack: 86704, Defense: 502292, Current HP: 923, A Avg: 91039, D Avg: 502292, [God Hand[179, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 889: HP: 881, STR: 1168, VIT: 418423, SPD: 36, LUK: 1, Attack: 86708, Defense: 502292, Current HP: 881, A Avg: 91043, D Avg: 502292, [Zodiac[184, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 888: HP: 1417, STR: 322, VIT: 418490, SPD: 36, LUK: 1, Attack: 85030, Defense: 502294, Current HP: 1417, A Avg: 89281, D Avg: 502294, [Thin Blade[158, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 887: HP: 776, STR: 469, VIT: 418368, SPD: 36, LUK: 1, Attack: 86997, Defense: 502296, Current HP: 776, A Avg: 91346, D Avg: 502296, [Moon Knuckle[153, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 886: HP: 755, STR: 1339, VIT: 418368, SPD: 36, LUK: 1, Attack: 87217, Defense: 502296, Current HP: 755, A Avg: 91577, D Avg: 502296, [Blue Sword[180, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 885: HP: 1175, STR: 309, VIT: 418058, SPD: 36, LUK: 1, Attack: 84276, Defense: 502298, Current HP: 1175, A Avg: 88489, D Avg: 502298, [Phantom Sword[117, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 884: HP: 913, STR: 469, VIT: 418464, SPD: 36, LUK: 1, Attack: 86997, Defense: 502301, Current HP: 913, A Avg: 91346, D Avg: 502301, [Moon Knuckle[153, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 883: HP: 892, STR: 1339, VIT: 418464, SPD: 36, LUK: 1, Attack: 87217, Defense: 502301, Current HP: 892, A Avg: 91577, D Avg: 502301, [Blue Sword[180, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 882: HP: 1171, STR: 464, VIT: 418501, SPD: 36, LUK: 1, Attack: 86108, Defense: 502305, Current HP: 1171, A Avg: 90413, D Avg: 502305, [Gladius[162, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 881: HP: 1096, STR: 606, VIT: 418368, SPD: 36, LUK: 1, Attack: 85444, Defense: 502309, Current HP: 1096, A Avg: 89716, D Avg: 502309, [Willow Blade[157, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 880: HP: 1600, STR: 502, VIT: 418368, SPD: 36, LUK: 1, Attack: 85425, Defense: 502309, Current HP: 1600, A Avg: 89696, D Avg: 502309, [Pangaea[164, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 879: HP: 986, STR: 262, VIT: 418069, SPD: 36, LUK: 1, Attack: 84105, Defense: 502309, Current HP: 986, A Avg: 88310, D Avg: 502309, [Salamander[110, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 878: HP: 976, STR: 297, VIT: 418069, SPD: 36, LUK: 1, Attack: 84381, Defense: 502309, Current HP: 976, A Avg: 88600, D Avg: 502309, [Phantom Scythe[116, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 877: HP: 986, STR: 262, VIT: 418069, SPD: 36, LUK: 1, Attack: 84134, Defense: 502309, Current HP: 986, A Avg: 88340, D Avg: 502309, [Undine[118, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 876: HP: 986, STR: 262, VIT: 418069, SPD: 36, LUK: 1, Attack: 84161, Defense: 502309, Current HP: 986, A Avg: 88369, D Avg: 502309, [Sylph[119, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 875: HP: 986, STR: 262, VIT: 418069, SPD: 36, LUK: 1, Attack: 84188, Defense: 502309, Current HP: 986, A Avg: 88397, D Avg: 502309, [Gnome[120, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 874: HP: 1417, STR: 538, VIT: 418519, SPD: 36, LUK: 1, Attack: 86390, Defense: 502323, Current HP: 1417, A Avg: 90709, D Avg: 502323, [Santoku[159, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 873: HP: 1018, STR: 221, VIT: 418084, SPD: 36, LUK: 1, Attack: 88388, Defense: 502324, Current HP: 1018, A Avg: 92807, D Avg: 502324, [Basic[169, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 872: HP: 923, STR: 826, VIT: 418464, SPD: 36, LUK: 1, Attack: 86704, Defense: 502327, Current HP: 923, A Avg: 91039, D Avg: 502327, [God Hand[179, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 871: HP: 881, STR: 1168, VIT: 418464, SPD: 36, LUK: 1, Attack: 86708, Defense: 502327, Current HP: 881, A Avg: 91043, D Avg: 502327, [Zodiac[184, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 870: HP: 976, STR: 271, VIT: 418095, SPD: 36, LUK: 1, Attack: 84147, Defense: 502335, Current HP: 976, A Avg: 88354, D Avg: 502335, [Tornado[111, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 869: HP: 1175, STR: 262, VIT: 418095, SPD: 36, LUK: 1, Attack: 84287, Defense: 502335, Current HP: 1175, A Avg: 88501, D Avg: 502335, [Fairy Sword[113, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 868: HP: 976, STR: 315, VIT: 418095, SPD: 36, LUK: 1, Attack: 84464, Defense: 502335, Current HP: 976, A Avg: 88687, D Avg: 502335, [Giant Tornado[114, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 867: HP: 991, STR: 271, VIT: 418095, SPD: 36, LUK: 1, Attack: 84087, Defense: 502335, Current HP: 991, A Avg: 88291, D Avg: 502335, [Hand Axe[140, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 866: HP: 997, STR: 297, VIT: 418095, SPD: 36, LUK: 1, Attack: 84290, Defense: 502335, Current HP: 997, A Avg: 88504, D Avg: 502335, [Wooden Boomerang[167, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 865: HP: 1180, STR: 383, VIT: 418397, SPD: 36, LUK: 1, Attack: 85715, Defense: 502338, Current HP: 1180, A Avg: 90000, D Avg: 502338, [Tower[149, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 864: HP: 1075, STR: 275, VIT: 418098, SPD: 36, LUK: 1, Attack: 84073, Defense: 502338, Current HP: 1075, A Avg: 88276, D Avg: 502338, [Ninja[135, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 863: HP: 3086, STR: 2489, VIT: 418452, SPD: 36, LUK: 1, Attack: 88302, Defense: 502341, Current HP: 3086, A Avg: 92717, D Avg: 502341, [Spear of Regression[182, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 862: HP: 993, STR: 271, VIT: 418101, SPD: 36, LUK: 1, Attack: 84277, Defense: 502341, Current HP: 993, A Avg: 88490, D Avg: 502341, [Crescent[141, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 861: HP: 671, STR: 835, VIT: 418542, SPD: 36, LUK: 1, Attack: 85623, Defense: 502346, Current HP: 671, A Avg: 89904, D Avg: 502346, [Pulse Knife[165, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 860: HP: 1417, STR: 322, VIT: 418481, SPD: 36, LUK: 1, Attack: 85030, Defense: 502350, Current HP: 1417, A Avg: 89281, D Avg: 502350, [Thin Blade[158, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 859: HP: 3448, STR: 2489, VIT: 418423, SPD: 36, LUK: 1, Attack: 88302, Defense: 502351, Current HP: 3448, A Avg: 92717, D Avg: 502351, [Spear of Regression[182, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 858: HP: 1171, STR: 464, VIT: 418493, SPD: 36, LUK: 1, Attack: 86108, Defense: 502362, Current HP: 1171, A Avg: 90413, D Avg: 502362, [Gladius[162, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 857: HP: 1196, STR: 349, VIT: 418124, SPD: 36, LUK: 1, Attack: 85031, Defense: 502364, Current HP: 1196, A Avg: 89282, D Avg: 502364, [Thunder Whip[143, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 856: HP: 3170, STR: 2489, VIT: 418438, SPD: 36, LUK: 1, Attack: 88302, Defense: 502366, Current HP: 3170, A Avg: 92717, D Avg: 502366, [Spear of Regression[182, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 855: HP: 3307, STR: 2489, VIT: 418533, SPD: 36, LUK: 1, Attack: 88302, Defense: 502370, Current HP: 3307, A Avg: 92717, D Avg: 502370, [Spear of Regression[182, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 854: HP: 1417, STR: 538, VIT: 418510, SPD: 36, LUK: 1, Attack: 86390, Defense: 502379, Current HP: 1417, A Avg: 90709, D Avg: 502379, [Santoku[159, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 853: HP: 923, STR: 826, VIT: 418493, SPD: 36, LUK: 1, Attack: 86704, Defense: 502382, Current HP: 923, A Avg: 91039, D Avg: 502382, [God Hand[179, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 852: HP: 881, STR: 1168, VIT: 418493, SPD: 36, LUK: 1, Attack: 86708, Defense: 502382, Current HP: 881, A Avg: 91043, D Avg: 502382, [Zodiac[184, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 851: HP: 1238, STR: 412, VIT: 418443, SPD: 36, LUK: 1, Attack: 85455, Defense: 502384, Current HP: 1238, A Avg: 89727, D Avg: 502384, [White Snake[160, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 850: HP: 1417, STR: 322, VIT: 418522, SPD: 36, LUK: 1, Attack: 85030, Defense: 502385, Current HP: 1417, A Avg: 89281, D Avg: 502385, [Thin Blade[158, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 849: HP: 1217, STR: 262, VIT: 418151, SPD: 36, LUK: 1, Attack: 84118, Defense: 502391, Current HP: 1217, A Avg: 88323, D Avg: 502391, [Emerald Sword[115, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 848: HP: 1285, STR: 826, VIT: 418464, SPD: 36, LUK: 1, Attack: 86704, Defense: 502392, Current HP: 1285, A Avg: 91039, D Avg: 502392, [God Hand[179, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 847: HP: 1243, STR: 1168, VIT: 418464, SPD: 36, LUK: 1, Attack: 86708, Defense: 502392, Current HP: 1243, A Avg: 91043, D Avg: 502392, [Zodiac[184, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 846: HP: 1316, STR: 520, VIT: 418452, SPD: 36, LUK: 1, Attack: 86866, Defense: 502393, Current HP: 1316, A Avg: 91209, D Avg: 502393, [Progress[147, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 845: HP: 1171, STR: 464, VIT: 418533, SPD: 36, LUK: 1, Attack: 86108, Defense: 502396, Current HP: 1171, A Avg: 90413, D Avg: 502396, [Gladius[162, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 844: HP: 1096, STR: 306, VIT: 418156, SPD: 36, LUK: 1, Attack: 84208, Defense: 502396, Current HP: 1096, A Avg: 88418, D Avg: 502396, [Crossed Shuriken[136, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 843: HP: 1396, STR: 1974, VIT: 418156, SPD: 36, LUK: 1, Attack: 91883, Defense: 502396, Current HP: 1396, A Avg: 96477, D Avg: 502396, [Spectral Sword Shigure[172, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 842: HP: 671, STR: 835, VIT: 418533, SPD: 36, LUK: 1, Attack: 85623, Defense: 502402, Current HP: 671, A Avg: 89904, D Avg: 502402, [Pulse Knife[165, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 841: HP: 1217, STR: 340, VIT: 418165, SPD: 36, LUK: 1, Attack: 84853, Defense: 502405, Current HP: 1217, A Avg: 89095, D Avg: 502405, [Maximum Iron Mass[123, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 840: HP: 1007, STR: 826, VIT: 418478, SPD: 36, LUK: 1, Attack: 86704, Defense: 502406, Current HP: 1007, A Avg: 91039, D Avg: 502406, [God Hand[179, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 839: HP: 965, STR: 1168, VIT: 418478, SPD: 36, LUK: 1, Attack: 86708, Defense: 502406, Current HP: 965, A Avg: 91043, D Avg: 502406, [Zodiac[184, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 838: HP: 1144, STR: 826, VIT: 418574, SPD: 36, LUK: 1, Attack: 86704, Defense: 502411, Current HP: 1144, A Avg: 91039, D Avg: 502411, [God Hand[179, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 837: HP: 1102, STR: 1168, VIT: 418574, SPD: 36, LUK: 1, Attack: 86708, Defense: 502411, Current HP: 1102, A Avg: 91043, D Avg: 502411, [Zodiac[184, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 836: HP: 1417, STR: 538, VIT: 418551, SPD: 36, LUK: 1, Attack: 86390, Defense: 502414, Current HP: 1417, A Avg: 90709, D Avg: 502414, [Santoku[159, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 835: HP: 896, STR: 487, VIT: 418478, SPD: 36, LUK: 1, Attack: 87015, Defense: 502419, Current HP: 896, A Avg: 91365, D Avg: 502419, [Moon Knuckle[153, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 834: HP: 875, STR: 1357, VIT: 418478, SPD: 36, LUK: 1, Attack: 87235, Defense: 502419, Current HP: 875, A Avg: 91596, D Avg: 502419, [Blue Sword[180, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 833: HP: 671, STR: 835, VIT: 418574, SPD: 36, LUK: 1, Attack: 85623, Defense: 502437, Current HP: 671, A Avg: 89904, D Avg: 502437, [Pulse Knife[165, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 832: HP: 1417, STR: 322, VIT: 418551, SPD: 36, LUK: 1, Attack: 85030, Defense: 502440, Current HP: 1417, A Avg: 89281, D Avg: 502440, [Thin Blade[158, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 831: HP: 1039, STR: 228, VIT: 418206, SPD: 36, LUK: 1, Attack: 84416, Defense: 502446, Current HP: 1039, A Avg: 88636, D Avg: 502446, [Cagliostro[133, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 830: HP: 1778, STR: 322, VIT: 418522, SPD: 36, LUK: 1, Attack: 85030, Defense: 502450, Current HP: 1778, A Avg: 89281, D Avg: 502450, [Thin Blade[158, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 829: HP: 1171, STR: 464, VIT: 418562, SPD: 36, LUK: 1, Attack: 86108, Defense: 502451, Current HP: 1171, A Avg: 90413, D Avg: 502451, [Gladius[162, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 828: HP: 986, STR: 376, VIT: 418214, SPD: 36, LUK: 1, Attack: 84486, Defense: 502454, Current HP: 986, A Avg: 88710, D Avg: 502454, [Windmill[137, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 827: HP: 976, STR: 331, VIT: 418217, SPD: 36, LUK: 1, Attack: 84331, Defense: 502457, Current HP: 976, A Avg: 88547, D Avg: 502457, [Kirisame[129, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 826: HP: 1196, STR: 340, VIT: 418217, SPD: 36, LUK: 1, Attack: 84461, Defense: 502457, Current HP: 1196, A Avg: 88684, D Avg: 502457, [Black Kirisame[130, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 825: HP: 1184, STR: 441, VIT: 418217, SPD: 36, LUK: 1, Attack: 86189, Defense: 502457, Current HP: 1184, A Avg: 90498, D Avg: 502457, [Scythe of the Grim Reaper[148, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 824: HP: 1217, STR: 340, VIT: 418220, SPD: 36, LUK: 1, Attack: 84450, Defense: 502460, Current HP: 1217, A Avg: 88672, D Avg: 502460, [Serpent[144, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 823: HP: 1532, STR: 464, VIT: 418533, SPD: 36, LUK: 1, Attack: 86108, Defense: 502461, Current HP: 1532, A Avg: 90413, D Avg: 502461, [Gladius[162, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 822: HP: 1501, STR: 322, VIT: 418536, SPD: 36, LUK: 1, Attack: 85030, Defense: 502464, Current HP: 1501, A Avg: 89281, D Avg: 502464, [Thin Blade[158, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 821: HP: 1316, STR: 412, VIT: 418226, SPD: 36, LUK: 1, Attack: 85378, Defense: 502466, Current HP: 1316, A Avg: 89646, D Avg: 502466, [Red Shark[134, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 820: HP: 1637, STR: 322, VIT: 418632, SPD: 36, LUK: 1, Attack: 85030, Defense: 502469, Current HP: 1637, A Avg: 89281, D Avg: 502469, [Thin Blade[158, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 819: HP: 1417, STR: 538, VIT: 418580, SPD: 36, LUK: 1, Attack: 86390, Defense: 502469, Current HP: 1417, A Avg: 90709, D Avg: 502469, [Santoku[159, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 818: HP: 1301, STR: 1512, VIT: 418670, SPD: 36, LUK: 1, Attack: 86012, Defense: 502474, Current HP: 1301, A Avg: 90312, D Avg: 502474, [Divine Dragon Sword[181, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 817: HP: 1375, STR: 331, VIT: 418235, SPD: 36, LUK: 1, Attack: 84649, Defense: 502475, Current HP: 1375, A Avg: 88881, D Avg: 502475, [Ruby Knuckle[151, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 816: HP: 1255, STR: 464, VIT: 418548, SPD: 36, LUK: 1, Attack: 86108, Defense: 502476, Current HP: 1255, A Avg: 90413, D Avg: 502476, [Gladius[162, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 815: HP: 1778, STR: 538, VIT: 418551, SPD: 36, LUK: 1, Attack: 86390, Defense: 502479, Current HP: 1778, A Avg: 90709, D Avg: 502479, [Santoku[159, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 814: HP: 1392, STR: 464, VIT: 418644, SPD: 36, LUK: 1, Attack: 86108, Defense: 502481, Current HP: 1392, A Avg: 90413, D Avg: 502481, [Gladius[162, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 813: HP: 1196, STR: 871, VIT: 418684, SPD: 36, LUK: 1, Attack: 86205, Defense: 502488, Current HP: 1196, A Avg: 90515, D Avg: 502488, [Impulse[166, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 812: HP: 3290, STR: 2507, VIT: 418548, SPD: 36, LUK: 1, Attack: 88320, Defense: 502489, Current HP: 3290, A Avg: 92736, D Avg: 502489, [Spear of Regression[182, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 811: HP: 671, STR: 835, VIT: 418603, SPD: 36, LUK: 1, Attack: 85623, Defense: 502492, Current HP: 671, A Avg: 89904, D Avg: 502492, [Pulse Knife[165, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
