Rank 1000: HP: 2166, STR: 2391, VIT: 2441, SPD: 85, LUK: 1, Attack: 87125, Defense: 92219, Current HP: 2166, A Avg: 91481, D Avg: 92219, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 902: HP: 1738, STR: 308, VIT: 2469, SPD: 72, LUK: 1, Attack: 84275, Defense: 92247, Current HP: 1738, A Avg: 88488, D Avg: 92247, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 901: HP: 2400, STR: 1576, VIT: 2471, SPD: 76, LUK: 1, Attack: 87428, Defense: 92249, Current HP: 2400, A Avg: 109285, D Avg: 92249, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 900: HP: 1862, STR: 1334, VIT: 2473, SPD: 116, LUK: 1, Attack: 86668, Defense: 92251, Current HP: 1862, A Avg: 91001, D Avg: 92251, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 899: HP: 1862, STR: 1350, VIT: 2473, SPD: 72, LUK: 2, Attack: 86684, Defense: 92251, Current HP: 1862, A Avg: 91018, D Avg: 92251, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 898: HP: 1843, STR: 2476, VIT: 2473, SPD: 72, LUK: 1, Attack: 87810, Defense: 92251, Current HP: 1843, A Avg: 92200, D Avg: 92251, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 897: HP: 2169, STR: 644, VIT: 6583, SPD: 72, LUK: 1, Attack: 84546, Defense: 92253, Current HP: 2169, A Avg: 88773, D Avg: 92253, [Crossed Shuriken[136, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 896: HP: 1540, STR: 3645, VIT: 2475, SPD: 76, LUK: 1, Attack: 88145, Defense: 92253, Current HP: 1540, A Avg: 110181, D Avg: 92253, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 895: HP: 1463, STR: 270, VIT: 4690, SPD: 72, LUK: 1, Attack: 84658, Defense: 92258, Current HP: 1463, A Avg: 88890, D Avg: 92258, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 894: HP: 1914, STR: 261, VIT: 4690, SPD: 72, LUK: 1, Attack: 84649, Defense: 92258, Current HP: 1914, A Avg: 88881, D Avg: 92258, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 893: HP: 6479, STR: 2140, VIT: 4690, SPD: 72, LUK: 1, Attack: 90022, Defense: 92258, Current HP: 6479, A Avg: 94523, D Avg: 92258, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 892: HP: 7722, STR: 2131, VIT: 4690, SPD: 72, LUK: 1, Attack: 90013, Defense: 92258, Current HP: 7722, A Avg: 94513, D Avg: 92258, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 891: HP: 1463, STR: 1580, VIT: 4690, SPD: 72, LUK: 1, Attack: 87224, Defense: 92258, Current HP: 1463, A Avg: 91585, D Avg: 92258, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 890: HP: 1914, STR: 1159, VIT: 4690, SPD: 72, LUK: 1, Attack: 86803, Defense: 92258, Current HP: 1914, A Avg: 91143, D Avg: 92258, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 889: HP: 902, STR: 470, VIT: 2480, SPD: 72, LUK: 1, Attack: 84313, Defense: 92258, Current HP: 902, A Avg: 88528, D Avg: 92258, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 888: HP: 1265, STR: 227, VIT: 2480, SPD: 72, LUK: 1, Attack: 84070, Defense: 92258, Current HP: 1265, A Avg: 88273, D Avg: 92258, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 887: HP: 893, STR: 305, VIT: 2480, SPD: 72, LUK: 1, Attack: 84389, Defense: 92258, Current HP: 893, A Avg: 88608, D Avg: 92258, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 886: HP: 1254, STR: 483, VIT: 2480, SPD: 72, LUK: 1, Attack: 84567, Defense: 92258, Current HP: 1254, A Avg: 88795, D Avg: 92258, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 885: HP: 902, STR: 470, VIT: 2480, SPD: 72, LUK: 1, Attack: 84342, Defense: 92258, Current HP: 902, A Avg: 88559, D Avg: 92258, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 884: HP: 1265, STR: 227, VIT: 2480, SPD: 72, LUK: 1, Attack: 84099, Defense: 92258, Current HP: 1265, A Avg: 88303, D Avg: 92258, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 883: HP: 902, STR: 470, VIT: 2480, SPD: 72, LUK: 1, Attack: 84369, Defense: 92258, Current HP: 902, A Avg: 88587, D Avg: 92258, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 882: HP: 1265, STR: 227, VIT: 2480, SPD: 72, LUK: 1, Attack: 84126, Defense: 92258, Current HP: 1265, A Avg: 88332, D Avg: 92258, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 881: HP: 902, STR: 470, VIT: 2480, SPD: 72, LUK: 1, Attack: 84396, Defense: 92258, Current HP: 902, A Avg: 88615, D Avg: 92258, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 880: HP: 1265, STR: 227, VIT: 2480, SPD: 72, LUK: 1, Attack: 84153, Defense: 92258, Current HP: 1265, A Avg: 88360, D Avg: 92258, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 879: HP: 2958, STR: 1342, VIT: 2481, SPD: 72, LUK: 1, Attack: 86676, Defense: 92259, Current HP: 2958, A Avg: 91009, D Avg: 92259, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 878: HP: 2375, STR: 719, VIT: 6590, SPD: 72, LUK: 1, Attack: 85232, Defense: 92260, Current HP: 2375, A Avg: 89493, D Avg: 92260, [Maximum Iron Mass[123, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 877: HP: 1616, STR: 2884, VIT: 6591, SPD: 81, LUK: 1, Attack: 92793, Defense: 92261, Current HP: 1616, A Avg: 97432, D Avg: 92261, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 876: HP: 1969, STR: 1402, VIT: 2485, SPD: 81, LUK: 1, Attack: 86445, Defense: 92263, Current HP: 1969, A Avg: 90767, D Avg: 92263, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 875: HP: 2120, STR: 1866, VIT: 2486, SPD: 85, LUK: 1, Attack: 85976, Defense: 92264, Current HP: 2120, A Avg: 90274, D Avg: 92264, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 874: HP: 2166, STR: 1871, VIT: 2486, SPD: 85, LUK: 1, Attack: 86384, Defense: 92264, Current HP: 2166, A Avg: 90703, D Avg: 92264, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 873: HP: 2185, STR: 1866, VIT: 2488, SPD: 85, LUK: 1, Attack: 87835, Defense: 92266, Current HP: 2185, A Avg: 92226, D Avg: 92266, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 872: HP: 1900, STR: 1334, VIT: 2489, SPD: 116, LUK: 1, Attack: 86668, Defense: 92267, Current HP: 1900, A Avg: 91001, D Avg: 92267, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 871: HP: 1938, STR: 2220, VIT: 2489, SPD: 72, LUK: 1, Attack: 87554, Defense: 92267, Current HP: 1938, A Avg: 94120, D Avg: 92267, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 870: HP: 1650, STR: 499, VIT: 6598, SPD: 72, LUK: 1, Attack: 85974, Defense: 92268, Current HP: 1650, A Avg: 108327, D Avg: 92268, [Elemental[121, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 869: HP: 1406, STR: 566, VIT: 6598, SPD: 72, LUK: 1, Attack: 85898, Defense: 92268, Current HP: 1406, A Avg: 90192, D Avg: 92268, [Tower[149, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 868: HP: 1848, STR: 557, VIT: 6598, SPD: 72, LUK: 1, Attack: 85889, Defense: 92268, Current HP: 1848, A Avg: 90183, D Avg: 92268, [Tower[149, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 867: HP: 2134, STR: 666, VIT: 6598, SPD: 72, LUK: 1, Attack: 85316, Defense: 92268, Current HP: 2134, A Avg: 107498, D Avg: 92268, [Diamond Knuckle[152, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 866: HP: 2204, STR: 1780, VIT: 2491, SPD: 81, LUK: 1, Attack: 88126, Defense: 92269, Current HP: 2204, A Avg: 92532, D Avg: 92269, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 865: HP: 931, STR: 118, VIT: 2493, SPD: 72, LUK: 1, Attack: 88285, Defense: 92271, Current HP: 931, A Avg: 92699, D Avg: 92271, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 864: HP: 1298, STR: 110, VIT: 2493, SPD: 72, LUK: 1, Attack: 88277, Defense: 92271, Current HP: 1298, A Avg: 92690, D Avg: 92271, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 863: HP: 1196, STR: 374, VIT: 6602, SPD: 81, LUK: 1, Attack: 84250, Defense: 92272, Current HP: 1196, A Avg: 88462, D Avg: 92272, [Tornado[111, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 862: HP: 1658, STR: 364, VIT: 6602, SPD: 81, LUK: 1, Attack: 84389, Defense: 92272, Current HP: 1658, A Avg: 88608, D Avg: 92272, [Fairy Sword[113, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 861: HP: 1196, STR: 467, VIT: 6602, SPD: 81, LUK: 1, Attack: 84616, Defense: 92272, Current HP: 1196, A Avg: 88846, D Avg: 92272, [Giant Tornado[114, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 860: HP: 1211, STR: 374, VIT: 6602, SPD: 81, LUK: 1, Attack: 84190, Defense: 92272, Current HP: 1211, A Avg: 88399, D Avg: 92272, [Hand Axe[140, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 859: HP: 1217, STR: 448, VIT: 6602, SPD: 81, LUK: 1, Attack: 84441, Defense: 92272, Current HP: 1217, A Avg: 88663, D Avg: 92272, [Wooden Boomerang[167, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 858: HP: 1144, STR: 952, VIT: 6603, SPD: 72, LUK: 1, Attack: 85790, Defense: 92273, Current HP: 1144, A Avg: 108095, D Avg: 92273, [Classic[168, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 857: HP: 5453, STR: 4054, VIT: 6603, SPD: 72, LUK: 1, Attack: 89867, Defense: 92273, Current HP: 5453, A Avg: 94360, D Avg: 92273, [Spear of Regression[182, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 856: HP: 6534, STR: 2988, VIT: 6603, SPD: 72, LUK: 1, Attack: 88801, Defense: 92273, Current HP: 6534, A Avg: 93241, D Avg: 92273, [Spear of Regression[182, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 855: HP: 2584, STR: 2111, VIT: 2496, SPD: 85, LUK: 1, Attack: 87209, Defense: 92274, Current HP: 2584, A Avg: 91569, D Avg: 92274, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 854: HP: 2166, STR: 2775, VIT: 2496, SPD: 85, LUK: 1, Attack: 87600, Defense: 92274, Current HP: 2166, A Avg: 91980, D Avg: 92274, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 853: HP: 2223, STR: 1869, VIT: 2496, SPD: 85, LUK: 1, Attack: 86681, Defense: 92274, Current HP: 2223, A Avg: 91015, D Avg: 92274, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 852: HP: 1400, STR: 378, VIT: 6605, SPD: 81, LUK: 1, Attack: 84176, Defense: 92275, Current HP: 1400, A Avg: 88384, D Avg: 92275, [Ninja[135, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 851: HP: 2333, STR: 1882, VIT: 2499, SPD: 85, LUK: 1, Attack: 85914, Defense: 92277, Current HP: 2333, A Avg: 90209, D Avg: 92277, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 850: HP: 1166, STR: 838, VIT: 2499, SPD: 72, LUK: 2, Attack: 86391, Defense: 92277, Current HP: 1166, A Avg: 90710, D Avg: 92277, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 849: HP: 893, STR: 1544, VIT: 2499, SPD: 72, LUK: 1, Attack: 87097, Defense: 92277, Current HP: 893, A Avg: 91451, D Avg: 92277, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 848: HP: 893, STR: 979, VIT: 2499, SPD: 72, LUK: 2, Attack: 86532, Defense: 92277, Current HP: 893, A Avg: 90858, D Avg: 92277, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 847: HP: 1213, STR: 374, VIT: 6608, SPD: 81, LUK: 1, Attack: 84380, Defense: 92278, Current HP: 1213, A Avg: 88599, D Avg: 92278, [Crescent[141, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 846: HP: 2016, STR: 1398, VIT: 2504, SPD: 76, LUK: 1, Attack: 87042, Defense: 92282, Current HP: 2016, A Avg: 108802, D Avg: 92282, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 845: HP: 1363, STR: 938, VIT: 2507, SPD: 72, LUK: 1, Attack: 86491, Defense: 92285, Current HP: 1363, A Avg: 90815, D Avg: 92285, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 844: HP: 931, STR: 790, VIT: 2507, SPD: 130, LUK: 1, Attack: 86343, Defense: 92285, Current HP: 931, A Avg: 90660, D Avg: 110742, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 843: HP: 1535, STR: 838, VIT: 2507, SPD: 72, LUK: 1, Attack: 86391, Defense: 92285, Current HP: 1535, A Avg: 90710, D Avg: 92285, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 842: HP: 988, STR: 3502, VIT: 2512, SPD: 72, LUK: 1, Attack: 88290, Defense: 92290, Current HP: 988, A Avg: 92704, D Avg: 92290, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 841: HP: 912, STR: 790, VIT: 2515, SPD: 116, LUK: 1, Attack: 86343, Defense: 92293, Current HP: 912, A Avg: 90660, D Avg: 92293, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 840: HP: 912, STR: 806, VIT: 2515, SPD: 72, LUK: 2, Attack: 86359, Defense: 92293, Current HP: 912, A Avg: 90676, D Avg: 92293, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 839: HP: 893, STR: 1336, VIT: 2515, SPD: 72, LUK: 1, Attack: 86889, Defense: 92293, Current HP: 893, A Avg: 91233, D Avg: 92293, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 838: HP: 1679, STR: 551, VIT: 6630, SPD: 81, LUK: 1, Attack: 85233, Defense: 92300, Current HP: 1679, A Avg: 89494, D Avg: 92300, [Thunder Whip[143, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 837: HP: 1508, STR: 1097, VIT: 2523, SPD: 72, LUK: 1, Attack: 86650, Defense: 92301, Current HP: 1508, A Avg: 90982, D Avg: 92301, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 836: HP: 3344, STR: 1635, VIT: 5518, SPD: 72, LUK: 1, Attack: 86969, Defense: 92306, Current HP: 3344, A Avg: 91317, D Avg: 92306, [Impulse[166, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 835: HP: 950, STR: 790, VIT: 2531, SPD: 116, LUK: 1, Attack: 86343, Defense: 92309, Current HP: 950, A Avg: 90660, D Avg: 92309, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 834: HP: 988, STR: 1490, VIT: 2531, SPD: 72, LUK: 1, Attack: 87043, Defense: 92309, Current HP: 988, A Avg: 93571, D Avg: 92309, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 833: HP: 1282, STR: 2348, VIT: 2532, SPD: 72, LUK: 1, Attack: 92257, Defense: 92310, Current HP: 1282, A Avg: 96869, D Avg: 92310, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 832: HP: 1273, STR: 2356, VIT: 2532, SPD: 72, LUK: 1, Attack: 92265, Defense: 92310, Current HP: 1273, A Avg: 96878, D Avg: 92310, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 831: HP: 1430, STR: 1116, VIT: 2537, SPD: 72, LUK: 2, Attack: 87605, Defense: 92315, Current HP: 1430, A Avg: 91985, D Avg: 92315, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 830: HP: 1121, STR: 1996, VIT: 2537, SPD: 72, LUK: 1, Attack: 88485, Defense: 92315, Current HP: 1121, A Avg: 92909, D Avg: 92315, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 829: HP: 1121, STR: 1257, VIT: 2537, SPD: 72, LUK: 2, Attack: 87746, Defense: 92315, Current HP: 1121, A Avg: 92133, D Avg: 92315, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 828: HP: 902, STR: 235, VIT: 2542, SPD: 72, LUK: 1, Attack: 84111, Defense: 92320, Current HP: 902, A Avg: 88316, D Avg: 92320, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 827: HP: 893, STR: 243, VIT: 2542, SPD: 72, LUK: 1, Attack: 84119, Defense: 92320, Current HP: 893, A Avg: 88324, D Avg: 92320, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 826: HP: 1320, STR: 227, VIT: 2542, SPD: 72, LUK: 1, Attack: 84252, Defense: 92320, Current HP: 1320, A Avg: 88464, D Avg: 92320, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 825: HP: 1311, STR: 235, VIT: 2542, SPD: 72, LUK: 1, Attack: 84260, Defense: 92320, Current HP: 1311, A Avg: 88473, D Avg: 92320, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 824: HP: 902, STR: 313, VIT: 2542, SPD: 72, LUK: 1, Attack: 84462, Defense: 92320, Current HP: 902, A Avg: 88685, D Avg: 92320, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 823: HP: 893, STR: 321, VIT: 2542, SPD: 72, LUK: 1, Attack: 84470, Defense: 92320, Current HP: 893, A Avg: 88693, D Avg: 92320, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 822: HP: 915, STR: 323, VIT: 2542, SPD: 72, LUK: 1, Attack: 84139, Defense: 92320, Current HP: 915, A Avg: 88345, D Avg: 92320, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 821: HP: 906, STR: 243, VIT: 2542, SPD: 72, LUK: 1, Attack: 84059, Defense: 92320, Current HP: 906, A Avg: 88261, D Avg: 92320, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 820: HP: 921, STR: 297, VIT: 2542, SPD: 72, LUK: 1, Attack: 84290, Defense: 92320, Current HP: 921, A Avg: 88504, D Avg: 92320, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 819: HP: 912, STR: 611, VIT: 2542, SPD: 72, LUK: 1, Attack: 84604, Defense: 92320, Current HP: 912, A Avg: 88834, D Avg: 92320, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 818: HP: 1086, STR: 238, VIT: 2545, SPD: 72, LUK: 1, Attack: 84036, Defense: 92323, Current HP: 1086, A Avg: 88237, D Avg: 92323, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 817: HP: 1077, STR: 338, VIT: 2545, SPD: 72, LUK: 1, Attack: 84136, Defense: 92323, Current HP: 1077, A Avg: 88342, D Avg: 92323, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 816: HP: 1711, STR: 1068, VIT: 2545, SPD: 72, LUK: 1, Attack: 87557, Defense: 92323, Current HP: 1711, A Avg: 91934, D Avg: 92323, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 815: HP: 1159, STR: 1068, VIT: 2545, SPD: 130, LUK: 1, Attack: 87557, Defense: 92323, Current HP: 1159, A Avg: 91934, D Avg: 110787, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 814: HP: 1919, STR: 1116, VIT: 2545, SPD: 72, LUK: 1, Attack: 87605, Defense: 92323, Current HP: 1919, A Avg: 91985, D Avg: 92323, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 813: HP: 917, STR: 235, VIT: 2547, SPD: 72, LUK: 1, Attack: 84241, Defense: 92325, Current HP: 917, A Avg: 88453, D Avg: 92325, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 812: HP: 908, STR: 243, VIT: 2547, SPD: 72, LUK: 1, Attack: 84249, Defense: 92325, Current HP: 908, A Avg: 88461, D Avg: 92325, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 811: HP: 2166, STR: 1869, VIT: 2550, SPD: 85, LUK: 1, Attack: 85810, Defense: 92328, Current HP: 2166, A Avg: 90100, D Avg: 92328, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 810: HP: 1259, STR: 1590, VIT: 2552, SPD: 81, LUK: 1, Attack: 88118, Defense: 92330, Current HP: 1259, A Avg: 92523, D Avg: 92330, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 809: HP: 1238, STR: 4832, VIT: 2552, SPD: 81, LUK: 1, Attack: 90710, Defense: 92330, Current HP: 1238, A Avg: 95245, D Avg: 92330, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 808: HP: 1140, STR: 1068, VIT: 2553, SPD: 116, LUK: 1, Attack: 87557, Defense: 92331, Current HP: 1140, A Avg: 91934, D Avg: 92331, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 807: HP: 1140, STR: 1084, VIT: 2553, SPD: 72, LUK: 2, Attack: 87573, Defense: 92331, Current HP: 1140, A Avg: 91951, D Avg: 92331, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 806: HP: 1121, STR: 1995, VIT: 2553, SPD: 72, LUK: 1, Attack: 88484, Defense: 92331, Current HP: 1121, A Avg: 92908, D Avg: 92331, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
