Rank 1000: HP: 1774, STR: 363, VIT: 724222, SPD: 81, LUK: 1, Attack: 84356, Defense: 808462, Current HP: 1774, A Avg: 88573, D Avg: 808462, [Sword of Wood[124, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 902: HP: 2225, STR: 619, VIT: 724765, SPD: 81, LUK: 1, Attack: 84651, Defense: 808706, Current HP: 2225, A Avg: 88883, D Avg: 808706, [Alucard[146, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 901: HP: 2162, STR: 522, VIT: 724872, SPD: 81, LUK: 1, Attack: 85997, Defense: 808709, Current HP: 2162, A Avg: 90296, D Avg: 808709, [Elemental[121, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 900: HP: 2624, STR: 698, VIT: 724872, SPD: 81, LUK: 1, Attack: 85348, Defense: 808709, Current HP: 2624, A Avg: 89615, D Avg: 808709, [Diamond Knuckle[152, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 899: HP: 1679, STR: 1000, VIT: 724878, SPD: 81, LUK: 1, Attack: 85838, Defense: 808715, Current HP: 1679, A Avg: 90129, D Avg: 808715, [Classic[168, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 898: HP: 2267, STR: 442, VIT: 724478, SPD: 81, LUK: 1, Attack: 84298, Defense: 808718, Current HP: 2267, A Avg: 88512, D Avg: 808718, [Emerald Sword[115, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 897: HP: 2041, STR: 531, VIT: 724483, SPD: 81, LUK: 1, Attack: 84433, Defense: 808723, Current HP: 2041, A Avg: 88654, D Avg: 808723, [Crossed Shuriken[136, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 896: HP: 1217, STR: 874, VIT: 724857, SPD: 81, LUK: 1, Attack: 87402, Defense: 808726, Current HP: 1217, A Avg: 91772, D Avg: 808726, [Moon Knuckle[153, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 895: HP: 1927, STR: 754, VIT: 724863, SPD: 81, LUK: 1, Attack: 85797, Defense: 808726, Current HP: 1927, A Avg: 90086, D Avg: 808726, [White Snake[160, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 894: HP: 1196, STR: 2959, VIT: 724857, SPD: 81, LUK: 1, Attack: 88837, Defense: 808726, Current HP: 1196, A Avg: 93278, D Avg: 808726, [Blue Sword[180, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 893: HP: 2267, STR: 610, VIT: 724492, SPD: 81, LUK: 1, Attack: 85123, Defense: 808732, Current HP: 2267, A Avg: 89379, D Avg: 808732, [Maximum Iron Mass[123, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 892: HP: 2162, STR: 997, VIT: 724872, SPD: 81, LUK: 1, Attack: 87343, Defense: 808735, Current HP: 2162, A Avg: 91710, D Avg: 808735, [Progress[147, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 891: HP: 1927, STR: 754, VIT: 724892, SPD: 81, LUK: 1, Attack: 85797, Defense: 808781, Current HP: 1927, A Avg: 90086, D Avg: 808781, [White Snake[160, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 890: HP: 2162, STR: 997, VIT: 724901, SPD: 81, LUK: 1, Attack: 87343, Defense: 808790, Current HP: 2162, A Avg: 91710, D Avg: 808790, [Progress[147, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 889: HP: 2708, STR: 754, VIT: 724863, SPD: 81, LUK: 1, Attack: 85797, Defense: 808791, Current HP: 2708, A Avg: 90086, D Avg: 808791, [White Snake[160, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 888: HP: 2041, STR: 610, VIT: 724857, SPD: 81, LUK: 1, Attack: 84551, Defense: 808798, Current HP: 2041, A Avg: 88778, D Avg: 808798, [Rusty Knife[156, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 887: HP: 2944, STR: 997, VIT: 724872, SPD: 81, LUK: 1, Attack: 87343, Defense: 808800, Current HP: 2944, A Avg: 91710, D Avg: 808800, [Progress[147, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 886: HP: 2011, STR: 754, VIT: 724878, SPD: 81, LUK: 1, Attack: 85797, Defense: 808806, Current HP: 2011, A Avg: 90086, D Avg: 808806, [White Snake[160, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 885: HP: 2162, STR: 1173, VIT: 724971, SPD: 81, LUK: 1, Attack: 86011, Defense: 808808, Current HP: 2162, A Avg: 90311, D Avg: 808808, [Willow Blade[157, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 884: HP: 3191, STR: 979, VIT: 724971, SPD: 81, LUK: 1, Attack: 85902, Defense: 808808, Current HP: 3191, A Avg: 90197, D Avg: 808808, [Pangaea[164, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 883: HP: 2246, STR: 997, VIT: 724886, SPD: 81, LUK: 1, Attack: 87343, Defense: 808814, Current HP: 2246, A Avg: 91710, D Avg: 808814, [Progress[147, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 882: HP: 2041, STR: 540, VIT: 724886, SPD: 81, LUK: 1, Attack: 86015, Defense: 808827, Current HP: 2041, A Avg: 90315, D Avg: 808827, [Elemental[121, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 881: HP: 2503, STR: 716, VIT: 724886, SPD: 81, LUK: 1, Attack: 85366, Defense: 808827, Current HP: 2503, A Avg: 89634, D Avg: 808827, [Diamond Knuckle[152, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 880: HP: 1558, STR: 1018, VIT: 724892, SPD: 81, LUK: 1, Attack: 85856, Defense: 808833, Current HP: 1558, A Avg: 90148, D Avg: 808833, [Classic[168, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 879: HP: 1217, STR: 874, VIT: 724971, SPD: 81, LUK: 1, Attack: 87402, Defense: 808834, Current HP: 1217, A Avg: 91772, D Avg: 808834, [Moon Knuckle[153, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 878: HP: 1196, STR: 2959, VIT: 724971, SPD: 81, LUK: 1, Attack: 88837, Defense: 808834, Current HP: 1196, A Avg: 93278, D Avg: 808834, [Blue Sword[180, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 877: HP: 2246, STR: 680, VIT: 725000, SPD: 81, LUK: 1, Attack: 86012, Defense: 808837, Current HP: 2246, A Avg: 90312, D Avg: 808837, [Tower[149, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 876: HP: 6719, STR: 3254, VIT: 725005, SPD: 81, LUK: 1, Attack: 89067, Defense: 808842, Current HP: 6719, A Avg: 93520, D Avg: 808842, [Spear of Regression[182, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 875: HP: 1826, STR: 363, VIT: 724605, SPD: 81, LUK: 1, Attack: 84551, Defense: 808845, Current HP: 1826, A Avg: 88778, D Avg: 808845, [Cagliostro[133, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 874: HP: 1774, STR: 691, VIT: 724614, SPD: 81, LUK: 1, Attack: 84801, Defense: 808854, Current HP: 1774, A Avg: 89041, D Avg: 808854, [Windmill[137, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 873: HP: 1763, STR: 601, VIT: 724617, SPD: 81, LUK: 1, Attack: 84601, Defense: 808857, Current HP: 1763, A Avg: 88831, D Avg: 808857, [Kirisame[129, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 872: HP: 2246, STR: 610, VIT: 724617, SPD: 81, LUK: 1, Attack: 84731, Defense: 808857, Current HP: 2246, A Avg: 88967, D Avg: 808857, [Black Kirisame[130, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 871: HP: 2234, STR: 846, VIT: 724617, SPD: 81, LUK: 1, Attack: 86594, Defense: 808857, Current HP: 2234, A Avg: 90923, D Avg: 808857, [Scythe of the Grim Reaper[148, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 870: HP: 2267, STR: 610, VIT: 724620, SPD: 81, LUK: 1, Attack: 84720, Defense: 808860, Current HP: 2267, A Avg: 88956, D Avg: 808860, [Serpent[144, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 869: HP: 2524, STR: 772, VIT: 724625, SPD: 81, LUK: 1, Attack: 85738, Defense: 808865, Current HP: 2524, A Avg: 90024, D Avg: 808865, [Red Shark[134, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 868: HP: 2687, STR: 601, VIT: 724634, SPD: 81, LUK: 1, Attack: 84919, Defense: 808874, Current HP: 2687, A Avg: 89164, D Avg: 808874, [Ruby Knuckle[151, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 867: HP: 1217, STR: 874, VIT: 725000, SPD: 81, LUK: 1, Attack: 87402, Defense: 808889, Current HP: 1217, A Avg: 91772, D Avg: 808889, [Moon Knuckle[153, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 866: HP: 1196, STR: 2959, VIT: 725000, SPD: 81, LUK: 1, Attack: 88837, Defense: 808889, Current HP: 1196, A Avg: 93278, D Avg: 808889, [Blue Sword[180, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 865: HP: 1999, STR: 874, VIT: 724971, SPD: 81, LUK: 1, Attack: 87402, Defense: 808899, Current HP: 1999, A Avg: 91772, D Avg: 808899, [Moon Knuckle[153, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 864: HP: 1978, STR: 2959, VIT: 724971, SPD: 81, LUK: 1, Attack: 88837, Defense: 808899, Current HP: 1978, A Avg: 93278, D Avg: 808899, [Blue Sword[180, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 863: HP: 2246, STR: 1051, VIT: 724663, SPD: 81, LUK: 1, Attack: 85785, Defense: 808903, Current HP: 2246, A Avg: 90074, D Avg: 808903, [Irruption[154, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 862: HP: 1301, STR: 874, VIT: 724985, SPD: 81, LUK: 1, Attack: 87402, Defense: 808913, Current HP: 1301, A Avg: 91772, D Avg: 808913, [Moon Knuckle[153, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 861: HP: 1280, STR: 2959, VIT: 724985, SPD: 81, LUK: 1, Attack: 88837, Defense: 808913, Current HP: 1280, A Avg: 93278, D Avg: 808913, [Blue Sword[180, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 860: HP: 1448, STR: 1771, VIT: 725121, SPD: 81, LUK: 1, Attack: 87649, Defense: 808925, Current HP: 1448, A Avg: 92031, D Avg: 808925, [God Hand[179, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 859: HP: 1406, STR: 2563, VIT: 725121, SPD: 81, LUK: 1, Attack: 88103, Defense: 808925, Current HP: 1406, A Avg: 92508, D Avg: 808925, [Zodiac[184, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 858: HP: 2041, STR: 1191, VIT: 724985, SPD: 81, LUK: 1, Attack: 86029, Defense: 808926, Current HP: 2041, A Avg: 90330, D Avg: 808926, [Willow Blade[157, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 857: HP: 3070, STR: 997, VIT: 724985, SPD: 81, LUK: 1, Attack: 85920, Defense: 808926, Current HP: 3070, A Avg: 90216, D Avg: 808926, [Pangaea[164, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 856: HP: 2410, STR: 754, VIT: 725118, SPD: 81, LUK: 1, Attack: 85797, Defense: 808955, Current HP: 2410, A Avg: 90086, D Avg: 808955, [White Snake[160, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 855: HP: 2125, STR: 698, VIT: 725014, SPD: 81, LUK: 1, Attack: 86030, Defense: 808955, Current HP: 2125, A Avg: 90331, D Avg: 808955, [Tower[149, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 854: HP: 6598, STR: 3272, VIT: 725020, SPD: 81, LUK: 1, Attack: 89085, Defense: 808961, Current HP: 6598, A Avg: 93539, D Avg: 808961, [Spear of Regression[182, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 853: HP: 2645, STR: 997, VIT: 725127, SPD: 81, LUK: 1, Attack: 87343, Defense: 808964, Current HP: 2645, A Avg: 91710, D Avg: 808964, [Progress[147, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 852: HP: 1448, STR: 1771, VIT: 725113, SPD: 81, LUK: 1, Attack: 87649, Defense: 808982, Current HP: 1448, A Avg: 92031, D Avg: 808982, [God Hand[179, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 851: HP: 1406, STR: 2563, VIT: 725113, SPD: 81, LUK: 1, Attack: 88103, Defense: 808982, Current HP: 1406, A Avg: 92508, D Avg: 808982, [Zodiac[184, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 850: HP: 2729, STR: 592, VIT: 725179, SPD: 81, LUK: 1, Attack: 85300, Defense: 808983, Current HP: 2729, A Avg: 89565, D Avg: 808983, [Thin Blade[158, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 849: HP: 2196, STR: 687, VIT: 724744, SPD: 81, LUK: 1, Attack: 84797, Defense: 808984, Current HP: 2196, A Avg: 89036, D Avg: 808984, [Dragon Killer[139, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 848: HP: 2246, STR: 691, VIT: 724744, SPD: 81, LUK: 1, Attack: 85204, Defense: 808984, Current HP: 2246, A Avg: 89464, D Avg: 808984, [Volcano[142, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 847: HP: 2267, STR: 687, VIT: 724747, SPD: 81, LUK: 1, Attack: 86656, Defense: 808987, Current HP: 2267, A Avg: 90988, D Avg: 808987, [Fire Chariot[138, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 846: HP: 2708, STR: 856, VIT: 724762, SPD: 81, LUK: 1, Attack: 85954, Defense: 809002, Current HP: 2708, A Avg: 90251, D Avg: 809002, [Yggdrasil[126, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 845: HP: 2246, STR: 783, VIT: 724762, SPD: 81, LUK: 1, Attack: 85608, Defense: 809002, Current HP: 2246, A Avg: 89888, D Avg: 809002, [Kraken[145, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 844: HP: 2309, STR: 689, VIT: 724762, SPD: 81, LUK: 1, Attack: 85501, Defense: 809002, Current HP: 2309, A Avg: 89776, D Avg: 809002, [Granada[150, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 843: HP: 2431, STR: 698, VIT: 724768, SPD: 81, LUK: 1, Attack: 84730, Defense: 809008, Current HP: 2431, A Avg: 88966, D Avg: 809008, [Alucard[146, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 842: HP: 2729, STR: 1033, VIT: 725208, SPD: 81, LUK: 1, Attack: 86885, Defense: 809012, Current HP: 2729, A Avg: 91229, D Avg: 809012, [Santoku[159, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 841: HP: 1826, STR: 2412, VIT: 725214, SPD: 81, LUK: 1, Attack: 86912, Defense: 809018, Current HP: 1826, A Avg: 91257, D Avg: 809018, [Divine Dragon Sword[181, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 840: HP: 2729, STR: 592, VIT: 725171, SPD: 81, LUK: 1, Attack: 85300, Defense: 809040, Current HP: 2729, A Avg: 89565, D Avg: 809040, [Thin Blade[158, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 839: HP: 1700, STR: 874, VIT: 725226, SPD: 81, LUK: 1, Attack: 87402, Defense: 809063, Current HP: 1700, A Avg: 91772, D Avg: 809063, [Moon Knuckle[153, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 838: HP: 1679, STR: 2959, VIT: 725226, SPD: 81, LUK: 1, Attack: 88837, Defense: 809063, Current HP: 1679, A Avg: 93278, D Avg: 809063, [Blue Sword[180, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 837: HP: 2326, STR: 914, VIT: 725263, SPD: 81, LUK: 1, Attack: 86558, Defense: 809067, Current HP: 2326, A Avg: 90885, D Avg: 809067, [Gladius[162, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 836: HP: 2729, STR: 1033, VIT: 725200, SPD: 81, LUK: 1, Attack: 86885, Defense: 809069, Current HP: 2729, A Avg: 91229, D Avg: 809069, [Santoku[159, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 835: HP: 2288, STR: 772, VIT: 725133, SPD: 81, LUK: 1, Attack: 85815, Defense: 809074, Current HP: 2288, A Avg: 90105, D Avg: 809074, [White Snake[160, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 834: HP: 1826, STR: 2412, VIT: 725205, SPD: 81, LUK: 1, Attack: 86912, Defense: 809074, Current HP: 1826, A Avg: 91257, D Avg: 809074, [Divine Dragon Sword[181, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 833: HP: 2524, STR: 1015, VIT: 725142, SPD: 81, LUK: 1, Attack: 87361, Defense: 809083, Current HP: 2524, A Avg: 91729, D Avg: 809083, [Progress[147, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 832: HP: 1448, STR: 1771, VIT: 725226, SPD: 81, LUK: 1, Attack: 87649, Defense: 809089, Current HP: 1448, A Avg: 92031, D Avg: 809089, [God Hand[179, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 831: HP: 1406, STR: 2563, VIT: 725226, SPD: 81, LUK: 1, Attack: 88103, Defense: 809089, Current HP: 1406, A Avg: 92508, D Avg: 809089, [Zodiac[184, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 830: HP: 2246, STR: 689, VIT: 724860, SPD: 81, LUK: 1, Attack: 84630, Defense: 809100, Current HP: 2246, A Avg: 88861, D Avg: 809100, [Rusty Knife[156, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 829: HP: 2326, STR: 914, VIT: 725255, SPD: 81, LUK: 1, Attack: 86558, Defense: 809124, Current HP: 2326, A Avg: 90885, D Avg: 809124, [Gladius[162, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 828: HP: 2246, STR: 619, VIT: 724889, SPD: 81, LUK: 1, Attack: 86094, Defense: 809129, Current HP: 2246, A Avg: 90398, D Avg: 809129, [Elemental[121, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 827: HP: 2708, STR: 795, VIT: 724889, SPD: 81, LUK: 1, Attack: 85445, Defense: 809129, Current HP: 2708, A Avg: 89717, D Avg: 809129, [Diamond Knuckle[152, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 826: HP: 1763, STR: 1098, VIT: 724895, SPD: 81, LUK: 1, Attack: 85936, Defense: 809135, Current HP: 1763, A Avg: 90232, D Avg: 809135, [Classic[168, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 825: HP: 1448, STR: 1771, VIT: 725255, SPD: 81, LUK: 1, Attack: 87649, Defense: 809144, Current HP: 1448, A Avg: 92031, D Avg: 809144, [God Hand[179, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 824: HP: 1406, STR: 2563, VIT: 725255, SPD: 81, LUK: 1, Attack: 88103, Defense: 809144, Current HP: 1406, A Avg: 92508, D Avg: 809144, [Zodiac[184, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 823: HP: 2729, STR: 592, VIT: 725284, SPD: 81, LUK: 1, Attack: 85300, Defense: 809147, Current HP: 2729, A Avg: 89565, D Avg: 809147, [Thin Blade[158, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 822: HP: 2230, STR: 1771, VIT: 725226, SPD: 81, LUK: 1, Attack: 87649, Defense: 809154, Current HP: 2230, A Avg: 92031, D Avg: 809154, [God Hand[179, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 821: HP: 2188, STR: 2563, VIT: 725226, SPD: 81, LUK: 1, Attack: 88103, Defense: 809154, Current HP: 2188, A Avg: 92508, D Avg: 809154, [Zodiac[184, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 820: HP: 1532, STR: 1771, VIT: 725240, SPD: 81, LUK: 1, Attack: 87649, Defense: 809168, Current HP: 1532, A Avg: 92031, D Avg: 809168, [God Hand[179, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 819: HP: 1490, STR: 2563, VIT: 725240, SPD: 81, LUK: 1, Attack: 88103, Defense: 809168, Current HP: 1490, A Avg: 92508, D Avg: 809168, [Zodiac[184, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 818: HP: 2729, STR: 1033, VIT: 725313, SPD: 81, LUK: 1, Attack: 86885, Defense: 809176, Current HP: 2729, A Avg: 91229, D Avg: 809176, [Santoku[159, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 817: HP: 1196, STR: 1555, VIT: 725377, SPD: 81, LUK: 1, Attack: 86343, Defense: 809181, Current HP: 1196, A Avg: 90660, D Avg: 809181, [Pulse Knife[165, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 816: HP: 1579, STR: 892, VIT: 725240, SPD: 81, LUK: 1, Attack: 87420, Defense: 809181, Current HP: 1579, A Avg: 91791, D Avg: 809181, [Moon Knuckle[153, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 815: HP: 1558, STR: 2977, VIT: 725240, SPD: 81, LUK: 1, Attack: 88855, Defense: 809181, Current HP: 1558, A Avg: 93297, D Avg: 809181, [Blue Sword[180, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 814: HP: 1826, STR: 2412, VIT: 725319, SPD: 81, LUK: 1, Attack: 86912, Defense: 809182, Current HP: 1826, A Avg: 91257, D Avg: 809182, [Divine Dragon Sword[181, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 813: HP: 2729, STR: 592, VIT: 725313, SPD: 81, LUK: 1, Attack: 85300, Defense: 809202, Current HP: 2729, A Avg: 89565, D Avg: 809202, [Thin Blade[158, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 812: HP: 3511, STR: 592, VIT: 725284, SPD: 81, LUK: 1, Attack: 85300, Defense: 809212, Current HP: 3511, A Avg: 89565, D Avg: 809212, [Thin Blade[158, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
