Rank 1000: HP: 491, STR: 172, VIT: 417887, SPD: 9, LUK: 1, Attack: 85920, Defense: 501815, Current HP: 491, A Avg: 90216, D Avg: 501815, [Scythe of the Grim Reaper[148, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 901: HP: 566, STR: 205, VIT: 417950, SPD: 9, LUK: 1, Attack: 86551, Defense: 501878, Current HP: 566, A Avg: 90878, D Avg: 501878, [Progress[147, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 900: HP: 566, STR: 439, VIT: 418075, SPD: 9, LUK: 1, Attack: 85773, Defense: 501879, Current HP: 566, A Avg: 90061, D Avg: 501879, [Impulse[166, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 899: HP: 571, STR: 201, VIT: 417939, SPD: 9, LUK: 1, Attack: 85299, Defense: 501880, Current HP: 571, A Avg: 89563, D Avg: 501880, [Yggdrasil[126, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 898: HP: 529, STR: 199, VIT: 417939, SPD: 9, LUK: 1, Attack: 85024, Defense: 501880, Current HP: 529, A Avg: 89275, D Avg: 501880, [Kraken[145, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 897: HP: 592, STR: 178, VIT: 417939, SPD: 9, LUK: 1, Attack: 84990, Defense: 501880, Current HP: 592, A Avg: 89239, D Avg: 501880, [Granada[150, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 896: HP: 356, STR: 403, VIT: 417994, SPD: 9, LUK: 1, Attack: 85191, Defense: 501883, Current HP: 356, A Avg: 89450, D Avg: 501883, [Pulse Knife[165, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 895: HP: 692, STR: 259, VIT: 417956, SPD: 9, LUK: 1, Attack: 86137, Defense: 501884, Current HP: 692, A Avg: 90443, D Avg: 501884, [God Hand[179, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 894: HP: 650, STR: 331, VIT: 417956, SPD: 9, LUK: 1, Attack: 85871, Defense: 501884, Current HP: 650, A Avg: 90164, D Avg: 501884, [Zodiac[184, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 893: HP: 860, STR: 1436, VIT: 417956, SPD: 9, LUK: 1, Attack: 91345, Defense: 501884, Current HP: 860, A Avg: 95912, D Avg: 501884, [Spectral Sword Shigure[172, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 892: HP: 478, STR: 194, VIT: 417997, SPD: 9, LUK: 1, Attack: 85838, Defense: 501886, Current HP: 478, A Avg: 90129, D Avg: 501886, [Gladius[162, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 891: HP: 545, STR: 187, VIT: 417945, SPD: 9, LUK: 1, Attack: 84219, Defense: 501886, Current HP: 545, A Avg: 88429, D Avg: 501886, [Alucard[146, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 890: HP: 692, STR: 241, VIT: 418052, SPD: 9, LUK: 1, Attack: 86093, Defense: 501889, Current HP: 692, A Avg: 90397, D Avg: 501889, [Santoku[159, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 889: HP: 529, STR: 180, VIT: 417950, SPD: 9, LUK: 1, Attack: 85655, Defense: 501891, Current HP: 529, A Avg: 89937, D Avg: 501891, [Elemental[121, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 888: HP: 571, STR: 212, VIT: 417950, SPD: 9, LUK: 1, Attack: 84862, Defense: 501891, Current HP: 571, A Avg: 89105, D Avg: 501891, [Diamond Knuckle[152, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 887: HP: 629, STR: 241, VIT: 418029, SPD: 9, LUK: 1, Attack: 86093, Defense: 501892, Current HP: 629, A Avg: 90397, D Avg: 501892, [Santoku[159, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 886: HP: 466, STR: 403, VIT: 417965, SPD: 9, LUK: 1, Attack: 85191, Defense: 501893, Current HP: 466, A Avg: 89450, D Avg: 501893, [Pulse Knife[165, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 885: HP: 587, STR: 194, VIT: 417968, SPD: 9, LUK: 1, Attack: 85838, Defense: 501896, Current HP: 587, A Avg: 90129, D Avg: 501896, [Gladius[162, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 884: HP: 487, STR: 244, VIT: 417956, SPD: 9, LUK: 1, Attack: 86772, Defense: 501897, Current HP: 487, A Avg: 91110, D Avg: 501897, [Moon Knuckle[153, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 883: HP: 466, STR: 385, VIT: 417956, SPD: 9, LUK: 1, Attack: 86263, Defense: 501897, Current HP: 466, A Avg: 90576, D Avg: 501897, [Blue Sword[180, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 882: HP: 466, STR: 226, VIT: 417956, SPD: 9, LUK: 1, Attack: 85064, Defense: 501897, Current HP: 466, A Avg: 89317, D Avg: 501897, [Classic[168, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 881: HP: 529, STR: 252, VIT: 417956, SPD: 9, LUK: 1, Attack: 84986, Defense: 501897, Current HP: 529, A Avg: 89235, D Avg: 501897, [Irruption[154, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 880: HP: 629, STR: 241, VIT: 418032, SPD: 9, LUK: 1, Attack: 86093, Defense: 501901, Current HP: 629, A Avg: 90397, D Avg: 501901, [Santoku[159, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 879: HP: 613, STR: 194, VIT: 417962, SPD: 9, LUK: 1, Attack: 85526, Defense: 501903, Current HP: 613, A Avg: 89802, D Avg: 501903, [Tower[149, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 878: HP: 608, STR: 196, VIT: 417965, SPD: 9, LUK: 1, Attack: 85239, Defense: 501906, Current HP: 608, A Avg: 89500, D Avg: 501906, [White Snake[160, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 877: HP: 440, STR: 403, VIT: 417979, SPD: 9, LUK: 1, Attack: 85191, Defense: 501907, Current HP: 440, A Avg: 89450, D Avg: 501907, [Pulse Knife[165, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 876: HP: 562, STR: 194, VIT: 417982, SPD: 9, LUK: 1, Attack: 85838, Defense: 501910, Current HP: 562, A Avg: 90129, D Avg: 501910, [Gladius[162, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 875: HP: 592, STR: 223, VIT: 417974, SPD: 9, LUK: 1, Attack: 86569, Defense: 501915, Current HP: 592, A Avg: 90897, D Avg: 501915, [Progress[147, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 874: HP: 419, STR: 115, VIT: 418081, SPD: 9, LUK: 1, Attack: 84503, Defense: 501918, Current HP: 419, A Avg: 88728, D Avg: 501918, [Encryption Key[173, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 873: HP: 923, STR: 295, VIT: 418081, SPD: 9, LUK: 1, Attack: 88177, Defense: 501918, Current HP: 923, A Avg: 92585, D Avg: 501918, [Wild Card[175, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 872: HP: 419, STR: 201, VIT: 418081, SPD: 9, LUK: 1, Attack: 85845, Defense: 501918, Current HP: 419, A Avg: 90137, D Avg: 501918, [Portal Sword[176, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 871: HP: 629, STR: 160, VIT: 418029, SPD: 9, LUK: 1, Attack: 84868, Defense: 501918, Current HP: 629, A Avg: 89111, D Avg: 501918, [Thin Blade[158, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 870: HP: 718, STR: 277, VIT: 417979, SPD: 9, LUK: 1, Attack: 86155, Defense: 501920, Current HP: 718, A Avg: 90462, D Avg: 501920, [God Hand[179, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 869: HP: 676, STR: 349, VIT: 417979, SPD: 9, LUK: 1, Attack: 85889, Defense: 501920, Current HP: 676, A Avg: 90183, D Avg: 501920, [Zodiac[184, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 868: HP: 886, STR: 1454, VIT: 417979, SPD: 9, LUK: 1, Attack: 91363, Defense: 501920, Current HP: 886, A Avg: 95931, D Avg: 501920, [Spectral Sword Shigure[172, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 867: HP: 356, STR: 115, VIT: 418058, SPD: 9, LUK: 1, Attack: 84503, Defense: 501921, Current HP: 356, A Avg: 88728, D Avg: 501921, [Encryption Key[173, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 866: HP: 860, STR: 295, VIT: 418058, SPD: 9, LUK: 1, Attack: 88177, Defense: 501921, Current HP: 860, A Avg: 92585, D Avg: 501921, [Wild Card[175, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 865: HP: 356, STR: 201, VIT: 418058, SPD: 9, LUK: 1, Attack: 85845, Defense: 501921, Current HP: 356, A Avg: 90137, D Avg: 501921, [Portal Sword[176, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 864: HP: 629, STR: 439, VIT: 418087, SPD: 9, LUK: 1, Attack: 85773, Defense: 501924, Current HP: 629, A Avg: 90061, D Avg: 501924, [Impulse[166, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 863: HP: 566, STR: 439, VIT: 418064, SPD: 9, LUK: 1, Attack: 85773, Defense: 501927, Current HP: 566, A Avg: 90061, D Avg: 501927, [Impulse[166, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 862: HP: 739, STR: 160, VIT: 418000, SPD: 9, LUK: 1, Attack: 84868, Defense: 501928, Current HP: 739, A Avg: 89111, D Avg: 501928, [Thin Blade[158, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 861: HP: 356, STR: 115, VIT: 418061, SPD: 9, LUK: 1, Attack: 84503, Defense: 501930, Current HP: 356, A Avg: 88728, D Avg: 501930, [Encryption Key[173, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 860: HP: 860, STR: 295, VIT: 418061, SPD: 9, LUK: 1, Attack: 88177, Defense: 501930, Current HP: 860, A Avg: 92585, D Avg: 501930, [Wild Card[175, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 859: HP: 356, STR: 201, VIT: 418061, SPD: 9, LUK: 1, Attack: 85845, Defense: 501930, Current HP: 356, A Avg: 90137, D Avg: 501930, [Portal Sword[176, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 858: HP: 566, STR: 439, VIT: 418066, SPD: 9, LUK: 1, Attack: 85773, Defense: 501935, Current HP: 566, A Avg: 90061, D Avg: 501935, [Impulse[166, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 857: HP: 713, STR: 160, VIT: 418014, SPD: 9, LUK: 1, Attack: 84868, Defense: 501942, Current HP: 713, A Avg: 89111, D Avg: 501942, [Thin Blade[158, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 856: HP: 466, STR: 421, VIT: 418003, SPD: 9, LUK: 1, Attack: 85209, Defense: 501944, Current HP: 466, A Avg: 89469, D Avg: 501944, [Pulse Knife[165, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 855: HP: 587, STR: 212, VIT: 418006, SPD: 9, LUK: 1, Attack: 85856, Defense: 501947, Current HP: 587, A Avg: 90148, D Avg: 501947, [Gladius[162, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 854: HP: 629, STR: 241, VIT: 418058, SPD: 9, LUK: 1, Attack: 86093, Defense: 501947, Current HP: 629, A Avg: 90397, D Avg: 501947, [Santoku[159, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 853: HP: 739, STR: 241, VIT: 418029, SPD: 9, LUK: 1, Attack: 86093, Defense: 501957, Current HP: 739, A Avg: 90397, D Avg: 501957, [Santoku[159, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 852: HP: 713, STR: 241, VIT: 418043, SPD: 9, LUK: 1, Attack: 86093, Defense: 501971, Current HP: 713, A Avg: 90397, D Avg: 501971, [Santoku[159, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 851: HP: 356, STR: 115, VIT: 418087, SPD: 9, LUK: 1, Attack: 84503, Defense: 501976, Current HP: 356, A Avg: 88728, D Avg: 501976, [Encryption Key[173, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 850: HP: 860, STR: 295, VIT: 418087, SPD: 9, LUK: 1, Attack: 88177, Defense: 501976, Current HP: 860, A Avg: 92585, D Avg: 501976, [Wild Card[175, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 849: HP: 356, STR: 201, VIT: 418087, SPD: 9, LUK: 1, Attack: 85845, Defense: 501976, Current HP: 356, A Avg: 90137, D Avg: 501976, [Portal Sword[176, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 848: HP: 739, STR: 178, VIT: 418037, SPD: 9, LUK: 1, Attack: 84886, Defense: 501978, Current HP: 739, A Avg: 89130, D Avg: 501978, [Thin Blade[158, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 847: HP: 1196, STR: 2030, VIT: 418174, SPD: 9, LUK: 1, Attack: 87843, Defense: 501978, Current HP: 1196, A Avg: 92235, D Avg: 501978, [Spear of Regression[182, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 846: HP: 566, STR: 439, VIT: 418093, SPD: 9, LUK: 1, Attack: 85773, Defense: 501982, Current HP: 566, A Avg: 90061, D Avg: 501982, [Impulse[166, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 845: HP: 466, STR: 115, VIT: 418058, SPD: 9, LUK: 1, Attack: 84503, Defense: 501986, Current HP: 466, A Avg: 88728, D Avg: 501986, [Encryption Key[173, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 844: HP: 970, STR: 295, VIT: 418058, SPD: 9, LUK: 1, Attack: 88177, Defense: 501986, Current HP: 970, A Avg: 92585, D Avg: 501986, [Wild Card[175, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 843: HP: 466, STR: 201, VIT: 418058, SPD: 9, LUK: 1, Attack: 85845, Defense: 501986, Current HP: 466, A Avg: 90137, D Avg: 501986, [Portal Sword[176, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 842: HP: 676, STR: 439, VIT: 418064, SPD: 9, LUK: 1, Attack: 85773, Defense: 501992, Current HP: 676, A Avg: 90061, D Avg: 501992, [Impulse[166, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 841: HP: 440, STR: 115, VIT: 418072, SPD: 9, LUK: 1, Attack: 84503, Defense: 502000, Current HP: 440, A Avg: 88728, D Avg: 502000, [Encryption Key[173, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 840: HP: 944, STR: 295, VIT: 418072, SPD: 9, LUK: 1, Attack: 88177, Defense: 502000, Current HP: 944, A Avg: 92585, D Avg: 502000, [Wild Card[175, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 839: HP: 440, STR: 201, VIT: 418072, SPD: 9, LUK: 1, Attack: 85845, Defense: 502000, Current HP: 440, A Avg: 90137, D Avg: 502000, [Portal Sword[176, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 838: HP: 650, STR: 439, VIT: 418078, SPD: 9, LUK: 1, Attack: 85773, Defense: 502006, Current HP: 650, A Avg: 90061, D Avg: 502006, [Impulse[166, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 837: HP: 739, STR: 259, VIT: 418066, SPD: 9, LUK: 1, Attack: 86111, Defense: 502007, Current HP: 739, A Avg: 90416, D Avg: 502007, [Santoku[159, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 836: HP: 1259, STR: 2030, VIT: 418185, SPD: 9, LUK: 1, Attack: 87843, Defense: 502022, Current HP: 1259, A Avg: 92235, D Avg: 502022, [Spear of Regression[182, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 835: HP: 608, STR: 428, VIT: 418220, SPD: 9, LUK: 1, Attack: 86917, Defense: 502024, Current HP: 608, A Avg: 91262, D Avg: 502024, [Cuttlefish[178, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 834: HP: 1196, STR: 2030, VIT: 418162, SPD: 9, LUK: 1, Attack: 87843, Defense: 502025, Current HP: 1196, A Avg: 92235, D Avg: 502025, [Spear of Regression[182, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 833: HP: 1196, STR: 2030, VIT: 418165, SPD: 9, LUK: 1, Attack: 87843, Defense: 502034, Current HP: 1196, A Avg: 92235, D Avg: 502034, [Spear of Regression[182, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 832: HP: 466, STR: 133, VIT: 418095, SPD: 9, LUK: 1, Attack: 84521, Defense: 502036, Current HP: 466, A Avg: 88747, D Avg: 502036, [Encryption Key[173, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 831: HP: 970, STR: 313, VIT: 418095, SPD: 9, LUK: 1, Attack: 88195, Defense: 502036, Current HP: 970, A Avg: 92604, D Avg: 502036, [Wild Card[175, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 830: HP: 466, STR: 219, VIT: 418095, SPD: 9, LUK: 1, Attack: 85863, Defense: 502036, Current HP: 466, A Avg: 90156, D Avg: 502036, [Portal Sword[176, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 829: HP: 676, STR: 457, VIT: 418101, SPD: 9, LUK: 1, Attack: 85791, Defense: 502042, Current HP: 676, A Avg: 90080, D Avg: 502042, [Impulse[166, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 828: HP: 671, STR: 428, VIT: 418232, SPD: 9, LUK: 1, Attack: 86917, Defense: 502069, Current HP: 671, A Avg: 91262, D Avg: 502069, [Cuttlefish[178, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 827: HP: 356, STR: 187, VIT: 418267, SPD: 9, LUK: 1, Attack: 85740, Defense: 502071, Current HP: 356, A Avg: 90027, D Avg: 502071, [Hammer of Justice[186, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 826: HP: 608, STR: 428, VIT: 418209, SPD: 9, LUK: 1, Attack: 86917, Defense: 502072, Current HP: 608, A Avg: 91262, D Avg: 502072, [Cuttlefish[178, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 825: HP: 608, STR: 428, VIT: 418211, SPD: 9, LUK: 1, Attack: 86917, Defense: 502080, Current HP: 608, A Avg: 91262, D Avg: 502080, [Cuttlefish[178, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 824: HP: 1196, STR: 2030, VIT: 418191, SPD: 9, LUK: 1, Attack: 87843, Defense: 502080, Current HP: 1196, A Avg: 92235, D Avg: 502080, [Spear of Regression[182, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 823: HP: 986, STR: 972, VIT: 418278, SPD: 9, LUK: 1, Attack: 85472, Defense: 502082, Current HP: 986, A Avg: 89745, D Avg: 502082, [Divine Dragon Sword[181, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 822: HP: 1306, STR: 2030, VIT: 418162, SPD: 9, LUK: 1, Attack: 87843, Defense: 502090, Current HP: 1306, A Avg: 92235, D Avg: 502090, [Spear of Regression[182, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 821: HP: 1280, STR: 2030, VIT: 418177, SPD: 9, LUK: 1, Attack: 87843, Defense: 502105, Current HP: 1280, A Avg: 92235, D Avg: 502105, [Spear of Regression[182, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 820: HP: 503, STR: 140, VIT: 417866, SPD: 9, LUK: 1, Attack: 83866, Defense: 502106, Current HP: 503, A Avg: 88059, D Avg: 502106, [Wooden Stick[101, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 819: HP: 503, STR: 140, VIT: 417866, SPD: 9, LUK: 1, Attack: 83905, Defense: 502106, Current HP: 503, A Avg: 88100, D Avg: 502106, [Club[102, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 818: HP: 503, STR: 145, VIT: 417866, SPD: 9, LUK: 1, Attack: 83917, Defense: 502106, Current HP: 503, A Avg: 88112, D Avg: 502106, [Short Sword[103, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 817: HP: 503, STR: 156, VIT: 417866, SPD: 9, LUK: 1, Attack: 83967, Defense: 502106, Current HP: 503, A Avg: 88165, D Avg: 502106, [Long Sword[104, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 816: HP: 503, STR: 154, VIT: 417866, SPD: 9, LUK: 1, Attack: 83926, Defense: 502106, Current HP: 503, A Avg: 88122, D Avg: 502106, [Wasp Knife[105, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 815: HP: 503, STR: 147, VIT: 417866, SPD: 9, LUK: 1, Attack: 83971, Defense: 502106, Current HP: 503, A Avg: 88169, D Avg: 502106, [Stun Knuckle[106, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 814: HP: 503, STR: 163, VIT: 417866, SPD: 9, LUK: 1, Attack: 84006, Defense: 502106, Current HP: 503, A Avg: 88206, D Avg: 502106, [Battle Scythe[107, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 813: HP: 524, STR: 163, VIT: 417866, SPD: 9, LUK: 1, Attack: 84052, Defense: 502106, Current HP: 524, A Avg: 88254, D Avg: 502106, [Iron Lumps[108, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 812: HP: 503, STR: 140, VIT: 417866, SPD: 9, LUK: 1, Attack: 83908, Defense: 502106, Current HP: 503, A Avg: 88103, D Avg: 502106, [Decorative Swords[109, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 811: HP: 503, STR: 181, VIT: 417866, SPD: 9, LUK: 1, Attack: 84304, Defense: 502106, Current HP: 503, A Avg: 88519, D Avg: 502106, [Pinpoint[112, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 810: HP: 524, STR: 171, VIT: 417866, SPD: 9, LUK: 1, Attack: 84177, Defense: 502106, Current HP: 524, A Avg: 88385, D Avg: 502106, [Great Iron Mass[122, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
