Rank 1000: HP: 734, STR: 268, VIT: 418116, SPD: 27, LUK: 1, Attack: 84209, Defense: 502005, Current HP: 734, A Avg: 88419, D Avg: 502005, [Rusty Knife[156, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 901: HP: 944, STR: 889, VIT: 418371, SPD: 27, LUK: 1, Attack: 86429, Defense: 502208, Current HP: 944, A Avg: 90750, D Avg: 502208, [Zodiac[184, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 900: HP: 940, STR: 374, VIT: 418345, SPD: 27, LUK: 1, Attack: 86018, Defense: 502208, Current HP: 940, A Avg: 90318, D Avg: 502208, [Gladius[162, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 899: HP: 818, STR: 637, VIT: 418319, SPD: 27, LUK: 1, Attack: 86515, Defense: 502208, Current HP: 818, A Avg: 90840, D Avg: 502208, [God Hand[179, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 898: HP: 776, STR: 889, VIT: 418319, SPD: 27, LUK: 1, Attack: 86429, Defense: 502208, Current HP: 776, A Avg: 90750, D Avg: 502208, [Zodiac[184, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 897: HP: 1154, STR: 268, VIT: 418348, SPD: 27, LUK: 1, Attack: 84976, Defense: 502211, Current HP: 1154, A Avg: 89224, D Avg: 502211, [Thin Blade[158, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 896: HP: 566, STR: 691, VIT: 418345, SPD: 27, LUK: 1, Attack: 85479, Defense: 502214, Current HP: 566, A Avg: 89752, D Avg: 502214, [Pulse Knife[165, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 895: HP: 1096, STR: 637, VIT: 418290, SPD: 27, LUK: 1, Attack: 86515, Defense: 502218, Current HP: 1096, A Avg: 90840, D Avg: 502218, [God Hand[179, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 894: HP: 1054, STR: 889, VIT: 418290, SPD: 27, LUK: 1, Attack: 86429, Defense: 502218, Current HP: 1054, A Avg: 90750, D Avg: 502218, [Zodiac[184, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 893: HP: 1154, STR: 439, VIT: 418351, SPD: 27, LUK: 1, Attack: 86291, Defense: 502220, Current HP: 1154, A Avg: 90605, D Avg: 502220, [Santoku[159, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 892: HP: 818, STR: 176, VIT: 417982, SPD: 27, LUK: 1, Attack: 83902, Defense: 502222, Current HP: 818, A Avg: 88097, D Avg: 502222, [Wooden Stick[101, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 891: HP: 818, STR: 176, VIT: 417982, SPD: 27, LUK: 1, Attack: 83941, Defense: 502222, Current HP: 818, A Avg: 88138, D Avg: 502222, [Club[102, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 890: HP: 818, STR: 181, VIT: 417982, SPD: 27, LUK: 1, Attack: 83953, Defense: 502222, Current HP: 818, A Avg: 88150, D Avg: 502222, [Short Sword[103, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 889: HP: 818, STR: 210, VIT: 417982, SPD: 27, LUK: 1, Attack: 84021, Defense: 502222, Current HP: 818, A Avg: 88222, D Avg: 502222, [Long Sword[104, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 888: HP: 818, STR: 226, VIT: 417982, SPD: 27, LUK: 1, Attack: 83998, Defense: 502222, Current HP: 818, A Avg: 88197, D Avg: 502222, [Wasp Knife[105, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 887: HP: 818, STR: 201, VIT: 417982, SPD: 27, LUK: 1, Attack: 84025, Defense: 502222, Current HP: 818, A Avg: 88226, D Avg: 502222, [Stun Knuckle[106, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 886: HP: 818, STR: 235, VIT: 417982, SPD: 27, LUK: 1, Attack: 84078, Defense: 502222, Current HP: 818, A Avg: 88281, D Avg: 502222, [Battle Scythe[107, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 885: HP: 839, STR: 235, VIT: 417982, SPD: 27, LUK: 1, Attack: 84124, Defense: 502222, Current HP: 839, A Avg: 88330, D Avg: 502222, [Iron Lumps[108, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 884: HP: 818, STR: 176, VIT: 417982, SPD: 27, LUK: 1, Attack: 83944, Defense: 502222, Current HP: 818, A Avg: 88141, D Avg: 502222, [Decorative Swords[109, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 883: HP: 818, STR: 253, VIT: 417982, SPD: 27, LUK: 1, Attack: 84376, Defense: 502222, Current HP: 818, A Avg: 88594, D Avg: 502222, [Pinpoint[112, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 882: HP: 839, STR: 261, VIT: 417982, SPD: 27, LUK: 1, Attack: 84267, Defense: 502222, Current HP: 839, A Avg: 88480, D Avg: 502222, [Great Iron Mass[122, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 881: HP: 829, STR: 201, VIT: 417982, SPD: 27, LUK: 1, Attack: 84194, Defense: 502222, Current HP: 829, A Avg: 88403, D Avg: 502222, [Sword of Wood[124, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 880: HP: 986, STR: 295, VIT: 417982, SPD: 27, LUK: 1, Attack: 84483, Defense: 502222, Current HP: 986, A Avg: 88707, D Avg: 502222, [Sword of the Spirit Tree[125, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 879: HP: 829, STR: 235, VIT: 417982, SPD: 27, LUK: 1, Attack: 84234, Defense: 502222, Current HP: 829, A Avg: 88445, D Avg: 502222, [Greatsword[127, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 878: HP: 982, STR: 266, VIT: 417982, SPD: 27, LUK: 1, Attack: 84688, Defense: 502222, Current HP: 982, A Avg: 88922, D Avg: 502222, [Dreaming Sword[128, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 877: HP: 839, STR: 194, VIT: 417982, SPD: 27, LUK: 1, Attack: 83969, Defense: 502222, Current HP: 839, A Avg: 88167, D Avg: 502222, [Peacemaker[131, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 876: HP: 881, STR: 176, VIT: 417982, SPD: 27, LUK: 1, Attack: 84078, Defense: 502222, Current HP: 881, A Avg: 88281, D Avg: 502222, [Daydream[132, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 875: HP: 1322, STR: 302, VIT: 417982, SPD: 27, LUK: 1, Attack: 85985, Defense: 502222, Current HP: 1322, A Avg: 90284, D Avg: 502222, [Dancing[155, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 874: HP: 818, STR: 471, VIT: 417982, SPD: 27, LUK: 1, Attack: 85127, Defense: 502222, Current HP: 818, A Avg: 89383, D Avg: 502222, [Penetra[161, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 873: HP: 818, STR: 176, VIT: 417982, SPD: 27, LUK: 1, Attack: 85017, Defense: 502222, Current HP: 818, A Avg: 89267, D Avg: 502222, [Grand Slam[163, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 872: HP: 1028, STR: 176, VIT: 417982, SPD: 27, LUK: 1, Attack: 85144, Defense: 502222, Current HP: 1028, A Avg: 89401, D Avg: 502222, [Cluster Bomb[170, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 871: HP: 1448, STR: 176, VIT: 417982, SPD: 27, LUK: 1, Attack: 92362, Defense: 502222, Current HP: 1448, A Avg: 96980, D Avg: 502222, [Big Bang[171, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 870: HP: 2582, STR: 176, VIT: 417982, SPD: 27, LUK: 1, Attack: 85229, Defense: 502222, Current HP: 2582, A Avg: 89490, D Avg: 502222, [Common Key[174, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 869: HP: 1448, STR: 176, VIT: 417982, SPD: 27, LUK: 1, Attack: 86418, Defense: 502222, Current HP: 1448, A Avg: 90738, D Avg: 502222, [Droid Hammer[177, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 868: HP: 818, STR: 1130, VIT: 417982, SPD: 27, LUK: 1, Attack: 86059, Defense: 502222, Current HP: 818, A Avg: 90361, D Avg: 502222, [Jack Knife[185, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 867: HP: 818, STR: 1184, VIT: 417982, SPD: 27, LUK: 1, Attack: 85762, Defense: 502222, Current HP: 818, A Avg: 90050, D Avg: 502222, [Magical[187, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 866: HP: 818, STR: 482, VIT: 417982, SPD: 27, LUK: 1, Attack: 87533, Defense: 502222, Current HP: 818, A Avg: 91909, D Avg: 502222, [Tekken[188, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 865: HP: 818, STR: -24999, VIT: 417982, SPD: 27, LUK: 1, Attack: 74267, Defense: 502222, Current HP: 818, A Avg: 77980, D Avg: 502222, [Sword of Evil[189, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 864: HP: 818, STR: 1544, VIT: 417982, SPD: 27, LUK: 1, Attack: 89205, Defense: 502222, Current HP: 818, A Avg: 93665, D Avg: 502222, [Neural Edge[190, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 863: HP: 1028, STR: 340, VIT: 418284, SPD: 27, LUK: 1, Attack: 85383, Defense: 502225, Current HP: 1028, A Avg: 89652, D Avg: 502225, [White Snake[160, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 862: HP: 902, STR: 637, VIT: 418304, SPD: 27, LUK: 1, Attack: 86515, Defense: 502232, Current HP: 902, A Avg: 90840, D Avg: 502232, [God Hand[179, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 861: HP: 860, STR: 889, VIT: 418304, SPD: 27, LUK: 1, Attack: 86429, Defense: 502232, Current HP: 860, A Avg: 90750, D Avg: 502232, [Zodiac[184, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 860: HP: 566, STR: 691, VIT: 418371, SPD: 27, LUK: 1, Attack: 85479, Defense: 502234, Current HP: 566, A Avg: 89752, D Avg: 502234, [Pulse Knife[165, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 859: HP: 1075, STR: 421, VIT: 418293, SPD: 27, LUK: 1, Attack: 86767, Defense: 502234, Current HP: 1075, A Avg: 91105, D Avg: 502234, [Progress[147, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 858: HP: 1154, STR: 439, VIT: 418377, SPD: 27, LUK: 1, Attack: 86291, Defense: 502240, Current HP: 1154, A Avg: 90605, D Avg: 502240, [Santoku[159, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 857: HP: 965, STR: 264, VIT: 418000, SPD: 27, LUK: 1, Attack: 84231, Defense: 502240, Current HP: 965, A Avg: 88442, D Avg: 502240, [Phantom Sword[117, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 856: HP: 760, STR: 406, VIT: 418304, SPD: 27, LUK: 1, Attack: 86934, Defense: 502245, Current HP: 760, A Avg: 91280, D Avg: 502245, [Moon Knuckle[153, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 855: HP: 739, STR: 1033, VIT: 418304, SPD: 27, LUK: 1, Attack: 86911, Defense: 502245, Current HP: 739, A Avg: 91256, D Avg: 502245, [Blue Sword[180, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 854: HP: 829, STR: 226, VIT: 418011, SPD: 27, LUK: 1, Attack: 84069, Defense: 502251, Current HP: 829, A Avg: 88272, D Avg: 502251, [Salamander[110, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 853: HP: 818, STR: 252, VIT: 418011, SPD: 27, LUK: 1, Attack: 84336, Defense: 502251, Current HP: 818, A Avg: 88552, D Avg: 502251, [Phantom Scythe[116, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 852: HP: 829, STR: 226, VIT: 418011, SPD: 27, LUK: 1, Attack: 84098, Defense: 502251, Current HP: 829, A Avg: 88302, D Avg: 502251, [Undine[118, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 851: HP: 829, STR: 226, VIT: 418011, SPD: 27, LUK: 1, Attack: 84125, Defense: 502251, Current HP: 829, A Avg: 88331, D Avg: 502251, [Sylph[119, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 850: HP: 829, STR: 226, VIT: 418011, SPD: 27, LUK: 1, Attack: 84152, Defense: 502251, Current HP: 829, A Avg: 88359, D Avg: 502251, [Gnome[120, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 849: HP: 2624, STR: 2336, VIT: 418417, SPD: 27, LUK: 1, Attack: 88149, Defense: 502254, Current HP: 2624, A Avg: 92556, D Avg: 502254, [Spear of Regression[182, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 848: HP: 2456, STR: 2336, VIT: 418365, SPD: 27, LUK: 1, Attack: 88149, Defense: 502254, Current HP: 2456, A Avg: 92556, D Avg: 502254, [Spear of Regression[182, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 847: HP: 1108, STR: 374, VIT: 418426, SPD: 27, LUK: 1, Attack: 86018, Defense: 502263, Current HP: 1108, A Avg: 90318, D Avg: 502263, [Gladius[162, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 846: HP: 940, STR: 374, VIT: 418374, SPD: 27, LUK: 1, Attack: 86018, Defense: 502263, Current HP: 940, A Avg: 90318, D Avg: 502263, [Gladius[162, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 845: HP: 818, STR: 235, VIT: 418023, SPD: 27, LUK: 1, Attack: 84111, Defense: 502263, Current HP: 818, A Avg: 88316, D Avg: 502263, [Tornado[111, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 844: HP: 965, STR: 226, VIT: 418023, SPD: 27, LUK: 1, Attack: 84251, Defense: 502263, Current HP: 965, A Avg: 88463, D Avg: 502263, [Fairy Sword[113, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 843: HP: 818, STR: 270, VIT: 418023, SPD: 27, LUK: 1, Attack: 84419, Defense: 502263, Current HP: 818, A Avg: 88639, D Avg: 502263, [Giant Tornado[114, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 842: HP: 833, STR: 235, VIT: 418023, SPD: 27, LUK: 1, Attack: 84051, Defense: 502263, Current HP: 833, A Avg: 88253, D Avg: 502263, [Hand Axe[140, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 841: HP: 839, STR: 252, VIT: 418023, SPD: 27, LUK: 1, Attack: 84245, Defense: 502263, Current HP: 839, A Avg: 88457, D Avg: 502263, [Wooden Boomerang[167, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 840: HP: 2734, STR: 2336, VIT: 418336, SPD: 27, LUK: 1, Attack: 88149, Defense: 502264, Current HP: 2734, A Avg: 92556, D Avg: 502264, [Spear of Regression[182, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 839: HP: 1322, STR: 268, VIT: 418429, SPD: 27, LUK: 1, Attack: 84976, Defense: 502266, Current HP: 1322, A Avg: 89224, D Avg: 502266, [Thin Blade[158, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 838: HP: 1154, STR: 268, VIT: 418377, SPD: 27, LUK: 1, Attack: 84976, Defense: 502266, Current HP: 1154, A Avg: 89224, D Avg: 502266, [Thin Blade[158, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 837: HP: 896, STR: 239, VIT: 418026, SPD: 27, LUK: 1, Attack: 84037, Defense: 502266, Current HP: 896, A Avg: 88238, D Avg: 502266, [Ninja[135, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 836: HP: 860, STR: 203, VIT: 418026, SPD: 27, LUK: 1, Attack: 88370, Defense: 502266, Current HP: 860, A Avg: 92788, D Avg: 502266, [Basic[169, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 835: HP: 835, STR: 235, VIT: 418029, SPD: 27, LUK: 1, Attack: 84241, Defense: 502269, Current HP: 835, A Avg: 88453, D Avg: 502269, [Crescent[141, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 834: HP: 1217, STR: 374, VIT: 418345, SPD: 27, LUK: 1, Attack: 86018, Defense: 502273, Current HP: 1217, A Avg: 90318, D Avg: 502273, [Gladius[162, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 833: HP: 1432, STR: 268, VIT: 418348, SPD: 27, LUK: 1, Attack: 84976, Defense: 502276, Current HP: 1432, A Avg: 89224, D Avg: 502276, [Thin Blade[158, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 832: HP: 2540, STR: 2336, VIT: 418351, SPD: 27, LUK: 1, Attack: 88149, Defense: 502279, Current HP: 2540, A Avg: 92556, D Avg: 502279, [Spear of Regression[182, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 831: HP: 986, STR: 727, VIT: 418481, SPD: 27, LUK: 1, Attack: 86061, Defense: 502285, Current HP: 986, A Avg: 90364, D Avg: 502285, [Impulse[166, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 830: HP: 1024, STR: 374, VIT: 418359, SPD: 27, LUK: 1, Attack: 86018, Defense: 502287, Current HP: 1024, A Avg: 90318, D Avg: 502287, [Gladius[162, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 829: HP: 734, STR: 691, VIT: 418452, SPD: 27, LUK: 1, Attack: 85479, Defense: 502289, Current HP: 734, A Avg: 89752, D Avg: 502289, [Pulse Knife[165, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 828: HP: 566, STR: 691, VIT: 418400, SPD: 27, LUK: 1, Attack: 85479, Defense: 502289, Current HP: 566, A Avg: 89752, D Avg: 502289, [Pulse Knife[165, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 827: HP: 1238, STR: 268, VIT: 418362, SPD: 27, LUK: 1, Attack: 84976, Defense: 502290, Current HP: 1238, A Avg: 89224, D Avg: 502290, [Thin Blade[158, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 826: HP: 986, STR: 295, VIT: 418052, SPD: 27, LUK: 1, Attack: 84977, Defense: 502292, Current HP: 986, A Avg: 89225, D Avg: 502292, [Thunder Whip[143, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 825: HP: 1322, STR: 439, VIT: 418458, SPD: 27, LUK: 1, Attack: 86291, Defense: 502295, Current HP: 1322, A Avg: 90605, D Avg: 502295, [Santoku[159, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 824: HP: 1154, STR: 439, VIT: 418406, SPD: 27, LUK: 1, Attack: 86291, Defense: 502295, Current HP: 1154, A Avg: 90605, D Avg: 502295, [Santoku[159, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 823: HP: 844, STR: 691, VIT: 418371, SPD: 27, LUK: 1, Attack: 85479, Defense: 502299, Current HP: 844, A Avg: 89752, D Avg: 502299, [Pulse Knife[165, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 822: HP: 1007, STR: 226, VIT: 418064, SPD: 27, LUK: 1, Attack: 84082, Defense: 502304, Current HP: 1007, A Avg: 88286, D Avg: 502304, [Emerald Sword[115, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 821: HP: 1432, STR: 439, VIT: 418377, SPD: 27, LUK: 1, Attack: 86291, Defense: 502305, Current HP: 1432, A Avg: 90605, D Avg: 502305, [Santoku[159, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 820: HP: 907, STR: 261, VIT: 418069, SPD: 27, LUK: 1, Attack: 84163, Defense: 502309, Current HP: 907, A Avg: 88371, D Avg: 502309, [Crossed Shuriken[136, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 819: HP: 650, STR: 691, VIT: 418385, SPD: 27, LUK: 1, Attack: 85479, Defense: 502313, Current HP: 650, A Avg: 89752, D Avg: 502313, [Pulse Knife[165, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 818: HP: 1007, STR: 286, VIT: 418078, SPD: 27, LUK: 1, Attack: 84799, Defense: 502318, Current HP: 1007, A Avg: 89038, D Avg: 502318, [Maximum Iron Mass[123, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 817: HP: 1238, STR: 439, VIT: 418391, SPD: 27, LUK: 1, Attack: 86291, Defense: 502319, Current HP: 1238, A Avg: 90605, D Avg: 502319, [Santoku[159, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 816: HP: 991, STR: 655, VIT: 418385, SPD: 27, LUK: 1, Attack: 86533, Defense: 502326, Current HP: 991, A Avg: 90859, D Avg: 502326, [God Hand[179, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 815: HP: 949, STR: 907, VIT: 418385, SPD: 27, LUK: 1, Attack: 86447, Defense: 502326, Current HP: 949, A Avg: 90769, D Avg: 502326, [Zodiac[184, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 814: HP: 1238, STR: 1803, VIT: 418098, SPD: 27, LUK: 1, Attack: 91712, Defense: 502338, Current HP: 1238, A Avg: 96297, D Avg: 502338, [Spectral Sword Shigure[172, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 813: HP: 986, STR: 727, VIT: 418472, SPD: 27, LUK: 1, Attack: 86061, Defense: 502341, Current HP: 986, A Avg: 90364, D Avg: 502341, [Impulse[166, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 812: HP: 1196, STR: 1332, VIT: 418539, SPD: 27, LUK: 1, Attack: 85832, Defense: 502343, Current HP: 1196, A Avg: 90123, D Avg: 502343, [Divine Dragon Sword[181, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 811: HP: 881, STR: 201, VIT: 418104, SPD: 27, LUK: 1, Attack: 84389, Defense: 502344, Current HP: 881, A Avg: 88608, D Avg: 502344, [Cagliostro[133, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
