Rank 1000: HP: 293, STR: 126, VIT: 417861, SPD: 1, LUK: 1, Attack: 85601, Defense: 501750, Current HP: 293, A Avg: 89881, D Avg: 501750, [Elemental[121, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 901: HP: 419, STR: 133, VIT: 417829, SPD: 1, LUK: 1, Attack: 84243, Defense: 501770, Current HP: 419, A Avg: 88455, D Avg: 501770, [Dragon Killer[139, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 900: HP: 377, STR: 136, VIT: 417829, SPD: 1, LUK: 1, Attack: 84649, Defense: 501770, Current HP: 377, A Avg: 88881, D Avg: 501770, [Volcano[142, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 899: HP: 365, STR: 133, VIT: 417829, SPD: 1, LUK: 1, Attack: 85881, Defense: 501770, Current HP: 365, A Avg: 90175, D Avg: 501770, [Scythe of the Grim Reaper[148, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 898: HP: 398, STR: 135, VIT: 417832, SPD: 1, LUK: 1, Attack: 84648, Defense: 501773, Current HP: 398, A Avg: 88880, D Avg: 501773, [Maximum Iron Mass[123, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 897: HP: 398, STR: 133, VIT: 417832, SPD: 1, LUK: 1, Attack: 86102, Defense: 501773, Current HP: 398, A Avg: 90407, D Avg: 501773, [Fire Chariot[138, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 896: HP: 398, STR: 135, VIT: 417832, SPD: 1, LUK: 1, Attack: 84245, Defense: 501773, Current HP: 398, A Avg: 88457, D Avg: 501773, [Serpent[144, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 895: HP: 419, STR: 162, VIT: 417904, SPD: 1, LUK: 1, Attack: 86014, Defense: 501773, Current HP: 419, A Avg: 90314, D Avg: 501773, [Santoku[159, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 894: HP: 377, STR: 140, VIT: 417832, SPD: 1, LUK: 1, Attack: 85784, Defense: 501773, Current HP: 377, A Avg: 90073, D Avg: 501773, [Gladius[162, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 893: HP: 398, STR: 324, VIT: 417904, SPD: 1, LUK: 1, Attack: 85658, Defense: 501773, Current HP: 398, A Avg: 89940, D Avg: 501773, [Impulse[166, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 892: HP: 367, STR: 108, VIT: 417846, SPD: 1, LUK: 1, Attack: 83951, Defense: 501774, Current HP: 367, A Avg: 88148, D Avg: 501774, [Salamander[110, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 891: HP: 356, STR: 108, VIT: 417846, SPD: 1, LUK: 1, Attack: 84192, Defense: 501774, Current HP: 356, A Avg: 88401, D Avg: 501774, [Phantom Scythe[116, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 890: HP: 367, STR: 108, VIT: 417846, SPD: 1, LUK: 1, Attack: 83980, Defense: 501774, Current HP: 367, A Avg: 88179, D Avg: 501774, [Undine[118, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 889: HP: 367, STR: 108, VIT: 417846, SPD: 1, LUK: 1, Attack: 84007, Defense: 501774, Current HP: 367, A Avg: 88207, D Avg: 501774, [Sylph[119, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 888: HP: 367, STR: 108, VIT: 417846, SPD: 1, LUK: 1, Attack: 84034, Defense: 501774, Current HP: 367, A Avg: 88235, D Avg: 501774, [Gnome[120, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 887: HP: 377, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 85601, Defense: 501774, Current HP: 377, A Avg: 89881, D Avg: 501774, [Elemental[121, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 886: HP: 377, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 85224, Defense: 501774, Current HP: 377, A Avg: 89485, D Avg: 501774, [Yggdrasil[126, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 885: HP: 377, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 84808, Defense: 501774, Current HP: 377, A Avg: 89048, D Avg: 501774, [Thunder Whip[143, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 884: HP: 377, STR: 131, VIT: 417846, SPD: 1, LUK: 1, Attack: 84956, Defense: 501774, Current HP: 377, A Avg: 89203, D Avg: 501774, [Kraken[145, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 883: HP: 398, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 86472, Defense: 501774, Current HP: 398, A Avg: 90795, D Avg: 501774, [Progress[147, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 882: HP: 440, STR: 117, VIT: 417846, SPD: 1, LUK: 1, Attack: 84929, Defense: 501774, Current HP: 440, A Avg: 89175, D Avg: 501774, [Granada[150, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 881: HP: 356, STR: 108, VIT: 417846, SPD: 1, LUK: 1, Attack: 84426, Defense: 501774, Current HP: 356, A Avg: 88647, D Avg: 501774, [Ruby Knuckle[151, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 880: HP: 377, STR: 144, VIT: 417846, SPD: 1, LUK: 1, Attack: 84794, Defense: 501774, Current HP: 377, A Avg: 89033, D Avg: 501774, [Diamond Knuckle[152, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 879: HP: 356, STR: 135, VIT: 417846, SPD: 1, LUK: 1, Attack: 88302, Defense: 501774, Current HP: 356, A Avg: 92717, D Avg: 501774, [Basic[169, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 878: HP: 356, STR: 138, VIT: 417834, SPD: 1, LUK: 1, Attack: 84105, Defense: 501775, Current HP: 356, A Avg: 88310, D Avg: 501775, [Phantom Sword[117, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 877: HP: 377, STR: 138, VIT: 417837, SPD: 1, LUK: 1, Attack: 85104, Defense: 501778, Current HP: 377, A Avg: 89359, D Avg: 501778, [Red Shark[134, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 876: HP: 440, STR: 138, VIT: 417837, SPD: 1, LUK: 1, Attack: 85181, Defense: 501778, Current HP: 440, A Avg: 89440, D Avg: 501778, [White Snake[160, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 875: HP: 293, STR: 162, VIT: 417890, SPD: 1, LUK: 1, Attack: 84896, Defense: 501779, Current HP: 293, A Avg: 89140, D Avg: 501779, [Irruption[154, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 874: HP: 419, STR: 117, VIT: 417890, SPD: 1, LUK: 1, Attack: 84825, Defense: 501779, Current HP: 419, A Avg: 89066, D Avg: 501779, [Thin Blade[158, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 873: HP: 377, STR: 126, VIT: 417852, SPD: 1, LUK: 1, Attack: 84158, Defense: 501780, Current HP: 377, A Avg: 88365, D Avg: 501780, [Alucard[146, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 872: HP: 356, STR: 129, VIT: 417852, SPD: 1, LUK: 1, Attack: 84967, Defense: 501780, Current HP: 356, A Avg: 89215, D Avg: 501780, [Classic[168, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 871: HP: 692, STR: 1306, VIT: 417919, SPD: 1, LUK: 1, Attack: 91215, Defense: 501782, Current HP: 692, A Avg: 95775, D Avg: 501782, [Spectral Sword Shigure[172, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 870: HP: 367, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 83969, Defense: 501787, Current HP: 367, A Avg: 88167, D Avg: 501787, [Salamander[110, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 869: HP: 356, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 84210, Defense: 501787, Current HP: 356, A Avg: 88420, D Avg: 501787, [Phantom Scythe[116, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 868: HP: 367, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 83998, Defense: 501787, Current HP: 367, A Avg: 88197, D Avg: 501787, [Undine[118, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 867: HP: 367, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 84025, Defense: 501787, Current HP: 367, A Avg: 88226, D Avg: 501787, [Sylph[119, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 866: HP: 367, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 84052, Defense: 501787, Current HP: 367, A Avg: 88254, D Avg: 501787, [Gnome[120, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 865: HP: 377, STR: 144, VIT: 417846, SPD: 1, LUK: 1, Attack: 85619, Defense: 501787, Current HP: 377, A Avg: 89899, D Avg: 501787, [Elemental[121, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 864: HP: 377, STR: 144, VIT: 417846, SPD: 1, LUK: 1, Attack: 85242, Defense: 501787, Current HP: 377, A Avg: 89504, D Avg: 501787, [Yggdrasil[126, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 863: HP: 377, STR: 144, VIT: 417846, SPD: 1, LUK: 1, Attack: 84826, Defense: 501787, Current HP: 377, A Avg: 89067, D Avg: 501787, [Thunder Whip[143, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 862: HP: 377, STR: 149, VIT: 417846, SPD: 1, LUK: 1, Attack: 84974, Defense: 501787, Current HP: 377, A Avg: 89222, D Avg: 501787, [Kraken[145, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 861: HP: 398, STR: 144, VIT: 417846, SPD: 1, LUK: 1, Attack: 86490, Defense: 501787, Current HP: 398, A Avg: 90814, D Avg: 501787, [Progress[147, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 860: HP: 461, STR: 144, VIT: 417846, SPD: 1, LUK: 1, Attack: 85476, Defense: 501787, Current HP: 461, A Avg: 89749, D Avg: 501787, [Tower[149, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 859: HP: 440, STR: 135, VIT: 417846, SPD: 1, LUK: 1, Attack: 84947, Defense: 501787, Current HP: 440, A Avg: 89194, D Avg: 501787, [Granada[150, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 858: HP: 356, STR: 126, VIT: 417846, SPD: 1, LUK: 1, Attack: 84444, Defense: 501787, Current HP: 356, A Avg: 88666, D Avg: 501787, [Ruby Knuckle[151, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 857: HP: 377, STR: 162, VIT: 417846, SPD: 1, LUK: 1, Attack: 84812, Defense: 501787, Current HP: 377, A Avg: 89052, D Avg: 501787, [Diamond Knuckle[152, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 856: HP: 335, STR: 162, VIT: 417861, SPD: 1, LUK: 1, Attack: 84896, Defense: 501789, Current HP: 335, A Avg: 89140, D Avg: 501789, [Irruption[154, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 855: HP: 461, STR: 117, VIT: 417861, SPD: 1, LUK: 1, Attack: 84825, Defense: 501789, Current HP: 461, A Avg: 89066, D Avg: 501789, [Thin Blade[158, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 854: HP: 398, STR: 135, VIT: 417861, SPD: 1, LUK: 1, Attack: 88302, Defense: 501789, Current HP: 398, A Avg: 92717, D Avg: 501789, [Basic[169, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 853: HP: 377, STR: 144, VIT: 417852, SPD: 1, LUK: 1, Attack: 84176, Defense: 501793, Current HP: 377, A Avg: 88384, D Avg: 501793, [Alucard[146, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 852: HP: 356, STR: 147, VIT: 417852, SPD: 1, LUK: 1, Attack: 84985, Defense: 501793, Current HP: 356, A Avg: 89234, D Avg: 501793, [Classic[168, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 851: HP: 398, STR: 153, VIT: 417861, SPD: 1, LUK: 1, Attack: 88320, Defense: 501802, Current HP: 398, A Avg: 92736, D Avg: 501802, [Basic[169, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 850: HP: 692, STR: 1306, VIT: 417933, SPD: 1, LUK: 1, Attack: 91215, Defense: 501802, Current HP: 692, A Avg: 95775, D Avg: 501802, [Spectral Sword Shigure[172, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 849: HP: 377, STR: 162, VIT: 417875, SPD: 1, LUK: 1, Attack: 84896, Defense: 501803, Current HP: 377, A Avg: 89140, D Avg: 501803, [Irruption[154, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 848: HP: 503, STR: 117, VIT: 417875, SPD: 1, LUK: 1, Attack: 84825, Defense: 501803, Current HP: 503, A Avg: 89066, D Avg: 501803, [Thin Blade[158, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 847: HP: 419, STR: 162, VIT: 417919, SPD: 1, LUK: 1, Attack: 86014, Defense: 501808, Current HP: 419, A Avg: 90314, D Avg: 501808, [Santoku[159, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 846: HP: 398, STR: 324, VIT: 417919, SPD: 1, LUK: 1, Attack: 85658, Defense: 501808, Current HP: 398, A Avg: 89940, D Avg: 501808, [Impulse[166, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 845: HP: 377, STR: 180, VIT: 417875, SPD: 1, LUK: 1, Attack: 84914, Defense: 501816, Current HP: 377, A Avg: 89159, D Avg: 501816, [Irruption[154, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 844: HP: 503, STR: 135, VIT: 417875, SPD: 1, LUK: 1, Attack: 84843, Defense: 501816, Current HP: 503, A Avg: 89085, D Avg: 501816, [Thin Blade[158, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 843: HP: 461, STR: 162, VIT: 417890, SPD: 1, LUK: 1, Attack: 86014, Defense: 501818, Current HP: 461, A Avg: 90314, D Avg: 501818, [Santoku[159, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 842: HP: 440, STR: 324, VIT: 417890, SPD: 1, LUK: 1, Attack: 85658, Defense: 501818, Current HP: 440, A Avg: 89940, D Avg: 501818, [Impulse[166, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 841: HP: 503, STR: 162, VIT: 417904, SPD: 1, LUK: 1, Attack: 86014, Defense: 501832, Current HP: 503, A Avg: 90314, D Avg: 501832, [Santoku[159, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 840: HP: 482, STR: 324, VIT: 417904, SPD: 1, LUK: 1, Attack: 85658, Defense: 501832, Current HP: 482, A Avg: 89940, D Avg: 501832, [Impulse[166, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 839: HP: 692, STR: 1306, VIT: 417948, SPD: 1, LUK: 1, Attack: 91215, Defense: 501837, Current HP: 692, A Avg: 95775, D Avg: 501837, [Spectral Sword Shigure[172, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 838: HP: 503, STR: 180, VIT: 417904, SPD: 1, LUK: 1, Attack: 86032, Defense: 501845, Current HP: 503, A Avg: 90333, D Avg: 501845, [Santoku[159, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 837: HP: 482, STR: 342, VIT: 417904, SPD: 1, LUK: 1, Attack: 85676, Defense: 501845, Current HP: 482, A Avg: 89959, D Avg: 501845, [Impulse[166, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 836: HP: 734, STR: 1306, VIT: 417919, SPD: 1, LUK: 1, Attack: 91215, Defense: 501847, Current HP: 734, A Avg: 95775, D Avg: 501847, [Spectral Sword Shigure[172, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 835: HP: 776, STR: 1306, VIT: 417933, SPD: 1, LUK: 1, Attack: 91215, Defense: 501861, Current HP: 776, A Avg: 95775, D Avg: 501861, [Spectral Sword Shigure[172, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 834: HP: 524, STR: 342, VIT: 418058, SPD: 1, LUK: 1, Attack: 86831, Defense: 501862, Current HP: 524, A Avg: 91172, D Avg: 501862, [Cuttlefish[178, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 833: HP: 545, STR: 342, VIT: 418035, SPD: 1, LUK: 1, Attack: 86831, Defense: 501872, Current HP: 545, A Avg: 91172, D Avg: 501872, [Cuttlefish[178, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 832: HP: 776, STR: 1324, VIT: 417933, SPD: 1, LUK: 1, Attack: 91233, Defense: 501874, Current HP: 776, A Avg: 95794, D Avg: 501874, [Spectral Sword Shigure[172, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 831: HP: 524, STR: 342, VIT: 418035, SPD: 1, LUK: 1, Attack: 86831, Defense: 501898, Current HP: 524, A Avg: 91172, D Avg: 501898, [Cuttlefish[178, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 830: HP: 524, STR: 342, VIT: 418049, SPD: 1, LUK: 1, Attack: 86831, Defense: 501918, Current HP: 524, A Avg: 91172, D Avg: 501918, [Cuttlefish[178, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 829: HP: 692, STR: 1908, VIT: 418116, SPD: 1, LUK: 1, Attack: 87721, Defense: 501920, Current HP: 692, A Avg: 92107, D Avg: 501920, [Spear of Regression[182, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 828: HP: 272, STR: 108, VIT: 418116, SPD: 1, LUK: 1, Attack: 85661, Defense: 501920, Current HP: 272, A Avg: 89944, D Avg: 501920, [Hammer of Justice[186, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 827: HP: 713, STR: 1908, VIT: 418093, SPD: 1, LUK: 1, Attack: 87721, Defense: 501930, Current HP: 713, A Avg: 92107, D Avg: 501930, [Spear of Regression[182, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 826: HP: 293, STR: 108, VIT: 418093, SPD: 1, LUK: 1, Attack: 85661, Defense: 501930, Current HP: 293, A Avg: 89944, D Avg: 501930, [Hammer of Justice[186, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 825: HP: 524, STR: 342, VIT: 418064, SPD: 1, LUK: 1, Attack: 86831, Defense: 501953, Current HP: 524, A Avg: 91172, D Avg: 501953, [Cuttlefish[178, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 824: HP: 692, STR: 1908, VIT: 418093, SPD: 1, LUK: 1, Attack: 87721, Defense: 501956, Current HP: 692, A Avg: 92107, D Avg: 501956, [Spear of Regression[182, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 823: HP: 272, STR: 108, VIT: 418093, SPD: 1, LUK: 1, Attack: 85661, Defense: 501956, Current HP: 272, A Avg: 89944, D Avg: 501956, [Hammer of Justice[186, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 822: HP: 566, STR: 342, VIT: 418035, SPD: 1, LUK: 1, Attack: 86831, Defense: 501963, Current HP: 566, A Avg: 91172, D Avg: 501963, [Cuttlefish[178, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 821: HP: 692, STR: 1908, VIT: 418107, SPD: 1, LUK: 1, Attack: 87721, Defense: 501976, Current HP: 692, A Avg: 92107, D Avg: 501976, [Spear of Regression[182, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 820: HP: 272, STR: 108, VIT: 418107, SPD: 1, LUK: 1, Attack: 85661, Defense: 501976, Current HP: 272, A Avg: 89944, D Avg: 501976, [Hammer of Justice[186, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 819: HP: 608, STR: 342, VIT: 418049, SPD: 1, LUK: 1, Attack: 86831, Defense: 501977, Current HP: 608, A Avg: 91172, D Avg: 501977, [Cuttlefish[178, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 818: HP: 902, STR: 828, VIT: 418174, SPD: 1, LUK: 1, Attack: 85328, Defense: 501978, Current HP: 902, A Avg: 89594, D Avg: 501978, [Divine Dragon Sword[181, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 817: HP: 902, STR: 378, VIT: 418174, SPD: 1, LUK: 1, Attack: 88206, Defense: 501978, Current HP: 902, A Avg: 92616, D Avg: 501978, [Stargazer[183, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 816: HP: 923, STR: 828, VIT: 418151, SPD: 1, LUK: 1, Attack: 85328, Defense: 501988, Current HP: 923, A Avg: 89594, D Avg: 501988, [Divine Dragon Sword[181, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 815: HP: 923, STR: 378, VIT: 418151, SPD: 1, LUK: 1, Attack: 88206, Defense: 501988, Current HP: 923, A Avg: 92616, D Avg: 501988, [Stargazer[183, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 814: HP: 608, STR: 360, VIT: 418049, SPD: 1, LUK: 1, Attack: 86849, Defense: 501990, Current HP: 608, A Avg: 91191, D Avg: 501990, [Cuttlefish[178, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 813: HP: 692, STR: 1908, VIT: 418122, SPD: 1, LUK: 1, Attack: 87721, Defense: 502011, Current HP: 692, A Avg: 92107, D Avg: 502011, [Spear of Regression[182, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 812: HP: 272, STR: 108, VIT: 418122, SPD: 1, LUK: 1, Attack: 85661, Defense: 502011, Current HP: 272, A Avg: 89944, D Avg: 502011, [Hammer of Justice[186, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 811: HP: 902, STR: 828, VIT: 418151, SPD: 1, LUK: 1, Attack: 85328, Defense: 502014, Current HP: 902, A Avg: 89594, D Avg: 502014, [Divine Dragon Sword[181, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 810: HP: 902, STR: 378, VIT: 418151, SPD: 1, LUK: 1, Attack: 88206, Defense: 502014, Current HP: 902, A Avg: 92616, D Avg: 502014, [Stargazer[183, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
