Rank 1000: HP: 2118, STR: 725, VIT: 6167, SPD: 64, LUK: 1, Attack: 84666, Defense: 91837, Current HP: 2118, A Avg: 88899, D Avg: 91837, [Rusty Knife[156, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 903: HP: 817, STR: 140, VIT: 2155, SPD: 64, LUK: 1, Attack: 83915, Defense: 91933, Current HP: 817, A Avg: 88110, D Avg: 91933, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 902: HP: 864, STR: 78, VIT: 2155, SPD: 64, LUK: 1, Attack: 83980, Defense: 91933, Current HP: 864, A Avg: 88179, D Avg: 91933, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 901: HP: 855, STR: 118, VIT: 2155, SPD: 64, LUK: 1, Attack: 84020, Defense: 91933, Current HP: 855, A Avg: 88221, D Avg: 91933, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 900: HP: 1738, STR: 390, VIT: 2155, SPD: 64, LUK: 1, Attack: 86073, Defense: 91933, Current HP: 1738, A Avg: 90376, D Avg: 91933, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 899: HP: 1729, STR: 398, VIT: 2155, SPD: 64, LUK: 1, Attack: 86081, Defense: 91933, Current HP: 1729, A Avg: 90385, D Avg: 91933, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 898: HP: 807, STR: 780, VIT: 2155, SPD: 64, LUK: 1, Attack: 85436, Defense: 91933, Current HP: 807, A Avg: 89707, D Avg: 91933, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 897: HP: 798, STR: 788, VIT: 2155, SPD: 64, LUK: 1, Attack: 85444, Defense: 91933, Current HP: 798, A Avg: 89716, D Avg: 91933, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 896: HP: 807, STR: 107, VIT: 2155, SPD: 64, LUK: 1, Attack: 84948, Defense: 91933, Current HP: 807, A Avg: 89195, D Avg: 91933, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 895: HP: 798, STR: 86, VIT: 2155, SPD: 64, LUK: 1, Attack: 84927, Defense: 91933, Current HP: 798, A Avg: 89173, D Avg: 91933, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 894: HP: 997, STR: 78, VIT: 2155, SPD: 64, LUK: 1, Attack: 85046, Defense: 91933, Current HP: 997, A Avg: 89298, D Avg: 91933, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 893: HP: 988, STR: 118, VIT: 2155, SPD: 64, LUK: 1, Attack: 85086, Defense: 91933, Current HP: 988, A Avg: 89340, D Avg: 91933, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 892: HP: 1377, STR: 78, VIT: 2155, SPD: 64, LUK: 1, Attack: 92264, Defense: 91933, Current HP: 1377, A Avg: 96877, D Avg: 91933, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 891: HP: 1368, STR: 118, VIT: 2155, SPD: 64, LUK: 1, Attack: 92304, Defense: 91933, Current HP: 1368, A Avg: 96919, D Avg: 91933, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 890: HP: 5253, STR: 78, VIT: 2155, SPD: 64, LUK: 1, Attack: 85131, Defense: 91933, Current HP: 5253, A Avg: 89387, D Avg: 91933, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 889: HP: 5244, STR: 118, VIT: 2155, SPD: 64, LUK: 1, Attack: 85171, Defense: 91933, Current HP: 5244, A Avg: 89429, D Avg: 91933, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 888: HP: 1377, STR: 107, VIT: 2155, SPD: 64, LUK: 1, Attack: 86349, Defense: 91933, Current HP: 1377, A Avg: 90666, D Avg: 91933, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 887: HP: 1368, STR: 86, VIT: 2155, SPD: 64, LUK: 1, Attack: 86328, Defense: 91933, Current HP: 1368, A Avg: 90644, D Avg: 91933, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 886: HP: 807, STR: 1726, VIT: 2155, SPD: 64, LUK: 1, Attack: 86655, Defense: 91933, Current HP: 807, A Avg: 90987, D Avg: 91933, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 885: HP: 798, STR: 1734, VIT: 2155, SPD: 64, LUK: 1, Attack: 86663, Defense: 91933, Current HP: 798, A Avg: 90996, D Avg: 91933, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 884: HP: 807, STR: 2574, VIT: 2155, SPD: 64, LUK: 1, Attack: 87152, Defense: 91933, Current HP: 807, A Avg: 91509, D Avg: 91933, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 883: HP: 798, STR: 3550, VIT: 2155, SPD: 64, LUK: 1, Attack: 88128, Defense: 91933, Current HP: 798, A Avg: 92534, D Avg: 91933, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 882: HP: 807, STR: 756, VIT: 2155, SPD: 64, LUK: 1, Attack: 87807, Defense: 91933, Current HP: 807, A Avg: 92197, D Avg: 91933, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 881: HP: 798, STR: 558, VIT: 2155, SPD: 64, LUK: 1, Attack: 87609, Defense: 91933, Current HP: 798, A Avg: 91989, D Avg: 91933, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 880: HP: 807, STR: -62260, VIT: 2155, SPD: 64, LUK: 1, Attack: 37006, Defense: 91933, Current HP: 807, A Avg: 38856, D Avg: 91933, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 879: HP: 798, STR: -62252, VIT: 2155, SPD: 64, LUK: 1, Attack: 37014, Defense: 91933, Current HP: 798, A Avg: 38864, D Avg: 91933, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 878: HP: 807, STR: 2894, VIT: 2155, SPD: 64, LUK: 1, Attack: 90555, Defense: 91933, Current HP: 807, A Avg: 95082, D Avg: 91933, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 877: HP: 798, STR: 2902, VIT: 2155, SPD: 64, LUK: 1, Attack: 90563, Defense: 91933, Current HP: 798, A Avg: 95091, D Avg: 91933, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 876: HP: 2137, STR: 1564, VIT: 2155, SPD: 64, LUK: 1, Attack: 87416, Defense: 91933, Current HP: 2137, A Avg: 91786, D Avg: 91933, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 875: HP: 1080, STR: 2400, VIT: 2157, SPD: 68, LUK: 1, Attack: 88278, Defense: 91935, Current HP: 1080, A Avg: 110347, D Avg: 91935, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 874: HP: 1040, STR: 3453, VIT: 2157, SPD: 68, LUK: 1, Attack: 88993, Defense: 91935, Current HP: 1040, A Avg: 111241, D Avg: 91935, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 873: HP: 2118, STR: 1215, VIT: 6268, SPD: 64, LUK: 1, Attack: 86053, Defense: 91938, Current HP: 2118, A Avg: 90355, D Avg: 91938, [Willow Blade[157, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 872: HP: 2954, STR: 1048, VIT: 6268, SPD: 64, LUK: 1, Attack: 85971, Defense: 91938, Current HP: 2954, A Avg: 90269, D Avg: 91938, [Pangaea[164, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 871: HP: 1928, STR: 2131, VIT: 2169, SPD: 76, LUK: 1, Attack: 86865, Defense: 91947, Current HP: 1928, A Avg: 91208, D Avg: 91947, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 870: HP: 1178, STR: 276, VIT: 2170, SPD: 64, LUK: 1, Attack: 84243, Defense: 91948, Current HP: 1178, A Avg: 88455, D Avg: 91948, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 869: HP: 1168, STR: 284, VIT: 2170, SPD: 64, LUK: 1, Attack: 84251, Defense: 91948, Current HP: 1168, A Avg: 88463, D Avg: 91948, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 868: HP: 1463, STR: 3145, VIT: 2174, SPD: 64, LUK: 1, Attack: 87645, Defense: 91952, Current HP: 1463, A Avg: 92027, D Avg: 91952, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 867: HP: 1273, STR: 86, VIT: 5167, SPD: 64, LUK: 1, Attack: 84474, Defense: 91955, Current HP: 1273, A Avg: 88697, D Avg: 91955, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 866: HP: 1694, STR: 78, VIT: 5167, SPD: 64, LUK: 1, Attack: 84466, Defense: 91955, Current HP: 1694, A Avg: 88689, D Avg: 91955, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 865: HP: 5719, STR: 1646, VIT: 5167, SPD: 64, LUK: 1, Attack: 89528, Defense: 91955, Current HP: 5719, A Avg: 94004, D Avg: 91955, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 864: HP: 6842, STR: 1638, VIT: 5167, SPD: 64, LUK: 1, Attack: 89520, Defense: 91955, Current HP: 6842, A Avg: 93996, D Avg: 91955, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 863: HP: 1273, STR: 1148, VIT: 5167, SPD: 64, LUK: 1, Attack: 86792, Defense: 91955, Current HP: 1273, A Avg: 91131, D Avg: 91955, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 862: HP: 1694, STR: 827, VIT: 5167, SPD: 64, LUK: 1, Attack: 86471, Defense: 91955, Current HP: 1694, A Avg: 90794, D Avg: 91955, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 861: HP: 1801, STR: 1112, VIT: 2177, SPD: 64, LUK: 1, Attack: 86756, Defense: 91955, Current HP: 1801, A Avg: 91093, D Avg: 91955, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 860: HP: 2042, STR: 584, VIT: 6289, SPD: 64, LUK: 1, Attack: 85292, Defense: 91959, Current HP: 2042, A Avg: 89556, D Avg: 91959, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 859: HP: 2585, STR: 423, VIT: 6289, SPD: 64, LUK: 1, Attack: 85131, Defense: 91959, Current HP: 2585, A Avg: 89387, D Avg: 91959, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 858: HP: 2052, STR: 797, VIT: 6289, SPD: 64, LUK: 1, Attack: 86649, Defense: 91959, Current HP: 2052, A Avg: 90981, D Avg: 91959, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 857: HP: 2042, STR: 805, VIT: 6289, SPD: 64, LUK: 1, Attack: 86657, Defense: 91959, Current HP: 2042, A Avg: 90989, D Avg: 91959, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 856: HP: 798, STR: 86, VIT: 2181, SPD: 64, LUK: 1, Attack: 83812, Defense: 91959, Current HP: 798, A Avg: 88002, D Avg: 91959, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 855: HP: 1144, STR: 78, VIT: 2181, SPD: 64, LUK: 1, Attack: 83804, Defense: 91959, Current HP: 1144, A Avg: 87994, D Avg: 91959, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 854: HP: 798, STR: 86, VIT: 2181, SPD: 64, LUK: 1, Attack: 83851, Defense: 91959, Current HP: 798, A Avg: 88043, D Avg: 91959, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 853: HP: 1144, STR: 78, VIT: 2181, SPD: 64, LUK: 1, Attack: 83843, Defense: 91959, Current HP: 1144, A Avg: 88035, D Avg: 91959, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 852: HP: 798, STR: 91, VIT: 2181, SPD: 64, LUK: 1, Attack: 83863, Defense: 91959, Current HP: 798, A Avg: 88056, D Avg: 91959, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 851: HP: 1144, STR: 83, VIT: 2181, SPD: 64, LUK: 1, Attack: 83855, Defense: 91959, Current HP: 1144, A Avg: 88047, D Avg: 91959, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 850: HP: 798, STR: 156, VIT: 2181, SPD: 64, LUK: 1, Attack: 83967, Defense: 91959, Current HP: 798, A Avg: 88165, D Avg: 91959, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 849: HP: 1144, STR: 148, VIT: 2181, SPD: 64, LUK: 1, Attack: 83959, Defense: 91959, Current HP: 1144, A Avg: 88156, D Avg: 91959, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 848: HP: 798, STR: 290, VIT: 2181, SPD: 64, LUK: 1, Attack: 84062, Defense: 91959, Current HP: 798, A Avg: 88265, D Avg: 91959, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 847: HP: 1144, STR: 203, VIT: 2181, SPD: 64, LUK: 1, Attack: 83975, Defense: 91959, Current HP: 1144, A Avg: 88173, D Avg: 91959, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 846: HP: 798, STR: 148, VIT: 2181, SPD: 64, LUK: 1, Attack: 83972, Defense: 91959, Current HP: 798, A Avg: 88170, D Avg: 91959, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 845: HP: 1144, STR: 140, VIT: 2181, SPD: 64, LUK: 1, Attack: 83964, Defense: 91959, Current HP: 1144, A Avg: 88162, D Avg: 91959, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 844: HP: 798, STR: 219, VIT: 2181, SPD: 64, LUK: 1, Attack: 84062, Defense: 91959, Current HP: 798, A Avg: 88265, D Avg: 91959, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 843: HP: 1144, STR: 211, VIT: 2181, SPD: 64, LUK: 1, Attack: 84054, Defense: 91959, Current HP: 1144, A Avg: 88256, D Avg: 91959, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 842: HP: 817, STR: 219, VIT: 2181, SPD: 64, LUK: 1, Attack: 84108, Defense: 91959, Current HP: 817, A Avg: 88313, D Avg: 91959, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 841: HP: 1166, STR: 211, VIT: 2181, SPD: 64, LUK: 1, Attack: 84100, Defense: 91959, Current HP: 1166, A Avg: 88305, D Avg: 91959, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 840: HP: 798, STR: 86, VIT: 2181, SPD: 64, LUK: 1, Attack: 83854, Defense: 91959, Current HP: 798, A Avg: 88046, D Avg: 91959, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 839: HP: 1144, STR: 78, VIT: 2181, SPD: 64, LUK: 1, Attack: 83846, Defense: 91959, Current HP: 1144, A Avg: 88038, D Avg: 91959, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 838: HP: 817, STR: 203, VIT: 2181, SPD: 64, LUK: 1, Attack: 84046, Defense: 91959, Current HP: 817, A Avg: 88248, D Avg: 91959, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 837: HP: 807, STR: 211, VIT: 2181, SPD: 64, LUK: 1, Attack: 84054, Defense: 91959, Current HP: 807, A Avg: 88256, D Avg: 91959, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 836: HP: 798, STR: 235, VIT: 2181, SPD: 64, LUK: 1, Attack: 84358, Defense: 91959, Current HP: 798, A Avg: 88575, D Avg: 91959, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 835: HP: 1144, STR: 227, VIT: 2181, SPD: 64, LUK: 1, Attack: 84350, Defense: 91959, Current HP: 1144, A Avg: 88567, D Avg: 91959, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 834: HP: 807, STR: 265, VIT: 2181, SPD: 64, LUK: 1, Attack: 84349, Defense: 91959, Current HP: 807, A Avg: 88566, D Avg: 91959, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 833: HP: 798, STR: 273, VIT: 2181, SPD: 64, LUK: 1, Attack: 84357, Defense: 91959, Current HP: 798, A Avg: 88574, D Avg: 91959, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 832: HP: 817, STR: 203, VIT: 2181, SPD: 64, LUK: 1, Attack: 84075, Defense: 91959, Current HP: 817, A Avg: 88278, D Avg: 91959, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 831: HP: 807, STR: 211, VIT: 2181, SPD: 64, LUK: 1, Attack: 84083, Defense: 91959, Current HP: 807, A Avg: 88287, D Avg: 91959, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 830: HP: 817, STR: 203, VIT: 2181, SPD: 64, LUK: 1, Attack: 84102, Defense: 91959, Current HP: 817, A Avg: 88307, D Avg: 91959, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 829: HP: 807, STR: 211, VIT: 2181, SPD: 64, LUK: 1, Attack: 84110, Defense: 91959, Current HP: 807, A Avg: 88315, D Avg: 91959, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 828: HP: 817, STR: 203, VIT: 2181, SPD: 64, LUK: 1, Attack: 84129, Defense: 91959, Current HP: 817, A Avg: 88335, D Avg: 91959, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 827: HP: 807, STR: 211, VIT: 2181, SPD: 64, LUK: 1, Attack: 84137, Defense: 91959, Current HP: 807, A Avg: 88343, D Avg: 91959, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 826: HP: 817, STR: 281, VIT: 2181, SPD: 64, LUK: 1, Attack: 84287, Defense: 91959, Current HP: 817, A Avg: 88501, D Avg: 91959, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 825: HP: 1166, STR: 273, VIT: 2181, SPD: 64, LUK: 1, Attack: 84279, Defense: 91959, Current HP: 1166, A Avg: 88492, D Avg: 91959, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 824: HP: 807, STR: 148, VIT: 2181, SPD: 64, LUK: 1, Attack: 84141, Defense: 91959, Current HP: 807, A Avg: 88348, D Avg: 91959, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 823: HP: 1155, STR: 140, VIT: 2181, SPD: 64, LUK: 1, Attack: 84133, Defense: 91959, Current HP: 1155, A Avg: 88339, D Avg: 91959, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 822: HP: 1187, STR: 352, VIT: 2181, SPD: 64, LUK: 1, Attack: 84540, Defense: 91959, Current HP: 1187, A Avg: 88767, D Avg: 91959, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 821: HP: 1595, STR: 344, VIT: 2181, SPD: 64, LUK: 1, Attack: 84532, Defense: 91959, Current HP: 1595, A Avg: 88758, D Avg: 91959, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 820: HP: 807, STR: 219, VIT: 2181, SPD: 64, LUK: 1, Attack: 84218, Defense: 91959, Current HP: 807, A Avg: 88428, D Avg: 91959, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 819: HP: 1155, STR: 211, VIT: 2181, SPD: 64, LUK: 1, Attack: 84210, Defense: 91959, Current HP: 1155, A Avg: 88420, D Avg: 91959, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 818: HP: 1183, STR: 286, VIT: 2181, SPD: 64, LUK: 1, Attack: 84708, Defense: 91959, Current HP: 1183, A Avg: 88943, D Avg: 91959, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 817: HP: 1590, STR: 278, VIT: 2181, SPD: 64, LUK: 1, Attack: 84700, Defense: 91959, Current HP: 1590, A Avg: 88935, D Avg: 91959, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 816: HP: 817, STR: 102, VIT: 2181, SPD: 64, LUK: 1, Attack: 83877, Defense: 91959, Current HP: 817, A Avg: 88070, D Avg: 91959, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 815: HP: 1166, STR: 94, VIT: 2181, SPD: 64, LUK: 1, Attack: 83869, Defense: 91959, Current HP: 1166, A Avg: 88062, D Avg: 91959, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 814: HP: 855, STR: 86, VIT: 2181, SPD: 64, LUK: 1, Attack: 83988, Defense: 91959, Current HP: 855, A Avg: 88187, D Avg: 91959, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 813: HP: 1210, STR: 78, VIT: 2181, SPD: 64, LUK: 1, Attack: 83980, Defense: 91959, Current HP: 1210, A Avg: 88179, D Avg: 91959, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 812: HP: 1729, STR: 398, VIT: 2181, SPD: 64, LUK: 1, Attack: 86081, Defense: 91959, Current HP: 1729, A Avg: 90385, D Avg: 91959, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 811: HP: 2222, STR: 390, VIT: 2181, SPD: 64, LUK: 1, Attack: 86073, Defense: 91959, Current HP: 2222, A Avg: 90376, D Avg: 91959, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 810: HP: 798, STR: 1084, VIT: 2181, SPD: 64, LUK: 1, Attack: 85740, Defense: 91959, Current HP: 798, A Avg: 90027, D Avg: 91959, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 809: HP: 1144, STR: 780, VIT: 2181, SPD: 64, LUK: 1, Attack: 85436, Defense: 91959, Current HP: 1144, A Avg: 89707, D Avg: 91959, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 808: HP: 798, STR: 86, VIT: 2181, SPD: 64, LUK: 1, Attack: 84927, Defense: 91959, Current HP: 798, A Avg: 89173, D Avg: 91959, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 807: HP: 1144, STR: 78, VIT: 2181, SPD: 64, LUK: 1, Attack: 84919, Defense: 91959, Current HP: 1144, A Avg: 89164, D Avg: 91959, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 806: HP: 988, STR: 86, VIT: 2181, SPD: 64, LUK: 1, Attack: 85054, Defense: 91959, Current HP: 988, A Avg: 89306, D Avg: 91959, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
