Rank 1000: HP: 1112, STR: 579, VIT: 1150, SPD: 45, LUK: 1, Attack: 85092, Defense: 90928, Current HP: 1112, A Avg: 89346, D Avg: 90928, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 901: HP: 1330, STR: 673, VIT: 1238, SPD: 40, LUK: 1, Attack: 85381, Defense: 91016, Current HP: 1330, A Avg: 89650, D Avg: 91016, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 900: HP: 1330, STR: 379, VIT: 1238, SPD: 40, LUK: 2, Attack: 85087, Defense: 91016, Current HP: 1330, A Avg: 89341, D Avg: 91016, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 899: HP: 798, STR: 822, VIT: 1238, SPD: 64, LUK: 1, Attack: 86700, Defense: 91016, Current HP: 798, A Avg: 91035, D Avg: 91016, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 898: HP: 836, STR: 1548, VIT: 1238, SPD: 40, LUK: 1, Attack: 87426, Defense: 91016, Current HP: 836, A Avg: 93982, D Avg: 91016, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 897: HP: 608, STR: 2324, VIT: 1238, SPD: 40, LUK: 1, Attack: 88202, Defense: 91016, Current HP: 608, A Avg: 92612, D Avg: 91016, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 896: HP: 760, STR: 1432, VIT: 1238, SPD: 64, LUK: 1, Attack: 86972, Defense: 91016, Current HP: 760, A Avg: 91320, D Avg: 91016, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 895: HP: 798, STR: 2012, VIT: 1238, SPD: 40, LUK: 1, Attack: 87552, Defense: 91016, Current HP: 798, A Avg: 94118, D Avg: 91016, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 894: HP: 969, STR: 850, VIT: 1244, SPD: 47, LUK: 1, Attack: 84726, Defense: 91022, Current HP: 969, A Avg: 88962, D Avg: 91022, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 893: HP: 1197, STR: 837, VIT: 1244, SPD: 47, LUK: 1, Attack: 84862, Defense: 91022, Current HP: 1197, A Avg: 89105, D Avg: 91022, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 892: HP: 969, STR: 925, VIT: 1244, SPD: 47, LUK: 1, Attack: 85074, Defense: 91022, Current HP: 969, A Avg: 89327, D Avg: 91022, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 891: HP: 982, STR: 850, VIT: 1244, SPD: 47, LUK: 1, Attack: 84666, Defense: 91022, Current HP: 982, A Avg: 88899, D Avg: 91022, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 890: HP: 988, STR: 899, VIT: 1244, SPD: 47, LUK: 1, Attack: 84892, Defense: 91022, Current HP: 988, A Avg: 89136, D Avg: 91022, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 889: HP: 3268, STR: 6039, VIT: 1244, SPD: 40, LUK: 1, Attack: 91852, Defense: 91022, Current HP: 3268, A Avg: 96444, D Avg: 91022, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 888: HP: 1343, STR: 795, VIT: 1245, SPD: 45, LUK: 1, Attack: 85893, Defense: 91023, Current HP: 1343, A Avg: 90187, D Avg: 91023, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 887: HP: 1091, STR: 736, VIT: 1245, SPD: 45, LUK: 1, Attack: 85561, Defense: 91023, Current HP: 1091, A Avg: 89839, D Avg: 91023, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 886: HP: 1154, STR: 646, VIT: 1245, SPD: 45, LUK: 1, Attack: 85458, Defense: 91023, Current HP: 1154, A Avg: 89730, D Avg: 91023, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 885: HP: 1077, STR: 855, VIT: 1246, SPD: 47, LUK: 1, Attack: 84653, Defense: 91024, Current HP: 1077, A Avg: 88885, D Avg: 91024, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 884: HP: 2030, STR: 254, VIT: 1246, SPD: 40, LUK: 1, Attack: 84962, Defense: 91024, Current HP: 2030, A Avg: 89210, D Avg: 91024, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 883: HP: 1368, STR: 254, VIT: 1246, SPD: 72, LUK: 1, Attack: 84962, Defense: 91024, Current HP: 1368, A Avg: 89210, D Avg: 109228, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 882: HP: 2271, STR: 302, VIT: 1246, SPD: 40, LUK: 1, Attack: 85010, Defense: 91024, Current HP: 2271, A Avg: 89260, D Avg: 91024, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 881: HP: 984, STR: 850, VIT: 1248, SPD: 47, LUK: 1, Attack: 84856, Defense: 91026, Current HP: 984, A Avg: 89098, D Avg: 91026, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 880: HP: 1192, STR: 660, VIT: 1249, SPD: 45, LUK: 1, Attack: 84692, Defense: 91027, Current HP: 1192, A Avg: 88926, D Avg: 91027, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 879: HP: 3401, STR: 5363, VIT: 1251, SPD: 40, LUK: 1, Attack: 91176, Defense: 91029, Current HP: 3401, A Avg: 95734, D Avg: 91029, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 878: HP: 1381, STR: 460, VIT: 1252, SPD: 40, LUK: 2, Attack: 86104, Defense: 91030, Current HP: 1381, A Avg: 90409, D Avg: 91030, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 877: HP: 1079, STR: 1145, VIT: 1252, SPD: 40, LUK: 1, Attack: 86789, Defense: 91030, Current HP: 1079, A Avg: 91128, D Avg: 91030, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 876: HP: 1079, STR: 537, VIT: 1252, SPD: 40, LUK: 2, Attack: 86181, Defense: 91030, Current HP: 1079, A Avg: 90490, D Avg: 91030, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 875: HP: 1349, STR: 254, VIT: 1254, SPD: 64, LUK: 1, Attack: 84962, Defense: 91032, Current HP: 1349, A Avg: 89210, D Avg: 91032, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 874: HP: 1349, STR: 270, VIT: 1254, SPD: 40, LUK: 2, Attack: 84978, Defense: 91032, Current HP: 1349, A Avg: 89226, D Avg: 91032, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 873: HP: 1330, STR: 519, VIT: 1254, SPD: 40, LUK: 1, Attack: 85227, Defense: 91032, Current HP: 1330, A Avg: 89488, D Avg: 91032, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 872: HP: 1672, STR: 534, VIT: 1254, SPD: 40, LUK: 2, Attack: 86386, Defense: 91032, Current HP: 1672, A Avg: 90705, D Avg: 91032, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 871: HP: 1330, STR: 1050, VIT: 1254, SPD: 40, LUK: 1, Attack: 86902, Defense: 91032, Current HP: 1330, A Avg: 91247, D Avg: 91032, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 870: HP: 1330, STR: 611, VIT: 1254, SPD: 40, LUK: 2, Attack: 86463, Defense: 91032, Current HP: 1330, A Avg: 90786, D Avg: 91032, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 869: HP: 956, STR: 726, VIT: 1256, SPD: 42, LUK: 1, Attack: 85769, Defense: 91034, Current HP: 956, A Avg: 107211, D Avg: 91034, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 868: HP: 1216, STR: 987, VIT: 1260, SPD: 47, LUK: 1, Attack: 85669, Defense: 91038, Current HP: 1216, A Avg: 89952, D Avg: 91038, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 867: HP: 1647, STR: 412, VIT: 1260, SPD: 40, LUK: 1, Attack: 86056, Defense: 91038, Current HP: 1647, A Avg: 90358, D Avg: 91038, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 866: HP: 1117, STR: 412, VIT: 1260, SPD: 72, LUK: 1, Attack: 86056, Defense: 91038, Current HP: 1117, A Avg: 90358, D Avg: 109245, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 865: HP: 1849, STR: 460, VIT: 1260, SPD: 40, LUK: 1, Attack: 86104, Defense: 91038, Current HP: 1849, A Avg: 90409, D Avg: 91038, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 864: HP: 1060, STR: 928, VIT: 1261, SPD: 42, LUK: 1, Attack: 87274, Defense: 91039, Current HP: 1060, A Avg: 109092, D Avg: 91039, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 863: HP: 2175, STR: 262, VIT: 1262, SPD: 40, LUK: 1, Attack: 84970, Defense: 91040, Current HP: 2175, A Avg: 89218, D Avg: 91040, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 862: HP: 2030, STR: 486, VIT: 1262, SPD: 40, LUK: 1, Attack: 86338, Defense: 91040, Current HP: 2030, A Avg: 90654, D Avg: 91040, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 861: HP: 1368, STR: 486, VIT: 1262, SPD: 72, LUK: 1, Attack: 86338, Defense: 91040, Current HP: 1368, A Avg: 90654, D Avg: 109248, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 860: HP: 2271, STR: 534, VIT: 1262, SPD: 40, LUK: 1, Attack: 86386, Defense: 91040, Current HP: 2271, A Avg: 90705, D Avg: 91040, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 859: HP: 1098, STR: 567, VIT: 1268, SPD: 64, LUK: 1, Attack: 86211, Defense: 91046, Current HP: 1098, A Avg: 90521, D Avg: 91046, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 858: HP: 1098, STR: 428, VIT: 1268, SPD: 40, LUK: 2, Attack: 86072, Defense: 91046, Current HP: 1098, A Avg: 90375, D Avg: 91046, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 857: HP: 1079, STR: 722, VIT: 1268, SPD: 40, LUK: 1, Attack: 86366, Defense: 91046, Current HP: 1079, A Avg: 90684, D Avg: 91046, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 856: HP: 3116, STR: 1997, VIT: 4260, SPD: 40, LUK: 1, Attack: 89825, Defense: 91048, Current HP: 3116, A Avg: 94316, D Avg: 91048, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 855: HP: 1091, STR: 646, VIT: 1270, SPD: 45, LUK: 1, Attack: 84587, Defense: 91048, Current HP: 1091, A Avg: 88816, D Avg: 91048, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 854: HP: 1387, STR: 254, VIT: 1270, SPD: 64, LUK: 1, Attack: 84962, Defense: 91048, Current HP: 1387, A Avg: 89210, D Avg: 91048, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 853: HP: 1425, STR: 465, VIT: 1270, SPD: 40, LUK: 1, Attack: 85173, Defense: 91048, Current HP: 1425, A Avg: 91560, D Avg: 91048, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 852: HP: 1349, STR: 486, VIT: 1270, SPD: 64, LUK: 1, Attack: 86338, Defense: 91048, Current HP: 1349, A Avg: 90654, D Avg: 91048, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 851: HP: 1349, STR: 502, VIT: 1270, SPD: 40, LUK: 2, Attack: 86354, Defense: 91048, Current HP: 1349, A Avg: 90671, D Avg: 91048, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 850: HP: 1330, STR: 939, VIT: 1270, SPD: 40, LUK: 1, Attack: 86791, Defense: 91048, Current HP: 1330, A Avg: 91130, D Avg: 91048, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 849: HP: 1349, STR: 3504, VIT: 1270, SPD: 47, LUK: 1, Attack: 93413, Defense: 91048, Current HP: 1349, A Avg: 98083, D Avg: 91048, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 848: HP: 1792, STR: 420, VIT: 1276, SPD: 40, LUK: 1, Attack: 86064, Defense: 91054, Current HP: 1792, A Avg: 90367, D Avg: 91054, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 847: HP: 2175, STR: 494, VIT: 1278, SPD: 40, LUK: 1, Attack: 86346, Defense: 91056, Current HP: 2175, A Avg: 90663, D Avg: 91056, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 846: HP: 1235, STR: 837, VIT: 1283, SPD: 47, LUK: 1, Attack: 84693, Defense: 91061, Current HP: 1235, A Avg: 88927, D Avg: 91061, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 845: HP: 726, STR: 838, VIT: 1283, SPD: 40, LUK: 2, Attack: 85626, Defense: 91061, Current HP: 726, A Avg: 89907, D Avg: 91061, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 844: HP: 513, STR: 1544, VIT: 1283, SPD: 40, LUK: 1, Attack: 86332, Defense: 91061, Current HP: 513, A Avg: 90648, D Avg: 91061, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 843: HP: 513, STR: 915, VIT: 1283, SPD: 40, LUK: 2, Attack: 85703, Defense: 91061, Current HP: 513, A Avg: 89988, D Avg: 91061, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 842: HP: 1136, STR: 490, VIT: 1284, SPD: 64, LUK: 1, Attack: 86134, Defense: 91062, Current HP: 1136, A Avg: 90440, D Avg: 91062, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 841: HP: 1174, STR: 722, VIT: 1284, SPD: 40, LUK: 1, Attack: 86366, Defense: 91062, Current HP: 1174, A Avg: 92843, D Avg: 91062, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 840: HP: 560, STR: 853, VIT: 1285, SPD: 42, LUK: 1, Attack: 87381, Defense: 91063, Current HP: 560, A Avg: 109226, D Avg: 91063, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 839: HP: 540, STR: 2521, VIT: 1285, SPD: 42, LUK: 1, Attack: 88399, Defense: 91063, Current HP: 540, A Avg: 110498, D Avg: 91063, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 838: HP: 1105, STR: 912, VIT: 1286, SPD: 47, LUK: 1, Attack: 84814, Defense: 91064, Current HP: 1105, A Avg: 89054, D Avg: 91064, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 837: HP: 1387, STR: 486, VIT: 1286, SPD: 64, LUK: 1, Attack: 86338, Defense: 91064, Current HP: 1387, A Avg: 90654, D Avg: 91064, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 836: HP: 1425, STR: 842, VIT: 1286, SPD: 40, LUK: 1, Attack: 86694, Defense: 91064, Current HP: 1425, A Avg: 93196, D Avg: 91064, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 835: HP: 1091, STR: 593, VIT: 1288, SPD: 45, LUK: 1, Attack: 86068, Defense: 91066, Current HP: 1091, A Avg: 90371, D Avg: 91066, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 834: HP: 1343, STR: 756, VIT: 1288, SPD: 45, LUK: 1, Attack: 85406, Defense: 91066, Current HP: 1343, A Avg: 89676, D Avg: 91066, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 833: HP: 1235, STR: 974, VIT: 1291, SPD: 47, LUK: 1, Attack: 85487, Defense: 91069, Current HP: 1235, A Avg: 89761, D Avg: 91069, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 832: HP: 783, STR: 790, VIT: 1291, SPD: 40, LUK: 1, Attack: 85578, Defense: 91069, Current HP: 783, A Avg: 89856, D Avg: 91069, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 831: HP: 551, STR: 790, VIT: 1291, SPD: 72, LUK: 1, Attack: 85578, Defense: 91069, Current HP: 551, A Avg: 89856, D Avg: 109282, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 830: HP: 895, STR: 838, VIT: 1291, SPD: 40, LUK: 1, Attack: 85626, Defense: 91069, Current HP: 895, A Avg: 89907, D Avg: 91069, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 829: HP: 818, STR: 1002, VIT: 1292, SPD: 45, LUK: 1, Attack: 85840, Defense: 91070, Current HP: 818, A Avg: 90132, D Avg: 91070, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 828: HP: 2641, STR: 2088, VIT: 5402, SPD: 40, LUK: 1, Attack: 89916, Defense: 91072, Current HP: 2641, A Avg: 94411, D Avg: 91072, [Stargazer[183, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 827: HP: 532, STR: 790, VIT: 1299, SPD: 64, LUK: 1, Attack: 85578, Defense: 91077, Current HP: 532, A Avg: 89856, D Avg: 91077, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 826: HP: 532, STR: 806, VIT: 1299, SPD: 40, LUK: 2, Attack: 85594, Defense: 91077, Current HP: 532, A Avg: 89873, D Avg: 91077, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 825: HP: 513, STR: 1490, VIT: 1299, SPD: 40, LUK: 1, Attack: 86278, Defense: 91077, Current HP: 513, A Avg: 90591, D Avg: 91077, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 824: HP: 928, STR: 798, VIT: 1307, SPD: 40, LUK: 1, Attack: 85586, Defense: 91085, Current HP: 928, A Avg: 89865, D Avg: 91085, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 823: HP: 1091, STR: 1159, VIT: 1314, SPD: 45, LUK: 1, Attack: 85997, Defense: 91092, Current HP: 1091, A Avg: 90296, D Avg: 91092, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 822: HP: 1700, STR: 968, VIT: 1314, SPD: 45, LUK: 1, Attack: 85891, Defense: 91092, Current HP: 1700, A Avg: 90185, D Avg: 91092, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 821: HP: 570, STR: 790, VIT: 1315, SPD: 64, LUK: 1, Attack: 85578, Defense: 91093, Current HP: 570, A Avg: 89856, D Avg: 91093, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 820: HP: 608, STR: 1336, VIT: 1315, SPD: 40, LUK: 1, Attack: 86124, Defense: 91093, Current HP: 608, A Avg: 92583, D Avg: 91093, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 819: HP: 836, STR: 1388, VIT: 1315, SPD: 40, LUK: 1, Attack: 87266, Defense: 91093, Current HP: 836, A Avg: 91629, D Avg: 91093, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 818: HP: 798, STR: 2012, VIT: 1315, SPD: 40, LUK: 1, Attack: 87552, Defense: 91093, Current HP: 798, A Avg: 91929, D Avg: 91093, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 817: HP: 1026, STR: 774, VIT: 1321, SPD: 47, LUK: 1, Attack: 84962, Defense: 91099, Current HP: 1026, A Avg: 89210, D Avg: 91099, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 816: HP: 1386, STR: 1472, VIT: 1321, SPD: 40, LUK: 2, Attack: 85972, Defense: 91099, Current HP: 1386, A Avg: 90270, D Avg: 91099, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 815: HP: 1083, STR: 3167, VIT: 1321, SPD: 40, LUK: 1, Attack: 87667, Defense: 91099, Current HP: 1083, A Avg: 92050, D Avg: 91099, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 814: HP: 1083, STR: 1548, VIT: 1321, SPD: 40, LUK: 2, Attack: 86048, Defense: 91099, Current HP: 1083, A Avg: 90350, D Avg: 91099, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 813: HP: 978, STR: 1039, VIT: 1326, SPD: 47, LUK: 1, Attack: 85149, Defense: 91104, Current HP: 978, A Avg: 89406, D Avg: 91104, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 812: HP: 969, STR: 961, VIT: 1328, SPD: 47, LUK: 1, Attack: 84961, Defense: 91106, Current HP: 969, A Avg: 89209, D Avg: 91106, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 811: HP: 1216, STR: 974, VIT: 1328, SPD: 47, LUK: 1, Attack: 85095, Defense: 91106, Current HP: 1216, A Avg: 89349, D Avg: 91106, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 810: HP: 1204, STR: 1159, VIT: 1328, SPD: 47, LUK: 1, Attack: 86907, Defense: 91106, Current HP: 1204, A Avg: 91252, D Avg: 91106, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 809: HP: 1235, STR: 1349, VIT: 1329, SPD: 47, LUK: 1, Attack: 85459, Defense: 91107, Current HP: 1235, A Avg: 89731, D Avg: 91107, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 808: HP: 1653, STR: 1424, VIT: 1329, SPD: 40, LUK: 1, Attack: 85924, Defense: 91107, Current HP: 1653, A Avg: 90220, D Avg: 91107, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 807: HP: 1121, STR: 1424, VIT: 1329, SPD: 72, LUK: 1, Attack: 85924, Defense: 91107, Current HP: 1121, A Avg: 90220, D Avg: 109328, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 806: HP: 1855, STR: 1472, VIT: 1329, SPD: 40, LUK: 1, Attack: 85972, Defense: 91107, Current HP: 1855, A Avg: 90270, D Avg: 91107, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 805: HP: 2939, STR: 1458, VIT: 4321, SPD: 45, LUK: 1, Attack: 89286, Defense: 91109, Current HP: 2939, A Avg: 93750, D Avg: 91109, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 804: HP: 1352, STR: 1104, VIT: 1332, SPD: 47, LUK: 1, Attack: 86070, Defense: 91110, Current HP: 1352, A Avg: 90373, D Avg: 91110, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
