Rank 1000: HP: 268, STR: 403678, VIT: 22, SPD: 1, LUK: 1, Attack: 489218, Defense: 85640, Current HP: 268, A Avg: 993112, D Avg: 85640, [Zodiac(184)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 901: HP: 247, STR: 404501, VIT: 16, SPD: 1, LUK: 1, Attack: 490041, Defense: 84152, Current HP: 247, A Avg: 994783, D Avg: 84152, [Zodiac(184)[230, 230, 230], Magnum(237)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 900: HP: 400, STR: 288108, VIT: 80, SPD: 1, LUK: 1, Attack: 373986, Defense: 84814, Current HP: 400, A Avg: 994802, D Avg: 84814, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 899: HP: 300, STR: 288108, VIT: 64, SPD: 1, LUK: 1, Attack: 373986, Defense: 84798, Current HP: 300, A Avg: 994802, D Avg: 84798, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 898: HP: 400, STR: 288108, VIT: 80, SPD: 1, LUK: 1, Attack: 373986, Defense: 84814, Current HP: 400, A Avg: 994802, D Avg: 84814, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 897: HP: 400, STR: 288108, VIT: 80, SPD: 1, LUK: 1, Attack: 373986, Defense: 84814, Current HP: 400, A Avg: 994802, D Avg: 84814, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 896: HP: 76, STR: 289162, VIT: 32, SPD: 2, LUK: 1, Attack: 373987, Defense: 84376, Current HP: 76, A Avg: 994805, D Avg: 84376, [Kraken(145)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 895: HP: 1368, STR: 288144, VIT: 68, SPD: 1, LUK: 1, Attack: 373996, Defense: 85985, Current HP: 1368, A Avg: 994829, D Avg: 85985, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 894: HP: 1140, STR: 288144, VIT: 68, SPD: 1, LUK: 1, Attack: 373996, Defense: 85985, Current HP: 1140, A Avg: 994829, D Avg: 85985, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 893: HP: 418, STR: 288120, VIT: 56, SPD: 1, LUK: 1, Attack: 373998, Defense: 84556, Current HP: 418, A Avg: 994834, D Avg: 84556, [God Hand(179)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 892: HP: 437, STR: 288135, VIT: 64, SPD: 1, LUK: 1, Attack: 374013, Defense: 84070, Current HP: 437, A Avg: 994874, D Avg: 84070, [God Hand(179)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 891: HP: 80, STR: 403559, VIT: 336, SPD: 1, LUK: 1, Attack: 490087, Defense: 87124, Current HP: 80, A Avg: 994876, D Avg: 87124, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 890: HP: 608, STR: 288050, VIT: 40, SPD: 1, LUK: 1, Attack: 374019, Defense: 85918, Current HP: 608, A Avg: 994890, D Avg: 85918, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 889: HP: 380, STR: 288050, VIT: 40, SPD: 2, LUK: 1, Attack: 374019, Defense: 85918, Current HP: 380, A Avg: 994890, D Avg: 85918, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 888: HP: 76, STR: 288280, VIT: 108, SPD: 1, LUK: 1, Attack: 374028, Defense: 85726, Current HP: 76, A Avg: 994914, D Avg: 85726, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 887: HP: 76, STR: 288280, VIT: 108, SPD: 1, LUK: 1, Attack: 374028, Defense: 85726, Current HP: 76, A Avg: 994914, D Avg: 85726, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 886: HP: 950, STR: 289530, VIT: 231, SPD: 1, LUK: 1, Attack: 374030, Defense: 85095, Current HP: 950, A Avg: 994919, D Avg: 85095, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 885: HP: 722, STR: 289530, VIT: 231, SPD: 1, LUK: 1, Attack: 374030, Defense: 85095, Current HP: 722, A Avg: 994919, D Avg: 85095, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 884: HP: 247, STR: 288720, VIT: 64, SPD: 1, LUK: 1, Attack: 374052, Defense: 87892, Current HP: 247, A Avg: 994978, D Avg: 87892, [Tower(149)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 883: HP: 399, STR: 288180, VIT: 56, SPD: 1, LUK: 1, Attack: 374058, Defense: 83919, Current HP: 399, A Avg: 994994, D Avg: 83919, [God Hand(179)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 882: HP: 437, STR: 288180, VIT: 56, SPD: 1, LUK: 1, Attack: 374058, Defense: 83945, Current HP: 437, A Avg: 994994, D Avg: 83945, [God Hand(179)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 881: HP: 1235, STR: 288216, VIT: 102, SPD: 1, LUK: 1, Attack: 374068, Defense: 86019, Current HP: 1235, A Avg: 995020, D Avg: 86019, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 880: HP: 1235, STR: 288216, VIT: 102, SPD: 1, LUK: 1, Attack: 374068, Defense: 86019, Current HP: 1235, A Avg: 995020, D Avg: 86019, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 879: HP: 285, STR: 289152, VIT: 187, SPD: 1, LUK: 1, Attack: 374081, Defense: 86403, Current HP: 285, A Avg: 995055, D Avg: 86403, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 878: HP: 285, STR: 289152, VIT: 187, SPD: 1, LUK: 1, Attack: 374081, Defense: 86403, Current HP: 285, A Avg: 995055, D Avg: 86403, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 877: HP: 475, STR: 288122, VIT: 72, SPD: 1, LUK: 1, Attack: 374091, Defense: 85950, Current HP: 475, A Avg: 995082, D Avg: 85950, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 876: HP: 380, STR: 288122, VIT: 56, SPD: 1, LUK: 1, Attack: 374091, Defense: 85934, Current HP: 380, A Avg: 995082, D Avg: 85934, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 875: HP: 475, STR: 288122, VIT: 72, SPD: 1, LUK: 1, Attack: 374091, Defense: 85950, Current HP: 475, A Avg: 995082, D Avg: 85950, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 874: HP: 475, STR: 288122, VIT: 72, SPD: 1, LUK: 1, Attack: 374091, Defense: 85950, Current HP: 475, A Avg: 995082, D Avg: 85950, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 873: HP: 817, STR: 289602, VIT: 265, SPD: 1, LUK: 1, Attack: 374102, Defense: 85129, Current HP: 817, A Avg: 995111, D Avg: 85129, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 872: HP: 722, STR: 289602, VIT: 248, SPD: 1, LUK: 1, Attack: 374102, Defense: 85112, Current HP: 722, A Avg: 995111, D Avg: 85112, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 871: HP: 817, STR: 289602, VIT: 265, SPD: 1, LUK: 1, Attack: 374102, Defense: 85129, Current HP: 817, A Avg: 995111, D Avg: 85129, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 870: HP: 817, STR: 289602, VIT: 265, SPD: 1, LUK: 1, Attack: 374102, Defense: 85129, Current HP: 817, A Avg: 995111, D Avg: 85129, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 869: HP: 342, STR: 405425, VIT: 48, SPD: 1, LUK: 1, Attack: 490213, Defense: 86836, Current HP: 342, A Avg: 995132, D Avg: 86836, [Pulse Knife(165)[230, 230, 230], C Magnum(239)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 868: HP: 380, STR: 288240, VIT: 48, SPD: 1, LUK: 1, Attack: 374118, Defense: 84236, Current HP: 380, A Avg: 995153, D Avg: 84236, [God Hand(179)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 867: HP: 300, STR: 288252, VIT: 128, SPD: 1, LUK: 1, Attack: 374130, Defense: 84862, Current HP: 300, A Avg: 995185, D Avg: 84862, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 866: HP: 300, STR: 288252, VIT: 128, SPD: 1, LUK: 1, Attack: 374130, Defense: 84862, Current HP: 300, A Avg: 995185, D Avg: 84862, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 865: HP: 418, STR: 288270, VIT: 67, SPD: 1, LUK: 1, Attack: 374148, Defense: 85295, Current HP: 418, A Avg: 995233, D Avg: 85295, [God Hand(179)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 864: HP: 133, STR: 289141, VIT: 27, SPD: 2, LUK: 1, Attack: 374184, Defense: 84371, Current HP: 133, A Avg: 995329, D Avg: 84371, [White Snake(160)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 863: HP: 266, STR: 405371, VIT: 27, SPD: 1, LUK: 1, Attack: 490337, Defense: 86815, Current HP: 266, A Avg: 995384, D Avg: 86815, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 862: HP: 1140, STR: 288360, VIT: 153, SPD: 1, LUK: 1, Attack: 374212, Defense: 86070, Current HP: 1140, A Avg: 995403, D Avg: 86070, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 861: HP: 1140, STR: 288360, VIT: 153, SPD: 1, LUK: 1, Attack: 374212, Defense: 86070, Current HP: 1140, A Avg: 995403, D Avg: 86070, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 860: HP: 285, STR: 289296, VIT: 102, SPD: 1, LUK: 1, Attack: 374225, Defense: 86318, Current HP: 285, A Avg: 995438, D Avg: 86318, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 859: HP: 380, STR: 288266, VIT: 120, SPD: 1, LUK: 1, Attack: 374235, Defense: 85998, Current HP: 380, A Avg: 995465, D Avg: 85998, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 858: HP: 380, STR: 288266, VIT: 120, SPD: 1, LUK: 1, Attack: 374235, Defense: 85998, Current HP: 380, A Avg: 995465, D Avg: 85998, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 857: HP: 152, STR: 288690, VIT: 208, SPD: 1, LUK: 1, Attack: 374243, Defense: 88036, Current HP: 152, A Avg: 995486, D Avg: 88036, [Hammer of Justice(186)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 856: HP: 722, STR: 289746, VIT: 316, SPD: 1, LUK: 1, Attack: 374246, Defense: 85180, Current HP: 722, A Avg: 995494, D Avg: 85180, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 855: HP: 722, STR: 289746, VIT: 316, SPD: 1, LUK: 1, Attack: 374246, Defense: 85180, Current HP: 722, A Avg: 995494, D Avg: 85180, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 854: HP: 950, STR: 288390, VIT: 368, SPD: 1, LUK: 1, Attack: 374268, Defense: 87936, Current HP: 950, A Avg: 995552, D Avg: 87936, [God Hand(179)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 853: HP: 266, STR: 405089, VIT: 96, SPD: 1, LUK: 1, Attack: 490423, Defense: 84440, Current HP: 266, A Avg: 995558, D Avg: 84440, [Impulse(166)[230, 230, 230], V Magnum(238)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 852: HP: 399, STR: 403934, VIT: 192, SPD: 1, LUK: 1, Attack: 490423, Defense: 84614, Current HP: 399, A Avg: 995558, D Avg: 84614, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 851: HP: 247, STR: 404921, VIT: 16, SPD: 1, LUK: 1, Attack: 490461, Defense: 84360, Current HP: 247, A Avg: 995635, D Avg: 84360, [Zodiac(184)[230, 230, 230], V Magnum(238)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 850: HP: 304, STR: 403973, VIT: 240, SPD: 1, LUK: 1, Attack: 490462, Defense: 84662, Current HP: 304, A Avg: 995637, D Avg: 84662, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 849: HP: 741, STR: 288090, VIT: 56, SPD: 1, LUK: 1, Attack: 374332, Defense: 84062, Current HP: 741, A Avg: 995723, D Avg: 84062, [Droid Hammer(177)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 848: HP: 722, STR: 288090, VIT: 48, SPD: 1, LUK: 1, Attack: 374332, Defense: 85718, Current HP: 722, A Avg: 995723, D Avg: 85718, [Droid Hammer(177)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 847: HP: 266, STR: 289522, VIT: 32, SPD: 2, LUK: 1, Attack: 374347, Defense: 86820, Current HP: 266, A Avg: 995763, D Avg: 86820, [Kraken(145)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 846: HP: 1140, STR: 288504, VIT: 68, SPD: 1, LUK: 1, Attack: 374356, Defense: 85985, Current HP: 1140, A Avg: 995786, D Avg: 85985, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 845: HP: 760, STR: 288120, VIT: 56, SPD: 1, LUK: 1, Attack: 374362, Defense: 84556, Current HP: 760, A Avg: 995802, D Avg: 84556, [Droid Hammer(177)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 844: HP: 779, STR: 288135, VIT: 64, SPD: 1, LUK: 1, Attack: 374377, Defense: 84070, Current HP: 779, A Avg: 995842, D Avg: 84070, [Droid Hammer(177)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 843: HP: 380, STR: 288410, VIT: 40, SPD: 1, LUK: 1, Attack: 374379, Defense: 85918, Current HP: 380, A Avg: 995848, D Avg: 85918, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 842: HP: 741, STR: 288180, VIT: 56, SPD: 1, LUK: 1, Attack: 374422, Defense: 83919, Current HP: 741, A Avg: 995962, D Avg: 83919, [Droid Hammer(177)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 841: HP: 779, STR: 288180, VIT: 56, SPD: 1, LUK: 1, Attack: 374422, Defense: 83945, Current HP: 779, A Avg: 995962, D Avg: 83945, [Droid Hammer(177)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 840: HP: 209, STR: 288120, VIT: 72, SPD: 1, LUK: 1, Attack: 374466, Defense: 84078, Current HP: 209, A Avg: 996079, D Avg: 84078, [Progress(147)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 839: HP: 190, STR: 288120, VIT: 64, SPD: 1, LUK: 1, Attack: 374466, Defense: 85734, Current HP: 190, A Avg: 996079, D Avg: 85734, [Progress(147)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 838: HP: 494, STR: 289501, VIT: 27, SPD: 1, LUK: 1, Attack: 374467, Defense: 86815, Current HP: 494, A Avg: 996082, D Avg: 86815, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 837: HP: 266, STR: 289501, VIT: 27, SPD: 2, LUK: 1, Attack: 374467, Defense: 86815, Current HP: 266, A Avg: 996082, D Avg: 86815, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 836: HP: 722, STR: 288240, VIT: 48, SPD: 1, LUK: 1, Attack: 374482, Defense: 84236, Current HP: 722, A Avg: 996122, D Avg: 84236, [Droid Hammer(177)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 835: HP: 228, STR: 288150, VIT: 72, SPD: 1, LUK: 1, Attack: 374496, Defense: 84572, Current HP: 228, A Avg: 996159, D Avg: 84572, [Progress(147)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 834: HP: 247, STR: 288165, VIT: 80, SPD: 1, LUK: 1, Attack: 374511, Defense: 84086, Current HP: 247, A Avg: 996199, D Avg: 84086, [Progress(147)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 833: HP: 760, STR: 288270, VIT: 67, SPD: 1, LUK: 1, Attack: 374512, Defense: 85295, Current HP: 760, A Avg: 996201, D Avg: 85295, [Droid Hammer(177)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 832: HP: 361, STR: 289573, VIT: 59, SPD: 1, LUK: 1, Attack: 374539, Defense: 86847, Current HP: 361, A Avg: 996273, D Avg: 86847, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 831: HP: 266, STR: 289573, VIT: 43, SPD: 1, LUK: 1, Attack: 374539, Defense: 86831, Current HP: 266, A Avg: 996273, D Avg: 86831, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 830: HP: 361, STR: 289573, VIT: 59, SPD: 1, LUK: 1, Attack: 374539, Defense: 86847, Current HP: 361, A Avg: 996273, D Avg: 86847, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 829: HP: 361, STR: 289573, VIT: 59, SPD: 1, LUK: 1, Attack: 374539, Defense: 86847, Current HP: 361, A Avg: 996273, D Avg: 86847, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 828: HP: 323, STR: 289501, VIT: 27, SPD: 2, LUK: 1, Attack: 374544, Defense: 86815, Current HP: 323, A Avg: 996287, D Avg: 86815, [White Snake(160)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 827: HP: 209, STR: 288210, VIT: 72, SPD: 1, LUK: 1, Attack: 374556, Defense: 83935, Current HP: 209, A Avg: 996318, D Avg: 83935, [Progress(147)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 826: HP: 247, STR: 288210, VIT: 72, SPD: 1, LUK: 1, Attack: 374556, Defense: 83961, Current HP: 247, A Avg: 996318, D Avg: 83961, [Progress(147)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 825: HP: 380, STR: 288690, VIT: 48, SPD: 1, LUK: 1, Attack: 374568, Defense: 87876, Current HP: 380, A Avg: 996350, D Avg: 87876, [God Hand(179)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 824: HP: 456, STR: 405509, VIT: 96, SPD: 1, LUK: 1, Attack: 490843, Defense: 86884, Current HP: 456, A Avg: 996411, D Avg: 86884, [Impulse(166)[230, 230, 230], C Magnum(239)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 823: HP: 190, STR: 288270, VIT: 64, SPD: 1, LUK: 1, Attack: 374616, Defense: 84252, Current HP: 190, A Avg: 996478, D Avg: 84252, [Progress(147)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 822: HP: 437, STR: 405341, VIT: 16, SPD: 1, LUK: 1, Attack: 490881, Defense: 86804, Current HP: 437, A Avg: 996488, D Avg: 86804, [Zodiac(184)[230, 230, 230], C Magnum(239)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 821: HP: 1292, STR: 288390, VIT: 368, SPD: 1, LUK: 1, Attack: 374632, Defense: 87936, Current HP: 1292, A Avg: 996521, D Avg: 87936, [Droid Hammer(177)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 820: HP: 228, STR: 288300, VIT: 83, SPD: 1, LUK: 1, Attack: 374646, Defense: 85311, Current HP: 228, A Avg: 996558, D Avg: 85311, [Progress(147)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 819: HP: 320, STR: 288144, VIT: 256, SPD: 1, LUK: 1, Attack: 374672, Defense: 87044, Current HP: 320, A Avg: 996627, D Avg: 87044, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 818: HP: 80, STR: 288144, VIT: 256, SPD: 1, LUK: 1, Attack: 374672, Defense: 87044, Current HP: 80, A Avg: 996627, D Avg: 87044, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 817: HP: 266, STR: 289717, VIT: 107, SPD: 1, LUK: 1, Attack: 374683, Defense: 86895, Current HP: 266, A Avg: 996656, D Avg: 86895, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 816: HP: 266, STR: 289717, VIT: 107, SPD: 1, LUK: 1, Attack: 374683, Defense: 86895, Current HP: 266, A Avg: 996656, D Avg: 86895, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 815: HP: 190, STR: 288180, VIT: 56, SPD: 1, LUK: 1, Attack: 374708, Defense: 84062, Current HP: 190, A Avg: 996723, D Avg: 84062, [Moon Knuckle(153)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 814: HP: 171, STR: 288180, VIT: 48, SPD: 1, LUK: 1, Attack: 374708, Defense: 85718, Current HP: 171, A Avg: 996723, D Avg: 85718, [Moon Knuckle(153)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 813: HP: 209, STR: 288210, VIT: 56, SPD: 1, LUK: 1, Attack: 374738, Defense: 84556, Current HP: 209, A Avg: 996803, D Avg: 84556, [Moon Knuckle(153)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 812: HP: 80, STR: 288216, VIT: 272, SPD: 1, LUK: 1, Attack: 374744, Defense: 87060, Current HP: 80, A Avg: 996819, D Avg: 87060, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 811: HP: 180, STR: 288216, VIT: 288, SPD: 1, LUK: 1, Attack: 374744, Defense: 87076, Current HP: 180, A Avg: 996819, D Avg: 87076, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
