Rank 1000: HP: 750, STR: 289092, VIT: 672, SPD: 32, LUK: 1, Attack: 374645, Defense: 84561, Current HP: 750, A Avg: 996555, D Avg: 84561, [Hammer of Justice(186)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 902: HP: 513, STR: 406921, VIT: 504, SPD: 34, LUK: 1, Attack: 491709, Defense: 84848, Current HP: 513, A Avg: 998169, D Avg: 84848, [Pulse Knife(165)[230, 230, 230], V Magnum(238)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 901: HP: 851, STR: 289374, VIT: 451, SPD: 32, LUK: 1, Attack: 375252, Defense: 84951, Current HP: 851, A Avg: 998170, D Avg: 84951, [God Hand(179)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 900: HP: 792, STR: 406177, VIT: 477, SPD: 32, LUK: 1, Attack: 491717, Defense: 84418, Current HP: 792, A Avg: 998185, D Avg: 84418, [Zodiac(184)[230, 230, 230], Dragon's Scales(215)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 899: HP: 978, STR: 290444, VIT: 488, SPD: 40, LUK: 1, Attack: 375269, Defense: 84624, Current HP: 978, A Avg: 998215, D Avg: 84624, [Kraken(145)[230, 230, 230], Magnum(237)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 898: HP: 874, STR: 290970, VIT: 185, SPD: 32, LUK: 1, Attack: 375288, Defense: 88013, Current HP: 874, A Avg: 998266, D Avg: 88013, [Ruby Knuckle(151)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 897: HP: 608, STR: 406236, VIT: 419, SPD: 34, LUK: 1, Attack: 491776, Defense: 84444, Current HP: 608, A Avg: 998305, D Avg: 84444, [Zodiac(184)[230, 230, 230], Conductive Barrier(208)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 896: HP: 642, STR: 288780, VIT: 390, SPD: 32, LUK: 1, Attack: 375308, Defense: 84890, Current HP: 642, A Avg: 998319, D Avg: 84890, [Moon Knuckle(153)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 895: HP: 984, STR: 405914, VIT: 584, SPD: 32, LUK: 1, Attack: 491792, Defense: 85318, Current HP: 984, A Avg: 998337, D Avg: 85318, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 894: HP: 883, STR: 406257, VIT: 479, SPD: 32, LUK: 1, Attack: 491797, Defense: 84719, Current HP: 883, A Avg: 998347, D Avg: 84719, [Zodiac(184)[230, 230, 230], Dragon's Wings(216)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 893: HP: 1083, STR: 289095, VIT: 78, SPD: 32, LUK: 1, Attack: 375337, Defense: 84266, Current HP: 1083, A Avg: 998396, D Avg: 84266, [Droid Hammer(177)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 892: HP: 988, STR: 406505, VIT: 582, SPD: 34, LUK: 1, Attack: 491839, Defense: 84718, Current HP: 988, A Avg: 998433, D Avg: 84718, [Impulse(166)[230, 230, 230], Magnum(237)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 891: HP: 931, STR: 289008, VIT: 345, SPD: 32, LUK: 1, Attack: 375354, Defense: 84208, Current HP: 931, A Avg: 998441, D Avg: 84208, [Progress(147)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 890: HP: 460, STR: 288831, VIT: 758, SPD: 32, LUK: 1, Attack: 375359, Defense: 87546, Current HP: 460, A Avg: 998454, D Avg: 87546, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 889: HP: 560, STR: 288831, VIT: 835, SPD: 32, LUK: 1, Attack: 375359, Defense: 87623, Current HP: 560, A Avg: 998454, D Avg: 87623, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 888: HP: 876, STR: 406312, VIT: 539, SPD: 32, LUK: 1, Attack: 491852, Defense: 86157, Current HP: 876, A Avg: 998459, D Avg: 86157, [Zodiac(184)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 887: HP: 752, STR: 406316, VIT: 700, SPD: 32, LUK: 1, Attack: 491856, Defense: 85538, Current HP: 752, A Avg: 998467, D Avg: 85538, [Zodiac(184)[230, 230, 230], Bulletproof Shield(235)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 886: HP: 1174, STR: 290444, VIT: 362, SPD: 32, LUK: 1, Attack: 375373, Defense: 86578, Current HP: 1174, A Avg: 998492, D Avg: 86578, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 885: HP: 1174, STR: 290444, VIT: 362, SPD: 32, LUK: 1, Attack: 375373, Defense: 86578, Current HP: 1174, A Avg: 998492, D Avg: 86578, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 884: HP: 1482, STR: 289047, VIT: 1083, SPD: 32, LUK: 1, Attack: 375393, Defense: 88651, Current HP: 1482, A Avg: 998545, D Avg: 88651, [Progress(147)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 883: HP: 883, STR: 406358, VIT: 511, SPD: 32, LUK: 1, Attack: 491898, Defense: 85375, Current HP: 883, A Avg: 998552, D Avg: 85375, [Zodiac(184)[230, 230, 230], Dragon's Head(217)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 882: HP: 807, STR: 406358, VIT: 518, SPD: 34, LUK: 1, Attack: 491898, Defense: 84940, Current HP: 807, A Avg: 998552, D Avg: 84940, [Zodiac(184)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 881: HP: 760, STR: 289548, VIT: 420, SPD: 32, LUK: 1, Attack: 375426, Defense: 84283, Current HP: 760, A Avg: 998633, D Avg: 84283, [God Hand(179)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 880: HP: 883, STR: 406400, VIT: 732, SPD: 32, LUK: 1, Attack: 491940, Defense: 87533, Current HP: 883, A Avg: 998638, D Avg: 87533, [Zodiac(184)[230, 230, 230], Riot(236)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 879: HP: 2945, STR: 289580, VIT: 746, SPD: 38, LUK: 1, Attack: 375432, Defense: 86663, Current HP: 2945, A Avg: 998649, D Avg: 86663, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 878: HP: 1311, STR: 289587, VIT: 1158, SPD: 32, LUK: 1, Attack: 375465, Defense: 88726, Current HP: 1311, A Avg: 998736, D Avg: 88726, [God Hand(179)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 877: HP: 1149, STR: 289122, VIT: 376, SPD: 32, LUK: 1, Attack: 375468, Defense: 84265, Current HP: 1149, A Avg: 998744, D Avg: 84265, [Progress(147)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 876: HP: 1077, STR: 289134, VIT: 384, SPD: 32, LUK: 1, Attack: 375480, Defense: 84390, Current HP: 1077, A Avg: 998776, D Avg: 84390, [Progress(147)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 875: HP: 551, STR: 288954, VIT: 360, SPD: 32, LUK: 1, Attack: 375482, Defense: 84223, Current HP: 551, A Avg: 998782, D Avg: 84223, [Moon Knuckle(153)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 874: HP: 640, STR: 290912, VIT: 147, SPD: 32, LUK: 1, Attack: 375490, Defense: 84166, Current HP: 640, A Avg: 998803, D Avg: 84166, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 873: HP: 540, STR: 290912, VIT: 131, SPD: 32, LUK: 1, Attack: 375490, Defense: 84150, Current HP: 540, A Avg: 998803, D Avg: 84150, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 872: HP: 640, STR: 290912, VIT: 208, SPD: 32, LUK: 1, Attack: 375490, Defense: 84227, Current HP: 640, A Avg: 998803, D Avg: 84227, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 871: HP: 640, STR: 290912, VIT: 147, SPD: 32, LUK: 1, Attack: 375490, Defense: 84166, Current HP: 640, A Avg: 998803, D Avg: 84166, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 870: HP: 700, STR: 288964, VIT: 833, SPD: 32, LUK: 1, Attack: 375492, Defense: 87621, Current HP: 700, A Avg: 998808, D Avg: 87621, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 869: HP: 731, STR: 290985, VIT: 147, SPD: 32, LUK: 1, Attack: 375498, Defense: 87975, Current HP: 731, A Avg: 998824, D Avg: 87975, [Maximum Iron Mass(123)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 868: HP: 460, STR: 288975, VIT: 822, SPD: 32, LUK: 1, Attack: 375503, Defense: 87610, Current HP: 460, A Avg: 998837, D Avg: 87610, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 867: HP: 460, STR: 288975, VIT: 822, SPD: 32, LUK: 1, Attack: 375503, Defense: 87610, Current HP: 460, A Avg: 998837, D Avg: 87610, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 866: HP: 1307, STR: 290577, VIT: 425, SPD: 32, LUK: 1, Attack: 375506, Defense: 86641, Current HP: 1307, A Avg: 998845, D Avg: 86641, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 865: HP: 1079, STR: 290588, VIT: 413, SPD: 32, LUK: 1, Attack: 375517, Defense: 86629, Current HP: 1079, A Avg: 998875, D Avg: 86629, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 864: HP: 1079, STR: 290588, VIT: 413, SPD: 32, LUK: 1, Attack: 375517, Defense: 86629, Current HP: 1079, A Avg: 998875, D Avg: 86629, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 863: HP: 1102, STR: 288993, VIT: 1097, SPD: 32, LUK: 1, Attack: 375521, Defense: 88665, Current HP: 1102, A Avg: 998885, D Avg: 88665, [Moon Knuckle(153)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 862: HP: 1330, STR: 291528, VIT: 448, SPD: 40, LUK: 1, Attack: 375528, Defense: 87236, Current HP: 1330, A Avg: 998904, D Avg: 87236, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 861: HP: 1107, STR: 290491, VIT: 574, SPD: 40, LUK: 1, Attack: 375534, Defense: 84710, Current HP: 1107, A Avg: 998920, D Avg: 84710, [White Snake(160)[230, 230, 230], Magnum(237)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 860: HP: 978, STR: 289662, VIT: 451, SPD: 32, LUK: 1, Attack: 375540, Defense: 84340, Current HP: 978, A Avg: 998936, D Avg: 84340, [God Hand(179)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 859: HP: 1276, STR: 407126, VIT: 148, SPD: 34, LUK: 1, Attack: 492092, Defense: 86936, Current HP: 1276, A Avg: 998946, D Avg: 86936, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 858: HP: 906, STR: 289674, VIT: 459, SPD: 32, LUK: 1, Attack: 375552, Defense: 84465, Current HP: 906, A Avg: 998968, D Avg: 84465, [God Hand(179)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 857: HP: 513, STR: 290742, VIT: 78, SPD: 32, LUK: 1, Attack: 375583, Defense: 87906, Current HP: 513, A Avg: 999050, D Avg: 87906, [Grand Slam(163)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 856: HP: 731, STR: 290037, VIT: 744, SPD: 32, LUK: 1, Attack: 375590, Defense: 85972, Current HP: 731, A Avg: 999069, D Avg: 85972, [Hammer of Justice(186)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 855: HP: 646, STR: 406614, VIT: 580, SPD: 32, LUK: 1, Attack: 492154, Defense: 85171, Current HP: 646, A Avg: 999072, D Avg: 85171, [Zodiac(184)[230, 230, 230], Black Hole(229)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 854: HP: 826, STR: 406614, VIT: 611, SPD: 32, LUK: 1, Attack: 492154, Defense: 87529, Current HP: 826, A Avg: 999072, D Avg: 87529, [Zodiac(184)[230, 230, 230], White Hole(230)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 853: HP: 769, STR: 289068, VIT: 390, SPD: 32, LUK: 1, Attack: 375596, Defense: 84279, Current HP: 769, A Avg: 999085, D Avg: 84279, [Moon Knuckle(153)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 852: HP: 1358, STR: 291106, VIT: 685, SPD: 32, LUK: 1, Attack: 375606, Defense: 85549, Current HP: 1358, A Avg: 999111, D Avg: 85549, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 851: HP: 1263, STR: 291106, VIT: 668, SPD: 32, LUK: 1, Attack: 375606, Defense: 85532, Current HP: 1263, A Avg: 999111, D Avg: 85532, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 850: HP: 1358, STR: 291106, VIT: 749, SPD: 32, LUK: 1, Attack: 375606, Defense: 85613, Current HP: 1358, A Avg: 999111, D Avg: 85613, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 849: HP: 1358, STR: 291106, VIT: 685, SPD: 32, LUK: 1, Attack: 375606, Defense: 85549, Current HP: 1358, A Avg: 999111, D Avg: 85549, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 848: HP: 697, STR: 289080, VIT: 398, SPD: 32, LUK: 1, Attack: 375608, Defense: 84404, Current HP: 697, A Avg: 999117, D Avg: 84404, [Moon Knuckle(153)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 847: HP: 780, STR: 291045, VIT: 206, SPD: 32, LUK: 1, Attack: 375623, Defense: 84225, Current HP: 780, A Avg: 999157, D Avg: 84225, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 846: HP: 540, STR: 291056, VIT: 195, SPD: 32, LUK: 1, Attack: 375634, Defense: 84214, Current HP: 540, A Avg: 999186, D Avg: 84214, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 845: HP: 540, STR: 291056, VIT: 195, SPD: 32, LUK: 1, Attack: 375634, Defense: 84214, Current HP: 540, A Avg: 999186, D Avg: 84214, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 844: HP: 460, STR: 289119, VIT: 742, SPD: 32, LUK: 1, Attack: 375647, Defense: 87530, Current HP: 460, A Avg: 999221, D Avg: 87530, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 843: HP: 1548, STR: 291546, VIT: 449, SPD: 40, LUK: 1, Attack: 375656, Defense: 87237, Current HP: 1548, A Avg: 999244, D Avg: 87237, [Serpent(144)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 842: HP: 1079, STR: 290732, VIT: 328, SPD: 32, LUK: 1, Attack: 375661, Defense: 86544, Current HP: 1079, A Avg: 999258, D Avg: 86544, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 841: HP: 1529, STR: 291546, VIT: 448, SPD: 40, LUK: 1, Attack: 375667, Defense: 87236, Current HP: 1529, A Avg: 999274, D Avg: 87236, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 840: HP: 712, STR: 291000, VIT: 124, SPD: 32, LUK: 1, Attack: 375682, Defense: 87952, Current HP: 712, A Avg: 999314, D Avg: 87952, [Thunder Whip(143)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 839: HP: 1260, STR: 406744, VIT: 628, SPD: 32, LUK: 1, Attack: 492284, Defense: 86740, Current HP: 1260, A Avg: 999336, D Avg: 86740, [Zodiac(184)[230, 230, 230], Goblin Hand(250)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 838: HP: 978, STR: 290872, VIT: 488, SPD: 40, LUK: 1, Attack: 375697, Defense: 84832, Current HP: 978, A Avg: 999354, D Avg: 84832, [Kraken(145)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 837: HP: 1301, STR: 289467, VIT: 219, SPD: 32, LUK: 1, Attack: 375709, Defense: 85447, Current HP: 1301, A Avg: 999385, D Avg: 85447, [Droid Hammer(177)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 836: HP: 988, STR: 406786, VIT: 788, SPD: 32, LUK: 1, Attack: 492326, Defense: 85782, Current HP: 988, A Avg: 999421, D Avg: 85782, [Zodiac(184)[230, 230, 230], Metalization(228)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 835: HP: 988, STR: 407005, VIT: 582, SPD: 34, LUK: 1, Attack: 492339, Defense: 84926, Current HP: 988, A Avg: 999448, D Avg: 84926, [Impulse(166)[230, 230, 230], V Magnum(238)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 834: HP: 1491, STR: 291240, VIT: 748, SPD: 32, LUK: 1, Attack: 375740, Defense: 85612, Current HP: 1491, A Avg: 999468, D Avg: 85612, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 833: HP: 1263, STR: 291250, VIT: 736, SPD: 32, LUK: 1, Attack: 375750, Defense: 85600, Current HP: 1263, A Avg: 999494, D Avg: 85600, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 832: HP: 1263, STR: 291250, VIT: 736, SPD: 32, LUK: 1, Attack: 375750, Defense: 85600, Current HP: 1263, A Avg: 999494, D Avg: 85600, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 831: HP: 540, STR: 291200, VIT: 115, SPD: 32, LUK: 1, Attack: 375778, Defense: 84134, Current HP: 540, A Avg: 999569, D Avg: 84134, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 830: HP: 532, STR: 288732, VIT: 147, SPD: 32, LUK: 1, Attack: 375783, Defense: 84153, Current HP: 532, A Avg: 999582, D Avg: 84153, [Tekken(188)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 829: HP: 513, STR: 288732, VIT: 1598, SPD: 32, LUK: 1, Attack: 375783, Defense: 87268, Current HP: 513, A Avg: 999582, D Avg: 87268, [Tekken(188)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 828: HP: 984, STR: 406534, VIT: 504, SPD: 32, LUK: 1, Attack: 492412, Defense: 85238, Current HP: 984, A Avg: 999596, D Avg: 85238, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 827: HP: 893, STR: 291144, VIT: 246, SPD: 32, LUK: 1, Attack: 375794, Defense: 88074, Current HP: 893, A Avg: 999612, D Avg: 88074, [Diamond Knuckle(152)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 826: HP: 623, STR: 288819, VIT: 147, SPD: 32, LUK: 1, Attack: 375870, Defense: 84647, Current HP: 623, A Avg: 999814, D Avg: 84647, [Tekken(188)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 825: HP: 712, STR: 291123, VIT: 216, SPD: 32, LUK: 1, Attack: 375948, Defense: 88044, Current HP: 712, A Avg: 1000021, D Avg: 88044, [Kraken(145)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 824: HP: 1107, STR: 290919, VIT: 574, SPD: 40, LUK: 1, Attack: 375962, Defense: 84918, Current HP: 1107, A Avg: 1000058, D Avg: 84918, [White Snake(160)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 823: HP: 840, STR: 289443, VIT: 1046, SPD: 38, LUK: 1, Attack: 375971, Defense: 87834, Current HP: 840, A Avg: 1000082, D Avg: 87834, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 822: HP: 1440, STR: 291056, VIT: 651, SPD: 38, LUK: 1, Attack: 375985, Defense: 86867, Current HP: 1440, A Avg: 1000120, D Avg: 86867, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 821: HP: 1064, STR: 407899, VIT: 504, SPD: 34, LUK: 1, Attack: 492687, Defense: 87292, Current HP: 1064, A Avg: 1000154, D Avg: 87292, [Pulse Knife(165)[230, 230, 230], C Magnum(239)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 820: HP: 912, STR: 289695, VIT: 307, SPD: 32, LUK: 1, Attack: 376041, Defense: 84495, Current HP: 912, A Avg: 1000269, D Avg: 84495, [Progress(147)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 819: HP: 1371, STR: 291078, VIT: 180, SPD: 34, LUK: 1, Attack: 376044, Defense: 86968, Current HP: 1371, A Avg: 1000277, D Avg: 86968, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 818: HP: 1276, STR: 291078, VIT: 164, SPD: 34, LUK: 1, Attack: 376044, Defense: 86952, Current HP: 1276, A Avg: 1000277, D Avg: 86952, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 817: HP: 1371, STR: 291078, VIT: 241, SPD: 34, LUK: 1, Attack: 376044, Defense: 87029, Current HP: 1371, A Avg: 1000277, D Avg: 87029, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 816: HP: 1371, STR: 291078, VIT: 180, SPD: 34, LUK: 1, Attack: 376044, Defense: 86968, Current HP: 1371, A Avg: 1000277, D Avg: 86968, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 815: HP: 532, STR: 288993, VIT: 116, SPD: 32, LUK: 1, Attack: 376044, Defense: 83979, Current HP: 532, A Avg: 1000277, D Avg: 83979, [Tekken(188)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 814: HP: 940, STR: 289587, VIT: 769, SPD: 34, LUK: 1, Attack: 376076, Defense: 85191, Current HP: 940, A Avg: 1000362, D Avg: 85191, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 813: HP: 940, STR: 289587, VIT: 769, SPD: 34, LUK: 1, Attack: 376076, Defense: 85191, Current HP: 940, A Avg: 1000362, D Avg: 85191, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 812: HP: 1083, STR: 289032, VIT: 854, SPD: 32, LUK: 1, Attack: 376083, Defense: 88422, Current HP: 1083, A Avg: 1000380, D Avg: 88422, [Tekken(188)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
