Rank 1000: HP: 1080, STR: 449193, VIT: 265, SPD: 64, LUK: 1, Attack: 536854, Defense: 83988, Current HP: 1080, A Avg: 1428031, D Avg: 83988, [Neural Edge(190)[630, 630, 630], Pot Lid(201)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 904: HP: 1714, STR: 620848, VIT: 732, SPD: 64, LUK: 1, Attack: 706596, Defense: 86350, Current HP: 1714, A Avg: 1434389, D Avg: 86350, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 903: HP: 1463, STR: 455477, VIT: 1428, SPD: 64, LUK: 1, Attack: 539353, Defense: 88996, Current HP: 1463, A Avg: 1434678, D Avg: 88996, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 902: HP: 1368, STR: 455477, VIT: 1412, SPD: 64, LUK: 1, Attack: 539353, Defense: 88980, Current HP: 1368, A Avg: 1434678, D Avg: 88980, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 901: HP: 1463, STR: 455477, VIT: 1553, SPD: 64, LUK: 1, Attack: 539353, Defense: 89121, Current HP: 1463, A Avg: 1434678, D Avg: 89121, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 900: HP: 1463, STR: 455477, VIT: 1428, SPD: 64, LUK: 1, Attack: 539353, Defense: 88996, Current HP: 1463, A Avg: 1434678, D Avg: 88996, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 899: HP: 1381, STR: 671353, VIT: 2011, SPD: 64, LUK: 1, Attack: 755169, Defense: 88799, Current HP: 1381, A Avg: 1434821, D Avg: 88799, [Hand Axe(140)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 898: HP: 1533, STR: 671182, VIT: 183, SPD: 64, LUK: 1, Attack: 755175, Defense: 84111, Current HP: 1533, A Avg: 1434832, D Avg: 84111, [Sword of Wood(124)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 897: HP: 1360, STR: 671353, VIT: 680, SPD: 64, LUK: 1, Attack: 755242, Defense: 87715, Current HP: 1360, A Avg: 1434959, D Avg: 87715, [Iron Lumps(108)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 896: HP: 4104, STR: 621068, VIT: 882, SPD: 64, LUK: 1, Attack: 706920, Defense: 86799, Current HP: 4104, A Avg: 1435047, D Avg: 86799, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 895: HP: 1368, STR: 455625, VIT: 1476, SPD: 64, LUK: 1, Attack: 539501, Defense: 89044, Current HP: 1368, A Avg: 1435072, D Avg: 89044, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 894: HP: 1368, STR: 455625, VIT: 1476, SPD: 64, LUK: 1, Attack: 539501, Defense: 89044, Current HP: 1368, A Avg: 1435072, D Avg: 89044, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 893: HP: 978, STR: 671353, VIT: 192, SPD: 64, LUK: 1, Attack: 755352, Defense: 84120, Current HP: 978, A Avg: 1435168, D Avg: 84120, [Greatsword(127)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 892: HP: 1714, STR: 621297, VIT: 652, SPD: 64, LUK: 1, Attack: 707045, Defense: 86270, Current HP: 1714, A Avg: 1435301, D Avg: 86270, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 891: HP: 4199, STR: 621217, VIT: 963, SPD: 64, LUK: 1, Attack: 707069, Defense: 86880, Current HP: 4199, A Avg: 1435350, D Avg: 86880, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 890: HP: 940, STR: 622330, VIT: 984, SPD: 64, LUK: 1, Attack: 707118, Defense: 84707, Current HP: 940, A Avg: 1435449, D Avg: 84707, [Pulse Knife(165)[630, 630, 630], Pot Lid(201)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 889: HP: 940, STR: 622330, VIT: 984, SPD: 64, LUK: 1, Attack: 707118, Defense: 84717, Current HP: 940, A Avg: 1435449, D Avg: 84717, [Pulse Knife(165)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 888: HP: 893, STR: 622330, VIT: 1054, SPD: 64, LUK: 1, Attack: 707118, Defense: 84923, Current HP: 893, A Avg: 1435449, D Avg: 84923, [Pulse Knife(165)[630, 630, 630], Wooden Shield(203)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 887: HP: 893, STR: 622330, VIT: 1059, SPD: 64, LUK: 1, Attack: 707118, Defense: 84863, Current HP: 893, A Avg: 1435449, D Avg: 84863, [Pulse Knife(165)[630, 630, 630], Iron Shield(204)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 886: HP: 893, STR: 622330, VIT: 1111, SPD: 64, LUK: 1, Attack: 707118, Defense: 84974, Current HP: 893, A Avg: 1435449, D Avg: 84974, [Pulse Knife(165)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 885: HP: 893, STR: 622330, VIT: 1128, SPD: 64, LUK: 1, Attack: 707118, Defense: 85017, Current HP: 893, A Avg: 1435449, D Avg: 85017, [Pulse Knife(165)[630, 630, 630], Large iron Shield(206)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 884: HP: 940, STR: 622330, VIT: 1116, SPD: 64, LUK: 1, Attack: 707118, Defense: 84992, Current HP: 940, A Avg: 1435449, D Avg: 84992, [Pulse Knife(165)[630, 630, 630], Magic Shield(207)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 883: HP: 1282, STR: 622330, VIT: 1244, SPD: 64, LUK: 1, Attack: 707118, Defense: 85081, Current HP: 1282, A Avg: 1435449, D Avg: 85081, [Pulse Knife(165)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 882: HP: 1000, STR: 622330, VIT: 1054, SPD: 64, LUK: 1, Attack: 707118, Defense: 84826, Current HP: 1000, A Avg: 1435449, D Avg: 84826, [Pulse Knife(165)[630, 630, 630], Clear Shield(211)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 881: HP: 1040, STR: 622330, VIT: 1116, SPD: 64, LUK: 1, Attack: 707118, Defense: 85135, Current HP: 1040, A Avg: 1435449, D Avg: 85135, [Pulse Knife(165)[630, 630, 630], Prism Shield(212)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 880: HP: 969, STR: 622330, VIT: 1120, SPD: 64, LUK: 1, Attack: 707118, Defense: 85048, Current HP: 969, A Avg: 1435449, D Avg: 85048, [Pulse Knife(165)[630, 630, 630], Tower Shield(213)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 879: HP: 1586, STR: 622330, VIT: 1312, SPD: 64, LUK: 1, Attack: 707118, Defense: 85874, Current HP: 1586, A Avg: 1435449, D Avg: 85874, [Pulse Knife(165)[630, 630, 630], Slime Shield(221)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 878: HP: 1523, STR: 622330, VIT: 1111, SPD: 64, LUK: 1, Attack: 707118, Defense: 85039, Current HP: 1523, A Avg: 1435449, D Avg: 85039, [Pulse Knife(165)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 877: HP: 940, STR: 622330, VIT: 1660, SPD: 64, LUK: 1, Attack: 707118, Defense: 88448, Current HP: 940, A Avg: 1435449, D Avg: 88448, [Pulse Knife(165)[630, 630, 630], Energy Shield(227)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 876: HP: 2954, STR: 622330, VIT: 1045, SPD: 64, LUK: 1, Attack: 707118, Defense: 86962, Current HP: 2954, A Avg: 1435449, D Avg: 86962, [Pulse Knife(165)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 875: HP: 1804, STR: 622330, VIT: 1390, SPD: 64, LUK: 1, Attack: 707118, Defense: 86124, Current HP: 1804, A Avg: 1435449, D Avg: 86124, [Pulse Knife(165)[630, 630, 630], Slafield(232)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 874: HP: 1470, STR: 622330, VIT: 1312, SPD: 64, LUK: 1, Attack: 707118, Defense: 86787, Current HP: 1470, A Avg: 1435449, D Avg: 86787, [Pulse Knife(165)[630, 630, 630], Mist Shield(233)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 873: HP: 1083, STR: 622330, VIT: 1708, SPD: 64, LUK: 1, Attack: 707118, Defense: 86676, Current HP: 1083, A Avg: 1435449, D Avg: 86676, [Pulse Knife(165)[630, 630, 630], Huge Shield(234)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 872: HP: 1007, STR: 622330, VIT: 1720, SPD: 64, LUK: 1, Attack: 707118, Defense: 88560, Current HP: 1007, A Avg: 1435449, D Avg: 88560, [Pulse Knife(165)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 871: HP: 2110, STR: 622330, VIT: 1545, SPD: 64, LUK: 1, Attack: 707118, Defense: 88970, Current HP: 2110, A Avg: 1435449, D Avg: 88970, [Pulse Knife(165)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 870: HP: 893, STR: 622330, VIT: 984, SPD: 64, LUK: 1, Attack: 707118, Defense: 87773, Current HP: 893, A Avg: 1435449, D Avg: 87773, [Pulse Knife(165)[630, 630, 630], Graffiti(243)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 869: HP: 893, STR: 622330, VIT: 2232, SPD: 64, LUK: 1, Attack: 707118, Defense: 92010, Current HP: 893, A Avg: 1435449, D Avg: 92010, [Pulse Knife(165)[630, 630, 630], Blank Shield(244)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 868: HP: 1368, STR: 622330, VIT: 2873, SPD: 64, LUK: 1, Attack: 707118, Defense: 89661, Current HP: 1368, A Avg: 1435449, D Avg: 89661, [Pulse Knife(165)[630, 630, 630], Golem Shield(245)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 867: HP: 1178, STR: 622330, VIT: 1499, SPD: 68, LUK: 1, Attack: 707118, Defense: 87377, Current HP: 1178, A Avg: 1435449, D Avg: 87377, [Pulse Knife(165)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 866: HP: 2010, STR: 622330, VIT: 1528, SPD: 64, LUK: 1, Attack: 707118, Defense: 87744, Current HP: 2010, A Avg: 1435449, D Avg: 87744, [Pulse Knife(165)[630, 630, 630], King Shield(248)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 865: HP: 1340, STR: 622330, VIT: 1553, SPD: 64, LUK: 1, Attack: 707118, Defense: 88588, Current HP: 1340, A Avg: 1435449, D Avg: 88588, [Pulse Knife(165)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 864: HP: 940, STR: 622330, VIT: 1732, SPD: 64, LUK: 1, Attack: 707118, Defense: 88780, Current HP: 940, A Avg: 1435449, D Avg: 88780, [Pulse Knife(165)[630, 630, 630], Ghost shield(251)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 863: HP: 1360, STR: 671505, VIT: 680, SPD: 64, LUK: 1, Attack: 755511, Defense: 87715, Current HP: 1360, A Avg: 1435470, D Avg: 87715, [Great Iron Mass(122)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 862: HP: 940, STR: 671392, VIT: 110, SPD: 64, LUK: 1, Attack: 755515, Defense: 83833, Current HP: 940, A Avg: 1435478, D Avg: 83833, [Pinpoint(112)[630, 630, 630], Pot Lid(201)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 861: HP: 940, STR: 671392, VIT: 110, SPD: 64, LUK: 1, Attack: 755515, Defense: 83843, Current HP: 940, A Avg: 1435478, D Avg: 83843, [Pinpoint(112)[630, 630, 630], High Pot Lid(202)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 860: HP: 893, STR: 671392, VIT: 125, SPD: 64, LUK: 1, Attack: 755515, Defense: 83994, Current HP: 893, A Avg: 1435478, D Avg: 83994, [Pinpoint(112)[630, 630, 630], Wooden Shield(203)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 859: HP: 893, STR: 671392, VIT: 130, SPD: 64, LUK: 1, Attack: 755515, Defense: 83934, Current HP: 893, A Avg: 1435478, D Avg: 83934, [Pinpoint(112)[630, 630, 630], Iron Shield(204)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 858: HP: 893, STR: 671392, VIT: 183, SPD: 64, LUK: 1, Attack: 755515, Defense: 84046, Current HP: 893, A Avg: 1435478, D Avg: 84046, [Pinpoint(112)[630, 630, 630], Titanium Shield(205)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 857: HP: 893, STR: 671392, VIT: 200, SPD: 64, LUK: 1, Attack: 755515, Defense: 84089, Current HP: 893, A Avg: 1435478, D Avg: 84089, [Pinpoint(112)[630, 630, 630], Large iron Shield(206)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 856: HP: 940, STR: 671392, VIT: 243, SPD: 64, LUK: 1, Attack: 755515, Defense: 84119, Current HP: 940, A Avg: 1435478, D Avg: 84119, [Pinpoint(112)[630, 630, 630], Magic Shield(207)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 855: HP: 1282, STR: 671392, VIT: 316, SPD: 64, LUK: 1, Attack: 755515, Defense: 84153, Current HP: 1282, A Avg: 1435478, D Avg: 84153, [Pinpoint(112)[630, 630, 630], Emerald Shield(209)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 854: HP: 1000, STR: 671392, VIT: 180, SPD: 64, LUK: 1, Attack: 755515, Defense: 83952, Current HP: 1000, A Avg: 1435478, D Avg: 83952, [Pinpoint(112)[630, 630, 630], Clear Shield(211)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 853: HP: 1040, STR: 671392, VIT: 243, SPD: 64, LUK: 1, Attack: 755515, Defense: 84262, Current HP: 1040, A Avg: 1435478, D Avg: 84262, [Pinpoint(112)[630, 630, 630], Prism Shield(212)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 852: HP: 969, STR: 671392, VIT: 192, SPD: 64, LUK: 1, Attack: 755515, Defense: 84120, Current HP: 969, A Avg: 1435478, D Avg: 84120, [Pinpoint(112)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 851: HP: 1586, STR: 671392, VIT: 438, SPD: 64, LUK: 1, Attack: 755515, Defense: 85000, Current HP: 1586, A Avg: 1435478, D Avg: 85000, [Pinpoint(112)[630, 630, 630], Slime Shield(221)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 850: HP: 1523, STR: 671392, VIT: 183, SPD: 64, LUK: 1, Attack: 755515, Defense: 84111, Current HP: 1523, A Avg: 1435478, D Avg: 84111, [Pinpoint(112)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 849: HP: 940, STR: 671392, VIT: 787, SPD: 64, LUK: 1, Attack: 755515, Defense: 87575, Current HP: 940, A Avg: 1435478, D Avg: 87575, [Pinpoint(112)[630, 630, 630], Energy Shield(227)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 848: HP: 2954, STR: 671392, VIT: 117, SPD: 64, LUK: 1, Attack: 755515, Defense: 86034, Current HP: 2954, A Avg: 1435478, D Avg: 86034, [Pinpoint(112)[630, 630, 630], Frying Pan(231)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 847: HP: 1804, STR: 671392, VIT: 516, SPD: 64, LUK: 1, Attack: 755515, Defense: 85250, Current HP: 1804, A Avg: 1435478, D Avg: 85250, [Pinpoint(112)[630, 630, 630], Slafield(232)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 846: HP: 1470, STR: 671392, VIT: 438, SPD: 64, LUK: 1, Attack: 755515, Defense: 85913, Current HP: 1470, A Avg: 1435478, D Avg: 85913, [Pinpoint(112)[630, 630, 630], Mist Shield(233)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 845: HP: 1083, STR: 671392, VIT: 780, SPD: 64, LUK: 1, Attack: 755515, Defense: 85748, Current HP: 1083, A Avg: 1435478, D Avg: 85748, [Pinpoint(112)[630, 630, 630], Huge Shield(234)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 844: HP: 1007, STR: 671392, VIT: 846, SPD: 64, LUK: 1, Attack: 755515, Defense: 87686, Current HP: 1007, A Avg: 1435478, D Avg: 87686, [Pinpoint(112)[630, 630, 630], Aurora Shield(240)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 843: HP: 2110, STR: 671392, VIT: 672, SPD: 64, LUK: 1, Attack: 755515, Defense: 88097, Current HP: 2110, A Avg: 1435478, D Avg: 88097, [Pinpoint(112)[630, 630, 630], Cloud Shield(241)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 842: HP: 893, STR: 671392, VIT: 110, SPD: 64, LUK: 1, Attack: 755515, Defense: 86899, Current HP: 893, A Avg: 1435478, D Avg: 86899, [Pinpoint(112)[630, 630, 630], Graffiti(243)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 841: HP: 893, STR: 671392, VIT: 1358, SPD: 64, LUK: 1, Attack: 755515, Defense: 91136, Current HP: 893, A Avg: 1435478, D Avg: 91136, [Pinpoint(112)[630, 630, 630], Blank Shield(244)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 840: HP: 1368, STR: 671392, VIT: 1944, SPD: 64, LUK: 1, Attack: 755515, Defense: 88732, Current HP: 1368, A Avg: 1435478, D Avg: 88732, [Pinpoint(112)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 839: HP: 1178, STR: 671392, VIT: 625, SPD: 68, LUK: 1, Attack: 755515, Defense: 86503, Current HP: 1178, A Avg: 1435478, D Avg: 86503, [Pinpoint(112)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 838: HP: 2010, STR: 671392, VIT: 600, SPD: 64, LUK: 1, Attack: 755515, Defense: 86816, Current HP: 2010, A Avg: 1435478, D Avg: 86816, [Pinpoint(112)[630, 630, 630], King Shield(248)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 837: HP: 1340, STR: 671392, VIT: 680, SPD: 64, LUK: 1, Attack: 755515, Defense: 87715, Current HP: 1340, A Avg: 1435478, D Avg: 87715, [Pinpoint(112)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 836: HP: 940, STR: 671392, VIT: 859, SPD: 64, LUK: 1, Attack: 755515, Defense: 87907, Current HP: 940, A Avg: 1435478, D Avg: 87907, [Pinpoint(112)[630, 630, 630], Ghost shield(251)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 835: HP: 1191, STR: 622372, VIT: 1252, SPD: 64, LUK: 1, Attack: 707160, Defense: 85193, Current HP: 1191, A Avg: 1435534, D Avg: 85193, [Pulse Knife(165)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 834: HP: 1191, STR: 671431, VIT: 324, SPD: 64, LUK: 1, Attack: 755554, Defense: 84265, Current HP: 1191, A Avg: 1435552, D Avg: 84265, [Pinpoint(112)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 833: HP: 1596, STR: 455836, VIT: 1584, SPD: 64, LUK: 1, Attack: 539712, Defense: 89152, Current HP: 1596, A Avg: 1435633, D Avg: 89152, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 832: HP: 893, STR: 671564, VIT: 243, SPD: 68, LUK: 1, Attack: 755687, Defense: 84268, Current HP: 893, A Avg: 1435805, D Avg: 84268, [Pinpoint(112)[630, 630, 630], Conductive Barrier(208)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 831: HP: 893, STR: 622515, VIT: 1116, SPD: 68, LUK: 1, Attack: 707303, Defense: 85141, Current HP: 893, A Avg: 1435825, D Avg: 85141, [Pulse Knife(165)[630, 630, 630], Conductive Barrier(208)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 830: HP: 1463, STR: 455640, VIT: 1428, SPD: 64, LUK: 1, Attack: 539789, Defense: 88996, Current HP: 1463, A Avg: 1435838, D Avg: 88996, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 829: HP: 1368, STR: 455640, VIT: 1412, SPD: 64, LUK: 1, Attack: 539789, Defense: 88980, Current HP: 1368, A Avg: 1435838, D Avg: 88980, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 828: HP: 1463, STR: 455640, VIT: 1553, SPD: 64, LUK: 1, Attack: 539789, Defense: 89121, Current HP: 1463, A Avg: 1435838, D Avg: 89121, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 827: HP: 1463, STR: 455640, VIT: 1428, SPD: 64, LUK: 1, Attack: 539789, Defense: 88996, Current HP: 1463, A Avg: 1435838, D Avg: 88996, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 826: HP: 1358, STR: 671583, VIT: 326, SPD: 64, LUK: 1, Attack: 755706, Defense: 84566, Current HP: 1358, A Avg: 1435841, D Avg: 84566, [Pinpoint(112)[630, 630, 630], Dragon's Wings(216)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 825: HP: 860, STR: 620787, VIT: 1334, SPD: 64, LUK: 1, Attack: 707315, Defense: 88122, Current HP: 860, A Avg: 1435849, D Avg: 88122, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 824: HP: 1358, STR: 622536, VIT: 1254, SPD: 64, LUK: 1, Attack: 707324, Defense: 85494, Current HP: 1358, A Avg: 1435867, D Avg: 85494, [Pulse Knife(165)[630, 630, 630], Dragon's Wings(216)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 823: HP: 1416, STR: 671712, VIT: 491, SPD: 64, LUK: 1, Attack: 755835, Defense: 86109, Current HP: 1416, A Avg: 1436086, D Avg: 86109, [Pinpoint(112)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 822: HP: 1189, STR: 671716, VIT: 683, SPD: 64, LUK: 1, Attack: 755839, Defense: 85521, Current HP: 1189, A Avg: 1436094, D Avg: 85521, [Pinpoint(112)[630, 630, 630], Bulletproof Shield(235)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 821: HP: 1416, STR: 622675, VIT: 1364, SPD: 64, LUK: 1, Attack: 707463, Defense: 86982, Current HP: 1416, A Avg: 1436149, D Avg: 86982, [Pulse Knife(165)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 820: HP: 1189, STR: 622679, VIT: 1611, SPD: 64, LUK: 1, Attack: 707467, Defense: 86449, Current HP: 1189, A Avg: 1436158, D Avg: 86449, [Pulse Knife(165)[630, 630, 630], Bulletproof Shield(235)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 819: HP: 1358, STR: 671755, VIT: 392, SPD: 64, LUK: 1, Attack: 755878, Defense: 85256, Current HP: 1358, A Avg: 1436168, D Avg: 85256, [Pinpoint(112)[630, 630, 630], Dragon's Head(217)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 818: HP: 1282, STR: 671755, VIT: 438, SPD: 68, LUK: 1, Attack: 755878, Defense: 84860, Current HP: 1282, A Avg: 1436168, D Avg: 84860, [Pinpoint(112)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 817: HP: 1368, STR: 455788, VIT: 1476, SPD: 64, LUK: 1, Attack: 539937, Defense: 89044, Current HP: 1368, A Avg: 1436232, D Avg: 89044, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 816: HP: 1368, STR: 455788, VIT: 1476, SPD: 64, LUK: 1, Attack: 539937, Defense: 89044, Current HP: 1368, A Avg: 1436232, D Avg: 89044, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 815: HP: 1322, STR: 671806, VIT: 464, SPD: 64, LUK: 1, Attack: 755916, Defense: 84392, Current HP: 1322, A Avg: 1436240, D Avg: 84392, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
