Rank 1000: HP: 1243, STR: 665, VIT: 999, SPD: 48, LUK: 1, Attack: 87716, Defense: 87800, Current HP: 1243, A Avg: 110522, D Avg: 87800, [Tekken(188)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 901: HP: 1474, STR: 2028, VIT: 2456, SPD: 48, LUK: 1, Attack: 87906, Defense: 90024, Current HP: 1474, A Avg: 110761, D Avg: 90024, [Blue Sword(180)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 900: HP: 1034, STR: 2368, VIT: 956, SPD: 51, LUK: 1, Attack: 87908, Defense: 85300, Current HP: 1034, A Avg: 110764, D Avg: 85300, [Zodiac(184)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 899: HP: 950, STR: 4102, VIT: 355, SPD: 51, LUK: 1, Attack: 88615, Defense: 88183, Current HP: 950, A Avg: 110768, D Avg: 88183, [Volcano(142)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 898: HP: 1071, STR: 870, VIT: 379, SPD: 48, LUK: 1, Attack: 87921, Defense: 84385, Current HP: 1071, A Avg: 110780, D Avg: 84385, [Tekken(188)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 897: HP: 880, STR: 3086, VIT: 991, SPD: 51, LUK: 1, Attack: 88626, Defense: 85582, Current HP: 880, A Avg: 110782, D Avg: 85582, [Zodiac(184)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 896: HP: 1170, STR: 3086, VIT: 1040, SPD: 51, LUK: 1, Attack: 88626, Defense: 87958, Current HP: 1170, A Avg: 110782, D Avg: 87958, [Zodiac(184)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 895: HP: 836, STR: 1395, VIT: 805, SPD: 51, LUK: 1, Attack: 87923, Defense: 85149, Current HP: 836, A Avg: 110782, D Avg: 85149, [Moon Knuckle(153)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 894: HP: 1034, STR: 2386, VIT: 956, SPD: 48, LUK: 1, Attack: 87926, Defense: 85144, Current HP: 1034, A Avg: 110786, D Avg: 85144, [Zodiac(184)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 893: HP: 874, STR: 4054, VIT: 266, SPD: 51, LUK: 1, Attack: 88632, Defense: 84272, Current HP: 874, A Avg: 110790, D Avg: 84272, [Magical(187)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 892: HP: 836, STR: 2057, VIT: 894, SPD: 48, LUK: 1, Attack: 87935, Defense: 84757, Current HP: 836, A Avg: 110798, D Avg: 84757, [Blue Sword(180)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 891: HP: 1794, STR: 2060, VIT: 1414, SPD: 48, LUK: 1, Attack: 87938, Defense: 87526, Current HP: 1794, A Avg: 110801, D Avg: 87526, [Blue Sword(180)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 890: HP: 1087, STR: 475, VIT: 479, SPD: 51, LUK: 1, Attack: 88642, Defense: 86097, Current HP: 1087, A Avg: 110802, D Avg: 86097, [Basic(169)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 889: HP: 912, STR: 477, VIT: 660, SPD: 51, LUK: 1, Attack: 88644, Defense: 85498, Current HP: 912, A Avg: 110805, D Avg: 85498, [Basic(169)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 888: HP: 840, STR: 3679, VIT: 151, SPD: 51, LUK: 1, Attack: 88647, Defense: 87979, Current HP: 840, A Avg: 110808, D Avg: 87979, [Cluster Bomb(170)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 887: HP: 1254, STR: 2076, VIT: 1633, SPD: 48, LUK: 1, Attack: 87954, Defense: 86627, Current HP: 1254, A Avg: 110822, D Avg: 86627, [Blue Sword(180)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 886: HP: 1070, STR: 504, VIT: 406, SPD: 51, LUK: 1, Attack: 88671, Defense: 85270, Current HP: 1070, A Avg: 110838, D Avg: 85270, [Basic(169)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 885: HP: 990, STR: 504, VIT: 440, SPD: 54, LUK: 1, Attack: 88671, Defense: 84862, Current HP: 990, A Avg: 110838, D Avg: 84862, [Basic(169)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 884: HP: 1078, STR: 1488, VIT: 1390, SPD: 51, LUK: 1, Attack: 87977, Defense: 85526, Current HP: 1078, A Avg: 110851, D Avg: 85526, [Cuttlefish(178)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 883: HP: 1743, STR: 3142, VIT: 1042, SPD: 51, LUK: 1, Attack: 88682, Defense: 87154, Current HP: 1743, A Avg: 110852, D Avg: 87154, [Zodiac(184)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 882: HP: 970, STR: 3043, VIT: 1354, SPD: 51, LUK: 1, Attack: 88687, Defense: 86582, Current HP: 970, A Avg: 110858, D Avg: 86582, [Portal Sword(176)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 881: HP: 1240, STR: 3169, VIT: 1213, SPD: 51, LUK: 1, Attack: 88709, Defense: 86207, Current HP: 1240, A Avg: 110886, D Avg: 86207, [Zodiac(184)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 880: HP: 950, STR: 4032, VIT: 217, SPD: 51, LUK: 1, Attack: 88714, Defense: 88045, Current HP: 950, A Avg: 110892, D Avg: 88045, [Thunder Whip(143)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 879: HP: 1240, STR: 4216, VIT: 749, SPD: 51, LUK: 1, Attack: 88716, Defense: 84937, Current HP: 1240, A Avg: 110895, D Avg: 84937, [Divine Dragon Sword(181)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 878: HP: 1130, STR: 2235, VIT: 1121, SPD: 51, LUK: 1, Attack: 88724, Defense: 85543, Current HP: 1130, A Avg: 110905, D Avg: 85543, [Cuttlefish(178)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 877: HP: 1070, STR: 558, VIT: 712, SPD: 51, LUK: 1, Attack: 88725, Defense: 87513, Current HP: 1070, A Avg: 110906, D Avg: 87513, [Basic(169)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 876: HP: 4120, STR: 3679, VIT: 151, SPD: 51, LUK: 1, Attack: 88732, Defense: 87979, Current HP: 4120, A Avg: 110915, D Avg: 87979, [Common Key(174)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 875: HP: 1199, STR: 2155, VIT: 969, SPD: 48, LUK: 1, Attack: 88033, Defense: 84858, Current HP: 1199, A Avg: 110921, D Avg: 84858, [Blue Sword(180)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 874: HP: 1260, STR: 2394, VIT: 513, SPD: 51, LUK: 1, Attack: 88740, Defense: 84701, Current HP: 1260, A Avg: 110925, D Avg: 84701, [Progress(147)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 873: HP: 1190, STR: 3203, VIT: 751, SPD: 51, LUK: 1, Attack: 88743, Defense: 84640, Current HP: 1190, A Avg: 110928, D Avg: 84640, [Zodiac(184)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 872: HP: 1419, STR: 1559, VIT: 1793, SPD: 51, LUK: 1, Attack: 88048, Defense: 86215, Current HP: 1419, A Avg: 110940, D Avg: 86215, [Cuttlefish(178)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 871: HP: 1420, STR: 3966, VIT: 742, SPD: 54, LUK: 1, Attack: 88754, Defense: 87530, Current HP: 1420, A Avg: 110942, D Avg: 87530, [Pulse Knife(165)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 870: HP: 1071, STR: 2179, VIT: 982, SPD: 48, LUK: 1, Attack: 88057, Defense: 84988, Current HP: 1071, A Avg: 110951, D Avg: 84988, [Blue Sword(180)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 869: HP: 2020, STR: 2521, VIT: 151, SPD: 54, LUK: 1, Attack: 88763, Defense: 86939, Current HP: 2020, A Avg: 110953, D Avg: 86939, [Droid Hammer(177)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 868: HP: 1280, STR: 599, VIT: 1256, SPD: 51, LUK: 1, Attack: 88766, Defense: 88824, Current HP: 1280, A Avg: 110957, D Avg: 88824, [Basic(169)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 867: HP: 1240, STR: 4271, VIT: 749, SPD: 54, LUK: 1, Attack: 88771, Defense: 85093, Current HP: 1240, A Avg: 110963, D Avg: 85093, [Divine Dragon Sword(181)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 866: HP: 1859, STR: 1730, VIT: 1089, SPD: 48, LUK: 1, Attack: 88076, Defense: 86317, Current HP: 1859, A Avg: 110975, D Avg: 86317, [Progress(147)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 865: HP: 1074, STR: 3242, VIT: 759, SPD: 51, LUK: 1, Attack: 88782, Defense: 84765, Current HP: 1074, A Avg: 110977, D Avg: 84765, [Zodiac(184)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 864: HP: 1441, STR: 2206, VIT: 1289, SPD: 48, LUK: 1, Attack: 88084, Defense: 86517, Current HP: 1441, A Avg: 110985, D Avg: 86517, [God Hand(179)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 863: HP: 880, STR: 2921, VIT: 644, SPD: 54, LUK: 1, Attack: 88799, Defense: 84780, Current HP: 880, A Avg: 110998, D Avg: 84780, [God Hand(179)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 862: HP: 1650, STR: 4099, VIT: 678, SPD: 51, LUK: 1, Attack: 88807, Defense: 88506, Current HP: 1650, A Avg: 111008, D Avg: 88506, [Thin Blade(158)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 861: HP: 640, STR: 3878, VIT: 151, SPD: 51, LUK: 1, Attack: 88807, Defense: 84339, Current HP: 640, A Avg: 111008, D Avg: 84339, [Jack Knife(185)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 860: HP: 700, STR: 646, VIT: 234, SPD: 51, LUK: 1, Attack: 88813, Defense: 84097, Current HP: 700, A Avg: 111016, D Avg: 84097, [Basic(169)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 859: HP: 660, STR: 2287, VIT: 545, SPD: 51, LUK: 1, Attack: 88815, Defense: 84733, Current HP: 660, A Avg: 111018, D Avg: 84733, [Moon Knuckle(153)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 858: HP: 1980, STR: 2965, VIT: 912, SPD: 51, LUK: 1, Attack: 88817, Defense: 86140, Current HP: 1980, A Avg: 111021, D Avg: 86140, [Santoku(159)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 857: HP: 1718, STR: 3080, VIT: 306, SPD: 54, LUK: 1, Attack: 88828, Defense: 87094, Current HP: 1718, A Avg: 111035, D Avg: 87094, [Scythe of the Grim Reaper(148)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 856: HP: 1672, STR: 2444, VIT: 202, SPD: 48, LUK: 1, Attack: 88127, Defense: 88030, Current HP: 1672, A Avg: 111040, D Avg: 88030, [Dancing(155)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 855: HP: 1420, STR: 3304, VIT: 912, SPD: 54, LUK: 1, Attack: 88857, Defense: 87700, Current HP: 1420, A Avg: 111071, D Avg: 87700, [Hammer of Justice(186)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 854: HP: 1260, STR: 2513, VIT: 513, SPD: 54, LUK: 1, Attack: 88859, Defense: 84857, Current HP: 1260, A Avg: 111073, D Avg: 84857, [Progress(147)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 853: HP: 1078, STR: 1671, VIT: 1390, SPD: 48, LUK: 1, Attack: 88160, Defense: 85578, Current HP: 1078, A Avg: 111081, D Avg: 85578, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 852: HP: 1240, STR: 4222, VIT: 414, SPD: 51, LUK: 1, Attack: 88872, Defense: 88242, Current HP: 1240, A Avg: 111090, D Avg: 88242, [Diamond Knuckle(152)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 851: HP: 640, STR: 3944, VIT: 151, SPD: 54, LUK: 1, Attack: 88873, Defense: 84495, Current HP: 640, A Avg: 111091, D Avg: 84495, [Jack Knife(185)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 850: HP: 672, STR: 3007, VIT: 545, SPD: 51, LUK: 1, Attack: 88885, Defense: 84268, Current HP: 672, A Avg: 111106, D Avg: 84268, [Blue Sword(180)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 849: HP: 672, STR: 3007, VIT: 545, SPD: 51, LUK: 1, Attack: 88885, Defense: 84278, Current HP: 672, A Avg: 111106, D Avg: 84278, [Blue Sword(180)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 848: HP: 640, STR: 3007, VIT: 586, SPD: 51, LUK: 1, Attack: 88885, Defense: 84455, Current HP: 640, A Avg: 111106, D Avg: 84455, [Blue Sword(180)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 847: HP: 640, STR: 3007, VIT: 592, SPD: 51, LUK: 1, Attack: 88885, Defense: 84396, Current HP: 640, A Avg: 111106, D Avg: 84396, [Blue Sword(180)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 846: HP: 640, STR: 3007, VIT: 630, SPD: 51, LUK: 1, Attack: 88885, Defense: 84493, Current HP: 640, A Avg: 111106, D Avg: 84493, [Blue Sword(180)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 845: HP: 640, STR: 3007, VIT: 648, SPD: 51, LUK: 1, Attack: 88885, Defense: 84537, Current HP: 640, A Avg: 111106, D Avg: 84537, [Blue Sword(180)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 844: HP: 672, STR: 3007, VIT: 652, SPD: 51, LUK: 1, Attack: 88885, Defense: 84528, Current HP: 672, A Avg: 111106, D Avg: 84528, [Blue Sword(180)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 843: HP: 950, STR: 3007, VIT: 734, SPD: 51, LUK: 1, Attack: 88885, Defense: 84571, Current HP: 950, A Avg: 111106, D Avg: 84571, [Blue Sword(180)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 842: HP: 735, STR: 3007, VIT: 603, SPD: 51, LUK: 1, Attack: 88885, Defense: 84375, Current HP: 735, A Avg: 111106, D Avg: 84375, [Blue Sword(180)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 841: HP: 777, STR: 3007, VIT: 652, SPD: 51, LUK: 1, Attack: 88885, Defense: 84671, Current HP: 777, A Avg: 111106, D Avg: 84671, [Blue Sword(180)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 840: HP: 720, STR: 3007, VIT: 639, SPD: 51, LUK: 1, Attack: 88885, Defense: 84567, Current HP: 720, A Avg: 111106, D Avg: 84567, [Blue Sword(180)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 839: HP: 1203, STR: 3007, VIT: 809, SPD: 51, LUK: 1, Attack: 88885, Defense: 85371, Current HP: 1203, A Avg: 111106, D Avg: 85371, [Blue Sword(180)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 838: HP: 1144, STR: 3007, VIT: 630, SPD: 51, LUK: 1, Attack: 88885, Defense: 84558, Current HP: 1144, A Avg: 111106, D Avg: 84558, [Blue Sword(180)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 837: HP: 672, STR: 3007, VIT: 1145, SPD: 51, LUK: 1, Attack: 88885, Defense: 87933, Current HP: 672, A Avg: 111106, D Avg: 87933, [Blue Sword(180)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 836: HP: 2510, STR: 3007, VIT: 577, SPD: 51, LUK: 1, Attack: 88885, Defense: 86494, Current HP: 2510, A Avg: 111106, D Avg: 86494, [Blue Sword(180)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 835: HP: 1123, STR: 3007, VIT: 809, SPD: 51, LUK: 1, Attack: 88885, Defense: 86284, Current HP: 1123, A Avg: 111106, D Avg: 86284, [Blue Sword(180)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 834: HP: 840, STR: 3007, VIT: 1099, SPD: 51, LUK: 1, Attack: 88885, Defense: 86067, Current HP: 840, A Avg: 111106, D Avg: 86067, [Blue Sword(180)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 833: HP: 760, STR: 3007, VIT: 1157, SPD: 51, LUK: 1, Attack: 88885, Defense: 87997, Current HP: 760, A Avg: 111106, D Avg: 87997, [Blue Sword(180)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 832: HP: 1585, STR: 3007, VIT: 989, SPD: 51, LUK: 1, Attack: 88885, Defense: 88414, Current HP: 1585, A Avg: 111106, D Avg: 88414, [Blue Sword(180)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 831: HP: 640, STR: 3007, VIT: 545, SPD: 51, LUK: 1, Attack: 88885, Defense: 87334, Current HP: 640, A Avg: 111106, D Avg: 87334, [Blue Sword(180)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 830: HP: 640, STR: 3007, VIT: 1531, SPD: 51, LUK: 1, Attack: 88885, Defense: 91309, Current HP: 640, A Avg: 111106, D Avg: 91309, [Blue Sword(180)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 829: HP: 1140, STR: 3007, VIT: 2062, SPD: 51, LUK: 1, Attack: 88885, Defense: 88850, Current HP: 1140, A Avg: 111106, D Avg: 88850, [Blue Sword(180)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 828: HP: 940, STR: 3007, VIT: 957, SPD: 54, LUK: 1, Attack: 88885, Defense: 86835, Current HP: 940, A Avg: 111106, D Avg: 86835, [Blue Sword(180)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 827: HP: 1576, STR: 3007, VIT: 981, SPD: 51, LUK: 1, Attack: 88885, Defense: 87197, Current HP: 1576, A Avg: 111106, D Avg: 87197, [Blue Sword(180)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 826: HP: 1092, STR: 3007, VIT: 1082, SPD: 51, LUK: 1, Attack: 88885, Defense: 88117, Current HP: 1092, A Avg: 111106, D Avg: 88117, [Blue Sword(180)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 825: HP: 672, STR: 3007, VIT: 1137, SPD: 51, LUK: 1, Attack: 88885, Defense: 88185, Current HP: 672, A Avg: 111106, D Avg: 88185, [Blue Sword(180)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 824: HP: 1078, STR: 1694, VIT: 1390, SPD: 51, LUK: 1, Attack: 88183, Defense: 85734, Current HP: 1078, A Avg: 111110, D Avg: 85734, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 823: HP: 2136, STR: 3248, VIT: 702, SPD: 54, LUK: 1, Attack: 88892, Defense: 87490, Current HP: 2136, A Avg: 111115, D Avg: 87490, [Gladius(162)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 822: HP: 1750, STR: 2924, VIT: 357, SPD: 54, LUK: 1, Attack: 88893, Defense: 87145, Current HP: 1750, A Avg: 111116, D Avg: 87145, [Fire Chariot(138)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 821: HP: 1199, STR: 1666, VIT: 1138, SPD: 48, LUK: 1, Attack: 88194, Defense: 86366, Current HP: 1199, A Avg: 111124, D Avg: 86366, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 820: HP: 1010, STR: 4099, VIT: 365, SPD: 51, LUK: 1, Attack: 88911, Defense: 88193, Current HP: 1010, A Avg: 111138, D Avg: 88193, [Granada(150)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 819: HP: 894, STR: 3034, VIT: 743, SPD: 51, LUK: 1, Attack: 88912, Defense: 84684, Current HP: 894, A Avg: 111140, D Avg: 84684, [Blue Sword(180)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 818: HP: 814, STR: 1161, VIT: 202, SPD: 51, LUK: 1, Attack: 88212, Defense: 84338, Current HP: 814, A Avg: 111147, D Avg: 84338, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 817: HP: 660, STR: 2411, VIT: 545, SPD: 54, LUK: 1, Attack: 88939, Defense: 84889, Current HP: 660, A Avg: 111173, D Avg: 84889, [Moon Knuckle(153)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 816: HP: 720, STR: 777, VIT: 523, SPD: 51, LUK: 1, Attack: 88944, Defense: 85114, Current HP: 720, A Avg: 111180, D Avg: 85114, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 815: HP: 1010, STR: 777, VIT: 572, SPD: 51, LUK: 1, Attack: 88944, Defense: 87490, Current HP: 1010, A Avg: 111180, D Avg: 87490, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 814: HP: 1397, STR: 2699, VIT: 1289, SPD: 48, LUK: 1, Attack: 88239, Defense: 86517, Current HP: 1397, A Avg: 111181, D Avg: 86517, [Zodiac(184)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 813: HP: 814, STR: 2691, VIT: 1367, SPD: 48, LUK: 1, Attack: 88244, Defense: 89195, Current HP: 814, A Avg: 111187, D Avg: 89195, [Hammer of Justice(186)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 812: HP: 1670, STR: 3623, VIT: 1060, SPD: 51, LUK: 1, Attack: 88957, Defense: 86288, Current HP: 1670, A Avg: 111196, D Avg: 86288, [Impulse(166)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 811: HP: 1936, STR: 2388, VIT: 956, SPD: 51, LUK: 1, Attack: 88266, Defense: 87744, Current HP: 1936, A Avg: 111215, D Avg: 87744, [God Hand(179)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 810: HP: 1030, STR: 809, VIT: 283, SPD: 51, LUK: 1, Attack: 88976, Defense: 84172, Current HP: 1030, A Avg: 111220, D Avg: 84172, [Basic(169)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 809: HP: 640, STR: 3099, VIT: 652, SPD: 54, LUK: 1, Attack: 88977, Defense: 84677, Current HP: 640, A Avg: 111221, D Avg: 84677, [Blue Sword(180)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 808: HP: 814, STR: 2393, VIT: 805, SPD: 51, LUK: 1, Attack: 88271, Defense: 84941, Current HP: 814, A Avg: 111221, D Avg: 84941, [Blue Sword(180)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 807: HP: 1808, STR: 4013, VIT: 292, SPD: 51, LUK: 1, Attack: 88979, Defense: 87080, Current HP: 1808, A Avg: 111223, D Avg: 87080, [Red Shark(134)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 806: HP: 4646, STR: 2467, VIT: 764, SPD: 48, LUK: 1, Attack: 88280, Defense: 84487, Current HP: 4646, A Avg: 111232, D Avg: 84487, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 805: HP: 4646, STR: 2467, VIT: 764, SPD: 48, LUK: 1, Attack: 88280, Defense: 84497, Current HP: 4646, A Avg: 111232, D Avg: 84497, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
