Rank 1000: HP: 440, STR: 289436, VIT: 99, SPD: 16, LUK: 1, Attack: 374014, Defense: 84118, Current HP: 440, A Avg: 994877, D Avg: 84118, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 901: HP: 634, STR: 288712, VIT: 316, SPD: 19, LUK: 1, Attack: 374460, Defense: 85934, Current HP: 634, A Avg: 996063, D Avg: 85934, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 900: HP: 323, STR: 288915, VIT: 395, SPD: 16, LUK: 1, Attack: 374468, Defense: 84583, Current HP: 323, A Avg: 996084, D Avg: 84583, [Hammer of Justice(186)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 899: HP: 693, STR: 290358, VIT: 160, SPD: 17, LUK: 1, Attack: 374479, Defense: 86948, Current HP: 693, A Avg: 996114, D Avg: 86948, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 898: HP: 693, STR: 290358, VIT: 160, SPD: 17, LUK: 1, Attack: 374479, Defense: 86948, Current HP: 693, A Avg: 996114, D Avg: 86948, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 897: HP: 427, STR: 289800, VIT: 92, SPD: 16, LUK: 1, Attack: 374482, Defense: 87920, Current HP: 427, A Avg: 996122, D Avg: 87920, [Thunder Whip(143)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 896: HP: 323, STR: 405913, VIT: 264, SPD: 17, LUK: 1, Attack: 490701, Defense: 84608, Current HP: 323, A Avg: 996123, D Avg: 84608, [Pulse Knife(165)[230, 230, 230], V Magnum(238)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 895: HP: 323, STR: 289662, VIT: 62, SPD: 16, LUK: 1, Attack: 374503, Defense: 87890, Current HP: 323, A Avg: 996177, D Avg: 87890, [Grand Slam(163)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 894: HP: 978, STR: 406236, VIT: 430, SPD: 16, LUK: 1, Attack: 490736, Defense: 85294, Current HP: 978, A Avg: 996194, D Avg: 85294, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 893: HP: 912, STR: 288288, VIT: 84, SPD: 16, LUK: 1, Attack: 374530, Defense: 83947, Current HP: 912, A Avg: 996249, D Avg: 83947, [Droid Hammer(177)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 892: HP: 513, STR: 289884, VIT: 150, SPD: 16, LUK: 1, Attack: 374534, Defense: 87978, Current HP: 513, A Avg: 996260, D Avg: 87978, [Diamond Knuckle(152)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 891: HP: 570, STR: 288657, VIT: 243, SPD: 16, LUK: 1, Attack: 374535, Defense: 84249, Current HP: 570, A Avg: 996263, D Avg: 84249, [God Hand(179)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 890: HP: 860, STR: 405232, VIT: 356, SPD: 16, LUK: 1, Attack: 490772, Defense: 86468, Current HP: 860, A Avg: 996267, D Avg: 86468, [Zodiac(184)[230, 230, 230], Goblin Hand(250)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 889: HP: 807, STR: 288568, VIT: 371, SPD: 20, LUK: 1, Attack: 374537, Defense: 86249, Current HP: 807, A Avg: 996268, D Avg: 86249, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 888: HP: 1001, STR: 288324, VIT: 107, SPD: 16, LUK: 1, Attack: 374566, Defense: 84113, Current HP: 1001, A Avg: 996345, D Avg: 84113, [Droid Hammer(177)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 887: HP: 1824, STR: 288716, VIT: 321, SPD: 16, LUK: 1, Attack: 374568, Defense: 86238, Current HP: 1824, A Avg: 996350, D Avg: 86238, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 886: HP: 1824, STR: 288716, VIT: 321, SPD: 16, LUK: 1, Attack: 374568, Defense: 86238, Current HP: 1824, A Avg: 996350, D Avg: 86238, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 885: HP: 798, STR: 405274, VIT: 516, SPD: 16, LUK: 1, Attack: 490814, Defense: 85510, Current HP: 798, A Avg: 996352, D Avg: 85510, [Zodiac(184)[230, 230, 230], Metalization(228)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 884: HP: 636, STR: 288604, VIT: 227, SPD: 17, LUK: 1, Attack: 374573, Defense: 86105, Current HP: 636, A Avg: 996364, D Avg: 86105, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 883: HP: 883, STR: 290466, VIT: 225, SPD: 20, LUK: 1, Attack: 374576, Defense: 87013, Current HP: 883, A Avg: 996372, D Avg: 87013, [Serpent(144)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 882: HP: 1035, STR: 288342, VIT: 99, SPD: 16, LUK: 1, Attack: 374584, Defense: 83988, Current HP: 1035, A Avg: 996393, D Avg: 83988, [Droid Hammer(177)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 881: HP: 864, STR: 290466, VIT: 224, SPD: 20, LUK: 1, Attack: 374587, Defense: 87012, Current HP: 864, A Avg: 996401, D Avg: 87012, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 880: HP: 623, STR: 288714, VIT: 243, SPD: 16, LUK: 1, Attack: 374592, Defense: 84743, Current HP: 623, A Avg: 996414, D Avg: 84743, [God Hand(179)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 879: HP: 608, STR: 405539, VIT: 326, SPD: 17, LUK: 1, Attack: 490873, Defense: 84462, Current HP: 608, A Avg: 996472, D Avg: 84462, [Impulse(166)[230, 230, 230], Magnum(237)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 878: HP: 756, STR: 289688, VIT: 243, SPD: 16, LUK: 1, Attack: 374617, Defense: 86459, Current HP: 756, A Avg: 996481, D Avg: 86459, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 877: HP: 756, STR: 289688, VIT: 243, SPD: 16, LUK: 1, Attack: 374617, Defense: 86459, Current HP: 756, A Avg: 996481, D Avg: 86459, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 876: HP: 624, STR: 405022, VIT: 264, SPD: 16, LUK: 1, Attack: 490900, Defense: 84998, Current HP: 624, A Avg: 996526, D Avg: 84998, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 875: HP: 594, STR: 289591, VIT: 286, SPD: 20, LUK: 1, Attack: 374634, Defense: 84422, Current HP: 594, A Avg: 996526, D Avg: 84422, [White Snake(160)[230, 230, 230], Magnum(237)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 874: HP: 889, STR: 289713, VIT: 255, SPD: 16, LUK: 1, Attack: 374642, Defense: 86471, Current HP: 889, A Avg: 996547, D Avg: 86471, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 873: HP: 560, STR: 404427, VIT: 513, SPD: 17, LUK: 1, Attack: 490916, Defense: 84935, Current HP: 560, A Avg: 996559, D Avg: 84935, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 872: HP: 1463, STR: 288417, VIT: 598, SPD: 16, LUK: 1, Attack: 374659, Defense: 88166, Current HP: 1463, A Avg: 996592, D Avg: 88166, [Droid Hammer(177)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 871: HP: 446, STR: 289107, VIT: 472, SPD: 16, LUK: 1, Attack: 374660, Defense: 85700, Current HP: 446, A Avg: 996595, D Avg: 85700, [Hammer of Justice(186)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 870: HP: 655, STR: 404464, VIT: 494, SPD: 17, LUK: 1, Attack: 490953, Defense: 84916, Current HP: 655, A Avg: 996634, D Avg: 84916, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 869: HP: 1995, STR: 288824, VIT: 389, SPD: 19, LUK: 1, Attack: 374676, Defense: 86306, Current HP: 1995, A Avg: 996638, D Avg: 86306, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 868: HP: 427, STR: 289863, VIT: 136, SPD: 16, LUK: 1, Attack: 374688, Defense: 87964, Current HP: 427, A Avg: 996670, D Avg: 87964, [Kraken(145)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 867: HP: 570, STR: 288828, VIT: 228, SPD: 16, LUK: 1, Attack: 374706, Defense: 84091, Current HP: 570, A Avg: 996717, D Avg: 84091, [God Hand(179)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 866: HP: 1824, STR: 288860, VIT: 236, SPD: 16, LUK: 1, Attack: 374712, Defense: 86153, Current HP: 1824, A Avg: 996733, D Avg: 86153, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 865: HP: 659, STR: 288864, VIT: 251, SPD: 16, LUK: 1, Attack: 374742, Defense: 84257, Current HP: 659, A Avg: 996813, D Avg: 84257, [God Hand(179)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 864: HP: 693, STR: 288882, VIT: 243, SPD: 16, LUK: 1, Attack: 374760, Defense: 84132, Current HP: 693, A Avg: 996861, D Avg: 84132, [God Hand(179)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 863: HP: 661, STR: 289832, VIT: 294, SPD: 16, LUK: 1, Attack: 374761, Defense: 86510, Current HP: 661, A Avg: 996864, D Avg: 86510, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 862: HP: 661, STR: 289832, VIT: 294, SPD: 16, LUK: 1, Attack: 374761, Defense: 86510, Current HP: 661, A Avg: 996864, D Avg: 86510, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 861: HP: 551, STR: 288417, VIT: 216, SPD: 16, LUK: 1, Attack: 374763, Defense: 84222, Current HP: 551, A Avg: 996869, D Avg: 84222, [Progress(147)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 860: HP: 532, STR: 288417, VIT: 899, SPD: 16, LUK: 1, Attack: 374763, Defense: 86569, Current HP: 532, A Avg: 996869, D Avg: 86569, [Progress(147)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 859: HP: 503, STR: 289972, VIT: 248, SPD: 20, LUK: 1, Attack: 374797, Defense: 84592, Current HP: 503, A Avg: 996960, D Avg: 84592, [Kraken(145)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 858: HP: 1073, STR: 290314, VIT: 464, SPD: 16, LUK: 1, Attack: 374814, Defense: 85328, Current HP: 1073, A Avg: 997005, D Avg: 85328, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 857: HP: 978, STR: 290314, VIT: 447, SPD: 16, LUK: 1, Attack: 374814, Defense: 85311, Current HP: 978, A Avg: 997005, D Avg: 85311, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 856: HP: 1073, STR: 290314, VIT: 494, SPD: 16, LUK: 1, Attack: 374814, Defense: 85358, Current HP: 1073, A Avg: 997005, D Avg: 85358, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 855: HP: 1073, STR: 290314, VIT: 464, SPD: 16, LUK: 1, Attack: 374814, Defense: 85328, Current HP: 1073, A Avg: 997005, D Avg: 85328, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 854: HP: 604, STR: 288474, VIT: 216, SPD: 16, LUK: 1, Attack: 374820, Defense: 84716, Current HP: 604, A Avg: 997021, D Avg: 84716, [Progress(147)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 853: HP: 1121, STR: 288957, VIT: 742, SPD: 16, LUK: 1, Attack: 374835, Defense: 88310, Current HP: 1121, A Avg: 997061, D Avg: 88310, [God Hand(179)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 852: HP: 744, STR: 406202, VIT: 84, SPD: 17, LUK: 1, Attack: 491168, Defense: 86872, Current HP: 744, A Avg: 997071, D Avg: 86872, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 851: HP: 1206, STR: 290340, VIT: 476, SPD: 16, LUK: 1, Attack: 374840, Defense: 85340, Current HP: 1206, A Avg: 997074, D Avg: 85340, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 850: HP: 832, STR: 289940, VIT: 362, SPD: 19, LUK: 1, Attack: 374869, Defense: 86578, Current HP: 832, A Avg: 997151, D Avg: 86578, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 849: HP: 893, STR: 288645, VIT: 62, SPD: 16, LUK: 1, Attack: 374887, Defense: 84250, Current HP: 893, A Avg: 997199, D Avg: 84250, [Droid Hammer(177)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 848: HP: 661, STR: 289976, VIT: 209, SPD: 16, LUK: 1, Attack: 374905, Defense: 86425, Current HP: 661, A Avg: 997247, D Avg: 86425, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 847: HP: 518, STR: 289872, VIT: 174, SPD: 16, LUK: 1, Attack: 374915, Defense: 88002, Current HP: 518, A Avg: 997273, D Avg: 88002, [White Snake(160)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 846: HP: 551, STR: 288588, VIT: 201, SPD: 16, LUK: 1, Attack: 374934, Defense: 84064, Current HP: 551, A Avg: 997324, D Avg: 84064, [Progress(147)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 845: HP: 361, STR: 288423, VIT: 214, SPD: 16, LUK: 1, Attack: 374951, Defense: 84220, Current HP: 361, A Avg: 997369, D Avg: 84220, [Moon Knuckle(153)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 844: HP: 342, STR: 288423, VIT: 897, SPD: 16, LUK: 1, Attack: 374951, Defense: 86567, Current HP: 342, A Avg: 997369, D Avg: 86567, [Moon Knuckle(153)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 843: HP: 978, STR: 290458, VIT: 515, SPD: 16, LUK: 1, Attack: 374958, Defense: 85379, Current HP: 978, A Avg: 997388, D Avg: 85379, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 842: HP: 978, STR: 290458, VIT: 515, SPD: 16, LUK: 1, Attack: 374958, Defense: 85379, Current HP: 978, A Avg: 997388, D Avg: 85379, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 841: HP: 608, STR: 405997, VIT: 326, SPD: 17, LUK: 1, Attack: 491331, Defense: 84670, Current HP: 608, A Avg: 997401, D Avg: 84670, [Impulse(166)[230, 230, 230], V Magnum(238)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 840: HP: 640, STR: 288624, VIT: 224, SPD: 16, LUK: 1, Attack: 374970, Defense: 84230, Current HP: 640, A Avg: 997420, D Avg: 84230, [Progress(147)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 839: HP: 674, STR: 288642, VIT: 216, SPD: 16, LUK: 1, Attack: 374988, Defense: 84105, Current HP: 674, A Avg: 997468, D Avg: 84105, [Progress(147)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 838: HP: 684, STR: 406597, VIT: 264, SPD: 17, LUK: 1, Attack: 491385, Defense: 87052, Current HP: 684, A Avg: 997511, D Avg: 87052, [Pulse Knife(165)[230, 230, 230], C Magnum(239)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 837: HP: 414, STR: 288480, VIT: 214, SPD: 16, LUK: 1, Attack: 375008, Defense: 84714, Current HP: 414, A Avg: 997521, D Avg: 84714, [Moon Knuckle(153)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 836: HP: 594, STR: 289983, VIT: 286, SPD: 20, LUK: 1, Attack: 375026, Defense: 84630, Current HP: 594, A Avg: 997569, D Avg: 84630, [White Snake(160)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 835: HP: 260, STR: 288507, VIT: 502, SPD: 16, LUK: 1, Attack: 375035, Defense: 87290, Current HP: 260, A Avg: 997593, D Avg: 87290, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 834: HP: 360, STR: 288507, VIT: 547, SPD: 16, LUK: 1, Attack: 375035, Defense: 87335, Current HP: 360, A Avg: 997593, D Avg: 87335, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 833: HP: 500, STR: 288532, VIT: 529, SPD: 16, LUK: 1, Attack: 375060, Defense: 87317, Current HP: 500, A Avg: 997659, D Avg: 87317, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 832: HP: 551, STR: 289185, VIT: 206, SPD: 16, LUK: 1, Attack: 375063, Defense: 84394, Current HP: 551, A Avg: 997667, D Avg: 84394, [God Hand(179)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 831: HP: 1102, STR: 288717, VIT: 715, SPD: 16, LUK: 1, Attack: 375063, Defense: 88283, Current HP: 1102, A Avg: 997667, D Avg: 88283, [Progress(147)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 830: HP: 1149, STR: 290566, VIT: 583, SPD: 19, LUK: 1, Attack: 375066, Defense: 85447, Current HP: 1149, A Avg: 997675, D Avg: 85447, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 829: HP: 418, STR: 405938, VIT: 174, SPD: 17, LUK: 1, Attack: 491478, Defense: 84310, Current HP: 418, A Avg: 997700, D Avg: 84310, [Zodiac(184)[230, 230, 230], Magnum(237)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 828: HP: 1016, STR: 288837, VIT: 139, SPD: 16, LUK: 1, Attack: 375079, Defense: 85367, Current HP: 1016, A Avg: 997710, D Avg: 85367, [Droid Hammer(177)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 827: HP: 361, STR: 288594, VIT: 200, SPD: 16, LUK: 1, Attack: 375122, Defense: 84063, Current HP: 361, A Avg: 997824, D Avg: 84063, [Moon Knuckle(153)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 826: HP: 724, STR: 289274, VIT: 296, SPD: 16, LUK: 1, Attack: 375152, Defense: 85030, Current HP: 724, A Avg: 997904, D Avg: 85030, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 825: HP: 624, STR: 289274, VIT: 280, SPD: 16, LUK: 1, Attack: 375152, Defense: 85014, Current HP: 624, A Avg: 997904, D Avg: 85014, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 824: HP: 724, STR: 289274, VIT: 324, SPD: 16, LUK: 1, Attack: 375152, Defense: 85058, Current HP: 724, A Avg: 997904, D Avg: 85058, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 823: HP: 724, STR: 289274, VIT: 296, SPD: 16, LUK: 1, Attack: 375152, Defense: 85030, Current HP: 724, A Avg: 997904, D Avg: 85030, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 822: HP: 450, STR: 288630, VIT: 222, SPD: 16, LUK: 1, Attack: 375158, Defense: 84228, Current HP: 450, A Avg: 997920, D Avg: 84228, [Moon Knuckle(153)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 821: HP: 484, STR: 288648, VIT: 214, SPD: 16, LUK: 1, Attack: 375176, Defense: 84103, Current HP: 484, A Avg: 997968, D Avg: 84103, [Moon Knuckle(153)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 820: HP: 864, STR: 289299, VIT: 307, SPD: 16, LUK: 1, Attack: 375177, Defense: 85041, Current HP: 864, A Avg: 997970, D Avg: 85041, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 819: HP: 260, STR: 288651, VIT: 566, SPD: 16, LUK: 1, Attack: 375179, Defense: 87354, Current HP: 260, A Avg: 997976, D Avg: 87354, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 818: HP: 260, STR: 288651, VIT: 566, SPD: 16, LUK: 1, Attack: 375179, Defense: 87354, Current HP: 260, A Avg: 997976, D Avg: 87354, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 817: HP: 503, STR: 289854, VIT: 164, SPD: 16, LUK: 1, Attack: 375186, Defense: 87992, Current HP: 503, A Avg: 997994, D Avg: 87992, [Tower(149)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 816: HP: 912, STR: 288723, VIT: 713, SPD: 16, LUK: 1, Attack: 375251, Defense: 88281, Current HP: 912, A Avg: 998167, D Avg: 88281, [Moon Knuckle(153)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 815: HP: 839, STR: 290286, VIT: 116, SPD: 17, LUK: 1, Attack: 375252, Defense: 86904, Current HP: 839, A Avg: 998170, D Avg: 86904, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 814: HP: 744, STR: 290286, VIT: 100, SPD: 17, LUK: 1, Attack: 375252, Defense: 86888, Current HP: 744, A Avg: 998170, D Avg: 86888, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 813: HP: 839, STR: 290286, VIT: 145, SPD: 17, LUK: 1, Attack: 375252, Defense: 86933, Current HP: 839, A Avg: 998170, D Avg: 86933, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 812: HP: 839, STR: 290286, VIT: 116, SPD: 17, LUK: 1, Attack: 375252, Defense: 86904, Current HP: 839, A Avg: 998170, D Avg: 86904, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
