Rank 1000: HP: 1127, STR: 180, VIT: 293, SPD: 64, LUK: 1, Attack: 88347, Defense: 84026, Current HP: 1127, A Avg: 111317, D Avg: 84026, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 902: HP: 1250, STR: 5247, VIT: 499, SPD: 68, LUK: 1, Attack: 89188, Defense: 88327, Current HP: 1250, A Avg: 111485, D Avg: 88327, [Rusty Knife(156)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 901: HP: 1280, STR: 1023, VIT: 826, SPD: 68, LUK: 1, Attack: 89190, Defense: 85820, Current HP: 1280, A Avg: 111487, D Avg: 85820, [Basic(169)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 900: HP: 840, STR: 5042, VIT: 234, SPD: 68, LUK: 1, Attack: 89191, Defense: 88062, Current HP: 840, A Avg: 111488, D Avg: 88062, [Giant Tornado(114)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 899: HP: 2420, STR: 2953, VIT: 168, SPD: 72, LUK: 1, Attack: 89195, Defense: 86956, Current HP: 2420, A Avg: 111493, D Avg: 86956, [Droid Hammer(177)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 898: HP: 1485, STR: 3656, VIT: 863, SPD: 64, LUK: 1, Attack: 88494, Defense: 88691, Current HP: 1485, A Avg: 111502, D Avg: 88691, [Willow Blade(157)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 897: HP: 840, STR: 4625, VIT: 309, SPD: 72, LUK: 1, Attack: 89203, Defense: 84334, Current HP: 840, A Avg: 111503, D Avg: 84334, [Magical(187)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 896: HP: 1617, STR: 329, VIT: 742, SPD: 64, LUK: 1, Attack: 88496, Defense: 85606, Current HP: 1617, A Avg: 111504, D Avg: 85606, [Basic(169)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 895: HP: 1529, STR: 329, VIT: 826, SPD: 68, LUK: 1, Attack: 88496, Defense: 85248, Current HP: 1529, A Avg: 111504, D Avg: 85248, [Basic(169)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 894: HP: 1174, STR: 1044, VIT: 343, SPD: 68, LUK: 1, Attack: 89211, Defense: 84349, Current HP: 1174, A Avg: 111513, D Avg: 84349, [Basic(169)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 893: HP: 1591, STR: 3674, VIT: 1235, SPD: 68, LUK: 1, Attack: 89214, Defense: 86853, Current HP: 1591, A Avg: 111517, D Avg: 86853, [Zodiac(184)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 892: HP: 1330, STR: 4638, VIT: 399, SPD: 68, LUK: 1, Attack: 89216, Defense: 84639, Current HP: 1330, A Avg: 111520, D Avg: 84639, [Magical(187)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 891: HP: 1352, STR: 3677, VIT: 1479, SPD: 68, LUK: 1, Attack: 89217, Defense: 86317, Current HP: 1352, A Avg: 111521, D Avg: 86317, [Zodiac(184)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 890: HP: 1298, STR: 2030, VIT: 1780, SPD: 68, LUK: 1, Attack: 88519, Defense: 86124, Current HP: 1298, A Avg: 111533, D Avg: 86124, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 889: HP: 1415, STR: 2739, VIT: 1425, SPD: 68, LUK: 1, Attack: 89228, Defense: 85847, Current HP: 1415, A Avg: 111535, D Avg: 85847, [Cuttlefish(178)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 888: HP: 1738, STR: 362, VIT: 2334, SPD: 64, LUK: 1, Attack: 88529, Defense: 89902, Current HP: 1738, A Avg: 111546, D Avg: 89902, [Basic(169)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 887: HP: 1694, STR: 2657, VIT: 3106, SPD: 64, LUK: 1, Attack: 88535, Defense: 90674, Current HP: 1694, A Avg: 111554, D Avg: 90674, [Blue Sword(180)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 886: HP: 1530, STR: 3704, VIT: 1171, SPD: 68, LUK: 1, Attack: 89244, Defense: 86035, Current HP: 1530, A Avg: 111555, D Avg: 86035, [Zodiac(184)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 885: HP: 1450, STR: 3704, VIT: 1179, SPD: 72, LUK: 1, Attack: 89244, Defense: 85601, Current HP: 1450, A Avg: 111555, D Avg: 85601, [Zodiac(184)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 884: HP: 1270, STR: 5138, VIT: 375, SPD: 68, LUK: 1, Attack: 89248, Defense: 88203, Current HP: 1270, A Avg: 111560, D Avg: 88203, [Serpent(144)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 883: HP: 860, STR: 4673, VIT: 309, SPD: 68, LUK: 1, Attack: 89251, Defense: 84315, Current HP: 860, A Avg: 111563, D Avg: 84315, [Magical(187)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 882: HP: 840, STR: 4673, VIT: 3483, SPD: 68, LUK: 1, Attack: 89251, Defense: 89153, Current HP: 840, A Avg: 111563, D Avg: 89153, [Magical(187)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 881: HP: 1617, STR: 377, VIT: 1309, SPD: 64, LUK: 1, Attack: 88544, Defense: 88110, Current HP: 1617, A Avg: 111565, D Avg: 88110, [Basic(169)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 880: HP: 1254, STR: 3008, VIT: 1268, SPD: 68, LUK: 1, Attack: 88548, Defense: 85612, Current HP: 1254, A Avg: 111570, D Avg: 85612, [Zodiac(184)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 879: HP: 1236, STR: 3718, VIT: 972, SPD: 68, LUK: 1, Attack: 89258, Defense: 85472, Current HP: 1236, A Avg: 111572, D Avg: 85472, [Zodiac(184)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 878: HP: 1250, STR: 5138, VIT: 374, SPD: 68, LUK: 1, Attack: 89259, Defense: 88202, Current HP: 1250, A Avg: 111573, D Avg: 88202, [Black Kirisame(130)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 877: HP: 6026, STR: 2755, VIT: 920, SPD: 64, LUK: 1, Attack: 88568, Defense: 84643, Current HP: 6026, A Avg: 111595, D Avg: 84643, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 876: HP: 6026, STR: 2755, VIT: 920, SPD: 64, LUK: 1, Attack: 88568, Defense: 84653, Current HP: 6026, A Avg: 111595, D Avg: 84653, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 875: HP: 5764, STR: 2755, VIT: 969, SPD: 64, LUK: 1, Attack: 88568, Defense: 84838, Current HP: 5764, A Avg: 111595, D Avg: 84838, [Spear of Regression(182)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 874: HP: 5764, STR: 2755, VIT: 977, SPD: 64, LUK: 1, Attack: 88568, Defense: 84781, Current HP: 5764, A Avg: 111595, D Avg: 84781, [Spear of Regression(182)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 873: HP: 5764, STR: 2755, VIT: 1061, SPD: 64, LUK: 1, Attack: 88568, Defense: 84924, Current HP: 5764, A Avg: 111595, D Avg: 84924, [Spear of Regression(182)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 872: HP: 5764, STR: 2755, VIT: 1088, SPD: 64, LUK: 1, Attack: 88568, Defense: 84977, Current HP: 5764, A Avg: 111595, D Avg: 84977, [Spear of Regression(182)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 871: HP: 6026, STR: 2755, VIT: 1136, SPD: 64, LUK: 1, Attack: 88568, Defense: 85012, Current HP: 6026, A Avg: 111595, D Avg: 85012, [Spear of Regression(182)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 870: HP: 6215, STR: 2755, VIT: 1271, SPD: 64, LUK: 1, Attack: 88568, Defense: 85108, Current HP: 6215, A Avg: 111595, D Avg: 85108, [Spear of Regression(182)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 869: HP: 6095, STR: 2755, VIT: 1034, SPD: 64, LUK: 1, Attack: 88568, Defense: 84806, Current HP: 6095, A Avg: 111595, D Avg: 84806, [Spear of Regression(182)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 868: HP: 6141, STR: 2755, VIT: 1136, SPD: 64, LUK: 1, Attack: 88568, Defense: 85155, Current HP: 6141, A Avg: 111595, D Avg: 85155, [Spear of Regression(182)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 867: HP: 5852, STR: 2755, VIT: 1074, SPD: 64, LUK: 1, Attack: 88568, Defense: 85002, Current HP: 5852, A Avg: 111595, D Avg: 85002, [Spear of Regression(182)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 866: HP: 6768, STR: 2755, VIT: 1453, SPD: 64, LUK: 1, Attack: 88568, Defense: 86015, Current HP: 6768, A Avg: 111595, D Avg: 86015, [Spear of Regression(182)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 865: HP: 6494, STR: 2755, VIT: 1061, SPD: 64, LUK: 1, Attack: 88568, Defense: 84989, Current HP: 6494, A Avg: 111595, D Avg: 84989, [Spear of Regression(182)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 864: HP: 6026, STR: 2755, VIT: 2020, SPD: 64, LUK: 1, Attack: 88568, Defense: 88808, Current HP: 6026, A Avg: 111595, D Avg: 88808, [Spear of Regression(182)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 863: HP: 8151, STR: 2755, VIT: 955, SPD: 64, LUK: 1, Attack: 88568, Defense: 86872, Current HP: 8151, A Avg: 111595, D Avg: 86872, [Spear of Regression(182)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 862: HP: 7019, STR: 2755, VIT: 1580, SPD: 64, LUK: 1, Attack: 88568, Defense: 86314, Current HP: 7019, A Avg: 111595, D Avg: 86314, [Spear of Regression(182)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 861: HP: 6635, STR: 2755, VIT: 1453, SPD: 64, LUK: 1, Attack: 88568, Defense: 86928, Current HP: 6635, A Avg: 111595, D Avg: 86928, [Spear of Regression(182)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 860: HP: 5984, STR: 2755, VIT: 2008, SPD: 64, LUK: 1, Attack: 88568, Defense: 86976, Current HP: 5984, A Avg: 111595, D Avg: 86976, [Spear of Regression(182)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 859: HP: 5896, STR: 2755, VIT: 2116, SPD: 64, LUK: 1, Attack: 88568, Defense: 88956, Current HP: 5896, A Avg: 111595, D Avg: 88956, [Spear of Regression(182)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 858: HP: 7371, STR: 2755, VIT: 1832, SPD: 64, LUK: 1, Attack: 88568, Defense: 89257, Current HP: 7371, A Avg: 111595, D Avg: 89257, [Spear of Regression(182)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 857: HP: 5764, STR: 2755, VIT: 920, SPD: 64, LUK: 1, Attack: 88568, Defense: 87709, Current HP: 5764, A Avg: 111595, D Avg: 87709, [Spear of Regression(182)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 856: HP: 6314, STR: 2755, VIT: 3858, SPD: 64, LUK: 1, Attack: 88568, Defense: 90646, Current HP: 6314, A Avg: 111595, D Avg: 90646, [Spear of Regression(182)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 855: HP: 6094, STR: 2755, VIT: 1757, SPD: 68, LUK: 1, Attack: 88568, Defense: 87635, Current HP: 6094, A Avg: 111595, D Avg: 87635, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 854: HP: 7057, STR: 2755, VIT: 1722, SPD: 64, LUK: 1, Attack: 88568, Defense: 87938, Current HP: 7057, A Avg: 111595, D Avg: 87938, [Spear of Regression(182)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 853: HP: 6486, STR: 2755, VIT: 1845, SPD: 64, LUK: 1, Attack: 88568, Defense: 88880, Current HP: 6486, A Avg: 111595, D Avg: 88880, [Spear of Regression(182)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 852: HP: 6026, STR: 2755, VIT: 2137, SPD: 64, LUK: 1, Attack: 88568, Defense: 89185, Current HP: 6026, A Avg: 111595, D Avg: 89185, [Spear of Regression(182)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 851: HP: 840, STR: 4352, VIT: 168, SPD: 72, LUK: 1, Attack: 89281, Defense: 84304, Current HP: 840, A Avg: 111601, D Avg: 84304, [Jack Knife(185)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 850: HP: 1573, STR: 3241, VIT: 889, SPD: 64, LUK: 1, Attack: 88573, Defense: 88717, Current HP: 1573, A Avg: 111601, D Avg: 88717, [Tower(149)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 849: HP: 1740, STR: 3948, VIT: 1081, SPD: 68, LUK: 1, Attack: 89282, Defense: 85269, Current HP: 1740, A Avg: 111602, D Avg: 85269, [Impulse(166)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 848: HP: 1485, STR: 3109, VIT: 787, SPD: 64, LUK: 1, Attack: 88584, Defense: 88615, Current HP: 1485, A Avg: 111615, D Avg: 88615, [Elemental(121)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 847: HP: 6109, STR: 2771, VIT: 1285, SPD: 64, LUK: 1, Attack: 88584, Defense: 85226, Current HP: 6109, A Avg: 111615, D Avg: 85226, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 846: HP: 1406, STR: 5261, VIT: 453, SPD: 68, LUK: 1, Attack: 89293, Defense: 88281, Current HP: 1406, A Avg: 111616, D Avg: 88281, [Alucard(146)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 845: HP: 1270, STR: 3749, VIT: 1419, SPD: 68, LUK: 1, Attack: 89302, Defense: 86647, Current HP: 1270, A Avg: 111627, D Avg: 86647, [Hammer of Justice(186)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 844: HP: 1078, STR: 2715, VIT: 1752, SPD: 64, LUK: 1, Attack: 88593, Defense: 86343, Current HP: 1078, A Avg: 111627, D Avg: 86343, [Blue Sword(180)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 843: HP: 1507, STR: 2715, VIT: 1853, SPD: 64, LUK: 1, Attack: 88593, Defense: 88771, Current HP: 1507, A Avg: 111627, D Avg: 88771, [Blue Sword(180)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 842: HP: 1381, STR: 4727, VIT: 572, SPD: 68, LUK: 1, Attack: 89305, Defense: 86190, Current HP: 1381, A Avg: 111631, D Avg: 86190, [Magical(187)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 841: HP: 2226, STR: 3662, VIT: 1191, SPD: 68, LUK: 1, Attack: 89306, Defense: 86419, Current HP: 2226, A Avg: 111632, D Avg: 86419, [Gladius(162)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 840: HP: 1152, STR: 4730, VIT: 777, SPD: 68, LUK: 1, Attack: 89308, Defense: 85615, Current HP: 1152, A Avg: 111635, D Avg: 85615, [Magical(187)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 839: HP: 1100, STR: 442, VIT: 408, SPD: 64, LUK: 1, Attack: 88609, Defense: 84271, Current HP: 1100, A Avg: 111647, D Avg: 84271, [Basic(169)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 838: HP: 2254, STR: 2732, VIT: 1830, SPD: 64, LUK: 1, Attack: 88610, Defense: 87942, Current HP: 2254, A Avg: 111648, D Avg: 87942, [Blue Sword(180)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 837: HP: 1056, STR: 2737, VIT: 1180, SPD: 64, LUK: 1, Attack: 88615, Defense: 85043, Current HP: 1056, A Avg: 111654, D Avg: 85043, [Blue Sword(180)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 836: HP: 1530, STR: 3785, VIT: 1549, SPD: 68, LUK: 1, Attack: 89325, Defense: 88350, Current HP: 1530, A Avg: 111656, D Avg: 88350, [Zodiac(184)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 835: HP: 1298, STR: 2130, VIT: 1780, SPD: 64, LUK: 1, Attack: 88619, Defense: 85968, Current HP: 1298, A Avg: 111659, D Avg: 85968, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 834: HP: 2409, STR: 2274, VIT: 1427, SPD: 64, LUK: 1, Attack: 88620, Defense: 86655, Current HP: 2409, A Avg: 111661, D Avg: 86655, [Progress(147)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 833: HP: 1833, STR: 4834, VIT: 1178, SPD: 64, LUK: 1, Attack: 89334, Defense: 86042, Current HP: 1833, A Avg: 111667, D Avg: 86042, [Divine Dragon Sword(181)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 832: HP: 1330, STR: 4757, VIT: 469, SPD: 68, LUK: 1, Attack: 89335, Defense: 85333, Current HP: 1330, A Avg: 111668, D Avg: 85333, [Magical(187)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 831: HP: 1250, STR: 4757, VIT: 516, SPD: 72, LUK: 1, Attack: 89335, Defense: 84938, Current HP: 1250, A Avg: 111668, D Avg: 84938, [Magical(187)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 830: HP: 1474, STR: 2748, VIT: 2038, SPD: 64, LUK: 1, Attack: 88626, Defense: 87032, Current HP: 1474, A Avg: 111668, D Avg: 87032, [Blue Sword(180)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 829: HP: 1250, STR: 5152, VIT: 168, SPD: 68, LUK: 1, Attack: 89340, Defense: 87996, Current HP: 1250, A Avg: 111675, D Avg: 87996, [Sword of the Spirit Tree(125)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 828: HP: 5764, STR: 2825, VIT: 1136, SPD: 68, LUK: 1, Attack: 88638, Defense: 85161, Current HP: 5764, A Avg: 111683, D Avg: 85161, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 827: HP: 1212, STR: 5244, VIT: 440, SPD: 68, LUK: 1, Attack: 89354, Defense: 88268, Current HP: 1212, A Avg: 111692, D Avg: 88268, [Dragon Killer(139)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 826: HP: 6303, STR: 2833, VIT: 1287, SPD: 64, LUK: 1, Attack: 88646, Defense: 85527, Current HP: 6303, A Avg: 111693, D Avg: 85527, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 825: HP: 850, STR: 5250, VIT: 372, SPD: 68, LUK: 1, Attack: 89360, Defense: 88200, Current HP: 850, A Avg: 111700, D Avg: 88200, [Windmill(137)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 824: HP: 1270, STR: 4575, VIT: 1249, SPD: 68, LUK: 1, Attack: 89363, Defense: 86477, Current HP: 1270, A Avg: 111703, D Avg: 86477, [Pulse Knife(165)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 823: HP: 1034, STR: 1608, VIT: 254, SPD: 68, LUK: 1, Attack: 88659, Defense: 84598, Current HP: 1034, A Avg: 111710, D Avg: 84598, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 822: HP: 1660, STR: 3026, VIT: 649, SPD: 72, LUK: 1, Attack: 89372, Defense: 84993, Current HP: 1660, A Avg: 111715, D Avg: 84993, [Progress(147)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 821: HP: 1036, STR: 4810, VIT: 309, SPD: 68, LUK: 1, Attack: 89388, Defense: 84809, Current HP: 1036, A Avg: 111735, D Avg: 84809, [Magical(187)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 820: HP: 860, STR: 2870, VIT: 698, SPD: 72, LUK: 1, Attack: 89398, Defense: 85042, Current HP: 860, A Avg: 111747, D Avg: 85042, [Moon Knuckle(153)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 819: HP: 1640, STR: 3861, VIT: 2165, SPD: 68, LUK: 1, Attack: 89401, Defense: 89733, Current HP: 1640, A Avg: 111751, D Avg: 89733, [Zodiac(184)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 818: HP: 6573, STR: 2886, VIT: 1539, SPD: 64, LUK: 1, Attack: 88699, Defense: 87157, Current HP: 6573, A Avg: 111760, D Avg: 87157, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 817: HP: 6107, STR: 2888, VIT: 1854, SPD: 64, LUK: 1, Attack: 88701, Defense: 86692, Current HP: 6107, A Avg: 111763, D Avg: 86692, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 816: HP: 1529, STR: 2176, VIT: 1502, SPD: 64, LUK: 1, Attack: 88704, Defense: 86730, Current HP: 1529, A Avg: 111767, D Avg: 86730, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 815: HP: 1330, STR: 4838, VIT: 847, SPD: 68, LUK: 1, Attack: 89416, Defense: 87648, Current HP: 1330, A Avg: 111770, D Avg: 87648, [Magical(187)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 814: HP: 1254, STR: 3168, VIT: 1268, SPD: 64, LUK: 1, Attack: 88708, Defense: 85456, Current HP: 1254, A Avg: 111772, D Avg: 85456, [Zodiac(184)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 813: HP: 840, STR: 2367, VIT: 168, SPD: 72, LUK: 1, Attack: 89418, Defense: 84304, Current HP: 840, A Avg: 111772, D Avg: 84304, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 812: HP: 6303, STR: 2904, VIT: 1393, SPD: 64, LUK: 1, Attack: 88717, Defense: 86257, Current HP: 6303, A Avg: 111783, D Avg: 86257, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 811: HP: 6215, STR: 2904, VIT: 1453, SPD: 68, LUK: 1, Attack: 88717, Defense: 85875, Current HP: 6215, A Avg: 111783, D Avg: 85875, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 810: HP: 3014, STR: 2372, VIT: 990, SPD: 68, LUK: 1, Attack: 88718, Defense: 87778, Current HP: 3014, A Avg: 111784, D Avg: 87778, [Progress(147)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 809: HP: 1122, STR: 555, VIT: 980, SPD: 64, LUK: 1, Attack: 88722, Defense: 85571, Current HP: 1122, A Avg: 111789, D Avg: 85571, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 808: HP: 1551, STR: 555, VIT: 1081, SPD: 64, LUK: 1, Attack: 88722, Defense: 87999, Current HP: 1551, A Avg: 111789, D Avg: 87999, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 807: HP: 1660, STR: 3094, VIT: 649, SPD: 68, LUK: 1, Attack: 89440, Defense: 84837, Current HP: 1660, A Avg: 111800, D Avg: 84837, [Progress(147)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
