Rank 1000: HP: 1342, STR: 899, VIT: 925, SPD: 56, LUK: 1, Attack: 87950, Defense: 87843, Current HP: 1342, A Avg: 110817, D Avg: 87843, [Tekken(188)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 903: HP: 1340, STR: 4379, VIT: 1366, SPD: 59, LUK: 1, Attack: 88957, Defense: 88934, Current HP: 1340, A Avg: 111196, D Avg: 88934, [Magical(187)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 902: HP: 1540, STR: 3427, VIT: 1944, SPD: 59, LUK: 1, Attack: 88967, Defense: 89512, Current HP: 1540, A Avg: 111208, D Avg: 89512, [Zodiac(184)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 901: HP: 1273, STR: 2487, VIT: 1273, SPD: 59, LUK: 1, Attack: 88976, Defense: 85695, Current HP: 1273, A Avg: 111220, D Avg: 85695, [Cuttlefish(178)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 900: HP: 2220, STR: 2737, VIT: 159, SPD: 63, LUK: 1, Attack: 88979, Defense: 86947, Current HP: 2220, A Avg: 111223, D Avg: 86947, [Droid Hammer(177)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 899: HP: 2024, STR: 2396, VIT: 1622, SPD: 56, LUK: 1, Attack: 88274, Defense: 87734, Current HP: 2024, A Avg: 111225, D Avg: 87734, [Blue Sword(180)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 898: HP: 946, STR: 2397, VIT: 1037, SPD: 56, LUK: 1, Attack: 88275, Defense: 84900, Current HP: 946, A Avg: 111226, D Avg: 84900, [Blue Sword(180)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 897: HP: 1364, STR: 2412, VIT: 1836, SPD: 56, LUK: 1, Attack: 88290, Defense: 86830, Current HP: 1364, A Avg: 111245, D Avg: 86830, [Blue Sword(180)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 896: HP: 1342, STR: 3719, VIT: 613, SPD: 56, LUK: 1, Attack: 88297, Defense: 85841, Current HP: 1342, A Avg: 111254, D Avg: 85841, [Magical(187)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 895: HP: 1144, STR: 2777, VIT: 1112, SPD: 56, LUK: 1, Attack: 88317, Defense: 85300, Current HP: 1144, A Avg: 111279, D Avg: 85300, [Zodiac(184)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 894: HP: 740, STR: 4183, VIT: 159, SPD: 59, LUK: 1, Attack: 89024, Defense: 87987, Current HP: 740, A Avg: 111280, D Avg: 87987, [Grand Slam(163)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 893: HP: 924, STR: 1273, VIT: 228, SPD: 59, LUK: 1, Attack: 88324, Defense: 84364, Current HP: 924, A Avg: 111288, D Avg: 84364, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 892: HP: 1012, STR: 164, VIT: 267, SPD: 56, LUK: 1, Attack: 88331, Defense: 83990, Current HP: 1012, A Avg: 111297, D Avg: 83990, [Basic(169)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 891: HP: 1012, STR: 164, VIT: 267, SPD: 56, LUK: 1, Attack: 88331, Defense: 84000, Current HP: 1012, A Avg: 111297, D Avg: 84000, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 890: HP: 968, STR: 164, VIT: 291, SPD: 56, LUK: 1, Attack: 88331, Defense: 84160, Current HP: 968, A Avg: 111297, D Avg: 84160, [Basic(169)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 889: HP: 968, STR: 164, VIT: 299, SPD: 56, LUK: 1, Attack: 88331, Defense: 84103, Current HP: 968, A Avg: 111297, D Avg: 84103, [Basic(169)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 888: HP: 968, STR: 164, VIT: 369, SPD: 56, LUK: 1, Attack: 88331, Defense: 84232, Current HP: 968, A Avg: 111297, D Avg: 84232, [Basic(169)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 887: HP: 968, STR: 164, VIT: 396, SPD: 56, LUK: 1, Attack: 88331, Defense: 84285, Current HP: 968, A Avg: 111297, D Avg: 84285, [Basic(169)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 886: HP: 1012, STR: 164, VIT: 457, SPD: 56, LUK: 1, Attack: 88331, Defense: 84333, Current HP: 1012, A Avg: 111297, D Avg: 84333, [Basic(169)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 885: HP: 1364, STR: 164, VIT: 553, SPD: 56, LUK: 1, Attack: 88331, Defense: 84390, Current HP: 1364, A Avg: 111297, D Avg: 84390, [Basic(169)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 884: HP: 1081, STR: 164, VIT: 369, SPD: 56, LUK: 1, Attack: 88331, Defense: 84141, Current HP: 1081, A Avg: 111297, D Avg: 84141, [Basic(169)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 883: HP: 1127, STR: 164, VIT: 457, SPD: 56, LUK: 1, Attack: 88331, Defense: 84476, Current HP: 1127, A Avg: 111297, D Avg: 84476, [Basic(169)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 882: HP: 1056, STR: 164, VIT: 383, SPD: 56, LUK: 1, Attack: 88331, Defense: 84311, Current HP: 1056, A Avg: 111297, D Avg: 84311, [Basic(169)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 881: HP: 1674, STR: 164, VIT: 735, SPD: 56, LUK: 1, Attack: 88331, Defense: 85297, Current HP: 1674, A Avg: 111297, D Avg: 85297, [Basic(169)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 880: HP: 1610, STR: 164, VIT: 369, SPD: 56, LUK: 1, Attack: 88331, Defense: 84297, Current HP: 1610, A Avg: 111297, D Avg: 84297, [Basic(169)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 879: HP: 1012, STR: 164, VIT: 1276, SPD: 56, LUK: 1, Attack: 88331, Defense: 88064, Current HP: 1012, A Avg: 111297, D Avg: 88064, [Basic(169)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 878: HP: 3190, STR: 164, VIT: 278, SPD: 56, LUK: 1, Attack: 88331, Defense: 86195, Current HP: 3190, A Avg: 111297, D Avg: 86195, [Basic(169)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 877: HP: 1913, STR: 164, VIT: 850, SPD: 56, LUK: 1, Attack: 88331, Defense: 85584, Current HP: 1913, A Avg: 111297, D Avg: 85584, [Basic(169)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 876: HP: 1564, STR: 164, VIT: 735, SPD: 56, LUK: 1, Attack: 88331, Defense: 86210, Current HP: 1564, A Avg: 111297, D Avg: 86210, [Basic(169)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 875: HP: 1188, STR: 164, VIT: 1196, SPD: 56, LUK: 1, Attack: 88331, Defense: 86164, Current HP: 1188, A Avg: 111297, D Avg: 86164, [Basic(169)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 874: HP: 1100, STR: 164, VIT: 1333, SPD: 56, LUK: 1, Attack: 88331, Defense: 88173, Current HP: 1100, A Avg: 111297, D Avg: 88173, [Basic(169)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 873: HP: 2185, STR: 164, VIT: 1063, SPD: 56, LUK: 1, Attack: 88331, Defense: 88488, Current HP: 2185, A Avg: 111297, D Avg: 88488, [Basic(169)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 872: HP: 968, STR: 164, VIT: 267, SPD: 56, LUK: 1, Attack: 88331, Defense: 87056, Current HP: 968, A Avg: 111297, D Avg: 87056, [Basic(169)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 871: HP: 968, STR: 164, VIT: 2035, SPD: 56, LUK: 1, Attack: 88331, Defense: 91813, Current HP: 968, A Avg: 111297, D Avg: 91813, [Basic(169)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 870: HP: 1518, STR: 164, VIT: 2843, SPD: 56, LUK: 1, Attack: 88331, Defense: 89631, Current HP: 1518, A Avg: 111297, D Avg: 89631, [Basic(169)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 869: HP: 1298, STR: 164, VIT: 1000, SPD: 59, LUK: 1, Attack: 88331, Defense: 86878, Current HP: 1298, A Avg: 111297, D Avg: 86878, [Basic(169)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 868: HP: 2129, STR: 164, VIT: 963, SPD: 56, LUK: 1, Attack: 88331, Defense: 87179, Current HP: 2129, A Avg: 111297, D Avg: 87179, [Basic(169)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 867: HP: 1472, STR: 164, VIT: 1141, SPD: 56, LUK: 1, Attack: 88331, Defense: 88176, Current HP: 1472, A Avg: 111297, D Avg: 88176, [Basic(169)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 866: HP: 1012, STR: 164, VIT: 1328, SPD: 56, LUK: 1, Attack: 88331, Defense: 88376, Current HP: 1012, A Avg: 111297, D Avg: 88376, [Basic(169)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 865: HP: 820, STR: 872, VIT: 583, SPD: 59, LUK: 1, Attack: 89039, Defense: 85174, Current HP: 820, A Avg: 111298, D Avg: 85174, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 864: HP: 1160, STR: 872, VIT: 640, SPD: 59, LUK: 1, Attack: 89039, Defense: 87558, Current HP: 1160, A Avg: 111298, D Avg: 87558, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 863: HP: 924, STR: 3549, VIT: 1289, SPD: 56, LUK: 1, Attack: 88337, Defense: 89117, Current HP: 924, A Avg: 111304, D Avg: 89117, [Pulse Knife(165)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 862: HP: 760, STR: 4468, VIT: 226, SPD: 59, LUK: 1, Attack: 89046, Defense: 84089, Current HP: 760, A Avg: 111307, D Avg: 84089, [Magical(187)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 861: HP: 1081, STR: 3764, VIT: 418, SPD: 56, LUK: 1, Attack: 88342, Defense: 84437, Current HP: 1081, A Avg: 111310, D Avg: 84437, [Magical(187)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 860: HP: 990, STR: 175, VIT: 457, SPD: 56, LUK: 1, Attack: 88342, Defense: 84463, Current HP: 990, A Avg: 111310, D Avg: 84463, [Basic(169)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 859: HP: 968, STR: 175, VIT: 4687, SPD: 56, LUK: 1, Attack: 88342, Defense: 90357, Current HP: 968, A Avg: 111310, D Avg: 90357, [Basic(169)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 858: HP: 1280, STR: 180, VIT: 567, SPD: 56, LUK: 1, Attack: 88347, Defense: 84508, Current HP: 1280, A Avg: 111317, D Avg: 84508, [Basic(169)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 857: HP: 2134, STR: 2002, VIT: 1258, SPD: 56, LUK: 1, Attack: 88348, Defense: 86486, Current HP: 2134, A Avg: 111318, D Avg: 86486, [Progress(147)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 856: HP: 960, STR: 3516, VIT: 804, SPD: 59, LUK: 1, Attack: 89056, Defense: 84667, Current HP: 960, A Avg: 111320, D Avg: 84667, [Zodiac(184)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 855: HP: 1892, STR: 3772, VIT: 228, SPD: 59, LUK: 1, Attack: 88350, Defense: 87016, Current HP: 1892, A Avg: 111321, D Avg: 87016, [Magical(187)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 854: HP: 1188, STR: 1862, VIT: 1585, SPD: 59, LUK: 1, Attack: 88351, Defense: 85929, Current HP: 1188, A Avg: 111322, D Avg: 85929, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 853: HP: 1180, STR: 893, VIT: 309, SPD: 59, LUK: 1, Attack: 89060, Defense: 84198, Current HP: 1180, A Avg: 111325, D Avg: 84198, [Basic(169)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 852: HP: 780, STR: 4503, VIT: 557, SPD: 59, LUK: 1, Attack: 89081, Defense: 85148, Current HP: 780, A Avg: 111351, D Avg: 85148, [Magical(187)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 851: HP: 1120, STR: 4503, VIT: 615, SPD: 59, LUK: 1, Attack: 89081, Defense: 87533, Current HP: 1120, A Avg: 111351, D Avg: 87533, [Magical(187)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 850: HP: 1785, STR: 915, VIT: 634, SPD: 59, LUK: 1, Attack: 89082, Defense: 86746, Current HP: 1785, A Avg: 111352, D Avg: 86746, [Basic(169)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 849: HP: 1460, STR: 2744, VIT: 581, SPD: 59, LUK: 1, Attack: 89090, Defense: 84769, Current HP: 1460, A Avg: 111362, D Avg: 84769, [Progress(147)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 848: HP: 1120, STR: 4578, VIT: 283, SPD: 59, LUK: 1, Attack: 89091, Defense: 88111, Current HP: 1120, A Avg: 111363, D Avg: 88111, [Maximum Iron Mass(123)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 847: HP: 1188, STR: 1900, VIT: 1585, SPD: 56, LUK: 1, Attack: 88389, Defense: 85773, Current HP: 1188, A Avg: 111370, D Avg: 85773, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 846: HP: 1364, STR: 2512, VIT: 1125, SPD: 56, LUK: 1, Attack: 88390, Defense: 85014, Current HP: 1364, A Avg: 111371, D Avg: 85014, [Blue Sword(180)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 845: HP: 968, STR: 227, VIT: 457, SPD: 59, LUK: 1, Attack: 88394, Defense: 84482, Current HP: 968, A Avg: 111376, D Avg: 84482, [Basic(169)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 844: HP: 1180, STR: 942, VIT: 772, SPD: 59, LUK: 1, Attack: 89109, Defense: 85766, Current HP: 1180, A Avg: 111386, D Avg: 85766, [Basic(169)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 843: HP: 1452, STR: 235, VIT: 569, SPD: 56, LUK: 1, Attack: 88402, Defense: 84809, Current HP: 1452, A Avg: 111386, D Avg: 84809, [Basic(169)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 842: HP: 1044, STR: 946, VIT: 317, SPD: 59, LUK: 1, Attack: 89113, Defense: 84323, Current HP: 1044, A Avg: 111391, D Avg: 84323, [Basic(169)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 841: HP: 1460, STR: 2770, VIT: 581, SPD: 63, LUK: 1, Attack: 89116, Defense: 84925, Current HP: 1460, A Avg: 111395, D Avg: 84925, [Progress(147)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 840: HP: 1161, STR: 249, VIT: 457, SPD: 56, LUK: 1, Attack: 88416, Defense: 84957, Current HP: 1161, A Avg: 111404, D Avg: 84957, [Basic(169)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 839: HP: 1743, STR: 4546, VIT: 608, SPD: 59, LUK: 1, Attack: 89124, Defense: 86720, Current HP: 1743, A Avg: 111405, D Avg: 86720, [Magical(187)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 838: HP: 980, STR: 3585, VIT: 1135, SPD: 59, LUK: 1, Attack: 89125, Defense: 85726, Current HP: 980, A Avg: 111406, D Avg: 85726, [Zodiac(184)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 837: HP: 1320, STR: 3585, VIT: 1193, SPD: 59, LUK: 1, Attack: 89125, Defense: 88111, Current HP: 1320, A Avg: 111406, D Avg: 88111, [Zodiac(184)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 836: HP: 1214, STR: 2544, VIT: 1138, SPD: 56, LUK: 1, Attack: 88422, Defense: 85144, Current HP: 1214, A Avg: 111411, D Avg: 85144, [Blue Sword(180)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 835: HP: 5336, STR: 2611, VIT: 842, SPD: 56, LUK: 1, Attack: 88424, Defense: 84565, Current HP: 5336, A Avg: 111414, D Avg: 84565, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 834: HP: 5336, STR: 2611, VIT: 842, SPD: 56, LUK: 1, Attack: 88424, Defense: 84575, Current HP: 5336, A Avg: 111414, D Avg: 84575, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 833: HP: 5104, STR: 2611, VIT: 888, SPD: 56, LUK: 1, Attack: 88424, Defense: 84757, Current HP: 5104, A Avg: 111414, D Avg: 84757, [Spear of Regression(182)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 832: HP: 5104, STR: 2611, VIT: 896, SPD: 56, LUK: 1, Attack: 88424, Defense: 84700, Current HP: 5104, A Avg: 111414, D Avg: 84700, [Spear of Regression(182)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 831: HP: 5104, STR: 2611, VIT: 966, SPD: 56, LUK: 1, Attack: 88424, Defense: 84829, Current HP: 5104, A Avg: 111414, D Avg: 84829, [Spear of Regression(182)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 830: HP: 5104, STR: 2611, VIT: 993, SPD: 56, LUK: 1, Attack: 88424, Defense: 84882, Current HP: 5104, A Avg: 111414, D Avg: 84882, [Spear of Regression(182)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 829: HP: 5336, STR: 2611, VIT: 1032, SPD: 56, LUK: 1, Attack: 88424, Defense: 84908, Current HP: 5336, A Avg: 111414, D Avg: 84908, [Spear of Regression(182)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 828: HP: 5500, STR: 2611, VIT: 1150, SPD: 56, LUK: 1, Attack: 88424, Defense: 84987, Current HP: 5500, A Avg: 111414, D Avg: 84987, [Spear of Regression(182)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 827: HP: 5405, STR: 2611, VIT: 943, SPD: 56, LUK: 1, Attack: 88424, Defense: 84715, Current HP: 5405, A Avg: 111414, D Avg: 84715, [Spear of Regression(182)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 826: HP: 5451, STR: 2611, VIT: 1032, SPD: 56, LUK: 1, Attack: 88424, Defense: 85051, Current HP: 5451, A Avg: 111414, D Avg: 85051, [Spear of Regression(182)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 825: HP: 5192, STR: 2611, VIT: 980, SPD: 56, LUK: 1, Attack: 88424, Defense: 84908, Current HP: 5192, A Avg: 111414, D Avg: 84908, [Spear of Regression(182)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 824: HP: 5998, STR: 2611, VIT: 1310, SPD: 56, LUK: 1, Attack: 88424, Defense: 85872, Current HP: 5998, A Avg: 111414, D Avg: 85872, [Spear of Regression(182)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 823: HP: 5746, STR: 2611, VIT: 966, SPD: 56, LUK: 1, Attack: 88424, Defense: 84894, Current HP: 5746, A Avg: 111414, D Avg: 84894, [Spear of Regression(182)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 822: HP: 5336, STR: 2611, VIT: 1851, SPD: 56, LUK: 1, Attack: 88424, Defense: 88639, Current HP: 5336, A Avg: 111414, D Avg: 88639, [Spear of Regression(182)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 821: HP: 7326, STR: 2611, VIT: 874, SPD: 56, LUK: 1, Attack: 88424, Defense: 86791, Current HP: 7326, A Avg: 111414, D Avg: 86791, [Spear of Regression(182)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 820: HP: 6237, STR: 2611, VIT: 1424, SPD: 56, LUK: 1, Attack: 88424, Defense: 86158, Current HP: 6237, A Avg: 111414, D Avg: 86158, [Spear of Regression(182)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 819: HP: 5888, STR: 2611, VIT: 1310, SPD: 56, LUK: 1, Attack: 88424, Defense: 86785, Current HP: 5888, A Avg: 111414, D Avg: 86785, [Spear of Regression(182)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 818: HP: 5324, STR: 2611, VIT: 1792, SPD: 56, LUK: 1, Attack: 88424, Defense: 86760, Current HP: 5324, A Avg: 111414, D Avg: 86760, [Spear of Regression(182)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 817: HP: 5236, STR: 2611, VIT: 1908, SPD: 56, LUK: 1, Attack: 88424, Defense: 88748, Current HP: 5236, A Avg: 111414, D Avg: 88748, [Spear of Regression(182)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 816: HP: 6509, STR: 2611, VIT: 1637, SPD: 56, LUK: 1, Attack: 88424, Defense: 89062, Current HP: 6509, A Avg: 111414, D Avg: 89062, [Spear of Regression(182)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 815: HP: 5104, STR: 2611, VIT: 842, SPD: 56, LUK: 1, Attack: 88424, Defense: 87631, Current HP: 5104, A Avg: 111414, D Avg: 87631, [Spear of Regression(182)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 814: HP: 5654, STR: 2611, VIT: 3439, SPD: 56, LUK: 1, Attack: 88424, Defense: 90227, Current HP: 5654, A Avg: 111414, D Avg: 90227, [Spear of Regression(182)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 813: HP: 5434, STR: 2611, VIT: 1575, SPD: 59, LUK: 1, Attack: 88424, Defense: 87453, Current HP: 5434, A Avg: 111414, D Avg: 87453, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 812: HP: 6265, STR: 2611, VIT: 1560, SPD: 56, LUK: 1, Attack: 88424, Defense: 87776, Current HP: 6265, A Avg: 111414, D Avg: 87776, [Spear of Regression(182)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 811: HP: 5796, STR: 2611, VIT: 1715, SPD: 56, LUK: 1, Attack: 88424, Defense: 88750, Current HP: 5796, A Avg: 111414, D Avg: 88750, [Spear of Regression(182)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 810: HP: 5336, STR: 2611, VIT: 1903, SPD: 56, LUK: 1, Attack: 88424, Defense: 88951, Current HP: 5336, A Avg: 111414, D Avg: 88951, [Spear of Regression(182)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 809: HP: 760, STR: 2609, VIT: 622, SPD: 59, LUK: 1, Attack: 89137, Defense: 84810, Current HP: 760, A Avg: 111421, D Avg: 84810, [Moon Knuckle(153)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 808: HP: 1968, STR: 3391, VIT: 340, SPD: 63, LUK: 1, Attack: 89139, Defense: 87128, Current HP: 1968, A Avg: 111423, D Avg: 87128, [Scythe of the Grim Reaper(148)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 807: HP: 5416, STR: 2627, VIT: 1163, SPD: 56, LUK: 1, Attack: 88440, Defense: 85104, Current HP: 5416, A Avg: 111434, D Avg: 85104, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 806: HP: 1606, STR: 2563, VIT: 1497, SPD: 56, LUK: 1, Attack: 88441, Defense: 86725, Current HP: 1606, A Avg: 111435, D Avg: 86725, [God Hand(179)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
