Rank 1000: HP: 414, STR: 224, VIT: 566, SPD: 16, LUK: 1, Attack: 86752, Defense: 87614, Current HP: 414, A Avg: 109307, D Avg: 87614, [Moon Knuckle(153)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 902: HP: 240, STR: 604, VIT: 140, SPD: 17, LUK: 1, Attack: 87655, Defense: 84003, Current HP: 240, A Avg: 109568, D Avg: 84003, [Tekken(188)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 901: HP: 240, STR: 604, VIT: 158, SPD: 17, LUK: 1, Attack: 87655, Defense: 84047, Current HP: 240, A Avg: 109568, D Avg: 84047, [Tekken(188)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 900: HP: 252, STR: 604, VIT: 156, SPD: 17, LUK: 1, Attack: 87655, Defense: 84032, Current HP: 252, A Avg: 109568, D Avg: 84032, [Tekken(188)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 899: HP: 350, STR: 604, VIT: 172, SPD: 17, LUK: 1, Attack: 87655, Defense: 84009, Current HP: 350, A Avg: 109568, D Avg: 84009, [Tekken(188)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 898: HP: 315, STR: 604, VIT: 141, SPD: 17, LUK: 1, Attack: 87655, Defense: 83913, Current HP: 315, A Avg: 109568, D Avg: 83913, [Tekken(188)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 897: HP: 357, STR: 604, VIT: 156, SPD: 17, LUK: 1, Attack: 87655, Defense: 84175, Current HP: 357, A Avg: 109568, D Avg: 84175, [Tekken(188)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 896: HP: 320, STR: 604, VIT: 149, SPD: 17, LUK: 1, Attack: 87655, Defense: 84077, Current HP: 320, A Avg: 109568, D Avg: 84077, [Tekken(188)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 895: HP: 489, STR: 604, VIT: 210, SPD: 17, LUK: 1, Attack: 87655, Defense: 84772, Current HP: 489, A Avg: 109568, D Avg: 84772, [Tekken(188)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 894: HP: 424, STR: 604, VIT: 140, SPD: 17, LUK: 1, Attack: 87655, Defense: 84068, Current HP: 424, A Avg: 109568, D Avg: 84068, [Tekken(188)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 893: HP: 252, STR: 604, VIT: 479, SPD: 17, LUK: 1, Attack: 87655, Defense: 87267, Current HP: 252, A Avg: 109568, D Avg: 87267, [Tekken(188)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 892: HP: 1510, STR: 604, VIT: 124, SPD: 17, LUK: 1, Attack: 87655, Defense: 86041, Current HP: 1510, A Avg: 109568, D Avg: 86041, [Tekken(188)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 891: HP: 655, STR: 604, VIT: 243, SPD: 17, LUK: 1, Attack: 87655, Defense: 84977, Current HP: 655, A Avg: 109568, D Avg: 84977, [Tekken(188)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 890: HP: 493, STR: 604, VIT: 210, SPD: 17, LUK: 1, Attack: 87655, Defense: 85685, Current HP: 493, A Avg: 109568, D Avg: 85685, [Tekken(188)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 889: HP: 440, STR: 604, VIT: 286, SPD: 17, LUK: 1, Attack: 87655, Defense: 85254, Current HP: 440, A Avg: 109568, D Avg: 85254, [Tekken(188)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 888: HP: 360, STR: 604, VIT: 389, SPD: 17, LUK: 1, Attack: 87655, Defense: 87229, Current HP: 360, A Avg: 109568, D Avg: 87229, [Tekken(188)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 887: HP: 535, STR: 604, VIT: 255, SPD: 17, LUK: 1, Attack: 87655, Defense: 87680, Current HP: 535, A Avg: 109568, D Avg: 87680, [Tekken(188)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 886: HP: 240, STR: 604, VIT: 117, SPD: 17, LUK: 1, Attack: 87655, Defense: 86906, Current HP: 240, A Avg: 109568, D Avg: 86906, [Tekken(188)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 885: HP: 240, STR: 604, VIT: 423, SPD: 17, LUK: 1, Attack: 87655, Defense: 90201, Current HP: 240, A Avg: 109568, D Avg: 90201, [Tekken(188)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 884: HP: 740, STR: 604, VIT: 709, SPD: 17, LUK: 1, Attack: 87655, Defense: 87497, Current HP: 740, A Avg: 109568, D Avg: 87497, [Tekken(188)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 883: HP: 540, STR: 604, VIT: 256, SPD: 18, LUK: 1, Attack: 87655, Defense: 86134, Current HP: 540, A Avg: 109568, D Avg: 86134, [Tekken(188)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 882: HP: 696, STR: 604, VIT: 311, SPD: 17, LUK: 1, Attack: 87655, Defense: 86527, Current HP: 696, A Avg: 109568, D Avg: 86527, [Tekken(188)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 881: HP: 672, STR: 604, VIT: 518, SPD: 17, LUK: 1, Attack: 87655, Defense: 87553, Current HP: 672, A Avg: 109568, D Avg: 87553, [Tekken(188)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 880: HP: 252, STR: 604, VIT: 300, SPD: 17, LUK: 1, Attack: 87655, Defense: 87348, Current HP: 252, A Avg: 109568, D Avg: 87348, [Tekken(188)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 879: HP: 1243, STR: 1108, VIT: 410, SPD: 17, LUK: 1, Attack: 86960, Defense: 87198, Current HP: 1243, A Avg: 109569, D Avg: 87198, [Santoku(159)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 878: HP: 935, STR: 995, VIT: 205, SPD: 17, LUK: 1, Attack: 86964, Defense: 86993, Current HP: 935, A Avg: 109574, D Avg: 86993, [Fire Chariot(138)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 877: HP: 847, STR: 480, VIT: 990, SPD: 16, LUK: 1, Attack: 86969, Defense: 87791, Current HP: 847, A Avg: 109580, D Avg: 87791, [Cuttlefish(178)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 876: HP: 847, STR: 480, VIT: 747, SPD: 16, LUK: 1, Attack: 86969, Defense: 85611, Current HP: 847, A Avg: 109580, D Avg: 85611, [Cuttlefish(178)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 875: HP: 721, STR: 486, VIT: 670, SPD: 16, LUK: 1, Attack: 86975, Defense: 85170, Current HP: 721, A Avg: 109588, D Avg: 85170, [Cuttlefish(178)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 874: HP: 260, STR: 627, VIT: 156, SPD: 17, LUK: 1, Attack: 87678, Defense: 84162, Current HP: 260, A Avg: 109597, D Avg: 84162, [Tekken(188)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 873: HP: 240, STR: 627, VIT: 882, SPD: 17, LUK: 1, Attack: 87678, Defense: 86552, Current HP: 240, A Avg: 109597, D Avg: 86552, [Tekken(188)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 872: HP: 920, STR: 2346, VIT: 367, SPD: 18, LUK: 1, Attack: 87680, Defense: 87155, Current HP: 920, A Avg: 109600, D Avg: 87155, [Impulse(166)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 871: HP: 374, STR: 631, VIT: 181, SPD: 17, LUK: 1, Attack: 87682, Defense: 84122, Current HP: 374, A Avg: 109602, D Avg: 84122, [Tekken(188)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 870: HP: 616, STR: 641, VIT: 288, SPD: 17, LUK: 1, Attack: 86987, Defense: 84424, Current HP: 616, A Avg: 109603, D Avg: 84424, [Progress(147)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 869: HP: 759, STR: 642, VIT: 413, SPD: 16, LUK: 1, Attack: 86988, Defense: 85641, Current HP: 759, A Avg: 109604, D Avg: 85641, [Progress(147)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 868: HP: 517, STR: 1023, VIT: 205, SPD: 16, LUK: 1, Attack: 86992, Defense: 88033, Current HP: 517, A Avg: 109609, D Avg: 88033, [Fire Chariot(138)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 867: HP: 825, STR: 1144, VIT: 410, SPD: 16, LUK: 1, Attack: 86996, Defense: 88238, Current HP: 825, A Avg: 109614, D Avg: 88238, [Santoku(159)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 866: HP: 240, STR: 642, VIT: 156, SPD: 18, LUK: 1, Attack: 87693, Defense: 84181, Current HP: 240, A Avg: 109616, D Avg: 84181, [Tekken(188)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 865: HP: 682, STR: 513, VIT: 829, SPD: 16, LUK: 1, Attack: 87002, Defense: 85420, Current HP: 682, A Avg: 109622, D Avg: 85420, [Cuttlefish(178)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 864: HP: 781, STR: 513, VIT: 852, SPD: 16, LUK: 1, Attack: 87002, Defense: 87770, Current HP: 781, A Avg: 109622, D Avg: 87770, [Cuttlefish(178)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 863: HP: 1220, STR: 3199, VIT: 443, SPD: 18, LUK: 1, Attack: 87699, Defense: 87231, Current HP: 1220, A Avg: 109623, D Avg: 87231, [Divine Dragon Sword(181)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 862: HP: 390, STR: 1178, VIT: 321, SPD: 17, LUK: 1, Attack: 87706, Defense: 85549, Current HP: 390, A Avg: 109632, D Avg: 85549, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 861: HP: 430, STR: 656, VIT: 183, SPD: 17, LUK: 1, Attack: 87707, Defense: 84423, Current HP: 430, A Avg: 109633, D Avg: 84423, [Tekken(188)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 860: HP: 540, STR: 2377, VIT: 367, SPD: 17, LUK: 1, Attack: 87711, Defense: 88195, Current HP: 540, A Avg: 109638, D Avg: 88195, [Impulse(166)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 859: HP: 373, STR: 664, VIT: 215, SPD: 17, LUK: 1, Attack: 87715, Defense: 85833, Current HP: 373, A Avg: 109643, D Avg: 85833, [Tekken(188)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 858: HP: 560, STR: 1227, VIT: 513, SPD: 17, LUK: 1, Attack: 87716, Defense: 84935, Current HP: 560, A Avg: 109645, D Avg: 84935, [Cuttlefish(178)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 857: HP: 312, STR: 666, VIT: 345, SPD: 17, LUK: 1, Attack: 87717, Defense: 85183, Current HP: 312, A Avg: 109646, D Avg: 85183, [Tekken(188)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 856: HP: 260, STR: 1198, VIT: 239, SPD: 18, LUK: 1, Attack: 87726, Defense: 84375, Current HP: 260, A Avg: 109657, D Avg: 84375, [Moon Knuckle(153)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 855: HP: 316, STR: 680, VIT: 156, SPD: 17, LUK: 1, Attack: 87731, Defense: 84656, Current HP: 316, A Avg: 109663, D Avg: 84656, [Tekken(188)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 854: HP: 374, STR: 1160, VIT: 285, SPD: 17, LUK: 1, Attack: 87038, Defense: 84629, Current HP: 374, A Avg: 109667, D Avg: 84629, [Blue Sword(180)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 853: HP: 660, STR: 550, VIT: 647, SPD: 16, LUK: 1, Attack: 87039, Defense: 84510, Current HP: 660, A Avg: 109669, D Avg: 84510, [Cuttlefish(178)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 852: HP: 430, STR: 693, VIT: 361, SPD: 17, LUK: 1, Attack: 87744, Defense: 87162, Current HP: 430, A Avg: 109680, D Avg: 87162, [Tekken(188)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 851: HP: 430, STR: 693, VIT: 199, SPD: 17, LUK: 1, Attack: 87744, Defense: 85063, Current HP: 430, A Avg: 109680, D Avg: 85063, [Tekken(188)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 850: HP: 350, STR: 693, VIT: 210, SPD: 18, LUK: 1, Attack: 87744, Defense: 84632, Current HP: 350, A Avg: 109680, D Avg: 84632, [Tekken(188)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 849: HP: 620, STR: 2818, VIT: 117, SPD: 18, LUK: 1, Attack: 87747, Defense: 86905, Current HP: 620, A Avg: 109683, D Avg: 86905, [Jack Knife(185)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 848: HP: 763, STR: 571, VIT: 683, SPD: 16, LUK: 1, Attack: 87060, Defense: 84689, Current HP: 763, A Avg: 109695, D Avg: 84689, [Cuttlefish(178)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 847: HP: 750, STR: 1790, VIT: 187, SPD: 18, LUK: 1, Attack: 87759, Defense: 86975, Current HP: 750, A Avg: 109698, D Avg: 86975, [Fire Chariot(138)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 846: HP: 396, STR: 537, VIT: 285, SPD: 16, LUK: 1, Attack: 87065, Defense: 84473, Current HP: 396, A Avg: 109701, D Avg: 84473, [Moon Knuckle(153)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 845: HP: 840, STR: 3262, VIT: 443, SPD: 17, LUK: 1, Attack: 87762, Defense: 88271, Current HP: 840, A Avg: 109702, D Avg: 88271, [Divine Dragon Sword(181)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 844: HP: 1150, STR: 579, VIT: 907, SPD: 16, LUK: 1, Attack: 87068, Defense: 87019, Current HP: 1150, A Avg: 109705, D Avg: 87019, [Cuttlefish(178)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 843: HP: 803, STR: 581, VIT: 670, SPD: 16, LUK: 1, Attack: 87070, Defense: 84559, Current HP: 803, A Avg: 109708, D Avg: 84559, [Cuttlefish(178)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 842: HP: 370, STR: 1800, VIT: 187, SPD: 17, LUK: 1, Attack: 87769, Defense: 88015, Current HP: 370, A Avg: 109711, D Avg: 88015, [Fire Chariot(138)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 841: HP: 1056, STR: 1204, VIT: 332, SPD: 17, LUK: 1, Attack: 87082, Defense: 87120, Current HP: 1056, A Avg: 109723, D Avg: 87120, [God Hand(179)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 840: HP: 1078, STR: 595, VIT: 1161, SPD: 16, LUK: 1, Attack: 87084, Defense: 86155, Current HP: 1078, A Avg: 109725, D Avg: 86155, [Cuttlefish(178)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 839: HP: 240, STR: 2867, VIT: 117, SPD: 17, LUK: 1, Attack: 87796, Defense: 87945, Current HP: 240, A Avg: 109745, D Avg: 87945, [Jack Knife(185)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 838: HP: 280, STR: 750, VIT: 260, SPD: 17, LUK: 1, Attack: 87801, Defense: 84851, Current HP: 280, A Avg: 109751, D Avg: 84851, [Tekken(188)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 837: HP: 370, STR: 750, VIT: 275, SPD: 17, LUK: 1, Attack: 87801, Defense: 87193, Current HP: 370, A Avg: 109751, D Avg: 87193, [Tekken(188)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 836: HP: 1298, STR: 623, VIT: 1481, SPD: 16, LUK: 1, Attack: 87112, Defense: 89049, Current HP: 1298, A Avg: 109761, D Avg: 89049, [Cuttlefish(178)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 835: HP: 638, STR: 1246, VIT: 332, SPD: 16, LUK: 1, Attack: 87124, Defense: 88160, Current HP: 638, A Avg: 109776, D Avg: 88160, [God Hand(179)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 834: HP: 1030, STR: 1981, VIT: 321, SPD: 18, LUK: 1, Attack: 87833, Defense: 87109, Current HP: 1030, A Avg: 109791, D Avg: 87109, [Santoku(159)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 833: HP: 460, STR: 1487, VIT: 241, SPD: 18, LUK: 1, Attack: 87833, Defense: 84585, Current HP: 460, A Avg: 109791, D Avg: 84585, [Progress(147)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 832: HP: 260, STR: 786, VIT: 141, SPD: 17, LUK: 1, Attack: 87837, Defense: 84004, Current HP: 260, A Avg: 109796, D Avg: 84004, [Tekken(188)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 831: HP: 480, STR: 1355, VIT: 452, SPD: 17, LUK: 1, Attack: 87844, Defense: 84640, Current HP: 480, A Avg: 109805, D Avg: 84640, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 830: HP: 650, STR: 1999, VIT: 321, SPD: 17, LUK: 1, Attack: 87851, Defense: 88149, Current HP: 650, A Avg: 109813, D Avg: 88149, [Santoku(159)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 829: HP: 1452, STR: 916, VIT: 98, SPD: 17, LUK: 1, Attack: 87158, Defense: 86886, Current HP: 1452, A Avg: 109819, D Avg: 86886, [Droid Hammer(177)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 828: HP: 616, STR: 816, VIT: 288, SPD: 17, LUK: 1, Attack: 87162, Defense: 84632, Current HP: 616, A Avg: 109824, D Avg: 84632, [Progress(147)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 827: HP: 396, STR: 644, VIT: 285, SPD: 17, LUK: 1, Attack: 87172, Defense: 84421, Current HP: 396, A Avg: 109836, D Avg: 84421, [Moon Knuckle(153)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 826: HP: 354, STR: 820, VIT: 164, SPD: 17, LUK: 1, Attack: 87871, Defense: 84170, Current HP: 354, A Avg: 109838, D Avg: 84170, [Tekken(188)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 825: HP: 539, STR: 646, VIT: 410, SPD: 16, LUK: 1, Attack: 87174, Defense: 85638, Current HP: 539, A Avg: 109839, D Avg: 85638, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 824: HP: 1034, STR: 940, VIT: 98, SPD: 16, LUK: 1, Attack: 87182, Defense: 87926, Current HP: 1034, A Avg: 109849, D Avg: 87926, [Droid Hammer(177)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 823: HP: 390, STR: 837, VIT: 156, SPD: 17, LUK: 1, Attack: 87888, Defense: 84045, Current HP: 390, A Avg: 109860, D Avg: 84045, [Tekken(188)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 822: HP: 1220, STR: 1657, VIT: 117, SPD: 18, LUK: 1, Attack: 87899, Defense: 86905, Current HP: 1220, A Avg: 109873, D Avg: 86905, [Droid Hammer(177)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 821: HP: 840, STR: 1663, VIT: 117, SPD: 17, LUK: 1, Attack: 87905, Defense: 87945, Current HP: 840, A Avg: 109881, D Avg: 87945, [Droid Hammer(177)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 820: HP: 693, STR: 861, VIT: 311, SPD: 17, LUK: 1, Attack: 87912, Defense: 86423, Current HP: 693, A Avg: 109890, D Avg: 86423, [Tekken(188)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 819: HP: 820, STR: 2386, VIT: 270, SPD: 18, LUK: 1, Attack: 87926, Defense: 87058, Current HP: 820, A Avg: 109907, D Avg: 87058, [Zodiac(184)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 818: HP: 640, STR: 888, VIT: 475, SPD: 17, LUK: 1, Attack: 87939, Defense: 85469, Current HP: 640, A Avg: 109923, D Avg: 85469, [Tekken(188)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 817: HP: 638, STR: 753, VIT: 610, SPD: 16, LUK: 1, Attack: 87242, Defense: 84798, Current HP: 638, A Avg: 109924, D Avg: 84798, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 816: HP: 240, STR: 2068, VIT: 239, SPD: 18, LUK: 1, Attack: 87946, Defense: 84583, Current HP: 240, A Avg: 109932, D Avg: 84583, [Blue Sword(180)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 815: HP: 840, STR: 907, VIT: 686, SPD: 17, LUK: 1, Attack: 87958, Defense: 88254, Current HP: 840, A Avg: 109947, D Avg: 88254, [Tekken(188)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 814: HP: 440, STR: 2419, VIT: 270, SPD: 17, LUK: 1, Attack: 87959, Defense: 88098, Current HP: 440, A Avg: 109948, D Avg: 88098, [Zodiac(184)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 813: HP: 759, STR: 779, VIT: 753, SPD: 17, LUK: 1, Attack: 87268, Defense: 85175, Current HP: 759, A Avg: 109957, D Avg: 85175, [Cuttlefish(178)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 812: HP: 792, STR: 1420, VIT: 285, SPD: 17, LUK: 1, Attack: 87298, Defense: 87073, Current HP: 792, A Avg: 109995, D Avg: 87073, [Blue Sword(180)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 811: HP: 860, STR: 2143, VIT: 270, SPD: 18, LUK: 1, Attack: 88021, Defense: 87058, Current HP: 860, A Avg: 110026, D Avg: 87058, [God Hand(179)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 810: HP: 260, STR: 1493, VIT: 239, SPD: 18, LUK: 1, Attack: 88021, Defense: 84583, Current HP: 260, A Avg: 110026, D Avg: 84583, [Moon Knuckle(153)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 809: HP: 610, STR: 1534, VIT: 533, SPD: 17, LUK: 1, Attack: 88023, Defense: 85761, Current HP: 610, A Avg: 110028, D Avg: 85761, [Cuttlefish(178)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 808: HP: 480, STR: 1541, VIT: 452, SPD: 18, LUK: 1, Attack: 88030, Defense: 84588, Current HP: 480, A Avg: 110037, D Avg: 84588, [Cuttlefish(178)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 807: HP: 638, STR: 848, VIT: 610, SPD: 17, LUK: 1, Attack: 87337, Defense: 84746, Current HP: 638, A Avg: 110044, D Avg: 84746, [Cuttlefish(178)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 806: HP: 391, STR: 292, VIT: 98, SPD: 16, LUK: 1, Attack: 87343, Defense: 83821, Current HP: 391, A Avg: 110052, D Avg: 83821, [Tekken(188)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 805: HP: 391, STR: 292, VIT: 98, SPD: 16, LUK: 1, Attack: 87343, Defense: 83831, Current HP: 391, A Avg: 110052, D Avg: 83831, [Tekken(188)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 804: HP: 374, STR: 292, VIT: 116, SPD: 16, LUK: 1, Attack: 87343, Defense: 83985, Current HP: 374, A Avg: 110052, D Avg: 83985, [Tekken(188)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
