Rank 1000: HP: 1064, STR: 288928, VIT: 539, SPD: 42, LUK: 1, Attack: 374897, Defense: 86417, Current HP: 1064, A Avg: 997226, D Avg: 86417, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 902: HP: 779, STR: 406786, VIT: 515, SPD: 40, LUK: 1, Attack: 492326, Defense: 84443, Current HP: 779, A Avg: 999421, D Avg: 84443, [Zodiac(184)[230, 230, 230], Tower Shield(213)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 901: HP: 1176, STR: 406786, VIT: 646, SPD: 40, LUK: 1, Attack: 492326, Defense: 85208, Current HP: 1176, A Avg: 999421, D Avg: 85208, [Zodiac(184)[230, 230, 230], Slime Shield(221)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 900: HP: 1105, STR: 406786, VIT: 506, SPD: 40, LUK: 1, Attack: 492326, Defense: 84434, Current HP: 1105, A Avg: 999421, D Avg: 84434, [Zodiac(184)[230, 230, 230], Hardwood Shield(223)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 899: HP: 740, STR: 406786, VIT: 947, SPD: 40, LUK: 1, Attack: 492326, Defense: 87735, Current HP: 740, A Avg: 999421, D Avg: 87735, [Zodiac(184)[230, 230, 230], Energy Shield(227)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 898: HP: 2337, STR: 406786, VIT: 465, SPD: 40, LUK: 1, Attack: 492326, Defense: 86382, Current HP: 2337, A Avg: 999421, D Avg: 86382, [Zodiac(184)[230, 230, 230], Frying Pan(231)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 897: HP: 1364, STR: 406786, VIT: 700, SPD: 40, LUK: 1, Attack: 492326, Defense: 85434, Current HP: 1364, A Avg: 999421, D Avg: 85434, [Zodiac(184)[230, 230, 230], Slafield(232)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 896: HP: 1120, STR: 406786, VIT: 646, SPD: 40, LUK: 1, Attack: 492326, Defense: 86121, Current HP: 1120, A Avg: 999421, D Avg: 86121, [Zodiac(184)[230, 230, 230], Mist Shield(233)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 895: HP: 893, STR: 406786, VIT: 873, SPD: 40, LUK: 1, Attack: 492326, Defense: 85841, Current HP: 893, A Avg: 999421, D Avg: 85841, [Zodiac(184)[230, 230, 230], Huge Shield(234)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 894: HP: 817, STR: 406786, VIT: 934, SPD: 40, LUK: 1, Attack: 492326, Defense: 87774, Current HP: 817, A Avg: 999421, D Avg: 87774, [Zodiac(184)[230, 230, 230], Aurora Shield(240)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 893: HP: 1460, STR: 406786, VIT: 784, SPD: 40, LUK: 1, Attack: 492326, Defense: 88209, Current HP: 1460, A Avg: 999421, D Avg: 88209, [Zodiac(184)[230, 230, 230], Cloud Shield(241)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 892: HP: 703, STR: 406786, VIT: 438, SPD: 40, LUK: 1, Attack: 492326, Defense: 87227, Current HP: 703, A Avg: 999421, D Avg: 87227, [Zodiac(184)[230, 230, 230], Graffiti(243)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 891: HP: 703, STR: 406786, VIT: 1206, SPD: 40, LUK: 1, Attack: 492326, Defense: 90984, Current HP: 703, A Avg: 999421, D Avg: 90984, [Zodiac(184)[230, 230, 230], Blank Shield(244)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 890: HP: 1178, STR: 406786, VIT: 1655, SPD: 40, LUK: 1, Attack: 492326, Defense: 88443, Current HP: 1178, A Avg: 999421, D Avg: 88443, [Zodiac(184)[230, 230, 230], Golem Shield(245)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 889: HP: 988, STR: 406786, VIT: 761, SPD: 42, LUK: 1, Attack: 492326, Defense: 86639, Current HP: 988, A Avg: 999421, D Avg: 86639, [Zodiac(184)[230, 230, 230], Sticky thread shield(247)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 888: HP: 1478, STR: 406786, VIT: 795, SPD: 40, LUK: 1, Attack: 492326, Defense: 87011, Current HP: 1478, A Avg: 999421, D Avg: 87011, [Zodiac(184)[230, 230, 230], King Shield(248)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 887: HP: 1140, STR: 406786, VIT: 912, SPD: 40, LUK: 1, Attack: 492326, Defense: 87947, Current HP: 1140, A Avg: 999421, D Avg: 87947, [Zodiac(184)[230, 230, 230], Warrior's Shield(249)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 886: HP: 740, STR: 406786, VIT: 899, SPD: 40, LUK: 1, Attack: 492326, Defense: 87947, Current HP: 740, A Avg: 999421, D Avg: 87947, [Zodiac(184)[230, 230, 230], Ghost shield(251)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 885: HP: 1295, STR: 289389, VIT: 464, SPD: 40, LUK: 1, Attack: 375735, Defense: 84470, Current HP: 1295, A Avg: 999455, D Avg: 84470, [Progress(147)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 884: HP: 1383, STR: 290822, VIT: 421, SPD: 40, LUK: 1, Attack: 375751, Defense: 86637, Current HP: 1383, A Avg: 999497, D Avg: 86637, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 883: HP: 1383, STR: 290822, VIT: 421, SPD: 40, LUK: 1, Attack: 375751, Defense: 86637, Current HP: 1383, A Avg: 999497, D Avg: 86637, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 882: HP: 915, STR: 406828, VIT: 596, SPD: 40, LUK: 1, Attack: 492368, Defense: 84537, Current HP: 915, A Avg: 999507, D Avg: 84537, [Zodiac(184)[230, 230, 230], Dragon's Scales(215)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 881: HP: 847, STR: 291654, VIT: 246, SPD: 40, LUK: 1, Attack: 375764, Defense: 88074, Current HP: 847, A Avg: 999532, D Avg: 88074, [Dragon Killer(139)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 880: HP: 1406, STR: 289902, VIT: 1366, SPD: 40, LUK: 1, Attack: 375780, Defense: 88934, Current HP: 1406, A Avg: 999574, D Avg: 88934, [God Hand(179)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 879: HP: 855, STR: 289908, VIT: 516, SPD: 40, LUK: 1, Attack: 375786, Defense: 84379, Current HP: 855, A Avg: 999590, D Avg: 84379, [God Hand(179)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 878: HP: 912, STR: 289278, VIT: 478, SPD: 40, LUK: 1, Attack: 375806, Defense: 84367, Current HP: 912, A Avg: 999643, D Avg: 84367, [Moon Knuckle(153)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 877: HP: 560, STR: 289281, VIT: 870, SPD: 40, LUK: 1, Attack: 375809, Defense: 87658, Current HP: 560, A Avg: 999651, D Avg: 87658, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 876: HP: 1164, STR: 406562, VIT: 704, SPD: 40, LUK: 1, Attack: 492440, Defense: 85438, Current HP: 1164, A Avg: 999653, D Avg: 85438, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 875: HP: 3420, STR: 289958, VIT: 924, SPD: 47, LUK: 1, Attack: 375810, Defense: 86841, Current HP: 3420, A Avg: 999654, D Avg: 86841, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 874: HP: 703, STR: 406908, VIT: 523, SPD: 42, LUK: 1, Attack: 492448, Defense: 84548, Current HP: 703, A Avg: 999669, D Avg: 84548, [Zodiac(184)[230, 230, 230], Conductive Barrier(208)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 873: HP: 1026, STR: 406929, VIT: 598, SPD: 40, LUK: 1, Attack: 492469, Defense: 84838, Current HP: 1026, A Avg: 999712, D Avg: 84838, [Zodiac(184)[230, 230, 230], Dragon's Wings(216)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 872: HP: 820, STR: 289305, VIT: 486, SPD: 40, LUK: 1, Attack: 375833, Defense: 84492, Current HP: 820, A Avg: 999715, D Avg: 84492, [Moon Knuckle(153)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 871: HP: 627, STR: 288822, VIT: 171, SPD: 40, LUK: 1, Attack: 375873, Defense: 84177, Current HP: 627, A Avg: 999822, D Avg: 84177, [Tekken(188)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 870: HP: 608, STR: 288822, VIT: 2006, SPD: 40, LUK: 1, Attack: 375873, Defense: 87676, Current HP: 608, A Avg: 999822, D Avg: 87676, [Tekken(188)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 869: HP: 1064, STR: 291570, VIT: 217, SPD: 40, LUK: 1, Attack: 375888, Defense: 88045, Current HP: 1064, A Avg: 999862, D Avg: 88045, [Ruby Knuckle(151)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 868: HP: 1036, STR: 407005, VIT: 675, SPD: 40, LUK: 1, Attack: 492545, Defense: 86293, Current HP: 1036, A Avg: 999866, D Avg: 86293, [Zodiac(184)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 867: HP: 885, STR: 407009, VIT: 853, SPD: 40, LUK: 1, Attack: 492549, Defense: 85691, Current HP: 885, A Avg: 999874, D Avg: 85691, [Zodiac(184)[230, 230, 230], Bulletproof Shield(235)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 866: HP: 1288, STR: 290966, VIT: 472, SPD: 40, LUK: 1, Attack: 375895, Defense: 86688, Current HP: 1288, A Avg: 999880, D Avg: 86688, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 865: HP: 1288, STR: 290966, VIT: 472, SPD: 40, LUK: 1, Attack: 375895, Defense: 86688, Current HP: 1288, A Avg: 999880, D Avg: 86688, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 864: HP: 1542, STR: 407588, VIT: 180, SPD: 42, LUK: 1, Attack: 492554, Defense: 86968, Current HP: 1542, A Avg: 999884, D Avg: 86968, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 863: HP: 1026, STR: 407051, VIT: 639, SPD: 40, LUK: 1, Attack: 492591, Defense: 85503, Current HP: 1026, A Avg: 999959, D Avg: 85503, [Zodiac(184)[230, 230, 230], Dragon's Head(217)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 862: HP: 950, STR: 407051, VIT: 646, SPD: 42, LUK: 1, Attack: 492591, Defense: 85068, Current HP: 950, A Avg: 999959, D Avg: 85068, [Zodiac(184)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 861: HP: 1121, STR: 290052, VIT: 555, SPD: 40, LUK: 1, Attack: 375930, Defense: 84444, Current HP: 1121, A Avg: 999973, D Avg: 84444, [God Hand(179)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 860: HP: 1516, STR: 291009, VIT: 510, SPD: 40, LUK: 1, Attack: 375938, Defense: 86726, Current HP: 1516, A Avg: 999995, D Avg: 86726, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 859: HP: 1029, STR: 290079, VIT: 563, SPD: 40, LUK: 1, Attack: 375957, Defense: 84569, Current HP: 1029, A Avg: 1000045, D Avg: 84569, [God Hand(179)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 858: HP: 1026, STR: 407114, VIT: 894, SPD: 40, LUK: 1, Attack: 492654, Defense: 87695, Current HP: 1026, A Avg: 1000087, D Avg: 87695, [Zodiac(184)[230, 230, 230], Riot(236)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 857: HP: 737, STR: 288924, VIT: 171, SPD: 40, LUK: 1, Attack: 375975, Defense: 84671, Current HP: 737, A Avg: 1000093, D Avg: 84671, [Tekken(188)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 856: HP: 1364, STR: 290941, VIT: 718, SPD: 50, LUK: 1, Attack: 375984, Defense: 84854, Current HP: 1364, A Avg: 1000117, D Avg: 84854, [White Snake(160)[230, 230, 230], Magnum(237)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 855: HP: 1501, STR: 291502, VIT: 795, SPD: 40, LUK: 1, Attack: 376002, Defense: 85659, Current HP: 1501, A Avg: 1000165, D Avg: 85659, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 854: HP: 1406, STR: 291502, VIT: 778, SPD: 40, LUK: 1, Attack: 376002, Defense: 85642, Current HP: 1406, A Avg: 1000165, D Avg: 85642, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 853: HP: 1501, STR: 291502, VIT: 877, SPD: 40, LUK: 1, Attack: 376002, Defense: 85741, Current HP: 1501, A Avg: 1000165, D Avg: 85741, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 852: HP: 1501, STR: 291502, VIT: 795, SPD: 40, LUK: 1, Attack: 376002, Defense: 85659, Current HP: 1501, A Avg: 1000165, D Avg: 85659, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 851: HP: 1444, STR: 289782, VIT: 259, SPD: 40, LUK: 1, Attack: 376024, Defense: 85487, Current HP: 1444, A Avg: 1000223, D Avg: 85487, [Droid Hammer(177)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 850: HP: 1288, STR: 291110, VIT: 387, SPD: 40, LUK: 1, Attack: 376039, Defense: 86603, Current HP: 1288, A Avg: 1000263, D Avg: 86603, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 849: HP: 874, STR: 290502, VIT: 880, SPD: 40, LUK: 1, Attack: 376055, Defense: 86108, Current HP: 874, A Avg: 1000306, D Avg: 86108, [Hammer of Justice(186)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 848: HP: 1615, STR: 292068, VIT: 560, SPD: 50, LUK: 1, Attack: 376068, Defense: 87348, Current HP: 1615, A Avg: 1000340, D Avg: 87348, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 847: HP: 874, STR: 291585, VIT: 171, SPD: 40, LUK: 1, Attack: 376098, Defense: 87999, Current HP: 874, A Avg: 1000420, D Avg: 87999, [Maximum Iron Mass(123)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 846: HP: 1178, STR: 407509, VIT: 710, SPD: 42, LUK: 1, Attack: 492843, Defense: 85054, Current HP: 1178, A Avg: 1000471, D Avg: 85054, [Impulse(166)[230, 230, 230], V Magnum(238)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 845: HP: 608, STR: 291282, VIT: 86, SPD: 40, LUK: 1, Attack: 376123, Defense: 87914, Current HP: 608, A Avg: 1000487, D Avg: 87914, [Grand Slam(163)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 844: HP: 1406, STR: 291646, VIT: 846, SPD: 40, LUK: 1, Attack: 376146, Defense: 85710, Current HP: 1406, A Avg: 1000548, D Avg: 85710, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 843: HP: 1406, STR: 291646, VIT: 846, SPD: 40, LUK: 1, Attack: 376146, Defense: 85710, Current HP: 1406, A Avg: 1000548, D Avg: 85710, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 842: HP: 1216, STR: 291322, VIT: 608, SPD: 50, LUK: 1, Attack: 376147, Defense: 84952, Current HP: 1216, A Avg: 1000551, D Avg: 84952, [Kraken(145)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 841: HP: 1178, STR: 289122, VIT: 982, SPD: 40, LUK: 1, Attack: 376173, Defense: 88550, Current HP: 1178, A Avg: 1000620, D Avg: 88550, [Tekken(188)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 840: HP: 627, STR: 289128, VIT: 132, SPD: 40, LUK: 1, Attack: 376179, Defense: 83995, Current HP: 627, A Avg: 1000636, D Avg: 83995, [Tekken(188)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 839: HP: 741, STR: 407391, VIT: 716, SPD: 40, LUK: 1, Attack: 492931, Defense: 85307, Current HP: 741, A Avg: 1000649, D Avg: 85307, [Zodiac(184)[230, 230, 230], Black Hole(229)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 838: HP: 969, STR: 407391, VIT: 755, SPD: 40, LUK: 1, Attack: 492931, Defense: 87673, Current HP: 969, A Avg: 1000649, D Avg: 87673, [Zodiac(184)[230, 230, 230], White Hole(230)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 837: HP: 1634, STR: 291690, VIT: 884, SPD: 40, LUK: 1, Attack: 376190, Defense: 85748, Current HP: 1634, A Avg: 1000665, D Avg: 85748, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 836: HP: 1881, STR: 292086, VIT: 561, SPD: 50, LUK: 1, Attack: 376196, Defense: 87349, Current HP: 1881, A Avg: 1000681, D Avg: 87349, [Serpent(144)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 835: HP: 1862, STR: 292086, VIT: 560, SPD: 50, LUK: 1, Attack: 376207, Defense: 87348, Current HP: 1862, A Avg: 1000710, D Avg: 87348, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 834: HP: 740, STR: 291650, VIT: 171, SPD: 40, LUK: 1, Attack: 376228, Defense: 84190, Current HP: 740, A Avg: 1000766, D Avg: 84190, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 833: HP: 640, STR: 291650, VIT: 155, SPD: 40, LUK: 1, Attack: 376228, Defense: 84174, Current HP: 640, A Avg: 1000766, D Avg: 84174, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 832: HP: 740, STR: 291650, VIT: 248, SPD: 40, LUK: 1, Attack: 376228, Defense: 84267, Current HP: 740, A Avg: 1000766, D Avg: 84267, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 831: HP: 740, STR: 291650, VIT: 171, SPD: 40, LUK: 1, Attack: 376228, Defense: 84190, Current HP: 740, A Avg: 1000766, D Avg: 84190, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 830: HP: 1460, STR: 407500, VIT: 764, SPD: 40, LUK: 1, Attack: 493040, Defense: 86876, Current HP: 1460, A Avg: 1000871, D Avg: 86876, [Zodiac(184)[230, 230, 230], Goblin Hand(250)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 829: HP: 855, STR: 291600, VIT: 140, SPD: 40, LUK: 1, Attack: 376282, Defense: 87968, Current HP: 855, A Avg: 1000910, D Avg: 87968, [Thunder Whip(143)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 828: HP: 1083, STR: 407542, VIT: 924, SPD: 40, LUK: 1, Attack: 493082, Defense: 85918, Current HP: 1083, A Avg: 1000956, D Avg: 85918, [Zodiac(184)[230, 230, 230], Metalization(228)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 827: HP: 1040, STR: 289785, VIT: 1254, SPD: 47, LUK: 1, Attack: 376313, Defense: 88042, Current HP: 1040, A Avg: 1000992, D Avg: 88042, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 826: HP: 893, STR: 289272, VIT: 171, SPD: 40, LUK: 1, Attack: 376323, Defense: 84060, Current HP: 893, A Avg: 1001019, D Avg: 84060, [Tekken(188)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 825: HP: 1083, STR: 289839, VIT: 921, SPD: 42, LUK: 1, Attack: 376328, Defense: 85343, Current HP: 1083, A Avg: 1001032, D Avg: 85343, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 824: HP: 1083, STR: 289839, VIT: 921, SPD: 42, LUK: 1, Attack: 376328, Defense: 85343, Current HP: 1083, A Avg: 1001032, D Avg: 85343, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 823: HP: 801, STR: 289299, VIT: 179, SPD: 40, LUK: 1, Attack: 376350, Defense: 84185, Current HP: 801, A Avg: 1001090, D Avg: 84185, [Tekken(188)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 822: HP: 1164, STR: 407290, VIT: 624, SPD: 40, LUK: 1, Attack: 493168, Defense: 85358, Current HP: 1164, A Avg: 1001131, D Avg: 85358, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 821: HP: 640, STR: 291794, VIT: 219, SPD: 40, LUK: 1, Attack: 376372, Defense: 84238, Current HP: 640, A Avg: 1001149, D Avg: 84238, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 820: HP: 640, STR: 291794, VIT: 219, SPD: 40, LUK: 1, Attack: 376372, Defense: 84238, Current HP: 640, A Avg: 1001149, D Avg: 84238, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 819: HP: 880, STR: 291837, VIT: 254, SPD: 40, LUK: 1, Attack: 376415, Defense: 84273, Current HP: 880, A Avg: 1001263, D Avg: 84273, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 818: HP: 1102, STR: 290070, VIT: 371, SPD: 40, LUK: 1, Attack: 376416, Defense: 84559, Current HP: 1102, A Avg: 1001266, D Avg: 84559, [Progress(147)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 817: HP: 1083, STR: 291774, VIT: 294, SPD: 40, LUK: 1, Attack: 376424, Defense: 88122, Current HP: 1083, A Avg: 1001287, D Avg: 88122, [Diamond Knuckle(152)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 816: HP: 1364, STR: 291387, VIT: 718, SPD: 50, LUK: 1, Attack: 376430, Defense: 85062, Current HP: 1364, A Avg: 1001303, D Avg: 85062, [White Snake(160)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 815: HP: 1637, STR: 291474, VIT: 212, SPD: 42, LUK: 1, Attack: 376440, Defense: 87000, Current HP: 1637, A Avg: 1001330, D Avg: 87000, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 814: HP: 1542, STR: 291474, VIT: 196, SPD: 42, LUK: 1, Attack: 376440, Defense: 86984, Current HP: 1542, A Avg: 1001330, D Avg: 86984, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 813: HP: 1637, STR: 291474, VIT: 289, SPD: 42, LUK: 1, Attack: 376440, Defense: 87077, Current HP: 1637, A Avg: 1001330, D Avg: 87077, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 812: HP: 1637, STR: 291474, VIT: 212, SPD: 42, LUK: 1, Attack: 376440, Defense: 87000, Current HP: 1637, A Avg: 1001330, D Avg: 87000, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
