Rank 1000: HP: 950, STR: 5437, VIT: 193, SPD: 76, LUK: 1, Attack: 89336, Defense: 88021, Current HP: 950, A Avg: 111670, D Avg: 88021, [Sylph(119)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 904: HP: 7018, STR: 2985, VIT: 1409, SPD: 72, LUK: 1, Attack: 88798, Defense: 85649, Current HP: 7018, A Avg: 111885, D Avg: 85649, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 903: HP: 1738, STR: 634, VIT: 561, SPD: 72, LUK: 1, Attack: 88801, Defense: 84450, Current HP: 1738, A Avg: 111889, D Avg: 84450, [Basic(169)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 902: HP: 1540, STR: 5016, VIT: 979, SPD: 81, LUK: 1, Attack: 89516, Defense: 85115, Current HP: 1540, A Avg: 111895, D Avg: 85115, [Divine Dragon Sword(181)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 901: HP: 1628, STR: 644, VIT: 1331, SPD: 72, LUK: 1, Attack: 88811, Defense: 86325, Current HP: 1628, A Avg: 111901, D Avg: 86325, [Basic(169)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 900: HP: 2728, STR: 3889, VIT: 967, SPD: 72, LUK: 1, Attack: 88812, Defense: 88795, Current HP: 2728, A Avg: 111903, D Avg: 88795, [Pangaea(164)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 899: HP: 1140, STR: 4004, VIT: 1082, SPD: 81, LUK: 1, Attack: 89544, Defense: 85107, Current HP: 1140, A Avg: 111930, D Avg: 85107, [Zodiac(184)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 898: HP: 1380, STR: 5580, VIT: 187, SPD: 76, LUK: 1, Attack: 89547, Defense: 88015, Current HP: 1380, A Avg: 111933, D Avg: 88015, [Phantom Sword(117)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 897: HP: 1900, STR: 3578, VIT: 804, SPD: 76, LUK: 1, Attack: 89547, Defense: 86032, Current HP: 1900, A Avg: 111933, D Avg: 86032, [Fire Chariot(138)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 896: HP: 960, STR: 5560, VIT: 251, SPD: 76, LUK: 1, Attack: 89553, Defense: 88079, Current HP: 960, A Avg: 111941, D Avg: 88079, [Wooden Boomerang(167)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 895: HP: 1160, STR: 4015, VIT: 1082, SPD: 76, LUK: 1, Attack: 89555, Defense: 85088, Current HP: 1160, A Avg: 111943, D Avg: 85088, [Zodiac(184)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 894: HP: 1140, STR: 4015, VIT: 4664, SPD: 76, LUK: 1, Attack: 89555, Defense: 90334, Current HP: 1140, A Avg: 111943, D Avg: 90334, [Zodiac(184)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 893: HP: 1121, STR: 3677, VIT: 4390, SPD: 72, LUK: 1, Attack: 89555, Defense: 90060, Current HP: 1121, A Avg: 111943, D Avg: 90060, [God Hand(179)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 892: HP: 1680, STR: 4017, VIT: 1227, SPD: 76, LUK: 1, Attack: 89557, Defense: 85467, Current HP: 1680, A Avg: 111946, D Avg: 85467, [Zodiac(184)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 891: HP: 1408, STR: 2359, VIT: 1975, SPD: 72, LUK: 1, Attack: 88848, Defense: 86163, Current HP: 1408, A Avg: 111948, D Avg: 86163, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 890: HP: 1804, STR: 2971, VIT: 3431, SPD: 72, LUK: 1, Attack: 88849, Defense: 90999, Current HP: 1804, A Avg: 111949, D Avg: 90999, [Blue Sword(180)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 889: HP: 1544, STR: 683, VIT: 574, SPD: 72, LUK: 1, Attack: 88850, Defense: 84580, Current HP: 1544, A Avg: 111951, D Avg: 84580, [Basic(169)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 888: HP: 7332, STR: 3046, VIT: 1695, SPD: 72, LUK: 1, Attack: 88859, Defense: 87313, Current HP: 7332, A Avg: 111962, D Avg: 87313, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 887: HP: 6811, STR: 3048, VIT: 2030, SPD: 72, LUK: 1, Attack: 88861, Defense: 86868, Current HP: 6811, A Avg: 111964, D Avg: 86868, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 886: HP: 1868, STR: 3824, VIT: 727, SPD: 76, LUK: 1, Attack: 89572, Defense: 85955, Current HP: 1868, A Avg: 111965, D Avg: 85955, [Scythe of the Grim Reaper(148)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 885: HP: 940, STR: 5191, VIT: 1672, SPD: 76, LUK: 1, Attack: 89579, Defense: 89500, Current HP: 940, A Avg: 111973, D Avg: 89500, [Encryption Key(173)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 884: HP: 1364, STR: 3328, VIT: 1424, SPD: 76, LUK: 1, Attack: 88868, Defense: 85768, Current HP: 1364, A Avg: 111973, D Avg: 85768, [Zodiac(184)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 883: HP: 960, STR: 5574, VIT: 176, SPD: 76, LUK: 1, Attack: 89580, Defense: 88004, Current HP: 960, A Avg: 111975, D Avg: 88004, [Great Iron Mass(122)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 882: HP: 7018, STR: 3064, VIT: 1528, SPD: 72, LUK: 1, Attack: 88877, Defense: 86392, Current HP: 7018, A Avg: 111985, D Avg: 86392, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 881: HP: 6930, STR: 3064, VIT: 1596, SPD: 76, LUK: 1, Attack: 88877, Defense: 86018, Current HP: 6930, A Avg: 111985, D Avg: 86018, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 880: HP: 940, STR: 2543, VIT: 176, SPD: 81, LUK: 1, Attack: 89594, Defense: 84312, Current HP: 940, A Avg: 111992, D Avg: 84312, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 879: HP: 1144, STR: 4307, VIT: 280, SPD: 72, LUK: 1, Attack: 88885, Defense: 84468, Current HP: 1144, A Avg: 111995, D Avg: 84468, [Magical(187)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 878: HP: 940, STR: 5479, VIT: 176, SPD: 76, LUK: 1, Attack: 89602, Defense: 88004, Current HP: 940, A Avg: 112002, D Avg: 88004, [Pinpoint(112)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 877: HP: 2684, STR: 2546, VIT: 1596, SPD: 72, LUK: 1, Attack: 88892, Defense: 86824, Current HP: 2684, A Avg: 112003, D Avg: 86824, [Progress(147)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 876: HP: 6446, STR: 3080, VIT: 1240, SPD: 72, LUK: 1, Attack: 88893, Defense: 85246, Current HP: 6446, A Avg: 112005, D Avg: 85246, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 875: HP: 6424, STR: 3080, VIT: 6718, SPD: 72, LUK: 1, Attack: 88893, Defense: 92388, Current HP: 6424, A Avg: 112005, D Avg: 92388, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 874: HP: 1144, STR: 1859, VIT: 280, SPD: 72, LUK: 1, Attack: 88910, Defense: 84468, Current HP: 1144, A Avg: 112026, D Avg: 84468, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 873: HP: 1650, STR: 4073, VIT: 967, SPD: 72, LUK: 1, Attack: 88911, Defense: 88795, Current HP: 1650, A Avg: 112027, D Avg: 88795, [Willow Blade(157)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 872: HP: 960, STR: 3099, VIT: 775, SPD: 81, LUK: 1, Attack: 89627, Defense: 85119, Current HP: 960, A Avg: 112033, D Avg: 85119, [Moon Knuckle(153)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 871: HP: 1860, STR: 3283, VIT: 717, SPD: 81, LUK: 1, Attack: 89629, Defense: 85061, Current HP: 1860, A Avg: 112036, D Avg: 85061, [Progress(147)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 870: HP: 987, STR: 5059, VIT: 176, SPD: 76, LUK: 1, Attack: 89637, Defense: 83899, Current HP: 987, A Avg: 112046, D Avg: 83899, [Magical(187)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 869: HP: 987, STR: 5059, VIT: 176, SPD: 76, LUK: 1, Attack: 89637, Defense: 83909, Current HP: 987, A Avg: 112046, D Avg: 83909, [Magical(187)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 868: HP: 940, STR: 5059, VIT: 196, SPD: 76, LUK: 1, Attack: 89637, Defense: 84065, Current HP: 940, A Avg: 112046, D Avg: 84065, [Magical(187)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 867: HP: 940, STR: 5059, VIT: 201, SPD: 76, LUK: 1, Attack: 89637, Defense: 84005, Current HP: 940, A Avg: 112046, D Avg: 84005, [Magical(187)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 866: HP: 940, STR: 5059, VIT: 266, SPD: 76, LUK: 1, Attack: 89637, Defense: 84129, Current HP: 940, A Avg: 112046, D Avg: 84129, [Magical(187)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 865: HP: 940, STR: 5059, VIT: 284, SPD: 76, LUK: 1, Attack: 89637, Defense: 84173, Current HP: 940, A Avg: 112046, D Avg: 84173, [Magical(187)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 864: HP: 987, STR: 5059, VIT: 334, SPD: 76, LUK: 1, Attack: 89637, Defense: 84210, Current HP: 987, A Avg: 112046, D Avg: 84210, [Magical(187)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 863: HP: 1400, STR: 5059, VIT: 424, SPD: 76, LUK: 1, Attack: 89637, Defense: 84261, Current HP: 1400, A Avg: 112046, D Avg: 84261, [Magical(187)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 862: HP: 1050, STR: 5059, VIT: 260, SPD: 76, LUK: 1, Attack: 89637, Defense: 84032, Current HP: 1050, A Avg: 112046, D Avg: 84032, [Magical(187)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 861: HP: 1020, STR: 5059, VIT: 275, SPD: 76, LUK: 1, Attack: 89637, Defense: 84203, Current HP: 1020, A Avg: 112046, D Avg: 84203, [Magical(187)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 860: HP: 1738, STR: 5059, VIT: 567, SPD: 76, LUK: 1, Attack: 89637, Defense: 85129, Current HP: 1738, A Avg: 112046, D Avg: 85129, [Magical(187)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 859: HP: 1684, STR: 5059, VIT: 266, SPD: 76, LUK: 1, Attack: 89637, Defense: 84194, Current HP: 1684, A Avg: 112046, D Avg: 84194, [Magical(187)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 858: HP: 987, STR: 5059, VIT: 955, SPD: 76, LUK: 1, Attack: 89637, Defense: 87743, Current HP: 987, A Avg: 112046, D Avg: 87743, [Magical(187)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 857: HP: 3260, STR: 5059, VIT: 187, SPD: 76, LUK: 1, Attack: 89637, Defense: 86104, Current HP: 3260, A Avg: 112046, D Avg: 86104, [Magical(187)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 856: HP: 1978, STR: 5059, VIT: 659, SPD: 76, LUK: 1, Attack: 89637, Defense: 85393, Current HP: 1978, A Avg: 112046, D Avg: 85393, [Magical(187)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 855: HP: 1596, STR: 5059, VIT: 567, SPD: 76, LUK: 1, Attack: 89637, Defense: 86042, Current HP: 1596, A Avg: 112046, D Avg: 86042, [Magical(187)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 854: HP: 1140, STR: 5059, VIT: 979, SPD: 76, LUK: 1, Attack: 89637, Defense: 85947, Current HP: 1140, A Avg: 112046, D Avg: 85947, [Magical(187)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 853: HP: 1060, STR: 5059, VIT: 1043, SPD: 76, LUK: 1, Attack: 89637, Defense: 87883, Current HP: 1060, A Avg: 112046, D Avg: 87883, [Magical(187)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 852: HP: 2373, STR: 5059, VIT: 850, SPD: 76, LUK: 1, Attack: 89637, Defense: 88275, Current HP: 2373, A Avg: 112046, D Avg: 88275, [Magical(187)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 851: HP: 940, STR: 5059, VIT: 176, SPD: 76, LUK: 1, Attack: 89637, Defense: 86965, Current HP: 940, A Avg: 112046, D Avg: 86965, [Magical(187)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 850: HP: 940, STR: 5059, VIT: 1672, SPD: 76, LUK: 1, Attack: 89637, Defense: 91450, Current HP: 940, A Avg: 112046, D Avg: 91450, [Magical(187)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 849: HP: 1440, STR: 5059, VIT: 2347, SPD: 76, LUK: 1, Attack: 89637, Defense: 89135, Current HP: 1440, A Avg: 112046, D Avg: 89135, [Magical(187)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 848: HP: 1240, STR: 5059, VIT: 792, SPD: 81, LUK: 1, Attack: 89637, Defense: 86670, Current HP: 1240, A Avg: 112046, D Avg: 86670, [Magical(187)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 847: HP: 2236, STR: 5059, VIT: 752, SPD: 76, LUK: 1, Attack: 89637, Defense: 86968, Current HP: 2236, A Avg: 112046, D Avg: 86968, [Magical(187)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 846: HP: 1407, STR: 5059, VIT: 816, SPD: 76, LUK: 1, Attack: 89637, Defense: 87851, Current HP: 1407, A Avg: 112046, D Avg: 87851, [Magical(187)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 845: HP: 987, STR: 5059, VIT: 1074, SPD: 76, LUK: 1, Attack: 89637, Defense: 88122, Current HP: 987, A Avg: 112046, D Avg: 88122, [Magical(187)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 844: HP: 1650, STR: 3457, VIT: 878, SPD: 72, LUK: 1, Attack: 88932, Defense: 88706, Current HP: 1650, A Avg: 112054, D Avg: 88706, [Elemental(121)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 843: HP: 940, STR: 5560, VIT: 193, SPD: 76, LUK: 1, Attack: 89644, Defense: 88021, Current HP: 940, A Avg: 112055, D Avg: 88021, [Phantom Scythe(116)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 842: HP: 7018, STR: 3120, VIT: 2149, SPD: 72, LUK: 1, Attack: 88933, Defense: 88950, Current HP: 7018, A Avg: 112055, D Avg: 88950, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 841: HP: 3344, STR: 2588, VIT: 1107, SPD: 76, LUK: 1, Attack: 88934, Defense: 87895, Current HP: 3344, A Avg: 112056, D Avg: 87895, [Progress(147)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 840: HP: 1188, STR: 3059, VIT: 1960, SPD: 72, LUK: 1, Attack: 88937, Defense: 86551, Current HP: 1188, A Avg: 112060, D Avg: 86551, [Blue Sword(180)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 839: HP: 1672, STR: 3059, VIT: 2074, SPD: 72, LUK: 1, Attack: 88937, Defense: 88992, Current HP: 1672, A Avg: 112060, D Avg: 88992, [Blue Sword(180)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 838: HP: 1738, STR: 3607, VIT: 993, SPD: 72, LUK: 1, Attack: 88939, Defense: 88821, Current HP: 1738, A Avg: 112063, D Avg: 88821, [Tower(149)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 837: HP: 2484, STR: 3068, VIT: 2038, SPD: 72, LUK: 1, Attack: 88946, Defense: 88150, Current HP: 2484, A Avg: 112071, D Avg: 88150, [Blue Sword(180)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 836: HP: 940, STR: 4730, VIT: 176, SPD: 81, LUK: 1, Attack: 89659, Defense: 84312, Current HP: 940, A Avg: 112073, D Avg: 84312, [Jack Knife(185)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 835: HP: 1759, STR: 4120, VIT: 1380, SPD: 76, LUK: 1, Attack: 89660, Defense: 86998, Current HP: 1759, A Avg: 112075, D Avg: 86998, [Zodiac(184)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 834: HP: 1492, STR: 4122, VIT: 1641, SPD: 76, LUK: 1, Attack: 89662, Defense: 86479, Current HP: 1492, A Avg: 112077, D Avg: 86479, [Zodiac(184)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 833: HP: 1284, STR: 5086, VIT: 433, SPD: 76, LUK: 1, Attack: 89664, Defense: 84374, Current HP: 1284, A Avg: 112080, D Avg: 84374, [Magical(187)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 832: HP: 1166, STR: 3077, VIT: 1323, SPD: 72, LUK: 1, Attack: 88955, Defense: 85186, Current HP: 1166, A Avg: 112083, D Avg: 85186, [Blue Sword(180)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 831: HP: 1694, STR: 2431, VIT: 1684, SPD: 72, LUK: 1, Attack: 88959, Defense: 86912, Current HP: 1694, A Avg: 112088, D Avg: 86912, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 830: HP: 1584, STR: 3084, VIT: 2241, SPD: 72, LUK: 1, Attack: 88962, Defense: 87235, Current HP: 1584, A Avg: 112092, D Avg: 87235, [Blue Sword(180)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 829: HP: 940, STR: 5684, VIT: 408, SPD: 76, LUK: 1, Attack: 89684, Defense: 88236, Current HP: 940, A Avg: 112105, D Avg: 88236, [Kirisame(129)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 828: HP: 1680, STR: 4149, VIT: 1306, SPD: 76, LUK: 1, Attack: 89689, Defense: 86170, Current HP: 1680, A Avg: 112111, D Avg: 86170, [Zodiac(184)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 827: HP: 1600, STR: 4149, VIT: 1315, SPD: 81, LUK: 1, Attack: 89689, Defense: 85737, Current HP: 1600, A Avg: 112111, D Avg: 85737, [Zodiac(184)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 826: HP: 6661, STR: 3172, VIT: 1240, SPD: 72, LUK: 1, Attack: 88985, Defense: 85740, Current HP: 6661, A Avg: 112121, D Avg: 85740, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 825: HP: 1940, STR: 4368, VIT: 1200, SPD: 76, LUK: 1, Attack: 89702, Defense: 85388, Current HP: 1940, A Avg: 112127, D Avg: 85388, [Impulse(166)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 824: HP: 1356, STR: 4166, VIT: 1082, SPD: 76, LUK: 1, Attack: 89706, Defense: 85582, Current HP: 1356, A Avg: 112132, D Avg: 85582, [Zodiac(184)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 823: HP: 2354, STR: 2480, VIT: 1195, SPD: 76, LUK: 1, Attack: 89008, Defense: 87983, Current HP: 2354, A Avg: 112150, D Avg: 87983, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 822: HP: 2496, STR: 4082, VIT: 1327, SPD: 76, LUK: 1, Attack: 89726, Defense: 86555, Current HP: 2496, A Avg: 112157, D Avg: 86555, [Gladius(162)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 821: HP: 1976, STR: 5230, VIT: 1288, SPD: 72, LUK: 1, Attack: 89730, Defense: 86152, Current HP: 1976, A Avg: 112162, D Avg: 86152, [Divine Dragon Sword(181)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 820: HP: 1420, STR: 4183, VIT: 1564, SPD: 76, LUK: 1, Attack: 89736, Defense: 86792, Current HP: 1420, A Avg: 112170, D Avg: 86792, [Hammer of Justice(186)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 819: HP: 940, STR: 5588, VIT: 251, SPD: 76, LUK: 1, Attack: 89737, Defense: 88079, Current HP: 940, A Avg: 112171, D Avg: 88079, [Giant Tornado(114)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 818: HP: 2500, STR: 3774, VIT: 484, SPD: 81, LUK: 1, Attack: 89743, Defense: 87272, Current HP: 2500, A Avg: 112178, D Avg: 87272, [Fire Chariot(138)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 817: HP: 2468, STR: 4012, VIT: 408, SPD: 81, LUK: 1, Attack: 89760, Defense: 87196, Current HP: 2468, A Avg: 112200, D Avg: 87196, [Scythe of the Grim Reaper(148)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 816: HP: 1400, STR: 5821, VIT: 550, SPD: 76, LUK: 1, Attack: 89762, Defense: 88378, Current HP: 1400, A Avg: 112202, D Avg: 88378, [Rusty Knife(156)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 815: HP: 940, STR: 5192, VIT: 334, SPD: 81, LUK: 1, Attack: 89770, Defense: 84359, Current HP: 940, A Avg: 112212, D Avg: 84359, [Magical(187)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 814: HP: 7084, STR: 3250, VIT: 3234, SPD: 72, LUK: 1, Attack: 89063, Defense: 90802, Current HP: 7084, A Avg: 112219, D Avg: 90802, [Spear of Regression(182)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 813: HP: 960, STR: 3253, VIT: 775, SPD: 76, LUK: 1, Attack: 89781, Defense: 84963, Current HP: 960, A Avg: 112226, D Avg: 84963, [Moon Knuckle(153)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 812: HP: 1480, STR: 5205, VIT: 435, SPD: 76, LUK: 1, Attack: 89783, Defense: 84675, Current HP: 1480, A Avg: 112228, D Avg: 84675, [Magical(187)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 811: HP: 1680, STR: 4244, VIT: 1720, SPD: 76, LUK: 1, Attack: 89784, Defense: 88521, Current HP: 1680, A Avg: 112230, D Avg: 88521, [Zodiac(184)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 810: HP: 1860, STR: 3444, VIT: 717, SPD: 76, LUK: 1, Attack: 89790, Defense: 84905, Current HP: 1860, A Avg: 112237, D Avg: 84905, [Progress(147)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 809: HP: 1420, STR: 5698, VIT: 409, SPD: 76, LUK: 1, Attack: 89808, Defense: 88237, Current HP: 1420, A Avg: 112260, D Avg: 88237, [Serpent(144)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 808: HP: 1364, STR: 3559, VIT: 1424, SPD: 72, LUK: 1, Attack: 89099, Defense: 85612, Current HP: 1364, A Avg: 112264, D Avg: 85612, [Zodiac(184)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
