Rank 1000: HP: 1155, STR: 540554, VIT: 806, SPD: 56, LUK: 1, Attack: 624976, Defense: 87646, Current HP: 1155, A Avg: 1268701, D Avg: 87646, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 903: HP: 3724, STR: 541490, VIT: 788, SPD: 56, LUK: 1, Attack: 627342, Defense: 86705, Current HP: 3724, A Avg: 1273504, D Avg: 86705, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 902: HP: 1760, STR: 586197, VIT: 524, SPD: 56, LUK: 1, Attack: 670320, Defense: 86636, Current HP: 1760, A Avg: 1273608, D Avg: 86636, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 901: HP: 840, STR: 542614, VIT: 864, SPD: 56, LUK: 1, Attack: 627402, Defense: 84587, Current HP: 840, A Avg: 1273626, D Avg: 84587, [Pulse Knife(165)[630, 630, 630], Pot Lid(201)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 900: HP: 840, STR: 542614, VIT: 864, SPD: 56, LUK: 1, Attack: 627402, Defense: 84597, Current HP: 840, A Avg: 1273626, D Avg: 84597, [Pulse Knife(165)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 899: HP: 798, STR: 542614, VIT: 926, SPD: 56, LUK: 1, Attack: 627402, Defense: 84795, Current HP: 798, A Avg: 1273626, D Avg: 84795, [Pulse Knife(165)[630, 630, 630], Wooden Shield(203)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 898: HP: 798, STR: 542614, VIT: 931, SPD: 56, LUK: 1, Attack: 627402, Defense: 84735, Current HP: 798, A Avg: 1273626, D Avg: 84735, [Pulse Knife(165)[630, 630, 630], Iron Shield(204)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 897: HP: 798, STR: 542614, VIT: 975, SPD: 56, LUK: 1, Attack: 627402, Defense: 84838, Current HP: 798, A Avg: 1273626, D Avg: 84838, [Pulse Knife(165)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 896: HP: 798, STR: 542614, VIT: 992, SPD: 56, LUK: 1, Attack: 627402, Defense: 84881, Current HP: 798, A Avg: 1273626, D Avg: 84881, [Pulse Knife(165)[630, 630, 630], Large iron Shield(206)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 895: HP: 840, STR: 542614, VIT: 980, SPD: 56, LUK: 1, Attack: 627402, Defense: 84856, Current HP: 840, A Avg: 1273626, D Avg: 84856, [Pulse Knife(165)[630, 630, 630], Magic Shield(207)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 894: HP: 1140, STR: 542614, VIT: 1091, SPD: 56, LUK: 1, Attack: 627402, Defense: 84928, Current HP: 1140, A Avg: 1273626, D Avg: 84928, [Pulse Knife(165)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 893: HP: 900, STR: 542614, VIT: 926, SPD: 56, LUK: 1, Attack: 627402, Defense: 84698, Current HP: 900, A Avg: 1273626, D Avg: 84698, [Pulse Knife(165)[630, 630, 630], Clear Shield(211)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 892: HP: 940, STR: 542614, VIT: 980, SPD: 56, LUK: 1, Attack: 627402, Defense: 84999, Current HP: 940, A Avg: 1273626, D Avg: 84999, [Pulse Knife(165)[630, 630, 630], Prism Shield(212)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 891: HP: 874, STR: 542614, VIT: 984, SPD: 56, LUK: 1, Attack: 627402, Defense: 84912, Current HP: 874, A Avg: 1273626, D Avg: 84912, [Pulse Knife(165)[630, 630, 630], Tower Shield(213)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 890: HP: 1416, STR: 542614, VIT: 1152, SPD: 56, LUK: 1, Attack: 627402, Defense: 85714, Current HP: 1416, A Avg: 1273626, D Avg: 85714, [Pulse Knife(165)[630, 630, 630], Slime Shield(221)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 889: HP: 1352, STR: 542614, VIT: 975, SPD: 56, LUK: 1, Attack: 627402, Defense: 84903, Current HP: 1352, A Avg: 1273626, D Avg: 84903, [Pulse Knife(165)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 888: HP: 840, STR: 542614, VIT: 1484, SPD: 56, LUK: 1, Attack: 627402, Defense: 88272, Current HP: 840, A Avg: 1273626, D Avg: 88272, [Pulse Knife(165)[630, 630, 630], Energy Shield(227)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 887: HP: 2717, STR: 542614, VIT: 918, SPD: 56, LUK: 1, Attack: 627402, Defense: 86835, Current HP: 2717, A Avg: 1273626, D Avg: 86835, [Pulse Knife(165)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 886: HP: 1624, STR: 542614, VIT: 1222, SPD: 56, LUK: 1, Attack: 627402, Defense: 85956, Current HP: 1624, A Avg: 1273626, D Avg: 85956, [Pulse Knife(165)[630, 630, 630], Slafield(232)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 885: HP: 1320, STR: 542614, VIT: 1152, SPD: 56, LUK: 1, Attack: 627402, Defense: 86627, Current HP: 1320, A Avg: 1273626, D Avg: 86627, [Pulse Knife(165)[630, 630, 630], Mist Shield(233)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 884: HP: 988, STR: 542614, VIT: 1496, SPD: 56, LUK: 1, Attack: 627402, Defense: 86464, Current HP: 988, A Avg: 1273626, D Avg: 86464, [Pulse Knife(165)[630, 630, 630], Huge Shield(234)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 883: HP: 912, STR: 542614, VIT: 1520, SPD: 56, LUK: 1, Attack: 627402, Defense: 88360, Current HP: 912, A Avg: 1273626, D Avg: 88360, [Pulse Knife(165)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 882: HP: 1860, STR: 542614, VIT: 1353, SPD: 56, LUK: 1, Attack: 627402, Defense: 88778, Current HP: 1860, A Avg: 1273626, D Avg: 88778, [Pulse Knife(165)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 881: HP: 798, STR: 542614, VIT: 864, SPD: 56, LUK: 1, Attack: 627402, Defense: 87653, Current HP: 798, A Avg: 1273626, D Avg: 87653, [Pulse Knife(165)[630, 630, 630], Graffiti(243)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 880: HP: 798, STR: 542614, VIT: 1952, SPD: 56, LUK: 1, Attack: 627402, Defense: 91730, Current HP: 798, A Avg: 1273626, D Avg: 91730, [Pulse Knife(165)[630, 630, 630], Blank Shield(244)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 879: HP: 1273, STR: 542614, VIT: 2533, SPD: 56, LUK: 1, Attack: 627402, Defense: 89321, Current HP: 1273, A Avg: 1273626, D Avg: 89321, [Pulse Knife(165)[630, 630, 630], Golem Shield(245)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 878: HP: 1083, STR: 542614, VIT: 1315, SPD: 59, LUK: 1, Attack: 627402, Defense: 87193, Current HP: 1083, A Avg: 1273626, D Avg: 87193, [Pulse Knife(165)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 877: HP: 1801, STR: 542614, VIT: 1349, SPD: 56, LUK: 1, Attack: 627402, Defense: 87565, Current HP: 1801, A Avg: 1273626, D Avg: 87565, [Pulse Knife(165)[630, 630, 630], King Shield(248)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 876: HP: 1240, STR: 542614, VIT: 1401, SPD: 56, LUK: 1, Attack: 627402, Defense: 88436, Current HP: 1240, A Avg: 1273626, D Avg: 88436, [Pulse Knife(165)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 875: HP: 840, STR: 542614, VIT: 1516, SPD: 56, LUK: 1, Attack: 627402, Defense: 88564, Current HP: 840, A Avg: 1273626, D Avg: 88564, [Pulse Knife(165)[630, 630, 630], Ghost shield(251)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 874: HP: 1178, STR: 586236, VIT: 652, SPD: 56, LUK: 1, Attack: 670359, Defense: 85646, Current HP: 1178, A Avg: 1273682, D Avg: 85646, [Pinpoint(112)[630, 630, 630], Metalization(228)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 873: HP: 1067, STR: 542656, VIT: 1099, SPD: 56, LUK: 1, Attack: 627444, Defense: 85040, Current HP: 1067, A Avg: 1273711, D Avg: 85040, [Pulse Knife(165)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 872: HP: 1504, STR: 541707, VIT: 572, SPD: 56, LUK: 1, Attack: 627455, Defense: 86190, Current HP: 1504, A Avg: 1273733, D Avg: 86190, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 871: HP: 3819, STR: 541606, VIT: 853, SPD: 56, LUK: 1, Attack: 627458, Defense: 86770, Current HP: 3819, A Avg: 1273739, D Avg: 86770, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 870: HP: 1634, STR: 386668, VIT: 579, SPD: 56, LUK: 1, Attack: 478854, Defense: 87497, Current HP: 1634, A Avg: 1273751, D Avg: 87497, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 869: HP: 1634, STR: 386668, VIT: 579, SPD: 56, LUK: 1, Attack: 478854, Defense: 87497, Current HP: 1634, A Avg: 1273751, D Avg: 87497, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 868: HP: 798, STR: 542778, VIT: 980, SPD: 59, LUK: 1, Attack: 627566, Defense: 85005, Current HP: 798, A Avg: 1273958, D Avg: 85005, [Pulse Knife(165)[630, 630, 630], Conductive Barrier(208)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 867: HP: 1216, STR: 542799, VIT: 1101, SPD: 56, LUK: 1, Attack: 627587, Defense: 85341, Current HP: 1216, A Avg: 1274001, D Avg: 85341, [Pulse Knife(165)[630, 630, 630], Dragon's Wings(216)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 866: HP: 1540, STR: 585889, VIT: 1011, SPD: 56, LUK: 1, Attack: 670539, Defense: 87799, Current HP: 1540, A Avg: 1274024, D Avg: 87799, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 865: HP: 1634, STR: 386812, VIT: 499, SPD: 56, LUK: 1, Attack: 478998, Defense: 87417, Current HP: 1634, A Avg: 1274134, D Avg: 87417, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 864: HP: 1862, STR: 386819, VIT: 662, SPD: 56, LUK: 1, Attack: 479005, Defense: 87580, Current HP: 1862, A Avg: 1274153, D Avg: 87580, [Big Bang(171)[630, 630, 630], White Hole(230)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 863: HP: 1256, STR: 542917, VIT: 1196, SPD: 56, LUK: 1, Attack: 627705, Defense: 86814, Current HP: 1256, A Avg: 1274241, D Avg: 86814, [Pulse Knife(165)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 862: HP: 1056, STR: 542921, VIT: 1424, SPD: 56, LUK: 1, Attack: 627709, Defense: 86262, Current HP: 1056, A Avg: 1274249, D Avg: 86262, [Pulse Knife(165)[630, 630, 630], Bulletproof Shield(235)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 861: HP: 1216, STR: 542963, VIT: 1159, SPD: 56, LUK: 1, Attack: 627751, Defense: 86023, Current HP: 1216, A Avg: 1274334, D Avg: 86023, [Pulse Knife(165)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 860: HP: 1140, STR: 542963, VIT: 1152, SPD: 59, LUK: 1, Attack: 627751, Defense: 85574, Current HP: 1140, A Avg: 1274334, D Avg: 85574, [Pulse Knife(165)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 859: HP: 760, STR: 541245, VIT: 1206, SPD: 56, LUK: 1, Attack: 627773, Defense: 87994, Current HP: 760, A Avg: 1274379, D Avg: 87994, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 858: HP: 1178, STR: 585912, VIT: 652, SPD: 56, LUK: 1, Attack: 670753, Defense: 85646, Current HP: 1178, A Avg: 1274430, D Avg: 85646, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 857: HP: 1216, STR: 543068, VIT: 1482, SPD: 56, LUK: 1, Attack: 627856, Defense: 88283, Current HP: 1216, A Avg: 1274547, D Avg: 88283, [Pulse Knife(165)[630, 630, 630], Riot(236)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 856: HP: 1539, STR: 543924, VIT: 320, SPD: 59, LUK: 1, Attack: 627924, Defense: 87108, Current HP: 1539, A Avg: 1274685, D Avg: 87108, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 855: HP: 1640, STR: 542698, VIT: 966, SPD: 56, LUK: 1, Attack: 628032, Defense: 84689, Current HP: 1640, A Avg: 1274904, D Avg: 84689, [Impulse(166)[630, 630, 630], Pot Lid(201)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 854: HP: 1640, STR: 542698, VIT: 966, SPD: 56, LUK: 1, Attack: 628032, Defense: 84699, Current HP: 1640, A Avg: 1274904, D Avg: 84699, [Impulse(166)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 853: HP: 1558, STR: 542698, VIT: 1035, SPD: 56, LUK: 1, Attack: 628032, Defense: 84904, Current HP: 1558, A Avg: 1274904, D Avg: 84904, [Impulse(166)[630, 630, 630], Wooden Shield(203)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 852: HP: 1558, STR: 542698, VIT: 1040, SPD: 56, LUK: 1, Attack: 628032, Defense: 84844, Current HP: 1558, A Avg: 1274904, D Avg: 84844, [Impulse(166)[630, 630, 630], Iron Shield(204)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 851: HP: 1558, STR: 542698, VIT: 1084, SPD: 56, LUK: 1, Attack: 628032, Defense: 84947, Current HP: 1558, A Avg: 1274904, D Avg: 84947, [Impulse(166)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 850: HP: 1558, STR: 542698, VIT: 1101, SPD: 56, LUK: 1, Attack: 628032, Defense: 84990, Current HP: 1558, A Avg: 1274904, D Avg: 84990, [Impulse(166)[630, 630, 630], Large iron Shield(206)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 849: HP: 1640, STR: 542698, VIT: 1083, SPD: 56, LUK: 1, Attack: 628032, Defense: 84959, Current HP: 1640, A Avg: 1274904, D Avg: 84959, [Impulse(166)[630, 630, 630], Magic Shield(207)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 848: HP: 1900, STR: 542698, VIT: 1200, SPD: 56, LUK: 1, Attack: 628032, Defense: 85037, Current HP: 1900, A Avg: 1274904, D Avg: 85037, [Impulse(166)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 847: HP: 1700, STR: 542698, VIT: 1028, SPD: 56, LUK: 1, Attack: 628032, Defense: 84800, Current HP: 1700, A Avg: 1274904, D Avg: 84800, [Impulse(166)[630, 630, 630], Clear Shield(211)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 846: HP: 1740, STR: 542698, VIT: 1083, SPD: 56, LUK: 1, Attack: 628032, Defense: 85102, Current HP: 1740, A Avg: 1274904, D Avg: 85102, [Impulse(166)[630, 630, 630], Prism Shield(212)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 845: HP: 1634, STR: 542698, VIT: 1093, SPD: 56, LUK: 1, Attack: 628032, Defense: 85021, Current HP: 1634, A Avg: 1274904, D Avg: 85021, [Impulse(166)[630, 630, 630], Tower Shield(213)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 844: HP: 2216, STR: 542698, VIT: 1254, SPD: 56, LUK: 1, Attack: 628032, Defense: 85816, Current HP: 2216, A Avg: 1274904, D Avg: 85816, [Impulse(166)[630, 630, 630], Slime Shield(221)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 843: HP: 2112, STR: 542698, VIT: 1084, SPD: 56, LUK: 1, Attack: 628032, Defense: 85012, Current HP: 2112, A Avg: 1274904, D Avg: 85012, [Impulse(166)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 842: HP: 1640, STR: 542698, VIT: 1587, SPD: 56, LUK: 1, Attack: 628032, Defense: 88375, Current HP: 1640, A Avg: 1274904, D Avg: 88375, [Impulse(166)[630, 630, 630], Energy Shield(227)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 841: HP: 3477, STR: 542698, VIT: 1026, SPD: 56, LUK: 1, Attack: 628032, Defense: 86943, Current HP: 3477, A Avg: 1274904, D Avg: 86943, [Impulse(166)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 840: HP: 2424, STR: 542698, VIT: 1324, SPD: 56, LUK: 1, Attack: 628032, Defense: 86058, Current HP: 2424, A Avg: 1274904, D Avg: 86058, [Impulse(166)[630, 630, 630], Slafield(232)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 839: HP: 2120, STR: 542698, VIT: 1254, SPD: 56, LUK: 1, Attack: 628032, Defense: 86729, Current HP: 2120, A Avg: 1274904, D Avg: 86729, [Impulse(166)[630, 630, 630], Mist Shield(233)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 838: HP: 1748, STR: 542698, VIT: 1604, SPD: 56, LUK: 1, Attack: 628032, Defense: 86572, Current HP: 1748, A Avg: 1274904, D Avg: 86572, [Impulse(166)[630, 630, 630], Huge Shield(234)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 837: HP: 1672, STR: 542698, VIT: 1622, SPD: 56, LUK: 1, Attack: 628032, Defense: 88462, Current HP: 1672, A Avg: 1274904, D Avg: 88462, [Impulse(166)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 836: HP: 2660, STR: 542698, VIT: 1456, SPD: 56, LUK: 1, Attack: 628032, Defense: 88881, Current HP: 2660, A Avg: 1274904, D Avg: 88881, [Impulse(166)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 835: HP: 1558, STR: 542698, VIT: 966, SPD: 56, LUK: 1, Attack: 628032, Defense: 87755, Current HP: 1558, A Avg: 1274904, D Avg: 87755, [Impulse(166)[630, 630, 630], Graffiti(243)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 834: HP: 1558, STR: 542698, VIT: 2054, SPD: 56, LUK: 1, Attack: 628032, Defense: 91832, Current HP: 1558, A Avg: 1274904, D Avg: 91832, [Impulse(166)[630, 630, 630], Blank Shield(244)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 833: HP: 2033, STR: 542698, VIT: 2641, SPD: 56, LUK: 1, Attack: 628032, Defense: 89429, Current HP: 2033, A Avg: 1274904, D Avg: 89429, [Impulse(166)[630, 630, 630], Golem Shield(245)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 832: HP: 1843, STR: 542698, VIT: 1417, SPD: 59, LUK: 1, Attack: 628032, Defense: 87295, Current HP: 1843, A Avg: 1274904, D Avg: 87295, [Impulse(166)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 831: HP: 2561, STR: 542698, VIT: 1458, SPD: 56, LUK: 1, Attack: 628032, Defense: 87674, Current HP: 2561, A Avg: 1274904, D Avg: 87674, [Impulse(166)[630, 630, 630], King Shield(248)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 830: HP: 2040, STR: 542698, VIT: 1504, SPD: 56, LUK: 1, Attack: 628032, Defense: 88539, Current HP: 2040, A Avg: 1274904, D Avg: 88539, [Impulse(166)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 829: HP: 1640, STR: 542698, VIT: 1619, SPD: 56, LUK: 1, Attack: 628032, Defense: 88667, Current HP: 1640, A Avg: 1274904, D Avg: 88667, [Impulse(166)[630, 630, 630], Ghost shield(251)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 828: HP: 1881, STR: 543942, VIT: 320, SPD: 59, LUK: 1, Attack: 628063, Defense: 87108, Current HP: 1881, A Avg: 1274967, D Avg: 87108, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 827: HP: 1827, STR: 542740, VIT: 1208, SPD: 56, LUK: 1, Attack: 628074, Defense: 85149, Current HP: 1827, A Avg: 1274990, D Avg: 85149, [Impulse(166)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 826: HP: 980, STR: 391701, VIT: 233, SPD: 56, LUK: 1, Attack: 479362, Defense: 83956, Current HP: 980, A Avg: 1275102, D Avg: 83956, [Neural Edge(190)[630, 630, 630], Pot Lid(201)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 825: HP: 980, STR: 391701, VIT: 233, SPD: 56, LUK: 1, Attack: 479362, Defense: 83966, Current HP: 980, A Avg: 1275102, D Avg: 83966, [Neural Edge(190)[630, 630, 630], High Pot Lid(202)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 824: HP: 931, STR: 391701, VIT: 256, SPD: 56, LUK: 1, Attack: 479362, Defense: 84125, Current HP: 931, A Avg: 1275102, D Avg: 84125, [Neural Edge(190)[630, 630, 630], Wooden Shield(203)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 823: HP: 931, STR: 391701, VIT: 261, SPD: 56, LUK: 1, Attack: 479362, Defense: 84065, Current HP: 931, A Avg: 1275102, D Avg: 84065, [Neural Edge(190)[630, 630, 630], Iron Shield(204)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 822: HP: 931, STR: 391701, VIT: 306, SPD: 56, LUK: 1, Attack: 479362, Defense: 84169, Current HP: 931, A Avg: 1275102, D Avg: 84169, [Neural Edge(190)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 821: HP: 931, STR: 391701, VIT: 323, SPD: 56, LUK: 1, Attack: 479362, Defense: 84212, Current HP: 931, A Avg: 1275102, D Avg: 84212, [Neural Edge(190)[630, 630, 630], Large iron Shield(206)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 820: HP: 980, STR: 391701, VIT: 350, SPD: 56, LUK: 1, Attack: 479362, Defense: 84226, Current HP: 980, A Avg: 1275102, D Avg: 84226, [Neural Edge(190)[630, 630, 630], Magic Shield(207)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 819: HP: 1273, STR: 391701, VIT: 421, SPD: 56, LUK: 1, Attack: 479362, Defense: 84258, Current HP: 1273, A Avg: 1275102, D Avg: 84258, [Neural Edge(190)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 818: HP: 1040, STR: 391701, VIT: 296, SPD: 56, LUK: 1, Attack: 479362, Defense: 84068, Current HP: 1040, A Avg: 1275102, D Avg: 84068, [Neural Edge(190)[630, 630, 630], Clear Shield(211)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 817: HP: 1080, STR: 391701, VIT: 350, SPD: 56, LUK: 1, Attack: 479362, Defense: 84369, Current HP: 1080, A Avg: 1275102, D Avg: 84369, [Neural Edge(190)[630, 630, 630], Prism Shield(212)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 816: HP: 1007, STR: 391701, VIT: 314, SPD: 56, LUK: 1, Attack: 479362, Defense: 84242, Current HP: 1007, A Avg: 1275102, D Avg: 84242, [Neural Edge(190)[630, 630, 630], Tower Shield(213)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 815: HP: 1556, STR: 391701, VIT: 521, SPD: 56, LUK: 1, Attack: 479362, Defense: 85083, Current HP: 1556, A Avg: 1275102, D Avg: 85083, [Neural Edge(190)[630, 630, 630], Slime Shield(221)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 814: HP: 1485, STR: 391701, VIT: 306, SPD: 56, LUK: 1, Attack: 479362, Defense: 84234, Current HP: 1485, A Avg: 1275102, D Avg: 84234, [Neural Edge(190)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 813: HP: 980, STR: 391701, VIT: 854, SPD: 56, LUK: 1, Attack: 479362, Defense: 87642, Current HP: 980, A Avg: 1275102, D Avg: 87642, [Neural Edge(190)[630, 630, 630], Energy Shield(227)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
