Rank 1000: HP: 748, STR: 323, VIT: 540, SPD: 8, LUK: 1, Attack: 86812, Defense: 85508, Current HP: 748, A Avg: 109383, D Avg: 85508, [Cuttlefish(178)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 901: HP: 140, STR: 840, VIT: 108, SPD: 8, LUK: 1, Attack: 87891, Defense: 84296, Current HP: 140, A Avg: 109863, D Avg: 84296, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 900: HP: 286, STR: 675, VIT: 155, SPD: 8, LUK: 1, Attack: 87203, Defense: 84499, Current HP: 286, A Avg: 109875, D Avg: 84499, [Moon Knuckle(153)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 899: HP: 704, STR: 860, VIT: 171, SPD: 8, LUK: 1, Attack: 87206, Defense: 86959, Current HP: 704, A Avg: 109879, D Avg: 86959, [Progress(147)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 898: HP: 540, STR: 1576, VIT: 173, SPD: 9, LUK: 1, Attack: 87922, Defense: 86961, Current HP: 540, A Avg: 109902, D Avg: 86961, [Progress(147)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 897: HP: 286, STR: 731, VIT: 155, SPD: 8, LUK: 1, Attack: 87259, Defense: 87983, Current HP: 286, A Avg: 109946, D Avg: 87983, [Moon Knuckle(153)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 896: HP: 276, STR: 236, VIT: 72, SPD: 8, LUK: 1, Attack: 87287, Defense: 83795, Current HP: 276, A Avg: 109981, D Avg: 83795, [Tekken(188)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 895: HP: 276, STR: 236, VIT: 72, SPD: 8, LUK: 1, Attack: 87287, Defense: 83805, Current HP: 276, A Avg: 109981, D Avg: 83805, [Tekken(188)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 894: HP: 264, STR: 236, VIT: 89, SPD: 8, LUK: 1, Attack: 87287, Defense: 83958, Current HP: 264, A Avg: 109981, D Avg: 83958, [Tekken(188)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 893: HP: 264, STR: 236, VIT: 97, SPD: 8, LUK: 1, Attack: 87287, Defense: 83901, Current HP: 264, A Avg: 109981, D Avg: 83901, [Tekken(188)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 892: HP: 264, STR: 236, VIT: 86, SPD: 8, LUK: 1, Attack: 87287, Defense: 83949, Current HP: 264, A Avg: 109981, D Avg: 83949, [Tekken(188)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 891: HP: 264, STR: 236, VIT: 113, SPD: 8, LUK: 1, Attack: 87287, Defense: 84002, Current HP: 264, A Avg: 109981, D Avg: 84002, [Tekken(188)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 890: HP: 276, STR: 236, VIT: 106, SPD: 8, LUK: 1, Attack: 87287, Defense: 83982, Current HP: 276, A Avg: 109981, D Avg: 83982, [Tekken(188)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 889: HP: 330, STR: 236, VIT: 108, SPD: 8, LUK: 1, Attack: 87287, Defense: 83945, Current HP: 330, A Avg: 109981, D Avg: 83945, [Tekken(188)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 888: HP: 345, STR: 236, VIT: 96, SPD: 8, LUK: 1, Attack: 87287, Defense: 83868, Current HP: 345, A Avg: 109981, D Avg: 83868, [Tekken(188)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 887: HP: 391, STR: 236, VIT: 106, SPD: 8, LUK: 1, Attack: 87287, Defense: 84125, Current HP: 391, A Avg: 109981, D Avg: 84125, [Tekken(188)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 886: HP: 352, STR: 236, VIT: 99, SPD: 8, LUK: 1, Attack: 87287, Defense: 84027, Current HP: 352, A Avg: 109981, D Avg: 84027, [Tekken(188)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 885: HP: 455, STR: 236, VIT: 150, SPD: 8, LUK: 1, Attack: 87287, Defense: 84712, Current HP: 455, A Avg: 109981, D Avg: 84712, [Tekken(188)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 884: HP: 378, STR: 236, VIT: 86, SPD: 8, LUK: 1, Attack: 87287, Defense: 84014, Current HP: 378, A Avg: 109981, D Avg: 84014, [Tekken(188)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 883: HP: 276, STR: 236, VIT: 535, SPD: 8, LUK: 1, Attack: 87287, Defense: 87323, Current HP: 276, A Avg: 109981, D Avg: 87323, [Tekken(188)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 882: HP: 1496, STR: 236, VIT: 75, SPD: 8, LUK: 1, Attack: 87287, Defense: 85992, Current HP: 1496, A Avg: 109981, D Avg: 85992, [Tekken(188)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 881: HP: 625, STR: 236, VIT: 187, SPD: 8, LUK: 1, Attack: 87287, Defense: 84921, Current HP: 625, A Avg: 109981, D Avg: 84921, [Tekken(188)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 880: HP: 483, STR: 236, VIT: 150, SPD: 8, LUK: 1, Attack: 87287, Defense: 85625, Current HP: 483, A Avg: 109981, D Avg: 85625, [Tekken(188)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 879: HP: 484, STR: 236, VIT: 183, SPD: 8, LUK: 1, Attack: 87287, Defense: 85151, Current HP: 484, A Avg: 109981, D Avg: 85151, [Tekken(188)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 878: HP: 396, STR: 236, VIT: 358, SPD: 8, LUK: 1, Attack: 87287, Defense: 87198, Current HP: 396, A Avg: 109981, D Avg: 87198, [Tekken(188)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 877: HP: 414, STR: 236, VIT: 166, SPD: 8, LUK: 1, Attack: 87287, Defense: 87591, Current HP: 414, A Avg: 109981, D Avg: 87591, [Tekken(188)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 876: HP: 264, STR: 236, VIT: 72, SPD: 8, LUK: 1, Attack: 87287, Defense: 86861, Current HP: 264, A Avg: 109981, D Avg: 86861, [Tekken(188)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 875: HP: 264, STR: 236, VIT: 280, SPD: 8, LUK: 1, Attack: 87287, Defense: 90058, Current HP: 264, A Avg: 109981, D Avg: 90058, [Tekken(188)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 874: HP: 814, STR: 236, VIT: 615, SPD: 8, LUK: 1, Attack: 87287, Defense: 87403, Current HP: 814, A Avg: 109981, D Avg: 87403, [Tekken(188)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 873: HP: 594, STR: 236, VIT: 181, SPD: 8, LUK: 1, Attack: 87287, Defense: 86059, Current HP: 594, A Avg: 109981, D Avg: 86059, [Tekken(188)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 872: HP: 633, STR: 236, VIT: 275, SPD: 8, LUK: 1, Attack: 87287, Defense: 86491, Current HP: 633, A Avg: 109981, D Avg: 86491, [Tekken(188)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 871: HP: 736, STR: 236, VIT: 634, SPD: 8, LUK: 1, Attack: 87287, Defense: 87669, Current HP: 736, A Avg: 109981, D Avg: 87669, [Tekken(188)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 870: HP: 276, STR: 236, VIT: 197, SPD: 8, LUK: 1, Attack: 87287, Defense: 87245, Current HP: 276, A Avg: 109981, D Avg: 87245, [Tekken(188)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 869: HP: 264, STR: 251, VIT: 106, SPD: 8, LUK: 1, Attack: 87302, Defense: 84131, Current HP: 264, A Avg: 110000, D Avg: 84131, [Tekken(188)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 868: HP: 286, STR: 251, VIT: 106, SPD: 8, LUK: 1, Attack: 87302, Defense: 84112, Current HP: 286, A Avg: 110000, D Avg: 84112, [Tekken(188)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 867: HP: 264, STR: 251, VIT: 592, SPD: 8, LUK: 1, Attack: 87302, Defense: 86262, Current HP: 264, A Avg: 110000, D Avg: 86262, [Tekken(188)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 866: HP: 378, STR: 252, VIT: 121, SPD: 8, LUK: 1, Attack: 87303, Defense: 84062, Current HP: 378, A Avg: 110001, D Avg: 84062, [Tekken(188)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 865: HP: 340, STR: 256, VIT: 145, SPD: 8, LUK: 1, Attack: 87307, Defense: 85763, Current HP: 340, A Avg: 110006, D Avg: 85763, [Tekken(188)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 864: HP: 299, STR: 257, VIT: 313, SPD: 8, LUK: 1, Attack: 87308, Defense: 85151, Current HP: 299, A Avg: 110008, D Avg: 85151, [Tekken(188)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 863: HP: 418, STR: 259, VIT: 124, SPD: 8, LUK: 1, Attack: 87310, Defense: 84364, Current HP: 418, A Avg: 110010, D Avg: 84364, [Tekken(188)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 862: HP: 418, STR: 265, VIT: 324, SPD: 8, LUK: 1, Attack: 87316, Defense: 87125, Current HP: 418, A Avg: 110018, D Avg: 87125, [Tekken(188)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 861: HP: 418, STR: 273, VIT: 135, SPD: 8, LUK: 1, Attack: 87324, Defense: 84999, Current HP: 418, A Avg: 110028, D Avg: 84999, [Tekken(188)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 860: HP: 330, STR: 273, VIT: 150, SPD: 8, LUK: 1, Attack: 87324, Defense: 84572, Current HP: 330, A Avg: 110028, D Avg: 84572, [Tekken(188)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 859: HP: 308, STR: 275, VIT: 213, SPD: 8, LUK: 1, Attack: 87326, Defense: 84804, Current HP: 308, A Avg: 110030, D Avg: 84804, [Tekken(188)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 858: HP: 352, STR: 275, VIT: 223, SPD: 8, LUK: 1, Attack: 87326, Defense: 87141, Current HP: 352, A Avg: 110030, D Avg: 87141, [Tekken(188)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 857: HP: 325, STR: 275, VIT: 106, SPD: 8, LUK: 1, Attack: 87326, Defense: 84606, Current HP: 325, A Avg: 110030, D Avg: 84606, [Tekken(188)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 856: HP: 528, STR: 854, VIT: 415, SPD: 8, LUK: 1, Attack: 87343, Defense: 84759, Current HP: 528, A Avg: 110052, D Avg: 84759, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 855: HP: 380, STR: 1566, VIT: 333, SPD: 9, LUK: 1, Attack: 88055, Defense: 84677, Current HP: 380, A Avg: 110068, D Avg: 84677, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 854: HP: 356, STR: 317, VIT: 119, SPD: 8, LUK: 1, Attack: 87368, Defense: 84125, Current HP: 356, A Avg: 110083, D Avg: 84125, [Tekken(188)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 853: HP: 286, STR: 323, VIT: 96, SPD: 8, LUK: 1, Attack: 87374, Defense: 83959, Current HP: 286, A Avg: 110091, D Avg: 83959, [Tekken(188)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 852: HP: 374, STR: 336, VIT: 106, SPD: 8, LUK: 1, Attack: 87387, Defense: 83995, Current HP: 374, A Avg: 110107, D Avg: 83995, [Tekken(188)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 851: HP: 644, STR: 348, VIT: 291, SPD: 8, LUK: 1, Attack: 87399, Defense: 86403, Current HP: 644, A Avg: 110122, D Avg: 86403, [Tekken(188)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 850: HP: 594, STR: 880, VIT: 155, SPD: 8, LUK: 1, Attack: 87408, Defense: 86943, Current HP: 594, A Avg: 110134, D Avg: 86943, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 849: HP: 528, STR: 921, VIT: 415, SPD: 8, LUK: 1, Attack: 87410, Defense: 88243, Current HP: 528, A Avg: 110136, D Avg: 88243, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 848: HP: 704, STR: 364, VIT: 534, SPD: 8, LUK: 1, Attack: 87415, Defense: 85528, Current HP: 704, A Avg: 110142, D Avg: 85528, [Tekken(188)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 847: HP: 380, STR: 1646, VIT: 333, SPD: 8, LUK: 1, Attack: 88135, Defense: 88161, Current HP: 380, A Avg: 110168, D Avg: 88161, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 846: HP: 440, STR: 1609, VIT: 163, SPD: 9, LUK: 1, Attack: 88137, Defense: 86951, Current HP: 440, A Avg: 110171, D Avg: 86951, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 845: HP: 924, STR: 421, VIT: 748, SPD: 8, LUK: 1, Attack: 87472, Defense: 88316, Current HP: 924, A Avg: 110214, D Avg: 88316, [Tekken(188)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 844: HP: 264, STR: 431, VIT: 72, SPD: 8, LUK: 1, Attack: 87482, Defense: 84260, Current HP: 264, A Avg: 110227, D Avg: 84260, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 843: HP: 140, STR: 1139, VIT: 108, SPD: 9, LUK: 1, Attack: 88190, Defense: 84244, Current HP: 140, A Avg: 110237, D Avg: 84244, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 842: HP: 836, STR: 1059, VIT: 415, SPD: 8, LUK: 1, Attack: 87548, Defense: 87203, Current HP: 836, A Avg: 110310, D Avg: 87203, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 841: HP: 1196, STR: 1747, VIT: 374, SPD: 8, LUK: 1, Attack: 87560, Defense: 84097, Current HP: 1196, A Avg: 110325, D Avg: 84097, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 840: HP: 1196, STR: 1747, VIT: 374, SPD: 8, LUK: 1, Attack: 87560, Defense: 84107, Current HP: 1196, A Avg: 110325, D Avg: 84107, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 839: HP: 1144, STR: 1747, VIT: 402, SPD: 8, LUK: 1, Attack: 87560, Defense: 84271, Current HP: 1144, A Avg: 110325, D Avg: 84271, [Spear of Regression(182)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 838: HP: 1144, STR: 1747, VIT: 410, SPD: 8, LUK: 1, Attack: 87560, Defense: 84214, Current HP: 1144, A Avg: 110325, D Avg: 84214, [Spear of Regression(182)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 837: HP: 1144, STR: 1747, VIT: 399, SPD: 8, LUK: 1, Attack: 87560, Defense: 84262, Current HP: 1144, A Avg: 110325, D Avg: 84262, [Spear of Regression(182)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 836: HP: 1144, STR: 1747, VIT: 426, SPD: 8, LUK: 1, Attack: 87560, Defense: 84315, Current HP: 1144, A Avg: 110325, D Avg: 84315, [Spear of Regression(182)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 835: HP: 1196, STR: 1747, VIT: 408, SPD: 8, LUK: 1, Attack: 87560, Defense: 84284, Current HP: 1196, A Avg: 110325, D Avg: 84284, [Spear of Regression(182)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 834: HP: 1210, STR: 1747, VIT: 421, SPD: 8, LUK: 1, Attack: 87560, Defense: 84258, Current HP: 1210, A Avg: 110325, D Avg: 84258, [Spear of Regression(182)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 833: HP: 1265, STR: 1747, VIT: 397, SPD: 8, LUK: 1, Attack: 87560, Defense: 84169, Current HP: 1265, A Avg: 110325, D Avg: 84169, [Spear of Regression(182)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 832: HP: 1311, STR: 1747, VIT: 408, SPD: 8, LUK: 1, Attack: 87560, Defense: 84427, Current HP: 1311, A Avg: 110325, D Avg: 84427, [Spear of Regression(182)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 831: HP: 1232, STR: 1747, VIT: 413, SPD: 8, LUK: 1, Attack: 87560, Defense: 84341, Current HP: 1232, A Avg: 110325, D Avg: 84341, [Spear of Regression(182)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 830: HP: 1375, STR: 1747, VIT: 452, SPD: 8, LUK: 1, Attack: 87560, Defense: 85014, Current HP: 1375, A Avg: 110325, D Avg: 85014, [Spear of Regression(182)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 829: HP: 1258, STR: 1747, VIT: 399, SPD: 8, LUK: 1, Attack: 87560, Defense: 84327, Current HP: 1258, A Avg: 110325, D Avg: 84327, [Spear of Regression(182)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 828: HP: 1196, STR: 1747, VIT: 837, SPD: 8, LUK: 1, Attack: 87560, Defense: 87625, Current HP: 1196, A Avg: 110325, D Avg: 87625, [Spear of Regression(182)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 827: HP: 2376, STR: 1747, VIT: 388, SPD: 8, LUK: 1, Attack: 87560, Defense: 86305, Current HP: 2376, A Avg: 110325, D Avg: 86305, [Spear of Regression(182)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 826: HP: 1545, STR: 1747, VIT: 488, SPD: 8, LUK: 1, Attack: 87560, Defense: 85222, Current HP: 1545, A Avg: 110325, D Avg: 85222, [Spear of Regression(182)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 825: HP: 1403, STR: 1747, VIT: 452, SPD: 8, LUK: 1, Attack: 87560, Defense: 85927, Current HP: 1403, A Avg: 110325, D Avg: 85927, [Spear of Regression(182)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 824: HP: 1364, STR: 1747, VIT: 496, SPD: 8, LUK: 1, Attack: 87560, Defense: 85464, Current HP: 1364, A Avg: 110325, D Avg: 85464, [Spear of Regression(182)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 823: HP: 1276, STR: 1747, VIT: 660, SPD: 8, LUK: 1, Attack: 87560, Defense: 87500, Current HP: 1276, A Avg: 110325, D Avg: 87500, [Spear of Regression(182)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 822: HP: 1334, STR: 1747, VIT: 467, SPD: 8, LUK: 1, Attack: 87560, Defense: 87892, Current HP: 1334, A Avg: 110325, D Avg: 87892, [Spear of Regression(182)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 821: HP: 1144, STR: 1747, VIT: 374, SPD: 8, LUK: 1, Attack: 87560, Defense: 87163, Current HP: 1144, A Avg: 110325, D Avg: 87163, [Spear of Regression(182)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 820: HP: 1694, STR: 1747, VIT: 928, SPD: 8, LUK: 1, Attack: 87560, Defense: 87716, Current HP: 1694, A Avg: 110325, D Avg: 87716, [Spear of Regression(182)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 819: HP: 1474, STR: 1747, VIT: 483, SPD: 8, LUK: 1, Attack: 87560, Defense: 86361, Current HP: 1474, A Avg: 110325, D Avg: 86361, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 818: HP: 1513, STR: 1747, VIT: 588, SPD: 8, LUK: 1, Attack: 87560, Defense: 86804, Current HP: 1513, A Avg: 110325, D Avg: 86804, [Spear of Regression(182)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 817: HP: 1656, STR: 1747, VIT: 935, SPD: 8, LUK: 1, Attack: 87560, Defense: 87970, Current HP: 1656, A Avg: 110325, D Avg: 87970, [Spear of Regression(182)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 816: HP: 1196, STR: 1747, VIT: 499, SPD: 8, LUK: 1, Attack: 87560, Defense: 87547, Current HP: 1196, A Avg: 110325, D Avg: 87547, [Spear of Regression(182)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 815: HP: 1144, STR: 1761, VIT: 408, SPD: 8, LUK: 1, Attack: 87574, Defense: 84433, Current HP: 1144, A Avg: 110343, D Avg: 84433, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 814: HP: 1258, STR: 1763, VIT: 434, SPD: 8, LUK: 1, Attack: 87576, Defense: 84375, Current HP: 1258, A Avg: 110345, D Avg: 84375, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 813: HP: 1260, STR: 1766, VIT: 447, SPD: 8, LUK: 1, Attack: 87579, Defense: 86065, Current HP: 1260, A Avg: 110349, D Avg: 86065, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 812: HP: 1179, STR: 1768, VIT: 626, SPD: 8, LUK: 1, Attack: 87581, Defense: 85464, Current HP: 1179, A Avg: 110352, D Avg: 85464, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 811: HP: 1298, STR: 1769, VIT: 437, SPD: 8, LUK: 1, Attack: 87582, Defense: 84677, Current HP: 1298, A Avg: 110353, D Avg: 84677, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 810: HP: 160, STR: -10982, VIT: 130, SPD: 8, LUK: 1, Attack: 88284, Defense: 84136, Current HP: 160, A Avg: 110355, D Avg: 84136, [Sword of Evil(189)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 809: HP: 140, STR: -10982, VIT: 448, SPD: 8, LUK: 1, Attack: 88284, Defense: 86118, Current HP: 140, A Avg: 110355, D Avg: 86118, [Sword of Evil(189)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 808: HP: 209, STR: 1235, VIT: 147, SPD: 8, LUK: 1, Attack: 88286, Defense: 85375, Current HP: 209, A Avg: 110357, D Avg: 85375, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 807: HP: 1298, STR: 1776, VIT: 637, SPD: 8, LUK: 1, Attack: 87589, Defense: 87438, Current HP: 1298, A Avg: 110362, D Avg: 87438, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 806: HP: 1298, STR: 1784, VIT: 448, SPD: 8, LUK: 1, Attack: 87597, Defense: 85312, Current HP: 1298, A Avg: 110372, D Avg: 85312, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 805: HP: 1210, STR: 1784, VIT: 452, SPD: 8, LUK: 1, Attack: 87597, Defense: 84874, Current HP: 1210, A Avg: 110372, D Avg: 84874, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 804: HP: 1188, STR: 1785, VIT: 514, SPD: 8, LUK: 1, Attack: 87598, Defense: 85105, Current HP: 1188, A Avg: 110373, D Avg: 85105, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
