Rank 1000: HP: 1560, STR: 500046, VIT: 468, SPD: 48, LUK: 1, Attack: 584169, Defense: 86580, Current HP: 1560, A Avg: 1109921, D Avg: 86580, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 903: HP: 997, STR: 463205, VIT: 992, SPD: 51, LUK: 1, Attack: 547993, Defense: 85414, Current HP: 997, A Avg: 1112425, D Avg: 85414, [Pulse Knife(165)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 902: HP: 2099, STR: 333730, VIT: 1365, SPD: 57, LUK: 1, Attack: 418230, Defense: 86229, Current HP: 2099, A Avg: 1112491, D Avg: 86229, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 901: HP: 1073, STR: 463289, VIT: 1286, SPD: 48, LUK: 1, Attack: 548077, Defense: 88087, Current HP: 1073, A Avg: 1112596, D Avg: 88087, [Pulse Knife(165)[630, 630, 630], Riot(236)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 900: HP: 1035, STR: 331743, VIT: 670, SPD: 48, LUK: 1, Attack: 418271, Defense: 85898, Current HP: 1035, A Avg: 1112600, D Avg: 85898, [Moon Knuckle(153)[630, 630, 630], Wave Motion Sword(226)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 899: HP: 1349, STR: 464183, VIT: 288, SPD: 51, LUK: 1, Attack: 548183, Defense: 87076, Current HP: 1349, A Avg: 1112811, D Avg: 87076, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 898: HP: 1164, STR: 333312, VIT: 430, SPD: 48, LUK: 1, Attack: 418355, Defense: 88258, Current HP: 1164, A Avg: 1112824, D Avg: 88258, [White Snake(160)[630, 630, 630], Black Sword Breath(252)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 897: HP: 660, STR: 461703, VIT: 1078, SPD: 48, LUK: 1, Attack: 548231, Defense: 87866, Current HP: 660, A Avg: 1112908, D Avg: 87866, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 896: HP: 1681, STR: 331923, VIT: 1505, SPD: 60, LUK: 1, Attack: 418412, Defense: 85927, Current HP: 1681, A Avg: 1112975, D Avg: 85927, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 895: HP: 1440, STR: 462982, VIT: 838, SPD: 48, LUK: 1, Attack: 548316, Defense: 84561, Current HP: 1440, A Avg: 1113081, D Avg: 84561, [Impulse(166)[630, 630, 630], Pot Lid(201)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 894: HP: 1440, STR: 462982, VIT: 838, SPD: 48, LUK: 1, Attack: 548316, Defense: 84571, Current HP: 1440, A Avg: 1113081, D Avg: 84571, [Impulse(166)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 893: HP: 1368, STR: 462982, VIT: 899, SPD: 48, LUK: 1, Attack: 548316, Defense: 84768, Current HP: 1368, A Avg: 1113081, D Avg: 84768, [Impulse(166)[630, 630, 630], Wooden Shield(203)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 892: HP: 1368, STR: 462982, VIT: 904, SPD: 48, LUK: 1, Attack: 548316, Defense: 84708, Current HP: 1368, A Avg: 1113081, D Avg: 84708, [Impulse(166)[630, 630, 630], Iron Shield(204)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 891: HP: 1368, STR: 462982, VIT: 940, SPD: 48, LUK: 1, Attack: 548316, Defense: 84803, Current HP: 1368, A Avg: 1113081, D Avg: 84803, [Impulse(166)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 890: HP: 1368, STR: 462982, VIT: 957, SPD: 48, LUK: 1, Attack: 548316, Defense: 84846, Current HP: 1368, A Avg: 1113081, D Avg: 84846, [Impulse(166)[630, 630, 630], Large iron Shield(206)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 889: HP: 1440, STR: 462982, VIT: 939, SPD: 48, LUK: 1, Attack: 548316, Defense: 84815, Current HP: 1440, A Avg: 1113081, D Avg: 84815, [Impulse(166)[630, 630, 630], Magic Shield(207)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 888: HP: 1662, STR: 462982, VIT: 1038, SPD: 48, LUK: 1, Attack: 548316, Defense: 84875, Current HP: 1662, A Avg: 1113081, D Avg: 84875, [Impulse(166)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 887: HP: 1500, STR: 462982, VIT: 892, SPD: 48, LUK: 1, Attack: 548316, Defense: 84664, Current HP: 1500, A Avg: 1113081, D Avg: 84664, [Impulse(166)[630, 630, 630], Clear Shield(211)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 886: HP: 1540, STR: 462982, VIT: 939, SPD: 48, LUK: 1, Attack: 548316, Defense: 84958, Current HP: 1540, A Avg: 1113081, D Avg: 84958, [Impulse(166)[630, 630, 630], Prism Shield(212)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 885: HP: 1444, STR: 462982, VIT: 948, SPD: 48, LUK: 1, Attack: 548316, Defense: 84876, Current HP: 1444, A Avg: 1113081, D Avg: 84876, [Impulse(166)[630, 630, 630], Tower Shield(213)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 884: HP: 1946, STR: 462982, VIT: 1086, SPD: 48, LUK: 1, Attack: 548316, Defense: 85648, Current HP: 1946, A Avg: 1113081, D Avg: 85648, [Impulse(166)[630, 630, 630], Slime Shield(221)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 883: HP: 1846, STR: 462982, VIT: 940, SPD: 48, LUK: 1, Attack: 548316, Defense: 84868, Current HP: 1846, A Avg: 1113081, D Avg: 84868, [Impulse(166)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 882: HP: 1440, STR: 462982, VIT: 1403, SPD: 48, LUK: 1, Attack: 548316, Defense: 88191, Current HP: 1440, A Avg: 1113081, D Avg: 88191, [Impulse(166)[630, 630, 630], Energy Shield(227)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 881: HP: 3144, STR: 462982, VIT: 890, SPD: 48, LUK: 1, Attack: 548316, Defense: 86807, Current HP: 3144, A Avg: 1113081, D Avg: 86807, [Impulse(166)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 880: HP: 2144, STR: 462982, VIT: 1148, SPD: 48, LUK: 1, Attack: 548316, Defense: 85882, Current HP: 2144, A Avg: 1113081, D Avg: 85882, [Impulse(166)[630, 630, 630], Slafield(232)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 879: HP: 1870, STR: 462982, VIT: 1086, SPD: 48, LUK: 1, Attack: 548316, Defense: 86561, Current HP: 1870, A Avg: 1113081, D Avg: 86561, [Impulse(166)[630, 630, 630], Mist Shield(233)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 878: HP: 1558, STR: 462982, VIT: 1383, SPD: 48, LUK: 1, Attack: 548316, Defense: 86351, Current HP: 1558, A Avg: 1113081, D Avg: 86351, [Impulse(166)[630, 630, 630], Huge Shield(234)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 877: HP: 1482, STR: 462982, VIT: 1414, SPD: 48, LUK: 1, Attack: 548316, Defense: 88254, Current HP: 1482, A Avg: 1113081, D Avg: 88254, [Impulse(166)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 876: HP: 2310, STR: 462982, VIT: 1256, SPD: 48, LUK: 1, Attack: 548316, Defense: 88681, Current HP: 2310, A Avg: 1113081, D Avg: 88681, [Impulse(166)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 875: HP: 1368, STR: 462982, VIT: 838, SPD: 48, LUK: 1, Attack: 548316, Defense: 87627, Current HP: 1368, A Avg: 1113081, D Avg: 87627, [Impulse(166)[630, 630, 630], Graffiti(243)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 874: HP: 1368, STR: 462982, VIT: 1766, SPD: 48, LUK: 1, Attack: 548316, Defense: 91544, Current HP: 1368, A Avg: 1113081, D Avg: 91544, [Impulse(166)[630, 630, 630], Blank Shield(244)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 873: HP: 1843, STR: 462982, VIT: 2293, SPD: 48, LUK: 1, Attack: 548316, Defense: 89081, Current HP: 1843, A Avg: 1113081, D Avg: 89081, [Impulse(166)[630, 630, 630], Golem Shield(245)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 872: HP: 1653, STR: 462982, VIT: 1225, SPD: 51, LUK: 1, Attack: 548316, Defense: 87103, Current HP: 1653, A Avg: 1113081, D Avg: 87103, [Impulse(166)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 871: HP: 2257, STR: 462982, VIT: 1271, SPD: 48, LUK: 1, Attack: 548316, Defense: 87487, Current HP: 2257, A Avg: 1113081, D Avg: 87487, [Impulse(166)[630, 630, 630], King Shield(248)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 870: HP: 1840, STR: 462982, VIT: 1344, SPD: 48, LUK: 1, Attack: 548316, Defense: 88379, Current HP: 1840, A Avg: 1113081, D Avg: 88379, [Impulse(166)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 869: HP: 1440, STR: 462982, VIT: 1395, SPD: 48, LUK: 1, Attack: 548316, Defense: 88443, Current HP: 1440, A Avg: 1113081, D Avg: 88443, [Impulse(166)[630, 630, 630], Ghost shield(251)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 868: HP: 1643, STR: 464201, VIT: 288, SPD: 51, LUK: 1, Attack: 548322, Defense: 87076, Current HP: 1643, A Avg: 1113093, D Avg: 87076, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 867: HP: 1609, STR: 463024, VIT: 1047, SPD: 48, LUK: 1, Attack: 548358, Defense: 84988, Current HP: 1609, A Avg: 1113166, D Avg: 84988, [Impulse(166)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 866: HP: 741, STR: 463629, VIT: 1070, SPD: 48, LUK: 1, Attack: 548417, Defense: 85661, Current HP: 741, A Avg: 1113286, D Avg: 85661, [Pulse Knife(165)[630, 630, 630], Black Hole(229)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 865: HP: 1016, STR: 463629, VIT: 1116, SPD: 48, LUK: 1, Attack: 548417, Defense: 88034, Current HP: 1016, A Avg: 1113286, D Avg: 88034, [Pulse Knife(165)[630, 630, 630], White Hole(230)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 864: HP: 2194, STR: 333723, VIT: 728, SPD: 60, LUK: 1, Attack: 418548, Defense: 87516, Current HP: 2194, A Avg: 1113337, D Avg: 87516, [Kraken(145)[630, 630, 630], C Magnum(239)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 863: HP: 1368, STR: 463125, VIT: 939, SPD: 51, LUK: 1, Attack: 548459, Defense: 84964, Current HP: 1368, A Avg: 1113371, D Avg: 84964, [Impulse(166)[630, 630, 630], Conductive Barrier(208)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 862: HP: 1073, STR: 333234, VIT: 388, SPD: 48, LUK: 1, Attack: 418566, Defense: 88216, Current HP: 1073, A Avg: 1113385, D Avg: 88216, [Tower(149)[630, 630, 630], Black Sword Breath(252)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 861: HP: 1244, STR: 332697, VIT: 763, SPD: 48, LUK: 1, Attack: 418575, Defense: 85991, Current HP: 1244, A Avg: 1113409, D Avg: 85991, [God Hand(179)[630, 630, 630], Wave Motion Sword(226)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 860: HP: 1738, STR: 463146, VIT: 1048, SPD: 48, LUK: 1, Attack: 548480, Defense: 85288, Current HP: 1738, A Avg: 1113414, D Avg: 85288, [Impulse(166)[630, 630, 630], Dragon's Wings(216)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 859: HP: 1560, STR: 463717, VIT: 1118, SPD: 48, LUK: 1, Attack: 548505, Defense: 87230, Current HP: 1560, A Avg: 1113465, D Avg: 87230, [Pulse Knife(165)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 858: HP: 1444, STR: 332726, VIT: 776, SPD: 48, LUK: 1, Attack: 418604, Defense: 85510, Current HP: 1444, A Avg: 1113486, D Avg: 85510, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 857: HP: 1344, STR: 332726, VIT: 760, SPD: 48, LUK: 1, Attack: 418604, Defense: 85494, Current HP: 1344, A Avg: 1113486, D Avg: 85494, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 856: HP: 1444, STR: 332726, VIT: 868, SPD: 48, LUK: 1, Attack: 418604, Defense: 85602, Current HP: 1444, A Avg: 1113486, D Avg: 85602, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 855: HP: 1444, STR: 332726, VIT: 776, SPD: 48, LUK: 1, Attack: 418604, Defense: 85510, Current HP: 1444, A Avg: 1113486, D Avg: 85510, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 854: HP: 1083, STR: 463759, VIT: 1292, SPD: 48, LUK: 1, Attack: 548547, Defense: 86286, Current HP: 1083, A Avg: 1113550, D Avg: 86286, [Pulse Knife(165)[630, 630, 630], Metalization(228)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 853: HP: 1796, STR: 463243, VIT: 1123, SPD: 48, LUK: 1, Attack: 548577, Defense: 86741, Current HP: 1796, A Avg: 1113611, D Avg: 86741, [Impulse(166)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 852: HP: 1588, STR: 463247, VIT: 1337, SPD: 48, LUK: 1, Attack: 548581, Defense: 86175, Current HP: 1588, A Avg: 1113619, D Avg: 86175, [Impulse(166)[630, 630, 630], Bulletproof Shield(235)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 851: HP: 2359, STR: 333701, VIT: 676, SPD: 60, LUK: 1, Attack: 418667, Defense: 87464, Current HP: 2359, A Avg: 1113654, D Avg: 87464, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 850: HP: 1738, STR: 463289, VIT: 1098, SPD: 48, LUK: 1, Attack: 548623, Defense: 85962, Current HP: 1738, A Avg: 1113704, D Avg: 85962, [Impulse(166)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 849: HP: 1662, STR: 463289, VIT: 1086, SPD: 51, LUK: 1, Attack: 548623, Defense: 85508, Current HP: 1662, A Avg: 1113704, D Avg: 85508, [Impulse(166)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 848: HP: 1497, STR: 463748, VIT: 532, SPD: 48, LUK: 1, Attack: 548677, Defense: 86748, Current HP: 1497, A Avg: 1113814, D Avg: 86748, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 847: HP: 1344, STR: 332870, VIT: 824, SPD: 48, LUK: 1, Attack: 418748, Defense: 85558, Current HP: 1344, A Avg: 1113869, D Avg: 85558, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 846: HP: 1344, STR: 332870, VIT: 824, SPD: 48, LUK: 1, Attack: 418748, Defense: 85558, Current HP: 1344, A Avg: 1113869, D Avg: 85558, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 845: HP: 1738, STR: 463373, VIT: 1387, SPD: 48, LUK: 1, Attack: 548707, Defense: 88188, Current HP: 1738, A Avg: 1113875, D Avg: 88188, [Impulse(166)[630, 630, 630], Riot(236)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 844: HP: 1320, STR: 334220, VIT: 627, SPD: 57, LUK: 1, Attack: 418798, Defense: 84646, Current HP: 1320, A Avg: 1114002, D Avg: 84646, [Magical(187)[630, 630, 630], Prism Shield(212)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 843: HP: 1584, STR: 332967, VIT: 883, SPD: 48, LUK: 1, Attack: 418845, Defense: 85617, Current HP: 1584, A Avg: 1114127, D Avg: 85617, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 842: HP: 2361, STR: 333806, VIT: 862, SPD: 60, LUK: 1, Attack: 418849, Defense: 87650, Current HP: 2361, A Avg: 1114138, D Avg: 87650, [White Snake(160)[630, 630, 630], C Magnum(239)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 841: HP: 1273, STR: 332682, VIT: 94, SPD: 48, LUK: 1, Attack: 418924, Defense: 87922, Current HP: 1273, A Avg: 1114337, D Avg: 87922, [Droid Hammer(177)[630, 630, 630], Black Sword Breath(252)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 840: HP: 1548, STR: 464446, VIT: 957, SPD: 48, LUK: 1, Attack: 548946, Defense: 85821, Current HP: 1548, A Avg: 1114360, D Avg: 85821, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 839: HP: 1349, STR: 464981, VIT: 208, SPD: 51, LUK: 1, Attack: 548981, Defense: 86996, Current HP: 1349, A Avg: 1114431, D Avg: 86996, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 838: HP: 760, STR: 500022, VIT: 1030, SPD: 48, LUK: 1, Attack: 586550, Defense: 87818, Current HP: 760, A Avg: 1114445, D Avg: 87818, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 837: HP: 1406, STR: 463713, VIT: 1164, SPD: 48, LUK: 1, Attack: 549047, Defense: 85755, Current HP: 1406, A Avg: 1114565, D Avg: 85755, [Impulse(166)[630, 630, 630], Black Hole(229)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 836: HP: 1681, STR: 463713, VIT: 1211, SPD: 48, LUK: 1, Attack: 549047, Defense: 88129, Current HP: 1681, A Avg: 1114565, D Avg: 88129, [Impulse(166)[630, 630, 630], White Hole(230)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 835: HP: 1592, STR: 464137, VIT: 579, SPD: 48, LUK: 1, Attack: 549066, Defense: 86795, Current HP: 1592, A Avg: 1114603, D Avg: 86795, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 834: HP: 1444, STR: 502542, VIT: 94, SPD: 51, LUK: 1, Attack: 586665, Defense: 86882, Current HP: 1444, A Avg: 1114663, D Avg: 86882, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 833: HP: 1643, STR: 465002, VIT: 208, SPD: 51, LUK: 1, Attack: 549123, Defense: 86996, Current HP: 1643, A Avg: 1114719, D Avg: 86996, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 832: HP: 1130, STR: 462639, VIT: 1121, SPD: 51, LUK: 1, Attack: 549128, Defense: 85543, Current HP: 1130, A Avg: 1114729, D Avg: 85543, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 831: HP: 2260, STR: 463801, VIT: 1212, SPD: 48, LUK: 1, Attack: 549135, Defense: 87324, Current HP: 2260, A Avg: 1114744, D Avg: 87324, [Impulse(166)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 830: HP: 703, STR: 333552, VIT: 811, SPD: 48, LUK: 1, Attack: 419105, Defense: 88639, Current HP: 703, A Avg: 1114819, D Avg: 88639, [Hammer of Justice(186)[630, 630, 630], Black Sword Breath(252)[630, 630, 630], The Third Eye(322)[67, 68, 807]]
Rank 829: HP: 1748, STR: 463843, VIT: 1392, SPD: 48, LUK: 1, Attack: 549177, Defense: 86386, Current HP: 1748, A Avg: 1114829, D Avg: 86386, [Impulse(166)[630, 630, 630], Metalization(228)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 828: HP: 1225, STR: 462844, VIT: 1166, SPD: 51, LUK: 1, Attack: 549333, Defense: 85588, Current HP: 1225, A Avg: 1115145, D Avg: 85588, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 827: HP: 703, STR: 464591, VIT: 744, SPD: 51, LUK: 1, Attack: 549379, Defense: 84880, Current HP: 703, A Avg: 1115239, D Avg: 84880, [Pulse Knife(165)[630, 630, 630], Magnum(237)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 826: HP: 1808, STR: 464417, VIT: 292, SPD: 51, LUK: 1, Attack: 549383, Defense: 87080, Current HP: 1808, A Avg: 1115247, D Avg: 87080, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 825: HP: 740, STR: 464936, VIT: 243, SPD: 48, LUK: 1, Attack: 549514, Defense: 84262, Current HP: 740, A Avg: 1115513, D Avg: 84262, [Magical(187)[630, 630, 630], Prism Shield(212)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 824: HP: 1548, STR: 465288, VIT: 872, SPD: 48, LUK: 1, Attack: 549788, Defense: 85736, Current HP: 1548, A Avg: 1116069, D Avg: 85736, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 823: HP: 1924, STR: 333698, VIT: 1208, SPD: 57, LUK: 1, Attack: 419576, Defense: 85942, Current HP: 1924, A Avg: 1116072, D Avg: 85942, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 822: HP: 703, STR: 465133, VIT: 744, SPD: 51, LUK: 1, Attack: 549921, Defense: 85088, Current HP: 703, A Avg: 1116339, D Avg: 85088, [Pulse Knife(165)[630, 630, 630], V Magnum(238)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 821: HP: 1368, STR: 464675, VIT: 838, SPD: 51, LUK: 1, Attack: 550009, Defense: 84974, Current HP: 1368, A Avg: 1116518, D Avg: 84974, [Impulse(166)[630, 630, 630], Magnum(237)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 820: HP: 840, STR: 464641, VIT: 526, SPD: 48, LUK: 1, Attack: 550181, Defense: 84249, Current HP: 840, A Avg: 1116867, D Avg: 84249, [Zodiac(184)[630, 630, 630], Pot Lid(201)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 819: HP: 840, STR: 464641, VIT: 526, SPD: 48, LUK: 1, Attack: 550181, Defense: 84259, Current HP: 840, A Avg: 1116867, D Avg: 84259, [Zodiac(184)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 818: HP: 798, STR: 464641, VIT: 567, SPD: 48, LUK: 1, Attack: 550181, Defense: 84436, Current HP: 798, A Avg: 1116867, D Avg: 84436, [Zodiac(184)[630, 630, 630], Wooden Shield(203)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 817: HP: 798, STR: 464641, VIT: 572, SPD: 48, LUK: 1, Attack: 550181, Defense: 84376, Current HP: 798, A Avg: 1116867, D Avg: 84376, [Zodiac(184)[630, 630, 630], Iron Shield(204)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 816: HP: 798, STR: 464641, VIT: 608, SPD: 48, LUK: 1, Attack: 550181, Defense: 84471, Current HP: 798, A Avg: 1116867, D Avg: 84471, [Zodiac(184)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 815: HP: 798, STR: 464641, VIT: 625, SPD: 48, LUK: 1, Attack: 550181, Defense: 84514, Current HP: 798, A Avg: 1116867, D Avg: 84514, [Zodiac(184)[630, 630, 630], Large iron Shield(206)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 814: HP: 840, STR: 464641, VIT: 627, SPD: 48, LUK: 1, Attack: 550181, Defense: 84503, Current HP: 840, A Avg: 1116867, D Avg: 84503, [Zodiac(184)[630, 630, 630], Magic Shield(207)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 813: HP: 1092, STR: 464641, VIT: 707, SPD: 48, LUK: 1, Attack: 550181, Defense: 84544, Current HP: 1092, A Avg: 1116867, D Avg: 84544, [Zodiac(184)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 812: HP: 900, STR: 464641, VIT: 580, SPD: 48, LUK: 1, Attack: 550181, Defense: 84352, Current HP: 900, A Avg: 1116867, D Avg: 84352, [Zodiac(184)[630, 630, 630], Clear Shield(211)[630, 630, 630], Ring of power(314)[67, 68, 807]]
