Rank 1000: HP: 380, STR: 288330, VIT: 123, SPD: 8, LUK: 1, Attack: 373662, Defense: 83986, Current HP: 380, A Avg: 993940, D Avg: 83986, [Tower(149)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 901: HP: 836, STR: 405774, VIT: 319, SPD: 8, LUK: 1, Attack: 490274, Defense: 85183, Current HP: 836, A Avg: 995256, D Avg: 85183, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 900: HP: 244, STR: 288424, VIT: 172, SPD: 8, LUK: 1, Attack: 374172, Defense: 85790, Current HP: 244, A Avg: 995297, D Avg: 85790, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 899: HP: 244, STR: 288424, VIT: 172, SPD: 8, LUK: 1, Attack: 374172, Defense: 85790, Current HP: 244, A Avg: 995297, D Avg: 85790, [Scythe of the Grim Reaper(148)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 898: HP: 589, STR: 288208, VIT: 155, SPD: 8, LUK: 1, Attack: 374177, Defense: 86033, Current HP: 589, A Avg: 995310, D Avg: 86033, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 897: HP: 494, STR: 288208, VIT: 139, SPD: 8, LUK: 1, Attack: 374177, Defense: 86017, Current HP: 494, A Avg: 995310, D Avg: 86017, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 896: HP: 589, STR: 288208, VIT: 168, SPD: 8, LUK: 1, Attack: 374177, Defense: 86046, Current HP: 589, A Avg: 995310, D Avg: 86046, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 895: HP: 589, STR: 288208, VIT: 155, SPD: 8, LUK: 1, Attack: 374177, Defense: 86033, Current HP: 589, A Avg: 995310, D Avg: 86033, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 894: HP: 338, STR: 289141, VIT: 142, SPD: 10, LUK: 1, Attack: 374184, Defense: 84278, Current HP: 338, A Avg: 995329, D Avg: 84278, [White Snake(160)[230, 230, 230], Magnum(237)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 893: HP: 304, STR: 288642, VIT: 336, SPD: 8, LUK: 1, Attack: 374195, Defense: 85564, Current HP: 304, A Avg: 995358, D Avg: 85564, [Hammer of Justice(186)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 892: HP: 1672, STR: 288345, VIT: 163, SPD: 8, LUK: 1, Attack: 374197, Defense: 86080, Current HP: 1672, A Avg: 995364, D Avg: 86080, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 891: HP: 680, STR: 289281, VIT: 170, SPD: 8, LUK: 1, Attack: 374210, Defense: 86386, Current HP: 680, A Avg: 995398, D Avg: 86386, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 890: HP: 475, STR: 288342, VIT: 139, SPD: 8, LUK: 1, Attack: 374220, Defense: 84145, Current HP: 475, A Avg: 995425, D Avg: 84145, [God Hand(179)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 889: HP: 1539, STR: 288374, VIT: 176, SPD: 8, LUK: 1, Attack: 374226, Defense: 86093, Current HP: 1539, A Avg: 995441, D Avg: 86093, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 888: HP: 1539, STR: 288374, VIT: 176, SPD: 8, LUK: 1, Attack: 374226, Defense: 86093, Current HP: 1539, A Avg: 995441, D Avg: 86093, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 887: HP: 547, STR: 289310, VIT: 183, SPD: 8, LUK: 1, Attack: 374239, Defense: 86399, Current HP: 547, A Avg: 995475, D Avg: 86399, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 886: HP: 547, STR: 289310, VIT: 183, SPD: 8, LUK: 1, Attack: 374239, Defense: 86399, Current HP: 547, A Avg: 995475, D Avg: 86399, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 885: HP: 418, STR: 405056, VIT: 198, SPD: 8, LUK: 1, Attack: 490390, Defense: 84334, Current HP: 418, A Avg: 995491, D Avg: 84334, [Impulse(166)[230, 230, 230], Magnum(237)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 884: HP: 570, STR: 288280, VIT: 187, SPD: 10, LUK: 1, Attack: 374249, Defense: 86065, Current HP: 570, A Avg: 995502, D Avg: 86065, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 883: HP: 509, STR: 288384, VIT: 139, SPD: 8, LUK: 1, Attack: 374262, Defense: 84639, Current HP: 509, A Avg: 995536, D Avg: 84639, [God Hand(179)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 882: HP: 357, STR: 289227, VIT: 110, SPD: 8, LUK: 1, Attack: 374270, Defense: 87938, Current HP: 357, A Avg: 995558, D Avg: 87938, [White Snake(160)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 881: HP: 1520, STR: 288446, VIT: 210, SPD: 9, LUK: 1, Attack: 374298, Defense: 86127, Current HP: 1520, A Avg: 995632, D Avg: 86127, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 880: HP: 528, STR: 289382, VIT: 217, SPD: 9, LUK: 1, Attack: 374311, Defense: 86433, Current HP: 528, A Avg: 995667, D Avg: 86433, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 879: HP: 494, STR: 288352, VIT: 203, SPD: 8, LUK: 1, Attack: 374321, Defense: 86081, Current HP: 494, A Avg: 995693, D Avg: 86081, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 878: HP: 494, STR: 288352, VIT: 203, SPD: 8, LUK: 1, Attack: 374321, Defense: 86081, Current HP: 494, A Avg: 995693, D Avg: 86081, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 877: HP: 535, STR: 288459, VIT: 147, SPD: 8, LUK: 1, Attack: 374337, Defense: 84153, Current HP: 535, A Avg: 995736, D Avg: 84153, [God Hand(179)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 876: HP: 817, STR: 288102, VIT: 75, SPD: 8, LUK: 1, Attack: 374344, Defense: 84081, Current HP: 817, A Avg: 995755, D Avg: 84081, [Droid Hammer(177)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 875: HP: 798, STR: 288102, VIT: 374, SPD: 8, LUK: 1, Attack: 374344, Defense: 86044, Current HP: 798, A Avg: 995755, D Avg: 86044, [Droid Hammer(177)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 874: HP: 475, STR: 288468, VIT: 132, SPD: 8, LUK: 1, Attack: 374346, Defense: 83995, Current HP: 475, A Avg: 995760, D Avg: 83995, [God Hand(179)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 873: HP: 266, STR: 289522, VIT: 128, SPD: 10, LUK: 1, Attack: 374347, Defense: 84472, Current HP: 266, A Avg: 995763, D Avg: 84472, [Kraken(145)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 872: HP: 551, STR: 288492, VIT: 139, SPD: 8, LUK: 1, Attack: 374370, Defense: 84028, Current HP: 551, A Avg: 995824, D Avg: 84028, [God Hand(179)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 871: HP: 1444, STR: 288518, VIT: 227, SPD: 8, LUK: 1, Attack: 374370, Defense: 86144, Current HP: 1444, A Avg: 995824, D Avg: 86144, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 870: HP: 1444, STR: 288518, VIT: 227, SPD: 8, LUK: 1, Attack: 374370, Defense: 86144, Current HP: 1444, A Avg: 995824, D Avg: 86144, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 869: HP: 452, STR: 289454, VIT: 234, SPD: 8, LUK: 1, Attack: 374383, Defense: 86450, Current HP: 452, A Avg: 995858, D Avg: 86450, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 868: HP: 452, STR: 289454, VIT: 234, SPD: 8, LUK: 1, Attack: 374383, Defense: 86450, Current HP: 452, A Avg: 995858, D Avg: 86450, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 867: HP: 851, STR: 288144, VIT: 75, SPD: 8, LUK: 1, Attack: 374386, Defense: 84575, Current HP: 851, A Avg: 995866, D Avg: 84575, [Droid Hammer(177)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 866: HP: 1064, STR: 289890, VIT: 340, SPD: 8, LUK: 1, Attack: 374390, Defense: 85204, Current HP: 1064, A Avg: 995877, D Avg: 85204, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 865: HP: 931, STR: 289918, VIT: 353, SPD: 8, LUK: 1, Attack: 374418, Defense: 85217, Current HP: 931, A Avg: 995951, D Avg: 85217, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 864: HP: 836, STR: 289918, VIT: 336, SPD: 8, LUK: 1, Attack: 374418, Defense: 85200, Current HP: 836, A Avg: 995951, D Avg: 85200, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 863: HP: 931, STR: 289918, VIT: 367, SPD: 8, LUK: 1, Attack: 374418, Defense: 85231, Current HP: 931, A Avg: 995951, D Avg: 85231, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 862: HP: 931, STR: 289918, VIT: 353, SPD: 8, LUK: 1, Attack: 374418, Defense: 85217, Current HP: 931, A Avg: 995951, D Avg: 85217, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 861: HP: 513, STR: 404170, VIT: 326, SPD: 8, LUK: 1, Attack: 490659, Defense: 84748, Current HP: 513, A Avg: 996037, D Avg: 84748, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 860: HP: 418, STR: 404175, VIT: 361, SPD: 8, LUK: 1, Attack: 490664, Defense: 84783, Current HP: 418, A Avg: 996047, D Avg: 84783, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 859: HP: 877, STR: 288219, VIT: 83, SPD: 8, LUK: 1, Attack: 374461, Defense: 84089, Current HP: 877, A Avg: 996066, D Avg: 84089, [Droid Hammer(177)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 858: HP: 494, STR: 288496, VIT: 123, SPD: 8, LUK: 1, Attack: 374465, Defense: 86001, Current HP: 494, A Avg: 996076, D Avg: 86001, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 857: HP: 323, STR: 405140, VIT: 86, SPD: 8, LUK: 1, Attack: 490680, Defense: 84222, Current HP: 323, A Avg: 996080, D Avg: 84222, [Zodiac(184)[230, 230, 230], Magnum(237)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 856: HP: 817, STR: 288228, VIT: 68, SPD: 8, LUK: 1, Attack: 374470, Defense: 83931, Current HP: 817, A Avg: 996090, D Avg: 83931, [Droid Hammer(177)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 855: HP: 684, STR: 288597, VIT: 163, SPD: 8, LUK: 1, Attack: 374475, Defense: 84897, Current HP: 684, A Avg: 996103, D Avg: 84897, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 854: HP: 478, STR: 405740, VIT: 52, SPD: 8, LUK: 1, Attack: 490706, Defense: 86840, Current HP: 478, A Avg: 996133, D Avg: 86840, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 853: HP: 912, STR: 289990, VIT: 387, SPD: 9, LUK: 1, Attack: 374490, Defense: 85251, Current HP: 912, A Avg: 996143, D Avg: 85251, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 852: HP: 893, STR: 288252, VIT: 75, SPD: 8, LUK: 1, Attack: 374494, Defense: 83964, Current HP: 893, A Avg: 996154, D Avg: 83964, [Droid Hammer(177)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 851: HP: 544, STR: 288626, VIT: 176, SPD: 8, LUK: 1, Attack: 374504, Defense: 84910, Current HP: 544, A Avg: 996180, D Avg: 84910, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 850: HP: 444, STR: 288626, VIT: 160, SPD: 8, LUK: 1, Attack: 374504, Defense: 84894, Current HP: 444, A Avg: 996180, D Avg: 84894, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 849: HP: 544, STR: 288626, VIT: 188, SPD: 8, LUK: 1, Attack: 374504, Defense: 84922, Current HP: 544, A Avg: 996180, D Avg: 84922, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 848: HP: 544, STR: 288626, VIT: 176, SPD: 8, LUK: 1, Attack: 374504, Defense: 84910, Current HP: 544, A Avg: 996180, D Avg: 84910, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 847: HP: 494, STR: 405946, VIT: 144, SPD: 8, LUK: 1, Attack: 490734, Defense: 86932, Current HP: 494, A Avg: 996190, D Avg: 86932, [Pulse Knife(165)[230, 230, 230], C Magnum(239)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 846: HP: 1444, STR: 288662, VIT: 142, SPD: 8, LUK: 1, Attack: 374514, Defense: 86059, Current HP: 1444, A Avg: 996207, D Avg: 86059, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 845: HP: 1026, STR: 288642, VIT: 534, SPD: 8, LUK: 1, Attack: 374520, Defense: 88102, Current HP: 1026, A Avg: 996223, D Avg: 88102, [God Hand(179)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 844: HP: 452, STR: 289598, VIT: 149, SPD: 8, LUK: 1, Attack: 374527, Defense: 86365, Current HP: 452, A Avg: 996241, D Avg: 86365, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 843: HP: 456, STR: 288660, VIT: 118, SPD: 8, LUK: 1, Attack: 374538, Defense: 84306, Current HP: 456, A Avg: 996271, D Avg: 84306, [God Hand(179)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 842: HP: 361, STR: 289224, VIT: 108, SPD: 8, LUK: 1, Attack: 374556, Defense: 87936, Current HP: 361, A Avg: 996318, D Avg: 87936, [Tower(149)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 841: HP: 338, STR: 289515, VIT: 142, SPD: 10, LUK: 1, Attack: 374558, Defense: 84486, Current HP: 338, A Avg: 996324, D Avg: 84486, [White Snake(160)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 840: HP: 836, STR: 290062, VIT: 404, SPD: 8, LUK: 1, Attack: 374562, Defense: 85268, Current HP: 836, A Avg: 996334, D Avg: 85268, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 839: HP: 836, STR: 290062, VIT: 404, SPD: 8, LUK: 1, Attack: 374562, Defense: 85268, Current HP: 836, A Avg: 996334, D Avg: 85268, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 838: HP: 524, STR: 288698, VIT: 208, SPD: 9, LUK: 1, Attack: 374576, Defense: 84942, Current HP: 524, A Avg: 996372, D Avg: 84942, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 837: HP: 418, STR: 405493, VIT: 198, SPD: 8, LUK: 1, Attack: 490827, Defense: 84542, Current HP: 418, A Avg: 996378, D Avg: 84542, [Impulse(166)[230, 230, 230], V Magnum(238)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 836: HP: 361, STR: 288252, VIT: 136, SPD: 8, LUK: 1, Attack: 374598, Defense: 84142, Current HP: 361, A Avg: 996430, D Avg: 84142, [Progress(147)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 835: HP: 342, STR: 288252, VIT: 435, SPD: 8, LUK: 1, Attack: 374598, Defense: 86105, Current HP: 342, A Avg: 996430, D Avg: 86105, [Progress(147)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 834: HP: 532, STR: 288762, VIT: 163, SPD: 8, LUK: 1, Attack: 374640, Defense: 85391, Current HP: 532, A Avg: 996542, D Avg: 85391, [God Hand(179)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 833: HP: 395, STR: 288294, VIT: 136, SPD: 8, LUK: 1, Attack: 374640, Defense: 84636, Current HP: 395, A Avg: 996542, D Avg: 84636, [Progress(147)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 832: HP: 1368, STR: 288402, VIT: 470, SPD: 8, LUK: 1, Attack: 374644, Defense: 88038, Current HP: 1368, A Avg: 996553, D Avg: 88038, [Droid Hammer(177)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 831: HP: 444, STR: 288770, VIT: 224, SPD: 8, LUK: 1, Attack: 374648, Defense: 84958, Current HP: 444, A Avg: 996563, D Avg: 84958, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 830: HP: 444, STR: 288770, VIT: 224, SPD: 8, LUK: 1, Attack: 374648, Defense: 84958, Current HP: 444, A Avg: 996563, D Avg: 84958, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 829: HP: 798, STR: 288420, VIT: 54, SPD: 8, LUK: 1, Attack: 374662, Defense: 84242, Current HP: 798, A Avg: 996600, D Avg: 84242, [Droid Hammer(177)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 828: HP: 421, STR: 288369, VIT: 144, SPD: 8, LUK: 1, Attack: 374715, Defense: 84150, Current HP: 421, A Avg: 996741, D Avg: 84150, [Progress(147)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 827: HP: 361, STR: 288378, VIT: 129, SPD: 8, LUK: 1, Attack: 374724, Defense: 83992, Current HP: 361, A Avg: 996765, D Avg: 83992, [Progress(147)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 826: HP: 437, STR: 288402, VIT: 136, SPD: 8, LUK: 1, Attack: 374748, Defense: 84025, Current HP: 437, A Avg: 996829, D Avg: 84025, [Progress(147)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 825: HP: 874, STR: 288522, VIT: 99, SPD: 8, LUK: 1, Attack: 374764, Defense: 85327, Current HP: 874, A Avg: 996872, D Avg: 85327, [Droid Hammer(177)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 824: HP: 228, STR: 289242, VIT: 291, SPD: 8, LUK: 1, Attack: 374795, Defense: 88119, Current HP: 228, A Avg: 996954, D Avg: 88119, [Hammer of Justice(186)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 823: HP: 323, STR: 405577, VIT: 86, SPD: 8, LUK: 1, Attack: 491117, Defense: 84430, Current HP: 323, A Avg: 996967, D Avg: 84430, [Zodiac(184)[230, 230, 230], V Magnum(238)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 822: HP: 532, STR: 289983, VIT: 128, SPD: 10, LUK: 1, Attack: 374808, Defense: 86916, Current HP: 532, A Avg: 996989, D Avg: 86916, [Kraken(145)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 821: HP: 266, STR: 288288, VIT: 126, SPD: 8, LUK: 1, Attack: 374816, Defense: 84132, Current HP: 266, A Avg: 997010, D Avg: 84132, [Moon Knuckle(153)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 820: HP: 247, STR: 288288, VIT: 425, SPD: 8, LUK: 1, Attack: 374816, Defense: 86095, Current HP: 247, A Avg: 997010, D Avg: 86095, [Moon Knuckle(153)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 819: HP: 706, STR: 289861, VIT: 72, SPD: 8, LUK: 1, Attack: 374827, Defense: 86860, Current HP: 706, A Avg: 997039, D Avg: 86860, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 818: HP: 400, STR: 288316, VIT: 377, SPD: 8, LUK: 1, Attack: 374844, Defense: 87165, Current HP: 400, A Avg: 997085, D Avg: 87165, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 817: HP: 573, STR: 289890, VIT: 84, SPD: 8, LUK: 1, Attack: 374856, Defense: 86872, Current HP: 573, A Avg: 997116, D Avg: 86872, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 816: HP: 478, STR: 289890, VIT: 68, SPD: 8, LUK: 1, Attack: 374856, Defense: 86856, Current HP: 478, A Avg: 997116, D Avg: 86856, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 815: HP: 573, STR: 289890, VIT: 97, SPD: 8, LUK: 1, Attack: 374856, Defense: 86885, Current HP: 573, A Avg: 997116, D Avg: 86885, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 814: HP: 573, STR: 289890, VIT: 84, SPD: 8, LUK: 1, Attack: 374856, Defense: 86872, Current HP: 573, A Avg: 997116, D Avg: 86872, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 813: HP: 300, STR: 288330, VIT: 126, SPD: 8, LUK: 1, Attack: 374858, Defense: 84626, Current HP: 300, A Avg: 997122, D Avg: 84626, [Moon Knuckle(153)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 812: HP: 160, STR: 288345, VIT: 374, SPD: 8, LUK: 1, Attack: 374873, Defense: 87162, Current HP: 160, A Avg: 997162, D Avg: 87162, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 811: HP: 260, STR: 288345, VIT: 403, SPD: 8, LUK: 1, Attack: 374873, Defense: 87191, Current HP: 260, A Avg: 997162, D Avg: 87191, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
