Rank 1000: HP: 1121, STR: 506685, VIT: 329, SPD: 72, LUK: 1, Attack: 594346, Defense: 84133, Current HP: 1121, A Avg: 1580960, D Avg: 84133, [Neural Edge(190)[630, 630, 630], Iron Shield(204)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 904: HP: 1900, STR: 700261, VIT: 1193, SPD: 72, LUK: 1, Attack: 785073, Defense: 87994, Current HP: 1900, A Avg: 1593698, D Avg: 87994, [Granada(150)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 903: HP: 2454, STR: 700099, VIT: 567, SPD: 72, LUK: 1, Attack: 785197, Defense: 84495, Current HP: 2454, A Avg: 1593949, D Avg: 84495, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 902: HP: 2299, STR: 515361, VIT: 2236, SPD: 85, LUK: 1, Attack: 599237, Defense: 89804, Current HP: 2299, A Avg: 1593970, D Avg: 89804, [Tornado(111)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 901: HP: 1805, STR: 700487, VIT: 2475, SPD: 72, LUK: 1, Attack: 785221, Defense: 89263, Current HP: 1805, A Avg: 1593998, D Avg: 89263, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 900: HP: 1482, STR: 699940, VIT: 725, SPD: 72, LUK: 1, Attack: 785272, Defense: 84653, Current HP: 1482, A Avg: 1594102, D Avg: 84653, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 899: HP: 1083, STR: 700732, VIT: 924, SPD: 72, LUK: 1, Attack: 785388, Defense: 85892, Current HP: 1083, A Avg: 1594337, D Avg: 85892, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 898: HP: 2204, STR: 515317, VIT: 1158, SPD: 85, LUK: 1, Attack: 599427, Defense: 85164, Current HP: 2204, A Avg: 1594475, D Avg: 85164, [Serpent(144)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 897: HP: 2185, STR: 515317, VIT: 4529, SPD: 85, LUK: 1, Attack: 599427, Defense: 90199, Current HP: 2185, A Avg: 1594475, D Avg: 90199, [Serpent(144)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 896: HP: 1178, STR: 700929, VIT: 1023, SPD: 72, LUK: 1, Attack: 785585, Defense: 85991, Current HP: 1178, A Avg: 1594737, D Avg: 85991, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 895: HP: 2454, STR: 700526, VIT: 482, SPD: 72, LUK: 1, Attack: 785624, Defense: 84410, Current HP: 2454, A Avg: 1594816, D Avg: 84410, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 894: HP: 1805, STR: 700979, VIT: 2390, SPD: 72, LUK: 1, Attack: 785713, Defense: 89178, Current HP: 1805, A Avg: 1594997, D Avg: 89178, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 893: HP: 2390, STR: 515517, VIT: 1158, SPD: 85, LUK: 1, Attack: 599627, Defense: 85658, Current HP: 2390, A Avg: 1595007, D Avg: 85658, [Serpent(144)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 892: HP: 1634, STR: 699760, VIT: 1035, SPD: 76, LUK: 1, Attack: 785729, Defense: 86913, Current HP: 1634, A Avg: 1595029, D Avg: 86913, [Fire Chariot(138)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 891: HP: 3534, STR: 700927, VIT: 625, SPD: 72, LUK: 1, Attack: 785765, Defense: 86542, Current HP: 3534, A Avg: 1595102, D Avg: 86542, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 890: HP: 2299, STR: 515543, VIT: 2236, SPD: 85, LUK: 1, Attack: 599692, Defense: 89804, Current HP: 2299, A Avg: 1595180, D Avg: 89804, [Giant Tornado(114)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 889: HP: 2755, STR: 515687, VIT: 2385, SPD: 85, LUK: 1, Attack: 599797, Defense: 89953, Current HP: 2755, A Avg: 1595460, D Avg: 89953, [Serpent(144)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 888: HP: 2774, STR: 701035, VIT: 1326, SPD: 72, LUK: 1, Attack: 785958, Defense: 88127, Current HP: 2774, A Avg: 1595494, D Avg: 88127, [Pangaea(164)[630, 630, 630], Riot(236)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 887: HP: 3629, STR: 701156, VIT: 724, SPD: 72, LUK: 1, Attack: 785994, Defense: 86641, Current HP: 3629, A Avg: 1595567, D Avg: 86641, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 886: HP: 1924, STR: 700408, VIT: 812, SPD: 72, LUK: 1, Attack: 786156, Defense: 86430, Current HP: 1924, A Avg: 1595896, D Avg: 86430, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 885: HP: 2204, STR: 515916, VIT: 1088, SPD: 85, LUK: 1, Attack: 600026, Defense: 84951, Current HP: 2204, A Avg: 1596069, D Avg: 84951, [Serpent(144)[630, 630, 630], Small Sword(218)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 884: HP: 4484, STR: 700646, VIT: 975, SPD: 72, LUK: 1, Attack: 786498, Defense: 86892, Current HP: 4484, A Avg: 1596590, D Avg: 86892, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 883: HP: 1924, STR: 700887, VIT: 732, SPD: 72, LUK: 1, Attack: 786635, Defense: 86350, Current HP: 1924, A Avg: 1596869, D Avg: 86350, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 882: HP: 2660, STR: 516242, VIT: 1158, SPD: 85, LUK: 1, Attack: 600352, Defense: 85047, Current HP: 2660, A Avg: 1596936, D Avg: 85047, [Serpent(144)[630, 630, 630], Small Lion(219)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 881: HP: 4579, STR: 700828, VIT: 1074, SPD: 72, LUK: 1, Attack: 786680, Defense: 86991, Current HP: 4579, A Avg: 1596960, D Avg: 86991, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 880: HP: 2215, STR: 514788, VIT: 1049, SPD: 72, LUK: 1, Attack: 600432, Defense: 85549, Current HP: 2215, A Avg: 1597149, D Avg: 85549, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 879: HP: 2120, STR: 514788, VIT: 1033, SPD: 72, LUK: 1, Attack: 600432, Defense: 85533, Current HP: 2120, A Avg: 1597149, D Avg: 85533, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 878: HP: 2215, STR: 514788, VIT: 1190, SPD: 72, LUK: 1, Attack: 600432, Defense: 85690, Current HP: 2215, A Avg: 1597149, D Avg: 85690, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 877: HP: 2215, STR: 514788, VIT: 1049, SPD: 72, LUK: 1, Attack: 600432, Defense: 85549, Current HP: 2215, A Avg: 1597149, D Avg: 85549, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 876: HP: 2492, STR: 516349, VIT: 1166, SPD: 85, LUK: 1, Attack: 600459, Defense: 85172, Current HP: 2492, A Avg: 1597220, D Avg: 85172, [Serpent(144)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 875: HP: 1040, STR: 702046, VIT: 1104, SPD: 72, LUK: 1, Attack: 786834, Defense: 84827, Current HP: 1040, A Avg: 1597273, D Avg: 84827, [Pulse Knife(165)[630, 630, 630], Pot Lid(201)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 874: HP: 1040, STR: 702046, VIT: 1104, SPD: 72, LUK: 1, Attack: 786834, Defense: 84837, Current HP: 1040, A Avg: 1597273, D Avg: 84837, [Pulse Knife(165)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 873: HP: 988, STR: 702046, VIT: 1181, SPD: 72, LUK: 1, Attack: 786834, Defense: 85050, Current HP: 988, A Avg: 1597273, D Avg: 85050, [Pulse Knife(165)[630, 630, 630], Wooden Shield(203)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 872: HP: 988, STR: 702046, VIT: 1186, SPD: 72, LUK: 1, Attack: 786834, Defense: 84990, Current HP: 988, A Avg: 1597273, D Avg: 84990, [Pulse Knife(165)[630, 630, 630], Iron Shield(204)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 871: HP: 988, STR: 702046, VIT: 1247, SPD: 72, LUK: 1, Attack: 786834, Defense: 85110, Current HP: 988, A Avg: 1597273, D Avg: 85110, [Pulse Knife(165)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 870: HP: 988, STR: 702046, VIT: 1264, SPD: 72, LUK: 1, Attack: 786834, Defense: 85153, Current HP: 988, A Avg: 1597273, D Avg: 85153, [Pulse Knife(165)[630, 630, 630], Large iron Shield(206)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 869: HP: 1040, STR: 702046, VIT: 1252, SPD: 72, LUK: 1, Attack: 786834, Defense: 85128, Current HP: 1040, A Avg: 1597273, D Avg: 85128, [Pulse Knife(165)[630, 630, 630], Magic Shield(207)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 868: HP: 1425, STR: 702046, VIT: 1397, SPD: 72, LUK: 1, Attack: 786834, Defense: 85234, Current HP: 1425, A Avg: 1597273, D Avg: 85234, [Pulse Knife(165)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 867: HP: 1100, STR: 702046, VIT: 1182, SPD: 72, LUK: 1, Attack: 786834, Defense: 84954, Current HP: 1100, A Avg: 1597273, D Avg: 84954, [Pulse Knife(165)[630, 630, 630], Clear Shield(211)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 866: HP: 1140, STR: 702046, VIT: 1252, SPD: 72, LUK: 1, Attack: 786834, Defense: 85271, Current HP: 1140, A Avg: 1597273, D Avg: 85271, [Pulse Knife(165)[630, 630, 630], Prism Shield(212)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 865: HP: 1064, STR: 702046, VIT: 1256, SPD: 72, LUK: 1, Attack: 786834, Defense: 85184, Current HP: 1064, A Avg: 1597273, D Avg: 85184, [Pulse Knife(165)[630, 630, 630], Tower Shield(213)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 864: HP: 1756, STR: 702046, VIT: 1472, SPD: 72, LUK: 1, Attack: 786834, Defense: 86034, Current HP: 1756, A Avg: 1597273, D Avg: 86034, [Pulse Knife(165)[630, 630, 630], Slime Shield(221)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 863: HP: 1694, STR: 702046, VIT: 1247, SPD: 72, LUK: 1, Attack: 786834, Defense: 85175, Current HP: 1694, A Avg: 1597273, D Avg: 85175, [Pulse Knife(165)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 862: HP: 1040, STR: 702046, VIT: 1836, SPD: 72, LUK: 1, Attack: 786834, Defense: 88624, Current HP: 1040, A Avg: 1597273, D Avg: 88624, [Pulse Knife(165)[630, 630, 630], Energy Shield(227)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 861: HP: 3192, STR: 702046, VIT: 1173, SPD: 72, LUK: 1, Attack: 786834, Defense: 87090, Current HP: 3192, A Avg: 1597273, D Avg: 87090, [Pulse Knife(165)[630, 630, 630], Frying Pan(231)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 860: HP: 1984, STR: 702046, VIT: 1558, SPD: 72, LUK: 1, Attack: 786834, Defense: 86292, Current HP: 1984, A Avg: 1597273, D Avg: 86292, [Pulse Knife(165)[630, 630, 630], Slafield(232)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 859: HP: 1620, STR: 702046, VIT: 1472, SPD: 72, LUK: 1, Attack: 786834, Defense: 86947, Current HP: 1620, A Avg: 1597273, D Avg: 86947, [Pulse Knife(165)[630, 630, 630], Mist Shield(233)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 858: HP: 1178, STR: 702046, VIT: 1921, SPD: 72, LUK: 1, Attack: 786834, Defense: 86889, Current HP: 1178, A Avg: 1597273, D Avg: 86889, [Pulse Knife(165)[630, 630, 630], Huge Shield(234)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 857: HP: 1102, STR: 702046, VIT: 1920, SPD: 72, LUK: 1, Attack: 786834, Defense: 88760, Current HP: 1102, A Avg: 1597273, D Avg: 88760, [Pulse Knife(165)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 856: HP: 2360, STR: 702046, VIT: 1737, SPD: 72, LUK: 1, Attack: 786834, Defense: 89162, Current HP: 2360, A Avg: 1597273, D Avg: 89162, [Pulse Knife(165)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 855: HP: 988, STR: 702046, VIT: 1104, SPD: 72, LUK: 1, Attack: 786834, Defense: 87893, Current HP: 988, A Avg: 1597273, D Avg: 87893, [Pulse Knife(165)[630, 630, 630], Graffiti(243)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 854: HP: 988, STR: 702046, VIT: 2512, SPD: 72, LUK: 1, Attack: 786834, Defense: 92290, Current HP: 988, A Avg: 1597273, D Avg: 92290, [Pulse Knife(165)[630, 630, 630], Blank Shield(244)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 853: HP: 1463, STR: 702046, VIT: 3213, SPD: 72, LUK: 1, Attack: 786834, Defense: 90001, Current HP: 1463, A Avg: 1597273, D Avg: 90001, [Pulse Knife(165)[630, 630, 630], Golem Shield(245)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 852: HP: 1273, STR: 702046, VIT: 1683, SPD: 76, LUK: 1, Attack: 786834, Defense: 87561, Current HP: 1273, A Avg: 1597273, D Avg: 87561, [Pulse Knife(165)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 851: HP: 2219, STR: 702046, VIT: 1706, SPD: 72, LUK: 1, Attack: 786834, Defense: 87922, Current HP: 2219, A Avg: 1597273, D Avg: 87922, [Pulse Knife(165)[630, 630, 630], King Shield(248)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 850: HP: 1440, STR: 702046, VIT: 1705, SPD: 72, LUK: 1, Attack: 786834, Defense: 88740, Current HP: 1440, A Avg: 1597273, D Avg: 88740, [Pulse Knife(165)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 849: HP: 1040, STR: 702046, VIT: 1948, SPD: 72, LUK: 1, Attack: 786834, Defense: 88996, Current HP: 1040, A Avg: 1597273, D Avg: 88996, [Pulse Knife(165)[630, 630, 630], Ghost shield(251)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 848: HP: 960, STR: 700329, VIT: 1462, SPD: 72, LUK: 1, Attack: 786857, Defense: 88250, Current HP: 960, A Avg: 1597319, D Avg: 88250, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 847: HP: 2185, STR: 515672, VIT: 1236, SPD: 85, LUK: 1, Attack: 600497, Defense: 85242, Current HP: 2185, A Avg: 1597322, D Avg: 85242, [Kraken(145)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 846: HP: 2166, STR: 515672, VIT: 4608, SPD: 85, LUK: 1, Attack: 600497, Defense: 90278, Current HP: 2166, A Avg: 1597322, D Avg: 90278, [Kraken(145)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 845: HP: 1314, STR: 702088, VIT: 1405, SPD: 72, LUK: 1, Attack: 786876, Defense: 85346, Current HP: 1314, A Avg: 1597358, D Avg: 85346, [Pulse Knife(165)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 844: HP: 1694, STR: 757044, VIT: 200, SPD: 72, LUK: 1, Attack: 840770, Defense: 84128, Current HP: 1694, A Avg: 1597463, D Avg: 84128, [Wooden Stick(101)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 843: HP: 1694, STR: 757044, VIT: 200, SPD: 72, LUK: 1, Attack: 840809, Defense: 84128, Current HP: 1694, A Avg: 1597537, D Avg: 84128, [Club(102)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 842: HP: 1040, STR: 757044, VIT: 118, SPD: 72, LUK: 1, Attack: 840812, Defense: 83851, Current HP: 1040, A Avg: 1597542, D Avg: 83851, [Decorative Swords(109)[630, 630, 630], High Pot Lid(202)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 841: HP: 2120, STR: 514936, VIT: 1097, SPD: 72, LUK: 1, Attack: 600580, Defense: 85597, Current HP: 2120, A Avg: 1597542, D Avg: 85597, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 840: HP: 2120, STR: 514936, VIT: 1097, SPD: 72, LUK: 1, Attack: 600580, Defense: 85597, Current HP: 2120, A Avg: 1597542, D Avg: 85597, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 839: HP: 988, STR: 702252, VIT: 1252, SPD: 76, LUK: 1, Attack: 787040, Defense: 85277, Current HP: 988, A Avg: 1597691, D Avg: 85277, [Pulse Knife(165)[630, 630, 630], Conductive Barrier(208)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 838: HP: 1501, STR: 702273, VIT: 1407, SPD: 72, LUK: 1, Attack: 787061, Defense: 85647, Current HP: 1501, A Avg: 1597733, D Avg: 85647, [Pulse Knife(165)[630, 630, 630], Dragon's Wings(216)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 837: HP: 2371, STR: 515872, VIT: 1236, SPD: 85, LUK: 1, Attack: 600697, Defense: 85736, Current HP: 2371, A Avg: 1597854, D Avg: 85736, [Kraken(145)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 836: HP: 1576, STR: 702433, VIT: 1532, SPD: 72, LUK: 1, Attack: 787221, Defense: 87150, Current HP: 1576, A Avg: 1598058, D Avg: 87150, [Pulse Knife(165)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 835: HP: 1322, STR: 702437, VIT: 1798, SPD: 72, LUK: 1, Attack: 787225, Defense: 86636, Current HP: 1322, A Avg: 1598066, D Avg: 86636, [Pulse Knife(165)[630, 630, 630], Bulletproof Shield(235)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 834: HP: 1501, STR: 702479, VIT: 1482, SPD: 72, LUK: 1, Attack: 787267, Defense: 86346, Current HP: 1501, A Avg: 1598152, D Avg: 86346, [Pulse Knife(165)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 833: HP: 1425, STR: 702479, VIT: 1472, SPD: 76, LUK: 1, Attack: 787267, Defense: 85894, Current HP: 1425, A Avg: 1598152, D Avg: 85894, [Pulse Knife(165)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 832: HP: 2348, STR: 515202, VIT: 1228, SPD: 72, LUK: 1, Attack: 600846, Defense: 85728, Current HP: 2348, A Avg: 1598250, D Avg: 85728, [Gladius(162)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 831: HP: 2409, STR: 515813, VIT: 1443, SPD: 85, LUK: 1, Attack: 600856, Defense: 85449, Current HP: 2409, A Avg: 1598276, D Avg: 85449, [White Snake(160)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 830: HP: 2390, STR: 515813, VIT: 4814, SPD: 85, LUK: 1, Attack: 600856, Defense: 90484, Current HP: 2390, A Avg: 1598276, D Avg: 90484, [White Snake(160)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 829: HP: 1704, STR: 757216, VIT: 200, SPD: 72, LUK: 1, Attack: 841209, Defense: 84128, Current HP: 1704, A Avg: 1598297, D Avg: 84128, [Sword of Wood(124)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 828: HP: 2736, STR: 516042, VIT: 2464, SPD: 85, LUK: 1, Attack: 600867, Defense: 90032, Current HP: 2736, A Avg: 1598306, D Avg: 90032, [Kraken(145)[630, 630, 630], Storm Wall(242)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 827: HP: 1476, STR: 757407, VIT: 2240, SPD: 72, LUK: 1, Attack: 841223, Defense: 89028, Current HP: 1476, A Avg: 1598323, D Avg: 89028, [Hand Axe(140)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 826: HP: 1919, STR: 703403, VIT: 384, SPD: 76, LUK: 1, Attack: 787403, Defense: 87172, Current HP: 1919, A Avg: 1598428, D Avg: 87172, [Kirisame(129)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 825: HP: 1501, STR: 702626, VIT: 1873, SPD: 72, LUK: 1, Attack: 787414, Defense: 88674, Current HP: 1501, A Avg: 1598450, D Avg: 88674, [Pulse Knife(165)[630, 630, 630], Riot(236)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 824: HP: 1460, STR: 757407, VIT: 720, SPD: 72, LUK: 1, Attack: 841296, Defense: 87755, Current HP: 1460, A Avg: 1598462, D Avg: 87755, [Iron Lumps(108)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 823: HP: 2040, STR: 702130, VIT: 1222, SPD: 72, LUK: 1, Attack: 787464, Defense: 84945, Current HP: 2040, A Avg: 1598551, D Avg: 84945, [Impulse(166)[630, 630, 630], Pot Lid(201)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 822: HP: 2040, STR: 702130, VIT: 1222, SPD: 72, LUK: 1, Attack: 787464, Defense: 84955, Current HP: 2040, A Avg: 1598551, D Avg: 84955, [Impulse(166)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 821: HP: 1938, STR: 702130, VIT: 1307, SPD: 72, LUK: 1, Attack: 787464, Defense: 85176, Current HP: 1938, A Avg: 1598551, D Avg: 85176, [Impulse(166)[630, 630, 630], Wooden Shield(203)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 820: HP: 1938, STR: 702130, VIT: 1312, SPD: 72, LUK: 1, Attack: 787464, Defense: 85116, Current HP: 1938, A Avg: 1598551, D Avg: 85116, [Impulse(166)[630, 630, 630], Iron Shield(204)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 819: HP: 1938, STR: 702130, VIT: 1373, SPD: 72, LUK: 1, Attack: 787464, Defense: 85236, Current HP: 1938, A Avg: 1598551, D Avg: 85236, [Impulse(166)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 818: HP: 1938, STR: 702130, VIT: 1390, SPD: 72, LUK: 1, Attack: 787464, Defense: 85279, Current HP: 1938, A Avg: 1598551, D Avg: 85279, [Impulse(166)[630, 630, 630], Large iron Shield(206)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 817: HP: 2040, STR: 702130, VIT: 1371, SPD: 72, LUK: 1, Attack: 787464, Defense: 85247, Current HP: 2040, A Avg: 1598551, D Avg: 85247, [Impulse(166)[630, 630, 630], Magic Shield(207)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 816: HP: 2375, STR: 702130, VIT: 1523, SPD: 72, LUK: 1, Attack: 787464, Defense: 85360, Current HP: 2375, A Avg: 1598551, D Avg: 85360, [Impulse(166)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 815: HP: 2100, STR: 702130, VIT: 1300, SPD: 72, LUK: 1, Attack: 787464, Defense: 85072, Current HP: 2100, A Avg: 1598551, D Avg: 85072, [Impulse(166)[630, 630, 630], Clear Shield(211)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
