Rank 1000: HP: 988, STR: 288132, VIT: 1190, SPD: 24, LUK: 1, Attack: 374374, Defense: 86860, Current HP: 988, A Avg: 995834, D Avg: 86860, [Droid Hammer(177)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 902: HP: 931, STR: 290718, VIT: 192, SPD: 25, LUK: 1, Attack: 374839, Defense: 86980, Current HP: 931, A Avg: 997071, D Avg: 86980, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 901: HP: 703, STR: 404679, VIT: 665, SPD: 25, LUK: 1, Attack: 491168, Defense: 85087, Current HP: 703, A Avg: 997071, D Avg: 85087, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 900: HP: 418, STR: 289290, VIT: 499, SPD: 24, LUK: 1, Attack: 374843, Defense: 84687, Current HP: 418, A Avg: 997082, D Avg: 84687, [Hammer of Justice(186)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 899: HP: 665, STR: 288972, VIT: 347, SPD: 24, LUK: 1, Attack: 374850, Defense: 84353, Current HP: 665, A Avg: 997100, D Avg: 84353, [God Hand(179)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 898: HP: 1121, STR: 406698, VIT: 540, SPD: 24, LUK: 1, Attack: 491198, Defense: 85404, Current HP: 1121, A Avg: 997131, D Avg: 85404, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 897: HP: 741, STR: 405665, VIT: 384, SPD: 24, LUK: 1, Attack: 491205, Defense: 85248, Current HP: 741, A Avg: 997146, D Avg: 85248, [Zodiac(184)[230, 230, 230], Dragon's Head(217)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 896: HP: 665, STR: 405665, VIT: 390, SPD: 25, LUK: 1, Attack: 491205, Defense: 84812, Current HP: 665, A Avg: 997146, D Avg: 84812, [Zodiac(184)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 895: HP: 418, STR: 406417, VIT: 384, SPD: 25, LUK: 1, Attack: 491205, Defense: 84728, Current HP: 418, A Avg: 997146, D Avg: 84728, [Pulse Knife(165)[230, 230, 230], V Magnum(238)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 894: HP: 741, STR: 405686, VIT: 571, SPD: 24, LUK: 1, Attack: 491226, Defense: 87372, Current HP: 741, A Avg: 997188, D Avg: 87372, [Zodiac(184)[230, 230, 230], Riot(236)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 893: HP: 440, STR: 290318, VIT: 171, SPD: 24, LUK: 1, Attack: 374896, Defense: 84190, Current HP: 440, A Avg: 997223, D Avg: 84190, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 892: HP: 440, STR: 290318, VIT: 171, SPD: 24, LUK: 1, Attack: 374896, Defense: 84190, Current HP: 440, A Avg: 997223, D Avg: 84190, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 891: HP: 589, STR: 290385, VIT: 123, SPD: 24, LUK: 1, Attack: 374898, Defense: 87951, Current HP: 589, A Avg: 997228, D Avg: 87951, [Maximum Iron Mass(123)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 890: HP: 798, STR: 404758, VIT: 662, SPD: 25, LUK: 1, Attack: 491247, Defense: 85084, Current HP: 798, A Avg: 997231, D Avg: 85084, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 889: HP: 2204, STR: 289058, VIT: 329, SPD: 24, LUK: 1, Attack: 374910, Defense: 86246, Current HP: 2204, A Avg: 997260, D Avg: 86246, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 888: HP: 737, STR: 289044, VIT: 347, SPD: 24, LUK: 1, Attack: 374922, Defense: 84847, Current HP: 737, A Avg: 997292, D Avg: 84847, [God Hand(179)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 887: HP: 741, STR: 288582, VIT: 296, SPD: 24, LUK: 1, Attack: 374928, Defense: 84302, Current HP: 741, A Avg: 997308, D Avg: 84302, [Progress(147)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 886: HP: 722, STR: 288582, VIT: 1363, SPD: 24, LUK: 1, Attack: 374928, Defense: 87033, Current HP: 722, A Avg: 997308, D Avg: 87033, [Progress(147)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 885: HP: 798, STR: 406022, VIT: 454, SPD: 25, LUK: 1, Attack: 491356, Defense: 84590, Current HP: 798, A Avg: 997452, D Avg: 84590, [Impulse(166)[230, 230, 230], Magnum(237)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 884: HP: 1045, STR: 290988, VIT: 336, SPD: 30, LUK: 1, Attack: 374988, Defense: 87124, Current HP: 1045, A Avg: 997468, D Avg: 87124, [Kirisame(129)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 883: HP: 965, STR: 290066, VIT: 302, SPD: 24, LUK: 1, Attack: 374995, Defense: 86518, Current HP: 965, A Avg: 997486, D Avg: 86518, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 882: HP: 965, STR: 290066, VIT: 302, SPD: 24, LUK: 1, Attack: 374995, Defense: 86518, Current HP: 965, A Avg: 997486, D Avg: 86518, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 881: HP: 551, STR: 405837, VIT: 444, SPD: 24, LUK: 1, Attack: 491377, Defense: 85035, Current HP: 551, A Avg: 997495, D Avg: 85035, [Zodiac(184)[230, 230, 230], Black Hole(229)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 880: HP: 684, STR: 405837, VIT: 467, SPD: 24, LUK: 1, Attack: 491377, Defense: 87385, Current HP: 684, A Avg: 997495, D Avg: 87385, [Zodiac(184)[230, 230, 230], White Hole(230)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 879: HP: 813, STR: 288654, VIT: 296, SPD: 24, LUK: 1, Attack: 375000, Defense: 84796, Current HP: 813, A Avg: 997499, D Avg: 84796, [Progress(147)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 878: HP: 440, STR: 290462, VIT: 91, SPD: 24, LUK: 1, Attack: 375040, Defense: 84110, Current HP: 440, A Avg: 997606, D Avg: 84110, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 877: HP: 418, STR: 290202, VIT: 70, SPD: 24, LUK: 1, Attack: 375043, Defense: 87898, Current HP: 418, A Avg: 997614, D Avg: 87898, [Grand Slam(163)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 876: HP: 2470, STR: 289202, VIT: 567, SPD: 28, LUK: 1, Attack: 375054, Defense: 86484, Current HP: 2470, A Avg: 997643, D Avg: 86484, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 875: HP: 665, STR: 289188, VIT: 324, SPD: 24, LUK: 1, Attack: 375066, Defense: 84187, Current HP: 665, A Avg: 997675, D Avg: 84187, [God Hand(179)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 874: HP: 1098, STR: 290145, VIT: 340, SPD: 24, LUK: 1, Attack: 375074, Defense: 86556, Current HP: 1098, A Avg: 997696, D Avg: 86556, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 873: HP: 570, STR: 290400, VIT: 108, SPD: 24, LUK: 1, Attack: 375082, Defense: 87936, Current HP: 570, A Avg: 997718, D Avg: 87936, [Thunder Whip(143)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 872: HP: 851, STR: 290041, VIT: 430, SPD: 30, LUK: 1, Attack: 375084, Defense: 84566, Current HP: 851, A Avg: 997723, D Avg: 84566, [White Snake(160)[230, 230, 230], Magnum(237)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 871: HP: 456, STR: 288558, VIT: 302, SPD: 24, LUK: 1, Attack: 375086, Defense: 84308, Current HP: 456, A Avg: 997728, D Avg: 84308, [Moon Knuckle(153)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 870: HP: 437, STR: 288558, VIT: 1369, SPD: 24, LUK: 1, Attack: 375086, Defense: 87039, Current HP: 437, A Avg: 997728, D Avg: 87039, [Moon Knuckle(153)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 869: HP: 988, STR: 288870, VIT: 70, SPD: 24, LUK: 1, Attack: 375112, Defense: 84258, Current HP: 988, A Avg: 997797, D Avg: 84258, [Droid Hammer(177)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 868: HP: 1060, STR: 405988, VIT: 492, SPD: 24, LUK: 1, Attack: 491528, Defense: 86604, Current HP: 1060, A Avg: 997801, D Avg: 86604, [Zodiac(184)[230, 230, 230], Goblin Hand(250)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 867: HP: 1216, STR: 291006, VIT: 337, SPD: 30, LUK: 1, Attack: 375116, Defense: 87125, Current HP: 1216, A Avg: 997808, D Avg: 87125, [Serpent(144)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 866: HP: 589, STR: 289572, VIT: 608, SPD: 24, LUK: 1, Attack: 375125, Defense: 85836, Current HP: 589, A Avg: 997832, D Avg: 85836, [Hammer of Justice(186)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 865: HP: 1197, STR: 291006, VIT: 336, SPD: 30, LUK: 1, Attack: 375127, Defense: 87124, Current HP: 1197, A Avg: 997837, D Avg: 87124, [Black Kirisame(130)[230, 230, 230], C Magnum(239)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 864: HP: 870, STR: 290210, VIT: 353, SPD: 24, LUK: 1, Attack: 375139, Defense: 86569, Current HP: 870, A Avg: 997869, D Avg: 86569, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 863: HP: 870, STR: 290210, VIT: 353, SPD: 24, LUK: 1, Attack: 375139, Defense: 86569, Current HP: 870, A Avg: 997869, D Avg: 86569, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 862: HP: 741, STR: 288798, VIT: 273, SPD: 24, LUK: 1, Attack: 375144, Defense: 84136, Current HP: 741, A Avg: 997883, D Avg: 84136, [Progress(147)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 861: HP: 893, STR: 406030, VIT: 652, SPD: 24, LUK: 1, Attack: 491570, Defense: 85646, Current HP: 893, A Avg: 997887, D Avg: 85646, [Zodiac(184)[230, 230, 230], Metalization(228)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 860: HP: 782, STR: 289269, VIT: 355, SPD: 24, LUK: 1, Attack: 375147, Defense: 84361, Current HP: 782, A Avg: 997891, D Avg: 84361, [God Hand(179)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 859: HP: 836, STR: 289272, VIT: 347, SPD: 24, LUK: 1, Attack: 375150, Defense: 84236, Current HP: 836, A Avg: 997898, D Avg: 84236, [God Hand(179)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 858: HP: 1216, STR: 289272, VIT: 950, SPD: 24, LUK: 1, Attack: 375150, Defense: 88518, Current HP: 1216, A Avg: 997898, D Avg: 88518, [God Hand(179)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 857: HP: 528, STR: 288630, VIT: 302, SPD: 24, LUK: 1, Attack: 375158, Defense: 84802, Current HP: 528, A Avg: 997920, D Avg: 84802, [Moon Knuckle(153)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 856: HP: 703, STR: 290514, VIT: 198, SPD: 24, LUK: 1, Attack: 375164, Defense: 88026, Current HP: 703, A Avg: 997936, D Avg: 88026, [Diamond Knuckle(152)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 855: HP: 720, STR: 290606, VIT: 315, SPD: 28, LUK: 1, Attack: 375184, Defense: 84334, Current HP: 720, A Avg: 997989, D Avg: 84334, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 854: HP: 1010, STR: 406664, VIT: 116, SPD: 25, LUK: 1, Attack: 491630, Defense: 86904, Current HP: 1010, A Avg: 998008, D Avg: 86904, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 853: HP: 360, STR: 288669, VIT: 630, SPD: 24, LUK: 1, Attack: 375197, Defense: 87418, Current HP: 360, A Avg: 998024, D Avg: 87418, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 852: HP: 460, STR: 288669, VIT: 691, SPD: 24, LUK: 1, Attack: 375197, Defense: 87479, Current HP: 460, A Avg: 998024, D Avg: 87479, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 851: HP: 1216, STR: 290710, VIT: 574, SPD: 24, LUK: 1, Attack: 375210, Defense: 85438, Current HP: 1216, A Avg: 998058, D Avg: 85438, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 850: HP: 1121, STR: 290710, VIT: 557, SPD: 24, LUK: 1, Attack: 375210, Defense: 85421, Current HP: 1121, A Avg: 998058, D Avg: 85421, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 849: HP: 1216, STR: 290710, VIT: 622, SPD: 24, LUK: 1, Attack: 375210, Defense: 85486, Current HP: 1216, A Avg: 998058, D Avg: 85486, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 848: HP: 1216, STR: 290710, VIT: 574, SPD: 24, LUK: 1, Attack: 375210, Defense: 85438, Current HP: 1216, A Avg: 998058, D Avg: 85438, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 847: HP: 804, STR: 405778, VIT: 384, SPD: 24, LUK: 1, Attack: 491656, Defense: 85118, Current HP: 804, A Avg: 998061, D Avg: 85118, [Blue Sword(180)[230, 230, 230], Slafield(232)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 846: HP: 858, STR: 288879, VIT: 304, SPD: 24, LUK: 1, Attack: 375225, Defense: 84310, Current HP: 858, A Avg: 998098, D Avg: 84310, [Progress(147)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 845: HP: 912, STR: 288882, VIT: 296, SPD: 24, LUK: 1, Attack: 375228, Defense: 84185, Current HP: 912, A Avg: 998106, D Avg: 84185, [Progress(147)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 844: HP: 1292, STR: 288882, VIT: 899, SPD: 24, LUK: 1, Attack: 375228, Defense: 88467, Current HP: 1292, A Avg: 998106, D Avg: 88467, [Progress(147)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 843: HP: 741, STR: 290422, VIT: 368, SPD: 30, LUK: 1, Attack: 375247, Defense: 84712, Current HP: 741, A Avg: 998157, D Avg: 84712, [Kraken(145)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 842: HP: 600, STR: 288748, VIT: 681, SPD: 24, LUK: 1, Attack: 375276, Defense: 87469, Current HP: 600, A Avg: 998234, D Avg: 87469, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 841: HP: 870, STR: 290354, VIT: 268, SPD: 24, LUK: 1, Attack: 375283, Defense: 86484, Current HP: 870, A Avg: 998252, D Avg: 86484, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 840: HP: 1349, STR: 290790, VIT: 612, SPD: 24, LUK: 1, Attack: 375290, Defense: 85476, Current HP: 1349, A Avg: 998271, D Avg: 85476, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 839: HP: 456, STR: 288774, VIT: 280, SPD: 24, LUK: 1, Attack: 375302, Defense: 84143, Current HP: 456, A Avg: 998303, D Avg: 84143, [Moon Knuckle(153)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 838: HP: 570, STR: 290493, VIT: 176, SPD: 24, LUK: 1, Attack: 375318, Defense: 88004, Current HP: 570, A Avg: 998345, D Avg: 88004, [Kraken(145)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 837: HP: 360, STR: 288813, VIT: 694, SPD: 24, LUK: 1, Attack: 375341, Defense: 87482, Current HP: 360, A Avg: 998407, D Avg: 87482, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 836: HP: 360, STR: 288813, VIT: 694, SPD: 24, LUK: 1, Attack: 375341, Defense: 87482, Current HP: 360, A Avg: 998407, D Avg: 87482, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 835: HP: 798, STR: 406501, VIT: 454, SPD: 25, LUK: 1, Attack: 491835, Defense: 84798, Current HP: 798, A Avg: 998425, D Avg: 84798, [Impulse(166)[230, 230, 230], V Magnum(238)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 834: HP: 1121, STR: 290854, VIT: 625, SPD: 24, LUK: 1, Attack: 375354, Defense: 85489, Current HP: 1121, A Avg: 998441, D Avg: 85489, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 833: HP: 1121, STR: 290854, VIT: 625, SPD: 24, LUK: 1, Attack: 375354, Defense: 85489, Current HP: 1121, A Avg: 998441, D Avg: 85489, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 832: HP: 573, STR: 288855, VIT: 310, SPD: 24, LUK: 1, Attack: 375383, Defense: 84316, Current HP: 573, A Avg: 998518, D Avg: 84316, [Moon Knuckle(153)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 831: HP: 627, STR: 288858, VIT: 302, SPD: 24, LUK: 1, Attack: 375386, Defense: 84191, Current HP: 627, A Avg: 998526, D Avg: 84191, [Moon Knuckle(153)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 830: HP: 1007, STR: 288858, VIT: 905, SPD: 24, LUK: 1, Attack: 375386, Defense: 88473, Current HP: 1007, A Avg: 998526, D Avg: 88473, [Moon Knuckle(153)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 829: HP: 1159, STR: 289152, VIT: 179, SPD: 24, LUK: 1, Attack: 375394, Defense: 85407, Current HP: 1159, A Avg: 998548, D Avg: 85407, [Droid Hammer(177)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 828: HP: 1136, STR: 290498, VIT: 506, SPD: 28, LUK: 1, Attack: 375427, Defense: 86722, Current HP: 1136, A Avg: 998635, D Avg: 86722, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 827: HP: 360, STR: 288957, VIT: 614, SPD: 24, LUK: 1, Attack: 375485, Defense: 87402, Current HP: 360, A Avg: 998790, D Avg: 87402, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 826: HP: 851, STR: 290451, VIT: 430, SPD: 30, LUK: 1, Attack: 375494, Defense: 84774, Current HP: 851, A Avg: 998814, D Avg: 84774, [White Snake(160)[230, 230, 230], V Magnum(238)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 825: HP: 874, STR: 407248, VIT: 384, SPD: 25, LUK: 1, Attack: 492036, Defense: 87172, Current HP: 874, A Avg: 998833, D Avg: 87172, [Pulse Knife(165)[230, 230, 230], C Magnum(239)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 824: HP: 680, STR: 290517, VIT: 238, SPD: 24, LUK: 1, Attack: 375560, Defense: 88066, Current HP: 680, A Avg: 998989, D Avg: 88066, [White Snake(160)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 823: HP: 646, STR: 289710, VIT: 294, SPD: 24, LUK: 1, Attack: 375588, Defense: 84482, Current HP: 646, A Avg: 999064, D Avg: 84482, [God Hand(179)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 822: HP: 640, STR: 289101, VIT: 838, SPD: 28, LUK: 1, Attack: 375629, Defense: 87626, Current HP: 640, A Avg: 999173, D Avg: 87626, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 821: HP: 1387, STR: 291142, VIT: 778, SPD: 28, LUK: 1, Attack: 375642, Defense: 85642, Current HP: 1387, A Avg: 999207, D Avg: 85642, [Divine Dragon Sword(181)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 820: HP: 1105, STR: 290682, VIT: 148, SPD: 25, LUK: 1, Attack: 375648, Defense: 86936, Current HP: 1105, A Avg: 999223, D Avg: 86936, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 819: HP: 1010, STR: 290682, VIT: 132, SPD: 25, LUK: 1, Attack: 375648, Defense: 86920, Current HP: 1010, A Avg: 999223, D Avg: 86920, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 818: HP: 1105, STR: 290682, VIT: 193, SPD: 25, LUK: 1, Attack: 375648, Defense: 86981, Current HP: 1105, A Avg: 999223, D Avg: 86981, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 817: HP: 1105, STR: 290682, VIT: 148, SPD: 25, LUK: 1, Attack: 375648, Defense: 86936, Current HP: 1105, A Avg: 999223, D Avg: 86936, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 816: HP: 722, STR: 289320, VIT: 243, SPD: 24, LUK: 1, Attack: 375666, Defense: 84431, Current HP: 722, A Avg: 999271, D Avg: 84431, [Progress(147)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 815: HP: 513, STR: 406736, VIT: 262, SPD: 25, LUK: 1, Attack: 492276, Defense: 84398, Current HP: 513, A Avg: 999320, D Avg: 84398, [Zodiac(184)[230, 230, 230], Magnum(237)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 814: HP: 437, STR: 288642, VIT: 123, SPD: 24, LUK: 1, Attack: 375693, Defense: 84129, Current HP: 437, A Avg: 999343, D Avg: 84129, [Tekken(188)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 813: HP: 418, STR: 288642, VIT: 1190, SPD: 24, LUK: 1, Attack: 375693, Defense: 86860, Current HP: 418, A Avg: 999343, D Avg: 86860, [Tekken(188)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 812: HP: 1238, STR: 290761, VIT: 184, SPD: 25, LUK: 1, Attack: 375727, Defense: 86972, Current HP: 1238, A Avg: 999433, D Avg: 86972, [Red Shark(134)[230, 230, 230], C Magnum(239)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
