Rank 1000: HP: 95, STR: 30, VIT: 21, SPD: 1, LUK: 1, Attack: 148945, Defense: 83949, Current HP: 95, A Avg: 1240711, D Avg: 117528, [Sword of Evil[189, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 901: HP: 232, STR: 31, VIT: 51, SPD: 1, LUK: 1, Attack: 148946, Defense: 89829, Current HP: 232, A Avg: 1240720, D Avg: 125760, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 900: HP: 532, STR: 31, VIT: 349, SPD: 1, LUK: 1, Attack: 148946, Defense: 87137, Current HP: 532, A Avg: 1240720, D Avg: 121991, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 899: HP: 532, STR: 31, VIT: 381, SPD: 1, LUK: 1, Attack: 148946, Defense: 87169, Current HP: 532, A Avg: 1240720, D Avg: 122036, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 898: HP: 957, STR: 31, VIT: 271, SPD: 1, LUK: 1, Attack: 148946, Defense: 87059, Current HP: 957, A Avg: 1240720, D Avg: 121882, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 897: HP: 342, STR: 31, VIT: 61, SPD: 1, LUK: 1, Attack: 148946, Defense: 85939, Current HP: 342, A Avg: 1240720, D Avg: 120314, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 896: HP: 342, STR: 31, VIT: 92, SPD: 1, LUK: 1, Attack: 148946, Defense: 85970, Current HP: 342, A Avg: 1240720, D Avg: 120357, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 895: HP: 667, STR: 31, VIT: 72, SPD: 1, LUK: 1, Attack: 148946, Defense: 85950, Current HP: 667, A Avg: 1240720, D Avg: 120329, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 894: HP: 285, STR: 31, VIT: 190, SPD: 1, LUK: 1, Attack: 148946, Defense: 86406, Current HP: 285, A Avg: 1240720, D Avg: 120968, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 893: HP: 285, STR: 31, VIT: 222, SPD: 1, LUK: 1, Attack: 148946, Defense: 86438, Current HP: 285, A Avg: 1240720, D Avg: 121013, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 892: HP: 580, STR: 31, VIT: 163, SPD: 1, LUK: 1, Attack: 148946, Defense: 86379, Current HP: 580, A Avg: 1240720, D Avg: 120930, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 891: HP: 460, STR: 31, VIT: 645, SPD: 1, LUK: 1, Attack: 148946, Defense: 87680, Current HP: 460, A Avg: 1240720, D Avg: 122751, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 890: HP: 460, STR: 31, VIT: 676, SPD: 1, LUK: 1, Attack: 148946, Defense: 87711, Current HP: 460, A Avg: 1240720, D Avg: 122795, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 889: HP: 840, STR: 31, VIT: 466, SPD: 1, LUK: 1, Attack: 148946, Defense: 87501, Current HP: 840, A Avg: 1240720, D Avg: 122501, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 888: HP: 76, STR: 32, VIT: 31, SPD: 1, LUK: 1, Attack: 148948, Defense: 84037, Current HP: 76, A Avg: 1240736, D Avg: 117651, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 887: HP: 57, STR: 32, VIT: 20, SPD: 1, LUK: 1, Attack: 148948, Defense: 85690, Current HP: 57, A Avg: 1240736, D Avg: 119965, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 886: HP: 330, STR: 33, VIT: 22, SPD: 1, LUK: 1, Attack: 148949, Defense: 83745, Current HP: 330, A Avg: 1240745, D Avg: 117242, [Sword of Evil[189, 0, 0, 0], Pot Lid[201, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 885: HP: 330, STR: 33, VIT: 22, SPD: 1, LUK: 1, Attack: 148949, Defense: 83755, Current HP: 330, A Avg: 1240745, D Avg: 117256, [Sword of Evil[189, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 884: HP: 314, STR: 33, VIT: 35, SPD: 1, LUK: 1, Attack: 148949, Defense: 83904, Current HP: 314, A Avg: 1240745, D Avg: 117465, [Sword of Evil[189, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 883: HP: 314, STR: 33, VIT: 42, SPD: 1, LUK: 1, Attack: 148949, Defense: 83846, Current HP: 314, A Avg: 1240745, D Avg: 117384, [Sword of Evil[189, 0, 0, 0], Iron Shield[204, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 882: HP: 314, STR: 33, VIT: 23, SPD: 1, LUK: 1, Attack: 148949, Defense: 83886, Current HP: 314, A Avg: 1240745, D Avg: 117440, [Sword of Evil[189, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 881: HP: 314, STR: 33, VIT: 47, SPD: 1, LUK: 1, Attack: 148949, Defense: 83936, Current HP: 314, A Avg: 1240745, D Avg: 117510, [Sword of Evil[189, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 880: HP: 330, STR: 33, VIT: 34, SPD: 1, LUK: 1, Attack: 148949, Defense: 83910, Current HP: 330, A Avg: 1240745, D Avg: 117473, [Sword of Evil[189, 0, 0, 0], Magic Shield[207, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 879: HP: 335, STR: 33, VIT: 23, SPD: 1, LUK: 1, Attack: 148949, Defense: 83860, Current HP: 335, A Avg: 1240745, D Avg: 117403, [Sword of Evil[189, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 878: HP: 76, STR: 33, VIT: 46, SPD: 1, LUK: 1, Attack: 148949, Defense: 84052, Current HP: 76, A Avg: 1240745, D Avg: 117672, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 877: HP: 76, STR: 33, VIT: 76, SPD: 1, LUK: 1, Attack: 148949, Defense: 84082, Current HP: 76, A Avg: 1240745, D Avg: 117714, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 876: HP: 261, STR: 33, VIT: 62, SPD: 1, LUK: 1, Attack: 148949, Defense: 84068, Current HP: 261, A Avg: 1240745, D Avg: 117695, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 875: HP: 396, STR: 33, VIT: 34, SPD: 1, LUK: 1, Attack: 148949, Defense: 83806, Current HP: 396, A Avg: 1240745, D Avg: 117328, [Sword of Evil[189, 0, 0, 0], Clear Shield[211, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 874: HP: 440, STR: 33, VIT: 34, SPD: 1, LUK: 1, Attack: 148949, Defense: 84053, Current HP: 440, A Avg: 1240745, D Avg: 117674, [Sword of Evil[189, 0, 0, 0], Prism Shield[212, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 873: HP: 398, STR: 33, VIT: 35, SPD: 1, LUK: 1, Attack: 148949, Defense: 83963, Current HP: 398, A Avg: 1240745, D Avg: 117548, [Sword of Evil[189, 0, 0, 0], Tower Shield[213, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 872: HP: 128, STR: 33, VIT: 70, SPD: 2, LUK: 1, Attack: 148949, Defense: 85688, Current HP: 128, A Avg: 1240745, D Avg: 119963, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 871: HP: 440, STR: 33, VIT: 45, SPD: 1, LUK: 1, Attack: 148949, Defense: 84607, Current HP: 440, A Avg: 1240745, D Avg: 118449, [Sword of Evil[189, 0, 0, 0], Slime Shield[221, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 870: HP: 356, STR: 33, VIT: 23, SPD: 1, LUK: 1, Attack: 148949, Defense: 83951, Current HP: 356, A Avg: 1240745, D Avg: 117531, [Sword of Evil[189, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 869: HP: 330, STR: 33, VIT: 364, SPD: 1, LUK: 1, Attack: 148949, Defense: 87152, Current HP: 330, A Avg: 1240745, D Avg: 122012, [Sword of Evil[189, 0, 0, 0], Energy Shield[227, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 868: HP: 356, STR: 33, VIT: 91, SPD: 1, LUK: 1, Attack: 148949, Defense: 84682, Current HP: 356, A Avg: 1240745, D Avg: 118554, [Sword of Evil[189, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 867: HP: 356, STR: 33, VIT: 91, SPD: 1, LUK: 1, Attack: 148949, Defense: 87009, Current HP: 356, A Avg: 1240745, D Avg: 121812, [Sword of Evil[189, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 866: HP: 1364, STR: 33, VIT: 23, SPD: 1, LUK: 1, Attack: 148949, Defense: 85940, Current HP: 1364, A Avg: 1240745, D Avg: 120315, [Sword of Evil[189, 0, 0, 0], Frying Pan[231, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 865: HP: 594, STR: 33, VIT: 68, SPD: 1, LUK: 1, Attack: 148949, Defense: 84802, Current HP: 594, A Avg: 1240745, D Avg: 118722, [Sword of Evil[189, 0, 0, 0], Slafield[232, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 864: HP: 484, STR: 33, VIT: 45, SPD: 1, LUK: 1, Attack: 148949, Defense: 85520, Current HP: 484, A Avg: 1240745, D Avg: 119727, [Sword of Evil[189, 0, 0, 0], Mist Shield[233, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 863: HP: 524, STR: 33, VIT: 23, SPD: 1, LUK: 1, Attack: 148949, Defense: 84991, Current HP: 524, A Avg: 1240745, D Avg: 118987, [Sword of Evil[189, 0, 0, 0], Huge Shield[234, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 862: HP: 161, STR: 33, VIT: 222, SPD: 1, LUK: 1, Attack: 148949, Defense: 87023, Current HP: 161, A Avg: 1240745, D Avg: 121832, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 861: HP: 232, STR: 33, VIT: 163, SPD: 1, LUK: 1, Attack: 148949, Defense: 86964, Current HP: 232, A Avg: 1240745, D Avg: 121749, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 860: HP: 190, STR: 33, VIT: 163, SPD: 2, LUK: 1, Attack: 148949, Defense: 86964, Current HP: 190, A Avg: 1240745, D Avg: 121749, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 859: HP: 396, STR: 33, VIT: 254, SPD: 1, LUK: 1, Attack: 148949, Defense: 87055, Current HP: 396, A Avg: 1240745, D Avg: 121876, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 858: HP: 440, STR: 33, VIT: 182, SPD: 1, LUK: 1, Attack: 148949, Defense: 87022, Current HP: 440, A Avg: 1240745, D Avg: 121830, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 857: HP: 330, STR: 33, VIT: 22, SPD: 1, LUK: 1, Attack: 148949, Defense: 87447, Current HP: 330, A Avg: 1240745, D Avg: 122425, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 856: HP: 314, STR: 33, VIT: 22, SPD: 1, LUK: 1, Attack: 148949, Defense: 86811, Current HP: 314, A Avg: 1240745, D Avg: 121535, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 855: HP: 314, STR: 33, VIT: 22, SPD: 1, LUK: 1, Attack: 148949, Defense: 89800, Current HP: 314, A Avg: 1240745, D Avg: 125719, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 854: HP: 839, STR: 33, VIT: 261, SPD: 1, LUK: 1, Attack: 148949, Defense: 87049, Current HP: 839, A Avg: 1240745, D Avg: 121868, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 853: HP: 57, STR: 33, VIT: 30, SPD: 1, LUK: 1, Attack: 148949, Defense: 85700, Current HP: 57, A Avg: 1240745, D Avg: 119979, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 852: HP: 57, STR: 33, VIT: 61, SPD: 1, LUK: 1, Attack: 148949, Defense: 85731, Current HP: 57, A Avg: 1240745, D Avg: 120023, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 851: HP: 232, STR: 33, VIT: 51, SPD: 1, LUK: 1, Attack: 148949, Defense: 85721, Current HP: 232, A Avg: 1240745, D Avg: 120009, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 850: HP: 629, STR: 33, VIT: 45, SPD: 1, LUK: 1, Attack: 148949, Defense: 85923, Current HP: 629, A Avg: 1240745, D Avg: 120292, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 849: HP: 566, STR: 33, VIT: 142, SPD: 1, LUK: 1, Attack: 148949, Defense: 86358, Current HP: 566, A Avg: 1240745, D Avg: 120901, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 848: HP: 770, STR: 33, VIT: 477, SPD: 1, LUK: 1, Attack: 148949, Defense: 87512, Current HP: 770, A Avg: 1240745, D Avg: 122516, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 847: HP: 335, STR: 34, VIT: 34, SPD: 1, LUK: 1, Attack: 148951, Defense: 84040, Current HP: 335, A Avg: 1240761, D Avg: 117655, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 846: HP: 314, STR: 34, VIT: 22, SPD: 1, LUK: 1, Attack: 148951, Defense: 85692, Current HP: 314, A Avg: 1240761, D Avg: 119968, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 845: HP: 120, STR: 34, VIT: 62, SPD: 2, LUK: 1, Attack: 148951, Defense: 87110, Current HP: 120, A Avg: 1240761, D Avg: 121953, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 844: HP: 114, STR: 36, VIT: 72, SPD: 2, LUK: 1, Attack: 148954, Defense: 84097, Current HP: 114, A Avg: 1240786, D Avg: 117735, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 843: HP: 114, STR: 36, VIT: 195, SPD: 2, LUK: 1, Attack: 148954, Defense: 85033, Current HP: 114, A Avg: 1240786, D Avg: 119046, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 842: HP: 88, STR: 37, VIT: 49, SPD: 2, LUK: 1, Attack: 148955, Defense: 85667, Current HP: 88, A Avg: 1240795, D Avg: 119933, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 841: HP: 80, STR: 37, VIT: 41, SPD: 2, LUK: 1, Attack: 148955, Defense: 87089, Current HP: 80, A Avg: 1240795, D Avg: 121924, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 840: HP: 209, STR: 38, VIT: 195, SPD: 2, LUK: 1, Attack: 148957, Defense: 86996, Current HP: 209, A Avg: 1240811, D Avg: 121794, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 839: HP: 68, STR: 39, VIT: 43, SPD: 1, LUK: 1, Attack: 148958, Defense: 85661, Current HP: 68, A Avg: 1240820, D Avg: 119925, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 838: HP: 68, STR: 39, VIT: 73, SPD: 1, LUK: 1, Attack: 148958, Defense: 85691, Current HP: 68, A Avg: 1240820, D Avg: 119967, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 837: HP: 252, STR: 39, VIT: 60, SPD: 1, LUK: 1, Attack: 148958, Defense: 85678, Current HP: 252, A Avg: 1240820, D Avg: 119949, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 836: HP: 76, STR: 40, VIT: 51, SPD: 2, LUK: 1, Attack: 148960, Defense: 84076, Current HP: 76, A Avg: 1240836, D Avg: 117706, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 835: HP: 76, STR: 40, VIT: 174, SPD: 2, LUK: 1, Attack: 148960, Defense: 85012, Current HP: 76, A Avg: 1240836, D Avg: 119016, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 834: HP: 80, STR: 41, VIT: 41, SPD: 1, LUK: 2, Attack: 148961, Defense: 83764, Current HP: 80, A Avg: 1240845, D Avg: 117269, [Sword of Evil[189, 0, 0, 0], Pot Lid[201, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 833: HP: 184, STR: 41, VIT: 61, SPD: 1, LUK: 1, Attack: 148961, Defense: 83784, Current HP: 184, A Avg: 1240845, D Avg: 117297, [Sword of Evil[189, 0, 0, 0], Pot Lid[201, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 832: HP: 80, STR: 41, VIT: 41, SPD: 1, LUK: 2, Attack: 148961, Defense: 83774, Current HP: 80, A Avg: 1240845, D Avg: 117283, [Sword of Evil[189, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 831: HP: 184, STR: 41, VIT: 61, SPD: 1, LUK: 1, Attack: 148961, Defense: 83794, Current HP: 184, A Avg: 1240845, D Avg: 117311, [Sword of Evil[189, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 830: HP: 76, STR: 41, VIT: 54, SPD: 1, LUK: 2, Attack: 148961, Defense: 83923, Current HP: 76, A Avg: 1240845, D Avg: 117492, [Sword of Evil[189, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 829: HP: 176, STR: 41, VIT: 79, SPD: 1, LUK: 1, Attack: 148961, Defense: 83948, Current HP: 176, A Avg: 1240845, D Avg: 117527, [Sword of Evil[189, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 828: HP: 76, STR: 41, VIT: 60, SPD: 1, LUK: 2, Attack: 148961, Defense: 83864, Current HP: 76, A Avg: 1240845, D Avg: 117409, [Sword of Evil[189, 0, 0, 0], Iron Shield[204, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 827: HP: 176, STR: 41, VIT: 88, SPD: 1, LUK: 1, Attack: 148961, Defense: 83892, Current HP: 176, A Avg: 1240845, D Avg: 117448, [Sword of Evil[189, 0, 0, 0], Iron Shield[204, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 826: HP: 76, STR: 41, VIT: 43, SPD: 1, LUK: 2, Attack: 148961, Defense: 83906, Current HP: 76, A Avg: 1240845, D Avg: 117468, [Sword of Evil[189, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 825: HP: 176, STR: 41, VIT: 63, SPD: 1, LUK: 1, Attack: 148961, Defense: 83926, Current HP: 176, A Avg: 1240845, D Avg: 117496, [Sword of Evil[189, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 824: HP: 76, STR: 41, VIT: 65, SPD: 1, LUK: 2, Attack: 148961, Defense: 83954, Current HP: 76, A Avg: 1240845, D Avg: 117535, [Sword of Evil[189, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 823: HP: 176, STR: 41, VIT: 95, SPD: 1, LUK: 1, Attack: 148961, Defense: 83984, Current HP: 176, A Avg: 1240845, D Avg: 117577, [Sword of Evil[189, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 822: HP: 80, STR: 41, VIT: 51, SPD: 1, LUK: 2, Attack: 148961, Defense: 83927, Current HP: 80, A Avg: 1240845, D Avg: 117497, [Sword of Evil[189, 0, 0, 0], Magic Shield[207, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 821: HP: 184, STR: 41, VIT: 76, SPD: 1, LUK: 1, Attack: 148961, Defense: 83952, Current HP: 184, A Avg: 1240845, D Avg: 117532, [Sword of Evil[189, 0, 0, 0], Magic Shield[207, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 820: HP: 57, STR: 41, VIT: 46, SPD: 1, LUK: 1, Attack: 148961, Defense: 84071, Current HP: 57, A Avg: 1240845, D Avg: 117699, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 819: HP: 57, STR: 41, VIT: 76, SPD: 1, LUK: 1, Attack: 148961, Defense: 84101, Current HP: 57, A Avg: 1240845, D Avg: 117741, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 818: HP: 232, STR: 41, VIT: 62, SPD: 1, LUK: 1, Attack: 148961, Defense: 84087, Current HP: 232, A Avg: 1240845, D Avg: 117721, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 817: HP: 95, STR: 41, VIT: 43, SPD: 1, LUK: 2, Attack: 148961, Defense: 83880, Current HP: 95, A Avg: 1240845, D Avg: 117431, [Sword of Evil[189, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 816: HP: 198, STR: 41, VIT: 63, SPD: 1, LUK: 1, Attack: 148961, Defense: 83900, Current HP: 198, A Avg: 1240845, D Avg: 117459, [Sword of Evil[189, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 815: HP: 140, STR: 41, VIT: 51, SPD: 1, LUK: 2, Attack: 148961, Defense: 83823, Current HP: 140, A Avg: 1240845, D Avg: 117352, [Sword of Evil[189, 0, 0, 0], Clear Shield[211, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 814: HP: 253, STR: 41, VIT: 76, SPD: 1, LUK: 1, Attack: 148961, Defense: 83848, Current HP: 253, A Avg: 1240845, D Avg: 117387, [Sword of Evil[189, 0, 0, 0], Clear Shield[211, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 813: HP: 180, STR: 41, VIT: 51, SPD: 1, LUK: 2, Attack: 148961, Defense: 84070, Current HP: 180, A Avg: 1240845, D Avg: 117697, [Sword of Evil[189, 0, 0, 0], Prism Shield[212, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 812: HP: 299, STR: 41, VIT: 76, SPD: 1, LUK: 1, Attack: 148961, Defense: 84095, Current HP: 299, A Avg: 1240845, D Avg: 117732, [Sword of Evil[189, 0, 0, 0], Prism Shield[212, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 811: HP: 152, STR: 41, VIT: 54, SPD: 1, LUK: 2, Attack: 148961, Defense: 83982, Current HP: 152, A Avg: 1240845, D Avg: 117574, [Sword of Evil[189, 0, 0, 0], Tower Shield[213, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 810: HP: 264, STR: 41, VIT: 79, SPD: 1, LUK: 1, Attack: 148961, Defense: 84007, Current HP: 264, A Avg: 1240845, D Avg: 117609, [Sword of Evil[189, 0, 0, 0], Tower Shield[213, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 809: HP: 142, STR: 41, VIT: 47, SPD: 1, LUK: 1, Attack: 148961, Defense: 83988, Current HP: 142, A Avg: 1240845, D Avg: 117583, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 808: HP: 203, STR: 41, VIT: 43, SPD: 1, LUK: 1, Attack: 148961, Defense: 83984, Current HP: 203, A Avg: 1240845, D Avg: 117577, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 807: HP: 171, STR: 41, VIT: 43, SPD: 2, LUK: 1, Attack: 148961, Defense: 83984, Current HP: 171, A Avg: 1240845, D Avg: 117577, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 806: HP: 374, STR: 41, VIT: 79, SPD: 1, LUK: 1, Attack: 148961, Defense: 84020, Current HP: 374, A Avg: 1240845, D Avg: 117627, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 805: HP: 161, STR: 41, VIT: 50, SPD: 1, LUK: 1, Attack: 148961, Defense: 84290, Current HP: 161, A Avg: 1240845, D Avg: 118005, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
