Rank 1000: HP: 988, STR: 603357, VIT: 922, SPD: 23, LUK: 1, Attack: 1033037, Defense: 85890, Current HP: 988, A Avg: 8605198, D Avg: 120245, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 902: HP: 798, STR: 603447, VIT: 657, SPD: 25, LUK: 1, Attack: 1033172, Defense: 84682, Current HP: 798, A Avg: 8606322, D Avg: 118554, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 901: HP: 798, STR: 603447, VIT: 657, SPD: 25, LUK: 1, Attack: 1033172, Defense: 84682, Current HP: 798, A Avg: 8606322, D Avg: 118554, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 900: HP: 798, STR: 603447, VIT: 657, SPD: 25, LUK: 1, Attack: 1033172, Defense: 84682, Current HP: 798, A Avg: 8606322, D Avg: 118554, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 899: HP: 1026, STR: 603470, VIT: 722, SPD: 23, LUK: 1, Attack: 1033206, Defense: 84962, Current HP: 1026, A Avg: 8606605, D Avg: 118946, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 898: HP: 1026, STR: 603470, VIT: 722, SPD: 23, LUK: 1, Attack: 1033206, Defense: 84962, Current HP: 1026, A Avg: 8606605, D Avg: 118946, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 897: HP: 1026, STR: 603470, VIT: 722, SPD: 23, LUK: 1, Attack: 1033206, Defense: 84962, Current HP: 1026, A Avg: 8606605, D Avg: 118946, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 896: HP: 1026, STR: 603470, VIT: 722, SPD: 23, LUK: 1, Attack: 1033206, Defense: 84962, Current HP: 1026, A Avg: 8606605, D Avg: 118946, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 895: HP: 1026, STR: 603470, VIT: 722, SPD: 23, LUK: 1, Attack: 1033206, Defense: 84962, Current HP: 1026, A Avg: 8606605, D Avg: 118946, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 894: HP: 1016, STR: 603508, VIT: 771, SPD: 23, LUK: 1, Attack: 1033263, Defense: 86389, Current HP: 1016, A Avg: 8607080, D Avg: 120944, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 893: HP: 1016, STR: 603508, VIT: 771, SPD: 23, LUK: 1, Attack: 1033263, Defense: 86389, Current HP: 1016, A Avg: 8607080, D Avg: 120944, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 892: HP: 1016, STR: 603508, VIT: 771, SPD: 23, LUK: 1, Attack: 1033263, Defense: 86389, Current HP: 1016, A Avg: 8607080, D Avg: 120944, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 891: HP: 1016, STR: 603508, VIT: 771, SPD: 23, LUK: 1, Attack: 1033263, Defense: 86389, Current HP: 1016, A Avg: 8607080, D Avg: 120944, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 890: HP: 1016, STR: 603508, VIT: 771, SPD: 23, LUK: 1, Attack: 1033263, Defense: 86389, Current HP: 1016, A Avg: 8607080, D Avg: 120944, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 889: HP: 904, STR: 603512, VIT: 961, SPD: 23, LUK: 1, Attack: 1033269, Defense: 85799, Current HP: 904, A Avg: 8607130, D Avg: 120118, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 888: HP: 904, STR: 603512, VIT: 961, SPD: 23, LUK: 1, Attack: 1033269, Defense: 85799, Current HP: 904, A Avg: 8607130, D Avg: 120118, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 887: HP: 904, STR: 603512, VIT: 961, SPD: 23, LUK: 1, Attack: 1033269, Defense: 85799, Current HP: 904, A Avg: 8607130, D Avg: 120118, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 886: HP: 904, STR: 603512, VIT: 961, SPD: 23, LUK: 1, Attack: 1033269, Defense: 85799, Current HP: 904, A Avg: 8607130, D Avg: 120118, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 885: HP: 904, STR: 603512, VIT: 961, SPD: 23, LUK: 1, Attack: 1033269, Defense: 85799, Current HP: 904, A Avg: 8607130, D Avg: 120118, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 884: HP: 1026, STR: 603559, VIT: 752, SPD: 23, LUK: 1, Attack: 1033340, Defense: 85616, Current HP: 1026, A Avg: 8607722, D Avg: 119862, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 883: HP: 950, STR: 603559, VIT: 755, SPD: 25, LUK: 1, Attack: 1033340, Defense: 85177, Current HP: 950, A Avg: 8607722, D Avg: 119247, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 882: HP: 1026, STR: 603559, VIT: 752, SPD: 23, LUK: 1, Attack: 1033340, Defense: 85616, Current HP: 1026, A Avg: 8607722, D Avg: 119862, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 881: HP: 950, STR: 603559, VIT: 755, SPD: 25, LUK: 1, Attack: 1033340, Defense: 85177, Current HP: 950, A Avg: 8607722, D Avg: 119247, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 880: HP: 1026, STR: 603559, VIT: 752, SPD: 23, LUK: 1, Attack: 1033340, Defense: 85616, Current HP: 1026, A Avg: 8607722, D Avg: 119862, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 879: HP: 950, STR: 603559, VIT: 755, SPD: 25, LUK: 1, Attack: 1033340, Defense: 85177, Current HP: 950, A Avg: 8607722, D Avg: 119247, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 878: HP: 1026, STR: 603559, VIT: 752, SPD: 23, LUK: 1, Attack: 1033340, Defense: 85616, Current HP: 1026, A Avg: 8607722, D Avg: 119862, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 877: HP: 950, STR: 603559, VIT: 755, SPD: 25, LUK: 1, Attack: 1033340, Defense: 85177, Current HP: 950, A Avg: 8607722, D Avg: 119247, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 876: HP: 1026, STR: 603559, VIT: 752, SPD: 23, LUK: 1, Attack: 1033340, Defense: 85616, Current HP: 1026, A Avg: 8607722, D Avg: 119862, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 875: HP: 950, STR: 603559, VIT: 755, SPD: 25, LUK: 1, Attack: 1033340, Defense: 85177, Current HP: 950, A Avg: 8607722, D Avg: 119247, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 874: HP: 1026, STR: 603583, VIT: 991, SPD: 23, LUK: 1, Attack: 1033376, Defense: 87792, Current HP: 1026, A Avg: 8608022, D Avg: 122908, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 873: HP: 1026, STR: 603583, VIT: 991, SPD: 23, LUK: 1, Attack: 1033376, Defense: 87792, Current HP: 1026, A Avg: 8608022, D Avg: 122908, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 872: HP: 1026, STR: 603583, VIT: 991, SPD: 23, LUK: 1, Attack: 1033376, Defense: 87792, Current HP: 1026, A Avg: 8608022, D Avg: 122908, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 871: HP: 1026, STR: 603583, VIT: 991, SPD: 23, LUK: 1, Attack: 1033376, Defense: 87792, Current HP: 1026, A Avg: 8608022, D Avg: 122908, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 870: HP: 1026, STR: 603583, VIT: 991, SPD: 23, LUK: 1, Attack: 1033376, Defense: 87792, Current HP: 1026, A Avg: 8608022, D Avg: 122908, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 869: HP: 836, STR: 603752, VIT: 825, SPD: 23, LUK: 1, Attack: 1033629, Defense: 85416, Current HP: 836, A Avg: 8610129, D Avg: 119582, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 868: HP: 969, STR: 603752, VIT: 854, SPD: 23, LUK: 1, Attack: 1033629, Defense: 87772, Current HP: 969, A Avg: 8610129, D Avg: 122880, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 867: HP: 836, STR: 603752, VIT: 825, SPD: 23, LUK: 1, Attack: 1033629, Defense: 85416, Current HP: 836, A Avg: 8610129, D Avg: 119582, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 866: HP: 969, STR: 603752, VIT: 854, SPD: 23, LUK: 1, Attack: 1033629, Defense: 87772, Current HP: 969, A Avg: 8610129, D Avg: 122880, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 865: HP: 836, STR: 603752, VIT: 825, SPD: 23, LUK: 1, Attack: 1033629, Defense: 85416, Current HP: 836, A Avg: 8610129, D Avg: 119582, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 864: HP: 969, STR: 603752, VIT: 854, SPD: 23, LUK: 1, Attack: 1033629, Defense: 87772, Current HP: 969, A Avg: 8610129, D Avg: 122880, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 863: HP: 836, STR: 603752, VIT: 825, SPD: 23, LUK: 1, Attack: 1033629, Defense: 85416, Current HP: 836, A Avg: 8610129, D Avg: 119582, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 862: HP: 969, STR: 603752, VIT: 854, SPD: 23, LUK: 1, Attack: 1033629, Defense: 87772, Current HP: 969, A Avg: 8610129, D Avg: 122880, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 861: HP: 836, STR: 603752, VIT: 825, SPD: 23, LUK: 1, Attack: 1033629, Defense: 85416, Current HP: 836, A Avg: 8610129, D Avg: 119582, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 860: HP: 969, STR: 603752, VIT: 854, SPD: 23, LUK: 1, Attack: 1033629, Defense: 87772, Current HP: 969, A Avg: 8610129, D Avg: 122880, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 859: HP: 965, STR: 604297, VIT: 448, SPD: 23, LUK: 1, Attack: 1033839, Defense: 86664, Current HP: 965, A Avg: 8611878, D Avg: 121329, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 858: HP: 965, STR: 604297, VIT: 448, SPD: 23, LUK: 1, Attack: 1033839, Defense: 86664, Current HP: 965, A Avg: 8611878, D Avg: 121329, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 857: HP: 965, STR: 604297, VIT: 448, SPD: 23, LUK: 1, Attack: 1033839, Defense: 86664, Current HP: 965, A Avg: 8611878, D Avg: 121329, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 856: HP: 965, STR: 604297, VIT: 448, SPD: 23, LUK: 1, Attack: 1033839, Defense: 86664, Current HP: 965, A Avg: 8611878, D Avg: 121329, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 855: HP: 965, STR: 604297, VIT: 448, SPD: 23, LUK: 1, Attack: 1033839, Defense: 86664, Current HP: 965, A Avg: 8611878, D Avg: 121329, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 854: HP: 1360, STR: 603921, VIT: 888, SPD: 23, LUK: 1, Attack: 1033883, Defense: 87000, Current HP: 1360, A Avg: 8612245, D Avg: 121799, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 853: HP: 1360, STR: 603921, VIT: 888, SPD: 23, LUK: 1, Attack: 1033883, Defense: 87000, Current HP: 1360, A Avg: 8612245, D Avg: 121799, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 852: HP: 1360, STR: 603921, VIT: 888, SPD: 23, LUK: 1, Attack: 1033883, Defense: 87000, Current HP: 1360, A Avg: 8612245, D Avg: 121799, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 851: HP: 1360, STR: 603921, VIT: 888, SPD: 23, LUK: 1, Attack: 1033883, Defense: 87000, Current HP: 1360, A Avg: 8612245, D Avg: 121799, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 850: HP: 1360, STR: 603921, VIT: 888, SPD: 23, LUK: 1, Attack: 1033883, Defense: 87000, Current HP: 1360, A Avg: 8612245, D Avg: 121799, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 849: HP: 1178, STR: 603968, VIT: 1096, SPD: 23, LUK: 1, Attack: 1033953, Defense: 86090, Current HP: 1178, A Avg: 8612828, D Avg: 120525, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 848: HP: 1178, STR: 603968, VIT: 1096, SPD: 23, LUK: 1, Attack: 1033953, Defense: 86090, Current HP: 1178, A Avg: 8612828, D Avg: 120525, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 847: HP: 1178, STR: 603968, VIT: 1096, SPD: 23, LUK: 1, Attack: 1033953, Defense: 86090, Current HP: 1178, A Avg: 8612828, D Avg: 120525, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 846: HP: 1178, STR: 603968, VIT: 1096, SPD: 23, LUK: 1, Attack: 1033953, Defense: 86090, Current HP: 1178, A Avg: 8612828, D Avg: 120525, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 845: HP: 1178, STR: 603968, VIT: 1096, SPD: 23, LUK: 1, Attack: 1033953, Defense: 86090, Current HP: 1178, A Avg: 8612828, D Avg: 120525, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 844: HP: 779, STR: 605312, VIT: 145, SPD: 25, LUK: 1, Attack: 1033969, Defense: 86933, Current HP: 779, A Avg: 8612961, D Avg: 121706, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 843: HP: 779, STR: 605312, VIT: 145, SPD: 25, LUK: 1, Attack: 1033969, Defense: 86933, Current HP: 779, A Avg: 8612961, D Avg: 121706, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 842: HP: 779, STR: 605312, VIT: 145, SPD: 25, LUK: 1, Attack: 1033969, Defense: 86933, Current HP: 779, A Avg: 8612961, D Avg: 121706, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 841: HP: 779, STR: 605312, VIT: 145, SPD: 25, LUK: 1, Attack: 1033969, Defense: 86933, Current HP: 779, A Avg: 8612961, D Avg: 121706, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 840: HP: 779, STR: 605312, VIT: 145, SPD: 25, LUK: 1, Attack: 1033969, Defense: 86933, Current HP: 779, A Avg: 8612961, D Avg: 121706, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 839: HP: 893, STR: 605543, VIT: 950, SPD: 23, LUK: 1, Attack: 1034128, Defense: 88518, Current HP: 893, A Avg: 8614286, D Avg: 123925, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 838: HP: 988, STR: 605543, VIT: 1029, SPD: 23, LUK: 1, Attack: 1034128, Defense: 88597, Current HP: 988, A Avg: 8614286, D Avg: 124035, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 837: HP: 988, STR: 605543, VIT: 971, SPD: 23, LUK: 1, Attack: 1034128, Defense: 88539, Current HP: 988, A Avg: 8614286, D Avg: 123954, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 836: HP: 418, STR: 604664, VIT: 498, SPD: 25, LUK: 1, Attack: 1034178, Defense: 84634, Current HP: 418, A Avg: 8614702, D Avg: 118487, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 835: HP: 418, STR: 604664, VIT: 498, SPD: 25, LUK: 1, Attack: 1034178, Defense: 84634, Current HP: 418, A Avg: 8614702, D Avg: 118487, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 834: HP: 418, STR: 604664, VIT: 498, SPD: 25, LUK: 1, Attack: 1034178, Defense: 84634, Current HP: 418, A Avg: 8614702, D Avg: 118487, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 833: HP: 418, STR: 604664, VIT: 498, SPD: 25, LUK: 1, Attack: 1034178, Defense: 84634, Current HP: 418, A Avg: 8614702, D Avg: 118487, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 832: HP: 418, STR: 604664, VIT: 498, SPD: 25, LUK: 1, Attack: 1034178, Defense: 84634, Current HP: 418, A Avg: 8614702, D Avg: 118487, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 831: HP: 931, STR: 605336, VIT: 145, SPD: 25, LUK: 1, Attack: 1034186, Defense: 86933, Current HP: 931, A Avg: 8614769, D Avg: 121706, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 830: HP: 931, STR: 605336, VIT: 145, SPD: 25, LUK: 1, Attack: 1034186, Defense: 86933, Current HP: 931, A Avg: 8614769, D Avg: 121706, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 829: HP: 931, STR: 605336, VIT: 145, SPD: 25, LUK: 1, Attack: 1034186, Defense: 86933, Current HP: 931, A Avg: 8614769, D Avg: 121706, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 828: HP: 931, STR: 605336, VIT: 145, SPD: 25, LUK: 1, Attack: 1034186, Defense: 86933, Current HP: 931, A Avg: 8614769, D Avg: 121706, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 827: HP: 931, STR: 605336, VIT: 145, SPD: 25, LUK: 1, Attack: 1034186, Defense: 86933, Current HP: 931, A Avg: 8614769, D Avg: 121706, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 826: HP: 1121, STR: 605635, VIT: 1016, SPD: 23, LUK: 1, Attack: 1034266, Defense: 88584, Current HP: 1121, A Avg: 8615435, D Avg: 124017, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 825: HP: 893, STR: 605711, VIT: 1033, SPD: 23, LUK: 1, Attack: 1034380, Defense: 88601, Current HP: 893, A Avg: 8616385, D Avg: 124041, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 824: HP: 540, STR: 604156, VIT: 340, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84063, Current HP: 540, A Avg: 8617751, D Avg: 117688, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 823: HP: 540, STR: 604156, VIT: 340, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84073, Current HP: 540, A Avg: 8617751, D Avg: 117702, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 822: HP: 513, STR: 604156, VIT: 367, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84236, Current HP: 513, A Avg: 8617751, D Avg: 117930, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 821: HP: 513, STR: 604156, VIT: 374, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84178, Current HP: 513, A Avg: 8617751, D Avg: 117849, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 820: HP: 513, STR: 604156, VIT: 387, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84250, Current HP: 513, A Avg: 8617751, D Avg: 117949, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 819: HP: 513, STR: 604156, VIT: 408, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84297, Current HP: 513, A Avg: 8617751, D Avg: 118015, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 818: HP: 540, STR: 604156, VIT: 408, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84284, Current HP: 540, A Avg: 8617751, D Avg: 117997, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 817: HP: 665, STR: 604156, VIT: 448, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84285, Current HP: 665, A Avg: 8617751, D Avg: 117998, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 816: HP: 600, STR: 604156, VIT: 379, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84151, Current HP: 600, A Avg: 8617751, D Avg: 117811, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 815: HP: 640, STR: 604156, VIT: 408, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84427, Current HP: 640, A Avg: 8617751, D Avg: 118197, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 814: HP: 589, STR: 604156, VIT: 398, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84326, Current HP: 589, A Avg: 8617751, D Avg: 118056, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 813: HP: 836, STR: 604156, VIT: 506, SPD: 23, LUK: 1, Attack: 1034544, Defense: 85068, Current HP: 836, A Avg: 8617751, D Avg: 119095, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 812: HP: 763, STR: 604156, VIT: 387, SPD: 23, LUK: 1, Attack: 1034544, Defense: 84315, Current HP: 763, A Avg: 8617751, D Avg: 118040, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 66]]
