Rank 1000: HP: 1514, STR: 9302, VIT: 1363, SPD: 79, LUK: 1, Attack: 142263, Defense: 85369, Current HP: 1514, A Avg: 1185050, D Avg: 119516, [Zodiac[184, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 905: HP: 1368, STR: 5049, VIT: 5309, SPD: 79, LUK: 1, Attack: 142437, Defense: 90979, Current HP: 1368, A Avg: 1186500, D Avg: 127370, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 904: HP: 1463, STR: 5049, VIT: 5534, SPD: 79, LUK: 1, Attack: 142437, Defense: 91204, Current HP: 1463, A Avg: 1186500, D Avg: 127685, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 903: HP: 1463, STR: 5049, VIT: 5330, SPD: 79, LUK: 1, Attack: 142437, Defense: 91000, Current HP: 1463, A Avg: 1186500, D Avg: 127399, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 902: HP: 2080, STR: 2772, VIT: 574, SPD: 79, LUK: 2, Attack: 142438, Defense: 85802, Current HP: 2080, A Avg: 1186508, D Avg: 120122, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 901: HP: 1837, STR: 7299, VIT: 1002, SPD: 79, LUK: 1, Attack: 142440, Defense: 86230, Current HP: 1837, A Avg: 1186525, D Avg: 120721, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 900: HP: 1919, STR: 10384, VIT: 1139, SPD: 95, LUK: 1, Attack: 142443, Defense: 85327, Current HP: 1919, A Avg: 1186550, D Avg: 119457, [Magical[187, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 899: HP: 3055, STR: 9321, VIT: 2267, SPD: 95, LUK: 1, Attack: 142447, Defense: 90095, Current HP: 3055, A Avg: 1186583, D Avg: 126132, [Gladius[162, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 898: HP: 1368, STR: 5057, VIT: 304, SPD: 79, LUK: 1, Attack: 142449, Defense: 84492, Current HP: 1368, A Avg: 1186600, D Avg: 118288, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 897: HP: 1368, STR: 5057, VIT: 335, SPD: 79, LUK: 1, Attack: 142449, Defense: 84523, Current HP: 1368, A Avg: 1186600, D Avg: 118332, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 896: HP: 2233, STR: 5057, VIT: 236, SPD: 79, LUK: 1, Attack: 142449, Defense: 84424, Current HP: 2233, A Avg: 1186600, D Avg: 118193, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 895: HP: 1368, STR: 5059, VIT: 439, SPD: 85, LUK: 1, Attack: 142452, Defense: 84464, Current HP: 1368, A Avg: 1186625, D Avg: 118249, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 894: HP: 1463, STR: 5059, VIT: 664, SPD: 85, LUK: 1, Attack: 142452, Defense: 84689, Current HP: 1463, A Avg: 1186625, D Avg: 118564, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 893: HP: 1463, STR: 5059, VIT: 460, SPD: 85, LUK: 1, Attack: 142452, Defense: 84485, Current HP: 1463, A Avg: 1186625, D Avg: 118278, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 892: HP: 2109, STR: 7312, VIT: 122, SPD: 85, LUK: 2, Attack: 142460, Defense: 86910, Current HP: 2109, A Avg: 1186691, D Avg: 121673, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 891: HP: 1387, STR: 5068, VIT: 226, SPD: 79, LUK: 2, Attack: 142465, Defense: 84414, Current HP: 1387, A Avg: 1186733, D Avg: 118179, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 890: HP: 2147, STR: 7319, VIT: 1786, SPD: 79, LUK: 1, Attack: 142470, Defense: 86377, Current HP: 2147, A Avg: 1186775, D Avg: 120927, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 889: HP: 2612, STR: 7319, VIT: 1937, SPD: 79, LUK: 1, Attack: 142470, Defense: 88855, Current HP: 2612, A Avg: 1186775, D Avg: 124396, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 888: HP: 1928, STR: 5074, VIT: 569, SPD: 79, LUK: 1, Attack: 142474, Defense: 84809, Current HP: 1928, A Avg: 1186808, D Avg: 118732, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 887: HP: 2023, STR: 5074, VIT: 804, SPD: 79, LUK: 1, Attack: 142474, Defense: 85044, Current HP: 2023, A Avg: 1186808, D Avg: 119061, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 886: HP: 2023, STR: 5074, VIT: 591, SPD: 79, LUK: 1, Attack: 142474, Defense: 84831, Current HP: 2023, A Avg: 1186808, D Avg: 118763, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 885: HP: 3440, STR: 7322, VIT: 1878, SPD: 79, LUK: 1, Attack: 142475, Defense: 87990, Current HP: 3440, A Avg: 1186816, D Avg: 123185, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 884: HP: 1102, STR: 8456, VIT: 977, SPD: 79, LUK: 1, Attack: 142476, Defense: 88805, Current HP: 1102, A Avg: 1186825, D Avg: 124326, [Moon Knuckle[153, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 883: HP: 11103, STR: 7103, VIT: 2166, SPD: 79, LUK: 1, Attack: 142478, Defense: 89994, Current HP: 11103, A Avg: 1186841, D Avg: 125991, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 882: HP: 7744, STR: 7103, VIT: 2155, SPD: 79, LUK: 2, Attack: 142478, Defense: 89983, Current HP: 7744, A Avg: 1186841, D Avg: 125976, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 881: HP: 1414, STR: 7324, VIT: 593, SPD: 85, LUK: 1, Attack: 142478, Defense: 84534, Current HP: 1414, A Avg: 1186841, D Avg: 118347, [Neural Edge[190, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 880: HP: 2713, STR: 5082, VIT: 1229, SPD: 79, LUK: 1, Attack: 142486, Defense: 85729, Current HP: 2713, A Avg: 1186908, D Avg: 120020, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 879: HP: 1919, STR: 9452, VIT: 2566, SPD: 95, LUK: 1, Attack: 142507, Defense: 90394, Current HP: 1919, A Avg: 1187083, D Avg: 126551, [Hammer of Justice[186, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 878: HP: 1640, STR: 2821, VIT: 237, SPD: 85, LUK: 1, Attack: 142511, Defense: 84425, Current HP: 1640, A Avg: 1187116, D Avg: 118194, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 877: HP: 1311, STR: 8521, VIT: 1651, SPD: 79, LUK: 1, Attack: 142515, Defense: 89479, Current HP: 1311, A Avg: 1187149, D Avg: 125270, [Cuttlefish[178, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 876: HP: 2489, STR: 7349, VIT: 2070, SPD: 79, LUK: 1, Attack: 142515, Defense: 87064, Current HP: 2489, A Avg: 1187149, D Avg: 121889, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 875: HP: 1212, STR: 7353, VIT: 356, SPD: 79, LUK: 1, Attack: 142521, Defense: 84856, Current HP: 1212, A Avg: 1187199, D Avg: 118798, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 874: HP: 1307, STR: 7353, VIT: 581, SPD: 79, LUK: 1, Attack: 142521, Defense: 85081, Current HP: 1307, A Avg: 1187199, D Avg: 119113, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 873: HP: 1307, STR: 7353, VIT: 377, SPD: 79, LUK: 1, Attack: 142521, Defense: 84877, Current HP: 1307, A Avg: 1187199, D Avg: 118827, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 872: HP: 2335, STR: 5112, VIT: 215, SPD: 79, LUK: 1, Attack: 142531, Defense: 84403, Current HP: 2335, A Avg: 1187283, D Avg: 118164, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 871: HP: 1716, STR: 5112, VIT: 205, SPD: 79, LUK: 2, Attack: 142531, Defense: 84393, Current HP: 1716, A Avg: 1187283, D Avg: 118150, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 870: HP: 3600, STR: 7197, VIT: 3055, SPD: 85, LUK: 1, Attack: 142537, Defense: 87243, Current HP: 3600, A Avg: 1187333, D Avg: 122140, [Stargazer[183, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 869: HP: 3182, STR: 2853, VIT: 1429, SPD: 79, LUK: 1, Attack: 142559, Defense: 86657, Current HP: 3182, A Avg: 1187516, D Avg: 121319, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 868: HP: 1919, STR: 9163, VIT: 1952, SPD: 100, LUK: 1, Attack: 142561, Defense: 86296, Current HP: 1919, A Avg: 1187533, D Avg: 120814, [Blue Sword[180, 0, 0, 0], V Magnum[238, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 867: HP: 1909, STR: 5132, VIT: 439, SPD: 129, LUK: 1, Attack: 142561, Defense: 84328, Current HP: 1909, A Avg: 1187533, D Avg: 118059, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 866: HP: 3170, STR: 2861, VIT: 389, SPD: 95, LUK: 1, Attack: 142571, Defense: 87177, Current HP: 3170, A Avg: 1187616, D Avg: 122047, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 865: HP: 1045, STR: 7387, VIT: 163, SPD: 129, LUK: 1, Attack: 142572, Defense: 84351, Current HP: 1045, A Avg: 1187624, D Avg: 118091, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 864: HP: 7722, STR: 7167, VIT: 3376, SPD: 79, LUK: 1, Attack: 142574, Defense: 91204, Current HP: 7722, A Avg: 1187641, D Avg: 127685, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 863: HP: 1558, STR: 2864, VIT: 122, SPD: 79, LUK: 1, Attack: 142576, Defense: 84310, Current HP: 1558, A Avg: 1187658, D Avg: 118033, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 862: HP: 3249, STR: 9724, VIT: 1751, SPD: 85, LUK: 1, Attack: 142587, Defense: 88539, Current HP: 3249, A Avg: 1187749, D Avg: 123954, [Impulse[166, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 861: HP: 3049, STR: 5154, VIT: 2378, SPD: 79, LUK: 1, Attack: 142594, Defense: 89179, Current HP: 3049, A Avg: 1187808, D Avg: 124850, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 860: HP: 7505, STR: 7182, VIT: 3172, SPD: 100, LUK: 1, Attack: 142596, Defense: 87308, Current HP: 7505, A Avg: 1187824, D Avg: 122231, [Wild Card[175, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 859: HP: 2052, STR: 8729, VIT: 896, SPD: 79, LUK: 1, Attack: 142612, Defense: 88724, Current HP: 2052, A Avg: 1187957, D Avg: 124213, [Progress[147, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 858: HP: 2698, STR: 2889, VIT: 143, SPD: 85, LUK: 2, Attack: 142613, Defense: 86931, Current HP: 2698, A Avg: 1187966, D Avg: 121703, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 857: HP: 1548, STR: 7415, VIT: 1133, SPD: 79, LUK: 1, Attack: 142614, Defense: 87934, Current HP: 1548, A Avg: 1187974, D Avg: 123107, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 856: HP: 1643, STR: 7415, VIT: 1368, SPD: 79, LUK: 1, Attack: 142614, Defense: 88169, Current HP: 1643, A Avg: 1187974, D Avg: 123436, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 855: HP: 1643, STR: 7415, VIT: 1154, SPD: 79, LUK: 1, Attack: 142614, Defense: 87955, Current HP: 1643, A Avg: 1187974, D Avg: 123136, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 854: HP: 6908, STR: 9268, VIT: 1142, SPD: 90, LUK: 1, Attack: 142621, Defense: 85330, Current HP: 6908, A Avg: 1188032, D Avg: 119461, [Spear of Regression[182, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 853: HP: 1694, STR: 5176, VIT: 485, SPD: 79, LUK: 1, Attack: 142627, Defense: 84673, Current HP: 1694, A Avg: 1188082, D Avg: 118542, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 852: HP: 1512, STR: 5177, VIT: 324, SPD: 85, LUK: 1, Attack: 142629, Defense: 84047, Current HP: 1512, A Avg: 1188099, D Avg: 117665, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 851: HP: 1512, STR: 5177, VIT: 324, SPD: 85, LUK: 1, Attack: 142629, Defense: 84057, Current HP: 1512, A Avg: 1188099, D Avg: 117679, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 850: HP: 1440, STR: 5177, VIT: 350, SPD: 85, LUK: 1, Attack: 142629, Defense: 84219, Current HP: 1440, A Avg: 1188099, D Avg: 117906, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 849: HP: 1440, STR: 5177, VIT: 357, SPD: 85, LUK: 1, Attack: 142629, Defense: 84161, Current HP: 1440, A Avg: 1188099, D Avg: 117825, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 848: HP: 1440, STR: 5177, VIT: 450, SPD: 85, LUK: 1, Attack: 142629, Defense: 84313, Current HP: 1440, A Avg: 1188099, D Avg: 118038, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 847: HP: 1440, STR: 5177, VIT: 473, SPD: 85, LUK: 1, Attack: 142629, Defense: 84362, Current HP: 1440, A Avg: 1188099, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 846: HP: 1512, STR: 5177, VIT: 548, SPD: 85, LUK: 1, Attack: 142629, Defense: 84424, Current HP: 1512, A Avg: 1188099, D Avg: 118193, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 845: HP: 1950, STR: 5177, VIT: 673, SPD: 85, LUK: 1, Attack: 142629, Defense: 84510, Current HP: 1950, A Avg: 1188099, D Avg: 118313, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 844: HP: 1575, STR: 5177, VIT: 441, SPD: 85, LUK: 1, Attack: 142629, Defense: 84213, Current HP: 1575, A Avg: 1188099, D Avg: 117898, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 843: HP: 1617, STR: 5177, VIT: 548, SPD: 85, LUK: 1, Attack: 142629, Defense: 84567, Current HP: 1617, A Avg: 1188099, D Avg: 118393, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 842: HP: 1520, STR: 5177, VIT: 461, SPD: 85, LUK: 1, Attack: 142629, Defense: 84389, Current HP: 1520, A Avg: 1188099, D Avg: 118144, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 841: HP: 2337, STR: 5177, VIT: 878, SPD: 85, LUK: 1, Attack: 142629, Defense: 85440, Current HP: 2337, A Avg: 1188099, D Avg: 119615, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 840: HP: 2264, STR: 5177, VIT: 450, SPD: 85, LUK: 1, Attack: 142629, Defense: 84378, Current HP: 2264, A Avg: 1188099, D Avg: 118129, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 839: HP: 1512, STR: 5177, VIT: 1396, SPD: 85, LUK: 1, Attack: 142629, Defense: 88184, Current HP: 1512, A Avg: 1188099, D Avg: 123457, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 838: HP: 3910, STR: 5177, VIT: 338, SPD: 85, LUK: 1, Attack: 142629, Defense: 86255, Current HP: 3910, A Avg: 1188099, D Avg: 120756, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 837: HP: 2587, STR: 5177, VIT: 1007, SPD: 85, LUK: 1, Attack: 142629, Defense: 85741, Current HP: 2587, A Avg: 1188099, D Avg: 120037, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 836: HP: 2173, STR: 5177, VIT: 878, SPD: 85, LUK: 1, Attack: 142629, Defense: 86353, Current HP: 2173, A Avg: 1188099, D Avg: 120894, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 835: HP: 1640, STR: 5177, VIT: 1453, SPD: 85, LUK: 1, Attack: 142629, Defense: 86421, Current HP: 1640, A Avg: 1188099, D Avg: 120989, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 834: HP: 1560, STR: 5177, VIT: 1542, SPD: 85, LUK: 1, Attack: 142629, Defense: 88382, Current HP: 1560, A Avg: 1188099, D Avg: 123734, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 833: HP: 3055, STR: 5177, VIT: 1283, SPD: 85, LUK: 1, Attack: 142629, Defense: 88708, Current HP: 3055, A Avg: 1188099, D Avg: 124191, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 832: HP: 1440, STR: 5177, VIT: 324, SPD: 85, LUK: 1, Attack: 142629, Defense: 87113, Current HP: 1440, A Avg: 1188099, D Avg: 121958, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 831: HP: 1440, STR: 5177, VIT: 2455, SPD: 85, LUK: 1, Attack: 142629, Defense: 92233, Current HP: 1440, A Avg: 1188099, D Avg: 129126, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 830: HP: 1940, STR: 5177, VIT: 3353, SPD: 85, LUK: 1, Attack: 142629, Defense: 90141, Current HP: 1940, A Avg: 1188099, D Avg: 126197, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 829: HP: 1740, STR: 5177, VIT: 1198, SPD: 90, LUK: 1, Attack: 142629, Defense: 87076, Current HP: 1740, A Avg: 1188099, D Avg: 121906, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 828: HP: 2856, STR: 5177, VIT: 1121, SPD: 85, LUK: 1, Attack: 142629, Defense: 87337, Current HP: 2856, A Avg: 1188099, D Avg: 122271, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 827: HP: 1932, STR: 5177, VIT: 1185, SPD: 85, LUK: 1, Attack: 142629, Defense: 88220, Current HP: 1932, A Avg: 1188099, D Avg: 123507, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 826: HP: 1512, STR: 5177, VIT: 1602, SPD: 85, LUK: 1, Attack: 142629, Defense: 88650, Current HP: 1512, A Avg: 1188099, D Avg: 124109, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 825: HP: 3429, STR: 7260, VIT: 4166, SPD: 79, LUK: 1, Attack: 142632, Defense: 91994, Current HP: 3429, A Avg: 1188124, D Avg: 128791, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 824: HP: 5220, STR: 7260, VIT: 2822, SPD: 79, LUK: 1, Attack: 142632, Defense: 90650, Current HP: 5220, A Avg: 1188124, D Avg: 126909, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 823: HP: 3458, STR: 7260, VIT: 2822, SPD: 145, LUK: 1, Attack: 142632, Defense: 90650, Current HP: 3458, A Avg: 1188124, D Avg: 126909, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 822: HP: 4180, STR: 7260, VIT: 4197, SPD: 79, LUK: 1, Attack: 142632, Defense: 92025, Current HP: 4180, A Avg: 1188124, D Avg: 128834, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 821: HP: 3420, STR: 7271, VIT: 4166, SPD: 79, LUK: 1, Attack: 142648, Defense: 91994, Current HP: 3420, A Avg: 1188257, D Avg: 128791, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 820: HP: 3420, STR: 7271, VIT: 4197, SPD: 79, LUK: 1, Attack: 142648, Defense: 92025, Current HP: 3420, A Avg: 1188257, D Avg: 128834, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 819: HP: 5365, STR: 7271, VIT: 2842, SPD: 79, LUK: 1, Attack: 142648, Defense: 90670, Current HP: 5365, A Avg: 1188257, D Avg: 126937, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 818: HP: 1045, STR: 9222, VIT: 977, SPD: 129, LUK: 1, Attack: 142650, Defense: 88805, Current HP: 1045, A Avg: 1188274, D Avg: 124326, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 817: HP: 6621, STR: 9289, VIT: 1209, SPD: 79, LUK: 1, Attack: 142653, Defense: 86437, Current HP: 6621, A Avg: 1188299, D Avg: 121011, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 816: HP: 3059, STR: 5196, VIT: 3788, SPD: 79, LUK: 1, Attack: 142657, Defense: 91356, Current HP: 3059, A Avg: 1188332, D Avg: 127898, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 815: HP: 7239, STR: 9293, VIT: 778, SPD: 85, LUK: 1, Attack: 142659, Defense: 87566, Current HP: 7239, A Avg: 1188349, D Avg: 122592, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 814: HP: 3800, STR: 2923, VIT: 790, SPD: 85, LUK: 1, Attack: 142664, Defense: 87578, Current HP: 3800, A Avg: 1188391, D Avg: 122609, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 813: HP: 3439, STR: 7282, VIT: 2832, SPD: 79, LUK: 2, Attack: 142665, Defense: 90660, Current HP: 3439, A Avg: 1188399, D Avg: 126923, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 812: HP: 1491, STR: 7451, VIT: 554, SPD: 79, LUK: 2, Attack: 142668, Defense: 85782, Current HP: 1491, A Avg: 1188424, D Avg: 120094, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
