Rank 1000: HP: 1040, STR: 603733, VIT: 1228, SPD: 31, LUK: 1, Attack: 1033601, Defense: 88276, Current HP: 1040, A Avg: 8609896, D Avg: 123586, [Impulse[166, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 903: HP: 988, STR: 603846, VIT: 844, SPD: 34, LUK: 1, Attack: 1033770, Defense: 84869, Current HP: 988, A Avg: 8611304, D Avg: 118816, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 902: HP: 988, STR: 603846, VIT: 844, SPD: 34, LUK: 1, Attack: 1033770, Defense: 84869, Current HP: 988, A Avg: 8611304, D Avg: 118816, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 901: HP: 988, STR: 603846, VIT: 844, SPD: 34, LUK: 1, Attack: 1033770, Defense: 84869, Current HP: 988, A Avg: 8611304, D Avg: 118816, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 900: HP: 988, STR: 603846, VIT: 844, SPD: 34, LUK: 1, Attack: 1033770, Defense: 84869, Current HP: 988, A Avg: 8611304, D Avg: 118816, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 899: HP: 988, STR: 603846, VIT: 844, SPD: 34, LUK: 1, Attack: 1033770, Defense: 84869, Current HP: 988, A Avg: 8611304, D Avg: 118816, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 898: HP: 1263, STR: 603870, VIT: 928, SPD: 31, LUK: 1, Attack: 1033806, Defense: 85168, Current HP: 1263, A Avg: 8611603, D Avg: 119235, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 897: HP: 1263, STR: 603870, VIT: 928, SPD: 31, LUK: 1, Attack: 1033806, Defense: 85168, Current HP: 1263, A Avg: 8611603, D Avg: 119235, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 896: HP: 1263, STR: 603870, VIT: 928, SPD: 31, LUK: 1, Attack: 1033806, Defense: 85168, Current HP: 1263, A Avg: 8611603, D Avg: 119235, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 895: HP: 1263, STR: 603870, VIT: 928, SPD: 31, LUK: 1, Attack: 1033806, Defense: 85168, Current HP: 1263, A Avg: 8611603, D Avg: 119235, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 894: HP: 1263, STR: 603870, VIT: 928, SPD: 31, LUK: 1, Attack: 1033806, Defense: 85168, Current HP: 1263, A Avg: 8611603, D Avg: 119235, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 893: HP: 1276, STR: 603931, VIT: 1000, SPD: 31, LUK: 1, Attack: 1033898, Defense: 86618, Current HP: 1276, A Avg: 8612370, D Avg: 121265, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 892: HP: 1276, STR: 603931, VIT: 1000, SPD: 31, LUK: 1, Attack: 1033898, Defense: 86618, Current HP: 1276, A Avg: 8612370, D Avg: 121265, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 891: HP: 1276, STR: 603931, VIT: 1000, SPD: 31, LUK: 1, Attack: 1033898, Defense: 86618, Current HP: 1276, A Avg: 8612370, D Avg: 121265, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 890: HP: 1276, STR: 603931, VIT: 1000, SPD: 31, LUK: 1, Attack: 1033898, Defense: 86618, Current HP: 1276, A Avg: 8612370, D Avg: 121265, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 889: HP: 1276, STR: 603931, VIT: 1000, SPD: 31, LUK: 1, Attack: 1033898, Defense: 86618, Current HP: 1276, A Avg: 8612370, D Avg: 121265, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 888: HP: 1132, STR: 603935, VIT: 1211, SPD: 31, LUK: 1, Attack: 1033904, Defense: 86049, Current HP: 1132, A Avg: 8612420, D Avg: 120468, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 887: HP: 1132, STR: 603935, VIT: 1211, SPD: 31, LUK: 1, Attack: 1033904, Defense: 86049, Current HP: 1132, A Avg: 8612420, D Avg: 120468, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 886: HP: 1132, STR: 603935, VIT: 1211, SPD: 31, LUK: 1, Attack: 1033904, Defense: 86049, Current HP: 1132, A Avg: 8612420, D Avg: 120468, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 885: HP: 1132, STR: 603935, VIT: 1211, SPD: 31, LUK: 1, Attack: 1033904, Defense: 86049, Current HP: 1132, A Avg: 8612420, D Avg: 120468, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 884: HP: 1132, STR: 603935, VIT: 1211, SPD: 31, LUK: 1, Attack: 1033904, Defense: 86049, Current HP: 1132, A Avg: 8612420, D Avg: 120468, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 883: HP: 1263, STR: 603982, VIT: 970, SPD: 31, LUK: 1, Attack: 1033974, Defense: 85834, Current HP: 1263, A Avg: 8613003, D Avg: 120167, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 882: HP: 1187, STR: 603982, VIT: 973, SPD: 34, LUK: 1, Attack: 1033974, Defense: 85395, Current HP: 1187, A Avg: 8613003, D Avg: 119552, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 881: HP: 1263, STR: 603982, VIT: 970, SPD: 31, LUK: 1, Attack: 1033974, Defense: 85834, Current HP: 1263, A Avg: 8613003, D Avg: 120167, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 880: HP: 1187, STR: 603982, VIT: 973, SPD: 34, LUK: 1, Attack: 1033974, Defense: 85395, Current HP: 1187, A Avg: 8613003, D Avg: 119552, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 879: HP: 1263, STR: 603982, VIT: 970, SPD: 31, LUK: 1, Attack: 1033974, Defense: 85834, Current HP: 1263, A Avg: 8613003, D Avg: 120167, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 878: HP: 1187, STR: 603982, VIT: 973, SPD: 34, LUK: 1, Attack: 1033974, Defense: 85395, Current HP: 1187, A Avg: 8613003, D Avg: 119552, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 877: HP: 1263, STR: 603982, VIT: 970, SPD: 31, LUK: 1, Attack: 1033974, Defense: 85834, Current HP: 1263, A Avg: 8613003, D Avg: 120167, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 876: HP: 1187, STR: 603982, VIT: 973, SPD: 34, LUK: 1, Attack: 1033974, Defense: 85395, Current HP: 1187, A Avg: 8613003, D Avg: 119552, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 875: HP: 1263, STR: 603982, VIT: 970, SPD: 31, LUK: 1, Attack: 1033974, Defense: 85834, Current HP: 1263, A Avg: 8613003, D Avg: 120167, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 874: HP: 1187, STR: 603982, VIT: 973, SPD: 34, LUK: 1, Attack: 1033974, Defense: 85395, Current HP: 1187, A Avg: 8613003, D Avg: 119552, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 873: HP: 1263, STR: 604029, VIT: 1252, SPD: 31, LUK: 1, Attack: 1034045, Defense: 88053, Current HP: 1263, A Avg: 8613594, D Avg: 123274, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 872: HP: 1263, STR: 604029, VIT: 1252, SPD: 31, LUK: 1, Attack: 1034045, Defense: 88053, Current HP: 1263, A Avg: 8613594, D Avg: 123274, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 871: HP: 1263, STR: 604029, VIT: 1252, SPD: 31, LUK: 1, Attack: 1034045, Defense: 88053, Current HP: 1263, A Avg: 8613594, D Avg: 123274, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 870: HP: 1263, STR: 604029, VIT: 1252, SPD: 31, LUK: 1, Attack: 1034045, Defense: 88053, Current HP: 1263, A Avg: 8613594, D Avg: 123274, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 869: HP: 1263, STR: 604029, VIT: 1252, SPD: 31, LUK: 1, Attack: 1034045, Defense: 88053, Current HP: 1263, A Avg: 8613594, D Avg: 123274, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 868: HP: 988, STR: 605606, VIT: 1126, SPD: 31, LUK: 1, Attack: 1034223, Defense: 88694, Current HP: 988, A Avg: 8615077, D Avg: 124171, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 867: HP: 1083, STR: 605606, VIT: 1226, SPD: 31, LUK: 1, Attack: 1034223, Defense: 88794, Current HP: 1083, A Avg: 8615077, D Avg: 124311, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 866: HP: 1083, STR: 605606, VIT: 1147, SPD: 31, LUK: 1, Attack: 1034223, Defense: 88715, Current HP: 1083, A Avg: 8615077, D Avg: 124200, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 865: HP: 1026, STR: 604269, VIT: 1054, SPD: 31, LUK: 1, Attack: 1034405, Defense: 85645, Current HP: 1026, A Avg: 8616593, D Avg: 119902, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 864: HP: 1206, STR: 604269, VIT: 1093, SPD: 31, LUK: 1, Attack: 1034405, Defense: 88011, Current HP: 1206, A Avg: 8616593, D Avg: 123215, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 863: HP: 1026, STR: 604269, VIT: 1054, SPD: 31, LUK: 1, Attack: 1034405, Defense: 85645, Current HP: 1026, A Avg: 8616593, D Avg: 119902, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 862: HP: 1206, STR: 604269, VIT: 1093, SPD: 31, LUK: 1, Attack: 1034405, Defense: 88011, Current HP: 1206, A Avg: 8616593, D Avg: 123215, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 861: HP: 1026, STR: 604269, VIT: 1054, SPD: 31, LUK: 1, Attack: 1034405, Defense: 85645, Current HP: 1026, A Avg: 8616593, D Avg: 119902, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 860: HP: 1206, STR: 604269, VIT: 1093, SPD: 31, LUK: 1, Attack: 1034405, Defense: 88011, Current HP: 1206, A Avg: 8616593, D Avg: 123215, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 859: HP: 1026, STR: 604269, VIT: 1054, SPD: 31, LUK: 1, Attack: 1034405, Defense: 85645, Current HP: 1026, A Avg: 8616593, D Avg: 119902, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 858: HP: 1206, STR: 604269, VIT: 1093, SPD: 31, LUK: 1, Attack: 1034405, Defense: 88011, Current HP: 1206, A Avg: 8616593, D Avg: 123215, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 857: HP: 1026, STR: 604269, VIT: 1054, SPD: 31, LUK: 1, Attack: 1034405, Defense: 85645, Current HP: 1026, A Avg: 8616593, D Avg: 119902, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 856: HP: 1206, STR: 604269, VIT: 1093, SPD: 31, LUK: 1, Attack: 1034405, Defense: 88011, Current HP: 1206, A Avg: 8616593, D Avg: 123215, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 855: HP: 1216, STR: 605761, VIT: 1224, SPD: 31, LUK: 1, Attack: 1034455, Defense: 88792, Current HP: 1216, A Avg: 8617010, D Avg: 124308, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 854: HP: 988, STR: 605774, VIT: 1209, SPD: 31, LUK: 1, Attack: 1034475, Defense: 88777, Current HP: 988, A Avg: 8617176, D Avg: 124287, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 853: HP: 1174, STR: 604791, VIT: 545, SPD: 31, LUK: 1, Attack: 1034580, Defense: 86761, Current HP: 1174, A Avg: 8618051, D Avg: 121465, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 852: HP: 1174, STR: 604791, VIT: 545, SPD: 31, LUK: 1, Attack: 1034580, Defense: 86761, Current HP: 1174, A Avg: 8618051, D Avg: 121465, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 851: HP: 1174, STR: 604791, VIT: 545, SPD: 31, LUK: 1, Attack: 1034580, Defense: 86761, Current HP: 1174, A Avg: 8618051, D Avg: 121465, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 850: HP: 1174, STR: 604791, VIT: 545, SPD: 31, LUK: 1, Attack: 1034580, Defense: 86761, Current HP: 1174, A Avg: 8618051, D Avg: 121465, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 849: HP: 1174, STR: 604791, VIT: 545, SPD: 31, LUK: 1, Attack: 1034580, Defense: 86761, Current HP: 1174, A Avg: 8618051, D Avg: 121465, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 848: HP: 1660, STR: 604415, VIT: 1116, SPD: 31, LUK: 1, Attack: 1034624, Defense: 87228, Current HP: 1660, A Avg: 8618417, D Avg: 122119, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 847: HP: 1660, STR: 604415, VIT: 1116, SPD: 31, LUK: 1, Attack: 1034624, Defense: 87228, Current HP: 1660, A Avg: 8618417, D Avg: 122119, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 846: HP: 1660, STR: 604415, VIT: 1116, SPD: 31, LUK: 1, Attack: 1034624, Defense: 87228, Current HP: 1660, A Avg: 8618417, D Avg: 122119, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 845: HP: 1660, STR: 604415, VIT: 1116, SPD: 31, LUK: 1, Attack: 1034624, Defense: 87228, Current HP: 1660, A Avg: 8618417, D Avg: 122119, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 844: HP: 1660, STR: 604415, VIT: 1116, SPD: 31, LUK: 1, Attack: 1034624, Defense: 87228, Current HP: 1660, A Avg: 8618417, D Avg: 122119, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 843: HP: 969, STR: 605782, VIT: 186, SPD: 34, LUK: 1, Attack: 1034674, Defense: 86974, Current HP: 969, A Avg: 8618834, D Avg: 121763, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 842: HP: 969, STR: 605782, VIT: 186, SPD: 34, LUK: 1, Attack: 1034674, Defense: 86974, Current HP: 969, A Avg: 8618834, D Avg: 121763, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 841: HP: 969, STR: 605782, VIT: 186, SPD: 34, LUK: 1, Attack: 1034674, Defense: 86974, Current HP: 969, A Avg: 8618834, D Avg: 121763, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 840: HP: 969, STR: 605782, VIT: 186, SPD: 34, LUK: 1, Attack: 1034674, Defense: 86974, Current HP: 969, A Avg: 8618834, D Avg: 121763, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 839: HP: 969, STR: 605782, VIT: 186, SPD: 34, LUK: 1, Attack: 1034674, Defense: 86974, Current HP: 969, A Avg: 8618834, D Avg: 121763, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 838: HP: 1368, STR: 604462, VIT: 1324, SPD: 31, LUK: 1, Attack: 1034694, Defense: 86318, Current HP: 1368, A Avg: 8619001, D Avg: 120845, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 837: HP: 1368, STR: 604462, VIT: 1324, SPD: 31, LUK: 1, Attack: 1034694, Defense: 86318, Current HP: 1368, A Avg: 8619001, D Avg: 120845, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 836: HP: 1368, STR: 604462, VIT: 1324, SPD: 31, LUK: 1, Attack: 1034694, Defense: 86318, Current HP: 1368, A Avg: 8619001, D Avg: 120845, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 835: HP: 1368, STR: 604462, VIT: 1324, SPD: 31, LUK: 1, Attack: 1034694, Defense: 86318, Current HP: 1368, A Avg: 8619001, D Avg: 120845, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 834: HP: 1368, STR: 604462, VIT: 1324, SPD: 31, LUK: 1, Attack: 1034694, Defense: 86318, Current HP: 1368, A Avg: 8619001, D Avg: 120845, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 833: HP: 988, STR: 605707, VIT: 1126, SPD: 31, LUK: 1, Attack: 1034784, Defense: 88694, Current HP: 988, A Avg: 8619750, D Avg: 124171, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 832: HP: 1083, STR: 605707, VIT: 1226, SPD: 31, LUK: 1, Attack: 1034784, Defense: 88794, Current HP: 1083, A Avg: 8619750, D Avg: 124311, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 831: HP: 1083, STR: 605707, VIT: 1147, SPD: 31, LUK: 1, Attack: 1034784, Defense: 88715, Current HP: 1083, A Avg: 8619750, D Avg: 124200, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 830: HP: 1168, STR: 605806, VIT: 186, SPD: 34, LUK: 1, Attack: 1034891, Defense: 86974, Current HP: 1168, A Avg: 8620642, D Avg: 121763, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 829: HP: 1168, STR: 605806, VIT: 186, SPD: 34, LUK: 1, Attack: 1034891, Defense: 86974, Current HP: 1168, A Avg: 8620642, D Avg: 121763, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 828: HP: 1168, STR: 605806, VIT: 186, SPD: 34, LUK: 1, Attack: 1034891, Defense: 86974, Current HP: 1168, A Avg: 8620642, D Avg: 121763, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 827: HP: 1168, STR: 605806, VIT: 186, SPD: 34, LUK: 1, Attack: 1034891, Defense: 86974, Current HP: 1168, A Avg: 8620642, D Avg: 121763, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 826: HP: 1168, STR: 605806, VIT: 186, SPD: 34, LUK: 1, Attack: 1034891, Defense: 86974, Current HP: 1168, A Avg: 8620642, D Avg: 121763, [Black Kirisame[130, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 825: HP: 513, STR: 605204, VIT: 653, SPD: 34, LUK: 1, Attack: 1034988, Defense: 84789, Current HP: 513, A Avg: 8621450, D Avg: 118704, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 824: HP: 513, STR: 605204, VIT: 653, SPD: 34, LUK: 1, Attack: 1034988, Defense: 84789, Current HP: 513, A Avg: 8621450, D Avg: 118704, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 823: HP: 513, STR: 605204, VIT: 653, SPD: 34, LUK: 1, Attack: 1034988, Defense: 84789, Current HP: 513, A Avg: 8621450, D Avg: 118704, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 822: HP: 513, STR: 605204, VIT: 653, SPD: 34, LUK: 1, Attack: 1034988, Defense: 84789, Current HP: 513, A Avg: 8621450, D Avg: 118704, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 821: HP: 513, STR: 605204, VIT: 653, SPD: 34, LUK: 1, Attack: 1034988, Defense: 84789, Current HP: 513, A Avg: 8621450, D Avg: 118704, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 820: HP: 1216, STR: 605862, VIT: 1224, SPD: 31, LUK: 1, Attack: 1035016, Defense: 88792, Current HP: 1216, A Avg: 8621683, D Avg: 124308, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 819: HP: 988, STR: 605875, VIT: 1209, SPD: 31, LUK: 1, Attack: 1035036, Defense: 88777, Current HP: 988, A Avg: 8621849, D Avg: 124287, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 818: HP: 940, STR: 603672, VIT: 1076, SPD: 34, LUK: 1, Attack: 1035241, Defense: 85498, Current HP: 940, A Avg: 8623557, D Avg: 119697, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 817: HP: 940, STR: 603672, VIT: 1076, SPD: 34, LUK: 1, Attack: 1035241, Defense: 85498, Current HP: 940, A Avg: 8623557, D Avg: 119697, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 816: HP: 940, STR: 603672, VIT: 1076, SPD: 34, LUK: 1, Attack: 1035241, Defense: 85498, Current HP: 940, A Avg: 8623557, D Avg: 119697, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 815: HP: 940, STR: 603672, VIT: 1076, SPD: 34, LUK: 1, Attack: 1035241, Defense: 85498, Current HP: 940, A Avg: 8623557, D Avg: 119697, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 814: HP: 940, STR: 603672, VIT: 1076, SPD: 34, LUK: 1, Attack: 1035241, Defense: 85498, Current HP: 940, A Avg: 8623557, D Avg: 119697, [Cuttlefish[178, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 813: HP: 1016, STR: 606060, VIT: 672, SPD: 38, LUK: 1, Attack: 1035255, Defense: 84678, Current HP: 1016, A Avg: 8623674, D Avg: 118549, [Serpent[144, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Black Box[323, 230, 230, 230]]
