Rank 1000: HP: 285, STR: 602304, VIT: 130, SPD: 1, LUK: 1, Attack: 1031457, Defense: 83967, Current HP: 285, A Avg: 8592036, D Avg: 117553, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 902: HP: 400, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85516, Current HP: 400, A Avg: 8592261, D Avg: 119722, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 901: HP: 437, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84989, Current HP: 437, A Avg: 8592261, D Avg: 118984, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 900: HP: 361, STR: 602116, VIT: 166, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87006, Current HP: 361, A Avg: 8592261, D Avg: 121808, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 899: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87445, Current HP: 260, A Avg: 8592261, D Avg: 122422, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 898: HP: 247, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 86809, Current HP: 247, A Avg: 8592261, D Avg: 121532, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 897: HP: 247, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 89798, Current HP: 247, A Avg: 8592261, D Avg: 125717, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 896: HP: 722, STR: 602116, VIT: 239, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87027, Current HP: 722, A Avg: 8592261, D Avg: 121837, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 895: HP: 532, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85919, Current HP: 532, A Avg: 8592261, D Avg: 120286, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 894: HP: 475, STR: 602116, VIT: 130, SPD: 1, LUK: 1, Attack: 1031484, Defense: 86346, Current HP: 475, A Avg: 8592261, D Avg: 120884, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 893: HP: 660, STR: 602116, VIT: 435, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87470, Current HP: 660, A Avg: 8592261, D Avg: 122457, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 892: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87068, Current HP: 260, A Avg: 8592261, D Avg: 121895, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 891: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83743, Current HP: 260, A Avg: 8592261, D Avg: 117240, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 890: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83753, Current HP: 260, A Avg: 8592261, D Avg: 117254, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 889: HP: 247, STR: 602116, VIT: 32, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83901, Current HP: 247, A Avg: 8592261, D Avg: 117461, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 888: HP: 247, STR: 602116, VIT: 39, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83843, Current HP: 247, A Avg: 8592261, D Avg: 117380, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 887: HP: 247, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83884, Current HP: 247, A Avg: 8592261, D Avg: 117437, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 886: HP: 247, STR: 602116, VIT: 43, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83932, Current HP: 247, A Avg: 8592261, D Avg: 117504, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 885: HP: 260, STR: 602116, VIT: 31, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83907, Current HP: 260, A Avg: 8592261, D Avg: 117469, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 884: HP: 266, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83858, Current HP: 266, A Avg: 8592261, D Avg: 117401, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 883: HP: 320, STR: 602116, VIT: 31, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83803, Current HP: 320, A Avg: 8592261, D Avg: 117324, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 882: HP: 360, STR: 602116, VIT: 31, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84050, Current HP: 360, A Avg: 8592261, D Avg: 117669, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 881: HP: 323, STR: 602116, VIT: 32, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83960, Current HP: 323, A Avg: 8592261, D Avg: 117543, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 880: HP: 360, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84603, Current HP: 360, A Avg: 8592261, D Avg: 118444, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 879: HP: 285, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83949, Current HP: 285, A Avg: 8592261, D Avg: 117528, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 878: HP: 260, STR: 602116, VIT: 332, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87120, Current HP: 260, A Avg: 8592261, D Avg: 121967, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 877: HP: 285, STR: 602116, VIT: 83, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84674, Current HP: 285, A Avg: 8592261, D Avg: 118543, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 876: HP: 285, STR: 602116, VIT: 83, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87001, Current HP: 285, A Avg: 8592261, D Avg: 121801, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 875: HP: 1197, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85938, Current HP: 1197, A Avg: 8592261, D Avg: 120313, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 874: HP: 500, STR: 602116, VIT: 62, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84796, Current HP: 500, A Avg: 8592261, D Avg: 118714, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 873: HP: 400, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85516, Current HP: 400, A Avg: 8592261, D Avg: 119722, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 872: HP: 437, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84989, Current HP: 437, A Avg: 8592261, D Avg: 118984, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 871: HP: 361, STR: 602116, VIT: 166, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87006, Current HP: 361, A Avg: 8592261, D Avg: 121808, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 870: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87445, Current HP: 260, A Avg: 8592261, D Avg: 122422, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 869: HP: 247, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 86809, Current HP: 247, A Avg: 8592261, D Avg: 121532, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 868: HP: 247, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 89798, Current HP: 247, A Avg: 8592261, D Avg: 125717, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 867: HP: 722, STR: 602116, VIT: 239, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87027, Current HP: 722, A Avg: 8592261, D Avg: 121837, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 866: HP: 532, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85919, Current HP: 532, A Avg: 8592261, D Avg: 120286, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 865: HP: 475, STR: 602116, VIT: 130, SPD: 1, LUK: 1, Attack: 1031484, Defense: 86346, Current HP: 475, A Avg: 8592261, D Avg: 120884, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 864: HP: 660, STR: 602116, VIT: 435, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87470, Current HP: 660, A Avg: 8592261, D Avg: 122457, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 863: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87068, Current HP: 260, A Avg: 8592261, D Avg: 121895, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 862: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83743, Current HP: 260, A Avg: 8592261, D Avg: 117240, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 861: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83753, Current HP: 260, A Avg: 8592261, D Avg: 117254, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 860: HP: 247, STR: 602116, VIT: 32, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83901, Current HP: 247, A Avg: 8592261, D Avg: 117461, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 859: HP: 247, STR: 602116, VIT: 39, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83843, Current HP: 247, A Avg: 8592261, D Avg: 117380, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 858: HP: 247, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83884, Current HP: 247, A Avg: 8592261, D Avg: 117437, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 857: HP: 247, STR: 602116, VIT: 43, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83932, Current HP: 247, A Avg: 8592261, D Avg: 117504, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 856: HP: 260, STR: 602116, VIT: 31, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83907, Current HP: 260, A Avg: 8592261, D Avg: 117469, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 855: HP: 266, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83858, Current HP: 266, A Avg: 8592261, D Avg: 117401, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 854: HP: 320, STR: 602116, VIT: 31, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83803, Current HP: 320, A Avg: 8592261, D Avg: 117324, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 853: HP: 360, STR: 602116, VIT: 31, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84050, Current HP: 360, A Avg: 8592261, D Avg: 117669, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 852: HP: 323, STR: 602116, VIT: 32, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83960, Current HP: 323, A Avg: 8592261, D Avg: 117543, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 851: HP: 360, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84603, Current HP: 360, A Avg: 8592261, D Avg: 118444, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 850: HP: 285, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83949, Current HP: 285, A Avg: 8592261, D Avg: 117528, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 849: HP: 260, STR: 602116, VIT: 332, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87120, Current HP: 260, A Avg: 8592261, D Avg: 121967, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 848: HP: 285, STR: 602116, VIT: 83, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84674, Current HP: 285, A Avg: 8592261, D Avg: 118543, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 847: HP: 285, STR: 602116, VIT: 83, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87001, Current HP: 285, A Avg: 8592261, D Avg: 121801, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 846: HP: 1197, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85938, Current HP: 1197, A Avg: 8592261, D Avg: 120313, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 845: HP: 500, STR: 602116, VIT: 62, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84796, Current HP: 500, A Avg: 8592261, D Avg: 118714, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 844: HP: 400, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85516, Current HP: 400, A Avg: 8592261, D Avg: 119722, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 843: HP: 437, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84989, Current HP: 437, A Avg: 8592261, D Avg: 118984, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 842: HP: 361, STR: 602116, VIT: 166, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87006, Current HP: 361, A Avg: 8592261, D Avg: 121808, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 841: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87445, Current HP: 260, A Avg: 8592261, D Avg: 122422, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 840: HP: 247, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 86809, Current HP: 247, A Avg: 8592261, D Avg: 121532, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 839: HP: 247, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 89798, Current HP: 247, A Avg: 8592261, D Avg: 125717, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 838: HP: 722, STR: 602116, VIT: 239, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87027, Current HP: 722, A Avg: 8592261, D Avg: 121837, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 837: HP: 532, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85919, Current HP: 532, A Avg: 8592261, D Avg: 120286, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 836: HP: 475, STR: 602116, VIT: 130, SPD: 1, LUK: 1, Attack: 1031484, Defense: 86346, Current HP: 475, A Avg: 8592261, D Avg: 120884, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 835: HP: 660, STR: 602116, VIT: 435, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87470, Current HP: 660, A Avg: 8592261, D Avg: 122457, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 834: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87068, Current HP: 260, A Avg: 8592261, D Avg: 121895, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 833: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83743, Current HP: 260, A Avg: 8592261, D Avg: 117240, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 832: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83753, Current HP: 260, A Avg: 8592261, D Avg: 117254, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 831: HP: 247, STR: 602116, VIT: 32, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83901, Current HP: 247, A Avg: 8592261, D Avg: 117461, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 830: HP: 247, STR: 602116, VIT: 39, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83843, Current HP: 247, A Avg: 8592261, D Avg: 117380, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 829: HP: 247, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83884, Current HP: 247, A Avg: 8592261, D Avg: 117437, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 828: HP: 247, STR: 602116, VIT: 43, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83932, Current HP: 247, A Avg: 8592261, D Avg: 117504, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 827: HP: 260, STR: 602116, VIT: 31, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83907, Current HP: 260, A Avg: 8592261, D Avg: 117469, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 826: HP: 266, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83858, Current HP: 266, A Avg: 8592261, D Avg: 117401, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 825: HP: 320, STR: 602116, VIT: 31, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83803, Current HP: 320, A Avg: 8592261, D Avg: 117324, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 824: HP: 360, STR: 602116, VIT: 31, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84050, Current HP: 360, A Avg: 8592261, D Avg: 117669, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 823: HP: 323, STR: 602116, VIT: 32, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83960, Current HP: 323, A Avg: 8592261, D Avg: 117543, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 822: HP: 360, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84603, Current HP: 360, A Avg: 8592261, D Avg: 118444, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 821: HP: 285, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 83949, Current HP: 285, A Avg: 8592261, D Avg: 117528, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 820: HP: 260, STR: 602116, VIT: 332, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87120, Current HP: 260, A Avg: 8592261, D Avg: 121967, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 819: HP: 285, STR: 602116, VIT: 83, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84674, Current HP: 285, A Avg: 8592261, D Avg: 118543, [Zodiac[184, 230, 230, 230], Black Hole[229, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 818: HP: 285, STR: 602116, VIT: 83, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87001, Current HP: 285, A Avg: 8592261, D Avg: 121801, [Zodiac[184, 230, 230, 230], White Hole[230, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 817: HP: 1197, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85938, Current HP: 1197, A Avg: 8592261, D Avg: 120313, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 816: HP: 500, STR: 602116, VIT: 62, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84796, Current HP: 500, A Avg: 8592261, D Avg: 118714, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 815: HP: 400, STR: 602116, VIT: 41, SPD: 1, LUK: 1, Attack: 1031484, Defense: 85516, Current HP: 400, A Avg: 8592261, D Avg: 119722, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 814: HP: 437, STR: 602116, VIT: 21, SPD: 1, LUK: 1, Attack: 1031484, Defense: 84989, Current HP: 437, A Avg: 8592261, D Avg: 118984, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 813: HP: 361, STR: 602116, VIT: 166, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87006, Current HP: 361, A Avg: 8592261, D Avg: 121808, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 812: HP: 260, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 87445, Current HP: 260, A Avg: 8592261, D Avg: 122422, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 811: HP: 247, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 86809, Current HP: 247, A Avg: 8592261, D Avg: 121532, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 810: HP: 247, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1031484, Defense: 89798, Current HP: 247, A Avg: 8592261, D Avg: 125717, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 803]]
