Rank 1000: HP: 2204, STR: 8078, VIT: 1146, SPD: 81, LUK: 1, Attack: 141636, Defense: 88974, Current HP: 2204, A Avg: 1179827, D Avg: 124563, [Progress[147, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 906: HP: 2020, STR: 4612, VIT: 713, SPD: 71, LUK: 1, Attack: 141781, Defense: 86188, Current HP: 2020, A Avg: 1181035, D Avg: 120663, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 905: HP: 1463, STR: 4612, VIT: 1183, SPD: 71, LUK: 1, Attack: 141781, Defense: 86151, Current HP: 1463, A Avg: 1181035, D Avg: 120611, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 904: HP: 1558, STR: 4612, VIT: 1396, SPD: 71, LUK: 1, Attack: 141781, Defense: 86364, Current HP: 1558, A Avg: 1181035, D Avg: 120909, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 903: HP: 1558, STR: 4612, VIT: 1204, SPD: 71, LUK: 1, Attack: 141781, Defense: 86172, Current HP: 1558, A Avg: 1181035, D Avg: 120640, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 902: HP: 1387, STR: 4612, VIT: 1274, SPD: 71, LUK: 1, Attack: 141781, Defense: 88114, Current HP: 1387, A Avg: 1181035, D Avg: 123359, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 901: HP: 1482, STR: 4612, VIT: 1477, SPD: 71, LUK: 1, Attack: 141781, Defense: 88317, Current HP: 1482, A Avg: 1181035, D Avg: 123643, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 900: HP: 1482, STR: 4612, VIT: 1294, SPD: 71, LUK: 1, Attack: 141781, Defense: 88134, Current HP: 1482, A Avg: 1181035, D Avg: 123387, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 899: HP: 2660, STR: 4612, VIT: 1037, SPD: 71, LUK: 1, Attack: 141781, Defense: 88462, Current HP: 2660, A Avg: 1181035, D Avg: 123846, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 898: HP: 2760, STR: 4612, VIT: 1240, SPD: 71, LUK: 1, Attack: 141781, Defense: 88665, Current HP: 2760, A Avg: 1181035, D Avg: 124130, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 897: HP: 2760, STR: 4612, VIT: 1058, SPD: 71, LUK: 1, Attack: 141781, Defense: 88483, Current HP: 2760, A Avg: 1181035, D Avg: 123876, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 896: HP: 1273, STR: 4612, VIT: 215, SPD: 71, LUK: 1, Attack: 141781, Defense: 87004, Current HP: 1273, A Avg: 1181035, D Avg: 121805, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 895: HP: 1368, STR: 4612, VIT: 419, SPD: 71, LUK: 1, Attack: 141781, Defense: 87208, Current HP: 1368, A Avg: 1181035, D Avg: 122091, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 894: HP: 1368, STR: 4612, VIT: 236, SPD: 71, LUK: 1, Attack: 141781, Defense: 87025, Current HP: 1368, A Avg: 1181035, D Avg: 121834, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 893: HP: 1273, STR: 4612, VIT: 2041, SPD: 71, LUK: 1, Attack: 141781, Defense: 91819, Current HP: 1273, A Avg: 1181035, D Avg: 128546, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 892: HP: 1368, STR: 4612, VIT: 2245, SPD: 71, LUK: 1, Attack: 141781, Defense: 92023, Current HP: 1368, A Avg: 1181035, D Avg: 128832, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 891: HP: 1368, STR: 4612, VIT: 2062, SPD: 71, LUK: 1, Attack: 141781, Defense: 91840, Current HP: 1368, A Avg: 1181035, D Avg: 128575, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 890: HP: 1748, STR: 4612, VIT: 2836, SPD: 71, LUK: 1, Attack: 141781, Defense: 89624, Current HP: 1748, A Avg: 1181035, D Avg: 125473, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 889: HP: 1843, STR: 4612, VIT: 3049, SPD: 71, LUK: 1, Attack: 141781, Defense: 89837, Current HP: 1843, A Avg: 1181035, D Avg: 125771, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 888: HP: 1843, STR: 4612, VIT: 2857, SPD: 71, LUK: 1, Attack: 141781, Defense: 89645, Current HP: 1843, A Avg: 1181035, D Avg: 125502, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 887: HP: 1558, STR: 4612, VIT: 966, SPD: 76, LUK: 1, Attack: 141781, Defense: 86844, Current HP: 1558, A Avg: 1181035, D Avg: 121581, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 886: HP: 1653, STR: 4612, VIT: 1170, SPD: 76, LUK: 1, Attack: 141781, Defense: 87048, Current HP: 1653, A Avg: 1181035, D Avg: 121867, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 885: HP: 1653, STR: 4612, VIT: 987, SPD: 76, LUK: 1, Attack: 141781, Defense: 86865, Current HP: 1653, A Avg: 1181035, D Avg: 121610, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 884: HP: 2504, STR: 4612, VIT: 909, SPD: 71, LUK: 1, Attack: 141781, Defense: 87125, Current HP: 2504, A Avg: 1181035, D Avg: 121974, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 883: HP: 2599, STR: 4612, VIT: 1122, SPD: 71, LUK: 1, Attack: 141781, Defense: 87338, Current HP: 2599, A Avg: 1181035, D Avg: 122273, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 882: HP: 2599, STR: 4612, VIT: 930, SPD: 71, LUK: 1, Attack: 141781, Defense: 87146, Current HP: 2599, A Avg: 1181035, D Avg: 122004, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 881: HP: 1740, STR: 4612, VIT: 996, SPD: 71, LUK: 1, Attack: 141781, Defense: 88031, Current HP: 1740, A Avg: 1181035, D Avg: 123243, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 880: HP: 1840, STR: 4612, VIT: 1199, SPD: 71, LUK: 1, Attack: 141781, Defense: 88234, Current HP: 1840, A Avg: 1181035, D Avg: 123527, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 879: HP: 1840, STR: 4612, VIT: 1016, SPD: 71, LUK: 1, Attack: 141781, Defense: 88051, Current HP: 1840, A Avg: 1181035, D Avg: 123271, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 878: HP: 1340, STR: 4612, VIT: 1311, SPD: 71, LUK: 1, Attack: 141781, Defense: 88359, Current HP: 1340, A Avg: 1181035, D Avg: 123702, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 877: HP: 1440, STR: 4612, VIT: 1514, SPD: 71, LUK: 1, Attack: 141781, Defense: 88562, Current HP: 1440, A Avg: 1181035, D Avg: 123986, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 876: HP: 1440, STR: 4612, VIT: 1332, SPD: 71, LUK: 1, Attack: 141781, Defense: 88380, Current HP: 1440, A Avg: 1181035, D Avg: 123731, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 875: HP: 2498, STR: 2339, VIT: 166, SPD: 76, LUK: 1, Attack: 141788, Defense: 86954, Current HP: 2498, A Avg: 1181094, D Avg: 121735, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 874: HP: 3799, STR: 2339, VIT: 122, SPD: 76, LUK: 1, Attack: 141788, Defense: 86910, Current HP: 3799, A Avg: 1181094, D Avg: 121673, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 873: HP: 2527, STR: 2339, VIT: 122, SPD: 135, LUK: 1, Attack: 141788, Defense: 86910, Current HP: 2527, A Avg: 1181094, D Avg: 121673, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 872: HP: 2508, STR: 2339, VIT: 132, SPD: 121, LUK: 1, Attack: 141788, Defense: 86920, Current HP: 2508, A Avg: 1181094, D Avg: 121687, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 871: HP: 3102, STR: 2339, VIT: 196, SPD: 76, LUK: 1, Attack: 141788, Defense: 86984, Current HP: 3102, A Avg: 1181094, D Avg: 121777, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 870: HP: 2546, STR: 2339, VIT: 153, SPD: 121, LUK: 1, Attack: 141788, Defense: 86941, Current HP: 2546, A Avg: 1181094, D Avg: 121717, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 869: HP: 2394, STR: 6865, VIT: 1030, SPD: 71, LUK: 1, Attack: 141789, Defense: 84919, Current HP: 2394, A Avg: 1181102, D Avg: 118886, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 868: HP: 2812, STR: 4617, VIT: 1333, SPD: 71, LUK: 1, Attack: 141789, Defense: 85573, Current HP: 2812, A Avg: 1181102, D Avg: 119802, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 867: HP: 2375, STR: 8679, VIT: 1311, SPD: 71, LUK: 1, Attack: 141796, Defense: 89139, Current HP: 2375, A Avg: 1181160, D Avg: 124794, [Santoku[159, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 866: HP: 1463, STR: 2346, VIT: 112, SPD: 71, LUK: 2, Attack: 141799, Defense: 84300, Current HP: 1463, A Avg: 1181185, D Avg: 118019, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 865: HP: 2288, STR: 9200, VIT: 1792, SPD: 81, LUK: 1, Attack: 141801, Defense: 89620, Current HP: 2288, A Avg: 1181202, D Avg: 125467, [Impulse[166, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 864: HP: 2337, STR: 2349, VIT: 1635, SPD: 85, LUK: 1, Attack: 141803, Defense: 86226, Current HP: 2337, A Avg: 1181218, D Avg: 120716, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 863: HP: 2489, STR: 2349, VIT: 196, SPD: 76, LUK: 1, Attack: 141803, Defense: 86984, Current HP: 2489, A Avg: 1181218, D Avg: 121777, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 862: HP: 3944, STR: 2349, VIT: 143, SPD: 76, LUK: 1, Attack: 141803, Defense: 86931, Current HP: 3944, A Avg: 1181218, D Avg: 121703, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 861: HP: 893, STR: 9965, VIT: 166, SPD: 71, LUK: 1, Attack: 141814, Defense: 87994, Current HP: 893, A Avg: 1181310, D Avg: 123191, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 860: HP: 988, STR: 8899, VIT: 2162, SPD: 71, LUK: 1, Attack: 141814, Defense: 89990, Current HP: 988, A Avg: 1181310, D Avg: 125985, [Portal Sword[176, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 859: HP: 2318, STR: 4636, VIT: 1153, SPD: 71, LUK: 1, Attack: 141817, Defense: 85159, Current HP: 2318, A Avg: 1181335, D Avg: 119222, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 858: HP: 2299, STR: 4636, VIT: 7632, SPD: 71, LUK: 1, Attack: 141817, Defense: 93302, Current HP: 2299, A Avg: 1181335, D Avg: 130622, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 857: HP: 3740, STR: 6718, VIT: 3948, SPD: 71, LUK: 1, Attack: 141819, Defense: 91776, Current HP: 3740, A Avg: 1181352, D Avg: 128486, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 856: HP: 1599, STR: 4643, VIT: 524, SPD: 71, LUK: 1, Attack: 141828, Defense: 84465, Current HP: 1599, A Avg: 1181427, D Avg: 118250, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 855: HP: 1694, STR: 4643, VIT: 737, SPD: 71, LUK: 1, Attack: 141828, Defense: 84678, Current HP: 1694, A Avg: 1181427, D Avg: 118549, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 854: HP: 1694, STR: 4643, VIT: 545, SPD: 71, LUK: 1, Attack: 141828, Defense: 84486, Current HP: 1694, A Avg: 1181427, D Avg: 118280, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 853: HP: 3540, STR: 2368, VIT: 1697, SPD: 85, LUK: 1, Attack: 141832, Defense: 87809, Current HP: 3540, A Avg: 1181460, D Avg: 122932, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 852: HP: 1463, STR: 2368, VIT: 132, SPD: 71, LUK: 1, Attack: 141832, Defense: 84320, Current HP: 1463, A Avg: 1181460, D Avg: 118047, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 851: HP: 1558, STR: 2368, VIT: 336, SPD: 71, LUK: 1, Attack: 141832, Defense: 84524, Current HP: 1558, A Avg: 1181460, D Avg: 118333, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 850: HP: 1558, STR: 2368, VIT: 153, SPD: 71, LUK: 1, Attack: 141832, Defense: 84341, Current HP: 1558, A Avg: 1181460, D Avg: 118077, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 849: HP: 893, STR: 8680, VIT: 842, SPD: 76, LUK: 1, Attack: 141837, Defense: 85186, Current HP: 893, A Avg: 1181502, D Avg: 119260, [Blue Sword[180, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 848: HP: 2020, STR: 8684, VIT: 991, SPD: 81, LUK: 1, Attack: 141843, Defense: 87779, Current HP: 2020, A Avg: 1181552, D Avg: 122890, [Blue Sword[180, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 847: HP: 2774, STR: 2380, VIT: 1218, SPD: 85, LUK: 1, Attack: 141850, Defense: 85107, Current HP: 2774, A Avg: 1181610, D Avg: 119149, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 846: HP: 1616, STR: 4659, VIT: 504, SPD: 85, LUK: 1, Attack: 141852, Defense: 84640, Current HP: 1616, A Avg: 1181627, D Avg: 118495, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 845: HP: 3716, STR: 6745, VIT: 3098, SPD: 85, LUK: 1, Attack: 141859, Defense: 87442, Current HP: 3716, A Avg: 1181685, D Avg: 122418, [Stargazer[183, 0, 0, 0], V Magnum[238, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 844: HP: 1330, STR: 4676, VIT: 825, SPD: 116, LUK: 1, Attack: 141877, Defense: 85416, Current HP: 1330, A Avg: 1181835, D Avg: 119582, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 843: HP: 1748, STR: 4676, VIT: 917, SPD: 116, LUK: 1, Attack: 141877, Defense: 87835, Current HP: 1748, A Avg: 1181835, D Avg: 122968, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 842: HP: 2679, STR: 2399, VIT: 1879, SPD: 85, LUK: 1, Attack: 141878, Defense: 86873, Current HP: 2679, A Avg: 1181843, D Avg: 121622, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 841: HP: 4223, STR: 2402, VIT: 122, SPD: 76, LUK: 1, Attack: 141883, Defense: 86910, Current HP: 4223, A Avg: 1181885, D Avg: 121673, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 840: HP: 3014, STR: 2402, VIT: 112, SPD: 76, LUK: 2, Attack: 141883, Defense: 86900, Current HP: 3014, A Avg: 1181885, D Avg: 121659, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 839: HP: 1549, STR: 6931, VIT: 809, SPD: 76, LUK: 1, Attack: 141888, Defense: 86427, Current HP: 1549, A Avg: 1181927, D Avg: 120997, [Neural Edge[190, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 838: HP: 1292, STR: 6934, VIT: 1073, SPD: 76, LUK: 1, Attack: 141893, Defense: 85911, Current HP: 1292, A Avg: 1181968, D Avg: 120275, [Neural Edge[190, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 837: HP: 5187, STR: 6771, VIT: 4360, SPD: 76, LUK: 1, Attack: 141898, Defense: 91148, Current HP: 5187, A Avg: 1182010, D Avg: 127607, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 836: HP: 2480, STR: 4692, VIT: 888, SPD: 116, LUK: 1, Attack: 141901, Defense: 87000, Current HP: 2480, A Avg: 1182035, D Avg: 121799, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 835: HP: 1282, STR: 4694, VIT: 289, SPD: 71, LUK: 1, Attack: 141904, Defense: 84477, Current HP: 1282, A Avg: 1182060, D Avg: 118267, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 834: HP: 1943, STR: 4694, VIT: 205, SPD: 71, LUK: 1, Attack: 141904, Defense: 84393, Current HP: 1943, A Avg: 1182060, D Avg: 118150, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 833: HP: 1311, STR: 4694, VIT: 205, SPD: 130, LUK: 1, Attack: 141904, Defense: 84393, Current HP: 1311, A Avg: 1182060, D Avg: 118150, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 832: HP: 1694, STR: 4694, VIT: 319, SPD: 71, LUK: 1, Attack: 141904, Defense: 84507, Current HP: 1694, A Avg: 1182060, D Avg: 118309, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 831: HP: 893, STR: 9676, VIT: 112, SPD: 71, LUK: 1, Attack: 141907, Defense: 87940, Current HP: 893, A Avg: 1182085, D Avg: 123115, [Jack Knife[185, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 830: HP: 2226, STR: 6946, VIT: 1045, SPD: 71, LUK: 1, Attack: 141911, Defense: 85051, Current HP: 2226, A Avg: 1182118, D Avg: 119071, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 829: HP: 1273, STR: 4699, VIT: 195, SPD: 76, LUK: 2, Attack: 141912, Defense: 84539, Current HP: 1273, A Avg: 1182126, D Avg: 118354, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 828: HP: 6574, STR: 8797, VIT: 726, SPD: 76, LUK: 1, Attack: 141915, Defense: 87514, Current HP: 6574, A Avg: 1182151, D Avg: 122519, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 827: HP: 1273, STR: 4705, VIT: 289, SPD: 71, LUK: 1, Attack: 141921, Defense: 84477, Current HP: 1273, A Avg: 1182201, D Avg: 118267, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 826: HP: 1273, STR: 4705, VIT: 319, SPD: 71, LUK: 1, Attack: 141921, Defense: 84507, Current HP: 1273, A Avg: 1182201, D Avg: 118309, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 825: HP: 2088, STR: 4705, VIT: 226, SPD: 71, LUK: 1, Attack: 141921, Defense: 84414, Current HP: 2088, A Avg: 1182201, D Avg: 118179, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 824: HP: 1292, STR: 4716, VIT: 215, SPD: 71, LUK: 2, Attack: 141937, Defense: 84403, Current HP: 1292, A Avg: 1182335, D Avg: 118164, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 823: HP: 1480, STR: 6966, VIT: 650, SPD: 76, LUK: 1, Attack: 141941, Defense: 85514, Current HP: 1480, A Avg: 1182368, D Avg: 119719, [Neural Edge[190, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 822: HP: 1400, STR: 6966, VIT: 726, SPD: 81, LUK: 1, Attack: 141941, Defense: 85148, Current HP: 1400, A Avg: 1182368, D Avg: 119207, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 821: HP: 1672, STR: 4719, VIT: 1030, SPD: 116, LUK: 1, Attack: 141942, Defense: 86024, Current HP: 1672, A Avg: 1182376, D Avg: 120433, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 820: HP: 2956, STR: 4719, VIT: 1691, SPD: 71, LUK: 1, Attack: 141942, Defense: 87309, Current HP: 2956, A Avg: 1182376, D Avg: 122232, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 819: HP: 2633, STR: 4722, VIT: 2063, SPD: 71, LUK: 1, Attack: 141946, Defense: 86901, Current HP: 2633, A Avg: 1182410, D Avg: 121661, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 818: HP: 1180, STR: 8144, VIT: 1644, SPD: 76, LUK: 1, Attack: 141949, Defense: 89472, Current HP: 1180, A Avg: 1182435, D Avg: 125260, [Cuttlefish[178, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 817: HP: 1540, STR: 2451, VIT: 226, SPD: 81, LUK: 1, Attack: 141956, Defense: 84570, Current HP: 1540, A Avg: 1182493, D Avg: 118397, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 816: HP: 2992, STR: 2452, VIT: 332, SPD: 76, LUK: 1, Attack: 141958, Defense: 87120, Current HP: 2992, A Avg: 1182510, D Avg: 121967, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 815: HP: 6365, STR: 6764, VIT: 2348, SPD: 71, LUK: 1, Attack: 141969, Defense: 87576, Current HP: 6365, A Avg: 1182601, D Avg: 122606, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 814: HP: 6460, STR: 6764, VIT: 2552, SPD: 71, LUK: 1, Attack: 141969, Defense: 87780, Current HP: 6460, A Avg: 1182601, D Avg: 122891, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 813: HP: 6460, STR: 6764, VIT: 2369, SPD: 71, LUK: 1, Attack: 141969, Defense: 87597, Current HP: 6460, A Avg: 1182601, D Avg: 122635, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
