Rank 1000: HP: 1083, STR: 602981, VIT: 1150, SPD: 15, LUK: 1, Attack: 1032473, Defense: 87938, Current HP: 1083, A Avg: 8600500, D Avg: 123113, [Impulse[166, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 903: HP: 608, STR: 603047, VIT: 471, SPD: 17, LUK: 1, Attack: 1032572, Defense: 84496, Current HP: 608, A Avg: 8601324, D Avg: 118294, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 902: HP: 608, STR: 603047, VIT: 471, SPD: 17, LUK: 1, Attack: 1032572, Defense: 84496, Current HP: 608, A Avg: 8601324, D Avg: 118294, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 901: HP: 608, STR: 603047, VIT: 471, SPD: 17, LUK: 1, Attack: 1032572, Defense: 84496, Current HP: 608, A Avg: 8601324, D Avg: 118294, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 900: HP: 608, STR: 603047, VIT: 471, SPD: 17, LUK: 1, Attack: 1032572, Defense: 84496, Current HP: 608, A Avg: 8601324, D Avg: 118294, [Impulse[166, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 899: HP: 788, STR: 603071, VIT: 515, SPD: 15, LUK: 1, Attack: 1032608, Defense: 84755, Current HP: 788, A Avg: 8601624, D Avg: 118656, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 898: HP: 788, STR: 603071, VIT: 515, SPD: 15, LUK: 1, Attack: 1032608, Defense: 84755, Current HP: 788, A Avg: 8601624, D Avg: 118656, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 897: HP: 788, STR: 603071, VIT: 515, SPD: 15, LUK: 1, Attack: 1032608, Defense: 84755, Current HP: 788, A Avg: 8601624, D Avg: 118656, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 896: HP: 788, STR: 603071, VIT: 515, SPD: 15, LUK: 1, Attack: 1032608, Defense: 84755, Current HP: 788, A Avg: 8601624, D Avg: 118656, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 895: HP: 788, STR: 603071, VIT: 515, SPD: 15, LUK: 1, Attack: 1032608, Defense: 84755, Current HP: 788, A Avg: 8601624, D Avg: 118656, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 894: HP: 756, STR: 603085, VIT: 543, SPD: 15, LUK: 1, Attack: 1032629, Defense: 86161, Current HP: 756, A Avg: 8601799, D Avg: 120625, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 893: HP: 756, STR: 603085, VIT: 543, SPD: 15, LUK: 1, Attack: 1032629, Defense: 86161, Current HP: 756, A Avg: 8601799, D Avg: 120625, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 892: HP: 756, STR: 603085, VIT: 543, SPD: 15, LUK: 1, Attack: 1032629, Defense: 86161, Current HP: 756, A Avg: 8601799, D Avg: 120625, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 891: HP: 756, STR: 603085, VIT: 543, SPD: 15, LUK: 1, Attack: 1032629, Defense: 86161, Current HP: 756, A Avg: 8601799, D Avg: 120625, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 890: HP: 756, STR: 603085, VIT: 543, SPD: 15, LUK: 1, Attack: 1032629, Defense: 86161, Current HP: 756, A Avg: 8601799, D Avg: 120625, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 889: HP: 676, STR: 603089, VIT: 711, SPD: 15, LUK: 1, Attack: 1032635, Defense: 85549, Current HP: 676, A Avg: 8601849, D Avg: 119768, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 888: HP: 676, STR: 603089, VIT: 711, SPD: 15, LUK: 1, Attack: 1032635, Defense: 85549, Current HP: 676, A Avg: 8601849, D Avg: 119768, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 887: HP: 676, STR: 603089, VIT: 711, SPD: 15, LUK: 1, Attack: 1032635, Defense: 85549, Current HP: 676, A Avg: 8601849, D Avg: 119768, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 886: HP: 676, STR: 603089, VIT: 711, SPD: 15, LUK: 1, Attack: 1032635, Defense: 85549, Current HP: 676, A Avg: 8601849, D Avg: 119768, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 885: HP: 676, STR: 603089, VIT: 711, SPD: 15, LUK: 1, Attack: 1032635, Defense: 85549, Current HP: 676, A Avg: 8601849, D Avg: 119768, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 884: HP: 788, STR: 603136, VIT: 730, SPD: 15, LUK: 1, Attack: 1032705, Defense: 87531, Current HP: 788, A Avg: 8602432, D Avg: 122543, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 883: HP: 788, STR: 603136, VIT: 730, SPD: 15, LUK: 1, Attack: 1032705, Defense: 87531, Current HP: 788, A Avg: 8602432, D Avg: 122543, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 882: HP: 788, STR: 603136, VIT: 730, SPD: 15, LUK: 1, Attack: 1032705, Defense: 87531, Current HP: 788, A Avg: 8602432, D Avg: 122543, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 881: HP: 788, STR: 603136, VIT: 730, SPD: 15, LUK: 1, Attack: 1032705, Defense: 87531, Current HP: 788, A Avg: 8602432, D Avg: 122543, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 880: HP: 788, STR: 603136, VIT: 730, SPD: 15, LUK: 1, Attack: 1032705, Defense: 87531, Current HP: 788, A Avg: 8602432, D Avg: 122543, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 879: HP: 788, STR: 603136, VIT: 535, SPD: 15, LUK: 1, Attack: 1032705, Defense: 85399, Current HP: 788, A Avg: 8602432, D Avg: 119558, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 878: HP: 712, STR: 603136, VIT: 537, SPD: 17, LUK: 1, Attack: 1032705, Defense: 84959, Current HP: 712, A Avg: 8602432, D Avg: 118942, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 877: HP: 788, STR: 603136, VIT: 535, SPD: 15, LUK: 1, Attack: 1032705, Defense: 85399, Current HP: 788, A Avg: 8602432, D Avg: 119558, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 876: HP: 712, STR: 603136, VIT: 537, SPD: 17, LUK: 1, Attack: 1032705, Defense: 84959, Current HP: 712, A Avg: 8602432, D Avg: 118942, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 875: HP: 788, STR: 603136, VIT: 535, SPD: 15, LUK: 1, Attack: 1032705, Defense: 85399, Current HP: 788, A Avg: 8602432, D Avg: 119558, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 874: HP: 712, STR: 603136, VIT: 537, SPD: 17, LUK: 1, Attack: 1032705, Defense: 84959, Current HP: 712, A Avg: 8602432, D Avg: 118942, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 873: HP: 788, STR: 603136, VIT: 535, SPD: 15, LUK: 1, Attack: 1032705, Defense: 85399, Current HP: 788, A Avg: 8602432, D Avg: 119558, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 872: HP: 712, STR: 603136, VIT: 537, SPD: 17, LUK: 1, Attack: 1032705, Defense: 84959, Current HP: 712, A Avg: 8602432, D Avg: 118942, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 871: HP: 788, STR: 603136, VIT: 535, SPD: 15, LUK: 1, Attack: 1032705, Defense: 85399, Current HP: 788, A Avg: 8602432, D Avg: 119558, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 870: HP: 712, STR: 603136, VIT: 537, SPD: 17, LUK: 1, Attack: 1032705, Defense: 84959, Current HP: 712, A Avg: 8602432, D Avg: 118942, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 869: HP: 646, STR: 603235, VIT: 597, SPD: 15, LUK: 1, Attack: 1032854, Defense: 85188, Current HP: 646, A Avg: 8603673, D Avg: 119263, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 868: HP: 731, STR: 603235, VIT: 616, SPD: 15, LUK: 1, Attack: 1032854, Defense: 87534, Current HP: 731, A Avg: 8603673, D Avg: 122547, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 867: HP: 646, STR: 603235, VIT: 597, SPD: 15, LUK: 1, Attack: 1032854, Defense: 85188, Current HP: 646, A Avg: 8603673, D Avg: 119263, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 866: HP: 731, STR: 603235, VIT: 616, SPD: 15, LUK: 1, Attack: 1032854, Defense: 87534, Current HP: 731, A Avg: 8603673, D Avg: 122547, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 865: HP: 646, STR: 603235, VIT: 597, SPD: 15, LUK: 1, Attack: 1032854, Defense: 85188, Current HP: 646, A Avg: 8603673, D Avg: 119263, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 864: HP: 731, STR: 603235, VIT: 616, SPD: 15, LUK: 1, Attack: 1032854, Defense: 87534, Current HP: 731, A Avg: 8603673, D Avg: 122547, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 863: HP: 646, STR: 603235, VIT: 597, SPD: 15, LUK: 1, Attack: 1032854, Defense: 85188, Current HP: 646, A Avg: 8603673, D Avg: 119263, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 862: HP: 731, STR: 603235, VIT: 616, SPD: 15, LUK: 1, Attack: 1032854, Defense: 87534, Current HP: 731, A Avg: 8603673, D Avg: 122547, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 861: HP: 646, STR: 603235, VIT: 597, SPD: 15, LUK: 1, Attack: 1032854, Defense: 85188, Current HP: 646, A Avg: 8603673, D Avg: 119263, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 860: HP: 731, STR: 603235, VIT: 616, SPD: 15, LUK: 1, Attack: 1032854, Defense: 87534, Current HP: 731, A Avg: 8603673, D Avg: 122547, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 859: HP: 756, STR: 603804, VIT: 350, SPD: 15, LUK: 1, Attack: 1033099, Defense: 86566, Current HP: 756, A Avg: 8605714, D Avg: 121192, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 858: HP: 756, STR: 603804, VIT: 350, SPD: 15, LUK: 1, Attack: 1033099, Defense: 86566, Current HP: 756, A Avg: 8605714, D Avg: 121192, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 857: HP: 756, STR: 603804, VIT: 350, SPD: 15, LUK: 1, Attack: 1033099, Defense: 86566, Current HP: 756, A Avg: 8605714, D Avg: 121192, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 856: HP: 756, STR: 603804, VIT: 350, SPD: 15, LUK: 1, Attack: 1033099, Defense: 86566, Current HP: 756, A Avg: 8605714, D Avg: 121192, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 855: HP: 756, STR: 603804, VIT: 350, SPD: 15, LUK: 1, Attack: 1033099, Defense: 86566, Current HP: 756, A Avg: 8605714, D Avg: 121192, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 854: HP: 1060, STR: 603428, VIT: 659, SPD: 15, LUK: 1, Attack: 1033143, Defense: 86771, Current HP: 1060, A Avg: 8606081, D Avg: 121479, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 853: HP: 1060, STR: 603428, VIT: 659, SPD: 15, LUK: 1, Attack: 1033143, Defense: 86771, Current HP: 1060, A Avg: 8606081, D Avg: 121479, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 852: HP: 1060, STR: 603428, VIT: 659, SPD: 15, LUK: 1, Attack: 1033143, Defense: 86771, Current HP: 1060, A Avg: 8606081, D Avg: 121479, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 851: HP: 1060, STR: 603428, VIT: 659, SPD: 15, LUK: 1, Attack: 1033143, Defense: 86771, Current HP: 1060, A Avg: 8606081, D Avg: 121479, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 850: HP: 1060, STR: 603428, VIT: 659, SPD: 15, LUK: 1, Attack: 1033143, Defense: 86771, Current HP: 1060, A Avg: 8606081, D Avg: 121479, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 849: HP: 988, STR: 603475, VIT: 867, SPD: 15, LUK: 1, Attack: 1033214, Defense: 85861, Current HP: 988, A Avg: 8606672, D Avg: 120205, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 848: HP: 988, STR: 603475, VIT: 867, SPD: 15, LUK: 1, Attack: 1033214, Defense: 85861, Current HP: 988, A Avg: 8606672, D Avg: 120205, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 847: HP: 988, STR: 603475, VIT: 867, SPD: 15, LUK: 1, Attack: 1033214, Defense: 85861, Current HP: 988, A Avg: 8606672, D Avg: 120205, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 846: HP: 988, STR: 603475, VIT: 867, SPD: 15, LUK: 1, Attack: 1033214, Defense: 85861, Current HP: 988, A Avg: 8606672, D Avg: 120205, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 845: HP: 988, STR: 603475, VIT: 867, SPD: 15, LUK: 1, Attack: 1033214, Defense: 85861, Current HP: 988, A Avg: 8606672, D Avg: 120205, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 844: HP: 589, STR: 604842, VIT: 103, SPD: 17, LUK: 1, Attack: 1033264, Defense: 86891, Current HP: 589, A Avg: 8607089, D Avg: 121647, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 843: HP: 589, STR: 604842, VIT: 103, SPD: 17, LUK: 1, Attack: 1033264, Defense: 86891, Current HP: 589, A Avg: 8607089, D Avg: 121647, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 842: HP: 589, STR: 604842, VIT: 103, SPD: 17, LUK: 1, Attack: 1033264, Defense: 86891, Current HP: 589, A Avg: 8607089, D Avg: 121647, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 841: HP: 589, STR: 604842, VIT: 103, SPD: 17, LUK: 1, Attack: 1033264, Defense: 86891, Current HP: 589, A Avg: 8607089, D Avg: 121647, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 840: HP: 589, STR: 604842, VIT: 103, SPD: 17, LUK: 1, Attack: 1033264, Defense: 86891, Current HP: 589, A Avg: 8607089, D Avg: 121647, [Kirisame[129, 230, 230, 230], C Magnum[239, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 839: HP: 323, STR: 604123, VIT: 342, SPD: 17, LUK: 1, Attack: 1033367, Defense: 84478, Current HP: 323, A Avg: 8607947, D Avg: 118269, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 838: HP: 323, STR: 604123, VIT: 342, SPD: 17, LUK: 1, Attack: 1033367, Defense: 84478, Current HP: 323, A Avg: 8607947, D Avg: 118269, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 837: HP: 323, STR: 604123, VIT: 342, SPD: 17, LUK: 1, Attack: 1033367, Defense: 84478, Current HP: 323, A Avg: 8607947, D Avg: 118269, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 836: HP: 323, STR: 604123, VIT: 342, SPD: 17, LUK: 1, Attack: 1033367, Defense: 84478, Current HP: 323, A Avg: 8607947, D Avg: 118269, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 835: HP: 323, STR: 604123, VIT: 342, SPD: 17, LUK: 1, Attack: 1033367, Defense: 84478, Current HP: 323, A Avg: 8607947, D Avg: 118269, [Pulse Knife[165, 230, 230, 230], Magnum[237, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 834: HP: 440, STR: 603428, VIT: 226, SPD: 15, LUK: 1, Attack: 1033452, Defense: 83949, Current HP: 440, A Avg: 8608655, D Avg: 117528, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 833: HP: 440, STR: 603428, VIT: 226, SPD: 15, LUK: 1, Attack: 1033452, Defense: 83959, Current HP: 440, A Avg: 8608655, D Avg: 117542, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 832: HP: 418, STR: 603428, VIT: 247, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84116, Current HP: 418, A Avg: 8608655, D Avg: 117762, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 831: HP: 418, STR: 603428, VIT: 254, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84058, Current HP: 418, A Avg: 8608655, D Avg: 117681, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 830: HP: 418, STR: 603428, VIT: 256, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84119, Current HP: 418, A Avg: 8608655, D Avg: 117766, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 829: HP: 418, STR: 603428, VIT: 278, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84167, Current HP: 418, A Avg: 8608655, D Avg: 117833, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 828: HP: 440, STR: 603428, VIT: 273, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84149, Current HP: 440, A Avg: 8608655, D Avg: 117808, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 827: HP: 522, STR: 603428, VIT: 295, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84132, Current HP: 522, A Avg: 8608655, D Avg: 117784, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 826: HP: 500, STR: 603428, VIT: 255, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84027, Current HP: 500, A Avg: 8608655, D Avg: 117637, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 825: HP: 540, STR: 603428, VIT: 273, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84292, Current HP: 540, A Avg: 8608655, D Avg: 118008, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 824: HP: 494, STR: 603428, VIT: 267, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84195, Current HP: 494, A Avg: 8608655, D Avg: 117872, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 823: HP: 666, STR: 603428, VIT: 340, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84902, Current HP: 666, A Avg: 8608655, D Avg: 118862, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 822: HP: 592, STR: 603428, VIT: 256, SPD: 15, LUK: 1, Attack: 1033452, Defense: 84184, Current HP: 592, A Avg: 8608655, D Avg: 117857, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 821: HP: 440, STR: 603428, VIT: 668, SPD: 15, LUK: 1, Attack: 1033452, Defense: 87456, Current HP: 440, A Avg: 8608655, D Avg: 122438, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 820: HP: 1624, STR: 603428, VIT: 237, SPD: 15, LUK: 1, Attack: 1033452, Defense: 86154, Current HP: 1624, A Avg: 8608655, D Avg: 120615, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 819: HP: 824, STR: 603428, VIT: 379, SPD: 15, LUK: 1, Attack: 1033452, Defense: 85113, Current HP: 824, A Avg: 8608655, D Avg: 119158, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 818: HP: 670, STR: 603428, VIT: 340, SPD: 15, LUK: 1, Attack: 1033452, Defense: 85815, Current HP: 670, A Avg: 8608655, D Avg: 120140, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 817: HP: 608, STR: 603428, VIT: 432, SPD: 15, LUK: 1, Attack: 1033452, Defense: 85400, Current HP: 608, A Avg: 8608655, D Avg: 119559, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 816: HP: 532, STR: 603428, VIT: 558, SPD: 15, LUK: 1, Attack: 1033452, Defense: 87398, Current HP: 532, A Avg: 8608655, D Avg: 122357, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 815: HP: 710, STR: 603428, VIT: 394, SPD: 15, LUK: 1, Attack: 1033452, Defense: 87819, Current HP: 710, A Avg: 8608655, D Avg: 122946, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 814: HP: 418, STR: 603428, VIT: 226, SPD: 15, LUK: 1, Attack: 1033452, Defense: 87015, Current HP: 418, A Avg: 8608655, D Avg: 121820, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 813: HP: 418, STR: 603428, VIT: 599, SPD: 15, LUK: 1, Attack: 1033452, Defense: 90377, Current HP: 418, A Avg: 8608655, D Avg: 126527, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 812: HP: 893, STR: 603428, VIT: 943, SPD: 15, LUK: 1, Attack: 1033452, Defense: 87731, Current HP: 893, A Avg: 8608655, D Avg: 122823, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 66]]
