Rank 1000: HP: 874, STR: 180, VIT: 71, SPD: 15, LUK: 2, Attack: 138550, Defense: 83999, Current HP: 874, A Avg: 1154121, D Avg: 117598, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 902: HP: 870, STR: 240, VIT: 87, SPD: 15, LUK: 2, Attack: 138640, Defense: 84587, Current HP: 870, A Avg: 1154871, D Avg: 118421, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 901: HP: 921, STR: 241, VIT: 375, SPD: 15, LUK: 1, Attack: 138641, Defense: 87293, Current HP: 921, A Avg: 1154879, D Avg: 122210, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 900: HP: 1551, STR: 241, VIT: 263, SPD: 15, LUK: 1, Attack: 138641, Defense: 87181, Current HP: 1551, A Avg: 1154879, D Avg: 122053, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 899: HP: 1080, STR: 2519, VIT: 379, SPD: 25, LUK: 1, Attack: 138642, Defense: 86491, Current HP: 1080, A Avg: 1154887, D Avg: 121087, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 898: HP: 866, STR: 243, VIT: 308, SPD: 15, LUK: 2, Attack: 138644, Defense: 85146, Current HP: 866, A Avg: 1154904, D Avg: 119204, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 897: HP: 925, STR: 245, VIT: 118, SPD: 15, LUK: 2, Attack: 138647, Defense: 84124, Current HP: 925, A Avg: 1154929, D Avg: 117773, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 896: HP: 1199, STR: 248, VIT: 187, SPD: 15, LUK: 1, Attack: 138652, Defense: 84076, Current HP: 1199, A Avg: 1154971, D Avg: 117706, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 895: HP: 1260, STR: 249, VIT: 439, SPD: 15, LUK: 1, Attack: 138653, Defense: 86551, Current HP: 1260, A Avg: 1154979, D Avg: 121171, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 894: HP: 2040, STR: 249, VIT: 307, SPD: 15, LUK: 1, Attack: 138653, Defense: 86419, Current HP: 2040, A Avg: 1154979, D Avg: 120986, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 893: HP: 882, STR: 252, VIT: 150, SPD: 17, LUK: 1, Attack: 138658, Defense: 83873, Current HP: 882, A Avg: 1155021, D Avg: 117422, [Big Bang[171, 0, 0, 0], Pot Lid[201, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 892: HP: 882, STR: 252, VIT: 150, SPD: 17, LUK: 1, Attack: 138658, Defense: 83883, Current HP: 882, A Avg: 1155021, D Avg: 117436, [Big Bang[171, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 891: HP: 840, STR: 252, VIT: 168, SPD: 17, LUK: 1, Attack: 138658, Defense: 84037, Current HP: 840, A Avg: 1155021, D Avg: 117651, [Big Bang[171, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 890: HP: 840, STR: 252, VIT: 175, SPD: 17, LUK: 1, Attack: 138658, Defense: 83979, Current HP: 840, A Avg: 1155021, D Avg: 117570, [Big Bang[171, 0, 0, 0], Iron Shield[204, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 889: HP: 840, STR: 252, VIT: 177, SPD: 17, LUK: 1, Attack: 138658, Defense: 84040, Current HP: 840, A Avg: 1155021, D Avg: 117655, [Big Bang[171, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 888: HP: 840, STR: 252, VIT: 200, SPD: 17, LUK: 1, Attack: 138658, Defense: 84089, Current HP: 840, A Avg: 1155021, D Avg: 117724, [Big Bang[171, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 887: HP: 882, STR: 252, VIT: 200, SPD: 17, LUK: 1, Attack: 138658, Defense: 84076, Current HP: 882, A Avg: 1155021, D Avg: 117706, [Big Bang[171, 0, 0, 0], Magic Shield[207, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 886: HP: 950, STR: 252, VIT: 218, SPD: 17, LUK: 1, Attack: 138658, Defense: 84055, Current HP: 950, A Avg: 1155021, D Avg: 117676, [Big Bang[171, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 885: HP: 945, STR: 252, VIT: 180, SPD: 17, LUK: 1, Attack: 138658, Defense: 83952, Current HP: 945, A Avg: 1155021, D Avg: 117532, [Big Bang[171, 0, 0, 0], Clear Shield[211, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 884: HP: 987, STR: 252, VIT: 200, SPD: 17, LUK: 1, Attack: 138658, Defense: 84219, Current HP: 987, A Avg: 1155021, D Avg: 117906, [Big Bang[171, 0, 0, 0], Prism Shield[212, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 883: HP: 920, STR: 252, VIT: 188, SPD: 17, LUK: 1, Attack: 138658, Defense: 84116, Current HP: 920, A Avg: 1155021, D Avg: 117762, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 882: HP: 1119, STR: 252, VIT: 269, SPD: 17, LUK: 1, Attack: 138658, Defense: 84831, Current HP: 1119, A Avg: 1155021, D Avg: 118763, [Big Bang[171, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 881: HP: 1024, STR: 252, VIT: 177, SPD: 17, LUK: 1, Attack: 138658, Defense: 84105, Current HP: 1024, A Avg: 1155021, D Avg: 117746, [Big Bang[171, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 880: HP: 882, STR: 252, VIT: 613, SPD: 17, LUK: 1, Attack: 138658, Defense: 87401, Current HP: 882, A Avg: 1155021, D Avg: 122361, [Big Bang[171, 0, 0, 0], Energy Shield[227, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 879: HP: 2110, STR: 252, VIT: 156, SPD: 17, LUK: 1, Attack: 138658, Defense: 86073, Current HP: 2110, A Avg: 1155021, D Avg: 120502, [Big Bang[171, 0, 0, 0], Frying Pan[231, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 878: HP: 1285, STR: 252, VIT: 311, SPD: 17, LUK: 1, Attack: 138658, Defense: 85045, Current HP: 1285, A Avg: 1155021, D Avg: 119062, [Big Bang[171, 0, 0, 0], Slafield[232, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 877: HP: 1123, STR: 252, VIT: 269, SPD: 17, LUK: 1, Attack: 138658, Defense: 85744, Current HP: 1123, A Avg: 1155021, D Avg: 120041, [Big Bang[171, 0, 0, 0], Mist Shield[233, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 876: HP: 1040, STR: 252, VIT: 361, SPD: 17, LUK: 1, Attack: 138658, Defense: 85329, Current HP: 1040, A Avg: 1155021, D Avg: 119460, [Big Bang[171, 0, 0, 0], Huge Shield[234, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 875: HP: 960, STR: 252, VIT: 498, SPD: 17, LUK: 1, Attack: 138658, Defense: 87338, Current HP: 960, A Avg: 1155021, D Avg: 122273, [Big Bang[171, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 874: HP: 1165, STR: 252, VIT: 326, SPD: 17, LUK: 1, Attack: 138658, Defense: 87751, Current HP: 1165, A Avg: 1155021, D Avg: 122851, [Big Bang[171, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 873: HP: 840, STR: 252, VIT: 150, SPD: 17, LUK: 1, Attack: 138658, Defense: 86939, Current HP: 840, A Avg: 1155021, D Avg: 121714, [Big Bang[171, 0, 0, 0], Graffiti[243, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 872: HP: 840, STR: 252, VIT: 541, SPD: 17, LUK: 1, Attack: 138658, Defense: 90319, Current HP: 840, A Avg: 1155021, D Avg: 126446, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 871: HP: 1340, STR: 252, VIT: 896, SPD: 17, LUK: 1, Attack: 138658, Defense: 87684, Current HP: 1340, A Avg: 1155021, D Avg: 122757, [Big Bang[171, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 870: HP: 1140, STR: 252, VIT: 328, SPD: 18, LUK: 1, Attack: 138658, Defense: 86206, Current HP: 1140, A Avg: 1155021, D Avg: 120688, [Big Bang[171, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 869: HP: 1296, STR: 252, VIT: 393, SPD: 17, LUK: 1, Attack: 138658, Defense: 86609, Current HP: 1296, A Avg: 1155021, D Avg: 121252, [Big Bang[171, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 868: HP: 1302, STR: 252, VIT: 663, SPD: 17, LUK: 1, Attack: 138658, Defense: 87698, Current HP: 1302, A Avg: 1155021, D Avg: 122777, [Big Bang[171, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 867: HP: 882, STR: 252, VIT: 384, SPD: 17, LUK: 1, Attack: 138658, Defense: 87432, Current HP: 882, A Avg: 1155021, D Avg: 122404, [Big Bang[171, 0, 0, 0], Ghost shield[251, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 866: HP: 665, STR: 2535, VIT: 163, SPD: 25, LUK: 1, Attack: 138666, Defense: 84351, Current HP: 665, A Avg: 1155087, D Avg: 118091, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 865: HP: 1558, STR: 259, VIT: 107, SPD: 15, LUK: 1, Attack: 138668, Defense: 84113, Current HP: 1558, A Avg: 1155104, D Avg: 117758, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 864: HP: 1181, STR: 259, VIT: 97, SPD: 15, LUK: 2, Attack: 138668, Defense: 84103, Current HP: 1181, A Avg: 1155104, D Avg: 117744, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 863: HP: 1333, STR: 260, VIT: 422, SPD: 18, LUK: 1, Attack: 138670, Defense: 87223, Current HP: 1333, A Avg: 1155121, D Avg: 122112, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 862: HP: 1333, STR: 260, VIT: 209, SPD: 18, LUK: 1, Attack: 138670, Defense: 85073, Current HP: 1333, A Avg: 1155121, D Avg: 119102, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 861: HP: 1249, STR: 260, VIT: 229, SPD: 19, LUK: 1, Attack: 138670, Defense: 84651, Current HP: 1249, A Avg: 1155121, D Avg: 118511, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 860: HP: 906, STR: 260, VIT: 144, SPD: 15, LUK: 1, Attack: 138670, Defense: 84150, Current HP: 906, A Avg: 1155121, D Avg: 117809, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 859: HP: 959, STR: 260, VIT: 107, SPD: 15, LUK: 2, Attack: 138670, Defense: 83996, Current HP: 959, A Avg: 1155121, D Avg: 117594, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 858: HP: 1187, STR: 260, VIT: 679, SPD: 15, LUK: 1, Attack: 138670, Defense: 85673, Current HP: 1187, A Avg: 1155121, D Avg: 119942, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 857: HP: 1798, STR: 260, VIT: 476, SPD: 15, LUK: 1, Attack: 138670, Defense: 85470, Current HP: 1798, A Avg: 1155121, D Avg: 119657, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 856: HP: 1216, STR: 260, VIT: 476, SPD: 29, LUK: 1, Attack: 138670, Defense: 85470, Current HP: 1216, A Avg: 1155121, D Avg: 119657, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 855: HP: 1197, STR: 260, VIT: 487, SPD: 25, LUK: 1, Attack: 138670, Defense: 85481, Current HP: 1197, A Avg: 1155121, D Avg: 119673, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 854: HP: 1584, STR: 260, VIT: 711, SPD: 15, LUK: 1, Attack: 138670, Defense: 85705, Current HP: 1584, A Avg: 1155121, D Avg: 119986, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 853: HP: 1235, STR: 260, VIT: 508, SPD: 25, LUK: 1, Attack: 138670, Defense: 85502, Current HP: 1235, A Avg: 1155121, D Avg: 119702, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 852: HP: 860, STR: 260, VIT: 200, SPD: 17, LUK: 1, Attack: 138670, Defense: 84206, Current HP: 860, A Avg: 1155121, D Avg: 117888, [Big Bang[171, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 851: HP: 840, STR: 260, VIT: 1128, SPD: 17, LUK: 1, Attack: 138670, Defense: 86798, Current HP: 840, A Avg: 1155121, D Avg: 121517, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 850: HP: 1377, STR: 261, VIT: 1088, SPD: 15, LUK: 1, Attack: 138671, Defense: 88656, Current HP: 1377, A Avg: 1155129, D Avg: 124118, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 849: HP: 2088, STR: 261, VIT: 744, SPD: 15, LUK: 1, Attack: 138671, Defense: 88312, Current HP: 2088, A Avg: 1155129, D Avg: 123636, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 848: HP: 1406, STR: 261, VIT: 744, SPD: 29, LUK: 1, Attack: 138671, Defense: 88312, Current HP: 1406, A Avg: 1155129, D Avg: 123636, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 847: HP: 1387, STR: 261, VIT: 755, SPD: 25, LUK: 1, Attack: 138671, Defense: 88323, Current HP: 1387, A Avg: 1155129, D Avg: 123652, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 846: HP: 1804, STR: 261, VIT: 1119, SPD: 15, LUK: 1, Attack: 138671, Defense: 88687, Current HP: 1804, A Avg: 1155129, D Avg: 124161, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 845: HP: 1425, STR: 261, VIT: 776, SPD: 25, LUK: 1, Attack: 138671, Defense: 88344, Current HP: 1425, A Avg: 1155129, D Avg: 123681, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 844: HP: 735, STR: 2539, VIT: 201, SPD: 25, LUK: 1, Attack: 138672, Defense: 84207, Current HP: 735, A Avg: 1155137, D Avg: 117889, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 843: HP: 617, STR: 2540, VIT: 181, SPD: 17, LUK: 1, Attack: 138673, Defense: 84525, Current HP: 617, A Avg: 1155146, D Avg: 118334, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 842: HP: 928, STR: 2540, VIT: 132, SPD: 17, LUK: 1, Attack: 138673, Defense: 84476, Current HP: 928, A Avg: 1155146, D Avg: 118266, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 841: HP: 646, STR: 2540, VIT: 132, SPD: 30, LUK: 1, Attack: 138673, Defense: 84476, Current HP: 646, A Avg: 1155146, D Avg: 118266, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 840: HP: 924, STR: 2540, VIT: 212, SPD: 17, LUK: 1, Attack: 138673, Defense: 84556, Current HP: 924, A Avg: 1155146, D Avg: 118378, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 839: HP: 1007, STR: 2546, VIT: 574, SPD: 25, LUK: 1, Attack: 138682, Defense: 85568, Current HP: 1007, A Avg: 1155221, D Avg: 119795, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 838: HP: 978, STR: 270, VIT: 328, SPD: 15, LUK: 2, Attack: 138685, Defense: 87129, Current HP: 978, A Avg: 1155246, D Avg: 121980, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 837: HP: 978, STR: 270, VIT: 132, SPD: 15, LUK: 2, Attack: 138685, Defense: 84996, Current HP: 978, A Avg: 1155246, D Avg: 118994, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 836: HP: 902, STR: 270, VIT: 153, SPD: 17, LUK: 2, Attack: 138685, Defense: 84575, Current HP: 902, A Avg: 1155246, D Avg: 118404, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 835: HP: 1178, STR: 270, VIT: 711, SPD: 15, LUK: 1, Attack: 138685, Defense: 85705, Current HP: 1178, A Avg: 1155246, D Avg: 119986, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 834: HP: 1943, STR: 270, VIT: 498, SPD: 15, LUK: 1, Attack: 138685, Defense: 85492, Current HP: 1943, A Avg: 1155246, D Avg: 119688, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 833: HP: 1615, STR: 272, VIT: 97, SPD: 15, LUK: 1, Attack: 138688, Defense: 83986, Current HP: 1615, A Avg: 1155271, D Avg: 117580, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 832: HP: 1221, STR: 272, VIT: 87, SPD: 15, LUK: 2, Attack: 138688, Defense: 83976, Current HP: 1221, A Avg: 1155271, D Avg: 117566, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 831: HP: 1368, STR: 272, VIT: 1119, SPD: 15, LUK: 1, Attack: 138688, Defense: 88687, Current HP: 1368, A Avg: 1155271, D Avg: 124161, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 830: HP: 2233, STR: 272, VIT: 765, SPD: 15, LUK: 1, Attack: 138688, Defense: 88333, Current HP: 2233, A Avg: 1155271, D Avg: 123666, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 829: HP: 608, STR: 2551, VIT: 181, SPD: 17, LUK: 1, Attack: 138690, Defense: 84525, Current HP: 608, A Avg: 1155287, D Avg: 118334, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 828: HP: 608, STR: 2551, VIT: 212, SPD: 17, LUK: 1, Attack: 138690, Defense: 84556, Current HP: 608, A Avg: 1155287, D Avg: 118378, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 827: HP: 1073, STR: 2551, VIT: 153, SPD: 17, LUK: 1, Attack: 138690, Defense: 84497, Current HP: 1073, A Avg: 1155287, D Avg: 118295, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 826: HP: 881, STR: 2553, VIT: 389, SPD: 18, LUK: 1, Attack: 138693, Defense: 84577, Current HP: 881, A Avg: 1155312, D Avg: 118407, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 825: HP: 940, STR: 277, VIT: 129, SPD: 15, LUK: 1, Attack: 138695, Defense: 84018, Current HP: 940, A Avg: 1155329, D Avg: 117625, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 824: HP: 769, STR: 2556, VIT: 190, SPD: 25, LUK: 1, Attack: 138697, Defense: 84079, Current HP: 769, A Avg: 1155346, D Avg: 117710, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 823: HP: 1564, STR: 279, VIT: 467, SPD: 15, LUK: 1, Attack: 138698, Defense: 86579, Current HP: 1564, A Avg: 1155354, D Avg: 121210, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 822: HP: 940, STR: 282, VIT: 253, SPD: 15, LUK: 2, Attack: 138703, Defense: 87171, Current HP: 940, A Avg: 1155395, D Avg: 122039, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 821: HP: 1133, STR: 282, VIT: 533, SPD: 18, LUK: 1, Attack: 138703, Defense: 85124, Current HP: 1133, A Avg: 1155395, D Avg: 119173, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 820: HP: 627, STR: 2561, VIT: 143, SPD: 17, LUK: 2, Attack: 138705, Defense: 84487, Current HP: 627, A Avg: 1155412, D Avg: 118281, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 819: HP: 974, STR: 284, VIT: 229, SPD: 17, LUK: 1, Attack: 138706, Defense: 84170, Current HP: 974, A Avg: 1155420, D Avg: 117837, [Big Bang[171, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 818: HP: 1177, STR: 285, VIT: 402, SPD: 15, LUK: 1, Attack: 138707, Defense: 87320, Current HP: 1177, A Avg: 1155429, D Avg: 122247, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 817: HP: 1220, STR: 287, VIT: 421, SPD: 15, LUK: 1, Attack: 138710, Defense: 84144, Current HP: 1220, A Avg: 1155454, D Avg: 117801, [Big Bang[171, 0, 0, 0], Pot Lid[201, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 816: HP: 1220, STR: 287, VIT: 421, SPD: 15, LUK: 1, Attack: 138710, Defense: 84154, Current HP: 1220, A Avg: 1155454, D Avg: 117815, [Big Bang[171, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 815: HP: 1159, STR: 287, VIT: 450, SPD: 15, LUK: 1, Attack: 138710, Defense: 84319, Current HP: 1159, A Avg: 1155454, D Avg: 118046, [Big Bang[171, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 814: HP: 1159, STR: 287, VIT: 460, SPD: 15, LUK: 1, Attack: 138710, Defense: 84264, Current HP: 1159, A Avg: 1155454, D Avg: 117969, [Big Bang[171, 0, 0, 0], Iron Shield[204, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 813: HP: 1159, STR: 287, VIT: 463, SPD: 15, LUK: 1, Attack: 138710, Defense: 84326, Current HP: 1159, A Avg: 1155454, D Avg: 118056, [Big Bang[171, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 812: HP: 1159, STR: 287, VIT: 495, SPD: 15, LUK: 1, Attack: 138710, Defense: 84384, Current HP: 1159, A Avg: 1155454, D Avg: 118137, [Big Bang[171, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 811: HP: 1220, STR: 287, VIT: 491, SPD: 15, LUK: 1, Attack: 138710, Defense: 84367, Current HP: 1220, A Avg: 1155454, D Avg: 118113, [Big Bang[171, 0, 0, 0], Magic Shield[207, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 810: HP: 1263, STR: 287, VIT: 520, SPD: 15, LUK: 1, Attack: 138710, Defense: 84357, Current HP: 1263, A Avg: 1155454, D Avg: 118099, [Big Bang[171, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 809: HP: 1280, STR: 287, VIT: 464, SPD: 15, LUK: 1, Attack: 138710, Defense: 84236, Current HP: 1280, A Avg: 1155454, D Avg: 117930, [Big Bang[171, 0, 0, 0], Clear Shield[211, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 808: HP: 1320, STR: 287, VIT: 491, SPD: 15, LUK: 1, Attack: 138710, Defense: 84510, Current HP: 1320, A Avg: 1155454, D Avg: 118313, [Big Bang[171, 0, 0, 0], Prism Shield[212, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 807: HP: 1235, STR: 287, VIT: 479, SPD: 15, LUK: 1, Attack: 138710, Defense: 84407, Current HP: 1235, A Avg: 1155454, D Avg: 118169, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 806: HP: 1446, STR: 287, VIT: 590, SPD: 15, LUK: 1, Attack: 138710, Defense: 85152, Current HP: 1446, A Avg: 1155454, D Avg: 119212, [Big Bang[171, 0, 0, 0], Slime Shield[221, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 805: HP: 1333, STR: 287, VIT: 463, SPD: 15, LUK: 1, Attack: 138710, Defense: 84391, Current HP: 1333, A Avg: 1155454, D Avg: 118147, [Big Bang[171, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
