Rank 1000: HP: 1007, STR: 3234, VIT: 204, SPD: 77, LUK: 1, Attack: 139714, Defense: 84073, Current HP: 1007, A Avg: 1163817, D Avg: 117702, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 904: HP: 722, STR: 5546, VIT: 827, SPD: 47, LUK: 1, Attack: 139811, Defense: 87667, Current HP: 722, A Avg: 1164625, D Avg: 122733, [Neural Edge[190, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 903: HP: 1510, STR: 5546, VIT: 622, SPD: 47, LUK: 1, Attack: 139811, Defense: 88047, Current HP: 1510, A Avg: 1164625, D Avg: 123265, [Neural Edge[190, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 902: HP: 608, STR: 5546, VIT: 80, SPD: 47, LUK: 1, Attack: 139811, Defense: 86869, Current HP: 608, A Avg: 1164625, D Avg: 121616, [Neural Edge[190, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 901: HP: 608, STR: 5546, VIT: 1284, SPD: 47, LUK: 1, Attack: 139811, Defense: 91062, Current HP: 608, A Avg: 1164625, D Avg: 127486, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 900: HP: 1083, STR: 5546, VIT: 1879, SPD: 47, LUK: 1, Attack: 139811, Defense: 88667, Current HP: 1083, A Avg: 1164625, D Avg: 124133, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 899: HP: 893, STR: 5546, VIT: 583, SPD: 51, LUK: 1, Attack: 139811, Defense: 86461, Current HP: 893, A Avg: 1164625, D Avg: 121045, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 898: HP: 1497, STR: 5546, VIT: 572, SPD: 47, LUK: 1, Attack: 139811, Defense: 86788, Current HP: 1497, A Avg: 1164625, D Avg: 121503, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 897: HP: 1040, STR: 5546, VIT: 736, SPD: 47, LUK: 1, Attack: 139811, Defense: 87771, Current HP: 1040, A Avg: 1164625, D Avg: 122879, [Neural Edge[190, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 896: HP: 640, STR: 5546, VIT: 803, SPD: 47, LUK: 1, Attack: 139811, Defense: 87851, Current HP: 640, A Avg: 1164625, D Avg: 122991, [Neural Edge[190, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 895: HP: 1921, STR: 1023, VIT: 429, SPD: 54, LUK: 1, Attack: 139814, Defense: 84318, Current HP: 1921, A Avg: 1164650, D Avg: 118045, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 894: HP: 3021, STR: 5393, VIT: 1794, SPD: 51, LUK: 1, Attack: 139831, Defense: 88582, Current HP: 3021, A Avg: 1164792, D Avg: 124014, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 893: HP: 3116, STR: 5393, VIT: 1935, SPD: 51, LUK: 1, Attack: 139831, Defense: 88723, Current HP: 3116, A Avg: 1164792, D Avg: 124212, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 892: HP: 3116, STR: 5393, VIT: 1815, SPD: 51, LUK: 1, Attack: 139831, Defense: 88603, Current HP: 3116, A Avg: 1164792, D Avg: 124044, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 891: HP: 2060, STR: 1035, VIT: 566, SPD: 47, LUK: 1, Attack: 139832, Defense: 86678, Current HP: 2060, A Avg: 1164800, D Avg: 121349, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 890: HP: 2266, STR: 3318, VIT: 1221, SPD: 54, LUK: 1, Attack: 139840, Defense: 87333, Current HP: 2266, A Avg: 1164867, D Avg: 122266, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 889: HP: 1159, STR: 8652, VIT: 682, SPD: 57, LUK: 1, Attack: 139845, Defense: 88510, Current HP: 1159, A Avg: 1164908, D Avg: 123913, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 888: HP: 1007, STR: 3326, VIT: 315, SPD: 81, LUK: 1, Attack: 139852, Defense: 84340, Current HP: 1007, A Avg: 1164967, D Avg: 118075, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 887: HP: 1400, STR: 1049, VIT: 222, SPD: 47, LUK: 1, Attack: 139853, Defense: 84228, Current HP: 1400, A Avg: 1164975, D Avg: 117919, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 886: HP: 1349, STR: 7359, VIT: 562, SPD: 51, LUK: 1, Attack: 139855, Defense: 87350, Current HP: 1349, A Avg: 1164992, D Avg: 122289, [Blue Sword[180, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 885: HP: 1970, STR: 1050, VIT: 915, SPD: 57, LUK: 1, Attack: 139855, Defense: 84856, Current HP: 1970, A Avg: 1164992, D Avg: 118798, [Big Bang[171, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 884: HP: 1748, STR: 1052, VIT: 813, SPD: 57, LUK: 1, Attack: 139858, Defense: 84819, Current HP: 1748, A Avg: 1165017, D Avg: 118746, [Big Bang[171, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 883: HP: 1729, STR: 1052, VIT: 3691, SPD: 57, LUK: 1, Attack: 139858, Defense: 89361, Current HP: 1729, A Avg: 1165017, D Avg: 125105, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 882: HP: 849, STR: 5583, VIT: 284, SPD: 47, LUK: 1, Attack: 139866, Defense: 84225, Current HP: 849, A Avg: 1165083, D Avg: 117914, [Neural Edge[190, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 881: HP: 2530, STR: 1059, VIT: 819, SPD: 54, LUK: 1, Attack: 139868, Defense: 86931, Current HP: 2530, A Avg: 1165100, D Avg: 121703, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 880: HP: 1377, STR: 3339, VIT: 395, SPD: 77, LUK: 1, Attack: 139872, Defense: 84635, Current HP: 1377, A Avg: 1165133, D Avg: 118488, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 879: HP: 1721, STR: 3341, VIT: 1464, SPD: 54, LUK: 1, Attack: 139875, Defense: 86458, Current HP: 1721, A Avg: 1165158, D Avg: 121041, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 878: HP: 1920, STR: 3343, VIT: 690, SPD: 77, LUK: 1, Attack: 139878, Defense: 86802, Current HP: 1920, A Avg: 1165183, D Avg: 121522, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 877: HP: 1558, STR: 1066, VIT: 726, SPD: 47, LUK: 1, Attack: 139879, Defense: 85720, Current HP: 1558, A Avg: 1165192, D Avg: 120007, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 876: HP: 1799, STR: 1071, VIT: 441, SPD: 54, LUK: 1, Attack: 139886, Defense: 84447, Current HP: 1799, A Avg: 1165250, D Avg: 118225, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 875: HP: 1178, STR: 8759, VIT: 811, SPD: 47, LUK: 1, Attack: 139888, Defense: 88639, Current HP: 1178, A Avg: 1165267, D Avg: 124094, [Divine Dragon Sword[181, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 874: HP: 1026, STR: 3354, VIT: 315, SPD: 77, LUK: 1, Attack: 139894, Defense: 84321, Current HP: 1026, A Avg: 1165317, D Avg: 118049, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 873: HP: 1007, STR: 3354, VIT: 3193, SPD: 77, LUK: 1, Attack: 139894, Defense: 88863, Current HP: 1007, A Avg: 1165317, D Avg: 124408, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 872: HP: 1349, STR: 7724, VIT: 1284, SPD: 57, LUK: 1, Attack: 139896, Defense: 89112, Current HP: 1349, A Avg: 1165333, D Avg: 124756, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 871: HP: 997, STR: 3362, VIT: 242, SPD: 51, LUK: 1, Attack: 139906, Defense: 84378, Current HP: 997, A Avg: 1165416, D Avg: 118129, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 870: HP: 1508, STR: 3362, VIT: 174, SPD: 51, LUK: 1, Attack: 139906, Defense: 84310, Current HP: 1508, A Avg: 1165416, D Avg: 118033, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 869: HP: 1026, STR: 3362, VIT: 174, SPD: 90, LUK: 1, Attack: 139906, Defense: 84310, Current HP: 1026, A Avg: 1165416, D Avg: 118033, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 868: HP: 1364, STR: 3362, VIT: 273, SPD: 51, LUK: 1, Attack: 139906, Defense: 84409, Current HP: 1364, A Avg: 1165416, D Avg: 118172, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 867: HP: 1197, STR: 1084, VIT: 101, SPD: 51, LUK: 2, Attack: 139906, Defense: 84237, Current HP: 1197, A Avg: 1165416, D Avg: 117931, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 866: HP: 1187, STR: 1089, VIT: 119, SPD: 47, LUK: 1, Attack: 139913, Defense: 84307, Current HP: 1187, A Avg: 1165475, D Avg: 118029, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 865: HP: 1798, STR: 1089, VIT: 91, SPD: 47, LUK: 1, Attack: 139913, Defense: 84279, Current HP: 1798, A Avg: 1165475, D Avg: 117990, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 864: HP: 1216, STR: 1089, VIT: 91, SPD: 87, LUK: 1, Attack: 139913, Defense: 84279, Current HP: 1216, A Avg: 1165475, D Avg: 117990, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 863: HP: 1197, STR: 1089, VIT: 101, SPD: 77, LUK: 1, Attack: 139913, Defense: 84289, Current HP: 1197, A Avg: 1165475, D Avg: 118004, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 862: HP: 1584, STR: 1089, VIT: 150, SPD: 47, LUK: 1, Attack: 139913, Defense: 84338, Current HP: 1584, A Avg: 1165475, D Avg: 118073, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 861: HP: 1235, STR: 1089, VIT: 122, SPD: 77, LUK: 1, Attack: 139913, Defense: 84310, Current HP: 1235, A Avg: 1165475, D Avg: 118033, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 860: HP: 1425, STR: 3367, VIT: 856, SPD: 77, LUK: 1, Attack: 139914, Defense: 85850, Current HP: 1425, A Avg: 1165483, D Avg: 120189, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 859: HP: 1973, STR: 1092, VIT: 999, SPD: 54, LUK: 1, Attack: 139918, Defense: 85993, Current HP: 1973, A Avg: 1165516, D Avg: 120390, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 858: HP: 988, STR: 3372, VIT: 242, SPD: 51, LUK: 1, Attack: 139921, Defense: 84378, Current HP: 988, A Avg: 1165541, D Avg: 118129, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 857: HP: 988, STR: 3372, VIT: 273, SPD: 51, LUK: 1, Attack: 139921, Defense: 84409, Current HP: 988, A Avg: 1165541, D Avg: 118172, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 856: HP: 1653, STR: 3372, VIT: 195, SPD: 51, LUK: 1, Attack: 139921, Defense: 84331, Current HP: 1653, A Avg: 1165541, D Avg: 118063, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 855: HP: 1178, STR: 1100, VIT: 150, SPD: 47, LUK: 1, Attack: 139930, Defense: 84338, Current HP: 1178, A Avg: 1165616, D Avg: 118073, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 854: HP: 1943, STR: 1100, VIT: 112, SPD: 47, LUK: 1, Attack: 139930, Defense: 84300, Current HP: 1943, A Avg: 1165616, D Avg: 118019, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 853: HP: 1007, STR: 3383, VIT: 184, SPD: 51, LUK: 2, Attack: 139938, Defense: 84320, Current HP: 1007, A Avg: 1165683, D Avg: 118047, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 852: HP: 1349, STR: 5636, VIT: 605, SPD: 47, LUK: 1, Attack: 139946, Defense: 84793, Current HP: 1349, A Avg: 1165750, D Avg: 118710, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 851: HP: 1491, STR: 1113, VIT: 564, SPD: 47, LUK: 2, Attack: 139949, Defense: 87482, Current HP: 1491, A Avg: 1165775, D Avg: 122474, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 850: HP: 1349, STR: 5640, VIT: 605, SPD: 51, LUK: 1, Attack: 139952, Defense: 84949, Current HP: 1349, A Avg: 1165800, D Avg: 118928, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 849: HP: 4778, STR: 5420, VIT: 2151, SPD: 57, LUK: 1, Attack: 139953, Defense: 87379, Current HP: 4778, A Avg: 1165808, D Avg: 122330, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 848: HP: 2280, STR: 5475, VIT: 1774, SPD: 47, LUK: 1, Attack: 139954, Defense: 85962, Current HP: 2280, A Avg: 1165816, D Avg: 120346, [Stargazer[183, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 847: HP: 1491, STR: 1119, VIT: 668, SPD: 47, LUK: 1, Attack: 139958, Defense: 87586, Current HP: 1491, A Avg: 1165850, D Avg: 122620, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 846: HP: 3118, STR: 5480, VIT: 2434, SPD: 54, LUK: 1, Attack: 139962, Defense: 87662, Current HP: 3118, A Avg: 1165883, D Avg: 122726, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 845: HP: 608, STR: 5648, VIT: 101, SPD: 51, LUK: 1, Attack: 139964, Defense: 84237, Current HP: 608, A Avg: 1165900, D Avg: 117931, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 844: HP: 703, STR: 5648, VIT: 242, SPD: 51, LUK: 1, Attack: 139964, Defense: 84378, Current HP: 703, A Avg: 1165900, D Avg: 118129, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 843: HP: 703, STR: 5648, VIT: 122, SPD: 51, LUK: 1, Attack: 139964, Defense: 84258, Current HP: 703, A Avg: 1165900, D Avg: 117961, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 842: HP: 1416, STR: 3402, VIT: 554, SPD: 77, LUK: 1, Attack: 139966, Defense: 86172, Current HP: 1416, A Avg: 1165916, D Avg: 120640, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 841: HP: 1729, STR: 1125, VIT: 813, SPD: 60, LUK: 1, Attack: 139967, Defense: 84838, Current HP: 1729, A Avg: 1165925, D Avg: 118773, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 840: HP: 1227, STR: 3404, VIT: 765, SPD: 77, LUK: 1, Attack: 139969, Defense: 85603, Current HP: 1227, A Avg: 1165941, D Avg: 119844, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 839: HP: 1511, STR: 1131, VIT: 324, SPD: 57, LUK: 1, Attack: 139976, Defense: 84460, Current HP: 1511, A Avg: 1166000, D Avg: 118243, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 838: HP: 1669, STR: 3415, VIT: 661, SPD: 54, LUK: 1, Attack: 139986, Defense: 84550, Current HP: 1669, A Avg: 1166083, D Avg: 118369, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 837: HP: 2099, STR: 1140, VIT: 917, SPD: 57, LUK: 1, Attack: 139990, Defense: 85157, Current HP: 2099, A Avg: 1166116, D Avg: 119219, [Big Bang[171, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 836: HP: 3838, STR: 7520, VIT: 690, SPD: 47, LUK: 1, Attack: 139999, Defense: 84878, Current HP: 3838, A Avg: 1166191, D Avg: 118829, [Spear of Regression[182, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 835: HP: 608, STR: 5672, VIT: 211, SPD: 51, LUK: 1, Attack: 140000, Defense: 84236, Current HP: 608, A Avg: 1166199, D Avg: 117930, [Neural Edge[190, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 834: HP: 1695, STR: 3425, VIT: 174, SPD: 51, LUK: 1, Attack: 140001, Defense: 84310, Current HP: 1695, A Avg: 1166208, D Avg: 118033, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 833: HP: 1276, STR: 3425, VIT: 163, SPD: 51, LUK: 2, Attack: 140001, Defense: 84299, Current HP: 1276, A Avg: 1166208, D Avg: 118018, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 832: HP: 2232, STR: 1150, VIT: 1322, SPD: 47, LUK: 1, Attack: 140005, Defense: 88240, Current HP: 2232, A Avg: 1166241, D Avg: 123535, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 831: HP: 1377, STR: 3431, VIT: 458, SPD: 77, LUK: 1, Attack: 140010, Defense: 85322, Current HP: 1377, A Avg: 1166283, D Avg: 119450, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 830: HP: 1301, STR: 3431, VIT: 506, SPD: 81, LUK: 1, Attack: 140010, Defense: 84928, Current HP: 1301, A Avg: 1166283, D Avg: 118899, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 829: HP: 1377, STR: 3432, VIT: 336, SPD: 77, LUK: 1, Attack: 140011, Defense: 84225, Current HP: 1377, A Avg: 1166291, D Avg: 117914, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 828: HP: 2015, STR: 1155, VIT: 91, SPD: 47, LUK: 1, Attack: 140012, Defense: 84279, Current HP: 2015, A Avg: 1166299, D Avg: 117990, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 827: HP: 1496, STR: 1155, VIT: 80, SPD: 47, LUK: 2, Attack: 140012, Defense: 84268, Current HP: 1496, A Avg: 1166299, D Avg: 117975, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 826: HP: 978, STR: 5690, VIT: 287, SPD: 47, LUK: 1, Attack: 140027, Defense: 84527, Current HP: 978, A Avg: 1166424, D Avg: 118337, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 825: HP: 1254, STR: 3443, VIT: 362, SPD: 51, LUK: 1, Attack: 140028, Defense: 84498, Current HP: 1254, A Avg: 1166433, D Avg: 118297, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 824: HP: 1547, STR: 3448, VIT: 677, SPD: 54, LUK: 1, Attack: 140035, Defense: 84683, Current HP: 1547, A Avg: 1166491, D Avg: 118556, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 823: HP: 627, STR: 5696, VIT: 211, SPD: 47, LUK: 1, Attack: 140036, Defense: 84217, Current HP: 627, A Avg: 1166499, D Avg: 117903, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 822: HP: 608, STR: 5696, VIT: 3089, SPD: 47, LUK: 1, Attack: 140036, Defense: 88759, Current HP: 608, A Avg: 1166499, D Avg: 124262, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 821: HP: 1474, STR: 1174, VIT: 239, SPD: 47, LUK: 1, Attack: 140041, Defense: 84427, Current HP: 1474, A Avg: 1166541, D Avg: 118197, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 820: HP: 1877, STR: 1177, VIT: 813, SPD: 57, LUK: 1, Attack: 140045, Defense: 85313, Current HP: 1877, A Avg: 1166574, D Avg: 119438, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 819: HP: 940, STR: 5709, VIT: 367, SPD: 77, LUK: 1, Attack: 140055, Defense: 85595, Current HP: 940, A Avg: 1166658, D Avg: 119832, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 818: HP: 4484, STR: 7557, VIT: 529, SPD: 51, LUK: 1, Attack: 140055, Defense: 87317, Current HP: 4484, A Avg: 1166658, D Avg: 122243, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 817: HP: 1155, STR: 3463, VIT: 315, SPD: 77, LUK: 1, Attack: 140058, Defense: 84815, Current HP: 1155, A Avg: 1166683, D Avg: 118740, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 816: HP: 1267, STR: 3467, VIT: 346, SPD: 77, LUK: 1, Attack: 140064, Defense: 84352, Current HP: 1267, A Avg: 1166733, D Avg: 118092, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 815: HP: 4056, STR: 7570, VIT: 815, SPD: 47, LUK: 1, Attack: 140074, Defense: 86043, Current HP: 4056, A Avg: 1166816, D Avg: 120460, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 814: HP: 1729, STR: 5724, VIT: 2000, SPD: 57, LUK: 1, Attack: 140078, Defense: 89568, Current HP: 1729, A Avg: 1166849, D Avg: 125395, [Neural Edge[190, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 813: HP: 1187, STR: 1199, VIT: 119, SPD: 51, LUK: 1, Attack: 140078, Defense: 84463, Current HP: 1187, A Avg: 1166849, D Avg: 118248, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 812: HP: 1798, STR: 1199, VIT: 91, SPD: 51, LUK: 1, Attack: 140078, Defense: 84435, Current HP: 1798, A Avg: 1166849, D Avg: 118208, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 811: HP: 1216, STR: 1199, VIT: 91, SPD: 90, LUK: 1, Attack: 140078, Defense: 84435, Current HP: 1216, A Avg: 1166849, D Avg: 118208, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 810: HP: 1197, STR: 1199, VIT: 101, SPD: 81, LUK: 1, Attack: 140078, Defense: 84445, Current HP: 1197, A Avg: 1166849, D Avg: 118222, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 809: HP: 1584, STR: 1199, VIT: 150, SPD: 51, LUK: 1, Attack: 140078, Defense: 84494, Current HP: 1584, A Avg: 1166849, D Avg: 118291, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
