Rank 1000: HP: 1406, STR: 551, VIT: 522, SPD: 64, LUK: 1, Attack: 139106, Defense: 87440, Current HP: 1406, A Avg: 1158752, D Avg: 122415, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 903: HP: 1960, STR: 694, VIT: 634, SPD: 39, LUK: 1, Attack: 139321, Defense: 86746, Current HP: 1960, A Avg: 1160543, D Avg: 121444, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 902: HP: 1960, STR: 694, VIT: 535, SPD: 39, LUK: 1, Attack: 139321, Defense: 86647, Current HP: 1960, A Avg: 1160543, D Avg: 121305, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 901: HP: 2780, STR: 5056, VIT: 1696, SPD: 45, LUK: 1, Attack: 139326, Defense: 88484, Current HP: 2780, A Avg: 1160585, D Avg: 123877, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 900: HP: 2078, STR: 700, VIT: 1515, SPD: 45, LUK: 1, Attack: 139330, Defense: 89083, Current HP: 2078, A Avg: 1160618, D Avg: 124716, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 899: HP: 1178, STR: 7555, VIT: 921, SPD: 39, LUK: 1, Attack: 139334, Defense: 88749, Current HP: 1178, A Avg: 1160652, D Avg: 124248, [Impulse[166, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 898: HP: 953, STR: 5231, VIT: 398, SPD: 39, LUK: 1, Attack: 139338, Defense: 84339, Current HP: 953, A Avg: 1160685, D Avg: 118074, [Neural Edge[190, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 897: HP: 1539, STR: 706, VIT: 897, SPD: 39, LUK: 1, Attack: 139339, Defense: 87815, Current HP: 1539, A Avg: 1160693, D Avg: 122940, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 896: HP: 1469, STR: 707, VIT: 307, SPD: 45, LUK: 1, Attack: 139340, Defense: 84170, Current HP: 1469, A Avg: 1160702, D Avg: 117837, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 895: HP: 960, STR: 2991, VIT: 174, SPD: 64, LUK: 1, Attack: 139350, Defense: 83897, Current HP: 960, A Avg: 1160785, D Avg: 117455, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 894: HP: 960, STR: 2991, VIT: 174, SPD: 64, LUK: 1, Attack: 139350, Defense: 83907, Current HP: 960, A Avg: 1160785, D Avg: 117469, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 893: HP: 912, STR: 2991, VIT: 193, SPD: 64, LUK: 1, Attack: 139350, Defense: 84062, Current HP: 912, A Avg: 1160785, D Avg: 117686, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 892: HP: 912, STR: 2991, VIT: 200, SPD: 64, LUK: 1, Attack: 139350, Defense: 84004, Current HP: 912, A Avg: 1160785, D Avg: 117605, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 891: HP: 912, STR: 2991, VIT: 234, SPD: 64, LUK: 1, Attack: 139350, Defense: 84097, Current HP: 912, A Avg: 1160785, D Avg: 117735, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 890: HP: 912, STR: 2991, VIT: 256, SPD: 64, LUK: 1, Attack: 139350, Defense: 84145, Current HP: 912, A Avg: 1160785, D Avg: 117802, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 889: HP: 960, STR: 2991, VIT: 284, SPD: 64, LUK: 1, Attack: 139350, Defense: 84160, Current HP: 960, A Avg: 1160785, D Avg: 117823, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 888: HP: 1159, STR: 2991, VIT: 339, SPD: 64, LUK: 1, Attack: 139350, Defense: 84176, Current HP: 1159, A Avg: 1160785, D Avg: 117846, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 887: HP: 1020, STR: 2991, VIT: 234, SPD: 64, LUK: 1, Attack: 139350, Defense: 84006, Current HP: 1020, A Avg: 1160785, D Avg: 117608, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 886: HP: 1060, STR: 2991, VIT: 284, SPD: 64, LUK: 1, Attack: 139350, Defense: 84303, Current HP: 1060, A Avg: 1160785, D Avg: 118024, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 885: HP: 988, STR: 2991, VIT: 245, SPD: 64, LUK: 1, Attack: 139350, Defense: 84173, Current HP: 988, A Avg: 1160785, D Avg: 117842, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 884: HP: 1396, STR: 2991, VIT: 444, SPD: 64, LUK: 1, Attack: 139350, Defense: 85006, Current HP: 1396, A Avg: 1160785, D Avg: 119008, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 883: HP: 1314, STR: 2991, VIT: 234, SPD: 64, LUK: 1, Attack: 139350, Defense: 84162, Current HP: 1314, A Avg: 1160785, D Avg: 117826, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 882: HP: 960, STR: 2991, VIT: 834, SPD: 64, LUK: 1, Attack: 139350, Defense: 87622, Current HP: 960, A Avg: 1160785, D Avg: 122670, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 881: HP: 2546, STR: 2991, VIT: 182, SPD: 64, LUK: 1, Attack: 139350, Defense: 86099, Current HP: 2546, A Avg: 1160785, D Avg: 120538, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 880: HP: 1584, STR: 2991, VIT: 514, SPD: 64, LUK: 1, Attack: 139350, Defense: 85248, Current HP: 1584, A Avg: 1160785, D Avg: 119347, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 879: HP: 1340, STR: 2991, VIT: 444, SPD: 64, LUK: 1, Attack: 139350, Defense: 85919, Current HP: 1340, A Avg: 1160785, D Avg: 120286, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 878: HP: 1102, STR: 2991, VIT: 704, SPD: 64, LUK: 1, Attack: 139350, Defense: 85672, Current HP: 1102, A Avg: 1160785, D Avg: 119940, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 877: HP: 1026, STR: 2991, VIT: 817, SPD: 64, LUK: 1, Attack: 139350, Defense: 87657, Current HP: 1026, A Avg: 1160785, D Avg: 122719, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 876: HP: 1680, STR: 2991, VIT: 622, SPD: 64, LUK: 1, Attack: 139350, Defense: 88047, Current HP: 1680, A Avg: 1160785, D Avg: 123265, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 875: HP: 912, STR: 2991, VIT: 174, SPD: 64, LUK: 1, Attack: 139350, Defense: 86963, Current HP: 912, A Avg: 1160785, D Avg: 121748, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 874: HP: 912, STR: 2991, VIT: 1170, SPD: 64, LUK: 1, Attack: 139350, Defense: 90948, Current HP: 912, A Avg: 1160785, D Avg: 127327, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 873: HP: 1387, STR: 2991, VIT: 1705, SPD: 64, LUK: 1, Attack: 139350, Defense: 88493, Current HP: 1387, A Avg: 1160785, D Avg: 123890, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 872: HP: 1197, STR: 2991, VIT: 593, SPD: 67, LUK: 1, Attack: 139350, Defense: 86471, Current HP: 1197, A Avg: 1160785, D Avg: 121059, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 871: HP: 1687, STR: 2991, VIT: 604, SPD: 64, LUK: 1, Attack: 139350, Defense: 86820, Current HP: 1687, A Avg: 1160785, D Avg: 121547, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 870: HP: 1360, STR: 2991, VIT: 788, SPD: 64, LUK: 1, Attack: 139350, Defense: 87823, Current HP: 1360, A Avg: 1160785, D Avg: 122952, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 869: HP: 960, STR: 2991, VIT: 771, SPD: 64, LUK: 1, Attack: 139350, Defense: 87819, Current HP: 960, A Avg: 1160785, D Avg: 122946, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 868: HP: 1238, STR: 2994, VIT: 1008, SPD: 45, LUK: 1, Attack: 139354, Defense: 85599, Current HP: 1238, A Avg: 1160818, D Avg: 119838, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 867: HP: 1490, STR: 2994, VIT: 1087, SPD: 45, LUK: 1, Attack: 139354, Defense: 88005, Current HP: 1490, A Avg: 1160818, D Avg: 123206, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 866: HP: 1463, STR: 725, VIT: 682, SPD: 39, LUK: 1, Attack: 139367, Defense: 85676, Current HP: 1463, A Avg: 1160927, D Avg: 119946, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 865: HP: 1558, STR: 725, VIT: 809, SPD: 39, LUK: 1, Attack: 139367, Defense: 85803, Current HP: 1558, A Avg: 1160927, D Avg: 120124, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 864: HP: 1558, STR: 725, VIT: 704, SPD: 39, LUK: 1, Attack: 139367, Defense: 85698, Current HP: 1558, A Avg: 1160927, D Avg: 119977, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 863: HP: 988, STR: 3004, VIT: 556, SPD: 64, LUK: 1, Attack: 139369, Defense: 85147, Current HP: 988, A Avg: 1160943, D Avg: 119205, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 862: HP: 1216, STR: 3004, VIT: 605, SPD: 64, LUK: 1, Attack: 139369, Defense: 87523, Current HP: 1216, A Avg: 1160943, D Avg: 122532, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 861: HP: 2014, STR: 730, VIT: 722, SPD: 39, LUK: 1, Attack: 139375, Defense: 84611, Current HP: 2014, A Avg: 1160993, D Avg: 118455, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 860: HP: 1368, STR: 733, VIT: 180, SPD: 39, LUK: 2, Attack: 139379, Defense: 84069, Current HP: 1368, A Avg: 1161027, D Avg: 117696, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 859: HP: 2540, STR: 739, VIT: 1186, SPD: 39, LUK: 1, Attack: 139388, Defense: 87298, Current HP: 2540, A Avg: 1161102, D Avg: 122217, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 858: HP: 1124, STR: 3018, VIT: 350, SPD: 64, LUK: 1, Attack: 139390, Defense: 84291, Current HP: 1124, A Avg: 1161118, D Avg: 118007, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 857: HP: 1826, STR: 3019, VIT: 2272, SPD: 45, LUK: 1, Attack: 139392, Defense: 89840, Current HP: 1826, A Avg: 1161135, D Avg: 125775, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 856: HP: 1520, STR: 3020, VIT: 1357, SPD: 64, LUK: 1, Attack: 139393, Defense: 88925, Current HP: 1520, A Avg: 1161143, D Avg: 124494, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 855: HP: 1425, STR: 5269, VIT: 891, SPD: 39, LUK: 1, Attack: 139395, Defense: 86119, Current HP: 1425, A Avg: 1161160, D Avg: 120566, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 854: HP: 1217, STR: 3024, VIT: 533, SPD: 45, LUK: 1, Attack: 139399, Defense: 84396, Current HP: 1217, A Avg: 1161193, D Avg: 118154, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 853: HP: 969, STR: 3025, VIT: 255, SPD: 64, LUK: 1, Attack: 139401, Defense: 84118, Current HP: 969, A Avg: 1161210, D Avg: 117765, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 852: HP: 1653, STR: 748, VIT: 1232, SPD: 39, LUK: 1, Attack: 139402, Defense: 88800, Current HP: 1653, A Avg: 1161218, D Avg: 124319, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 851: HP: 1178, STR: 5275, VIT: 91, SPD: 67, LUK: 1, Attack: 139404, Defense: 86879, Current HP: 1178, A Avg: 1161235, D Avg: 121630, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 850: HP: 1922, STR: 750, VIT: 737, SPD: 39, LUK: 1, Attack: 139405, Defense: 84743, Current HP: 1922, A Avg: 1161243, D Avg: 118640, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 849: HP: 1102, STR: 755, VIT: 130, SPD: 39, LUK: 1, Attack: 139412, Defense: 83993, Current HP: 1102, A Avg: 1161301, D Avg: 117590, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 848: HP: 1276, STR: 758, VIT: 190, SPD: 39, LUK: 2, Attack: 139417, Defense: 84196, Current HP: 1276, A Avg: 1161343, D Avg: 117874, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 847: HP: 2109, STR: 760, VIT: 1435, SPD: 39, LUK: 1, Attack: 139420, Defense: 86429, Current HP: 2109, A Avg: 1161368, D Avg: 121000, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 846: HP: 4351, STR: 5065, VIT: 1564, SPD: 50, LUK: 1, Attack: 139421, Defense: 88352, Current HP: 4351, A Avg: 1161376, D Avg: 123692, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 845: HP: 1180, STR: 761, VIT: 561, SPD: 42, LUK: 1, Attack: 139421, Defense: 85152, Current HP: 1180, A Avg: 1161376, D Avg: 119212, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 844: HP: 1860, STR: 761, VIT: 493, SPD: 39, LUK: 2, Attack: 139421, Defense: 86605, Current HP: 1860, A Avg: 1161376, D Avg: 121246, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 843: HP: 513, STR: 5288, VIT: 91, SPD: 42, LUK: 1, Attack: 139424, Defense: 84435, Current HP: 513, A Avg: 1161401, D Avg: 118208, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 842: HP: 608, STR: 5288, VIT: 211, SPD: 42, LUK: 1, Attack: 139424, Defense: 84555, Current HP: 608, A Avg: 1161401, D Avg: 118376, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 841: HP: 608, STR: 5288, VIT: 112, SPD: 42, LUK: 1, Attack: 139424, Defense: 84456, Current HP: 608, A Avg: 1161401, D Avg: 118238, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 840: HP: 3268, STR: 7140, VIT: 618, SPD: 42, LUK: 1, Attack: 139429, Defense: 84962, Current HP: 3268, A Avg: 1161443, D Avg: 118946, [Spear of Regression[182, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 839: HP: 1083, STR: 5297, VIT: 1232, SPD: 39, LUK: 1, Attack: 139437, Defense: 88800, Current HP: 1083, A Avg: 1161510, D Avg: 124319, [Neural Edge[190, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 838: HP: 2046, STR: 3054, VIT: 1106, SPD: 45, LUK: 1, Attack: 139444, Defense: 87218, Current HP: 2046, A Avg: 1161568, D Avg: 122105, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 837: HP: 532, STR: 5304, VIT: 130, SPD: 39, LUK: 1, Attack: 139448, Defense: 83993, Current HP: 532, A Avg: 1161601, D Avg: 117590, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 836: HP: 741, STR: 5309, VIT: 329, SPD: 42, LUK: 1, Attack: 139455, Defense: 84354, Current HP: 741, A Avg: 1161660, D Avg: 118095, [Neural Edge[190, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 835: HP: 4020, STR: 7161, VIT: 609, SPD: 45, LUK: 1, Attack: 139461, Defense: 87397, Current HP: 4020, A Avg: 1161710, D Avg: 122355, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 834: HP: 1463, STR: 788, VIT: 661, SPD: 39, LUK: 2, Attack: 139462, Defense: 85655, Current HP: 1463, A Avg: 1161718, D Avg: 119916, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 833: HP: 1720, STR: 3067, VIT: 618, SPD: 64, LUK: 1, Attack: 139464, Defense: 86730, Current HP: 1720, A Avg: 1161735, D Avg: 121421, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 832: HP: 760, STR: 5317, VIT: 329, SPD: 39, LUK: 1, Attack: 139467, Defense: 84335, Current HP: 760, A Avg: 1161760, D Avg: 118068, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 831: HP: 741, STR: 5317, VIT: 2709, SPD: 39, LUK: 1, Attack: 139467, Defense: 88379, Current HP: 741, A Avg: 1161760, D Avg: 123730, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 830: HP: 912, STR: 3069, VIT: 284, SPD: 67, LUK: 1, Attack: 139467, Defense: 84309, Current HP: 912, A Avg: 1161760, D Avg: 118032, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 829: HP: 551, STR: 5320, VIT: 431, SPD: 39, LUK: 1, Attack: 139472, Defense: 85022, Current HP: 551, A Avg: 1161801, D Avg: 119030, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 828: HP: 779, STR: 5320, VIT: 481, SPD: 39, LUK: 1, Attack: 139472, Defense: 87399, Current HP: 779, A Avg: 1161801, D Avg: 122358, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 827: HP: 1616, STR: 3077, VIT: 1363, SPD: 45, LUK: 1, Attack: 139479, Defense: 86357, Current HP: 1616, A Avg: 1161860, D Avg: 120899, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 826: HP: 1064, STR: 5329, VIT: 400, SPD: 39, LUK: 1, Attack: 139485, Defense: 84640, Current HP: 1064, A Avg: 1161910, D Avg: 118495, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 825: HP: 1440, STR: 805, VIT: 297, SPD: 42, LUK: 1, Attack: 139487, Defense: 84186, Current HP: 1440, A Avg: 1161926, D Avg: 117860, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 824: HP: 1235, STR: 3083, VIT: 352, SPD: 64, LUK: 1, Attack: 139488, Defense: 84592, Current HP: 1235, A Avg: 1161935, D Avg: 118428, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 823: HP: 1349, STR: 811, VIT: 502, SPD: 39, LUK: 1, Attack: 139496, Defense: 87420, Current HP: 1349, A Avg: 1162001, D Avg: 122387, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 822: HP: 1444, STR: 811, VIT: 622, SPD: 39, LUK: 1, Attack: 139496, Defense: 87540, Current HP: 1444, A Avg: 1162001, D Avg: 122555, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 821: HP: 1444, STR: 811, VIT: 522, SPD: 39, LUK: 1, Attack: 139496, Defense: 87440, Current HP: 1444, A Avg: 1162001, D Avg: 122415, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 820: HP: 1330, STR: 3091, VIT: 791, SPD: 64, LUK: 1, Attack: 139500, Defense: 85785, Current HP: 1330, A Avg: 1162034, D Avg: 120098, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 819: HP: 902, STR: 3099, VIT: 227, SPD: 42, LUK: 1, Attack: 139512, Defense: 84363, Current HP: 902, A Avg: 1162134, D Avg: 118108, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 818: HP: 1363, STR: 3099, VIT: 163, SPD: 42, LUK: 1, Attack: 139512, Defense: 84299, Current HP: 1363, A Avg: 1162134, D Avg: 118018, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 817: HP: 931, STR: 3099, VIT: 163, SPD: 75, LUK: 1, Attack: 139512, Defense: 84299, Current HP: 931, A Avg: 1162134, D Avg: 118018, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 816: HP: 1254, STR: 3099, VIT: 258, SPD: 42, LUK: 1, Attack: 139512, Defense: 84394, Current HP: 1254, A Avg: 1162134, D Avg: 118151, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 815: HP: 931, STR: 3102, VIT: 284, SPD: 64, LUK: 1, Attack: 139516, Defense: 84290, Current HP: 931, A Avg: 1162168, D Avg: 118005, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 814: HP: 912, STR: 3102, VIT: 2664, SPD: 64, LUK: 1, Attack: 139516, Defense: 88334, Current HP: 912, A Avg: 1162168, D Avg: 123667, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 813: HP: 1490, STR: 825, VIT: 637, SPD: 45, LUK: 1, Attack: 139517, Defense: 85228, Current HP: 1490, A Avg: 1162176, D Avg: 119319, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 812: HP: 893, STR: 3110, VIT: 227, SPD: 42, LUK: 1, Attack: 139528, Defense: 84363, Current HP: 893, A Avg: 1162268, D Avg: 118108, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 811: HP: 893, STR: 3110, VIT: 258, SPD: 42, LUK: 1, Attack: 139528, Defense: 84394, Current HP: 893, A Avg: 1162268, D Avg: 118151, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 810: HP: 1508, STR: 3110, VIT: 184, SPD: 42, LUK: 1, Attack: 139528, Defense: 84320, Current HP: 1508, A Avg: 1162268, D Avg: 118047, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 809: HP: 1344, STR: 834, VIT: 308, SPD: 42, LUK: 1, Attack: 139531, Defense: 84314, Current HP: 1344, A Avg: 1162293, D Avg: 118039, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 808: HP: 912, STR: 3120, VIT: 174, SPD: 42, LUK: 2, Attack: 139543, Defense: 84310, Current HP: 912, A Avg: 1162393, D Avg: 118033, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
