Rank 38312: 7905 - [10289, 7445, 565] - HP: 5909, STR: 261691, VIT: 218644, SPD: 72, LUK: 1, Attack: 349573, Defense: 306472, Current HP: 5909, A Avg: 440461, D Avg: 306472, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 67]]
Rank 38719: 1993 - [10546, 7081, 672] - HP: 109497, STR: 198600, VIT: 219902, SPD: 72, LUK: 1, Attack: 286428, Defense: 307730, Current HP: 109497, A Avg: 300749, D Avg: 307730, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 38719: 2043 - [10546, 7081, 672] - HP: 109497, STR: 198600, VIT: 219902, SPD: 72, LUK: 1, Attack: 286428, Defense: 307730, Current HP: 109497, A Avg: 300749, D Avg: 307730, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 38724: 6999 - [10443, 7395, 461] - HP: 58216, STR: 356739, VIT: 135164, SPD: 72, LUK: 1, Attack: 442552, Defense: 224942, Current HP: 58216, A Avg: 464679, D Avg: 314918, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 806, 807]]
Rank 38728: 3072 - [10546, 7090, 663] - HP: 6289, STR: 207496, VIT: 268752, SPD: 85, LUK: 1, Attack: 293309, Defense: 358530, Current HP: 6289, A Avg: 307974, D Avg: 358530, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 66]]
Rank 38728: 3112 - [10546, 7090, 663] - HP: 6289, STR: 207496, VIT: 268752, SPD: 85, LUK: 1, Attack: 293309, Defense: 358530, Current HP: 6289, A Avg: 307974, D Avg: 430236, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 806]]
Rank 38728: 3122 - [10546, 7090, 663] - HP: 6289, STR: 207496, VIT: 268752, SPD: 85, LUK: 1, Attack: 293309, Defense: 358530, Current HP: 6289, A Avg: 307974, D Avg: 358530, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 807]]
Rank 38732: 8269 - [10447, 7391, 461] - HP: 5548, STR: 240315, VIT: 223868, SPD: 72, LUK: 1, Attack: 326128, Defense: 313646, Current HP: 5548, A Avg: 420705, D Avg: 313646, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 67, 803]]
Rank 38733: 3076 - [10546, 7095, 658] - HP: 5500, STR: 205703, VIT: 269417, SPD: 85, LUK: 1, Attack: 293531, Defense: 356842, Current HP: 5500, A Avg: 308207, D Avg: 356842, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 66]]
Rank 38733: 3116 - [10546, 7095, 658] - HP: 5500, STR: 205703, VIT: 269417, SPD: 85, LUK: 1, Attack: 293531, Defense: 356842, Current HP: 5500, A Avg: 308207, D Avg: 428210, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 806]]
Rank 38733: 3126 - [10546, 7095, 658] - HP: 5500, STR: 205703, VIT: 269417, SPD: 85, LUK: 1, Attack: 293531, Defense: 356842, Current HP: 5500, A Avg: 308207, D Avg: 356842, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 807]]
Rank 38738: 13514 - [11021, 5675, 1603] - HP: 5928, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 5928, A Avg: 377014, D Avg: 222394, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 66, 68, 807]]
Rank 38738: 13634 - [11021, 5675, 1603] - HP: 5928, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 5928, A Avg: 377014, D Avg: 311351, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 68, 806, 807]]
Rank 38739: 13484 - [11021, 5676, 1602] - HP: 5928, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 5928, A Avg: 382214, D Avg: 222394, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 66, 67, 807]]
Rank 38739: 13604 - [11021, 5676, 1602] - HP: 5928, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 5928, A Avg: 382214, D Avg: 311351, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 67, 806, 807]]
Rank 38740: 8309 - [10463, 7351, 485] - HP: 5548, STR: 240315, VIT: 223868, SPD: 72, LUK: 1, Attack: 326128, Defense: 313646, Current HP: 5548, A Avg: 407660, D Avg: 376375, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 68, 806]]
Rank 38742: 8279 - [10463, 7353, 483] - HP: 5548, STR: 240315, VIT: 223868, SPD: 72, LUK: 1, Attack: 326128, Defense: 313646, Current HP: 5548, A Avg: 410921, D Avg: 376375, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 67, 806]]
Rank 38750: 1572 - [10515, 7205, 579] - HP: 164293, STR: 307288, VIT: 91344, SPD: 85, LUK: 1, Attack: 393101, Defense: 181122, Current HP: 164293, A Avg: 412756, D Avg: 181122, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 66]]
Rank 38750: 1622 - [10515, 7205, 579] - HP: 164293, STR: 307288, VIT: 91344, SPD: 85, LUK: 1, Attack: 393101, Defense: 181122, Current HP: 164293, A Avg: 412756, D Avg: 181122, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 807]]
Rank 38758: 2025 - [10552, 7102, 645] - HP: 111245, STR: 197935, VIT: 218644, SPD: 72, LUK: 1, Attack: 285817, Defense: 306472, Current HP: 111245, A Avg: 307253, D Avg: 306472, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 803]]
Rank 38774: 2023 - [10559, 7097, 643] - HP: 109497, STR: 198600, VIT: 219902, SPD: 72, LUK: 1, Attack: 286428, Defense: 307730, Current HP: 109497, A Avg: 307910, D Avg: 307730, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 38774: 3102 - [10546, 7136, 617] - HP: 6289, STR: 207496, VIT: 268752, SPD: 85, LUK: 1, Attack: 293309, Defense: 358530, Current HP: 6289, A Avg: 315307, D Avg: 358530, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 803]]
Rank 38774: 3106 - [10546, 7136, 617] - HP: 5500, STR: 205703, VIT: 269417, SPD: 85, LUK: 1, Attack: 293531, Defense: 356842, Current HP: 5500, A Avg: 315545, D Avg: 356842, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 803]]
Rank 38779: 8299 - [10447, 7438, 414] - HP: 5548, STR: 240315, VIT: 223868, SPD: 72, LUK: 1, Attack: 326128, Defense: 313646, Current HP: 5548, A Avg: 448426, D Avg: 313646, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 68, 803]]
Rank 38783: 385 - [10464, 7391, 444] - HP: 58577, STR: 389203, VIT: 146572, SPD: 72, LUK: 1, Attack: 477085, Defense: 234400, Current HP: 58577, A Avg: 500939, D Avg: 234400, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Silver Ring[302, 630, 730, 730]]
Rank 38784: 383 - [10464, 7392, 443] - HP: 56829, STR: 389868, VIT: 147830, SPD: 72, LUK: 1, Attack: 477696, Defense: 235658, Current HP: 56829, A Avg: 501580, D Avg: 235658, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 630, 730, 730]]
Rank 38786: 8093 - [10566, 7088, 645] - HP: 4161, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 4161, A Avg: 300749, D Avg: 379802, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 66, 807]]
Rank 38791: 13454 - [11032, 5695, 1572] - HP: 5928, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 5928, A Avg: 390015, D Avg: 222394, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 66, 67, 68]]
Rank 38791: 13564 - [11032, 5695, 1572] - HP: 5928, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 5928, A Avg: 390015, D Avg: 266872, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 67, 68, 806]]
Rank 38794: 8095 - [10578, 7060, 661] - HP: 5909, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 5909, A Avg: 300107, D Avg: 378544, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 66, 807]]
Rank 38805: 1219 - [10568, 7101, 630] - HP: 216220, STR: 356739, VIT: 46460, SPD: 72, LUK: 1, Attack: 442552, Defense: 136238, Current HP: 216220, A Avg: 464679, D Avg: 136238, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 730, 66]]
Rank 38805: 1269 - [10568, 7101, 630] - HP: 216220, STR: 356739, VIT: 46460, SPD: 72, LUK: 1, Attack: 442552, Defense: 136238, Current HP: 216220, A Avg: 464679, D Avg: 136238, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 730, 807]]
Rank 38807: 2508 - [10492, 7331, 476] - HP: 61660, STR: 241119, VIT: 190168, SPD: 76, LUK: 1, Attack: 329001, Defense: 277996, Current HP: 61660, A Avg: 452376, D Avg: 277996, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 803]]
Rank 38807: 5914 - [11326, 4829, 2144] - HP: 111264, STR: 172128, VIT: 90214, SPD: 72, LUK: 2, Attack: 260010, Defense: 178042, Current HP: 111264, A Avg: 377014, D Avg: 178042, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 68, 807]]
Rank 38809: 8319 - [10447, 7468, 384] - HP: 5548, STR: 240315, VIT: 223868, SPD: 72, LUK: 1, Attack: 326128, Defense: 313646, Current HP: 5548, A Avg: 472885, D Avg: 313646, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 68, 807]]
Rank 38812: 497 - [10487, 7351, 461] - HP: 7771, STR: 367260, VIT: 179606, SPD: 90, LUK: 1, Attack: 455142, Defense: 266394, Current HP: 7771, A Avg: 477899, D Avg: 266394, [Wild Card[175, 630, 630, 630], C Magnum[239, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 38812: 8289 - [10447, 7471, 381] - HP: 5548, STR: 240315, VIT: 223868, SPD: 72, LUK: 1, Attack: 326128, Defense: 313646, Current HP: 5548, A Avg: 479408, D Avg: 313646, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 67, 807]]
Rank 38817: 2021 - [10556, 7149, 594] - HP: 123206, STR: 249939, VIT: 151606, SPD: 81, LUK: 1, Attack: 337821, Defense: 239434, Current HP: 123206, A Avg: 363157, D Avg: 239434, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 803]]
Rank 38819: 8073 - [10566, 7121, 612] - HP: 4161, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 4161, A Avg: 307910, D Avg: 379802, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 66, 803]]
Rank 38823: 5884 - [11331, 4830, 2138] - HP: 111264, STR: 172128, VIT: 90214, SPD: 72, LUK: 2, Attack: 260010, Defense: 178042, Current HP: 111264, A Avg: 382214, D Avg: 178042, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 67, 807]]
Rank 38823: 8259 - [10447, 7482, 370] - HP: 5548, STR: 240315, VIT: 223868, SPD: 72, LUK: 1, Attack: 326128, Defense: 313646, Current HP: 5548, A Avg: 489192, D Avg: 313646, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 67, 68]]
Rank 38829: 1249 - [10580, 7089, 630] - HP: 216220, STR: 356739, VIT: 46460, SPD: 72, LUK: 1, Attack: 442552, Defense: 136238, Current HP: 216220, A Avg: 475743, D Avg: 136238, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 730, 803]]
Rank 38838: 062 - [10883, 6189, 1227] - HP: 322297, STR: 307288, VIT: 2640, SPD: 85, LUK: 1, Attack: 393101, Defense: 92418, Current HP: 322297, A Avg: 412756, D Avg: 92418, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 530], Black Box[323, 630, 630, 630]]
Rank 38843: 8075 - [10578, 7109, 612] - HP: 5909, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 5909, A Avg: 307253, D Avg: 378544, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 66, 803]]
Rank 38845: 2528 - [10501, 7342, 456] - HP: 61660, STR: 241119, VIT: 190168, SPD: 76, LUK: 1, Attack: 329001, Defense: 277996, Current HP: 61660, A Avg: 477051, D Avg: 277996, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 807]]
Rank 38850: 490 - [10495, 7365, 439] - HP: 6745, STR: 383221, VIT: 179606, SPD: 85, LUK: 1, Attack: 471103, Defense: 267434, Current HP: 6745, A Avg: 494658, D Avg: 267434, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 38852: 1552 - [10521, 7289, 489] - HP: 164293, STR: 407080, VIT: 46992, SPD: 85, LUK: 1, Attack: 492893, Defense: 136770, Current HP: 164293, A Avg: 517537, D Avg: 164124, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 630, 730, 806]]
Rank 38853: 498 - [10495, 7368, 436] - HP: 6220, STR: 396351, VIT: 190168, SPD: 76, LUK: 1, Attack: 484233, Defense: 277996, Current HP: 6220, A Avg: 605291, D Avg: 277996, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Oculus Ring[315, 730, 730, 730]]
Rank 38866: 2488 - [10508, 7342, 449] - HP: 61660, STR: 241119, VIT: 190168, SPD: 76, LUK: 1, Attack: 329001, Defense: 277996, Current HP: 61660, A Avg: 493501, D Avg: 277996, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 67]]
Rank 38878: 6954 - [11067, 5677, 1555] - HP: 58596, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 58596, A Avg: 325012, D Avg: 266872, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 68, 806]]
Rank 38880: 1602 - [10568, 7176, 555] - HP: 164293, STR: 307288, VIT: 91344, SPD: 85, LUK: 1, Attack: 393101, Defense: 181122, Current HP: 164293, A Avg: 422583, D Avg: 181122, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 803]]
Rank 38881: 2952 - [10509, 7354, 436] - HP: 6289, STR: 407080, VIT: 180048, SPD: 85, LUK: 1, Attack: 492893, Defense: 269826, Current HP: 6289, A Avg: 517537, D Avg: 269826, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 66]]
Rank 38881: 2956 - [10509, 7354, 436] - HP: 5500, STR: 405287, VIT: 180713, SPD: 85, LUK: 1, Attack: 493115, Defense: 268138, Current HP: 5500, A Avg: 517770, D Avg: 268138, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 66]]
Rank 38881: 2962 - [10509, 7354, 436] - HP: 6289, STR: 407080, VIT: 180048, SPD: 85, LUK: 1, Attack: 492893, Defense: 269826, Current HP: 6289, A Avg: 621045, D Avg: 269826, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 67]]
Rank 38881: 2966 - [10509, 7354, 436] - HP: 5500, STR: 405287, VIT: 180713, SPD: 85, LUK: 1, Attack: 493115, Defense: 268138, Current HP: 5500, A Avg: 621324, D Avg: 268138, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 67]]
Rank 38881: 2972 - [10509, 7354, 436] - HP: 6289, STR: 407080, VIT: 180048, SPD: 85, LUK: 1, Attack: 492893, Defense: 269826, Current HP: 6289, A Avg: 616116, D Avg: 269826, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 68]]
Rank 38881: 2976 - [10509, 7354, 436] - HP: 5500, STR: 405287, VIT: 180713, SPD: 85, LUK: 1, Attack: 493115, Defense: 268138, Current HP: 5500, A Avg: 616393, D Avg: 268138, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 68]]
Rank 38881: 2982 - [10509, 7354, 436] - HP: 6289, STR: 407080, VIT: 180048, SPD: 85, LUK: 1, Attack: 492893, Defense: 269826, Current HP: 6289, A Avg: 529859, D Avg: 269826, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 803]]
Rank 38881: 2986 - [10509, 7354, 436] - HP: 5500, STR: 405287, VIT: 180713, SPD: 85, LUK: 1, Attack: 493115, Defense: 268138, Current HP: 5500, A Avg: 530098, D Avg: 268138, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 803]]
Rank 38881: 2992 - [10509, 7354, 436] - HP: 6289, STR: 407080, VIT: 180048, SPD: 85, LUK: 1, Attack: 492893, Defense: 269826, Current HP: 6289, A Avg: 517537, D Avg: 323791, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 806]]
Rank 38881: 2996 - [10509, 7354, 436] - HP: 5500, STR: 405287, VIT: 180713, SPD: 85, LUK: 1, Attack: 493115, Defense: 268138, Current HP: 5500, A Avg: 517770, D Avg: 321765, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 806]]
Rank 38881: 3002 - [10509, 7354, 436] - HP: 6289, STR: 407080, VIT: 180048, SPD: 85, LUK: 1, Attack: 492893, Defense: 269826, Current HP: 6289, A Avg: 517537, D Avg: 269826, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 807]]
Rank 38881: 3006 - [10509, 7354, 436] - HP: 5500, STR: 405287, VIT: 180713, SPD: 85, LUK: 1, Attack: 493115, Defense: 268138, Current HP: 5500, A Avg: 517770, D Avg: 268138, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 807]]
Rank 38883: 2411 - [10527, 7302, 470] - HP: 64994, STR: 330327, VIT: 151606, SPD: 81, LUK: 1, Attack: 418209, Defense: 239434, Current HP: 64994, A Avg: 439119, D Avg: 239434, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 66]]
Rank 38883: 2461 - [10527, 7302, 470] - HP: 64994, STR: 330327, VIT: 151606, SPD: 81, LUK: 1, Attack: 418209, Defense: 239434, Current HP: 64994, A Avg: 439119, D Avg: 239434, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 807]]
Rank 38891: 8183 - [10571, 7178, 550] - HP: 4161, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 4161, A Avg: 315070, D Avg: 379802, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 803, 807]]
Rank 38892: 2459 - [10522, 7326, 451] - HP: 58216, STR: 473163, VIT: 135164, SPD: 72, LUK: 1, Attack: 558976, Defense: 224942, Current HP: 58216, A Avg: 586924, D Avg: 269930, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 806]]
Rank 38898: 2441 - [10533, 7299, 467] - HP: 64994, STR: 330327, VIT: 151606, SPD: 81, LUK: 1, Attack: 418209, Defense: 239434, Current HP: 64994, A Avg: 449574, D Avg: 239434, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 803]]
Rank 38899: 8185 - [10583, 7150, 566] - HP: 5909, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 5909, A Avg: 314398, D Avg: 378544, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 803, 807]]
Rank 38900: 1614 - [11403, 4691, 2205] - HP: 163932, STR: 172128, VIT: 90214, SPD: 72, LUK: 2, Attack: 260010, Defense: 178042, Current HP: 163932, A Avg: 273010, D Avg: 213650, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 806]]
Rank 38901: 1229 - [10616, 7053, 630] - HP: 216220, STR: 356739, VIT: 46460, SPD: 72, LUK: 1, Attack: 442552, Defense: 136238, Current HP: 216220, A Avg: 557615, D Avg: 136238, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 730, 67]]
Rank 38901: 1239 - [10616, 7053, 630] - HP: 216220, STR: 356739, VIT: 46460, SPD: 72, LUK: 1, Attack: 442552, Defense: 136238, Current HP: 216220, A Avg: 553190, D Avg: 136238, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 730, 68]]
Rank 38901: 1639 - [10634, 6999, 666] - HP: 163552, STR: 240315, VIT: 135164, SPD: 72, LUK: 1, Attack: 326128, Defense: 224942, Current HP: 163552, A Avg: 342434, D Avg: 224942, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 66]]
Rank 38901: 1689 - [10634, 6999, 666] - HP: 163552, STR: 240315, VIT: 135164, SPD: 72, LUK: 1, Attack: 326128, Defense: 224942, Current HP: 163552, A Avg: 342434, D Avg: 224942, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 807]]
Rank 38906: 8083 - [10626, 7028, 645] - HP: 4161, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 4161, A Avg: 300749, D Avg: 455762, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 66, 806]]
Rank 38906: 8085 - [10634, 7004, 661] - HP: 5909, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 5909, A Avg: 300107, D Avg: 454252, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 66, 806]]
