Rank 38490: 18043 - [11897, 2799, 3603] - HP: 6593, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 6593, A Avg: 648394, D Avg: 125308, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 66, 68], Tears of the Dragon[307, 803, 806, 807]]
Rank 38746: 2548 - [10489, 7279, 531] - HP: 67790, STR: 229013, VIT: 250617, SPD: 95, LUK: 1, Attack: 316841, Defense: 338042, Current HP: 67790, A Avg: 399219, D Avg: 338042, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 67]]
Rank 38753: 1965 - [10532, 7157, 610] - HP: 123880, STR: 291373, VIT: 163225, SPD: 80, LUK: 1, Attack: 379255, Defense: 251053, Current HP: 123880, A Avg: 407699, D Avg: 251053, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Silver Ring[302, 730, 730, 803]]
Rank 38754: 062 - [11038, 5640, 1621] - HP: 358872, STR: 341794, VIT: 2920, SPD: 95, LUK: 1, Attack: 427607, Defense: 92698, Current HP: 358872, A Avg: 448987, D Avg: 92698, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 530], Black Box[323, 630, 630, 630]]
Rank 38766: 390 - [10479, 7329, 491] - HP: 66158, STR: 426705, VIT: 150622, SPD: 95, LUK: 1, Attack: 514587, Defense: 238450, Current HP: 66158, A Avg: 540316, D Avg: 238450, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 38767: 2542 - [10498, 7273, 528] - HP: 65607, STR: 230662, VIT: 249880, SPD: 95, LUK: 1, Attack: 316475, Defense: 339658, Current HP: 65607, A Avg: 398758, D Avg: 339658, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 67]]
Rank 38776: 6913 - [11024, 5704, 1571] - HP: 65246, STR: 191638, VIT: 149854, SPD: 80, LUK: 2, Attack: 279520, Defense: 237682, Current HP: 65246, A Avg: 360580, D Avg: 237682, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 803]]
Rank 38780: 2956 - [10480, 7340, 479] - HP: 6920, STR: 354869, VIT: 211767, SPD: 85, LUK: 1, Attack: 442751, Defense: 299595, Current HP: 6920, A Avg: 553438, D Avg: 299595, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 66]]
Rank 38780: 2976 - [10480, 7340, 479] - HP: 6920, STR: 354869, VIT: 211767, SPD: 85, LUK: 1, Attack: 442751, Defense: 299595, Current HP: 6920, A Avg: 553438, D Avg: 299595, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 68]]
Rank 38780: 2996 - [10480, 7340, 479] - HP: 6920, STR: 354869, VIT: 211767, SPD: 85, LUK: 1, Attack: 442751, Defense: 299595, Current HP: 6920, A Avg: 553438, D Avg: 359514, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 806]]
Rank 38781: 1964 - [10546, 7143, 610] - HP: 121847, STR: 292049, VIT: 164561, SPD: 80, LUK: 1, Attack: 379877, Defense: 252389, Current HP: 121847, A Avg: 408367, D Avg: 252389, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 730, 730, 803]]
Rank 38785: 12223 - [11314, 4843, 2142] - HP: 65246, STR: 191638, VIT: 100462, SPD: 80, LUK: 2, Attack: 279520, Defense: 188290, Current HP: 65246, A Avg: 531088, D Avg: 188290, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 68, 803, 807]]
Rank 38786: 2986 - [10480, 7346, 473] - HP: 6920, STR: 354869, VIT: 211767, SPD: 85, LUK: 1, Attack: 442751, Defense: 299595, Current HP: 6920, A Avg: 608782, D Avg: 299595, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 803]]
Rank 38786: 3006 - [10480, 7346, 473] - HP: 6920, STR: 354869, VIT: 211767, SPD: 85, LUK: 1, Attack: 442751, Defense: 299595, Current HP: 6920, A Avg: 641988, D Avg: 299595, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 807]]
Rank 38788: 2966 - [10480, 7348, 471] - HP: 6920, STR: 354869, VIT: 211767, SPD: 85, LUK: 1, Attack: 442751, Defense: 299595, Current HP: 6920, A Avg: 664126, D Avg: 299595, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 67]]
Rank 38792: 8159 - [10417, 7541, 341] - HP: 7475, STR: 182132, VIT: 348821, SPD: 90, LUK: 1, Attack: 270014, Defense: 436649, Current HP: 7475, A Avg: 337517, D Avg: 523978, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Endpoint[318, 730, 68, 806]]
Rank 38797: 8129 - [10417, 7546, 336] - HP: 7475, STR: 182132, VIT: 348821, SPD: 90, LUK: 1, Attack: 270014, Defense: 436649, Current HP: 7475, A Avg: 340217, D Avg: 523978, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Endpoint[318, 730, 67, 806]]
Rank 38797: 8199 - [10467, 7396, 436] - HP: 7475, STR: 182132, VIT: 348821, SPD: 90, LUK: 1, Attack: 270014, Defense: 436649, Current HP: 7475, A Avg: 283514, D Avg: 611308, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Endpoint[318, 730, 806, 807]]
Rank 38801: 4883 - [11998, 2807, 3494] - HP: 182552, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 182552, A Avg: 375386, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 803, 807]]
Rank 38810: 230 - [10590, 7040, 669] - HP: 183464, STR: 343356, VIT: 101230, SPD: 95, LUK: 1, Attack: 431238, Defense: 189058, Current HP: 183464, A Avg: 452799, D Avg: 189058, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Black Box[323, 630, 730, 730]]
Rank 38842: 101 - [10900, 6142, 1257] - HP: 331652, STR: 367795, VIT: 2134, SPD: 90, LUK: 1, Attack: 455677, Defense: 89962, Current HP: 331652, A Avg: 478460, D Avg: 89962, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 530, 630], Seal of the High King[319, 630, 630, 630]]
Rank 38892: 15753 - [12101, 2589, 3609] - HP: 65246, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 65246, A Avg: 563079, D Avg: 89506, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 67, 68, 803]]
Rank 38921: 952 - [11121, 5558, 1620] - HP: 300219, STR: 341794, VIT: 2920, SPD: 95, LUK: 1, Attack: 427607, Defense: 92698, Current HP: 300219, A Avg: 448987, D Avg: 111237, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Black Box[323, 630, 630, 806]]
Rank 38954: 15883 - [12076, 2726, 3497] - HP: 65246, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 65246, A Avg: 525540, D Avg: 125308, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 67], Tears of the Dragon[307, 803, 806, 807]]
Rank 38989: 11933 - [11501, 4486, 2312] - HP: 65246, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 65246, A Avg: 375386, D Avg: 138898, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 803, 807]]
Rank 38994: 1955 - [10626, 7116, 557] - HP: 123880, STR: 291373, VIT: 163225, SPD: 80, LUK: 1, Attack: 379255, Defense: 251053, Current HP: 123880, A Avg: 474068, D Avg: 251053, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Silver Ring[302, 730, 730, 68]]
Rank 39008: 1954 - [10630, 7118, 551] - HP: 121847, STR: 292049, VIT: 164561, SPD: 80, LUK: 1, Attack: 379877, Defense: 252389, Current HP: 121847, A Avg: 474846, D Avg: 252389, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 730, 730, 68]]
Rank 39016: 1572 - [10696, 6928, 675] - HP: 182913, STR: 341794, VIT: 101704, SPD: 95, LUK: 1, Attack: 427607, Defense: 191482, Current HP: 182913, A Avg: 448987, D Avg: 191482, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 66]]
Rank 39016: 1622 - [10696, 6928, 675] - HP: 182913, STR: 341794, VIT: 101704, SPD: 95, LUK: 1, Attack: 427607, Defense: 191482, Current HP: 182913, A Avg: 448987, D Avg: 191482, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 807]]
Rank 39020: 1945 - [10638, 7106, 555] - HP: 123880, STR: 291373, VIT: 163225, SPD: 80, LUK: 1, Attack: 379255, Defense: 251053, Current HP: 123880, A Avg: 477861, D Avg: 251053, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Silver Ring[302, 730, 730, 67]]
Rank 39024: 1944 - [10637, 7113, 549] - HP: 121847, STR: 292049, VIT: 164561, SPD: 80, LUK: 1, Attack: 379877, Defense: 252389, Current HP: 121847, A Avg: 478645, D Avg: 252389, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 730, 730, 67]]
Rank 39055: 221 - [10684, 7003, 612] - HP: 201998, STR: 457318, VIT: 57700, SPD: 90, LUK: 1, Attack: 545200, Defense: 145528, Current HP: 201998, A Avg: 572460, D Avg: 145528, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 630, 630, 730]]
Rank 39057: 3072 - [10667, 7056, 576] - HP: 6954, STR: 230662, VIT: 299272, SPD: 95, LUK: 1, Attack: 316475, Defense: 389050, Current HP: 6954, A Avg: 332298, D Avg: 389050, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 66]]
Rank 39057: 3112 - [10667, 7056, 576] - HP: 6954, STR: 230662, VIT: 299272, SPD: 95, LUK: 1, Attack: 316475, Defense: 389050, Current HP: 6954, A Avg: 332298, D Avg: 466860, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 806]]
Rank 39057: 3122 - [10667, 7056, 576] - HP: 6954, STR: 230662, VIT: 299272, SPD: 95, LUK: 1, Attack: 316475, Defense: 389050, Current HP: 6954, A Avg: 332298, D Avg: 389050, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 807]]
Rank 39060: 16713 - [11529, 4473, 2297] - HP: 6593, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 6593, A Avg: 469232, D Avg: 166677, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 68, 803, 806]]
Rank 39062: 3078 - [10667, 7061, 571] - HP: 6050, STR: 229013, VIT: 300009, SPD: 95, LUK: 1, Attack: 316841, Defense: 387434, Current HP: 6050, A Avg: 332683, D Avg: 387434, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 66]]
Rank 39062: 3118 - [10667, 7061, 571] - HP: 6050, STR: 229013, VIT: 300009, SPD: 95, LUK: 1, Attack: 316841, Defense: 387434, Current HP: 6050, A Avg: 332683, D Avg: 464920, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 806]]
Rank 39062: 3128 - [10667, 7061, 571] - HP: 6050, STR: 229013, VIT: 300009, SPD: 95, LUK: 1, Attack: 316841, Defense: 387434, Current HP: 6050, A Avg: 332683, D Avg: 387434, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 807]]
Rank 39063: 302 - [10651, 7110, 538] - HP: 124260, STR: 564058, VIT: 101704, SPD: 95, LUK: 1, Attack: 649871, Defense: 191482, Current HP: 124260, A Avg: 682364, D Avg: 191482, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 630, 730, 730]]
Rank 39087: 3102 - [10667, 7086, 546] - HP: 6954, STR: 230662, VIT: 299272, SPD: 95, LUK: 1, Attack: 316475, Defense: 389050, Current HP: 6954, A Avg: 340210, D Avg: 389050, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 803]]
Rank 39087: 3108 - [10667, 7086, 546] - HP: 6050, STR: 229013, VIT: 300009, SPD: 95, LUK: 1, Attack: 316841, Defense: 387434, Current HP: 6050, A Avg: 340604, D Avg: 387434, [Stargazer[183, 630, 630, 730], Cloud Shield[241, 730, 730, 730], Black Box[323, 730, 730, 803]]
Rank 39094: 7944 - [10701, 6991, 607] - HP: 4541, STR: 292049, VIT: 244823, SPD: 80, LUK: 1, Attack: 379877, Defense: 332651, Current HP: 4541, A Avg: 398870, D Avg: 332651, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 66, 807]]
Rank 39094: 13553 - [11138, 5680, 1481] - HP: 6593, STR: 191638, VIT: 149854, SPD: 80, LUK: 2, Attack: 279520, Defense: 237682, Current HP: 6593, A Avg: 461208, D Avg: 237682, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 67, 68, 803]]
Rank 39108: 2412 - [10639, 7191, 469] - HP: 65607, STR: 452926, VIT: 151096, SPD: 95, LUK: 1, Attack: 538739, Defense: 240874, Current HP: 65607, A Avg: 565675, D Avg: 240874, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 66]]
Rank 39108: 2418 - [10639, 7191, 469] - HP: 67790, STR: 451277, VIT: 151833, SPD: 95, LUK: 1, Attack: 539105, Defense: 239258, Current HP: 67790, A Avg: 566060, D Avg: 239258, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 66]]
Rank 39108: 2462 - [10639, 7191, 469] - HP: 65607, STR: 452926, VIT: 151096, SPD: 95, LUK: 1, Attack: 538739, Defense: 240874, Current HP: 65607, A Avg: 565675, D Avg: 240874, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 807]]
Rank 39108: 2468 - [10639, 7191, 469] - HP: 67790, STR: 451277, VIT: 151833, SPD: 95, LUK: 1, Attack: 539105, Defense: 239258, Current HP: 67790, A Avg: 566060, D Avg: 239258, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 807]]
Rank 39110: 2422 - [10640, 7190, 469] - HP: 65607, STR: 452926, VIT: 151096, SPD: 95, LUK: 1, Attack: 538739, Defense: 240874, Current HP: 65607, A Avg: 678811, D Avg: 240874, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 67]]
Rank 39110: 2428 - [10640, 7190, 469] - HP: 67790, STR: 451277, VIT: 151833, SPD: 95, LUK: 1, Attack: 539105, Defense: 239258, Current HP: 67790, A Avg: 679272, D Avg: 239258, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 67]]
Rank 39110: 2432 - [10640, 7190, 469] - HP: 65607, STR: 452926, VIT: 151096, SPD: 95, LUK: 1, Attack: 538739, Defense: 240874, Current HP: 65607, A Avg: 673423, D Avg: 240874, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 68]]
Rank 39110: 2438 - [10640, 7190, 469] - HP: 67790, STR: 451277, VIT: 151833, SPD: 95, LUK: 1, Attack: 539105, Defense: 239258, Current HP: 67790, A Avg: 673881, D Avg: 239258, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 68]]
Rank 39110: 2442 - [10640, 7190, 469] - HP: 65607, STR: 452926, VIT: 151096, SPD: 95, LUK: 1, Attack: 538739, Defense: 240874, Current HP: 65607, A Avg: 579144, D Avg: 240874, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 803]]
Rank 39110: 2448 - [10640, 7190, 469] - HP: 67790, STR: 451277, VIT: 151833, SPD: 95, LUK: 1, Attack: 539105, Defense: 239258, Current HP: 67790, A Avg: 579537, D Avg: 239258, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 803]]
Rank 39110: 8083 - [10976, 6182, 1141] - HP: 6593, STR: 191638, VIT: 199246, SPD: 80, LUK: 2, Attack: 279520, Defense: 287074, Current HP: 6593, A Avg: 293496, D Avg: 344488, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 66, 806]]
Rank 39110: 8093 - [10976, 6182, 1141] - HP: 6593, STR: 191638, VIT: 199246, SPD: 80, LUK: 2, Attack: 279520, Defense: 287074, Current HP: 6593, A Avg: 293496, D Avg: 287074, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 66, 807]]
Rank 39110: 8193 - [10976, 6182, 1141] - HP: 6593, STR: 191638, VIT: 199246, SPD: 80, LUK: 2, Attack: 279520, Defense: 287074, Current HP: 6593, A Avg: 293496, D Avg: 401903, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 806, 807]]
Rank 39114: 10693 - [12140, 2694, 3465] - HP: 123899, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 123899, A Avg: 469232, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 68, 803]]
Rank 39120: 7945 - [10717, 6969, 613] - HP: 6574, STR: 291373, VIT: 243487, SPD: 80, LUK: 1, Attack: 379255, Defense: 331315, Current HP: 6574, A Avg: 398217, D Avg: 331315, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 807]]
Rank 39122: 5048 - [10902, 6416, 981] - HP: 191270, STR: 340145, VIT: 53049, SPD: 95, LUK: 1, Attack: 427973, Defense: 140474, Current HP: 191270, A Avg: 449371, D Avg: 196663, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 806, 807]]
Rank 39125: 7924 - [10703, 7016, 580] - HP: 4541, STR: 292049, VIT: 244823, SPD: 80, LUK: 1, Attack: 379877, Defense: 332651, Current HP: 4541, A Avg: 408367, D Avg: 332651, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 66, 803]]
Rank 39134: 1602 - [10749, 6887, 663] - HP: 182913, STR: 341794, VIT: 101704, SPD: 95, LUK: 1, Attack: 427607, Defense: 191482, Current HP: 182913, A Avg: 459677, D Avg: 191482, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 803]]
Rank 39136: 8094 - [10687, 7075, 537] - HP: 4541, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 4541, A Avg: 324319, D Avg: 412913, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 66, 807]]
Rank 39138: 8034 - [10703, 7029, 567] - HP: 4541, STR: 292049, VIT: 244823, SPD: 80, LUK: 1, Attack: 379877, Defense: 332651, Current HP: 4541, A Avg: 417864, D Avg: 332651, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 803, 807]]
Rank 39142: 15853 - [12180, 2602, 3517] - HP: 65246, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 65246, A Avg: 563079, D Avg: 107407, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 67], Tears of the Dragon[307, 68, 803, 806]]
Rank 39147: 2419 - [10669, 7140, 490] - HP: 72302, STR: 240785, VIT: 262385, SPD: 90, LUK: 1, Attack: 328667, Defense: 350213, Current HP: 72302, A Avg: 345100, D Avg: 350213, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Endpoint[318, 730, 730, 66]]
Rank 39147: 2469 - [10669, 7140, 490] - HP: 72302, STR: 240785, VIT: 262385, SPD: 90, LUK: 1, Attack: 328667, Defense: 350213, Current HP: 72302, A Avg: 345100, D Avg: 350213, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Endpoint[318, 730, 730, 807]]
Rank 39149: 7925 - [10719, 6992, 588] - HP: 6574, STR: 291373, VIT: 243487, SPD: 80, LUK: 1, Attack: 379255, Defense: 331315, Current HP: 6574, A Avg: 407699, D Avg: 331315, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 803]]
Rank 39157: 1995 - [10696, 7069, 534] - HP: 123880, STR: 220372, VIT: 243487, SPD: 80, LUK: 1, Attack: 308254, Defense: 331315, Current HP: 123880, A Avg: 323666, D Avg: 331315, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 66]]
Rank 39157: 2045 - [10696, 7069, 534] - HP: 123880, STR: 220372, VIT: 243487, SPD: 80, LUK: 1, Attack: 308254, Defense: 331315, Current HP: 123880, A Avg: 323666, D Avg: 331315, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 807]]
Rank 39158: 331 - [10646, 7220, 433] - HP: 137171, STR: 188749, VIT: 279964, SPD: 90, LUK: 1, Attack: 276631, Defense: 367792, Current HP: 137171, A Avg: 290462, D Avg: 367792, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 730, 730], Seal of the High King[319, 730, 730, 730]]
Rank 39159: 1994 - [10697, 7068, 534] - HP: 121847, STR: 221048, VIT: 244823, SPD: 80, LUK: 1, Attack: 308876, Defense: 332651, Current HP: 121847, A Avg: 324319, D Avg: 332651, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 39159: 2044 - [10697, 7068, 534] - HP: 121847, STR: 221048, VIT: 244823, SPD: 80, LUK: 1, Attack: 308876, Defense: 332651, Current HP: 121847, A Avg: 324319, D Avg: 332651, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 39160: 8095 - [10699, 7063, 537] - HP: 6574, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 6574, A Avg: 323666, D Avg: 411577, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 66, 807]]
Rank 39169: 8074 - [10687, 7108, 504] - HP: 4541, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 4541, A Avg: 332041, D Avg: 412913, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 66, 803]]
Rank 39170: 8035 - [10719, 7013, 567] - HP: 6574, STR: 291373, VIT: 243487, SPD: 80, LUK: 1, Attack: 379255, Defense: 331315, Current HP: 6574, A Avg: 417180, D Avg: 331315, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 803, 807]]
