Rank 38354: 5728 - [10794, 5972, 1533] - HP: 94598, STR: 110394, VIT: 26238, SPD: 16, LUK: 1, Attack: 200303, Defense: 113806, Current HP: 94598, A Avg: 252381, D Avg: 136567, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 67, 806]]
Rank 38851: 2586 - [10430, 7561, 308] - HP: 49860, STR: 51230, VIT: 128416, SPD: 16, LUK: 1, Attack: 143416, Defense: 215451, Current HP: 49860, A Avg: 150586, D Avg: 215451, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 38857: 1883 - [10394, 7675, 230] - HP: 62187, STR: 160258, VIT: 26182, SPD: 16, LUK: 2, Attack: 252444, Defense: 113750, Current HP: 62187, A Avg: 318079, D Avg: 113750, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 67]]
Rank 38864: 2539 - [10434, 7562, 303] - HP: 49665, STR: 51230, VIT: 128168, SPD: 16, LUK: 1, Attack: 143416, Defense: 215593, Current HP: 49665, A Avg: 150586, D Avg: 215593, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 38864: 2589 - [10434, 7562, 303] - HP: 49665, STR: 51230, VIT: 128168, SPD: 16, LUK: 1, Attack: 143416, Defense: 215593, Current HP: 49665, A Avg: 150586, D Avg: 215593, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 38866: 2070 - [10576, 7138, 585] - HP: 94018, STR: 51230, VIT: 102726, SPD: 16, LUK: 1, Attack: 143416, Defense: 192504, Current HP: 94018, A Avg: 179270, D Avg: 192504, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38867: 1613 - [10915, 6122, 1262] - HP: 92587, STR: 96258, VIT: 51782, SPD: 16, LUK: 2, Attack: 188444, Defense: 139350, Current HP: 92587, A Avg: 197866, D Avg: 167220, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 38877: 6803 - [10569, 7170, 560] - HP: 31787, STR: 128258, VIT: 51782, SPD: 16, LUK: 2, Attack: 220444, Defense: 139350, Current HP: 31787, A Avg: 275555, D Avg: 167220, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 68, 806]]
Rank 38878: 2060 - [10581, 7135, 583] - HP: 94018, STR: 51230, VIT: 102726, SPD: 16, LUK: 1, Attack: 143416, Defense: 192504, Current HP: 94018, A Avg: 180704, D Avg: 192504, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38884: 1605 - [11204, 5272, 1823] - HP: 140128, STR: 78140, VIT: 51590, SPD: 16, LUK: 1, Attack: 168049, Defense: 141368, Current HP: 140128, A Avg: 180652, D Avg: 141368, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 38895: 1467 - [11138, 5481, 1680] - HP: 141143, STR: 128030, VIT: 593, SPD: 16, LUK: 1, Attack: 220216, Defense: 87381, Current HP: 141143, A Avg: 277472, D Avg: 87381, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 38898: 6773 - [10575, 7173, 551] - HP: 31787, STR: 128258, VIT: 51782, SPD: 16, LUK: 2, Attack: 220444, Defense: 139350, Current HP: 31787, A Avg: 277759, D Avg: 167220, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 67, 806]]
Rank 38913: 1891 - [10466, 7515, 318] - HP: 61617, STR: 152055, VIT: 25934, SPD: 16, LUK: 2, Attack: 244241, Defense: 115712, Current HP: 61617, A Avg: 305301, D Avg: 115712, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 68]]
Rank 38930: 2096 - [10651, 6977, 671] - HP: 97860, STR: 51230, VIT: 102816, SPD: 16, LUK: 1, Attack: 143416, Defense: 189851, Current HP: 97860, A Avg: 150586, D Avg: 227821, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 38941: 2566 - [10464, 7549, 286] - HP: 49860, STR: 51230, VIT: 128416, SPD: 16, LUK: 1, Attack: 143416, Defense: 215451, Current HP: 49860, A Avg: 154172, D Avg: 215451, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 38943: 2078 - [10597, 7152, 550] - HP: 94598, STR: 55994, VIT: 103038, SPD: 16, LUK: 1, Attack: 145903, Defense: 190606, Current HP: 94598, A Avg: 182378, D Avg: 190606, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38945: 2099 - [10656, 6977, 666] - HP: 97665, STR: 51230, VIT: 102568, SPD: 16, LUK: 1, Attack: 143416, Defense: 189993, Current HP: 97665, A Avg: 150586, D Avg: 227991, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 38956: 2569 - [10470, 7546, 283] - HP: 49665, STR: 51230, VIT: 128168, SPD: 16, LUK: 1, Attack: 143416, Defense: 215593, Current HP: 49665, A Avg: 154172, D Avg: 215593, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 38957: 2068 - [10603, 7148, 548] - HP: 94598, STR: 55994, VIT: 103038, SPD: 16, LUK: 1, Attack: 145903, Defense: 190606, Current HP: 94598, A Avg: 183837, D Avg: 190606, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38959: 1881 - [10486, 7501, 312] - HP: 61617, STR: 152055, VIT: 25934, SPD: 16, LUK: 2, Attack: 244241, Defense: 115712, Current HP: 61617, A Avg: 307743, D Avg: 115712, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 67]]
Rank 38968: 2535 - [10480, 7528, 291] - HP: 47328, STR: 52540, VIT: 128390, SPD: 16, LUK: 1, Attack: 142449, Defense: 218168, Current HP: 47328, A Avg: 149571, D Avg: 218168, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 38968: 2585 - [10480, 7528, 291] - HP: 47328, STR: 52540, VIT: 128390, SPD: 16, LUK: 1, Attack: 142449, Defense: 218168, Current HP: 47328, A Avg: 149571, D Avg: 218168, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 38977: 2062 - [10612, 7141, 546] - HP: 94888, STR: 54602, VIT: 102974, SPD: 16, LUK: 1, Attack: 146788, Defense: 190542, Current HP: 94888, A Avg: 184952, D Avg: 190542, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38977: 2072 - [10612, 7141, 546] - HP: 94888, STR: 54602, VIT: 102974, SPD: 16, LUK: 1, Attack: 146788, Defense: 190542, Current HP: 94888, A Avg: 183485, D Avg: 190542, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38984: 1458 - [11046, 5846, 1407] - HP: 140998, STR: 137594, VIT: 638, SPD: 16, LUK: 1, Attack: 227503, Defense: 88206, Current HP: 140998, A Avg: 238878, D Avg: 88206, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 66]]
Rank 38984: 1508 - [11046, 5846, 1407] - HP: 140998, STR: 137594, VIT: 638, SPD: 16, LUK: 1, Attack: 227503, Defense: 88206, Current HP: 140998, A Avg: 238878, D Avg: 88206, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 807]]
Rank 38995: 2095 - [10672, 6979, 648] - HP: 93728, STR: 52540, VIT: 102790, SPD: 16, LUK: 1, Attack: 142449, Defense: 192568, Current HP: 93728, A Avg: 149571, D Avg: 231081, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39001: 1876 - [10840, 6481, 978] - HP: 97860, STR: 128030, VIT: 26016, SPD: 16, LUK: 1, Attack: 220216, Defense: 113051, Current HP: 97860, A Avg: 231226, D Avg: 113051, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39001: 1926 - [10840, 6481, 978] - HP: 97860, STR: 128030, VIT: 26016, SPD: 16, LUK: 1, Attack: 220216, Defense: 113051, Current HP: 97860, A Avg: 231226, D Avg: 113051, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39020: 253 - [10591, 7247, 461] - HP: 92587, STR: 64258, VIT: 102982, SPD: 16, LUK: 2, Attack: 156444, Defense: 190550, Current HP: 92587, A Avg: 164266, D Avg: 190550, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39022: 2565 - [10502, 7516, 281] - HP: 47328, STR: 52540, VIT: 128390, SPD: 16, LUK: 1, Attack: 142449, Defense: 218168, Current HP: 47328, A Avg: 153132, D Avg: 218168, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39036: 1516 - [11314, 5094, 1891] - HP: 145860, STR: 102430, VIT: 26016, SPD: 16, LUK: 1, Attack: 194616, Defense: 113051, Current HP: 145860, A Avg: 204346, D Avg: 113051, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39036: 1566 - [11314, 5094, 1891] - HP: 145860, STR: 102430, VIT: 26016, SPD: 16, LUK: 1, Attack: 194616, Defense: 113051, Current HP: 145860, A Avg: 204346, D Avg: 113051, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39037: 213 - [10446, 7699, 154] - HP: 92587, STR: 192258, VIT: 582, SPD: 16, LUK: 2, Attack: 284444, Defense: 88150, Current HP: 92587, A Avg: 298666, D Avg: 88150, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 39044: 1551 - [11033, 5945, 1321] - HP: 92017, STR: 121655, VIT: 25934, SPD: 16, LUK: 2, Attack: 213841, Defense: 115712, Current HP: 92017, A Avg: 224533, D Avg: 138854, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 39057: 2530 - [10509, 7530, 260] - HP: 47618, STR: 51230, VIT: 128326, SPD: 16, LUK: 1, Attack: 143416, Defense: 218104, Current HP: 47618, A Avg: 150586, D Avg: 218104, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 39057: 2580 - [10509, 7530, 260] - HP: 47618, STR: 51230, VIT: 128326, SPD: 16, LUK: 1, Attack: 143416, Defense: 218104, Current HP: 47618, A Avg: 150586, D Avg: 218104, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 39060: 1519 - [11320, 5100, 1879] - HP: 145665, STR: 102430, VIT: 25768, SPD: 16, LUK: 1, Attack: 194616, Defense: 113193, Current HP: 145665, A Avg: 204346, D Avg: 113193, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39060: 1569 - [11320, 5100, 1879] - HP: 145665, STR: 102430, VIT: 25768, SPD: 16, LUK: 1, Attack: 194616, Defense: 113193, Current HP: 145665, A Avg: 204346, D Avg: 113193, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39073: 1543 - [10822, 6607, 870] - HP: 92587, STR: 128258, VIT: 26182, SPD: 16, LUK: 2, Attack: 220444, Defense: 113750, Current HP: 92587, A Avg: 236977, D Avg: 113750, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 803]]
Rank 39073: 1606 - [11318, 5119, 1862] - HP: 145860, STR: 76830, VIT: 51616, SPD: 16, LUK: 1, Attack: 169016, Defense: 138651, Current HP: 145860, A Avg: 181692, D Avg: 138651, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39078: 251 - [10634, 7176, 489] - HP: 92017, STR: 60855, VIT: 102734, SPD: 16, LUK: 2, Attack: 153041, Defense: 192512, Current HP: 92017, A Avg: 160693, D Avg: 192512, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39079: 2057 - [10596, 7291, 412] - HP: 94743, STR: 51230, VIT: 109393, SPD: 16, LUK: 1, Attack: 143416, Defense: 196181, Current HP: 94743, A Avg: 150586, D Avg: 196181, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 39079: 2107 - [10596, 7291, 412] - HP: 94743, STR: 51230, VIT: 109393, SPD: 16, LUK: 1, Attack: 143416, Defense: 196181, Current HP: 94743, A Avg: 150586, D Avg: 196181, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 39091: 1879 - [10881, 6448, 970] - HP: 97665, STR: 128030, VIT: 25768, SPD: 16, LUK: 1, Attack: 220216, Defense: 113193, Current HP: 97665, A Avg: 231226, D Avg: 113193, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39091: 1929 - [10881, 6448, 970] - HP: 97665, STR: 128030, VIT: 25768, SPD: 16, LUK: 1, Attack: 220216, Defense: 113193, Current HP: 97665, A Avg: 231226, D Avg: 113193, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39093: 6843 - [10804, 6681, 814] - HP: 31787, STR: 128258, VIT: 51782, SPD: 16, LUK: 2, Attack: 220444, Defense: 139350, Current HP: 31787, A Avg: 231466, D Avg: 195090, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 806, 807]]
Rank 39097: 1609 - [11327, 5116, 1856] - HP: 145665, STR: 76830, VIT: 51368, SPD: 16, LUK: 1, Attack: 169016, Defense: 138793, Current HP: 145665, A Avg: 181692, D Avg: 138793, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39109: 2556 - [10524, 7537, 238] - HP: 49860, STR: 51230, VIT: 128416, SPD: 16, LUK: 1, Attack: 143416, Defense: 215451, Current HP: 49860, A Avg: 179270, D Avg: 215451, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 39110: 2538 - [10522, 7544, 233] - HP: 48198, STR: 55994, VIT: 128638, SPD: 16, LUK: 1, Attack: 145903, Defense: 216206, Current HP: 48198, A Avg: 153198, D Avg: 216206, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 39110: 2588 - [10522, 7544, 233] - HP: 48198, STR: 55994, VIT: 128638, SPD: 16, LUK: 1, Attack: 145903, Defense: 216206, Current HP: 48198, A Avg: 153198, D Avg: 216206, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 39112: 1931 - [10769, 6805, 725] - HP: 61617, STR: 121655, VIT: 51534, SPD: 16, LUK: 2, Attack: 213841, Defense: 141312, Current HP: 61617, A Avg: 224533, D Avg: 141312, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 39112: 1981 - [10769, 6805, 725] - HP: 61617, STR: 121655, VIT: 51534, SPD: 16, LUK: 2, Attack: 213841, Defense: 141312, Current HP: 61617, A Avg: 224533, D Avg: 141312, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 39114: 2546 - [10525, 7539, 235] - HP: 49860, STR: 51230, VIT: 128416, SPD: 16, LUK: 1, Attack: 143416, Defense: 215451, Current HP: 49860, A Avg: 180704, D Avg: 215451, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 39117: 2559 - [10527, 7536, 236] - HP: 49665, STR: 51230, VIT: 128168, SPD: 16, LUK: 1, Attack: 143416, Defense: 215593, Current HP: 49665, A Avg: 179270, D Avg: 215593, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 39120: 224 - [10883, 6471, 945] - HP: 91827, STR: 129356, VIT: 25998, SPD: 16, LUK: 2, Attack: 219265, Defense: 115776, Current HP: 91827, A Avg: 230228, D Avg: 115776, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 39121: 2568 - [10527, 7540, 232] - HP: 48198, STR: 55994, VIT: 128638, SPD: 16, LUK: 1, Attack: 145903, Defense: 216206, Current HP: 48198, A Avg: 156845, D Avg: 216206, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39123: 2549 - [10529, 7536, 234] - HP: 49665, STR: 51230, VIT: 128168, SPD: 16, LUK: 1, Attack: 143416, Defense: 215593, Current HP: 49665, A Avg: 180704, D Avg: 215593, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 39134: 2532 - [10531, 7541, 227] - HP: 48488, STR: 54602, VIT: 128574, SPD: 16, LUK: 1, Attack: 146788, Defense: 216142, Current HP: 48488, A Avg: 154127, D Avg: 216142, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 39134: 2582 - [10531, 7541, 227] - HP: 48488, STR: 54602, VIT: 128574, SPD: 16, LUK: 1, Attack: 146788, Defense: 216142, Current HP: 48488, A Avg: 154127, D Avg: 216142, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 39136: 2560 - [10540, 7516, 243] - HP: 47618, STR: 51230, VIT: 128326, SPD: 16, LUK: 1, Attack: 143416, Defense: 218104, Current HP: 47618, A Avg: 154172, D Avg: 218104, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39137: 5948 - [11220, 5477, 1602] - HP: 94598, STR: 83194, VIT: 51838, SPD: 16, LUK: 1, Attack: 173103, Defense: 139406, Current HP: 94598, A Avg: 181758, D Avg: 195168, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 806, 807]]
Rank 39154: 1452 - [11114, 5812, 1373] - HP: 141288, STR: 136202, VIT: 574, SPD: 16, LUK: 1, Attack: 228388, Defense: 88142, Current HP: 141288, A Avg: 239807, D Avg: 88142, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 66]]
Rank 39154: 1502 - [11114, 5812, 1373] - HP: 141288, STR: 136202, VIT: 574, SPD: 16, LUK: 1, Attack: 228388, Defense: 88142, Current HP: 141288, A Avg: 239807, D Avg: 88142, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 807]]
Rank 39156: 288 - [10509, 7629, 161] - HP: 94598, STR: 191994, VIT: 638, SPD: 16, LUK: 1, Attack: 281903, Defense: 88206, Current HP: 94598, A Avg: 295998, D Avg: 88206, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 39159: 1515 - [11349, 5112, 1838] - HP: 140128, STR: 103740, VIT: 25990, SPD: 16, LUK: 1, Attack: 193649, Defense: 115768, Current HP: 140128, A Avg: 203331, D Avg: 115768, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39159: 1565 - [11349, 5112, 1838] - HP: 140128, STR: 103740, VIT: 25990, SPD: 16, LUK: 1, Attack: 193649, Defense: 115768, Current HP: 140128, A Avg: 203331, D Avg: 115768, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39160: 8087 - [10854, 6598, 847] - HP: 1943, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 1943, A Avg: 177466, D Avg: 235417, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 66, 806]]
Rank 39160: 8097 - [10854, 6598, 847] - HP: 1943, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 1943, A Avg: 177466, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 66, 807]]
Rank 39160: 8197 - [10854, 6598, 847] - HP: 1943, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 1943, A Avg: 177466, D Avg: 274653, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 806, 807]]
Rank 39167: 2562 - [10542, 7541, 216] - HP: 48488, STR: 54602, VIT: 128574, SPD: 16, LUK: 1, Attack: 146788, Defense: 216142, Current HP: 48488, A Avg: 157797, D Avg: 216142, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39172: 1517 - [11347, 5131, 1821] - HP: 141143, STR: 102430, VIT: 27793, SPD: 16, LUK: 1, Attack: 194616, Defense: 114581, Current HP: 141143, A Avg: 204346, D Avg: 114581, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39172: 1567 - [11347, 5131, 1821] - HP: 141143, STR: 102430, VIT: 27793, SPD: 16, LUK: 1, Attack: 194616, Defense: 114581, Current HP: 141143, A Avg: 204346, D Avg: 114581, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39190: 2087 - [10642, 7264, 393] - HP: 94743, STR: 51230, VIT: 109393, SPD: 16, LUK: 1, Attack: 143416, Defense: 196181, Current HP: 94743, A Avg: 154172, D Avg: 196181, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39190: 6957 - [10810, 6760, 729] - HP: 48343, STR: 76830, VIT: 82193, SPD: 16, LUK: 1, Attack: 169016, Defense: 168981, Current HP: 48343, A Avg: 211270, D Avg: 202777, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 68, 806]]
Rank 39196: 1961 - [10800, 6796, 703] - HP: 61617, STR: 121655, VIT: 51534, SPD: 16, LUK: 2, Attack: 213841, Defense: 141312, Current HP: 61617, A Avg: 229879, D Avg: 141312, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 803]]
Rank 39201: 282 - [10528, 7617, 154] - HP: 94888, STR: 190602, VIT: 574, SPD: 16, LUK: 1, Attack: 282788, Defense: 88142, Current HP: 94888, A Avg: 296927, D Avg: 88142, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 39206: 2090 - [10751, 6953, 595] - HP: 94018, STR: 51230, VIT: 102726, SPD: 16, LUK: 1, Attack: 143416, Defense: 192504, Current HP: 94018, A Avg: 150586, D Avg: 231004, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39212: 8077 - [10854, 6650, 795] - HP: 1943, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 1943, A Avg: 181692, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 66, 803]]
Rank 39212: 8177 - [10854, 6650, 795] - HP: 1943, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 1943, A Avg: 181692, D Avg: 235417, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 803, 806]]
