Rank 38249: 8005 - [10330, 7259, 710] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 275542, D Avg: 197786, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 806]]
Rank 38423: 2543 - [10170, 7913, 216] - HP: 31122, STR: 60845, VIT: 128166, SPD: 8, LUK: 2, Attack: 153031, Defense: 217944, Current HP: 31122, A Avg: 192819, D Avg: 217944, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 38425: 2917 - [10330, 7435, 534] - HP: 1073, STR: 129400, VIT: 77246, SPD: 8, LUK: 1, Attack: 228666, Defense: 164814, Current HP: 1073, A Avg: 285832, D Avg: 164814, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 38426: 2906 - [10330, 7436, 533] - HP: 1943, STR: 136193, VIT: 77246, SPD: 8, LUK: 1, Attack: 228379, Defense: 164814, Current HP: 1943, A Avg: 287757, D Avg: 164814, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 38428: 187 - [10787, 6067, 1445] - HP: 186673, STR: 47800, VIT: 77246, SPD: 8, LUK: 1, Attack: 147066, Defense: 164814, Current HP: 186673, A Avg: 154419, D Avg: 164814, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 38434: 7995 - [10330, 7444, 525] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 303096, D Avg: 164822, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 803]]
Rank 38441: 3084 - [10165, 7946, 188] - HP: 1073, STR: 51222, VIT: 153758, SPD: 8, LUK: 1, Attack: 143408, Defense: 243536, Current HP: 1073, A Avg: 180694, D Avg: 243536, [Big Bang[171, 230, 230, 330], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38441: 3094 - [10165, 7946, 188] - HP: 1073, STR: 51222, VIT: 153758, SPD: 8, LUK: 1, Attack: 143408, Defense: 243536, Current HP: 1073, A Avg: 179260, D Avg: 243536, [Big Bang[171, 230, 230, 330], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38453: 2907 - [10330, 7463, 506] - HP: 1073, STR: 129400, VIT: 77246, SPD: 8, LUK: 1, Attack: 228666, Defense: 164814, Current HP: 1073, A Avg: 288119, D Avg: 164814, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 38455: 2081 - [10397, 7264, 638] - HP: 93003, STR: 44828, VIT: 102558, SPD: 8, LUK: 1, Attack: 144094, Defense: 192336, Current HP: 93003, A Avg: 154901, D Avg: 192336, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 38459: 1854 - [10430, 7169, 700] - HP: 93873, STR: 153622, VIT: 158, SPD: 8, LUK: 1, Attack: 245808, Defense: 89936, Current HP: 93873, A Avg: 258098, D Avg: 107923, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 38467: 2082 - [10392, 7291, 616] - HP: 94453, STR: 55841, VIT: 102910, SPD: 8, LUK: 1, Attack: 145750, Defense: 190478, Current HP: 94453, A Avg: 156681, D Avg: 190478, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 38467: 5944 - [10977, 5536, 1786] - HP: 93873, STR: 76822, VIT: 51358, SPD: 8, LUK: 1, Attack: 169008, Defense: 141136, Current HP: 93873, A Avg: 177458, D Avg: 197590, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 806, 807]]
Rank 38470: 2575 - [10204, 7858, 237] - HP: 31692, STR: 64248, VIT: 128454, SPD: 8, LUK: 2, Attack: 156434, Defense: 216022, Current HP: 31692, A Avg: 164255, D Avg: 259226, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 38476: 1195 - [10936, 5668, 1695] - HP: 122892, STR: 128248, VIT: 454, SPD: 8, LUK: 2, Attack: 220434, Defense: 88022, Current HP: 122892, A Avg: 231455, D Avg: 105626, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Tears of the Dragon[307, 230, 230, 806]]
Rank 38482: 2390 - [10536, 6874, 889] - HP: 30552, STR: 121644, VIT: 51366, SPD: 8, LUK: 2, Attack: 220910, Defense: 141144, Current HP: 30552, A Avg: 231955, D Avg: 169372, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 38492: 2056 - [10397, 7301, 601] - HP: 94743, STR: 54593, VIT: 102846, SPD: 8, LUK: 1, Attack: 146779, Defense: 190414, Current HP: 94743, A Avg: 154117, D Avg: 190414, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 38492: 2106 - [10397, 7301, 601] - HP: 94743, STR: 54593, VIT: 102846, SPD: 8, LUK: 1, Attack: 146779, Defense: 190414, Current HP: 94743, A Avg: 154117, D Avg: 190414, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 38497: 2057 - [10399, 7300, 600] - HP: 93873, STR: 47800, VIT: 102846, SPD: 8, LUK: 1, Attack: 147066, Defense: 190414, Current HP: 93873, A Avg: 154419, D Avg: 190414, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 38497: 2107 - [10399, 7300, 600] - HP: 93873, STR: 47800, VIT: 102846, SPD: 8, LUK: 1, Attack: 147066, Defense: 190414, Current HP: 93873, A Avg: 154419, D Avg: 190414, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 38527: 1481 - [10892, 5851, 1556] - HP: 139403, STR: 121628, VIT: 158, SPD: 8, LUK: 1, Attack: 220894, Defense: 89936, Current HP: 139403, A Avg: 237461, D Avg: 89936, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 803]]
Rank 38536: 2078 - [10450, 7186, 663] - HP: 97710, STR: 51222, VIT: 102776, SPD: 8, LUK: 1, Attack: 143408, Defense: 189811, Current HP: 97710, A Avg: 179260, D Avg: 189811, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38545: 2068 - [10453, 7186, 660] - HP: 97710, STR: 51222, VIT: 102776, SPD: 8, LUK: 1, Attack: 143408, Defense: 189811, Current HP: 97710, A Avg: 180694, D Avg: 189811, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38552: 4892 - [11686, 3494, 3119] - HP: 140853, STR: 110241, VIT: 510, SPD: 8, LUK: 1, Attack: 200150, Defense: 88078, Current HP: 140853, A Avg: 210157, D Avg: 123309, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 806, 807]]
Rank 38558: 2087 - [10423, 7289, 587] - HP: 93873, STR: 47800, VIT: 102846, SPD: 8, LUK: 1, Attack: 147066, Defense: 190414, Current HP: 93873, A Avg: 158095, D Avg: 190414, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 38561: 8015 - [10330, 7571, 398] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 319629, D Avg: 164822, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 807]]
Rank 38569: 1178 - [11827, 3088, 3384] - HP: 193710, STR: 102422, VIT: 376, SPD: 8, LUK: 1, Attack: 194608, Defense: 87411, Current HP: 193710, A Avg: 243260, D Avg: 87411, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 130, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 38578: 2086 - [10434, 7276, 589] - HP: 94743, STR: 54593, VIT: 102846, SPD: 8, LUK: 1, Attack: 146779, Defense: 190414, Current HP: 94743, A Avg: 157787, D Avg: 190414, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 38579: 7985 - [10330, 7589, 380] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 324037, D Avg: 164822, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 67, 807]]
Rank 38599: 5794 - [11040, 5479, 1780] - HP: 93873, STR: 102422, VIT: 25758, SPD: 8, LUK: 1, Attack: 194608, Defense: 115536, Current HP: 93873, A Avg: 204338, D Avg: 161750, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 806, 807]]
Rank 38599: 6997 - [10607, 6778, 914] - HP: 47473, STR: 75000, VIT: 77246, SPD: 8, LUK: 1, Attack: 174266, Defense: 164814, Current HP: 47473, A Avg: 182979, D Avg: 230739, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 806, 807]]
Rank 38599: 7955 - [10330, 7609, 360] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 330651, D Avg: 164822, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 67, 68]]
Rank 38606: 288 - [10281, 7763, 255] - HP: 97710, STR: 179222, VIT: 376, SPD: 8, LUK: 1, Attack: 271408, Defense: 87411, Current HP: 97710, A Avg: 284978, D Avg: 87411, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 38615: 1895 - [10274, 7793, 232] - HP: 62092, STR: 160248, VIT: 26054, SPD: 8, LUK: 2, Attack: 252434, Defense: 113622, Current HP: 62092, A Avg: 315542, D Avg: 113622, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 68]]
Rank 38616: 6992 - [10617, 6765, 917] - HP: 48053, STR: 83041, VIT: 77310, SPD: 8, LUK: 1, Attack: 172950, Defense: 164878, Current HP: 48053, A Avg: 181597, D Avg: 230829, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 806, 807]]
Rank 38622: 2573 - [10276, 7794, 229] - HP: 31122, STR: 60845, VIT: 128166, SPD: 8, LUK: 2, Attack: 153031, Defense: 217944, Current HP: 31122, A Avg: 160682, D Avg: 261532, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 38632: 5941 - [11024, 5560, 1715] - HP: 93003, STR: 70428, VIT: 51358, SPD: 8, LUK: 1, Attack: 169694, Defense: 141136, Current HP: 93003, A Avg: 178178, D Avg: 197590, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 806, 807]]
Rank 38636: 1484 - [10955, 5771, 1573] - HP: 140273, STR: 128022, VIT: 158, SPD: 8, LUK: 1, Attack: 220208, Defense: 89936, Current HP: 140273, A Avg: 236723, D Avg: 89936, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 803]]
Rank 38665: 1885 - [10296, 7777, 226] - HP: 62092, STR: 160248, VIT: 26054, SPD: 8, LUK: 2, Attack: 252434, Defense: 113622, Current HP: 62092, A Avg: 318066, D Avg: 113622, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 67]]
Rank 38666: 1613 - [10851, 6113, 1335] - HP: 91922, STR: 91245, VIT: 51366, SPD: 8, LUK: 2, Attack: 183431, Defense: 141144, Current HP: 91922, A Avg: 192602, D Avg: 169372, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 38673: 1168 - [11871, 3060, 3368] - HP: 193710, STR: 102422, VIT: 376, SPD: 8, LUK: 1, Attack: 194608, Defense: 87411, Current HP: 193710, A Avg: 245206, D Avg: 87411, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 130, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 38676: 2074 - [10497, 7185, 617] - HP: 93873, STR: 51222, VIT: 102558, SPD: 8, LUK: 1, Attack: 143408, Defense: 192336, Current HP: 93873, A Avg: 179260, D Avg: 192336, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38698: 2064 - [10503, 7189, 607] - HP: 93873, STR: 51222, VIT: 102558, SPD: 8, LUK: 1, Attack: 143408, Defense: 192336, Current HP: 93873, A Avg: 180694, D Avg: 192336, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38703: 1251 - [11837, 3192, 3270] - HP: 185803, STR: 70428, VIT: 25758, SPD: 8, LUK: 1, Attack: 169694, Defense: 115536, Current HP: 185803, A Avg: 178178, D Avg: 138643, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 38704: 2399 - [10530, 7114, 655] - HP: 31502, STR: 137458, VIT: 51718, SPD: 8, LUK: 2, Attack: 227367, Defense: 139286, Current HP: 31502, A Avg: 238735, D Avg: 167143, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 38712: 6996 - [10654, 6750, 895] - HP: 48343, STR: 81793, VIT: 77246, SPD: 8, LUK: 1, Attack: 173979, Defense: 164814, Current HP: 48343, A Avg: 182677, D Avg: 230739, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 806, 807]]
Rank 38717: 1615 - [10835, 6212, 1252] - HP: 92492, STR: 96248, VIT: 51654, SPD: 8, LUK: 2, Attack: 188434, Defense: 139222, Current HP: 92492, A Avg: 197855, D Avg: 167066, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 38747: 2072 - [10507, 7226, 566] - HP: 94453, STR: 55841, VIT: 102910, SPD: 8, LUK: 1, Attack: 145750, Defense: 190478, Current HP: 94453, A Avg: 182187, D Avg: 190478, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38756: 2062 - [10510, 7226, 563] - HP: 94453, STR: 55841, VIT: 102910, SPD: 8, LUK: 1, Attack: 145750, Defense: 190478, Current HP: 94453, A Avg: 183645, D Avg: 190478, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38758: 2071 - [10518, 7204, 577] - HP: 93003, STR: 44828, VIT: 102558, SPD: 8, LUK: 1, Attack: 144094, Defense: 192336, Current HP: 93003, A Avg: 180117, D Avg: 192336, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38758: 2538 - [10382, 7612, 305] - HP: 49710, STR: 51222, VIT: 128376, SPD: 8, LUK: 1, Attack: 143408, Defense: 215411, Current HP: 49710, A Avg: 150578, D Avg: 215411, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 38758: 2588 - [10382, 7612, 305] - HP: 49710, STR: 51222, VIT: 128376, SPD: 8, LUK: 1, Attack: 143408, Defense: 215411, Current HP: 49710, A Avg: 150578, D Avg: 215411, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 38765: 2077 - [10512, 7229, 558] - HP: 93873, STR: 47800, VIT: 102846, SPD: 8, LUK: 1, Attack: 147066, Defense: 190414, Current HP: 93873, A Avg: 183832, D Avg: 190414, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38766: 4897 - [11746, 3528, 3025] - HP: 140273, STR: 102200, VIT: 446, SPD: 8, LUK: 1, Attack: 201466, Defense: 88014, Current HP: 140273, A Avg: 211539, D Avg: 123219, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 806, 807]]
Rank 38767: 2067 - [10513, 7228, 558] - HP: 93873, STR: 47800, VIT: 102846, SPD: 8, LUK: 1, Attack: 147066, Defense: 190414, Current HP: 93873, A Avg: 185303, D Avg: 190414, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38777: 2019 - [10622, 6911, 766] - HP: 61902, STR: 83058, VIT: 77318, SPD: 8, LUK: 2, Attack: 172967, Defense: 164886, Current HP: 61902, A Avg: 216208, D Avg: 164886, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 38783: 2076 - [10522, 7217, 560] - HP: 94743, STR: 54593, VIT: 102846, SPD: 8, LUK: 1, Attack: 146779, Defense: 190414, Current HP: 94743, A Avg: 183473, D Avg: 190414, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38787: 1515 - [10696, 6699, 904] - HP: 92492, STR: 128248, VIT: 26054, SPD: 8, LUK: 2, Attack: 220434, Defense: 113622, Current HP: 92492, A Avg: 231455, D Avg: 113622, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 66]]
Rank 38787: 1565 - [10696, 6699, 904] - HP: 92492, STR: 128248, VIT: 26054, SPD: 8, LUK: 2, Attack: 220434, Defense: 113622, Current HP: 92492, A Avg: 231455, D Avg: 113622, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 807]]
Rank 38795: 4896 - [11774, 3473, 3052] - HP: 141143, STR: 108993, VIT: 446, SPD: 8, LUK: 1, Attack: 201179, Defense: 88014, Current HP: 141143, A Avg: 211237, D Avg: 123219, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 806, 807]]
Rank 38797: 2061 - [10535, 7192, 572] - HP: 93003, STR: 44828, VIT: 102558, SPD: 8, LUK: 1, Attack: 144094, Defense: 192336, Current HP: 93003, A Avg: 181558, D Avg: 192336, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38797: 2066 - [10527, 7216, 556] - HP: 94743, STR: 54593, VIT: 102846, SPD: 8, LUK: 1, Attack: 146779, Defense: 190414, Current HP: 94743, A Avg: 184941, D Avg: 190414, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38802: 5791 - [11102, 5496, 1701] - HP: 93003, STR: 96028, VIT: 25758, SPD: 8, LUK: 1, Attack: 195294, Defense: 115536, Current HP: 93003, A Avg: 205058, D Avg: 161750, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 806, 807]]
Rank 38803: 2009 - [10631, 6910, 758] - HP: 61902, STR: 83058, VIT: 77318, SPD: 8, LUK: 2, Attack: 172967, Defense: 164886, Current HP: 61902, A Avg: 217938, D Avg: 164886, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 38808: 2010 - [10662, 6822, 815] - HP: 60952, STR: 70444, VIT: 76966, SPD: 8, LUK: 2, Attack: 169710, Defense: 166744, Current HP: 60952, A Avg: 212137, D Avg: 166744, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 38810: 1970 - [10756, 6542, 1001] - HP: 60952, STR: 96044, VIT: 51366, SPD: 8, LUK: 2, Attack: 195310, Defense: 141144, Current HP: 60952, A Avg: 205075, D Avg: 169372, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 38820: 284 - [10379, 7683, 237] - HP: 93873, STR: 179222, VIT: 158, SPD: 8, LUK: 1, Attack: 271408, Defense: 89936, Current HP: 93873, A Avg: 284978, D Avg: 89936, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 38824: 2000 - [10662, 6838, 799] - HP: 60952, STR: 70444, VIT: 76966, SPD: 8, LUK: 2, Attack: 169710, Defense: 166744, Current HP: 60952, A Avg: 213834, D Avg: 166744, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 38831: 281 - [10376, 7703, 220] - HP: 93003, STR: 172828, VIT: 158, SPD: 8, LUK: 1, Attack: 272094, Defense: 89936, Current HP: 93003, A Avg: 285698, D Avg: 89936, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 38840: 2098 - [10614, 6998, 687] - HP: 97710, STR: 51222, VIT: 102776, SPD: 8, LUK: 1, Attack: 143408, Defense: 189811, Current HP: 97710, A Avg: 150578, D Avg: 227773, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 38840: 2568 - [10415, 7595, 289] - HP: 49710, STR: 51222, VIT: 128376, SPD: 8, LUK: 1, Attack: 143408, Defense: 215411, Current HP: 49710, A Avg: 154163, D Avg: 215411, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 38868: 1174 - [11906, 3150, 3243] - HP: 186673, STR: 102422, VIT: 158, SPD: 8, LUK: 1, Attack: 194608, Defense: 89936, Current HP: 186673, A Avg: 243260, D Avg: 89936, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 38878: 213 - [10393, 7699, 207] - HP: 91922, STR: 182445, VIT: 166, SPD: 8, LUK: 2, Attack: 274631, Defense: 89944, Current HP: 91922, A Avg: 288362, D Avg: 89944, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 38880: 255 - [10520, 7320, 459] - HP: 92492, STR: 64248, VIT: 102854, SPD: 8, LUK: 2, Attack: 156434, Defense: 190422, Current HP: 92492, A Avg: 164255, D Avg: 190422, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 38880: 1553 - [10949, 6033, 1317] - HP: 91922, STR: 121645, VIT: 25766, SPD: 8, LUK: 2, Attack: 213831, Defense: 115544, Current HP: 91922, A Avg: 224522, D Avg: 138652, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 38892: 1893 - [10448, 7548, 303] - HP: 61522, STR: 152045, VIT: 25766, SPD: 8, LUK: 2, Attack: 244231, Defense: 115544, Current HP: 61522, A Avg: 305288, D Avg: 115544, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 68]]
Rank 38896: 1933 - [10663, 6907, 729] - HP: 61522, STR: 121645, VIT: 51366, SPD: 8, LUK: 2, Attack: 213831, Defense: 141144, Current HP: 61522, A Avg: 224522, D Avg: 141144, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 38896: 1983 - [10663, 6907, 729] - HP: 61522, STR: 121645, VIT: 51366, SPD: 8, LUK: 2, Attack: 213831, Defense: 141144, Current HP: 61522, A Avg: 224522, D Avg: 141144, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 38901: 1578 - [11219, 5244, 1836] - HP: 145710, STR: 76822, VIT: 51576, SPD: 8, LUK: 1, Attack: 169008, Defense: 138611, Current HP: 145710, A Avg: 177458, D Avg: 138611, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 38901: 1628 - [11219, 5244, 1836] - HP: 145710, STR: 76822, VIT: 51576, SPD: 8, LUK: 1, Attack: 169008, Defense: 138611, Current HP: 145710, A Avg: 177458, D Avg: 138611, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
