Rank 38671: 1901 - [10534, 7069, 696] - HP: 61807, STR: 152074, VIT: 26270, SPD: 32, LUK: 2, Attack: 244260, Defense: 116048, Current HP: 61807, A Avg: 262579, D Avg: 116048, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 803]]
Rank 39145: 2379 - [10817, 6694, 788] - HP: 31217, STR: 129644, VIT: 51934, SPD: 32, LUK: 2, Attack: 219553, Defense: 141712, Current HP: 31217, A Avg: 274441, D Avg: 141712, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 68]]
Rank 39146: 2369 - [10817, 6695, 787] - HP: 31217, STR: 129644, VIT: 51934, SPD: 32, LUK: 2, Attack: 219553, Defense: 141712, Current HP: 31217, A Avg: 276636, D Avg: 141712, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 67]]
Rank 39152: 375 - [10521, 7589, 189] - HP: 47908, STR: 191919, VIT: 25654, SPD: 32, LUK: 1, Attack: 284105, Defense: 113482, Current HP: 47908, A Avg: 298310, D Avg: 113482, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 39170: 2895 - [10869, 6563, 867] - HP: 1508, STR: 137519, VIT: 76854, SPD: 32, LUK: 1, Attack: 229705, Defense: 164682, Current HP: 1508, A Avg: 241190, D Avg: 164682, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 39170: 2935 - [10869, 6563, 867] - HP: 1508, STR: 137519, VIT: 76854, SPD: 32, LUK: 1, Attack: 229705, Defense: 164682, Current HP: 1508, A Avg: 241190, D Avg: 197618, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 39170: 2945 - [10869, 6563, 867] - HP: 1508, STR: 137519, VIT: 76854, SPD: 32, LUK: 1, Attack: 229705, Defense: 164682, Current HP: 1508, A Avg: 241190, D Avg: 164682, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 39196: 2923 - [10869, 6589, 841] - HP: 2378, STR: 136219, VIT: 77630, SPD: 32, LUK: 1, Attack: 228405, Defense: 165198, Current HP: 2378, A Avg: 245535, D Avg: 165198, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 39197: 7964 - [10790, 6827, 682] - HP: 1577, STR: 128278, VIT: 77638, SPD: 32, LUK: 2, Attack: 220464, Defense: 165206, Current HP: 1577, A Avg: 284398, D Avg: 165206, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 67, 803]]
Rank 39207: 5723 - [11212, 5571, 1516] - HP: 95178, STR: 109019, VIT: 26430, SPD: 32, LUK: 1, Attack: 201205, Defense: 113998, Current HP: 95178, A Avg: 253518, D Avg: 136797, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 67, 806]]
Rank 39238: 2925 - [10869, 6631, 799] - HP: 1508, STR: 137519, VIT: 76854, SPD: 32, LUK: 1, Attack: 229705, Defense: 164682, Current HP: 1508, A Avg: 246932, D Avg: 164682, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 39242: 6794 - [10767, 6941, 591] - HP: 31977, STR: 128278, VIT: 52038, SPD: 32, LUK: 2, Attack: 220464, Defense: 139606, Current HP: 31977, A Avg: 303138, D Avg: 139606, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 68, 803]]
Rank 39271: 2479 - [10903, 6562, 834] - HP: 31217, STR: 78444, VIT: 103134, SPD: 32, LUK: 2, Attack: 168353, Defense: 192912, Current HP: 31217, A Avg: 176770, D Avg: 192912, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39271: 2529 - [10903, 6562, 834] - HP: 31217, STR: 78444, VIT: 103134, SPD: 32, LUK: 2, Attack: 168353, Defense: 192912, Current HP: 31217, A Avg: 176770, D Avg: 192912, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39286: 1514 - [10993, 6307, 999] - HP: 92777, STR: 128278, VIT: 26438, SPD: 32, LUK: 2, Attack: 220464, Defense: 114006, Current HP: 92777, A Avg: 231487, D Avg: 114006, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 66]]
Rank 39286: 1564 - [10993, 6307, 999] - HP: 92777, STR: 128278, VIT: 26438, SPD: 32, LUK: 2, Attack: 220464, Defense: 114006, Current HP: 92777, A Avg: 231487, D Avg: 114006, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 807]]
Rank 39288: 1835 - [10730, 7098, 471] - HP: 94308, STR: 164719, VIT: 54, SPD: 32, LUK: 1, Attack: 256905, Defense: 87882, Current HP: 94308, A Avg: 321131, D Avg: 87882, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 39292: 331 - [10673, 7273, 353] - HP: 61807, STR: 60874, VIT: 128670, SPD: 32, LUK: 2, Attack: 153060, Defense: 218448, Current HP: 61807, A Avg: 160713, D Avg: 218448, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39293: 2509 - [10910, 6563, 826] - HP: 31217, STR: 78444, VIT: 103134, SPD: 32, LUK: 2, Attack: 168353, Defense: 192912, Current HP: 31217, A Avg: 180979, D Avg: 192912, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39300: 1825 - [10736, 7092, 471] - HP: 94308, STR: 164719, VIT: 54, SPD: 32, LUK: 1, Attack: 256905, Defense: 87882, Current HP: 94308, A Avg: 323700, D Avg: 87882, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 39316: 2912 - [10867, 6715, 717] - HP: 1218, STR: 129628, VIT: 77526, SPD: 32, LUK: 1, Attack: 219537, Defense: 167304, Current HP: 1218, A Avg: 274421, D Avg: 167304, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 39317: 2902 - [10867, 6716, 716] - HP: 1218, STR: 129628, VIT: 77526, SPD: 32, LUK: 1, Attack: 219537, Defense: 167304, Current HP: 1218, A Avg: 276616, D Avg: 167304, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 39319: 334 - [10676, 7291, 332] - HP: 62377, STR: 64278, VIT: 128838, SPD: 32, LUK: 2, Attack: 156464, Defense: 216406, Current HP: 62377, A Avg: 164287, D Avg: 216406, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39344: 7994 - [10795, 6959, 545] - HP: 1577, STR: 128278, VIT: 77638, SPD: 32, LUK: 2, Attack: 220464, Defense: 165206, Current HP: 1577, A Avg: 303138, D Avg: 165206, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 803]]
Rank 39352: 373 - [10621, 7489, 189] - HP: 48778, STR: 190619, VIT: 26430, SPD: 32, LUK: 1, Attack: 282805, Defense: 113998, Current HP: 48778, A Avg: 296945, D Avg: 113998, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 39370: 1542 - [11490, 4900, 1909] - HP: 140418, STR: 104028, VIT: 26326, SPD: 32, LUK: 1, Attack: 193937, Defense: 116104, Current HP: 140418, A Avg: 208482, D Avg: 116104, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39371: 1833 - [10777, 7040, 482] - HP: 95178, STR: 163419, VIT: 830, SPD: 32, LUK: 1, Attack: 255605, Defense: 88398, Current HP: 95178, A Avg: 319506, D Avg: 88398, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 39375: 5988 - [11562, 4689, 2048] - HP: 63764, STR: 120682, VIT: 78040, SPD: 38, LUK: 1, Attack: 206495, Defense: 167818, Current HP: 63764, A Avg: 216819, D Avg: 201381, [Spear of Regression[182, 130, 130, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 66, 806]]
Rank 39387: 1596 - [11554, 4725, 2020] - HP: 146415, STR: 76846, VIT: 51528, SPD: 32, LUK: 1, Attack: 169032, Defense: 138953, Current HP: 146415, A Avg: 211290, D Avg: 138953, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 39389: 1547 - [11488, 4925, 1886] - HP: 141433, STR: 102446, VIT: 28235, SPD: 32, LUK: 1, Attack: 194632, Defense: 115023, Current HP: 141433, A Avg: 209229, D Avg: 115023, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39392: 1546 - [11523, 4823, 1953] - HP: 146415, STR: 102446, VIT: 25928, SPD: 32, LUK: 1, Attack: 194632, Defense: 113353, Current HP: 146415, A Avg: 209229, D Avg: 113353, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39412: 1823 - [10796, 7024, 479] - HP: 95178, STR: 163419, VIT: 830, SPD: 32, LUK: 1, Attack: 255605, Defense: 88398, Current HP: 95178, A Avg: 322062, D Avg: 88398, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 39416: 6078 - [11575, 4691, 2033] - HP: 63764, STR: 120682, VIT: 78040, SPD: 38, LUK: 1, Attack: 206495, Defense: 167818, Current HP: 63764, A Avg: 221982, D Avg: 201381, [Spear of Regression[182, 130, 130, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 803, 806]]
Rank 39418: 1586 - [11568, 4714, 2017] - HP: 146415, STR: 76846, VIT: 51528, SPD: 32, LUK: 1, Attack: 169032, Defense: 138953, Current HP: 146415, A Avg: 212980, D Avg: 138953, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 39418: 1874 - [10778, 7084, 437] - HP: 62377, STR: 160278, VIT: 26438, SPD: 32, LUK: 2, Attack: 252464, Defense: 114006, Current HP: 62377, A Avg: 265087, D Avg: 114006, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 66]]
Rank 39418: 1924 - [10778, 7084, 437] - HP: 62377, STR: 160278, VIT: 26438, SPD: 32, LUK: 2, Attack: 252464, Defense: 114006, Current HP: 62377, A Avg: 265087, D Avg: 114006, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 807]]
Rank 39424: 1592 - [11562, 4738, 1999] - HP: 140418, STR: 78428, VIT: 51926, SPD: 32, LUK: 1, Attack: 168337, Defense: 141704, Current HP: 140418, A Avg: 210421, D Avg: 141704, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 39425: 1991 - [10941, 6602, 756] - HP: 61807, STR: 91274, VIT: 77470, SPD: 32, LUK: 2, Attack: 183460, Defense: 167248, Current HP: 61807, A Avg: 192633, D Avg: 167248, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39425: 2041 - [10941, 6602, 756] - HP: 61807, STR: 91274, VIT: 77470, SPD: 32, LUK: 2, Attack: 183460, Defense: 167248, Current HP: 61807, A Avg: 192633, D Avg: 167248, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39442: 1582 - [11570, 4732, 1997] - HP: 140418, STR: 78428, VIT: 51926, SPD: 32, LUK: 1, Attack: 168337, Defense: 141704, Current HP: 140418, A Avg: 212104, D Avg: 141704, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 39451: 336 - [10817, 7000, 482] - HP: 98415, STR: 51246, VIT: 128328, SPD: 32, LUK: 1, Attack: 143432, Defense: 215753, Current HP: 98415, A Avg: 150603, D Avg: 215753, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 39472: 332 - [10828, 6988, 483] - HP: 94018, STR: 52828, VIT: 128726, SPD: 32, LUK: 1, Attack: 142737, Defense: 218504, Current HP: 94018, A Avg: 149873, D Avg: 218504, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 39478: 1196 - [12410, 2248, 3641] - HP: 194415, STR: 102446, VIT: 328, SPD: 32, LUK: 1, Attack: 194632, Defense: 87753, Current HP: 194415, A Avg: 204363, D Avg: 105303, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 39481: 104 - [11480, 5041, 1778] - HP: 153577, STR: 128278, VIT: 838, SPD: 32, LUK: 2, Attack: 220464, Defense: 88406, Current HP: 153577, A Avg: 231487, D Avg: 88406, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 130, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 39486: 1510 - [11518, 4932, 1849] - HP: 140708, STR: 102446, VIT: 26262, SPD: 32, LUK: 1, Attack: 194632, Defense: 116040, Current HP: 140708, A Avg: 204363, D Avg: 116040, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39486: 1560 - [11518, 4932, 1849] - HP: 140708, STR: 102446, VIT: 26262, SPD: 32, LUK: 1, Attack: 194632, Defense: 116040, Current HP: 140708, A Avg: 204363, D Avg: 116040, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39493: 6814 - [10840, 6973, 486] - HP: 31977, STR: 128278, VIT: 52038, SPD: 32, LUK: 2, Attack: 220464, Defense: 139606, Current HP: 31977, A Avg: 319672, D Avg: 139606, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 68, 807]]
Rank 39497: 2021 - [10963, 6608, 728] - HP: 61807, STR: 91274, VIT: 77470, SPD: 32, LUK: 2, Attack: 183460, Defense: 167248, Current HP: 61807, A Avg: 197219, D Avg: 167248, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39508: 8014 - [10816, 7060, 423] - HP: 1577, STR: 128278, VIT: 77638, SPD: 32, LUK: 2, Attack: 220464, Defense: 165206, Current HP: 1577, A Avg: 319672, D Avg: 165206, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 807]]
Rank 39515: 1978 - [12128, 3131, 3040] - HP: 63764, STR: 235882, VIT: 52440, SPD: 38, LUK: 1, Attack: 321695, Defense: 142218, Current HP: 63764, A Avg: 337779, D Avg: 170661, [Spear of Regression[182, 130, 130, 230], Blank Shield[244, 230, 230, 230], Black Box[323, 330, 330, 806]]
Rank 39527: 529 - [10721, 7364, 214] - HP: 817, STR: 52844, VIT: 179934, SPD: 32, LUK: 2, Attack: 142753, Defense: 269712, Current HP: 817, A Avg: 149890, D Avg: 269712, [Spectral Sword Shigure[172, 230, 230, 330], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39531: 330 - [10846, 6993, 460] - HP: 94308, STR: 51246, VIT: 128662, SPD: 32, LUK: 1, Attack: 143432, Defense: 218440, Current HP: 94308, A Avg: 150603, D Avg: 218440, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 39531: 526 - [10721, 7368, 210] - HP: 2415, STR: 51246, VIT: 179528, SPD: 32, LUK: 1, Attack: 143432, Defense: 266953, Current HP: 2415, A Avg: 150603, D Avg: 266953, [Big Bang[171, 230, 230, 330], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 39535: 6784 - [10852, 6979, 468] - HP: 31977, STR: 128278, VIT: 52038, SPD: 32, LUK: 2, Attack: 220464, Defense: 139606, Current HP: 31977, A Avg: 324082, D Avg: 139606, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 67, 807]]
Rank 39541: 7984 - [10821, 7078, 400] - HP: 1577, STR: 128278, VIT: 77638, SPD: 32, LUK: 2, Attack: 220464, Defense: 165206, Current HP: 1577, A Avg: 324082, D Avg: 165206, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 67, 807]]
Rank 39542: 113 - [12192, 2966, 3141] - HP: 234378, STR: 81819, VIT: 26430, SPD: 32, LUK: 1, Attack: 174005, Defense: 113998, Current HP: 234378, A Avg: 182705, D Avg: 113998, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 130, 230], Gold Ring[303, 230, 230, 330]]
Rank 39567: 1904 - [10835, 7062, 402] - HP: 62377, STR: 160278, VIT: 26438, SPD: 32, LUK: 2, Attack: 252464, Defense: 114006, Current HP: 62377, A Avg: 271398, D Avg: 114006, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 803]]
Rank 39572: 6754 - [10866, 6974, 459] - HP: 31977, STR: 128278, VIT: 52038, SPD: 32, LUK: 2, Attack: 220464, Defense: 139606, Current HP: 31977, A Avg: 330696, D Avg: 139606, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 67, 68]]
Rank 39573: 2910 - [10971, 6660, 668] - HP: 1508, STR: 128046, VIT: 77462, SPD: 32, LUK: 1, Attack: 220232, Defense: 167240, Current HP: 1508, A Avg: 275290, D Avg: 167240, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 39573: 7954 - [10832, 7077, 390] - HP: 1577, STR: 128278, VIT: 77638, SPD: 32, LUK: 2, Attack: 220464, Defense: 165206, Current HP: 1577, A Avg: 330696, D Avg: 165206, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 67, 68]]
Rank 39576: 229 - [11133, 6177, 989] - HP: 92017, STR: 129644, VIT: 26334, SPD: 32, LUK: 2, Attack: 219553, Defense: 116112, Current HP: 92017, A Avg: 230530, D Avg: 116112, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 39580: 2900 - [10972, 6664, 663] - HP: 1508, STR: 128046, VIT: 77462, SPD: 32, LUK: 1, Attack: 220232, Defense: 167240, Current HP: 1508, A Avg: 277492, D Avg: 167240, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 39581: 426 - [10816, 7133, 350] - HP: 50415, STR: 51246, VIT: 153928, SPD: 32, LUK: 1, Attack: 143432, Defense: 241353, Current HP: 50415, A Avg: 150603, D Avg: 241353, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 39587: 422 - [10821, 7124, 354] - HP: 47618, STR: 52828, VIT: 154326, SPD: 32, LUK: 1, Attack: 142737, Defense: 244104, Current HP: 47618, A Avg: 149873, D Avg: 244104, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 39589: 522 - [10749, 7342, 208] - HP: 1218, STR: 52828, VIT: 179926, SPD: 32, LUK: 1, Attack: 142737, Defense: 269704, Current HP: 1218, A Avg: 149873, D Avg: 269704, [Spectral Sword Shigure[172, 230, 230, 330], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 39593: 2913 - [10938, 6779, 582] - HP: 2378, STR: 136219, VIT: 77630, SPD: 32, LUK: 1, Attack: 228405, Defense: 165198, Current HP: 2378, A Avg: 285506, D Avg: 165198, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 39598: 1573 - [11516, 5050, 1733] - HP: 141578, STR: 81819, VIT: 52030, SPD: 32, LUK: 1, Attack: 174005, Defense: 139598, Current HP: 141578, A Avg: 182705, D Avg: 139598, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 39598: 1623 - [11516, 5050, 1733] - HP: 141578, STR: 81819, VIT: 52030, SPD: 32, LUK: 1, Attack: 174005, Defense: 139598, Current HP: 141578, A Avg: 182705, D Avg: 139598, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 39607: 424 - [10770, 7297, 232] - HP: 31977, STR: 64278, VIT: 154438, SPD: 32, LUK: 2, Attack: 156464, Defense: 242006, Current HP: 31977, A Avg: 164287, D Avg: 242006, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39610: 420 - [10827, 7129, 343] - HP: 47908, STR: 51246, VIT: 154262, SPD: 32, LUK: 1, Attack: 143432, Defense: 244040, Current HP: 47908, A Avg: 150603, D Avg: 244040, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 39620: 287 - [10806, 7202, 291] - HP: 95033, STR: 179246, VIT: 1035, SPD: 32, LUK: 1, Attack: 271432, Defense: 87823, Current HP: 95033, A Avg: 285003, D Avg: 87823, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 39621: 1931 - [11052, 6465, 782] - HP: 61807, STR: 121674, VIT: 51870, SPD: 32, LUK: 2, Attack: 213860, Defense: 141648, Current HP: 61807, A Avg: 224553, D Avg: 141648, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 39621: 1981 - [11052, 6465, 782] - HP: 61807, STR: 121674, VIT: 51870, SPD: 32, LUK: 2, Attack: 213860, Defense: 141648, Current HP: 61807, A Avg: 224553, D Avg: 141648, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 39624: 1551 - [11322, 5658, 1319] - HP: 92207, STR: 121674, VIT: 26270, SPD: 32, LUK: 2, Attack: 213860, Defense: 116048, Current HP: 92207, A Avg: 224553, D Avg: 139257, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 39629: 421 - [10783, 7280, 236] - HP: 31407, STR: 60874, VIT: 154270, SPD: 32, LUK: 2, Attack: 153060, Defense: 244048, Current HP: 31407, A Avg: 160713, D Avg: 244048, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39630: 520 - [10768, 7326, 205] - HP: 1508, STR: 51246, VIT: 179862, SPD: 32, LUK: 1, Attack: 143432, Defense: 269640, Current HP: 1508, A Avg: 150603, D Avg: 269640, [Big Bang[171, 230, 230, 330], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 39632: 2903 - [10938, 6818, 543] - HP: 2378, STR: 136219, VIT: 77630, SPD: 32, LUK: 1, Attack: 228405, Defense: 165198, Current HP: 2378, A Avg: 287790, D Avg: 165198, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 39636: 1856 - [11071, 6423, 805] - HP: 98415, STR: 153646, VIT: 328, SPD: 32, LUK: 1, Attack: 245832, Defense: 87753, Current HP: 98415, A Avg: 258123, D Avg: 105303, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
