Rank 40540: 8037 - [11603, 5731, 965] - HP: 3933, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 3933, A Avg: 261822, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 803, 807]]
Rank 40804: 3054 - [11557, 6133, 609] - HP: 1919, STR: 88011, VIT: 239530, SPD: 48, LUK: 1, Attack: 180197, Defense: 329308, Current HP: 1919, A Avg: 189206, D Avg: 395169, [Big Bang[171, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 40804: 3064 - [11557, 6133, 609] - HP: 1919, STR: 88011, VIT: 239530, SPD: 48, LUK: 1, Attack: 180197, Defense: 329308, Current HP: 1919, A Avg: 189206, D Avg: 329308, [Big Bang[171, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 40805: 3044 - [11557, 6134, 608] - HP: 1919, STR: 88011, VIT: 239530, SPD: 48, LUK: 1, Attack: 180197, Defense: 329308, Current HP: 1919, A Avg: 193711, D Avg: 329308, [Big Bang[171, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 40817: 6757 - [11749, 5570, 980] - HP: 38646, STR: 150138, VIT: 59470, SPD: 48, LUK: 2, Attack: 238020, Defense: 147298, Current HP: 38646, A Avg: 357030, D Avg: 147298, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 67, 68]]
Rank 40823: 2245 - [11272, 7007, 020] - HP: 54491, STR: 351818, VIT: 134, SPD: 48, LUK: 1, Attack: 441727, Defense: 87962, Current HP: 54491, A Avg: 556576, D Avg: 87962, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 630, 67]]
Rank 40823: 2255 - [11272, 7007, 020] - HP: 54491, STR: 351818, VIT: 134, SPD: 48, LUK: 1, Attack: 441727, Defense: 87962, Current HP: 54491, A Avg: 552158, D Avg: 87962, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 630, 68]]
Rank 40824: 1978 - [12054, 4662, 1583] - HP: 71155, STR: 163759, VIT: 97128, SPD: 48, LUK: 1, Attack: 253668, Defense: 186906, Current HP: 71155, A Avg: 266351, D Avg: 224287, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 630], Obsidian Ring[320, 730, 730, 806]]
Rank 40826: 1893 - [11746, 5588, 965] - HP: 70623, STR: 173658, VIT: 30238, SPD: 48, LUK: 2, Attack: 265844, Defense: 120016, Current HP: 70623, A Avg: 332305, D Avg: 120016, [Big Bang[171, 530, 530, 630], Blank Shield[244, 630, 630, 630], Tears of the Dragon[307, 630, 730, 68]]
Rank 40827: 1632 - [12025, 4752, 1522] - HP: 107977, STR: 159864, VIT: 89156, SPD: 48, LUK: 1, Attack: 245677, Defense: 178934, Current HP: 107977, A Avg: 257960, D Avg: 178934, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 66]]
Rank 40827: 1682 - [12025, 4752, 1522] - HP: 107977, STR: 159864, VIT: 89156, SPD: 48, LUK: 1, Attack: 245677, Defense: 178934, Current HP: 107977, A Avg: 257960, D Avg: 178934, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 807]]
Rank 40831: 2431 - [11709, 5704, 886] - HP: 54781, STR: 116990, VIT: 88694, SPD: 48, LUK: 1, Attack: 209176, Defense: 178472, Current HP: 54781, A Avg: 261470, D Avg: 178472, [Big Bang[171, 530, 630, 630], Blank Shield[244, 630, 630, 730], Gold Ring[303, 730, 730, 68]]
Rank 40831: 2453 - [11612, 5995, 692] - HP: 35910, STR: 138945, VIT: 88702, SPD: 48, LUK: 2, Attack: 231131, Defense: 178480, Current HP: 35910, A Avg: 242687, D Avg: 214176, [Big Bang[171, 530, 630, 630], Blank Shield[244, 630, 630, 730], Tears of the Dragon[307, 730, 730, 806]]
Rank 40833: 6978 - [11991, 4860, 1448] - HP: 36442, STR: 123565, VIT: 144630, SPD: 48, LUK: 1, Attack: 213474, Defense: 234408, Current HP: 36442, A Avg: 229484, D Avg: 281289, [Spectral Sword Shigure[172, 530, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 803, 806]]
Rank 40840: 2421 - [11713, 5701, 885] - HP: 54781, STR: 116990, VIT: 88694, SPD: 48, LUK: 1, Attack: 209176, Defense: 178472, Current HP: 54781, A Avg: 263561, D Avg: 178472, [Big Bang[171, 530, 630, 630], Blank Shield[244, 630, 630, 730], Gold Ring[303, 730, 730, 67]]
Rank 40843: 2433 - [11578, 6109, 612] - HP: 35910, STR: 138945, VIT: 88702, SPD: 48, LUK: 2, Attack: 231131, Defense: 178480, Current HP: 35910, A Avg: 288913, D Avg: 178480, [Big Bang[171, 530, 630, 630], Blank Shield[244, 630, 630, 730], Tears of the Dragon[307, 730, 730, 68]]
Rank 40846: 9895 - [12394, 3664, 2241] - HP: 160457, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 160457, A Avg: 336065, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 66, 68, 803]]
Rank 40847: 1662 - [12032, 4751, 1516] - HP: 107977, STR: 159864, VIT: 89156, SPD: 48, LUK: 1, Attack: 245677, Defense: 178934, Current HP: 107977, A Avg: 264102, D Avg: 178934, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 803]]
Rank 40855: 16025 - [11796, 5467, 1036] - HP: 54491, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 54491, A Avg: 496154, D Avg: 164071, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 67], Gold Ring[303, 68, 806, 807]]
Rank 40864: 365 - [11285, 7009, 005] - HP: 54491, STR: 401147, VIT: 134, SPD: 48, LUK: 1, Attack: 491056, Defense: 87962, Current HP: 54491, A Avg: 515608, D Avg: 87962, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 630, 630]]
Rank 40866: 13315 - [11457, 6495, 347] - HP: 1508, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 1508, A Avg: 425923, D Avg: 146426, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 66, 68, 807]]
Rank 40866: 13435 - [11457, 6495, 347] - HP: 1508, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 1508, A Avg: 425923, D Avg: 204996, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 68, 806, 807]]
Rank 40872: 2979 - [11636, 5964, 699] - HP: 2668, STR: 124472, VIT: 118014, SPD: 48, LUK: 1, Attack: 216658, Defense: 205582, Current HP: 2668, A Avg: 270822, D Avg: 205582, [Big Bang[171, 630, 630, 630], Storm Wall[242, 630, 730, 730], Gold Ring[303, 730, 730, 68]]
Rank 40872: 11745 - [11501, 6369, 429] - HP: 54491, STR: 253160, VIT: 134, SPD: 48, LUK: 1, Attack: 343069, Defense: 87962, Current HP: 54491, A Avg: 360222, D Avg: 123146, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 66, 806, 807]]
Rank 40874: 2423 - [11592, 6098, 609] - HP: 35910, STR: 138945, VIT: 88702, SPD: 48, LUK: 2, Attack: 231131, Defense: 178480, Current HP: 35910, A Avg: 291225, D Avg: 178480, [Big Bang[171, 530, 630, 630], Blank Shield[244, 630, 630, 730], Tears of the Dragon[307, 730, 730, 67]]
Rank 40875: 1879 - [11940, 5055, 1304] - HP: 108634, STR: 155531, VIT: 30318, SPD: 48, LUK: 1, Attack: 247717, Defense: 117886, Current HP: 108634, A Avg: 260102, D Avg: 117886, [Big Bang[171, 530, 530, 630], Storm Wall[242, 630, 630, 630], Gold Ring[303, 630, 730, 66]]
Rank 40875: 1929 - [11940, 5055, 1304] - HP: 108634, STR: 155531, VIT: 30318, SPD: 48, LUK: 1, Attack: 247717, Defense: 117886, Current HP: 108634, A Avg: 260102, D Avg: 117886, [Big Bang[171, 530, 530, 630], Storm Wall[242, 630, 630, 630], Gold Ring[303, 630, 730, 807]]
Rank 40876: 1479 - [12381, 3733, 2185] - HP: 161617, STR: 155531, VIT: 1086, SPD: 48, LUK: 1, Attack: 247717, Defense: 88654, Current HP: 161617, A Avg: 309646, D Avg: 88654, [Big Bang[171, 530, 530, 530], Storm Wall[242, 630, 630, 630], Gold Ring[303, 630, 630, 68]]
Rank 40877: 122 - [11983, 4928, 1388] - HP: 177403, STR: 159864, VIT: 59924, SPD: 48, LUK: 1, Attack: 245677, Defense: 149702, Current HP: 177403, A Avg: 257960, D Avg: 149702, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Mobius Ring[316, 630, 730, 730]]
Rank 40879: 1491 - [12591, 3106, 2602] - HP: 160747, STR: 146222, VIT: 998, SPD: 48, LUK: 1, Attack: 238408, Defense: 90776, Current HP: 160747, A Avg: 250328, D Avg: 108931, [Big Bang[171, 530, 530, 530], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 630, 806]]
Rank 40879: 1883 - [11769, 5572, 958] - HP: 70623, STR: 173658, VIT: 30238, SPD: 48, LUK: 2, Attack: 265844, Defense: 120016, Current HP: 70623, A Avg: 334963, D Avg: 120016, [Big Bang[171, 530, 530, 630], Blank Shield[244, 630, 630, 630], Tears of the Dragon[307, 630, 730, 67]]
Rank 40879: 11765 - [11417, 6628, 254] - HP: 54491, STR: 253160, VIT: 134, SPD: 48, LUK: 1, Attack: 343069, Defense: 87962, Current HP: 54491, A Avg: 514603, D Avg: 105554, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 67, 68, 806]]
Rank 40880: 3024 - [11557, 6209, 533] - HP: 1919, STR: 88011, VIT: 239530, SPD: 48, LUK: 1, Attack: 180197, Defense: 329308, Current HP: 1919, A Avg: 227048, D Avg: 329308, [Big Bang[171, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 40880: 3034 - [11557, 6209, 533] - HP: 1919, STR: 88011, VIT: 239530, SPD: 48, LUK: 1, Attack: 180197, Defense: 329308, Current HP: 1919, A Avg: 225246, D Avg: 329308, [Big Bang[171, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 40895: 2969 - [11647, 5954, 698] - HP: 2668, STR: 124472, VIT: 118014, SPD: 48, LUK: 1, Attack: 216658, Defense: 205582, Current HP: 2668, A Avg: 272989, D Avg: 205582, [Big Bang[171, 630, 630, 630], Storm Wall[242, 630, 730, 730], Gold Ring[303, 730, 730, 67]]
Rank 40906: 1559 - [12420, 3646, 2233] - HP: 161617, STR: 124472, VIT: 30318, SPD: 48, LUK: 1, Attack: 216658, Defense: 117886, Current HP: 161617, A Avg: 227490, D Avg: 141463, [Big Bang[171, 530, 530, 530], Storm Wall[242, 630, 630, 630], Gold Ring[303, 630, 730, 806]]
Rank 40913: 13285 - [11467, 6512, 320] - HP: 1508, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 1508, A Avg: 431797, D Avg: 146426, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 66, 67, 807]]
Rank 40913: 13405 - [11467, 6512, 320] - HP: 1508, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 1508, A Avg: 431797, D Avg: 204996, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 67, 806, 807]]
Rank 40960: 13255 - [11474, 6538, 287] - HP: 1508, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 1508, A Avg: 440610, D Avg: 146426, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 66, 67, 68]]
Rank 40960: 13365 - [11474, 6538, 287] - HP: 1508, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 1508, A Avg: 440610, D Avg: 175711, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 67, 68, 806]]
Rank 40964: 6055 - [11841, 5441, 1017] - HP: 107474, STR: 105173, VIT: 87830, SPD: 48, LUK: 1, Attack: 195082, Defense: 175658, Current HP: 107474, A Avg: 243852, D Avg: 210789, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 68, 806]]
Rank 40973: 327 - [11688, 5909, 702] - HP: 73359, STR: 113598, VIT: 117934, SPD: 48, LUK: 2, Attack: 201480, Defense: 205762, Current HP: 73359, A Avg: 211554, D Avg: 205762, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 40984: 1896 - [12081, 4741, 1477] - HP: 107474, STR: 148076, VIT: 30294, SPD: 48, LUK: 1, Attack: 237985, Defense: 120072, Current HP: 107474, A Avg: 297481, D Avg: 120072, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 730, 68]]
Rank 40989: 6025 - [11853, 5430, 1016] - HP: 107474, STR: 105173, VIT: 87830, SPD: 48, LUK: 1, Attack: 195082, Defense: 175658, Current HP: 107474, A Avg: 245803, D Avg: 210789, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 67, 806]]
Rank 40990: 1913 - [11889, 5323, 1087] - HP: 70623, STR: 173658, VIT: 30238, SPD: 48, LUK: 2, Attack: 265844, Defense: 120016, Current HP: 70623, A Avg: 279136, D Avg: 144019, [Big Bang[171, 530, 530, 630], Blank Shield[244, 630, 630, 630], Tears of the Dragon[307, 630, 730, 806]]
Rank 40997: 1497 - [12074, 4775, 1450] - HP: 108072, STR: 186678, VIT: 1006, SPD: 48, LUK: 2, Attack: 274560, Defense: 88834, Current HP: 108072, A Avg: 288288, D Avg: 106600, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 806]]
Rank 41000: 11935 - [11664, 6008, 627] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 323114, D Avg: 117194, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 66, 803, 807]]
Rank 41002: 2317 - [11533, 6403, 363] - HP: 38646, STR: 223218, VIT: 30238, SPD: 48, LUK: 2, Attack: 311100, Defense: 118066, Current HP: 38646, A Avg: 388875, D Avg: 118066, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 68]]
Rank 41009: 13395 - [11477, 6578, 244] - HP: 1508, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 1508, A Avg: 452359, D Avg: 146426, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 67, 803, 807]]
Rank 41014: 1469 - [12446, 3676, 2177] - HP: 161617, STR: 155531, VIT: 1086, SPD: 48, LUK: 1, Attack: 247717, Defense: 88654, Current HP: 161617, A Avg: 312123, D Avg: 88654, [Big Bang[171, 530, 530, 530], Storm Wall[242, 630, 630, 630], Gold Ring[303, 630, 630, 67]]
Rank 41016: 6435 - [11443, 6687, 169] - HP: 54491, STR: 302489, VIT: 134, SPD: 48, LUK: 1, Attack: 392398, Defense: 87962, Current HP: 54491, A Avg: 412017, D Avg: 105554, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 66, 806]]
Rank 41016: 7142 - [12217, 4365, 1717] - HP: 38551, STR: 159864, VIT: 118388, SPD: 48, LUK: 1, Attack: 245677, Defense: 208166, Current HP: 38551, A Avg: 257960, D Avg: 291432, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 806, 807]]
Rank 41018: 287 - [11547, 6377, 375] - HP: 73359, STR: 259758, VIT: 1006, SPD: 48, LUK: 2, Attack: 347640, Defense: 88834, Current HP: 73359, A Avg: 365022, D Avg: 88834, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 630]]
Rank 41019: 2953 - [11674, 5997, 628] - HP: 1197, STR: 138945, VIT: 117934, SPD: 48, LUK: 2, Attack: 231131, Defense: 207712, Current HP: 1197, A Avg: 242687, D Avg: 207712, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 730, 730], Tears of the Dragon[307, 730, 730, 66]]
Rank 41019: 3003 - [11674, 5997, 628] - HP: 1197, STR: 138945, VIT: 117934, SPD: 48, LUK: 2, Attack: 231131, Defense: 207712, Current HP: 1197, A Avg: 242687, D Avg: 207712, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 730, 730], Tears of the Dragon[307, 730, 730, 807]]
Rank 41032: 2307 - [11548, 6388, 363] - HP: 38646, STR: 223218, VIT: 30238, SPD: 48, LUK: 2, Attack: 311100, Defense: 118066, Current HP: 38646, A Avg: 391986, D Avg: 118066, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 67]]
Rank 41043: 1877 - [11835, 5538, 926] - HP: 73359, STR: 186678, VIT: 30238, SPD: 48, LUK: 2, Attack: 274560, Defense: 118066, Current HP: 73359, A Avg: 288288, D Avg: 118066, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 66]]
Rank 41043: 1927 - [11835, 5538, 926] - HP: 73359, STR: 186678, VIT: 30238, SPD: 48, LUK: 2, Attack: 274560, Defense: 118066, Current HP: 73359, A Avg: 288288, D Avg: 118066, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 807]]
Rank 41044: 1886 - [12107, 4723, 1469] - HP: 107474, STR: 148076, VIT: 30294, SPD: 48, LUK: 1, Attack: 237985, Defense: 120072, Current HP: 107474, A Avg: 299861, D Avg: 120072, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 730, 67]]
Rank 41048: 6958 - [12019, 4991, 1289] - HP: 36442, STR: 123565, VIT: 144630, SPD: 48, LUK: 1, Attack: 213474, Defense: 234408, Current HP: 36442, A Avg: 266842, D Avg: 281289, [Spectral Sword Shigure[172, 530, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 68, 806]]
Rank 41050: 6928 - [12020, 4990, 1289] - HP: 36442, STR: 123565, VIT: 144630, SPD: 48, LUK: 1, Attack: 213474, Defense: 234408, Current HP: 36442, A Avg: 268977, D Avg: 281289, [Spectral Sword Shigure[172, 530, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 67, 806]]
Rank 41062: 1909 - [12014, 5020, 1265] - HP: 108634, STR: 155531, VIT: 30318, SPD: 48, LUK: 1, Attack: 247717, Defense: 117886, Current HP: 108634, A Avg: 266295, D Avg: 117886, [Big Bang[171, 530, 530, 630], Storm Wall[242, 630, 630, 630], Gold Ring[303, 630, 730, 803]]
Rank 41074: 250 - [11917, 5323, 1059] - HP: 108433, STR: 137998, VIT: 118728, SPD: 57, LUK: 1, Attack: 223811, Defense: 208506, Current HP: 108433, A Avg: 235001, D Avg: 208506, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 41074: 2983 - [11687, 6013, 599] - HP: 1197, STR: 138945, VIT: 117934, SPD: 48, LUK: 2, Attack: 231131, Defense: 207712, Current HP: 1197, A Avg: 248465, D Avg: 207712, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 730, 730], Tears of the Dragon[307, 730, 730, 803]]
Rank 41075: 11845 - [11573, 6356, 370] - HP: 54491, STR: 253160, VIT: 134, SPD: 48, LUK: 1, Attack: 343069, Defense: 87962, Current HP: 54491, A Avg: 377375, D Avg: 123146, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 803, 806, 807]]
Rank 41079: 1295 - [12336, 4071, 1892] - HP: 213440, STR: 105173, VIT: 58598, SPD: 48, LUK: 1, Attack: 195082, Defense: 146426, Current HP: 213440, A Avg: 243852, D Avg: 146426, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Gold Ring[303, 730, 730, 68]]
Rank 41082: 6998 - [12066, 4884, 1349] - HP: 36442, STR: 123565, VIT: 144630, SPD: 48, LUK: 1, Attack: 213474, Defense: 234408, Current HP: 36442, A Avg: 224147, D Avg: 328171, [Spectral Sword Shigure[172, 530, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 806, 807]]
Rank 41089: 13355 - [11485, 6634, 180] - HP: 1508, STR: 203831, VIT: 58598, SPD: 48, LUK: 1, Attack: 293740, Defense: 146426, Current HP: 1508, A Avg: 484671, D Avg: 146426, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 67, 68, 803]]
Rank 41097: 1285 - [12345, 4062, 1892] - HP: 213440, STR: 105173, VIT: 58598, SPD: 48, LUK: 1, Attack: 195082, Defense: 146426, Current HP: 213440, A Avg: 245803, D Avg: 146426, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Gold Ring[303, 730, 730, 67]]
Rank 41117: 2993 - [11716, 5969, 614] - HP: 1197, STR: 138945, VIT: 117934, SPD: 48, LUK: 2, Attack: 231131, Defense: 207712, Current HP: 1197, A Avg: 242687, D Avg: 249254, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 730, 730], Tears of the Dragon[307, 730, 730, 806]]
Rank 41117: 7917 - [11800, 5717, 782] - HP: 3933, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 3933, A Avg: 297525, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 66, 68]]
Rank 41118: 1907 - [11869, 5511, 919] - HP: 73359, STR: 186678, VIT: 30238, SPD: 48, LUK: 2, Attack: 274560, Defense: 118066, Current HP: 73359, A Avg: 295152, D Avg: 118066, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 803]]
Rank 41118: 12135 - [11887, 5457, 955] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 268852, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 66, 803, 807]]
Rank 41128: 1891 - [12141, 4705, 1453] - HP: 107764, STR: 146222, VIT: 30230, SPD: 48, LUK: 1, Attack: 238408, Defense: 120008, Current HP: 107764, A Avg: 298010, D Avg: 120008, [Big Bang[171, 530, 530, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 730, 68]]
Rank 41128: 2337 - [11657, 6157, 485] - HP: 38646, STR: 223218, VIT: 30238, SPD: 48, LUK: 2, Attack: 311100, Defense: 118066, Current HP: 38646, A Avg: 326655, D Avg: 141679, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 730, 806]]
Rank 41133: 2837 - [11631, 6240, 428] - HP: 3933, STR: 223218, VIT: 59470, SPD: 48, LUK: 2, Attack: 311100, Defense: 147298, Current HP: 3933, A Avg: 326655, D Avg: 147298, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 66]]
