Rank 38334: 3078 - [10172, 7818, 309] - HP: 722, STR: 52700, VIT: 154166, SPD: 24, LUK: 2, Attack: 142609, Defense: 243944, Current HP: 722, A Avg: 149739, D Avg: 243944, [Spectral Sword Shigure[172, 230, 230, 330], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 38672: 2573 - [10297, 7781, 221] - HP: 31882, STR: 64268, VIT: 128710, SPD: 24, LUK: 2, Attack: 156454, Defense: 216278, Current HP: 31882, A Avg: 164276, D Avg: 259533, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 38697: 6992 - [10658, 6723, 918] - HP: 48633, STR: 81810, VIT: 77502, SPD: 24, LUK: 1, Attack: 173996, Defense: 165070, Current HP: 48633, A Avg: 182695, D Avg: 231097, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 806, 807]]
Rank 38706: 2070 - [10508, 7182, 609] - HP: 94163, STR: 51238, VIT: 102894, SPD: 24, LUK: 1, Attack: 143424, Defense: 192672, Current HP: 94163, A Avg: 179280, D Avg: 192672, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38707: 2571 - [10320, 7747, 232] - HP: 31312, STR: 60864, VIT: 128502, SPD: 24, LUK: 2, Attack: 153050, Defense: 218280, Current HP: 31312, A Avg: 160702, D Avg: 261936, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 38711: 1477 - [11059, 5534, 1706] - HP: 141288, STR: 128038, VIT: 814, SPD: 24, LUK: 1, Attack: 220224, Defense: 87602, Current HP: 141288, A Avg: 275280, D Avg: 87602, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 38716: 2060 - [10512, 7180, 607] - HP: 94163, STR: 51238, VIT: 102894, SPD: 24, LUK: 1, Attack: 143424, Defense: 192672, Current HP: 94163, A Avg: 180714, D Avg: 192672, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38749: 1570 - [11131, 5356, 1812] - HP: 140563, STR: 76838, VIT: 51694, SPD: 24, LUK: 1, Attack: 169024, Defense: 141472, Current HP: 140563, A Avg: 177475, D Avg: 141472, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 38749: 1620 - [11131, 5356, 1812] - HP: 140563, STR: 76838, VIT: 51694, SPD: 24, LUK: 1, Attack: 169024, Defense: 141472, Current HP: 140563, A Avg: 177475, D Avg: 141472, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 38770: 2074 - [10513, 7231, 555] - HP: 94163, STR: 55613, VIT: 102446, SPD: 24, LUK: 1, Attack: 147799, Defense: 190274, Current HP: 94163, A Avg: 184748, D Avg: 190274, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38779: 2064 - [10517, 7228, 554] - HP: 94163, STR: 55613, VIT: 102446, SPD: 24, LUK: 1, Attack: 147799, Defense: 190274, Current HP: 94163, A Avg: 186226, D Avg: 190274, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38783: 2535 - [10399, 7586, 314] - HP: 50040, STR: 51238, VIT: 128248, SPD: 24, LUK: 1, Attack: 143424, Defense: 215673, Current HP: 50040, A Avg: 150595, D Avg: 215673, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 38783: 2585 - [10399, 7586, 314] - HP: 50040, STR: 51238, VIT: 128248, SPD: 24, LUK: 1, Attack: 143424, Defense: 215673, Current HP: 50040, A Avg: 150595, D Avg: 215673, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 38785: 1467 - [11094, 5503, 1702] - HP: 141288, STR: 128038, VIT: 814, SPD: 24, LUK: 1, Attack: 220224, Defense: 87602, Current HP: 141288, A Avg: 277482, D Avg: 87602, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 38787: 1459 - [10955, 5922, 1422] - HP: 141143, STR: 137747, VIT: 766, SPD: 24, LUK: 1, Attack: 227656, Defense: 88334, Current HP: 141143, A Avg: 239038, D Avg: 88334, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 66]]
Rank 38787: 1509 - [10955, 5922, 1422] - HP: 141143, STR: 137747, VIT: 766, SPD: 24, LUK: 1, Attack: 227656, Defense: 88334, Current HP: 141143, A Avg: 239038, D Avg: 88334, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 807]]
Rank 38796: 2079 - [10530, 7206, 563] - HP: 94743, STR: 56147, VIT: 103166, SPD: 24, LUK: 1, Attack: 146056, Defense: 190734, Current HP: 94743, A Avg: 182570, D Avg: 190734, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38815: 2069 - [10538, 7201, 560] - HP: 94743, STR: 56147, VIT: 103166, SPD: 24, LUK: 1, Attack: 146056, Defense: 190734, Current HP: 94743, A Avg: 184030, D Avg: 190734, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38818: 1515 - [11227, 5137, 1935] - HP: 146040, STR: 102438, VIT: 25848, SPD: 24, LUK: 1, Attack: 194624, Defense: 113273, Current HP: 146040, A Avg: 204355, D Avg: 113273, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 38818: 1543 - [10709, 6691, 899] - HP: 92682, STR: 128268, VIT: 26310, SPD: 24, LUK: 2, Attack: 220454, Defense: 113878, Current HP: 92682, A Avg: 236988, D Avg: 113878, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 803]]
Rank 38818: 1565 - [11227, 5137, 1935] - HP: 146040, STR: 102438, VIT: 25848, SPD: 24, LUK: 1, Attack: 194624, Defense: 113273, Current HP: 146040, A Avg: 204355, D Avg: 113273, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 38837: 2565 - [10420, 7577, 302] - HP: 50040, STR: 51238, VIT: 128248, SPD: 24, LUK: 1, Attack: 143424, Defense: 215673, Current HP: 50040, A Avg: 154180, D Avg: 215673, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 38842: 2062 - [10551, 7189, 559] - HP: 95033, STR: 54610, VIT: 103102, SPD: 24, LUK: 1, Attack: 146796, Defense: 190670, Current HP: 95033, A Avg: 184962, D Avg: 190670, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 38842: 2072 - [10551, 7189, 559] - HP: 95033, STR: 54610, VIT: 103102, SPD: 24, LUK: 1, Attack: 146796, Defense: 190670, Current HP: 95033, A Avg: 183495, D Avg: 190670, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 38844: 1893 - [10399, 7647, 253] - HP: 62282, STR: 160268, VIT: 26310, SPD: 24, LUK: 2, Attack: 252454, Defense: 113878, Current HP: 62282, A Avg: 315567, D Avg: 113878, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 68]]
Rank 38848: 228 - [10759, 6571, 969] - HP: 91922, STR: 129500, VIT: 26166, SPD: 24, LUK: 2, Attack: 219409, Defense: 115944, Current HP: 91922, A Avg: 230379, D Avg: 115944, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 38849: 1875 - [10768, 6545, 986] - HP: 98040, STR: 128038, VIT: 25848, SPD: 24, LUK: 1, Attack: 220224, Defense: 113273, Current HP: 98040, A Avg: 231235, D Avg: 113273, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 38849: 1925 - [10768, 6545, 986] - HP: 98040, STR: 128038, VIT: 25848, SPD: 24, LUK: 1, Attack: 220224, Defense: 113273, Current HP: 98040, A Avg: 231235, D Avg: 113273, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 38855: 1551 - [10947, 6014, 1338] - HP: 92112, STR: 121664, VIT: 26102, SPD: 24, LUK: 2, Attack: 213850, Defense: 115880, Current HP: 92112, A Avg: 224542, D Avg: 139056, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 38855: 2095 - [10626, 6977, 696] - HP: 98040, STR: 51238, VIT: 102648, SPD: 24, LUK: 1, Attack: 143424, Defense: 190073, Current HP: 98040, A Avg: 150595, D Avg: 228087, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 38859: 213 - [10359, 7782, 158] - HP: 92682, STR: 192268, VIT: 710, SPD: 24, LUK: 2, Attack: 284454, Defense: 88278, Current HP: 92682, A Avg: 298676, D Avg: 88278, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 38867: 6803 - [10573, 7148, 578] - HP: 31882, STR: 128268, VIT: 51910, SPD: 24, LUK: 2, Attack: 220454, Defense: 139478, Current HP: 31882, A Avg: 275567, D Avg: 167373, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 68, 806]]
Rank 38871: 6997 - [10673, 6852, 774] - HP: 48488, STR: 76838, VIT: 82414, SPD: 24, LUK: 1, Attack: 169024, Defense: 169202, Current HP: 48488, A Avg: 177475, D Avg: 236882, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 806, 807]]
Rank 38875: 1613 - [10922, 6109, 1268] - HP: 92682, STR: 96268, VIT: 51910, SPD: 24, LUK: 2, Attack: 188454, Defense: 139478, Current HP: 92682, A Avg: 197876, D Avg: 167373, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 38882: 2536 - [10441, 7559, 299] - HP: 47473, STR: 52684, VIT: 128558, SPD: 24, LUK: 1, Attack: 142593, Defense: 218336, Current HP: 47473, A Avg: 149722, D Avg: 218336, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 38882: 2586 - [10441, 7559, 299] - HP: 47473, STR: 52684, VIT: 128558, SPD: 24, LUK: 1, Attack: 142593, Defense: 218336, Current HP: 47473, A Avg: 149722, D Avg: 218336, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 38883: 1517 - [11223, 5214, 1862] - HP: 141288, STR: 102438, VIT: 28014, SPD: 24, LUK: 1, Attack: 194624, Defense: 114802, Current HP: 141288, A Avg: 204355, D Avg: 114802, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 38883: 1567 - [11223, 5214, 1862] - HP: 141288, STR: 102438, VIT: 28014, SPD: 24, LUK: 1, Attack: 194624, Defense: 114802, Current HP: 141288, A Avg: 204355, D Avg: 114802, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 38889: 6773 - [10580, 7149, 570] - HP: 31882, STR: 128268, VIT: 51910, SPD: 24, LUK: 2, Attack: 220454, Defense: 139478, Current HP: 31882, A Avg: 277772, D Avg: 167373, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 67, 806]]
Rank 38891: 1883 - [10418, 7637, 244] - HP: 62282, STR: 160268, VIT: 26310, SPD: 24, LUK: 2, Attack: 252454, Defense: 113878, Current HP: 62282, A Avg: 318092, D Avg: 113878, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 67]]
Rank 38896: 1931 - [10682, 6850, 767] - HP: 61712, STR: 121664, VIT: 51702, SPD: 24, LUK: 2, Attack: 213850, Defense: 141480, Current HP: 61712, A Avg: 224542, D Avg: 141480, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 38896: 1981 - [10682, 6850, 767] - HP: 61712, STR: 121664, VIT: 51702, SPD: 24, LUK: 2, Attack: 213850, Defense: 141480, Current HP: 61712, A Avg: 224542, D Avg: 141480, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 38896: 2096 - [10639, 6979, 681] - HP: 93873, STR: 52684, VIT: 102958, SPD: 24, LUK: 1, Attack: 142593, Defense: 192736, Current HP: 93873, A Avg: 149722, D Avg: 231283, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 38915: 1516 - [11246, 5177, 1876] - HP: 140273, STR: 103884, VIT: 26158, SPD: 24, LUK: 1, Attack: 193793, Defense: 115936, Current HP: 140273, A Avg: 203482, D Avg: 115936, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 38915: 1566 - [11246, 5177, 1876] - HP: 140273, STR: 103884, VIT: 26158, SPD: 24, LUK: 1, Attack: 193793, Defense: 115936, Current HP: 140273, A Avg: 203482, D Avg: 115936, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 38918: 2566 - [10455, 7553, 291] - HP: 47473, STR: 52684, VIT: 128558, SPD: 24, LUK: 1, Attack: 142593, Defense: 218336, Current HP: 47473, A Avg: 153287, D Avg: 218336, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 38926: 253 - [10550, 7276, 473] - HP: 92682, STR: 64268, VIT: 103110, SPD: 24, LUK: 2, Attack: 156454, Defense: 190678, Current HP: 92682, A Avg: 164276, D Avg: 190678, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 38926: 284 - [10391, 7753, 155] - HP: 94163, STR: 191613, VIT: 46, SPD: 24, LUK: 1, Attack: 283799, Defense: 87874, Current HP: 94163, A Avg: 297988, D Avg: 87874, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 38933: 1577 - [11209, 5306, 1784] - HP: 141288, STR: 76838, VIT: 55214, SPD: 24, LUK: 1, Attack: 169024, Defense: 142002, Current HP: 141288, A Avg: 177475, D Avg: 142002, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 38933: 1627 - [11209, 5306, 1784] - HP: 141288, STR: 76838, VIT: 55214, SPD: 24, LUK: 1, Attack: 169024, Defense: 142002, Current HP: 141288, A Avg: 177475, D Avg: 142002, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 38934: 1454 - [11005, 5919, 1375] - HP: 140563, STR: 137213, VIT: 46, SPD: 24, LUK: 1, Attack: 229399, Defense: 87874, Current HP: 140563, A Avg: 240868, D Avg: 87874, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 66]]
Rank 38934: 1504 - [11005, 5919, 1375] - HP: 140563, STR: 137213, VIT: 46, SPD: 24, LUK: 1, Attack: 229399, Defense: 87874, Current HP: 140563, A Avg: 240868, D Avg: 87874, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 807]]
Rank 38952: 6843 - [10754, 6690, 855] - HP: 31882, STR: 128268, VIT: 51910, SPD: 24, LUK: 2, Attack: 220454, Defense: 139478, Current HP: 31882, A Avg: 231476, D Avg: 195269, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 806, 807]]
Rank 38953: 1452 - [11019, 5896, 1384] - HP: 141433, STR: 136210, VIT: 702, SPD: 24, LUK: 1, Attack: 228396, Defense: 88270, Current HP: 141433, A Avg: 239815, D Avg: 88270, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 66]]
Rank 38953: 1502 - [11019, 5896, 1384] - HP: 141433, STR: 136210, VIT: 702, SPD: 24, LUK: 1, Attack: 228396, Defense: 88270, Current HP: 141433, A Avg: 239815, D Avg: 88270, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 807]]
Rank 38955: 1600 - [11219, 5298, 1782] - HP: 140563, STR: 76838, VIT: 51694, SPD: 24, LUK: 1, Attack: 169024, Defense: 141472, Current HP: 140563, A Avg: 181700, D Avg: 141472, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 38956: 2530 - [10467, 7555, 277] - HP: 47763, STR: 51238, VIT: 128494, SPD: 24, LUK: 1, Attack: 143424, Defense: 218272, Current HP: 47763, A Avg: 150595, D Avg: 218272, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 38956: 2580 - [10467, 7555, 277] - HP: 47763, STR: 51238, VIT: 128494, SPD: 24, LUK: 1, Attack: 143424, Defense: 218272, Current HP: 47763, A Avg: 150595, D Avg: 218272, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 38968: 251 - [10584, 7216, 499] - HP: 92112, STR: 60864, VIT: 102902, SPD: 24, LUK: 2, Attack: 153050, Defense: 192680, Current HP: 92112, A Avg: 160702, D Avg: 192680, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 38979: 5949 - [11145, 5544, 1610] - HP: 94743, STR: 83347, VIT: 51966, SPD: 24, LUK: 1, Attack: 173256, Defense: 139534, Current HP: 94743, A Avg: 181918, D Avg: 195347, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 806, 807]]
Rank 38991: 5944 - [11135, 5586, 1578] - HP: 94163, STR: 82813, VIT: 51246, SPD: 24, LUK: 1, Attack: 174999, Defense: 139074, Current HP: 94163, A Avg: 183748, D Avg: 194703, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 806, 807]]
Rank 38999: 2057 - [10578, 7265, 456] - HP: 94888, STR: 51238, VIT: 109614, SPD: 24, LUK: 1, Attack: 143424, Defense: 196402, Current HP: 94888, A Avg: 150595, D Avg: 196402, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 38999: 2107 - [10578, 7265, 456] - HP: 94888, STR: 51238, VIT: 109614, SPD: 24, LUK: 1, Attack: 143424, Defense: 196402, Current HP: 94888, A Avg: 150595, D Avg: 196402, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 39000: 2560 - [10483, 7551, 265] - HP: 47763, STR: 51238, VIT: 128494, SPD: 24, LUK: 1, Attack: 143424, Defense: 218272, Current HP: 47763, A Avg: 154180, D Avg: 218272, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39001: 1961 - [10720, 6841, 738] - HP: 61712, STR: 121664, VIT: 51702, SPD: 24, LUK: 2, Attack: 213850, Defense: 141480, Current HP: 61712, A Avg: 229888, D Avg: 141480, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 803]]
Rank 39009: 2539 - [10477, 7578, 244] - HP: 48343, STR: 56147, VIT: 128766, SPD: 24, LUK: 1, Attack: 146056, Defense: 216334, Current HP: 48343, A Avg: 153358, D Avg: 216334, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 39009: 2589 - [10477, 7578, 244] - HP: 48343, STR: 56147, VIT: 128766, SPD: 24, LUK: 1, Attack: 146056, Defense: 216334, Current HP: 48343, A Avg: 153358, D Avg: 216334, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 39016: 2569 - [10480, 7576, 243] - HP: 48343, STR: 56147, VIT: 128766, SPD: 24, LUK: 1, Attack: 146056, Defense: 216334, Current HP: 48343, A Avg: 157010, D Avg: 216334, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39025: 2555 - [10487, 7564, 248] - HP: 50040, STR: 51238, VIT: 128248, SPD: 24, LUK: 1, Attack: 143424, Defense: 215673, Current HP: 50040, A Avg: 179280, D Avg: 215673, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 39027: 1877 - [10834, 6525, 940] - HP: 94888, STR: 128038, VIT: 28014, SPD: 24, LUK: 1, Attack: 220224, Defense: 114802, Current HP: 94888, A Avg: 231235, D Avg: 114802, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39027: 1927 - [10834, 6525, 940] - HP: 94888, STR: 128038, VIT: 28014, SPD: 24, LUK: 1, Attack: 220224, Defense: 114802, Current HP: 94888, A Avg: 231235, D Avg: 114802, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39035: 289 - [10449, 7688, 162] - HP: 94743, STR: 192147, VIT: 766, SPD: 24, LUK: 1, Attack: 282056, Defense: 88334, Current HP: 94743, A Avg: 296158, D Avg: 88334, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 39035: 2545 - [10492, 7559, 248] - HP: 50040, STR: 51238, VIT: 128248, SPD: 24, LUK: 1, Attack: 143424, Defense: 215673, Current HP: 50040, A Avg: 180714, D Avg: 215673, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 39040: 2534 - [10485, 7585, 229] - HP: 47763, STR: 55613, VIT: 128046, SPD: 24, LUK: 1, Attack: 147799, Defense: 215874, Current HP: 47763, A Avg: 155188, D Avg: 215874, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 39040: 2584 - [10485, 7585, 229] - HP: 47763, STR: 55613, VIT: 128046, SPD: 24, LUK: 1, Attack: 147799, Defense: 215874, Current HP: 47763, A Avg: 155188, D Avg: 215874, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 39043: 2532 - [10491, 7570, 238] - HP: 48633, STR: 54610, VIT: 128702, SPD: 24, LUK: 1, Attack: 146796, Defense: 216270, Current HP: 48633, A Avg: 154135, D Avg: 216270, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 39043: 2582 - [10491, 7570, 238] - HP: 48633, STR: 54610, VIT: 128702, SPD: 24, LUK: 1, Attack: 146796, Defense: 216270, Current HP: 48633, A Avg: 154135, D Avg: 216270, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 39064: 2087 - [10600, 7264, 435] - HP: 94888, STR: 51238, VIT: 109614, SPD: 24, LUK: 1, Attack: 143424, Defense: 196402, Current HP: 94888, A Avg: 154180, D Avg: 196402, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39075: 2562 - [10500, 7575, 224] - HP: 48633, STR: 54610, VIT: 128702, SPD: 24, LUK: 1, Attack: 146796, Defense: 216270, Current HP: 48633, A Avg: 157805, D Avg: 216270, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39077: 1489 - [11085, 5822, 1392] - HP: 141143, STR: 137747, VIT: 766, SPD: 24, LUK: 1, Attack: 227656, Defense: 88334, Current HP: 141143, A Avg: 244730, D Avg: 88334, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 803]]
