Rank 1000: HP: 1585, STR: 8061, VIT: 1469, SPD: 72, LUK: 1, Attack: 140908, Defense: 86697, Current HP: 1585, A Avg: 1173763, D Avg: 121375, [Blue Sword[180, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 905: HP: 1440, STR: 6497, VIT: 1922, SPD: 68, LUK: 1, Attack: 141237, Defense: 89490, Current HP: 1440, A Avg: 1176504, D Avg: 125285, [Neural Edge[190, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 904: HP: 5985, STR: 6280, VIT: 2529, SPD: 80, LUK: 1, Attack: 141243, Defense: 86873, Current HP: 5985, A Avg: 1176554, D Avg: 121622, [Wild Card[175, 0, 0, 0], V Magnum[238, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 903: HP: 1026, STR: 7675, VIT: 1340, SPD: 63, LUK: 1, Attack: 141246, Defense: 89168, Current HP: 1026, A Avg: 1176579, D Avg: 124835, [Cuttlefish[178, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 902: HP: 5652, STR: 6284, VIT: 2068, SPD: 63, LUK: 1, Attack: 141249, Defense: 87296, Current HP: 5652, A Avg: 1176604, D Avg: 122214, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 901: HP: 6175, STR: 6289, VIT: 1740, SPD: 68, LUK: 1, Attack: 141257, Defense: 88528, Current HP: 6175, A Avg: 1176670, D Avg: 123939, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 900: HP: 6270, STR: 6289, VIT: 1923, SPD: 68, LUK: 1, Attack: 141257, Defense: 88711, Current HP: 6270, A Avg: 1176670, D Avg: 124195, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 899: HP: 6270, STR: 6289, VIT: 1761, SPD: 68, LUK: 1, Attack: 141257, Defense: 88549, Current HP: 6270, A Avg: 1176670, D Avg: 123968, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 898: HP: 5291, STR: 8361, VIT: 981, SPD: 63, LUK: 1, Attack: 141261, Defense: 86209, Current HP: 5291, A Avg: 1176704, D Avg: 120692, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 897: HP: 1216, STR: 4270, VIT: 296, SPD: 103, LUK: 1, Attack: 141268, Defense: 84159, Current HP: 1216, A Avg: 1176762, D Avg: 117822, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 896: HP: 2162, STR: 8302, VIT: 1087, SPD: 76, LUK: 1, Attack: 141270, Defense: 87875, Current HP: 2162, A Avg: 1176779, D Avg: 123024, [Blue Sword[180, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 895: HP: 1474, STR: 4281, VIT: 424, SPD: 68, LUK: 1, Attack: 141285, Defense: 84768, Current HP: 1474, A Avg: 1176904, D Avg: 118675, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 894: HP: 817, STR: 6536, VIT: 122, SPD: 108, LUK: 1, Attack: 141296, Defense: 84466, Current HP: 817, A Avg: 1176995, D Avg: 118252, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 893: HP: 2120, STR: 6541, VIT: 356, SPD: 76, LUK: 1, Attack: 141303, Defense: 87144, Current HP: 2120, A Avg: 1177053, D Avg: 122001, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 892: HP: 3023, STR: 2021, VIT: 460, SPD: 63, LUK: 1, Attack: 141311, Defense: 85688, Current HP: 3023, A Avg: 1177120, D Avg: 119963, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 891: HP: 2189, STR: 2021, VIT: 450, SPD: 63, LUK: 2, Attack: 141311, Defense: 85678, Current HP: 2189, A Avg: 1177120, D Avg: 119949, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 890: HP: 3258, STR: 6384, VIT: 2662, SPD: 63, LUK: 1, Attack: 141318, Defense: 87890, Current HP: 3258, A Avg: 1177178, D Avg: 123045, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 889: HP: 3353, STR: 6384, VIT: 2844, SPD: 63, LUK: 1, Attack: 141318, Defense: 88072, Current HP: 3353, A Avg: 1177178, D Avg: 123300, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 888: HP: 3353, STR: 6384, VIT: 2682, SPD: 63, LUK: 1, Attack: 141318, Defense: 87910, Current HP: 3353, A Avg: 1177178, D Avg: 123073, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 887: HP: 6005, STR: 6333, VIT: 2911, SPD: 72, LUK: 1, Attack: 141323, Defense: 90739, Current HP: 6005, A Avg: 1177220, D Avg: 127034, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 886: HP: 817, STR: 8341, VIT: 769, SPD: 103, LUK: 1, Attack: 141328, Defense: 88597, Current HP: 817, A Avg: 1177262, D Avg: 124035, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 885: HP: 2109, STR: 4320, VIT: 1076, SPD: 68, LUK: 1, Attack: 141343, Defense: 85101, Current HP: 2109, A Avg: 1177387, D Avg: 119141, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 884: HP: 5950, STR: 6349, VIT: 2277, SPD: 68, LUK: 1, Attack: 141347, Defense: 87505, Current HP: 5950, A Avg: 1177420, D Avg: 122506, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 883: HP: 1225, STR: 6572, VIT: 294, SPD: 63, LUK: 1, Attack: 141350, Defense: 84183, Current HP: 1225, A Avg: 1177445, D Avg: 117856, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 882: HP: 1320, STR: 6572, VIT: 477, SPD: 63, LUK: 1, Attack: 141350, Defense: 84366, Current HP: 1320, A Avg: 1177445, D Avg: 118112, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 881: HP: 1320, STR: 6572, VIT: 315, SPD: 63, LUK: 1, Attack: 141350, Defense: 84204, Current HP: 1320, A Avg: 1177445, D Avg: 117885, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 880: HP: 2574, STR: 4333, VIT: 1238, SPD: 63, LUK: 1, Attack: 141363, Defense: 85478, Current HP: 2574, A Avg: 1177553, D Avg: 119669, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 879: HP: 1240, STR: 4333, VIT: 205, SPD: 63, LUK: 1, Attack: 141363, Defense: 83928, Current HP: 1240, A Avg: 1177553, D Avg: 117499, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 878: HP: 1340, STR: 4333, VIT: 388, SPD: 63, LUK: 1, Attack: 141363, Defense: 84111, Current HP: 1340, A Avg: 1177553, D Avg: 117755, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 877: HP: 1340, STR: 4333, VIT: 226, SPD: 63, LUK: 1, Attack: 141363, Defense: 83949, Current HP: 1340, A Avg: 1177553, D Avg: 117528, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 876: HP: 1240, STR: 4333, VIT: 205, SPD: 63, LUK: 1, Attack: 141363, Defense: 83938, Current HP: 1240, A Avg: 1177553, D Avg: 117513, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 875: HP: 1340, STR: 4333, VIT: 388, SPD: 63, LUK: 1, Attack: 141363, Defense: 84121, Current HP: 1340, A Avg: 1177553, D Avg: 117769, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 874: HP: 1340, STR: 4333, VIT: 226, SPD: 63, LUK: 1, Attack: 141363, Defense: 83959, Current HP: 1340, A Avg: 1177553, D Avg: 117542, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 873: HP: 1178, STR: 4333, VIT: 226, SPD: 63, LUK: 1, Attack: 141363, Defense: 84095, Current HP: 1178, A Avg: 1177553, D Avg: 117732, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 872: HP: 1273, STR: 4333, VIT: 417, SPD: 63, LUK: 1, Attack: 141363, Defense: 84286, Current HP: 1273, A Avg: 1177553, D Avg: 118000, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 871: HP: 1273, STR: 4333, VIT: 247, SPD: 63, LUK: 1, Attack: 141363, Defense: 84116, Current HP: 1273, A Avg: 1177553, D Avg: 117762, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 870: HP: 1178, STR: 4333, VIT: 232, SPD: 63, LUK: 1, Attack: 141363, Defense: 84036, Current HP: 1178, A Avg: 1177553, D Avg: 117650, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 869: HP: 1273, STR: 4333, VIT: 424, SPD: 63, LUK: 1, Attack: 141363, Defense: 84228, Current HP: 1273, A Avg: 1177553, D Avg: 117919, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 868: HP: 1273, STR: 4333, VIT: 254, SPD: 63, LUK: 1, Attack: 141363, Defense: 84058, Current HP: 1273, A Avg: 1177553, D Avg: 117681, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 867: HP: 1178, STR: 4333, VIT: 300, SPD: 63, LUK: 1, Attack: 141363, Defense: 84163, Current HP: 1178, A Avg: 1177553, D Avg: 117828, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 866: HP: 1273, STR: 4333, VIT: 491, SPD: 63, LUK: 1, Attack: 141363, Defense: 84354, Current HP: 1273, A Avg: 1177553, D Avg: 118095, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 865: HP: 1273, STR: 4333, VIT: 321, SPD: 63, LUK: 1, Attack: 141363, Defense: 84184, Current HP: 1273, A Avg: 1177553, D Avg: 117857, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 864: HP: 1178, STR: 4333, VIT: 321, SPD: 63, LUK: 1, Attack: 141363, Defense: 84210, Current HP: 1178, A Avg: 1177553, D Avg: 117893, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 863: HP: 1273, STR: 4333, VIT: 513, SPD: 63, LUK: 1, Attack: 141363, Defense: 84402, Current HP: 1273, A Avg: 1177553, D Avg: 118162, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 862: HP: 1273, STR: 4333, VIT: 343, SPD: 63, LUK: 1, Attack: 141363, Defense: 84232, Current HP: 1273, A Avg: 1177553, D Avg: 117924, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 861: HP: 1240, STR: 4333, VIT: 377, SPD: 63, LUK: 1, Attack: 141363, Defense: 84253, Current HP: 1240, A Avg: 1177553, D Avg: 117954, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 860: HP: 1340, STR: 4333, VIT: 560, SPD: 63, LUK: 1, Attack: 141363, Defense: 84436, Current HP: 1340, A Avg: 1177553, D Avg: 118210, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 859: HP: 1340, STR: 4333, VIT: 398, SPD: 63, LUK: 1, Attack: 141363, Defense: 84274, Current HP: 1340, A Avg: 1177553, D Avg: 117983, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 858: HP: 1567, STR: 4333, VIT: 469, SPD: 63, LUK: 1, Attack: 141363, Defense: 84306, Current HP: 1567, A Avg: 1177553, D Avg: 118028, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 857: HP: 1662, STR: 4333, VIT: 661, SPD: 63, LUK: 1, Attack: 141363, Defense: 84498, Current HP: 1662, A Avg: 1177553, D Avg: 118297, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 856: HP: 1662, STR: 4333, VIT: 491, SPD: 63, LUK: 1, Attack: 141363, Defense: 84328, Current HP: 1662, A Avg: 1177553, D Avg: 118059, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 855: HP: 1300, STR: 4333, VIT: 296, SPD: 63, LUK: 1, Attack: 141363, Defense: 84068, Current HP: 1300, A Avg: 1177553, D Avg: 117695, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 854: HP: 1400, STR: 4333, VIT: 479, SPD: 63, LUK: 1, Attack: 141363, Defense: 84251, Current HP: 1400, A Avg: 1177553, D Avg: 117951, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 853: HP: 1400, STR: 4333, VIT: 317, SPD: 63, LUK: 1, Attack: 141363, Defense: 84089, Current HP: 1400, A Avg: 1177553, D Avg: 117724, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 852: HP: 1340, STR: 4333, VIT: 377, SPD: 63, LUK: 1, Attack: 141363, Defense: 84396, Current HP: 1340, A Avg: 1177553, D Avg: 118154, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 851: HP: 1440, STR: 4333, VIT: 560, SPD: 63, LUK: 1, Attack: 141363, Defense: 84579, Current HP: 1440, A Avg: 1177553, D Avg: 118410, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 850: HP: 1440, STR: 4333, VIT: 398, SPD: 63, LUK: 1, Attack: 141363, Defense: 84417, Current HP: 1440, A Avg: 1177553, D Avg: 118183, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 849: HP: 1254, STR: 4333, VIT: 311, SPD: 63, LUK: 1, Attack: 141363, Defense: 84239, Current HP: 1254, A Avg: 1177553, D Avg: 117934, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 848: HP: 1349, STR: 4333, VIT: 502, SPD: 63, LUK: 1, Attack: 141363, Defense: 84430, Current HP: 1349, A Avg: 1177553, D Avg: 118201, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 847: HP: 1349, STR: 4333, VIT: 332, SPD: 63, LUK: 1, Attack: 141363, Defense: 84260, Current HP: 1349, A Avg: 1177553, D Avg: 117963, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 846: HP: 1886, STR: 4333, VIT: 630, SPD: 63, LUK: 1, Attack: 141363, Defense: 85192, Current HP: 1886, A Avg: 1177553, D Avg: 119268, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 845: HP: 1986, STR: 4333, VIT: 813, SPD: 63, LUK: 1, Attack: 141363, Defense: 85375, Current HP: 1986, A Avg: 1177553, D Avg: 119524, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 844: HP: 1986, STR: 4333, VIT: 651, SPD: 63, LUK: 1, Attack: 141363, Defense: 85213, Current HP: 1986, A Avg: 1177553, D Avg: 119298, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 843: HP: 1808, STR: 4333, VIT: 300, SPD: 63, LUK: 1, Attack: 141363, Defense: 84228, Current HP: 1808, A Avg: 1177553, D Avg: 117919, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 842: HP: 1903, STR: 4333, VIT: 491, SPD: 63, LUK: 1, Attack: 141363, Defense: 84419, Current HP: 1903, A Avg: 1177553, D Avg: 118186, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 841: HP: 1903, STR: 4333, VIT: 321, SPD: 63, LUK: 1, Attack: 141363, Defense: 84249, Current HP: 1903, A Avg: 1177553, D Avg: 117948, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 840: HP: 1240, STR: 4333, VIT: 1083, SPD: 63, LUK: 1, Attack: 141363, Defense: 87871, Current HP: 1240, A Avg: 1177553, D Avg: 123019, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 839: HP: 1340, STR: 4333, VIT: 1265, SPD: 63, LUK: 1, Attack: 141363, Defense: 88053, Current HP: 1340, A Avg: 1177553, D Avg: 123274, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 838: HP: 1340, STR: 4333, VIT: 1103, SPD: 63, LUK: 1, Attack: 141363, Defense: 87891, Current HP: 1340, A Avg: 1177553, D Avg: 123047, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 837: HP: 3239, STR: 4333, VIT: 215, SPD: 63, LUK: 1, Attack: 141363, Defense: 86132, Current HP: 3239, A Avg: 1177553, D Avg: 120584, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 836: HP: 3334, STR: 4333, VIT: 406, SPD: 63, LUK: 1, Attack: 141363, Defense: 86323, Current HP: 3334, A Avg: 1177553, D Avg: 120852, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 835: HP: 3334, STR: 4333, VIT: 237, SPD: 63, LUK: 1, Attack: 141363, Defense: 86154, Current HP: 3334, A Avg: 1177553, D Avg: 120615, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 834: HP: 2104, STR: 4333, VIT: 732, SPD: 63, LUK: 1, Attack: 141363, Defense: 85466, Current HP: 2104, A Avg: 1177553, D Avg: 119652, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 833: HP: 2204, STR: 4333, VIT: 915, SPD: 63, LUK: 1, Attack: 141363, Defense: 85649, Current HP: 2204, A Avg: 1177553, D Avg: 119908, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 832: HP: 2204, STR: 4333, VIT: 753, SPD: 63, LUK: 1, Attack: 141363, Defense: 85487, Current HP: 2204, A Avg: 1177553, D Avg: 119681, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 831: HP: 1770, STR: 4333, VIT: 630, SPD: 63, LUK: 1, Attack: 141363, Defense: 86105, Current HP: 1770, A Avg: 1177553, D Avg: 120546, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 830: HP: 1870, STR: 4333, VIT: 813, SPD: 63, LUK: 1, Attack: 141363, Defense: 86288, Current HP: 1870, A Avg: 1177553, D Avg: 120803, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 829: HP: 1870, STR: 4333, VIT: 651, SPD: 63, LUK: 1, Attack: 141363, Defense: 86126, Current HP: 1870, A Avg: 1177553, D Avg: 120576, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 828: HP: 1368, STR: 4333, VIT: 1063, SPD: 63, LUK: 1, Attack: 141363, Defense: 86031, Current HP: 1368, A Avg: 1177553, D Avg: 120443, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 827: HP: 1463, STR: 4333, VIT: 1254, SPD: 63, LUK: 1, Attack: 141363, Defense: 86222, Current HP: 1463, A Avg: 1177553, D Avg: 120710, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 826: HP: 1463, STR: 4333, VIT: 1085, SPD: 63, LUK: 1, Attack: 141363, Defense: 86053, Current HP: 1463, A Avg: 1177553, D Avg: 120474, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 825: HP: 1292, STR: 4333, VIT: 1159, SPD: 63, LUK: 1, Attack: 141363, Defense: 87999, Current HP: 1292, A Avg: 1177553, D Avg: 123198, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 824: HP: 1387, STR: 4333, VIT: 1342, SPD: 63, LUK: 1, Attack: 141363, Defense: 88182, Current HP: 1387, A Avg: 1177553, D Avg: 123454, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 823: HP: 1387, STR: 4333, VIT: 1180, SPD: 63, LUK: 1, Attack: 141363, Defense: 88020, Current HP: 1387, A Avg: 1177553, D Avg: 123227, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 822: HP: 2410, STR: 4333, VIT: 933, SPD: 63, LUK: 1, Attack: 141363, Defense: 88358, Current HP: 2410, A Avg: 1177553, D Avg: 123701, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 821: HP: 2510, STR: 4333, VIT: 1116, SPD: 63, LUK: 1, Attack: 141363, Defense: 88541, Current HP: 2510, A Avg: 1177553, D Avg: 123957, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 820: HP: 2510, STR: 4333, VIT: 954, SPD: 63, LUK: 1, Attack: 141363, Defense: 88379, Current HP: 2510, A Avg: 1177553, D Avg: 123730, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 819: HP: 1178, STR: 4333, VIT: 205, SPD: 63, LUK: 1, Attack: 141363, Defense: 86994, Current HP: 1178, A Avg: 1177553, D Avg: 121791, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 818: HP: 1273, STR: 4333, VIT: 388, SPD: 63, LUK: 1, Attack: 141363, Defense: 87177, Current HP: 1273, A Avg: 1177553, D Avg: 122047, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 817: HP: 1273, STR: 4333, VIT: 226, SPD: 63, LUK: 1, Attack: 141363, Defense: 87015, Current HP: 1273, A Avg: 1177553, D Avg: 121820, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 816: HP: 1178, STR: 4333, VIT: 1823, SPD: 63, LUK: 1, Attack: 141363, Defense: 91601, Current HP: 1178, A Avg: 1177553, D Avg: 128241, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 815: HP: 1273, STR: 4333, VIT: 2006, SPD: 63, LUK: 1, Attack: 141363, Defense: 91784, Current HP: 1273, A Avg: 1177553, D Avg: 128497, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 814: HP: 1273, STR: 4333, VIT: 1844, SPD: 63, LUK: 1, Attack: 141363, Defense: 91622, Current HP: 1273, A Avg: 1177553, D Avg: 128270, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 813: HP: 1653, STR: 4333, VIT: 2553, SPD: 63, LUK: 1, Attack: 141363, Defense: 89341, Current HP: 1653, A Avg: 1177553, D Avg: 125077, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
