Rank 1000: HP: 1680, STR: 365, VIT: 441, SPD: 51, LUK: 1, Attack: 138827, Defense: 86553, Current HP: 1680, A Avg: 1156428, D Avg: 121174, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 903: HP: 1680, STR: 441, VIT: 441, SPD: 31, LUK: 2, Attack: 138941, Defense: 86553, Current HP: 1680, A Avg: 1157378, D Avg: 121174, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 902: HP: 1216, STR: 443, VIT: 590, SPD: 31, LUK: 1, Attack: 138944, Defense: 87508, Current HP: 1216, A Avg: 1157403, D Avg: 122511, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 901: HP: 1841, STR: 443, VIT: 408, SPD: 31, LUK: 1, Attack: 138944, Defense: 87326, Current HP: 1841, A Avg: 1157403, D Avg: 122256, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 900: HP: 1244, STR: 443, VIT: 408, SPD: 58, LUK: 1, Attack: 138944, Defense: 87326, Current HP: 1244, A Avg: 1157403, D Avg: 122256, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 899: HP: 1225, STR: 443, VIT: 419, SPD: 51, LUK: 1, Attack: 138944, Defense: 87337, Current HP: 1225, A Avg: 1157403, D Avg: 122271, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 898: HP: 1617, STR: 443, VIT: 621, SPD: 31, LUK: 1, Attack: 138944, Defense: 87539, Current HP: 1617, A Avg: 1157403, D Avg: 122554, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 897: HP: 1263, STR: 443, VIT: 439, SPD: 51, LUK: 1, Attack: 138944, Defense: 87357, Current HP: 1263, A Avg: 1157403, D Avg: 122299, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 896: HP: 1343, STR: 443, VIT: 763, SPD: 36, LUK: 1, Attack: 138944, Defense: 85354, Current HP: 1343, A Avg: 1157403, D Avg: 119495, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 895: HP: 1225, STR: 445, VIT: 221, SPD: 31, LUK: 1, Attack: 138947, Defense: 84110, Current HP: 1225, A Avg: 1157428, D Avg: 117753, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 894: HP: 1694, STR: 447, VIT: 962, SPD: 31, LUK: 1, Attack: 138950, Defense: 85956, Current HP: 1694, A Avg: 1157453, D Avg: 120338, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 893: HP: 2335, STR: 449, VIT: 606, SPD: 31, LUK: 1, Attack: 138953, Defense: 85600, Current HP: 2335, A Avg: 1157478, D Avg: 119839, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 892: HP: 1716, STR: 449, VIT: 595, SPD: 31, LUK: 2, Attack: 138953, Defense: 85589, Current HP: 1716, A Avg: 1157478, D Avg: 119824, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 891: HP: 1330, STR: 454, VIT: 366, SPD: 34, LUK: 1, Attack: 138961, Defense: 85230, Current HP: 1330, A Avg: 1157545, D Avg: 119321, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 890: HP: 1250, STR: 454, VIT: 400, SPD: 36, LUK: 1, Attack: 138961, Defense: 84822, Current HP: 1250, A Avg: 1157545, D Avg: 118750, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 889: HP: 1153, STR: 456, VIT: 236, SPD: 31, LUK: 1, Attack: 138964, Defense: 84242, Current HP: 1153, A Avg: 1157570, D Avg: 117938, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 888: HP: 1206, STR: 458, VIT: 621, SPD: 31, LUK: 1, Attack: 138967, Defense: 87539, Current HP: 1206, A Avg: 1157595, D Avg: 122554, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 887: HP: 1986, STR: 458, VIT: 429, SPD: 31, LUK: 1, Attack: 138967, Defense: 87347, Current HP: 1986, A Avg: 1157595, D Avg: 122285, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 886: HP: 1648, STR: 458, VIT: 399, SPD: 36, LUK: 1, Attack: 138967, Defense: 85263, Current HP: 1648, A Avg: 1157595, D Avg: 119368, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 885: HP: 1564, STR: 458, VIT: 434, SPD: 38, LUK: 1, Attack: 138967, Defense: 84856, Current HP: 1564, A Avg: 1157595, D Avg: 118798, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 884: HP: 1814, STR: 461, VIT: 790, SPD: 31, LUK: 1, Attack: 138971, Defense: 85654, Current HP: 1814, A Avg: 1157628, D Avg: 119915, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 883: HP: 1738, STR: 461, VIT: 836, SPD: 34, LUK: 1, Attack: 138971, Defense: 85258, Current HP: 1738, A Avg: 1157628, D Avg: 119361, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 882: HP: 1387, STR: 465, VIT: 617, SPD: 31, LUK: 2, Attack: 138977, Defense: 85611, Current HP: 1387, A Avg: 1157678, D Avg: 119855, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 881: HP: 3515, STR: 6844, VIT: 819, SPD: 40, LUK: 1, Attack: 138985, Defense: 87607, Current HP: 3515, A Avg: 1157745, D Avg: 122649, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 880: HP: 860, STR: 2748, VIT: 163, SPD: 51, LUK: 1, Attack: 138985, Defense: 83886, Current HP: 860, A Avg: 1157745, D Avg: 117440, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 879: HP: 860, STR: 2748, VIT: 163, SPD: 51, LUK: 1, Attack: 138985, Defense: 83896, Current HP: 860, A Avg: 1157745, D Avg: 117454, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 878: HP: 817, STR: 2748, VIT: 182, SPD: 51, LUK: 1, Attack: 138985, Defense: 84051, Current HP: 817, A Avg: 1157745, D Avg: 117671, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 877: HP: 817, STR: 2748, VIT: 189, SPD: 51, LUK: 1, Attack: 138985, Defense: 83993, Current HP: 817, A Avg: 1157745, D Avg: 117590, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 876: HP: 817, STR: 2748, VIT: 213, SPD: 51, LUK: 1, Attack: 138985, Defense: 84076, Current HP: 817, A Avg: 1157745, D Avg: 117706, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 875: HP: 817, STR: 2748, VIT: 234, SPD: 51, LUK: 1, Attack: 138985, Defense: 84123, Current HP: 817, A Avg: 1157745, D Avg: 117772, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 874: HP: 860, STR: 2748, VIT: 253, SPD: 51, LUK: 1, Attack: 138985, Defense: 84129, Current HP: 860, A Avg: 1157745, D Avg: 117780, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 873: HP: 1016, STR: 2748, VIT: 295, SPD: 51, LUK: 1, Attack: 138985, Defense: 84132, Current HP: 1016, A Avg: 1157745, D Avg: 117784, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 872: HP: 920, STR: 2748, VIT: 213, SPD: 51, LUK: 1, Attack: 138985, Defense: 83985, Current HP: 920, A Avg: 1157745, D Avg: 117578, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 871: HP: 960, STR: 2748, VIT: 253, SPD: 51, LUK: 1, Attack: 138985, Defense: 84272, Current HP: 960, A Avg: 1157745, D Avg: 117980, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 870: HP: 893, STR: 2748, VIT: 224, SPD: 51, LUK: 1, Attack: 138985, Defense: 84152, Current HP: 893, A Avg: 1157745, D Avg: 117812, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 869: HP: 1226, STR: 2748, VIT: 381, SPD: 51, LUK: 1, Attack: 138985, Defense: 84943, Current HP: 1226, A Avg: 1157745, D Avg: 118920, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 868: HP: 1143, STR: 2748, VIT: 213, SPD: 51, LUK: 1, Attack: 138985, Defense: 84141, Current HP: 1143, A Avg: 1157745, D Avg: 117797, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 867: HP: 860, STR: 2748, VIT: 751, SPD: 51, LUK: 1, Attack: 138985, Defense: 87539, Current HP: 860, A Avg: 1157745, D Avg: 122554, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 866: HP: 2308, STR: 2748, VIT: 171, SPD: 51, LUK: 1, Attack: 138985, Defense: 86088, Current HP: 2308, A Avg: 1157745, D Avg: 120523, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 865: HP: 1404, STR: 2748, VIT: 441, SPD: 51, LUK: 1, Attack: 138985, Defense: 85175, Current HP: 1404, A Avg: 1157745, D Avg: 119244, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 864: HP: 1190, STR: 2748, VIT: 381, SPD: 51, LUK: 1, Attack: 138985, Defense: 85856, Current HP: 1190, A Avg: 1157745, D Avg: 120198, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 863: HP: 1007, STR: 2748, VIT: 585, SPD: 51, LUK: 1, Attack: 138985, Defense: 85553, Current HP: 1007, A Avg: 1157745, D Avg: 119774, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 862: HP: 931, STR: 2748, VIT: 703, SPD: 51, LUK: 1, Attack: 138985, Defense: 87543, Current HP: 931, A Avg: 1157745, D Avg: 122560, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 861: HP: 1430, STR: 2748, VIT: 518, SPD: 51, LUK: 1, Attack: 138985, Defense: 87943, Current HP: 1430, A Avg: 1157745, D Avg: 123120, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 860: HP: 817, STR: 2748, VIT: 163, SPD: 51, LUK: 1, Attack: 138985, Defense: 86952, Current HP: 817, A Avg: 1157745, D Avg: 121732, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 859: HP: 817, STR: 2748, VIT: 952, SPD: 51, LUK: 1, Attack: 138985, Defense: 90730, Current HP: 817, A Avg: 1157745, D Avg: 127021, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 858: HP: 1292, STR: 2748, VIT: 1422, SPD: 51, LUK: 1, Attack: 138985, Defense: 88210, Current HP: 1292, A Avg: 1157745, D Avg: 123493, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 857: HP: 1102, STR: 2748, VIT: 500, SPD: 54, LUK: 1, Attack: 138985, Defense: 86378, Current HP: 1102, A Avg: 1157745, D Avg: 120929, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 856: HP: 1478, STR: 2748, VIT: 528, SPD: 51, LUK: 1, Attack: 138985, Defense: 86744, Current HP: 1478, A Avg: 1157745, D Avg: 121441, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 855: HP: 1260, STR: 2748, VIT: 736, SPD: 51, LUK: 1, Attack: 138985, Defense: 87771, Current HP: 1260, A Avg: 1157745, D Avg: 122879, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 854: HP: 860, STR: 2748, VIT: 637, SPD: 51, LUK: 1, Attack: 138985, Defense: 87685, Current HP: 860, A Avg: 1157745, D Avg: 122758, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 853: HP: 3737, STR: 6847, VIT: 596, SPD: 38, LUK: 1, Attack: 138990, Defense: 87384, Current HP: 3737, A Avg: 1157786, D Avg: 122337, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 852: HP: 988, STR: 474, VIT: 149, SPD: 34, LUK: 1, Attack: 138991, Defense: 84174, Current HP: 988, A Avg: 1157795, D Avg: 117843, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 851: HP: 1558, STR: 476, VIT: 1087, SPD: 31, LUK: 1, Attack: 138994, Defense: 88655, Current HP: 1558, A Avg: 1157820, D Avg: 124116, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 850: HP: 1653, STR: 476, VIT: 1186, SPD: 31, LUK: 1, Attack: 138994, Defense: 88754, Current HP: 1653, A Avg: 1157820, D Avg: 124255, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 849: HP: 1653, STR: 476, VIT: 1108, SPD: 31, LUK: 1, Attack: 138994, Defense: 88676, Current HP: 1653, A Avg: 1157820, D Avg: 124146, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 848: HP: 1814, STR: 482, VIT: 1203, SPD: 31, LUK: 1, Attack: 139003, Defense: 88004, Current HP: 1814, A Avg: 1157894, D Avg: 123205, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 847: HP: 1660, STR: 483, VIT: 624, SPD: 31, LUK: 1, Attack: 139004, Defense: 86736, Current HP: 1660, A Avg: 1157903, D Avg: 121430, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 846: HP: 874, STR: 2762, VIT: 234, SPD: 51, LUK: 1, Attack: 139006, Defense: 84097, Current HP: 874, A Avg: 1157919, D Avg: 117735, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 845: HP: 1330, STR: 486, VIT: 662, SPD: 34, LUK: 1, Attack: 139009, Defense: 87463, Current HP: 1330, A Avg: 1157944, D Avg: 122448, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 844: HP: 1564, STR: 489, VIT: 432, SPD: 36, LUK: 1, Attack: 139013, Defense: 84321, Current HP: 1564, A Avg: 1157978, D Avg: 118049, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 843: HP: 1263, STR: 489, VIT: 200, SPD: 31, LUK: 1, Attack: 139013, Defense: 84440, Current HP: 1263, A Avg: 1157978, D Avg: 118215, [Big Bang[171, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 842: HP: 1648, STR: 491, VIT: 707, SPD: 36, LUK: 1, Attack: 139016, Defense: 87508, Current HP: 1648, A Avg: 1158003, D Avg: 122511, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 841: HP: 1112, STR: 2772, VIT: 501, SPD: 36, LUK: 1, Attack: 139021, Defense: 84364, Current HP: 1112, A Avg: 1158044, D Avg: 118109, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 840: HP: 1001, STR: 2775, VIT: 306, SPD: 51, LUK: 1, Attack: 139026, Defense: 84247, Current HP: 1001, A Avg: 1158086, D Avg: 117945, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 839: HP: 1484, STR: 499, VIT: 448, SPD: 36, LUK: 1, Attack: 139028, Defense: 84454, Current HP: 1484, A Avg: 1158103, D Avg: 118235, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 838: HP: 1026, STR: 505, VIT: 379, SPD: 31, LUK: 1, Attack: 139037, Defense: 84970, Current HP: 1026, A Avg: 1158178, D Avg: 118957, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 837: HP: 1121, STR: 505, VIT: 479, SPD: 31, LUK: 1, Attack: 139037, Defense: 85070, Current HP: 1121, A Avg: 1158178, D Avg: 119097, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 836: HP: 1121, STR: 505, VIT: 400, SPD: 31, LUK: 1, Attack: 139037, Defense: 84991, Current HP: 1121, A Avg: 1158178, D Avg: 118987, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 835: HP: 1098, STR: 505, VIT: 149, SPD: 31, LUK: 1, Attack: 139037, Defense: 84649, Current HP: 1098, A Avg: 1158178, D Avg: 118508, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 834: HP: 1710, STR: 4864, VIT: 1276, SPD: 31, LUK: 1, Attack: 139038, Defense: 89104, Current HP: 1710, A Avg: 1158186, D Avg: 124745, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 833: HP: 1805, STR: 4864, VIT: 1375, SPD: 31, LUK: 1, Attack: 139038, Defense: 89203, Current HP: 1805, A Avg: 1158186, D Avg: 124884, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 832: HP: 1805, STR: 4864, VIT: 1296, SPD: 31, LUK: 1, Attack: 139038, Defense: 89124, Current HP: 1805, A Avg: 1158186, D Avg: 124773, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 831: HP: 1368, STR: 510, VIT: 869, SPD: 31, LUK: 1, Attack: 139045, Defense: 85863, Current HP: 1368, A Avg: 1158244, D Avg: 120208, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 830: HP: 1826, STR: 2789, VIT: 992, SPD: 36, LUK: 1, Attack: 139047, Defense: 87104, Current HP: 1826, A Avg: 1158261, D Avg: 121945, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 829: HP: 1520, STR: 2791, VIT: 545, SPD: 51, LUK: 1, Attack: 139050, Defense: 86657, Current HP: 1520, A Avg: 1158286, D Avg: 121319, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 828: HP: 1007, STR: 515, VIT: 109, SPD: 31, LUK: 2, Attack: 139052, Defense: 83972, Current HP: 1007, A Avg: 1158303, D Avg: 117560, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 827: HP: 2046, STR: 515, VIT: 861, SPD: 36, LUK: 1, Attack: 139052, Defense: 86973, Current HP: 2046, A Avg: 1158303, D Avg: 121762, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 826: HP: 1425, STR: 2795, VIT: 1191, SPD: 51, LUK: 1, Attack: 139056, Defense: 88759, Current HP: 1425, A Avg: 1158336, D Avg: 124262, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 825: HP: 1225, STR: 520, VIT: 419, SPD: 31, LUK: 2, Attack: 139060, Defense: 87337, Current HP: 1225, A Avg: 1158369, D Avg: 122271, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 824: HP: 1721, STR: 2803, VIT: 2010, SPD: 36, LUK: 1, Attack: 139068, Defense: 89578, Current HP: 1721, A Avg: 1158436, D Avg: 125409, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 823: HP: 1276, STR: 530, VIT: 305, SPD: 31, LUK: 1, Attack: 139075, Defense: 85923, Current HP: 1276, A Avg: 1158494, D Avg: 120292, [Big Bang[171, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 822: HP: 779, STR: 5056, VIT: 454, SPD: 40, LUK: 1, Attack: 139076, Defense: 84798, Current HP: 779, A Avg: 1158503, D Avg: 118717, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 821: HP: 1507, STR: 533, VIT: 679, SPD: 31, LUK: 1, Attack: 139079, Defense: 87597, Current HP: 1507, A Avg: 1158528, D Avg: 122635, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 820: HP: 1132, STR: 533, VIT: 482, SPD: 31, LUK: 1, Attack: 139079, Defense: 85320, Current HP: 1132, A Avg: 1158528, D Avg: 119447, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 819: HP: 1511, STR: 2812, VIT: 1262, SPD: 36, LUK: 1, Attack: 139081, Defense: 86256, Current HP: 1511, A Avg: 1158544, D Avg: 120758, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 818: HP: 817, STR: 2813, VIT: 253, SPD: 54, LUK: 1, Attack: 139083, Defense: 84278, Current HP: 817, A Avg: 1158561, D Avg: 117989, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 817: HP: 2063, STR: 536, VIT: 408, SPD: 31, LUK: 1, Attack: 139084, Defense: 87326, Current HP: 2063, A Avg: 1158569, D Avg: 122256, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 816: HP: 1529, STR: 536, VIT: 398, SPD: 31, LUK: 2, Attack: 139084, Defense: 87316, Current HP: 1529, A Avg: 1158569, D Avg: 122242, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 815: HP: 1235, STR: 2815, VIT: 726, SPD: 51, LUK: 1, Attack: 139086, Defense: 85720, Current HP: 1235, A Avg: 1158586, D Avg: 120007, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 814: HP: 1721, STR: 538, VIT: 1127, SPD: 36, LUK: 1, Attack: 139087, Defense: 86121, Current HP: 1721, A Avg: 1158594, D Avg: 120569, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 813: HP: 3107, STR: 4848, VIT: 1060, SPD: 36, LUK: 1, Attack: 139095, Defense: 88888, Current HP: 3107, A Avg: 1158661, D Avg: 124443, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 812: HP: 1206, STR: 547, VIT: 590, SPD: 31, LUK: 1, Attack: 139100, Defense: 87508, Current HP: 1206, A Avg: 1158702, D Avg: 122511, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 811: HP: 1092, STR: 2826, VIT: 308, SPD: 51, LUK: 1, Attack: 139102, Defense: 84548, Current HP: 1092, A Avg: 1158719, D Avg: 118367, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 810: HP: 1558, STR: 551, VIT: 1066, SPD: 31, LUK: 2, Attack: 139106, Defense: 88634, Current HP: 1558, A Avg: 1158752, D Avg: 124087, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 809: HP: 3154, STR: 6929, VIT: 446, SPD: 34, LUK: 1, Attack: 139113, Defense: 87234, Current HP: 3154, A Avg: 1158811, D Avg: 122127, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 808: HP: 1225, STR: 556, VIT: 170, SPD: 31, LUK: 1, Attack: 139114, Defense: 84059, Current HP: 1225, A Avg: 1158819, D Avg: 117682, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
