Rank 1000: HP: 440, STR: 602605, VIT: 257, SPD: 7, LUK: 1, Attack: 1031909, Defense: 83980, Current HP: 440, A Avg: 8595801, D Avg: 117571, [Impulse[166, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 902: HP: 496, STR: 602662, VIT: 315, SPD: 7, LUK: 1, Attack: 1031994, Defense: 85933, Current HP: 496, A Avg: 8596510, D Avg: 120306, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 901: HP: 496, STR: 602662, VIT: 315, SPD: 7, LUK: 1, Attack: 1031994, Defense: 85933, Current HP: 496, A Avg: 8596510, D Avg: 120306, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 900: HP: 496, STR: 602662, VIT: 315, SPD: 7, LUK: 1, Attack: 1031994, Defense: 85933, Current HP: 496, A Avg: 8596510, D Avg: 120306, [Impulse[166, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 899: HP: 448, STR: 602666, VIT: 461, SPD: 7, LUK: 1, Attack: 1032000, Defense: 85299, Current HP: 448, A Avg: 8596559, D Avg: 119418, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 898: HP: 448, STR: 602666, VIT: 461, SPD: 7, LUK: 1, Attack: 1032000, Defense: 85299, Current HP: 448, A Avg: 8596559, D Avg: 119418, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 897: HP: 448, STR: 602666, VIT: 461, SPD: 7, LUK: 1, Attack: 1032000, Defense: 85299, Current HP: 448, A Avg: 8596559, D Avg: 119418, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 896: HP: 448, STR: 602666, VIT: 461, SPD: 7, LUK: 1, Attack: 1032000, Defense: 85299, Current HP: 448, A Avg: 8596559, D Avg: 119418, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 895: HP: 448, STR: 602666, VIT: 461, SPD: 7, LUK: 1, Attack: 1032000, Defense: 85299, Current HP: 448, A Avg: 8596559, D Avg: 119418, [Impulse[166, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 894: HP: 551, STR: 602671, VIT: 308, SPD: 7, LUK: 1, Attack: 1032008, Defense: 84548, Current HP: 551, A Avg: 8596626, D Avg: 118367, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 893: HP: 551, STR: 602671, VIT: 308, SPD: 7, LUK: 1, Attack: 1032008, Defense: 84548, Current HP: 551, A Avg: 8596626, D Avg: 118367, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 892: HP: 551, STR: 602671, VIT: 308, SPD: 7, LUK: 1, Attack: 1032008, Defense: 84548, Current HP: 551, A Avg: 8596626, D Avg: 118367, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 891: HP: 551, STR: 602671, VIT: 308, SPD: 7, LUK: 1, Attack: 1032008, Defense: 84548, Current HP: 551, A Avg: 8596626, D Avg: 118367, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 890: HP: 551, STR: 602671, VIT: 308, SPD: 7, LUK: 1, Attack: 1032008, Defense: 84548, Current HP: 551, A Avg: 8596626, D Avg: 118367, [Impulse[166, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 889: HP: 551, STR: 602690, VIT: 469, SPD: 7, LUK: 1, Attack: 1032036, Defense: 87270, Current HP: 551, A Avg: 8596859, D Avg: 122177, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 888: HP: 551, STR: 602690, VIT: 469, SPD: 7, LUK: 1, Attack: 1032036, Defense: 87270, Current HP: 551, A Avg: 8596859, D Avg: 122177, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 887: HP: 551, STR: 602690, VIT: 469, SPD: 7, LUK: 1, Attack: 1032036, Defense: 87270, Current HP: 551, A Avg: 8596859, D Avg: 122177, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 886: HP: 551, STR: 602690, VIT: 469, SPD: 7, LUK: 1, Attack: 1032036, Defense: 87270, Current HP: 551, A Avg: 8596859, D Avg: 122177, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 885: HP: 551, STR: 602690, VIT: 469, SPD: 7, LUK: 1, Attack: 1032036, Defense: 87270, Current HP: 551, A Avg: 8596859, D Avg: 122177, [Impulse[166, 230, 230, 230], Riot[236, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 884: HP: 551, STR: 602713, VIT: 317, SPD: 7, LUK: 1, Attack: 1032071, Defense: 85181, Current HP: 551, A Avg: 8597151, D Avg: 119253, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 883: HP: 475, STR: 602713, VIT: 319, SPD: 8, LUK: 1, Attack: 1032071, Defense: 84741, Current HP: 475, A Avg: 8597151, D Avg: 118637, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 882: HP: 551, STR: 602713, VIT: 317, SPD: 7, LUK: 1, Attack: 1032071, Defense: 85181, Current HP: 551, A Avg: 8597151, D Avg: 119253, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 881: HP: 475, STR: 602713, VIT: 319, SPD: 8, LUK: 1, Attack: 1032071, Defense: 84741, Current HP: 475, A Avg: 8597151, D Avg: 118637, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 880: HP: 551, STR: 602713, VIT: 317, SPD: 7, LUK: 1, Attack: 1032071, Defense: 85181, Current HP: 551, A Avg: 8597151, D Avg: 119253, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 879: HP: 475, STR: 602713, VIT: 319, SPD: 8, LUK: 1, Attack: 1032071, Defense: 84741, Current HP: 475, A Avg: 8597151, D Avg: 118637, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 878: HP: 551, STR: 602713, VIT: 317, SPD: 7, LUK: 1, Attack: 1032071, Defense: 85181, Current HP: 551, A Avg: 8597151, D Avg: 119253, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 877: HP: 475, STR: 602713, VIT: 319, SPD: 8, LUK: 1, Attack: 1032071, Defense: 84741, Current HP: 475, A Avg: 8597151, D Avg: 118637, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 876: HP: 551, STR: 602713, VIT: 317, SPD: 7, LUK: 1, Attack: 1032071, Defense: 85181, Current HP: 551, A Avg: 8597151, D Avg: 119253, [Impulse[166, 230, 230, 230], Dragon's Head[217, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 875: HP: 475, STR: 602713, VIT: 319, SPD: 8, LUK: 1, Attack: 1032071, Defense: 84741, Current HP: 475, A Avg: 8597151, D Avg: 118637, [Impulse[166, 230, 230, 230], Superconducting Barrier[220, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 874: HP: 456, STR: 602718, VIT: 369, SPD: 7, LUK: 1, Attack: 1032078, Defense: 84960, Current HP: 456, A Avg: 8597209, D Avg: 118943, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 873: HP: 494, STR: 602718, VIT: 377, SPD: 7, LUK: 1, Attack: 1032078, Defense: 87295, Current HP: 494, A Avg: 8597209, D Avg: 122212, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 872: HP: 456, STR: 602718, VIT: 369, SPD: 7, LUK: 1, Attack: 1032078, Defense: 84960, Current HP: 456, A Avg: 8597209, D Avg: 118943, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 871: HP: 494, STR: 602718, VIT: 377, SPD: 7, LUK: 1, Attack: 1032078, Defense: 87295, Current HP: 494, A Avg: 8597209, D Avg: 122212, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 870: HP: 456, STR: 602718, VIT: 369, SPD: 7, LUK: 1, Attack: 1032078, Defense: 84960, Current HP: 456, A Avg: 8597209, D Avg: 118943, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 869: HP: 494, STR: 602718, VIT: 377, SPD: 7, LUK: 1, Attack: 1032078, Defense: 87295, Current HP: 494, A Avg: 8597209, D Avg: 122212, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 868: HP: 456, STR: 602718, VIT: 369, SPD: 7, LUK: 1, Attack: 1032078, Defense: 84960, Current HP: 456, A Avg: 8597209, D Avg: 118943, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 867: HP: 494, STR: 602718, VIT: 377, SPD: 7, LUK: 1, Attack: 1032078, Defense: 87295, Current HP: 494, A Avg: 8597209, D Avg: 122212, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 866: HP: 456, STR: 602718, VIT: 369, SPD: 7, LUK: 1, Attack: 1032078, Defense: 84960, Current HP: 456, A Avg: 8597209, D Avg: 118943, [Impulse[166, 230, 230, 230], Black Hole[229, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 865: HP: 494, STR: 602718, VIT: 377, SPD: 7, LUK: 1, Attack: 1032078, Defense: 87295, Current HP: 494, A Avg: 8597209, D Avg: 122212, [Impulse[166, 230, 230, 230], White Hole[230, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 864: HP: 244, STR: 602342, VIT: 120, SPD: 7, LUK: 1, Attack: 1032135, Defense: 85738, Current HP: 244, A Avg: 8597684, D Avg: 120033, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 863: HP: 244, STR: 602342, VIT: 120, SPD: 7, LUK: 1, Attack: 1032135, Defense: 85738, Current HP: 244, A Avg: 8597684, D Avg: 120033, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 862: HP: 244, STR: 602342, VIT: 120, SPD: 7, LUK: 1, Attack: 1032135, Defense: 85738, Current HP: 244, A Avg: 8597684, D Avg: 120033, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 861: HP: 244, STR: 602342, VIT: 120, SPD: 7, LUK: 1, Attack: 1032135, Defense: 85738, Current HP: 244, A Avg: 8597684, D Avg: 120033, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 860: HP: 244, STR: 602342, VIT: 120, SPD: 7, LUK: 1, Attack: 1032135, Defense: 85738, Current HP: 244, A Avg: 8597684, D Avg: 120033, [Scythe of the Grim Reaper[148, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 859: HP: 340, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83835, Current HP: 340, A Avg: 8599542, D Avg: 117368, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 858: HP: 340, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83845, Current HP: 340, A Avg: 8599542, D Avg: 117382, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 857: HP: 323, STR: 602699, VIT: 128, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83997, Current HP: 323, A Avg: 8599542, D Avg: 117595, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 856: HP: 323, STR: 602699, VIT: 134, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83938, Current HP: 323, A Avg: 8599542, D Avg: 117513, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 855: HP: 323, STR: 602699, VIT: 126, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83989, Current HP: 323, A Avg: 8599542, D Avg: 117584, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 854: HP: 323, STR: 602699, VIT: 147, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84036, Current HP: 323, A Avg: 8599542, D Avg: 117650, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 853: HP: 340, STR: 602699, VIT: 139, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84015, Current HP: 340, A Avg: 8599542, D Avg: 117620, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 852: HP: 380, STR: 602699, VIT: 143, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83980, Current HP: 380, A Avg: 8599542, D Avg: 117571, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 851: HP: 400, STR: 602699, VIT: 130, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83902, Current HP: 400, A Avg: 8599542, D Avg: 117462, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 850: HP: 440, STR: 602699, VIT: 139, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84158, Current HP: 440, A Avg: 8599542, D Avg: 117821, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 849: HP: 399, STR: 602699, VIT: 137, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84065, Current HP: 399, A Avg: 8599542, D Avg: 117690, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 848: HP: 496, STR: 602699, VIT: 174, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84736, Current HP: 496, A Avg: 8599542, D Avg: 118630, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 847: HP: 421, STR: 602699, VIT: 126, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84054, Current HP: 421, A Avg: 8599542, D Avg: 117675, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 846: HP: 340, STR: 602699, VIT: 481, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87269, Current HP: 340, A Avg: 8599542, D Avg: 122176, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 845: HP: 1387, STR: 602699, VIT: 117, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86034, Current HP: 1387, A Avg: 8599542, D Avg: 120447, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 844: HP: 644, STR: 602699, VIT: 203, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84937, Current HP: 644, A Avg: 8599542, D Avg: 118911, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 843: HP: 520, STR: 602699, VIT: 174, SPD: 7, LUK: 1, Attack: 1032358, Defense: 85649, Current HP: 520, A Avg: 8599542, D Avg: 119908, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 842: HP: 513, STR: 602699, VIT: 204, SPD: 7, LUK: 1, Attack: 1032358, Defense: 85172, Current HP: 513, A Avg: 8599542, D Avg: 119240, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 841: HP: 437, STR: 602699, VIT: 340, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87180, Current HP: 437, A Avg: 8599542, D Avg: 122051, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 840: HP: 460, STR: 602699, VIT: 186, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87611, Current HP: 460, A Avg: 8599542, D Avg: 122655, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 839: HP: 323, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86901, Current HP: 323, A Avg: 8599542, D Avg: 121661, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 838: HP: 323, STR: 602699, VIT: 278, SPD: 7, LUK: 1, Attack: 1032358, Defense: 90056, Current HP: 323, A Avg: 8599542, D Avg: 126078, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 837: HP: 798, STR: 602699, VIT: 552, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87340, Current HP: 798, A Avg: 8599542, D Avg: 122275, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 836: HP: 608, STR: 602699, VIT: 199, SPD: 8, LUK: 1, Attack: 1032358, Defense: 86077, Current HP: 608, A Avg: 8599542, D Avg: 120507, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 835: HP: 642, STR: 602699, VIT: 278, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86494, Current HP: 642, A Avg: 8599542, D Avg: 121091, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 834: HP: 740, STR: 602699, VIT: 560, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87595, Current HP: 740, A Avg: 8599542, D Avg: 122632, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 833: HP: 340, STR: 602699, VIT: 211, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87259, Current HP: 340, A Avg: 8599542, D Avg: 122162, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 832: HP: 340, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83835, Current HP: 340, A Avg: 8599542, D Avg: 117368, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 831: HP: 340, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83845, Current HP: 340, A Avg: 8599542, D Avg: 117382, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 830: HP: 323, STR: 602699, VIT: 128, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83997, Current HP: 323, A Avg: 8599542, D Avg: 117595, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 829: HP: 323, STR: 602699, VIT: 134, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83938, Current HP: 323, A Avg: 8599542, D Avg: 117513, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 828: HP: 323, STR: 602699, VIT: 126, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83989, Current HP: 323, A Avg: 8599542, D Avg: 117584, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 827: HP: 323, STR: 602699, VIT: 147, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84036, Current HP: 323, A Avg: 8599542, D Avg: 117650, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 826: HP: 340, STR: 602699, VIT: 139, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84015, Current HP: 340, A Avg: 8599542, D Avg: 117620, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 825: HP: 380, STR: 602699, VIT: 143, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83980, Current HP: 380, A Avg: 8599542, D Avg: 117571, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 824: HP: 400, STR: 602699, VIT: 130, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83902, Current HP: 400, A Avg: 8599542, D Avg: 117462, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 823: HP: 440, STR: 602699, VIT: 139, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84158, Current HP: 440, A Avg: 8599542, D Avg: 117821, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 822: HP: 399, STR: 602699, VIT: 137, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84065, Current HP: 399, A Avg: 8599542, D Avg: 117690, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 821: HP: 496, STR: 602699, VIT: 174, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84736, Current HP: 496, A Avg: 8599542, D Avg: 118630, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 820: HP: 421, STR: 602699, VIT: 126, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84054, Current HP: 421, A Avg: 8599542, D Avg: 117675, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 819: HP: 340, STR: 602699, VIT: 481, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87269, Current HP: 340, A Avg: 8599542, D Avg: 122176, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 818: HP: 1387, STR: 602699, VIT: 117, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86034, Current HP: 1387, A Avg: 8599542, D Avg: 120447, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 817: HP: 644, STR: 602699, VIT: 203, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84937, Current HP: 644, A Avg: 8599542, D Avg: 118911, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 816: HP: 520, STR: 602699, VIT: 174, SPD: 7, LUK: 1, Attack: 1032358, Defense: 85649, Current HP: 520, A Avg: 8599542, D Avg: 119908, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 815: HP: 513, STR: 602699, VIT: 204, SPD: 7, LUK: 1, Attack: 1032358, Defense: 85172, Current HP: 513, A Avg: 8599542, D Avg: 119240, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 814: HP: 437, STR: 602699, VIT: 340, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87180, Current HP: 437, A Avg: 8599542, D Avg: 122051, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 813: HP: 460, STR: 602699, VIT: 186, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87611, Current HP: 460, A Avg: 8599542, D Avg: 122655, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 812: HP: 323, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86901, Current HP: 323, A Avg: 8599542, D Avg: 121661, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 811: HP: 323, STR: 602699, VIT: 278, SPD: 7, LUK: 1, Attack: 1032358, Defense: 90056, Current HP: 323, A Avg: 8599542, D Avg: 126078, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 67]]
