Rank 108413: 82335 - [387, 107252, 000] - HP: 650, STR: 267, VIT: 821, SPD: 27, LUK: 1, Attack: 132651, Defense: 90599, Current HP: 650, A Avg: 1104982, D Avg: 126838, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108417: 11763 - [389, 107250, 000] - HP: 605, STR: 109, VIT: 996, SPD: 23, LUK: 1, Attack: 125928, Defense: 90774, Current HP: 605, A Avg: 1048980, D Avg: 127083, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 11775 - [389, 107250, 000] - HP: 598, STR: 595, VIT: 942, SPD: 28, LUK: 1, Attack: 126657, Defense: 90720, Current HP: 598, A Avg: 1055052, D Avg: 127007, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 12949 - [389, 107250, 000] - HP: 332, STR: 119, VIT: 977, SPD: 23, LUK: 1, Attack: 125992, Defense: 90755, Current HP: 332, A Avg: 1049513, D Avg: 127056, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 12950 - [389, 107250, 000] - HP: 323, STR: 130, VIT: 977, SPD: 23, LUK: 1, Attack: 126009, Defense: 90755, Current HP: 323, A Avg: 1049654, D Avg: 127056, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 12954 - [389, 107250, 000] - HP: 323, STR: 130, VIT: 1008, SPD: 23, LUK: 1, Attack: 126009, Defense: 90786, Current HP: 323, A Avg: 1049654, D Avg: 127100, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 12959 - [389, 107250, 000] - HP: 594, STR: 119, VIT: 1008, SPD: 23, LUK: 1, Attack: 125992, Defense: 90786, Current HP: 594, A Avg: 1049513, D Avg: 127100, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 12971 - [389, 107250, 000] - HP: 589, STR: 610, VIT: 950, SPD: 28, LUK: 1, Attack: 126729, Defense: 90728, Current HP: 589, A Avg: 1055652, D Avg: 127019, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 14150 - [389, 107250, 000] - HP: 323, STR: 151, VIT: 965, SPD: 23, LUK: 1, Attack: 126411, Defense: 90743, Current HP: 323, A Avg: 1053003, D Avg: 127040, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 14155 - [389, 107250, 000] - HP: 594, STR: 140, VIT: 965, SPD: 23, LUK: 1, Attack: 126394, Defense: 90743, Current HP: 594, A Avg: 1052862, D Avg: 127040, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 14165 - [389, 107250, 000] - HP: 484, STR: 191, VIT: 1008, SPD: 23, LUK: 1, Attack: 126471, Defense: 90786, Current HP: 484, A Avg: 1053503, D Avg: 127100, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108417: 14167 - [389, 107250, 000] - HP: 589, STR: 641, VIT: 921, SPD: 28, LUK: 1, Attack: 127146, Defense: 90699, Current HP: 589, A Avg: 1059126, D Avg: 126978, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 15341 - [389, 107250, 000] - HP: 465, STR: 109, VIT: 977, SPD: 23, LUK: 1, Attack: 126201, Defense: 90755, Current HP: 465, A Avg: 1051254, D Avg: 127056, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 15342 - [389, 107250, 000] - HP: 456, STR: 119, VIT: 977, SPD: 23, LUK: 1, Attack: 126216, Defense: 90755, Current HP: 456, A Avg: 1051379, D Avg: 127056, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 15346 - [389, 107250, 000] - HP: 456, STR: 119, VIT: 1008, SPD: 23, LUK: 1, Attack: 126216, Defense: 90786, Current HP: 456, A Avg: 1051379, D Avg: 127100, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 15363 - [389, 107250, 000] - HP: 722, STR: 595, VIT: 950, SPD: 28, LUK: 1, Attack: 126930, Defense: 90728, Current HP: 722, A Avg: 1057326, D Avg: 127019, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 16537 - [389, 107250, 000] - HP: 332, STR: 159, VIT: 977, SPD: 23, LUK: 1, Attack: 126462, Defense: 90755, Current HP: 332, A Avg: 1053428, D Avg: 127056, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 16538 - [389, 107250, 000] - HP: 323, STR: 170, VIT: 977, SPD: 23, LUK: 1, Attack: 126478, Defense: 90755, Current HP: 323, A Avg: 1053561, D Avg: 127056, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 16542 - [389, 107250, 000] - HP: 323, STR: 170, VIT: 1008, SPD: 23, LUK: 1, Attack: 126478, Defense: 90786, Current HP: 323, A Avg: 1053561, D Avg: 127100, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 16547 - [389, 107250, 000] - HP: 594, STR: 159, VIT: 1008, SPD: 23, LUK: 1, Attack: 126462, Defense: 90786, Current HP: 594, A Avg: 1053428, D Avg: 127100, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 16559 - [389, 107250, 000] - HP: 589, STR: 669, VIT: 950, SPD: 28, LUK: 1, Attack: 127227, Defense: 90728, Current HP: 589, A Avg: 1059800, D Avg: 127019, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 17733 - [389, 107250, 000] - HP: 503, STR: 109, VIT: 1020, SPD: 23, LUK: 1, Attack: 125948, Defense: 90798, Current HP: 503, A Avg: 1049146, D Avg: 127117, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 17734 - [389, 107250, 000] - HP: 494, STR: 119, VIT: 1020, SPD: 23, LUK: 1, Attack: 125963, Defense: 90798, Current HP: 494, A Avg: 1049271, D Avg: 127117, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 17755 - [389, 107250, 000] - HP: 760, STR: 595, VIT: 979, SPD: 28, LUK: 1, Attack: 126677, Defense: 90757, Current HP: 760, A Avg: 1055219, D Avg: 127059, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 18929 - [389, 107250, 000] - HP: 332, STR: 138, VIT: 965, SPD: 23, LUK: 1, Attack: 126333, Defense: 90743, Current HP: 332, A Avg: 1052353, D Avg: 127040, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 18930 - [389, 107250, 000] - HP: 323, STR: 149, VIT: 965, SPD: 23, LUK: 1, Attack: 126349, Defense: 90743, Current HP: 323, A Avg: 1052487, D Avg: 127040, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 18934 - [389, 107250, 000] - HP: 323, STR: 149, VIT: 996, SPD: 23, LUK: 1, Attack: 126349, Defense: 90774, Current HP: 323, A Avg: 1052487, D Avg: 127083, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 18939 - [389, 107250, 000] - HP: 594, STR: 204, VIT: 996, SPD: 23, LUK: 1, Attack: 126432, Defense: 90774, Current HP: 594, A Avg: 1053178, D Avg: 127083, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 18951 - [389, 107250, 000] - HP: 589, STR: 638, VIT: 942, SPD: 28, LUK: 1, Attack: 127083, Defense: 90720, Current HP: 589, A Avg: 1058601, D Avg: 127007, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 20125 - [389, 107250, 000] - HP: 465, STR: 153, VIT: 953, SPD: 23, LUK: 1, Attack: 126180, Defense: 90731, Current HP: 465, A Avg: 1051079, D Avg: 127023, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 20126 - [389, 107250, 000] - HP: 456, STR: 163, VIT: 953, SPD: 23, LUK: 1, Attack: 126195, Defense: 90731, Current HP: 456, A Avg: 1051204, D Avg: 127023, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 20130 - [389, 107250, 000] - HP: 456, STR: 163, VIT: 983, SPD: 23, LUK: 1, Attack: 126195, Defense: 90761, Current HP: 456, A Avg: 1051204, D Avg: 127065, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 20135 - [389, 107250, 000] - HP: 748, STR: 153, VIT: 983, SPD: 23, LUK: 1, Attack: 126180, Defense: 90761, Current HP: 748, A Avg: 1051079, D Avg: 127065, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 20147 - [389, 107250, 000] - HP: 722, STR: 660, VIT: 933, SPD: 28, LUK: 1, Attack: 126940, Defense: 90711, Current HP: 722, A Avg: 1057410, D Avg: 126995, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 21321 - [389, 107250, 000] - HP: 342, STR: 109, VIT: 965, SPD: 23, LUK: 1, Attack: 125971, Defense: 90743, Current HP: 342, A Avg: 1049338, D Avg: 127040, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 21322 - [389, 107250, 000] - HP: 332, STR: 119, VIT: 965, SPD: 23, LUK: 1, Attack: 125986, Defense: 90743, Current HP: 332, A Avg: 1049463, D Avg: 127040, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 21326 - [389, 107250, 000] - HP: 332, STR: 210, VIT: 996, SPD: 23, LUK: 1, Attack: 126123, Defense: 90774, Current HP: 332, A Avg: 1050604, D Avg: 127083, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 21331 - [389, 107250, 000] - HP: 605, STR: 109, VIT: 996, SPD: 23, LUK: 1, Attack: 125971, Defense: 90774, Current HP: 605, A Avg: 1049338, D Avg: 127083, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 21343 - [389, 107250, 000] - HP: 598, STR: 595, VIT: 942, SPD: 28, LUK: 1, Attack: 126700, Defense: 90720, Current HP: 598, A Avg: 1055410, D Avg: 127007, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 22517 - [389, 107250, 000] - HP: 342, STR: 109, VIT: 965, SPD: 23, LUK: 1, Attack: 126012, Defense: 90743, Current HP: 342, A Avg: 1049679, D Avg: 127040, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 22518 - [389, 107250, 000] - HP: 332, STR: 119, VIT: 965, SPD: 23, LUK: 1, Attack: 126027, Defense: 90743, Current HP: 332, A Avg: 1049804, D Avg: 127040, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 22522 - [389, 107250, 000] - HP: 332, STR: 210, VIT: 996, SPD: 23, LUK: 1, Attack: 126164, Defense: 90774, Current HP: 332, A Avg: 1050946, D Avg: 127083, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 22527 - [389, 107250, 000] - HP: 605, STR: 109, VIT: 996, SPD: 23, LUK: 1, Attack: 126012, Defense: 90774, Current HP: 605, A Avg: 1049679, D Avg: 127083, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 22539 - [389, 107250, 000] - HP: 598, STR: 595, VIT: 942, SPD: 28, LUK: 1, Attack: 126741, Defense: 90720, Current HP: 598, A Avg: 1055752, D Avg: 127007, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 23713 - [389, 107250, 000] - HP: 342, STR: 109, VIT: 965, SPD: 23, LUK: 1, Attack: 126053, Defense: 90743, Current HP: 342, A Avg: 1050021, D Avg: 127040, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 23714 - [389, 107250, 000] - HP: 332, STR: 119, VIT: 965, SPD: 23, LUK: 1, Attack: 126068, Defense: 90743, Current HP: 332, A Avg: 1050146, D Avg: 127040, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 23718 - [389, 107250, 000] - HP: 332, STR: 210, VIT: 996, SPD: 23, LUK: 1, Attack: 126205, Defense: 90774, Current HP: 332, A Avg: 1051287, D Avg: 127083, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 23723 - [389, 107250, 000] - HP: 605, STR: 109, VIT: 996, SPD: 23, LUK: 1, Attack: 126053, Defense: 90774, Current HP: 605, A Avg: 1050021, D Avg: 127083, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 23735 - [389, 107250, 000] - HP: 598, STR: 595, VIT: 942, SPD: 28, LUK: 1, Attack: 126782, Defense: 90720, Current HP: 598, A Avg: 1056094, D Avg: 127007, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 24923 - [389, 107250, 000] - HP: 500, STR: 480, VIT: 943, SPD: 25, LUK: 1, Attack: 128932, Defense: 90721, Current HP: 500, A Avg: 1074003, D Avg: 127009, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 108417: 24927 - [389, 107250, 000] - HP: 776, STR: 435, VIT: 969, SPD: 27, LUK: 1, Attack: 128865, Defense: 90747, Current HP: 776, A Avg: 1073445, D Avg: 127045, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108417: 26110 - [389, 107250, 000] - HP: 342, STR: 159, VIT: 965, SPD: 23, LUK: 1, Attack: 126247, Defense: 90743, Current HP: 342, A Avg: 1051637, D Avg: 127040, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 26115 - [389, 107250, 000] - HP: 616, STR: 149, VIT: 965, SPD: 23, LUK: 1, Attack: 126232, Defense: 90743, Current HP: 616, A Avg: 1051512, D Avg: 127040, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 26125 - [389, 107250, 000] - HP: 506, STR: 199, VIT: 1008, SPD: 23, LUK: 1, Attack: 126307, Defense: 90786, Current HP: 506, A Avg: 1052137, D Avg: 127100, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108417: 26127 - [389, 107250, 000] - HP: 608, STR: 654, VIT: 921, SPD: 28, LUK: 1, Attack: 126990, Defense: 90699, Current HP: 608, A Avg: 1057826, D Avg: 126978, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 27323 - [389, 107250, 000] - HP: 760, STR: 697, VIT: 989, SPD: 28, LUK: 1, Attack: 127815, Defense: 90767, Current HP: 760, A Avg: 1064698, D Avg: 127073, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 28502 - [389, 107250, 000] - HP: 332, STR: 90, VIT: 965, SPD: 23, LUK: 1, Attack: 126124, Defense: 90743, Current HP: 332, A Avg: 1050612, D Avg: 127040, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 28507 - [389, 107250, 000] - HP: 605, STR: 79, VIT: 965, SPD: 23, LUK: 1, Attack: 126108, Defense: 90743, Current HP: 605, A Avg: 1050479, D Avg: 127040, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 28517 - [389, 107250, 000] - HP: 495, STR: 130, VIT: 1008, SPD: 23, LUK: 1, Attack: 126184, Defense: 90786, Current HP: 495, A Avg: 1051112, D Avg: 127100, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108417: 28519 - [389, 107250, 000] - HP: 598, STR: 551, VIT: 921, SPD: 28, LUK: 1, Attack: 126816, Defense: 90699, Current HP: 598, A Avg: 1056377, D Avg: 126978, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 29698 - [389, 107250, 000] - HP: 475, STR: 199, VIT: 965, SPD: 23, LUK: 1, Attack: 126580, Defense: 90743, Current HP: 475, A Avg: 1054411, D Avg: 127040, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 29703 - [389, 107250, 000] - HP: 770, STR: 188, VIT: 965, SPD: 23, LUK: 1, Attack: 126564, Defense: 90743, Current HP: 770, A Avg: 1054278, D Avg: 127040, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 29715 - [389, 107250, 000] - HP: 741, STR: 712, VIT: 921, SPD: 28, LUK: 1, Attack: 127350, Defense: 90699, Current HP: 741, A Avg: 1060825, D Avg: 126978, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 30903 - [389, 107250, 000] - HP: 640, STR: 614, VIT: 913, SPD: 25, LUK: 1, Attack: 128568, Defense: 90691, Current HP: 640, A Avg: 1070971, D Avg: 126967, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 108417: 30907 - [389, 107250, 000] - HP: 923, STR: 574, VIT: 937, SPD: 27, LUK: 1, Attack: 128508, Defense: 90715, Current HP: 923, A Avg: 1070471, D Avg: 127000, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108417: 32090 - [389, 107250, 000] - HP: 332, STR: 130, VIT: 965, SPD: 23, LUK: 1, Attack: 126194, Defense: 90743, Current HP: 332, A Avg: 1051196, D Avg: 127040, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 32095 - [389, 107250, 000] - HP: 605, STR: 119, VIT: 965, SPD: 23, LUK: 1, Attack: 126177, Defense: 90743, Current HP: 605, A Avg: 1051054, D Avg: 127040, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 32105 - [389, 107250, 000] - HP: 495, STR: 170, VIT: 1008, SPD: 23, LUK: 1, Attack: 126254, Defense: 90786, Current HP: 495, A Avg: 1051695, D Avg: 127100, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108417: 32107 - [389, 107250, 000] - HP: 598, STR: 610, VIT: 921, SPD: 28, LUK: 1, Attack: 126914, Defense: 90699, Current HP: 598, A Avg: 1057193, D Avg: 126978, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 33286 - [389, 107250, 000] - HP: 471, STR: 165, VIT: 965, SPD: 23, LUK: 1, Attack: 126880, Defense: 90743, Current HP: 471, A Avg: 1056910, D Avg: 127040, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 33291 - [389, 107250, 000] - HP: 765, STR: 155, VIT: 965, SPD: 23, LUK: 1, Attack: 126865, Defense: 90743, Current HP: 765, A Avg: 1056785, D Avg: 127040, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 33303 - [389, 107250, 000] - HP: 737, STR: 663, VIT: 921, SPD: 28, LUK: 1, Attack: 127627, Defense: 90699, Current HP: 737, A Avg: 1063132, D Avg: 126978, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 34499 - [389, 107250, 000] - HP: 589, STR: 681, VIT: 1016, SPD: 28, LUK: 1, Attack: 127022, Defense: 90794, Current HP: 589, A Avg: 1058093, D Avg: 127111, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 35691 - [389, 107250, 000] - HP: 776, STR: 419, VIT: 891, SPD: 27, LUK: 1, Attack: 126811, Defense: 90669, Current HP: 776, A Avg: 1056335, D Avg: 126936, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108417: 36874 - [389, 107250, 000] - HP: 342, STR: 81, VIT: 965, SPD: 23, LUK: 1, Attack: 125785, Defense: 90743, Current HP: 342, A Avg: 1047789, D Avg: 127040, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 36879 - [389, 107250, 000] - HP: 616, STR: 71, VIT: 965, SPD: 23, LUK: 1, Attack: 125770, Defense: 90743, Current HP: 616, A Avg: 1047664, D Avg: 127040, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 36889 - [389, 107250, 000] - HP: 506, STR: 121, VIT: 1008, SPD: 23, LUK: 1, Attack: 125845, Defense: 90786, Current HP: 506, A Avg: 1048288, D Avg: 127100, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108417: 36891 - [389, 107250, 000] - HP: 608, STR: 539, VIT: 921, SPD: 28, LUK: 1, Attack: 126472, Defense: 90699, Current HP: 608, A Avg: 1053511, D Avg: 126978, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 38070 - [389, 107250, 000] - HP: 380, STR: 60, VIT: 965, SPD: 23, LUK: 1, Attack: 125943, Defense: 90743, Current HP: 380, A Avg: 1049105, D Avg: 127040, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 38075 - [389, 107250, 000] - HP: 660, STR: 50, VIT: 965, SPD: 23, LUK: 1, Attack: 125928, Defense: 90743, Current HP: 660, A Avg: 1048980, D Avg: 127040, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108417: 38085 - [389, 107250, 000] - HP: 550, STR: 100, VIT: 1008, SPD: 23, LUK: 1, Attack: 126003, Defense: 90786, Current HP: 550, A Avg: 1049604, D Avg: 127100, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108417: 38087 - [389, 107250, 000] - HP: 646, STR: 508, VIT: 921, SPD: 28, LUK: 1, Attack: 126615, Defense: 90699, Current HP: 646, A Avg: 1054702, D Avg: 126978, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 39283 - [389, 107250, 000] - HP: 646, STR: 551, VIT: 1008, SPD: 28, LUK: 1, Attack: 127108, Defense: 90786, Current HP: 646, A Avg: 1058809, D Avg: 127100, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 40475 - [389, 107250, 000] - HP: 865, STR: 518, VIT: 898, SPD: 27, LUK: 1, Attack: 128227, Defense: 90676, Current HP: 865, A Avg: 1068130, D Avg: 126946, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108417: 41653 - [389, 107250, 000] - HP: 402, STR: 123, VIT: 980, SPD: 23, LUK: 1, Attack: 125881, Defense: 90758, Current HP: 402, A Avg: 1048588, D Avg: 127061, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108417: 41654 - [389, 107250, 000] - HP: 393, STR: 172, VIT: 980, SPD: 23, LUK: 1, Attack: 125955, Defense: 90758, Current HP: 393, A Avg: 1049205, D Avg: 127061, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108417: 41658 - [389, 107250, 000] - HP: 393, STR: 134, VIT: 1011, SPD: 23, LUK: 1, Attack: 125898, Defense: 90789, Current HP: 393, A Avg: 1048730, D Avg: 127104, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108417: 41675 - [389, 107250, 000] - HP: 659, STR: 616, VIT: 952, SPD: 28, LUK: 1, Attack: 126621, Defense: 90730, Current HP: 659, A Avg: 1054752, D Avg: 127021, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108417: 42849 - [389, 107250, 000] - HP: 412, STR: 149, VIT: 1027, SPD: 23, LUK: 1, Attack: 126076, Defense: 90805, Current HP: 412, A Avg: 1050213, D Avg: 127126, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
